Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Watznaueria manivitae	Biscutum erismatum	Watznaueria barnesae	Polycostella beckmanni	Cyclagelosphaera margerelii	Cretarhabdus sp.	Biscutum constans	Zygodiscus erectus	Watznaueria communis	Vagalapilla stradneri	Umbria granulosa	Parhabdolithus sp.	Paleopontosphaera sp.	Nannoconus sp.	Hexalithus noelae	Lithastrinus floralis	Zygodiscus elegans	Zygodiscus diplogrammus	Rucinolithus terebrodentarius	Cruciellipsis chiastia	Cretarhabdus surirellus	Assipetra infracretacea	Zygodiscus spiralis	Watznaueria supracretacea	Tranolithus spp.	Tranolithus gabalus	Rucinolithus irregularis	Prediscosphaera sp.	Parhabdolithus embergeri	Parhabdolithus asper	Parhabdolithus angustus	Parhabdolithus achylostaurion	Nannoconus spp.	Manivitella pemmatoidea	Lithraphidites carniolensis	Flabellites oblongus	Eiffellithus turriseiffelii	Eiffellithus (small taxa)	Discorhabdus rotatorius	Cribrosphaerella ehrenbergii	Cretarhabdus striatus	Cretarhabdus spp.	Chiastozygus litterarius	Parhabdolithus swinnertonii	Parhabdolithus pseudoangustus	Cretarhabdus angustiforatus	Prediscosphaera columnata	Zygodiscus (small taxa)	Vekshinella sp.	Tranolithus orionatus	Tegumentum stradneri	Stoverius achylosus	Prediscosphaera cretacea	Cretarhabdus conicus	Watznaueria britannica	Diazomatolithus lehmanii	Markalius circumradiatus	Eiffellithus sp.	Biscutum blackii	Comment

  SR	Albian           	                 	CC8               	              	129	 801	B	  5	R	 1	  73.00	    232.4300	Covington	Nannofossils                                 	F              	P                 	                     	                  	C                   	                      	                           	                	                 	                  	                    	                     	                	                  	                     	              	                 	                     	                  	                       	                             	                      	                       	                       	                   	                         	                	                   	                        	                   	                        	                    	                       	                             	               	                       	                           	                    	                           	                         	                       	                            	                     	                 	                        	                           	                             	                           	                         	                       	R              	                     	R                   	                   	                        	                    	                      	                        	                        	                	                	from ODP Leg 129 SR Chapter 8 Table 3 back pocket

  SR	Albian           	                 	CC8               	              	129	 801	B	  5	R	 2	 127.00	    234.4700	Covington	Nannofossils                                 	F              	P                 	                     	                  	F                   	                      	                           	                	                 	                  	                    	                     	                	                  	                     	R             	                 	                     	                  	R                      	                             	                      	F                      	                       	                   	                         	                	                   	R                       	                   	                        	                    	                       	                             	               	                       	                           	                    	                           	                         	                       	                            	                     	                 	                        	                           	                             	                           	                         	                       	               	                     	                    	                   	                        	                    	                      	                        	                        	                	                	from ODP Leg 129 SR Chapter 8 Table 3 back pocket

  SR	Albian           	                 	CC8               	              	129	 801	B	  5	R	 3	   8.00	    234.7800	Covington	Nannofossils                                 	RR             	P                 	                     	                  	R                   	                      	                           	                	                 	                  	                    	                     	                	                  	                     	              	                 	                     	                  	                       	                             	                      	                       	                       	                   	                         	                	                   	                        	                   	                        	                    	                       	                             	               	                       	                           	                    	                           	                         	                       	                            	                     	                 	                        	                           	                             	                           	                         	                       	               	                     	                    	                   	                        	                    	                      	                        	                        	                	                	from ODP Leg 129 SR Chapter 8 Table 3 back pocket

  SR	Albian           	                 	CC8               	              	129	 801	B	  5	R	 3	  11.00	    234.8100	Covington	Nannofossils                                 	RR             	P                 	                     	                  	R                   	                      	                           	                	                 	                  	                    	                     	                	                  	                     	              	                 	                     	                  	                       	                             	                      	R                      	                       	                   	                         	                	                   	                        	                   	R                       	                    	                       	                             	               	                       	                           	                    	                           	                         	                       	                            	                     	                 	                        	                           	                             	                           	                         	                       	               	                     	                    	                   	                        	                    	                      	                        	                        	                	                	from ODP Leg 129 SR Chapter 8 Table 3 back pocket

  SR	Albian           	                 	CC8               	              	129	 801	B	  5	R	 3	  45.00	    235.1500	Covington	Nannofossils                                 	F              	P                 	                     	                  	C                   	                      	                           	                	                 	                  	                    	                     	                	                  	                     	              	                 	                     	                  	                       	                             	R                     	F                      	                       	                   	                         	                	                   	R                       	                   	                        	                    	                       	                             	               	R                      	                           	                    	                           	                         	                       	                            	                     	                 	                        	                           	                             	                           	                         	                       	               	                     	                    	                   	                        	                    	                      	                        	                        	                	                	from ODP Leg 129 SR Chapter 8 Table 3 back pocket

  SR	Albian           	                 	CC8               	              	129	 801	B	  5	R	 3	  62.00	    235.3200	Covington	Nannofossils                                 	R              	P                 	                     	                  	F                   	                      	                           	                	R                	                  	                    	                     	                	                  	                     	              	                 	                     	                  	                       	                             	                      	F                      	                       	                   	R                        	                	                   	R                       	                   	                        	                    	                       	                             	               	R                      	                           	R                   	                           	                         	                       	                            	                     	                 	                        	                           	                             	                           	                         	                       	               	                     	                    	                   	                        	                    	                      	                        	                        	                	R               	from ODP Leg 129 SR Chapter 8 Table 3 back pocket

  SR	Albian           	                 	CC8               	              	129	 801	B	  6	R	 1	  43.00	    241.7300	Covington	Nannofossils                                 	F              	P                 	                     	                  	C                   	                      	                           	                	F                	R                 	                    	                     	                	                  	                     	              	                 	R                    	                  	R                      	                             	                      	F                      	                       	                   	                         	                	                   	                        	                   	                        	R                   	                       	                             	               	F                      	                           	R                   	                           	                         	                       	                            	                     	                 	R                       	                           	                             	                           	                         	                       	F              	                     	                    	                   	                        	                    	                      	                        	                        	                	R               	from ODP Leg 129 SR Chapter 8 Table 3 back pocket

  SR	Albian           	                 	CC8               	              	129	 801	B	  6	R	 1	  99.00	    242.2900	Covington	Nannofossils                                 	R              	P                 	                     	                  	F                   	                      	                           	                	                 	                  	                    	                     	                	                  	                     	              	                 	                     	                  	                       	R                            	                      	F                      	                       	                   	                         	                	                   	                        	                   	                        	                    	                       	                             	               	R                      	                           	                    	                           	                         	                       	                            	                     	                 	                        	                           	                             	                           	                         	                       	               	                     	                    	                   	                        	                    	                      	                        	                        	                	                	from ODP Leg 129 SR Chapter 8 Table 3 back pocket

  SR	Albian           	                 	CC8               	              	129	 801	B	  6	R	 1	 109.00	    242.3900	Covington	Nannofossils                                 	               	                  	                     	                  	28.0%               	                      	.0%                        	                	16.5%            	16.2%             	                    	.0%                  	                	                  	                     	              	                 	.3%                  	2.2%              	7.5%                   	.5%                          	.5%                   	A                      	                       	1.0%               	R                        	.8%             	R                  	1.9%                    	1.0%               	.0%                     	.3%                 	.5%                    	1.4%                         	.0%            	1.6%                   	.0%                        	1.4%                	.0%                        	.0%                      	5.8%                   	.0%                         	                     	11.1%            	.3%                     	R                          	R                            	                           	R                        	F                      	R              	                     	R                   	R                  	                        	                    	                      	                        	                        	R               	                	from ODP Leg 129 SR Chapter 9 Table 2 p 192

  SR	Albian           	                 	CC8               	              	129	 801	B	  6	R	 2	  36.00	    243.1600	Covington	Nannofossils                                 	               	                  	                     	                  	21.0%               	                      	.0%                        	                	14.8%            	14.8%             	                    	.0%                  	                	                  	                     	              	                 	.3%                  	1.0%              	7.1%                   	.3%                          	.7%                   	F                      	                       	1.0%               	                         	1.0%            	F                  	.0%                     	.5%                	.0%                     	1.8%                	1.0%                   	1.3%                         	.0%            	2.5%                   	.0%                        	.3%                 	.0%                        	.0%                      	17.4%                  	.7%                         	                     	12.2%            	.3%                     	                           	                             	                           	R                        	F                      	F              	R                    	R                   	                   	                        	R                   	                      	                        	R                       	                	                	from ODP Leg 129 SR Chapter 9 Table 2 p 192

  SR	Albian           	                 	CC8               	              	129	 801	B	  6	R	 2	  78.00	    243.5800	Covington	Nannofossils                                 	F              	P                 	                     	                  	A                   	                      	                           	                	R                	R                 	                    	R                    	                	                  	                     	              	                 	R                    	                  	R                      	R                            	R                     	C                      	                       	R                  	R                        	                	R                  	R                       	                   	                        	R                   	R                      	cf                           	               	R                      	                           	R                   	                           	                         	F                      	                            	                     	                 	                        	                           	                             	                           	R                        	F                      	R              	R                    	                    	R                  	                        	                    	                      	                        	                        	                	                	from ODP Leg 129 SR Chapter 8 Table 3 back pocket

  SR	Albian           	                 	CC8               	              	129	 801	B	  6	R	 3	  10.00	    244.4000	Covington	Nannofossils                                 	               	                  	                     	                  	20.0%               	                      	.0%                        	                	15.2%            	16.7%             	                    	.0%                  	                	                  	                     	              	                 	.5%                  	.8%               	8.2%                   	.0%                          	.3%                   	C                      	                       	.5%                	R                        	.3%             	R                  	1.5%                    	.8%                	.0%                     	.8%                 	1.0%                   	1.5%                         	.0%            	.8%                    	.0%                        	.8%                 	.0%                        	.0%                      	18.5%                  	.0%                         	                     	8.2%             	.5%                     	R                          	                             	                           	R                        	F                      	R              	R                    	R                   	                   	                        	                    	                      	                        	                        	R               	                	from ODP Leg 129 SR Chapter 9 Table 2 p 192

  SR	Albian           	                 	CC8               	              	129	 801	B	  6	R	 3	 134.00	    245.6400	Covington	Nannofossils                                 	F              	P                 	                     	                  	C                   	                      	                           	                	                 	R                 	                    	                     	                	                  	                     	              	                 	                     	                  	R                      	                             	                      	C                      	                       	                   	R                        	                	                   	                        	                   	                        	R                   	                       	                             	               	R                      	                           	R                   	                           	                         	                       	                            	                     	                 	                        	                           	                             	                           	                         	                       	               	                     	R                   	                   	                        	                    	R                     	                        	                        	                	                	from ODP Leg 129 SR Chapter 8 Table 3 back pocket

  SR	Albian           	                 	CC8               	              	129	 801	B	  6	R	 4	  82.00	    246.6200	Covington	Nannofossils                                 	F              	P                 	                     	                  	A                   	                      	R                          	                	R                	F                 	                    	                     	                	                  	                     	              	                 	                     	                  	R                      	                             	R                     	C                      	                       	R                  	R                        	                	                   	R                       	                   	                        	                    	R                      	                             	               	R                      	                           	R                   	                           	                         	R                      	                            	                     	                 	                        	R                          	R                            	                           	                         	R                      	               	R                    	                    	                   	                        	                    	                      	                        	R                       	                	                	from ODP Leg 129 SR Chapter 8 Table 3 back pocket

  SR	Albian           	                 	CC8               	              	129	 801	B	  6	R	CC	   0.00	    246.9000	Covington	Nannofossils                                 	C              	M                 	                     	                  	A                   	                      	                           	                	F                	R                 	                    	                     	                	                  	                     	              	                 	                     	                  	R                      	                             	R                     	C                      	                       	                   	                         	                	R                  	F                       	                   	                        	R                   	R                      	                             	               	F                      	R                          	F                   	                           	                         	F                      	                            	                     	                 	R                       	F                          	                             	                           	F                        	                       	F              	F                    	R                   	                   	                        	R                   	                      	R                       	                        	                	                	from ODP Leg 129 SR Chapter 8 Table 3 back pocket

  SR	Albian           	                 	CC8               	              	129	 801	B	  7	R	 1	   6.00	    251.0600	Covington	Nannofossils                                 	               	                  	                     	                  	28.0%               	                      	.0%                        	                	13.3%            	16.0%             	                    	.3%                  	                	                  	                     	              	                 	.0%                  	1.2%              	5.5%                   	.0%                          	.0%                   	C                      	                       	.3%                	R                        	.6%             	R                  	1.2%                    	1.0%               	.0%                     	.6%                 	.0%                    	.3%                          	.0%            	.0%                    	.0%                        	1.2%                	.0%                        	.0%                      	20.0%                  	.0%                         	                     	8.6%             	1.2%                    	R                          	R                            	                           	R                        	                       	               	R                    	R                   	R                  	                        	                    	R                     	                        	                        	                	                	from ODP Leg 129 SR Chapter 9 Table 2 p 192

  SR	Albian           	                 	CC8               	              	129	 801	B	  7	R	CC	   0.00	    252.1700	Covington	Nannofossils                                 	A              	M                 	                     	                  	A                   	                      	                           	                	F                	R                 	                    	                     	                	                  	                     	F             	                 	R                    	R                 	R                      	                             	R                     	C                      	                       	R                  	                         	                	R                  	R                       	                   	                        	R                   	R                      	                             	               	F                      	R                          	F                   	                           	                         	C                      	                            	                     	                 	R                       	F                          	                             	                           	R                        	R                      	F              	R                    	R                   	R                  	R                       	R                   	                      	                        	                        	                	                	from ODP Leg 129 SR Chapter 8 Table 3 back pocket

  SR	Albian           	                 	CC8               	              	129	 801	B	  8	R	 1	   9.00	    260.7900	Covington	Nannofossils                                 	RR             	P                 	                     	                  	R                   	                      	                           	                	                 	                  	                    	                     	                	                  	                     	              	                 	                     	                  	                       	                             	                      	                       	                       	                   	R                        	                	                   	                        	                   	                        	                    	                       	                             	               	                       	                           	                    	                           	                         	                       	                            	                     	                 	                        	                           	                             	                           	                         	                       	               	                     	                    	                   	                        	                    	                      	                        	                        	                	                	from ODP Leg 129 SR Chapter 8 Table 3 back pocket

  SR	Albian           	                 	CC8               	              	129	 801	B	  8	R	 1	 136.00	    262.0600	Covington	Nannofossils                                 	R              	P                 	                     	                  	R                   	                      	                           	                	                 	                  	                    	                     	                	                  	                     	              	                 	                     	                  	                       	                             	                      	R                      	                       	                   	R                        	                	                   	                        	                   	                        	                    	R                      	                             	               	R                      	                           	                    	                           	                         	                       	                            	                     	                 	                        	                           	                             	                           	                         	                       	               	                     	                    	                   	                        	                    	                      	                        	                        	                	                	from ODP Leg 129 SR Chapter 8 Table 3 back pocket

  SR	Albian           	                 	CC8               	              	129	 801	B	  8	R	 2	  28.00	    262.4800	Covington	Nannofossils                                 	R              	P                 	                     	                  	R                   	                      	                           	                	                 	                  	                    	                     	                	                  	                     	              	                 	                     	                  	                       	                             	R                     	R                      	                       	                   	R                        	                	                   	                        	                   	                        	                    	                       	                             	               	R                      	                           	R                   	                           	                         	                       	                            	                     	                 	                        	                           	                             	                           	R                        	                       	               	                     	                    	                   	                        	                    	                      	                        	                        	                	                	from ODP Leg 129 SR Chapter 8 Table 3 back pocket

  SR	Albian           	                 	NC7               	              	129	 801	B	  8	R	 2	  97.00	    263.1700	Covington	Nannofossils                                 	R/F            	P                 	                     	                  	C                   	                      	R                          	                	F                	                  	                    	                     	                	                  	                     	              	                 	                     	                  	                       	                             	R                     	R                      	                       	                   	R                        	                	                   	R                       	                   	                        	                    	R                      	                             	               	R                      	                           	                    	                           	                         	                       	                            	                     	                 	                        	                           	                             	                           	                         	                       	               	                     	                    	                   	                        	                    	                      	                        	                        	                	                	from ODP Leg 129 SR Chapter 8 Table 3 back pocket

  SR	Late Aptian      	                 	NC7               	              	129	 801	B	  8	R	 4	  37.00	    265.5700	Covington	Nannofossils                                 	F              	P                 	                     	                  	A                   	                      	                           	                	R                	F                 	                    	                     	                	                  	                     	              	                 	R                    	R                 	R                      	                             	R                     	F                      	F                      	                   	R                        	                	                   	F                       	                   	                        	R                   	R                      	                             	               	R                      	                           	R                   	                           	                         	R                      	                            	                     	                 	                        	R                          	R                            	R                          	                         	                       	               	                     	                    	                   	                        	                    	                      	                        	                        	                	                	from ODP Leg 129 SR Chapter 8 Table 3 back pocket

  SR	Aptian           	Albian           	NC7               	              	129	 801	B	  8	R	 4	 111.00	    266.3100	Covington	Nannofossils                                 	               	                  	                     	                  	27.0%               	                      	.0%                        	                	13.0%            	16.0%             	                    	.5%                  	                	                  	                     	              	                 	.0%                  	1.0%              	5.0%                   	.5%                          	.0%                   	F                      	                       	.0%                	R                        	.5%             	R                  	.5%                     	.0%                	.5%                     	.5%                 	.5%                    	.0%                          	.0%            	.5%                    	.5%                        	.5%                 	.0%                        	.0%                      	18.0%                  	.0%                         	R                    	8.0%             	.5%                     	                           	                             	                           	                         	                       	               	                     	                    	                   	                        	                    	                      	                        	                        	                	                	from ODP Leg 129 SR Chapter 9 Table 2 p 192

  SR	Late Aptian      	                 	NC7               	              	129	 801	B	  8	R	CC	   6.00	    268.5800	Covington	Nannofossils                                 	F              	P                 	                     	                  	C                   	                      	                           	                	                 	                  	                    	                     	                	                  	                     	              	                 	R                    	R                 	R                      	R                            	R                     	F                      	R                      	                   	                         	                	                   	                        	                   	                        	                    	                       	                             	               	                       	                           	                    	                           	                         	                       	                            	                     	                 	                        	                           	                             	                           	                         	                       	               	                     	                    	                   	                        	                    	                      	                        	                        	                	                	from ODP Leg 129 SR Chapter 8 Table 3 back pocket

  SR	Late Aptian      	                 	NC7               	              	129	 801	B	 10	R	 1	  47.00	    280.4700	Covington	Nannofossils                                 	RR             	P                 	                     	                  	R                   	                      	                           	                	                 	                  	                    	                     	                	                  	                     	              	                 	R                    	                  	                       	                             	                      	                       	                       	                   	                         	                	                   	                        	                   	                        	                    	                       	                             	               	                       	                           	                    	                           	                         	                       	                            	                     	                 	                        	                           	                             	                           	                         	                       	               	                     	                    	                   	                        	                    	                      	                        	                        	                	                	from ODP Leg 129 SR Chapter 8 Table 3 back pocket

  SR	Tithonian        	                 	H. noelae         	              	129	 801	B	 25	R	CC	   0.00	    405.9500	Covington	Nannofossils                                 	R              	P                 	+                    	                  	+                   	+                     	+                          	+               	+                	+                 	+                   	+                    	+               	+                 	+                    	+             	+                	                     	                  	                       	                             	                      	                       	                       	                   	                         	                	                   	                        	                   	                        	                    	                       	                             	               	                       	                           	                    	                           	                         	                       	                            	                     	                 	                        	                           	                             	                           	                         	                       	               	                     	                    	                   	                        	                    	                      	                        	                        	                	                	from ODP Leg 129 SR Chapter 8 Table 3 back pocket

  SR	Tithonian        	                 	H. noelae         	              	129	 801	B	 26	R	CC	  18.00	    410.1800	Covington	Nannofossils                                 	R              	P                 	+                    	                  	+                   	+                     	+                          	+               	+                	                  	                    	                     	                	                  	                     	              	                 	                     	                  	                       	                             	                      	                       	                       	                   	                         	                	                   	                        	                   	                        	                    	                       	                             	               	                       	                           	                    	                           	                         	                       	                            	                     	                 	                        	                           	                             	                           	                         	                       	               	                     	                    	                   	                        	                    	                      	                        	                        	                	                	from ODP Leg 129 SR Chapter 8 Table 3 back pocket

  SR	                 	                 	                  	              	129	 801	B	 31	R	 1	  33.00	    433.9300	Covington	Nannofossils                                 	R              	P                 	                     	                  	+                   	                      	                           	                	                 	                  	                    	                     	                	                  	                     	              	                 	                     	                  	                       	                             	                      	                       	                       	                   	                         	                	                   	                        	                   	                        	                    	                       	                             	               	                       	                           	                    	                           	                         	                       	                            	                     	                 	                        	                           	                             	                           	                         	                       	               	                     	                    	                   	                        	                    	                      	                        	                        	                	                	from ODP Leg 129 SR Chapter 8 Table 3 back pocket

  SR	                 	                 	                  	              	129	 801	B	 33	R	 1	  18.00	    442.9800	Covington	Nannofossils                                 	RR             	P                 	                     	                  	+                   	                      	                           	                	                 	                  	                    	                     	                	                  	                     	              	                 	                     	                  	                       	                             	                      	                       	                       	                   	                         	                	                   	                        	                   	                        	                    	                       	                             	               	                       	                           	                    	                           	                         	                       	                            	                     	                 	                        	                           	                             	                           	                         	                       	               	                     	                    	                   	                        	                    	                      	                        	                        	                	                	from ODP Leg 129 SR Chapter 8 Table 3 back pocket

  SR	                 	                 	                  	              	129	 801	B	 33	R	 1	  58.00	    443.3800	Covington	Nannofossils                                 	RR             	P                 	                     	                  	+                   	                      	                           	                	                 	                  	                    	                     	                	                  	                     	              	                 	                     	                  	                       	                             	                      	                       	                       	                   	                         	                	                   	                        	                   	                        	                    	                       	                             	               	                       	                           	                    	                           	                         	                       	                            	                     	                 	                        	                           	                             	                           	                         	                       	               	                     	                    	                   	                        	                    	                      	                        	                        	                	                	from ODP Leg 129 SR Chapter 8 Table 3 back pocket

  SR	                 	                 	                  	              	129	 801	B	 33	R	 1	  94.00	    443.7400	Covington	Nannofossils                                 	RR             	P                 	                     	                  	+                   	                      	                           	                	                 	                  	                    	                     	                	                  	                     	              	                 	                     	                  	                       	                             	                      	                       	                       	                   	                         	                	                   	                        	                   	                        	                    	                       	                             	               	                       	                           	                    	                           	                         	                       	                            	                     	                 	                        	                           	                             	                           	                         	                       	               	                     	                    	                   	                        	                    	                      	                        	                        	                	                	from ODP Leg 129 SR Chapter 8 Table 3 back pocket

  SR	                 	                 	                  	              	129	 801	B	 33	R	CC	  11.00	    444.9500	Covington	Nannofossils                                 	RR             	P                 	                     	+                 	                    	                      	                           	                	                 	                  	                    	                     	                	                  	                     	              	                 	                     	                  	                       	                             	                      	                       	                       	                   	                         	                	                   	                        	                   	                        	                    	                       	                             	               	                       	                           	                    	                           	                         	                       	                            	                     	                 	                        	                           	                             	                           	                         	                       	               	                     	                    	                   	                        	                    	                      	                        	                        	                	                	from ODP Leg 129 SR Chapter 8 Table 3 back pocket

  SR	                 	                 	                  	              	129	 801	B	 43	R	 3	  80.00	    495.7800	Covington	Nannofossils                                 	RR             	P                 	+                    	                  	                    	                      	                           	                	                 	                  	                    	                     	                	                  	                     	              	                 	                     	                  	                       	                             	                      	                       	                       	                   	                         	                	                   	                        	                   	                        	                    	                       	                             	               	                       	                           	                    	                           	                         	                       	                            	                     	                 	                        	                           	                             	                           	                         	                       	               	                     	                    	                   	                        	                    	                      	                        	                        	                	                	from ODP Leg 129 SR Chapter 8 Table 3 back pocket

