Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Syracosphaera pulchra,Reticulofenestra minuta,Pseudoemiliania  lacunosa?,Gephyrocapsa spp. (small),Coccolithus pelagicus,Gephyrocapsa oceanica,Pontosphaera spp.,Gephyrocapsa muellerae,Gephyrocapsa caribbeanica,Reticulofenestra minutula,Braarudosphaera bigelowii,Reticulofenestra productella,Syracosphaera spp.(small),Reticulofenestra pseudoumbilica,Calcidiscus leptoporus,Emiliania huxleyi,Comment
  IR,Quaternary       ,                 ,NN21A             ,              ,168,1024,B,  2,H, 5,  50.00,     14.1000,Su       ,Nannofossils                                 ,T              ,G                 ,                     ,                       ,                          ,                         ,23.0%                ,                     ,                 ,40.4%                 ,                         ,                         ,2.0%                     ,                            ,                         ,                               ,                      ,34.0%            ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Quaternary       ,                 ,NN21A             ,              ,168,1024,B,  2,H, 7,  40.00,     17.0000,Su       ,Nannofossils                                 ,T              ,M-G               ,                     ,                       ,                          ,2.0%                     ,49.0%                ,                     ,                 ,21.2%                 ,                         ,                         ,                         ,                            ,                         ,                               ,                      ,28.0%            ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Quaternary       ,                 ,NN21A             ,              ,168,1024,B,  3,H, 1,  80.00,     17.9000,Su       ,Nannofossils                                 ,T              ,M                 ,                     ,                       ,                          ,10.0%                    ,27.0%                ,3.0%                 ,                 ,30.0%                 ,                         ,                         ,                         ,                            ,                         ,                               ,                      ,30.0%            ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Quaternary       ,                 ,NN21A             ,              ,168,1024,B,  3,H, 3,  90.00,     21.0000,Su       ,Nannofossils                                 ,F              ,M                 ,                     ,                       ,                          ,16.0%                    ,7.0%                 ,6.0%                 ,                 ,59.4%                 ,2.0%                     ,                         ,                         ,                            ,2.0%                     ,                               ,4.0%                  ,5.0%             ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Quaternary       ,                 ,NN21A             ,              ,168,1024,B,  3,H, 5, 105.00,     24.1500,Su       ,Nannofossils                                 ,A              ,G                 ,                     ,                       ,                          ,7.0%                     ,6.0%                 ,9.0%                 ,                 ,29.1%                 ,1.0%                     ,                         ,                         ,                            ,                         ,                               ,2.0%                  ,47.0%            ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Quaternary       ,                 ,NN21A             ,              ,168,1024,B,  3,H,CC,  20.00,     26.5200,Su       ,Nannofossils                                 ,P              ,M-G               ,                     ,                       ,                          ,17.0%                    ,                     ,                     ,                 ,                      ,                         ,                         ,                         ,                            ,                         ,                               ,8.0%                  ,75.0%            ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Quaternary       ,                 ,NN21A             ,              ,168,1024,B,  4,H, 1,  80.00,     27.4000,Su       ,Nannofossils                                 ,P              ,M-G               ,                     ,                       ,                          ,7.0%                     ,14.0%                ,                     ,                 ,                      ,7.0%                     ,                         ,                         ,                            ,                         ,                               ,                      ,72.0%            ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Quaternary       ,                 ,NN21A             ,              ,168,1024,B,  4,H, 3,  80.00,     30.4000,Su       ,Nannofossils                                 ,P              ,G                 ,                     ,                       ,                          ,14.0%                    ,11.0%                ,7.0%                 ,                 ,3.5%                  ,                         ,                         ,                         ,                            ,                         ,                               ,4.0%                  ,61.0%            ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Quaternary       ,                 ,NN20              ,              ,168,1024,B,  4,H, 5,  70.00,     33.3000,Su       ,Nannofossils                                 ,C              ,M-G               ,                     ,                       ,                          ,18.0%                    ,2.0%                 ,10.0%                ,                 ,63.6%                 ,1.0%                     ,                         ,1.0%                     ,                            ,5.0%                     ,                               ,                      ,                 ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Quaternary       ,                 ,NN20              ,              ,168,1024,B,  4,H,CC,  10.00,     36.0100,Su       ,Nannofossils                                 ,F              ,M-G               ,                     ,                       ,                          ,35.0%                    ,7.0%                 ,3.0%                 ,                 ,45.1%                 ,                         ,                         ,1.0%                     ,                            ,10.0%                    ,                               ,                      ,                 ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Quaternary       ,                 ,NN20              ,              ,168,1024,B,  5,H, 1,  50.00,     36.6000,Su       ,Nannofossils                                 ,C              ,M                 ,                     ,                       ,                          ,21.0%                    ,4.0%                 ,4.0%                 ,                 ,71.0%                 ,                         ,                         ,                         ,                            ,                         ,                               ,                      ,                 ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Quaternary       ,                 ,NN20              ,              ,168,1024,B,  5,H, 3,  60.00,     39.7000,Su       ,Nannofossils                                 ,R              ,M                 ,                     ,                       ,                          ,24.0%                    ,5.0%                 ,3.0%                 ,                 ,67.2%                 ,                         ,                         ,                         ,                            ,                         ,                               ,                      ,                 ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Quaternary       ,                 ,NN20              ,              ,168,1024,B,  5,H, 5,  50.00,     42.6000,Su       ,Nannofossils                                 ,F              ,M-G               ,                     ,                       ,                          ,13.0%                    ,2.0%                 ,6.0%                 ,                 ,77.8%                 ,                         ,                         ,1.0%                     ,                            ,                         ,                               ,                      ,                 ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Quaternary       ,                 ,NN20              ,              ,168,1024,B,  5,H, 7,  25.00,     45.3500,Su       ,Nannofossils                                 ,F              ,M-G               ,                     ,                       ,                          ,28.0%                    ,8.0%                 ,7.0%                 ,                 ,57.6%                 ,                         ,                         ,                         ,                            ,                         ,                               ,                      ,                 ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Quaternary       ,                 ,NN20              ,              ,168,1024,B,  6,H, 1, 115.00,     46.7500,Su       ,Nannofossils                                 ,T              ,G                 ,                     ,                       ,                          ,55.0%                    ,31.0%                ,                     ,                 ,11.9%                 ,                         ,                         ,2.0%                     ,                            ,                         ,                               ,                      ,                 ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Quaternary       ,                 ,NN20              ,              ,168,1024,B,  6,H, 3,  70.00,     49.3000,Su       ,Nannofossils                                 ,F              ,M-G               ,                     ,                       ,                          ,62.0%                    ,6.0%                 ,3.0%                 ,                 ,12.3%                 ,17.0%                    ,                         ,                         ,                            ,                         ,                               ,                      ,                 ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Quaternary       ,                 ,NN20              ,              ,168,1024,B,  6,H, 5,  55.00,     52.1500,Su       ,Nannofossils                                 ,P              ,P-M               ,                     ,                       ,                          ,84.0%                    ,10.0%                ,                     ,                 ,6.4%                  ,                         ,                         ,                         ,                            ,                         ,                               ,                      ,                 ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Quaternary       ,                 ,NN20              ,              ,168,1024,B,  6,H, 7,  30.00,     54.9000,Su       ,Nannofossils                                 ,T              ,P-M               ,                     ,                       ,                          ,78.0%                    ,17.0%                ,                     ,                 ,4.3%                  ,                         ,                         ,                         ,                            ,                         ,                               ,                      ,                 ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Quaternary       ,                 ,NN20              ,              ,168,1024,B,  7,H, 1, 114.00,     56.2400,Su       ,Nannofossils                                 ,P              ,P-M               ,                     ,                       ,                          ,D                        ,                     ,                     ,                 ,                      ,                         ,                         ,                         ,                            ,                         ,                               ,                      ,                 ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Quaternary       ,                 ,NN20              ,              ,168,1024,B,  7,H, 3, 116.00,     59.2600,Su       ,Nannofossils                                 ,P              ,P-M               ,                     ,                       ,                          ,C                        ,                     ,                     ,                 ,D                     ,R                        ,                         ,                         ,                            ,                         ,                               ,                      ,                 ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Quaternary       ,                 ,NN20              ,              ,168,1024,B,  7,H, 7,  88.00,     64.4800,Su       ,Nannofossils                                 ,P              ,G                 ,                     ,                       ,                          ,                         ,                     ,                     ,                 ,                      ,A                        ,                         ,                         ,                            ,                         ,                               ,                      ,                 ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Quaternary       ,                 ,NN20              ,              ,168,1024,B,  8,H, 1,  60.00,     65.2000,Su       ,Nannofossils                                 ,P              ,M                 ,                     ,                       ,                          ,A                        ,                     ,                     ,                 ,                      ,                         ,                         ,                         ,                            ,                         ,                               ,+                     ,                 ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Quaternary       ,                 ,NN20              ,              ,168,1024,B,  8,H, 5,  75.00,     71.3500,Su       ,Nannofossils                                 ,P              ,G                 ,                     ,                       ,                          ,                         ,                     ,                     ,                 ,A                     ,                         ,                         ,                         ,                            ,                         ,                               ,                      ,                 ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Quaternary       ,                 ,NN20              ,              ,168,1024,B,  8,H, 7,  10.00,     73.7000,Su       ,Nannofossils                                 ,T              ,M                 ,                     ,                       ,                          ,27.0%                    ,8.0%                 ,                     ,                 ,23.0%                 ,                         ,                         ,                         ,                            ,                         ,                               ,                      ,42.0%            ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Quaternary       ,                 ,NN20              ,              ,168,1024,B,  9,H, 3,  50.00,     77.6000,Su       ,Nannofossils                                 ,P              ,P                 ,                     ,                       ,                          ,F                        ,                     ,                     ,                 ,                      ,                         ,F                        ,                         ,                            ,                         ,                               ,                      ,C                ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Quaternary       ,                 ,NN20              ,              ,168,1024,B,  9,H, 5,  40.00,     80.5000,Su       ,Nannofossils                                 ,P              ,M-G               ,                     ,C                      ,                          ,                         ,                     ,                     ,                 ,                      ,                         ,                         ,                         ,                            ,                         ,                               ,                      ,C                ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Quaternary       ,                 ,                  ,              ,168,1024,B,  9,H, 7,  55.00,     83.6500,Su       ,Nannofossils                                 ,P              ,M-G               ,                     ,                       ,                          ,19.0%                    ,19.0%                ,                     ,                 ,37.5%                 ,6.0%                     ,                         ,                         ,                            ,                         ,                               ,                      ,19.0%            ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Quaternary       ,                 ,                  ,              ,168,1024,B, 10,H, 1,  50.00,     84.1000,Su       ,Nannofossils                                 ,P              ,P                 ,                     ,A                      ,                          ,                         ,                     ,                     ,                 ,                      ,                         ,                         ,                         ,                            ,                         ,                               ,                      ,                 ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Quaternary       ,                 ,                  ,              ,168,1024,B, 10,H, 3,  40.00,     87.0000,Su       ,Nannofossils                                 ,F              ,M-G               ,                     ,                       ,                          ,3.0%                     ,10.0%                ,                     ,                 ,                      ,                         ,                         ,1.0%                     ,85.0%                       ,                         ,                               ,                      ,                 ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Quaternary       ,                 ,NN20              ,              ,168,1024,B, 10,H, 5,  90.00,     90.5000,Su       ,Nannofossils                                 ,T              ,M-G               ,                     ,8.0%                   ,                          ,8.0%                     ,35.0%                ,                     ,                 ,                      ,                         ,                         ,                         ,48.0%                       ,                         ,                               ,                      ,                 ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Quaternary       ,                 ,                  ,              ,168,1024,B, 10,H, 6,  87.00,     91.9700,Su       ,Nannofossils                                 ,T              ,M-G               ,3.0%                 ,                       ,                          ,16.0%                    ,16.0%                ,                     ,                 ,                      ,                         ,6.0%                     ,                         ,57.0%                       ,                         ,                               ,3.0%                  ,                 ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Quaternary       ,                 ,                  ,              ,168,1024,B, 11,H, 1,  70.00,     93.8000,Su       ,Nannofossils                                 ,P              ,M-G               ,                     ,                       ,                          ,                         ,                     ,                     ,                 ,                      ,                         ,                         ,                         ,A                           ,                         ,                               ,                      ,                 ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Quaternary       ,                 ,                  ,              ,168,1024,B, 11,H, 3, 110.00,     97.2000,Su       ,Nannofossils                                 ,T              ,P-M               ,                     ,                       ,                          ,3.0%                     ,94.0%                ,                     ,                 ,                      ,                         ,                         ,                         ,                            ,                         ,                               ,3.0%                  ,                 ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Quaternary       ,                 ,                  ,              ,168,1024,B, 11,H, 7,  40.00,    102.5000,Su       ,Nannofossils                                 ,P              ,M-G               ,                     ,C                      ,                          ,A                        ,                     ,                     ,                 ,                      ,                         ,                         ,                         ,                            ,                         ,+                              ,                      ,                 ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Quaternary       ,                 ,                  ,              ,168,1024,B, 12,H, 1,  80.00,    103.4000,Su       ,Nannofossils                                 ,P              ,P-M               ,                     ,31.0%                  ,                          ,28.0%                    ,5.0%                 ,                     ,                 ,8.6%                  ,                         ,28.0%                    ,                         ,                            ,                         ,                               ,                      ,                 ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Quaternary       ,                 ,NN20              ,              ,168,1024,B, 12,H, 3,  40.00,    106.0000,Su       ,Nannofossils                                 ,T              ,M-G               ,                     ,                       ,                          ,76.0%                    ,4.0%                 ,                     ,                 ,8.2%                  ,7.0%                     ,                         ,                         ,5.0%                        ,                         ,                               ,                      ,                 ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Quaternary       ,                 ,                  ,              ,168,1024,B, 12,H, 5,  43.00,    109.0300,Su       ,Nannofossils                                 ,T              ,M-G               ,                     ,10.0%                  ,                          ,45.0%                    ,3.0%                 ,                     ,                 ,25.0%                 ,15.0%                    ,                         ,                         ,                            ,3.0%                     ,                               ,                      ,                 ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Quaternary       ,                 ,                  ,              ,168,1024,B, 12,H, 6,  40.00,    110.5000,Su       ,Nannofossils                                 ,P              ,P-M               ,                     ,C                      ,                          ,A                        ,                     ,                     ,                 ,C                     ,                         ,                         ,                         ,                            ,                         ,                               ,                      ,                 ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Quaternary       ,                 ,                  ,              ,168,1024,B, 13,H, 1,  80.00,    112.9000,Su       ,Nannofossils                                 ,P              ,M                 ,                     ,                       ,                          ,23.0%                    ,3.0%                 ,3.0%                 ,                 ,60.0%                 ,9.0%                     ,                         ,                         ,3.0%                        ,                         ,                               ,                      ,                 ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Quaternary       ,                 ,NN20              ,              ,168,1024,B, 13,H, 3,  80.00,    115.9000,Su       ,Nannofossils                                 ,R              ,M-G               ,                     ,7.0%                   ,                          ,20.0%                    ,4.0%                 ,10.0%                ,                 ,31.1%                 ,27.0%                    ,                         ,1.0%                     ,                            ,                         ,                               ,                      ,                 ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Quaternary       ,                 ,                  ,              ,168,1024,B, 13,H, 5, 100.00,    119.1000,Su       ,Nannofossils                                 ,T              ,M-G               ,                     ,13.0%                  ,                          ,52.0%                    ,4.0%                 ,2.0%                 ,                 ,17.7%                 ,12.0%                    ,                         ,                         ,                            ,                         ,                               ,                      ,                 ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Quaternary       ,                 ,                  ,              ,168,1024,B, 13,H, 7,  10.00,    121.2000,Su       ,Nannofossils                                 ,R              ,M-G               ,                     ,                       ,                          ,39.0%                    ,18.0%                ,9.0%                 ,                 ,10.7%                 ,23.0%                    ,                         ,                         ,                            ,                         ,                               ,                      ,                 ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Quaternary       ,                 ,                  ,              ,168,1024,B, 14,X, 1,  60.00,    122.2000,Su       ,Nannofossils                                 ,T              ,M                 ,                     ,6.0%                   ,                          ,44.0%                    ,                     ,16.0%                ,                 ,27.4%                 ,6.0%                     ,                         ,                         ,                            ,                         ,                               ,                      ,                 ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Quaternary       ,                 ,NN20              ,              ,168,1024,B, 14,X, 3,  60.00,    125.2000,Su       ,Nannofossils                                 ,T              ,P-M               ,                     ,32.0%                  ,                          ,34.0%                    ,3.0%                 ,5.0%                 ,                 ,17.7%                 ,8.0%                     ,                         ,                         ,                            ,                         ,                               ,                      ,                 ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Quaternary       ,                 ,                  ,              ,168,1024,B, 14,X, 5, 100.00,    128.6000,Su       ,Nannofossils                                 ,T              ,M                 ,                     ,14.0%                  ,                          ,42.0%                    ,4.0%                 ,7.0%                 ,                 ,7.0%                  ,21.0%                    ,4.0%                     ,                         ,1.0%                        ,                         ,                               ,                      ,                 ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Quaternary       ,                 ,                  ,              ,168,1024,B, 14,X, 7,  40.00,    131.0000,Su       ,Nannofossils                                 ,R              ,M-G               ,                     ,                       ,                          ,57.0%                    ,2.0%                 ,5.0%                 ,                 ,15.6%                 ,21.0%                    ,                         ,                         ,                            ,                         ,                               ,                      ,                 ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Quaternary       ,                 ,NN20              ,              ,168,1024,B, 15,X, 3,  60.00,    134.8000,Su       ,Nannofossils                                 ,F              ,M-G               ,                     ,                       ,                          ,71.0%                    ,3.0%                 ,3.0%                 ,                 ,5.8%                  ,3.0%                     ,6.0%                     ,                         ,9.0%                        ,                         ,                               ,                      ,                 ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Quaternary       ,                 ,                  ,              ,168,1024,B, 15,X, 5, 130.00,    138.5000,Su       ,Nannofossils                                 ,T              ,M                 ,                     ,11.0%                  ,                          ,20.0%                    ,                     ,4.0%                 ,                 ,37.1%                 ,19.0%                    ,1.0%                     ,                         ,11.0%                       ,                         ,                               ,                      ,                 ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Quaternary       ,                 ,                  ,              ,168,1024,B, 16,X, 1,  20.00,    141.0000,Su       ,Nannofossils                                 ,C              ,M-G               ,                     ,                       ,8.0%                      ,55.0%                    ,8.0%                 ,2.0%                 ,                 ,5.1%                  ,22.0%                    ,                         ,                         ,                            ,                         ,                               ,                      ,                 ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Quaternary       ,                 ,NN20              ,              ,168,1024,B, 16,X, 3,  78.00,    144.5800,Su       ,Nannofossils                                 ,F              ,G                 ,                     ,                       ,3.0%                      ,15.0%                    ,3.0%                 ,2.0%                 ,                 ,6.6%                  ,72.0%                    ,                         ,                         ,                            ,                         ,                               ,                      ,                 ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Quaternary       ,                 ,                  ,              ,168,1024,B, 16,X, 5,  80.00,    147.6000,Su       ,Nannofossils                                 ,R              ,M                 ,                     ,                       ,3.0%                      ,59.0%                    ,6.0%                 ,2.0%                 ,                 ,1.8%                  ,28.0%                    ,                         ,                         ,                            ,                         ,                               ,                      ,                 ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Quaternary       ,                 ,                  ,              ,168,1024,B, 16,X, 7,  37.00,    150.1700,Su       ,Nannofossils                                 ,T              ,M                 ,                     ,                       ,7.0%                      ,38.0%                    ,4.0%                 ,10.0%                ,                 ,4.8%                  ,36.0%                    ,                         ,                         ,                            ,                         ,                               ,                      ,                 ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Quaternary       ,                 ,                  ,              ,168,1024,B, 17,X, 1, 100.00,    151.4000,Su       ,Nannofossils                                 ,F              ,M                 ,                     ,16.0%                  ,4.0%                      ,60.0%                    ,4.0%                 ,1.0%                 ,                 ,                      ,6.0%                     ,7.0%                     ,1.0%                     ,                            ,                         ,                               ,                      ,                 ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Quaternary       ,                 ,NN20              ,              ,168,1024,B, 17,X, 3,  75.00,    154.1500,Su       ,Nannofossils                                 ,T              ,M                 ,                     ,43.0%                  ,4.0%                      ,36.0%                    ,6.0%                 ,3.0%                 ,                 ,3.7%                  ,6.0%                     ,                         ,                         ,                            ,                         ,                               ,                      ,                 ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Quaternary       ,                 ,                  ,              ,168,1024,B, 17,X, 5,  80.00,    157.2000,Su       ,Nannofossils                                 ,D              ,M                 ,                     ,83.0%                  ,14.0%                     ,                         ,3.0%                 ,                     ,                 ,                      ,                         ,                         ,                         ,                            ,                         ,                               ,                      ,                 ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
