Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Comments,Preservation,Group Abundance,Catapsydrax dissimilis,Catapsydrax unicavus,Globigerina bulloides,Globigerina ciperoensis,Globigerina parabulloides,Globigerina umbilicata,Globigerinita glutinata,Globigerinita uvula,Globoquadrina duterei,Globorotalia incisa,Globorotalia (Globoconella) praescitula,Globorotalia (Hirsutella) scitula,Globorotalia suterae,Neogloboquadrina atlantica atlantica,Neogloboquadrina atlantica praeatlantica,Neogloboquadrina dutertri subcretacea,Neogloboquadrina pachyderma (sin),Neogloboquadrina pachyderma(dex),Orbulina universa,Turborotalia quinqueloba,pc_fossil_group,physical_constituent_name,pc_fossil_name,pc_abundance_name_mode,pc_preservation_name_average,File Data,Zone name,Zone name (short)
323-U1341B-16H-CC-PAL-FORAM60   ,323,U1341,B,16,16-CC,H,CC,PAL,FORAM60   ,0,0.00,151.58,151.58,"dominant IRD, abundant diatoms, few sponge spicules",M,F,,,,,,,,,,,,,,,,,,F,,,Planktonic foraminiferas,fossil,"Globigerina bulloides (d?Orbigny, 1826)",R,,,,
323-U1341B-17H-CC-PAL-FORAM65   ,323,U1341,B,17,17-CC,H,CC,PAL,FORAM65   ,0,0.00,158.09,158.09,"dominant diatoms, abundant IRD, few sponge spicules",G,F,,,,,,F,,,,,,,,,,,R,R,,,Planktonic foraminiferas,fossil,"Globigerina bulloides (d?Orbigny, 1826)",F,,,,
323-U1341B-18H-CC-PAL-FORAM70   ,323,U1341,B,18,18-CC,H,CC,PAL,FORAM70   ,0,0.00,166.71,166.71,"dominant diatoms, abundant IRD, few sponge spicules",,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323-U1341B-19H-CC-PAL-FORAM46   ,323,U1341,B,19,19-CC,H,CC,PAL,FORAM46   ,0,0.00,176.55,176.55,"dominant diatoms, abundant IRD, few sponge spicules",,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323-U1341B-20H-CC-PAL-FORAM51   ,323,U1341,B,20,20-CC,H,CC,PAL,FORAM51   ,0,0.00,180.07,180.07,abundant sponge spicules,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323-U1341B-21H-CC-PAL-FORAM56   ,323,U1341,B,21,21-CC,H,CC,PAL,FORAM56   ,0,0.00,190.62,190.62,"dominant diatoms, abundant IRD, few sponge spicules",,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323-U1341B-22H-CC-PAL-FORAM61   ,323,U1341,B,22,22-CC,H,CC,PAL,FORAM61   ,0,0.00,199.87,199.87,"dominant diatoms, abundant IRD, few sponge spicules",,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323-U1341B-23H-CC-PAL-FORAM16   ,323,U1341,B,23,23-CC,H,CC,PAL,FORAM16   ,0,0.00,209.68,209.68,"dominant IRD, abundant diatoms, few sponge spicules",P,P,,,,,,,,,,,,,,,,,P,,,,,,,,,,,
323-U1341B-24H-CC-PAL-FORAM21   ,323,U1341,B,24,24-CC,H,CC,PAL,FORAM21   ,0,0.00,218.83,218.83,"dominant diatoms, few IRD, few sponge spicules",,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323-U1341B-25H-CC-PAL-FORAM26   ,323,U1341,B,25,25-CC,H,CC,PAL,FORAM26   ,0,0.00,228.42,228.42,"dominant diatoms, few IRD, abundant sponge spicules",G,P,,,,,,,,,,,,,,,,,,P,,,Planktonic foraminiferas,fossil,"Globigerina bulloides (d?Orbigny, 1826)",P,,,,
323-U1341B-26H-CC-PAL-FORAM31   ,323,U1341,B,26,26-CC,H,CC,PAL,FORAM31   ,0,0.00,238.11,238.11,"dominant diatoms, few IRD, few sponge spicules",M,A,,,,,,,,,,,,,,,,,R,A,,,Planktonic foraminiferas,fossil,"Globigerina bulloides (d?Orbigny, 1826)",F,,,,
323-U1341B-27H-CC-PAL-FORAM36   ,323,U1341,B,27,27-CC,H,CC,PAL,FORAM36   ,0,0.00,247.5,247.5,"dominant diatoms, few IRD, abundant sponge spicules",,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323-U1341B-28H-CC-PAL-FORAM36   ,323,U1341,B,28,28-CC,H,CC,PAL,FORAM36   ,0,0.00,257.09,257.09,"dominant IRD, abundant diatoms, few sponge spicules",M,R,,,,,,,,,,,,,,,,,P,,,,Planktonic foraminiferas,fossil,"Globigerina bulloides (d?Orbigny, 1826)",R,,,,
323-U1341B-29H-CC-PAL-FORAM41   ,323,U1341,B,29,29-CC,H,CC,PAL,FORAM41   ,0,0.00,265.92,265.92,"dominant diatoms, few IRD, abundant sponge spicules",,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323-U1341B-30H-CC-PAL,323,U1341,B,30,30-CC,H,CC,PAL,,0,0.00,276.09,276.09,"dominant diatoms, few IRD, abundant sponge spicules some lumps of spicules",,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323-U1341B-31H-CC-PAL-FORAM51   ,323,U1341,B,31,31-CC,H,CC,PAL,FORAM51   ,0,0.00,283.71,283.71,"dominant boubblewalled glas shards, abundant sponge spicules w/ some lumps of spicules",,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323-U1341B-32H-CC-PAL-FORAM84   ,323,U1341,B,32,32-CC,H,CC,PAL,FORAM84   ,0,0.00,291.56,291.56,"dominant IRD, abundant diatoms, few sponge spicules w/ some lumps of spicules",,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323-U1341B-33H-CC-PAL-FORAM89   ,323,U1341,B,33,33-CC,H,CC,PAL,FORAM89   ,0,0.00,301.13,301.13,abundant diatoms and sponge spicules w/ lumps of spicules,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323-U1341B-34H-CC-PAL-FORAM94   ,323,U1341,B,34,34-CC,H,CC,PAL,FORAM94   ,0,0.00,307.22,307.22,"dominant IRD, abundant diatoms, few sponge spicules w/ some lumps of spicules",,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323-U1341B-35H-CC-PAL,323,U1341,B,35,35-CC,H,CC,PAL,,0,0.00,316.65,316.65,"dominant IRD, abundant diatoms, few sponge spicules w/ some lumps of spicules",,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323-U1341B-36H-CC-PAL-FORAM35   ,323,U1341,B,36,36-CC,H,CC,PAL,FORAM35   ,0,0.00,325.83,325.83,"dominant foraminifera, few sponge spicules",G,F,,,,,,R,,F,,,,,,,,,,F,,,Planktonic foraminiferas,fossil,"Globigerina bulloides (d?Orbigny, 1826)",R,,,,
323-U1341B-37H-CC-PAL-FORAM40   ,323,U1341,B,37,37-CC,H,CC,PAL,FORAM40   ,0,0.00,335.18,335.18,abundant diatoms and sponge spicules w/ lumps of spicules,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323-U1341B-38H-CC-PAL-FORAM48   ,323,U1341,B,38,38-CC,H,CC,PAL,FORAM48   ,0,0.00,345.68,345.68,abundant diatoms and sponge spicules w/ lumps of spicules,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323-U1341B-39H-CC-PAL58-FORAM53   ,323,U1341,B,39,39-CC,H,CC,PAL58,FORAM53   ,0,0.00,354.99,354.99,abundant diatoms and sponge spicules w/ lumps of spicules,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323-U1341B-40H-CC-PAL41-FORAM58   ,323,U1341,B,40,40-CC,H,CC,PAL41,FORAM58   ,0,0.00,358.01,358.01,abundant diatoms and sponge spicules w/ lumps of spicules,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323-U1341B-41H-CC-PAL53-FORAM93   ,323,U1341,B,41,41-CC,H,CC,PAL53,FORAM93   ,0,0.00,366.14,366.14,abundant diatoms and sponge spicules w/ lumps of spicules,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323-U1341B-42H-CC-PAL-FORAM57   ,323,U1341,B,42,42-CC,H,CC,PAL,FORAM57   ,0,0.00,375.58,375.58,abundant diatoms and sponge spicules w/ lumps of spicules,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323-U1341B-43H-CC-PAL-FORAM62   ,323,U1341,B,43,43-CC,H,CC,PAL,FORAM62   ,0,0.00,385.38,385.38,abundant diatoms and sponge spicules w/ lumps of spicules,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323-U1341B-44H-CC-PAL-FORAM67   ,323,U1341,B,44,44-CC,H,CC,PAL,FORAM67   ,0,0.00,395.02,395.02,abundant diatoms and sponge spicules w/ lumps of spicules,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323-U1341B-45H-CC-PAL-FORAM72   ,323,U1341,B,45,45-CC,H,CC,PAL,FORAM72   ,0,0.00,403.49,403.49,abundant diatoms and sponge spicules w/ lumps of spicules,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323-U1341B-46H-CC-PAL-FORAM77   ,323,U1341,B,46,46-CC,H,CC,PAL,FORAM77   ,0,0.00,413.6,413.6,abundant diatoms and sponge spicules w/ lumps of spicules,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323-U1341B-47H-CC-PAL-FORAM88   ,323,U1341,B,47,47-CC,H,CC,PAL,FORAM88   ,0,0.00,414.43,414.43,"dominant diatoms, few IRD, rare sponge spicules",,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323-U1341B-48H-CC-PAL-FORAM84   ,323,U1341,B,48,48-CC,H,CC,PAL,FORAM84   ,0,0.00,422.74,422.74,"dominant diatoms, rare sponge spicules",,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323-U1341B-49H-CC-PAL-FORAM89   ,323,U1341,B,49,49-CC,H,CC,PAL,FORAM89   ,0,0.00,423.19,423.19,"dominant diatoms, abundant IRD, rare sponge spicules",,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323-U1341B-50H-CC-PAL-FORAM49   ,323,U1341,B,50,50-CC,H,CC,PAL,FORAM49   ,0,0.00,431.08,431.08,"dominant diatoms, abundant IRD, few sponge spicules",,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323-U1341B-51H-CC-PAL-FORAM54   ,323,U1341,B,51,51-CC,H,CC,PAL,FORAM54   ,0,0.00,438.94,438.94,"dominant diatoms, abundant IRD, few sponge spicules",,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323-U1341B-52H-CC-PAL-FORAM59   ,323,U1341,B,52,52-CC,H,CC,PAL,FORAM59   ,0,0.00,448.76,448.76,"dominant diatoms, abundant IRD, few sponge spicules",,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323-U1341B-53H-CC-PAL-FORAM64   ,323,U1341,B,53,53-CC,H,CC,PAL,FORAM64   ,0,0.00,457.7,457.7,"dominant diatoms, abundant IRD, few sponge spicules",,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323-U1341B-54H-CC-PAL-FORAM69   ,323,U1341,B,54,54-CC,H,CC,PAL,FORAM69   ,0,0.00,458.23,458.23,"dominant diatoms, abundant IRD, few sponge spicules",,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323-U1341B-55H-CC-PAL74-FORAM71   ,323,U1341,B,55,55-CC,H,CC,PAL74,FORAM71   ,0,0.00,458.3,458.3,"dominant diatoms, abundant IRD, few sponge spicules",,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323-U1341B-56H-CC-PAL4-FORAM76   ,323,U1341,B,56,56-CC,H,CC,PAL4,FORAM76   ,0,0.00,458.4,458.4,"dominant diatoms, abundant IRD, few sponge spicules",,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323-U1341B-57X-CC-PAL-FORAM81   ,323,U1341,B,57,57-CC,X,CC,PAL,FORAM81   ,0,0.00,467.23,467.23,"dominant diatoms, abundant IRD, few sponge spicules",,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323-U1341B-58X-CC-PAL-FORAM86   ,323,U1341,B,58,58-CC,X,CC,PAL,FORAM86   ,0,0.00,476.65,476.65,dominant boubblewalled glas shards,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323-U1341B-59X-CC-PAL-FORAM91   ,323,U1341,B,59,59-CC,X,CC,PAL,FORAM91   ,0,0.00,486.67,486.67,"dominant diatoms, abundant IRD, rare sponge spicules",,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323-U1341B-60X-CC-PAL-FORAM77   ,323,U1341,B,60,60-CC,X,CC,PAL,FORAM77   ,0,0.00,496.36,496.36,"dominant diatoms, abundant IRD, rare sponge spicules",,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323-U1341B-61X-CC-PAL-FORAM34   ,323,U1341,B,61,61-CC,X,CC,PAL,FORAM34   ,0,0.00,504.24,504.24,"dominant diatoms, abundant IRD, rare sponge spicules",G,R,,,,,,,,,,,,,,,,,,,,,Planktonic foraminiferas,fossil,"Globigerina bulloides (d?Orbigny, 1826)",R,,,,
323-U1341B-62X-CC-PAL-FORAM39   ,323,U1341,B,62,62-CC,X,CC,PAL,FORAM39   ,0,0.00,515.62,515.62,"dominant diatoms, abundant IRD, rare sponge spicules",,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323-U1341B-63X-CC-PAL-FORAM46   ,323,U1341,B,63,63-CC,X,CC,PAL,FORAM46   ,0,0.00,525.36,525.36,"dominant diatoms, abundant IRD, rare sponge spicules",,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323-U1341B-64X-CC-PAL-FORAM63   ,323,U1341,B,64,64-CC,X,CC,PAL,FORAM63   ,0,0.00,534.76,534.76,"dominant diatoms, abundant IRD, rare sponge spicules",,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323-U1341B-65X-CC-PAL-FORAM72   ,323,U1341,B,65,65-CC,X,CC,PAL,FORAM72   ,0,0.00,542.92,542.92,"dominant diatoms, abundant IRD, rare sponge spicules",,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323-U1341B-66X-CC-PAL-FORAM27   ,323,U1341,B,66,66-CC,X,CC,PAL,FORAM27   ,0,0.00,549.26,549.26,"dominant diatoms, abundant IRD, rare sponge spicules",,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323-U1341B-67X-CC-PAL-FORAM32   ,323,U1341,B,67,67-CC,X,CC,PAL,FORAM32   ,0,0.00,563.58,563.58,"dominant diatoms, abundant IRD, rare sponge spicules",,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323-U1341B-68X-CC-PAL-FORAM37   ,323,U1341,B,68,68-CC,X,CC,PAL,FORAM37   ,0,0.00,573.38,573.38,"dominant diatoms, abundant IRD, rare sponge spicules",,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323-U1341B-69X-CC-PAL-FORAM76   ,323,U1341,B,69,69-CC,X,CC,PAL,FORAM76   ,0,0.00,573.52,573.52,"dominant diatoms, few IRD, rare sponge spicules",,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323-U1341B-70X-CC-PAL-FORAM81   ,323,U1341,B,70,70-CC,X,CC,PAL,FORAM81   ,0,0.00,592.15,592.15,"dominant diatoms, abundant IRD, rare sponge spicules",,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,
