dupes and comments,Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Preservation,Group abundance,Abyssamina poagi,Abyssamina quadrata,Alabamina cf. dissonata,Alabamina creta,Alabamina decorata ?,Alabamina dissonata,Alabamina sp.,Ammodiscus cretaceus,Ammodiscus tenuissima,Ammonia beccarii,Ammonia tepida,Anastomosa nuttalli,Angulogerina angulosa,Anomalina praeacuta,Anomalina sp.,Anomalina spissiformis,Anomalinoides semicribratus,Anomalinoides sp.,Aragonia aragonensis,Aragonia ouezzanensis ,Aragonia velascoensis ,Arenobulimina ?,Aschemonella ramuliformis,Astacolus parallelus,Astacolus sp.,Bathysiphon sp.,Bigenerina ?,Bolivina acuminata,Bolivina advena,Bolivina anambra,Bolivina argentea,Bolivina decussata,Bolivina incrassata,Bolivina interjuncta,Bolivina interjuncta var. bicostata,Bolivina ordinaria,Bolivina pacifica,Bolivina seminuda,Bolivina seminuda var. humilis,Bolivina semiperforata,Bolivina sp.,Bolivina sp. 1,Bolivina sp. 2,Bolivina sp. 3,Bolivina spinescens,Bolivina spissa,Bolivina striatula,Bolivina subadvena,Bolivina translucens,Bolivina vaughani,Bolivina wissleri,Bolivinellina translucens,Bolvina pseudoplicata,Bolvina subaenariensis,Brizalina alata,Brizalina cf. dilatata,Brizalina sp.,Brizalina spathulata,Brizalina spp.,Buccella sp.,Bulbobaculites ?,Bulimina aculeata,Bulimina alazanensis ,Bulimina bleeckeri ,Bulimina bradburyi,Bulimina callahani ,Bulimina costata,Bulimina denudata,Bulimina glomarchallengeri,Bulimina impendens,Bulimina inflata,Bulimina jarvisi ,Bulimina macilenta,Bulimina marginata,Bulimina mexicana,Bulimina microcostata,Bulimina midwayensis,Bulimina navarroensis,Bulimina semicostata,Bulimina sp.,Bulimina thanetensis,Bulimina trinitatensis,Bulimina tuxpamensis,Buliminella beaumonti,Buliminella cf. beaumonti ,Buliminella curta,Buliminella elegantissima,Buliminella sp.,Cancris ?,Cancris auricula,Cancris inflatus,Cancris oblonga,Cassidulina californica,Cassidulina carinata,Cassidulina delicata,Cassidulina limbata,Cassidulina minuta,Cassidulina reniforme,Cassidulina subglobosa,Cassidulina tumida,Chilostomella oolina,Chilostomella ovoidea,Chrysalogonium intertenuatum,Chrysalogonium longicostatum ,Chrysalogonium sp.,Chrysalogonium spp.,Cibicides burlingtonensis,Cibicides lobatulus,Cibicides refulgens,Cibicides sp.,Cibicides sp. 1,Cibicidoides aff. laurisae,Cibicidoides barnetti,Cibicidoides bradyi,Cibicidoides cf. eocaenus,Cibicidoides cf. havanensis,Cibicidoides eocaenus,Cibicidoides globulosus,Cibicidoides grimsdalei,Cibicidoides haitensis,Cibicidoides havanensis ,Cibicidoides hyphalus?,Cibicidoides incrassatus,Cibicidoides kullenbergi,Cibicidoides laurisae,Cibicidoides mckannai,Cibicidoides mexicanus,Cibicidoides mundulus,Cibicidoides pachyderma,Cibicidoides pachyderma var. bathyalis,Cibicidoides praemundulus,Cibicidoides pseudoperlucidus,Cibicidoides sp.,Cibicidoides subspiratus,Cibicidoides tuxpamensis,Cibicidoides ungerianus ,Cibicidoides wuellerstorfi,Citharina sp.,Citharinella sp.,Clinapertina complanata,Clinapertina sp.,Clinapertina subplanispira,Conorotalites aptiensis,Coryphostoma midwayensis ,Cribostomoides sp.,Cribronodosaria sp.,Cushmanina striatopunctata,Cyclammina sp.,Dentalina communis ,Dentalina flintii,Dentalina gracilis,Dentalina leguminiformis,Dentalina sp.,Discorbinella bertheloti,Discorbinella sp.,Discorbis?,Dorothia trochoides,Eggerella bradyi,Eggerella sp.,Ehrenbergina trigona,Ellipsodimorphina macrocephala,Ellipsodimorphina spp.,Ellipsoidella  sp.,Ellipsoidella gracillima,Ellipsoidella pleurostomelloides,Ellipsoglandulina labiata,Ellipsoglandulina sp.,Elphidium crispum,Epistominella pacifica,Epistominella smithi,Epistominella sp.,Epistominella umbonifera ?,Eponides plummerae,Eponides regularis,Eponides sp.,Evolvocassidulina spp.,Fissurina sp.,Frondicularia sp.,Fursenkoina fusiformis,Fursenkoina pontoni,Furserkoina sp.,Gaudryina laevigata,Gaudryina pyramidata,Gavelinella beccariiformis,Gavelinella capitata,Gavelinella cenomanica,Gavelinella cf. intermedia,Gavelinella danica,Gavelinella hyphalus,Gavelinella intermedia,Gavelinella micra?,Gavelinella sp.,Gavelinopsis praegeri,Glbobulimina spp.,Globobulimina affinis,Globobulimina auriculata,Globobulimina pacifica,Globobulimina sp.,Globocassidulina crassa,Globocassidulina globosa,Globocassidulina obtusa,Globocassidulina sp.,Globocassidulina subglobosa,Globulina spp. ,Glomospira sp. ,Griselis pyrula,Guttulina sp.,Gyroidina neosoldanii,Gyroidina rothwelli,Gyroidina sp. ,Gyroidinoides altiformis,Gyroidinoides girardanus,Gyroidinoides globosus,Gyroidinoides spp.,Hanzawaia bertheloti,Hanzawaia cushmani,Hanzawaia sp.,Haplophragmoides sp. ,Heterolepa sp. ,Hoeglundina elegans,Hormonisella sp.,Islandiella australis,Kalamopsis (?) ,Karreriella bradyi,Karreriella sp. ,Karreriella subglabra,Laevidentalina aphelis,Laevidentalina catenula,Laevidentalina nana,Laevidentalina oligostegia,Laevidentalina sp.,Lagena caudata,Lagena hispidula,Lagena sp.,Lagena striata,Lagenammina difflugiformis?,Laticarinina pauperata,Lenticulina calcar,Lenticulina cf. adenalensis,Lenticulina gibba,Lenticulina rotulata,Lenticulina sp.,Lenticulina whitei ,Liebusella?,Lingulogavelinella sp.,Loxostomum pseudobeyrichi,Loxostomum sp.,Marssonella oxycona,Martinottiella sp. N/A,Melonis affine,Melonis pompilioides,Melonis sp.,Miliolid taxa,Mucronina acuta,Myllostomella fijiensis,Myllostomella spp.?,Neoconorbina spp.,Neoeponides campester ?,Neoeponides hillebrandti,Neoeponides procerus,Neoeponides sp.,Neoflabellina semireticulata,Neoflabellina sp.,Nodosarella sp. ,Nodosarella tuberosa ,Nodosaria aspera,Nodosaria sp.,Nonion ?,Nonion havanensis,Nonion spp.,Nonionella atlantica,Nonionella basispinata,Nonionella miocenica,Nonionella sp.,Nonionella stella,Nonionella turgida,Nonionellina labradorica,Nuttallides decorata?,Nuttallides sp.,Nuttallides truempyi,Nuttallides umbonifera,Nuttallinella florealis,Oolina globosa,Oolina spp.,Oridorsalis sp.,Oridorsalis sp. ,Oridorsalis umbonatus,Orthomorphina havanensis,Orthomorphina sp.,Ortomorphina spp.,Osangularia mexicana,Osangularia plummerae,Osangularia schloenbachi,Osangularia sp. ,Osangularia velascoensis,Others,Ovammina sp.,Palliolatella sp.,Parafissurina ventricosa,Parafrondicularia sp.,Paralabamina ?,Paralabamina hillebrandti,Planulina exorna,Planulina ornata,Planulina renzi,Planulina sp.,Plectofrondicularia cf. kerni,Plectofrondicularia lirata,Plectofrondicularia sp.,Pleurostomella acuminata,Pleurostomella acuta,Pleurostomella brevis,Pleurostomella clavata,Pleurostomella obtusa,Pleurostomella paleocenica,Pleurostomella reussi,Pleurostomella sp. ,Pleurostomella spp.,Pleurostomella tenuis,Polymorphina sp.,Praeglobobulimina cf. spinescens,Praeglobobulimina ovata,Procerolagena gracilis,Proxifrons inaequalis,Proxifrons spp.,Pseudoparrella naraensis,Pseudoparrella sp.,Pullenia bulloides,Pullenia cf. jarvisis,Pullenia coryelli,Pullenia eocaenica,Pullenia jarvisi,Pullenia quinqueloba,Pullenia sp.,Pullenia subcarinata,Pyramidina rudita,Pyramidina sp. ,Pyramidulina sp.,Pyramidulina tetragona,Pyrgo depressa,Pyrgo murrhina,Pyrgo serrata,Pyrgo sp.,Pyrulina sp.,Quadratobuliminella pyramidalis,Quadrimorphina profunda,Quadrimorphina sp.,Quinqueloculina seminula,Quinqueloculina sp.,Ramulina sp.,Rectuvigerina sp.,Recurvoides?,Reophax sp.,Reusella spinulosa,Reussella sp.,Reussella szajnochae,Rhabdammina sp.,Rhizammina sp.,Rosalina vilardeboana,Rutherfordoides mexicanus,Rzehakina epigona,Rzehakina epigona lata,Rzehakina epigona minima,Saccammina sp. ,Saccorhiza ramosa,Saracenaria sp.,Scallopostoma ovicula,Sigmoilina obesa,Sigmoilopsis schlumbergeri,Sigmopyrgo vespertilio,Siphonina sp.,Siphonodosaria gracillima,Siphonodosaria hispidula,Siphonodosaria ketienziensis,Siphonodosaria lepidula ,Siphonodosaria sp.,Siphonodosaria spp.,Siphotextularia sp.,Siphouvigerina ampullacea,Siphouvigerina sp.,Sphaeroidina bulloides,Spirillina sp.,Spiroloculina depressa,Spiroplectammina gandolfii,Spiroplectammina sp.,Spiroplectammina spectabilis,Spiroplectinata annectens,Spirosigmoilina distorta,Spirosigmoilina pusilla,Spirosigmoilina tenuis,Stainforthia complanata,Stainforthia sandiegoensis,Stainforthia exilis,Stainforthia fusiformis,Stainforthia sp.,Stilostomella aculeata,Stilostomella gracillima,Stilostomella holoserica,Stilostomella lepidula,Stilostomella midwayensis,Stilostomella paleocenica,Stilostomella sp. ,Stilostomella subspinosa,Stilostomella subtertenuata,Strictocostella scharbergana,Strictocostella sp.,Suggrunda eckisi,Tappanina laciniosa,Textularia spp.,Toddostomella hochstetteri,Trifarina carinata,Trifarina sp.,Triloculina sp.,Tritaxia globulifera,Tritaxia havanensis,Tritaxia sp.,Trochammina sp.,Turrilina robertsi ,Turrilina sp.,Usbekistania charoides,Uvigerina auberiana,Uvigerina cf. mexicana,Uvigerina dirupta,Uvigerina elongata,Uvigerina excellens,Uvigerina garzaensis,Uvigerina hispidocostata,Uvigerina juncea,Uvigerina mantaensis,Uvigerina mexicana,Uvigerina peregrina,Uvigerina rippensis ,Uvigerina senticosa,Uvigerina sp.,Vaginulinopsis sp.,Valvulina spinosa?,Valvulineria araucana,Valvulineria glabra,Valvulineria oblonga,Valvulineria sp. ,Valvulineria sp. 1,Valvulineria sp. 2,Virgulina schreiberriana,Comments,constituent,fossil_group,preservation,abundance_name,fossil,comment,count_type,count,File Data,Ship File Links,Shore File Links
,344-U1380C-12R-CC-PAL-FORAM,344,U1380,C,12,12-CC,R,CC,PAL,FORAM,0,5,544.94,544.99,M,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,11,,,,,9,31,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,2,,,,,,,,,,,,,,,,,
,344-U1380C-13R-CC-PAL-FORAM,344,U1380,C,13,13-CC,R,CC,PAL,FORAM,0,5,552.72,552.77,P,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,3,,,,1,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,5,,,,,,,1,,,,,,45 plank,,,,,,,,,,,
,344-U1380C-14R-CC-PAL-FORAM,344,U1380,C,14,14-CC,R,CC,PAL,FORAM,0,5,556.57,556.62,P,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6 plank,,,,,,,,,,,
,344-U1380C-15R-CC-PAL-FORAM,344,U1380,C,15,15-CC,R,CC,PAL,FORAM,0,3,566.38,566.41,P,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,1,,,,,,,,,,,,,,,,,
,344-U1380C-16R-CC-PAL-FORAM,344,U1380,C,16,16-CC,R,CC,PAL,FORAM,0,5,575.36,575.41,M,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3plank,,,,,,,,,,,
,344-U1380C-17R-CC-PAL-FORAM,344,U1380,C,17,17-CC,R,CC,PAL,FORAM,0,5,585.74,585.79,M,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,3,2,,,,48,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,,,,,,,5,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,1,,,,,,,,,,,,,,,,,
,344-U1380C-18R-CC-PAL-FORAM,344,U1380,C,18,18-CC,R,CC,PAL,FORAM,0,5,595.08,595.13,M,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOT PROCESSED,,,,,,,,,,,
,344-U1380C-19R-CC-PAL-FORAM,344,U1380,C,19,19-CC,R,CC,PAL,FORAM,0,5,605.84,605.89,M,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,344-U1380C-20R-CC-PAL-FORAM,344,U1380,C,20,20-CC,R,CC,PAL,FORAM,0,5,615.1,615.15,M,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,344-U1380C-21R-CC-PAL-FORAM,344,U1380,C,21,21-CC,R,CC,PAL,FORAM,0,5,624.75,624.8,M,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,9,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,5,,,,,1,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,2,,,,,1,,,,,,,,,,,,,,,,,
,344-U1380C-22R-CC-PAL-FORAM,344,U1380,C,22,22-CC,R,CC,PAL,FORAM,0,5,634.35,634.4,M,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,3,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,22,,,,,,,,,1,,,,,,,1,,,,,,,,,,1,,,,,5,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,9,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,9,,,,,,,,,,1 PLANKTIC,,,,,,,,,,,
,344-U1380C-23R-CC-PAL-FORAM,344,U1380,C,23,23-CC,R,CC,PAL,FORAM,0,5,644.73,644.78,M,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1PLNK,,,,,,,,,,,
,344-U1380C-24R-CC-PAL-FORAM,344,U1380,C,24,24-CC,R,CC,PAL,FORAM,0,5,652.29,652.34,M,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,6,,,,,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,1,,,,,,,,2,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,2,,5,,,,,,,,,,,15 PLANK,,,,,,,,,,,
,344-U1380C-25R-CC-PAL-FORAM,344,U1380,C,25,25-CC,R,CC,PAL,FORAM,0,5,663.46,663.51,M,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,344-U1380C-26R-CC-PAL-FORAM,344,U1380,C,26,26-CC,R,CC,PAL,FORAM,0,2,668.66,668.68,M,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,38,,,,,,,,,1,,,,,,,2,,,,,,,,,,,,,,,7,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,12,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,4,,,,,,,,,,,,,4 PLANK,,,,,,,,,,,
,344-U1380C-27R-CC-PAL-FORAM,344,U1380,C,27,27-CC,R,CC,PAL,FORAM,0,4,674.11,674.15,M,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,2,,,,,,,,4,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,1,,,,,,,,,,,,,,,,,,,,,
