Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Comments,Preservation,Group Abundance,Catapsydrax dissimilis,Catapsydrax unicavus,Globigerina bulloides,Globigerina ciperoensis,Globigerina parabulloides,Globigerina umbilicata,Globigerinita glutinata,Globigerinita uvula,Globoquadrina duterei,Globorotalia incisa,Globorotalia (Globoconella) praescitula,Globorotalia (Hirsutella) scitula,Globorotalia suterae,Neogloboquadrina atlantica atlantica,Neogloboquadrina atlantica praeatlantica,Neogloboquadrina dutertri subcretacea,Neogloboquadrina pachyderma (sin),Neogloboquadrina pachyderma(dex),Orbulina universa,Turborotalia quinqueloba,pc_fossil_group,physical_constituent_name,pc_fossil_name,pc_abundance_name_mode,pc_preservation_name_average,File Data
323-U1341A-13H-CC-PAL-FORAM73   ,323,U1341,A,13,13-CC,H,CC,PAL,FORAM73   ,0,0,117.6,117.6,"abundant IRD, few diatoms, few sponge spicules",G,A,,,,,,P,,,,,,,,,,,A,F,,,,,,,,
323-U1341A-14H-CC-PAL-FORAM78   ,323,U1341,A,14,14-CC,H,CC,PAL,FORAM78   ,0,0,127.0,127.0,"dominant diatoms, abundant sponge spicules, few IRD",G,R,,,,,,,,,,,,,,,,,P,,,,Planktonic foraminiferas,fossil,"Globigerina bulloides (d?Orbigny, 1826)",R,,
323-U1341A-15H-CC-PAL-FORAM31   ,323,U1341,A,15,15-CC,H,CC,PAL,FORAM31   ,0,0,136.16,136.16,"dominant IRD, abundant sponge spicules",M,R,,,,,,,,,,,,,,,,,,R,,,,,,,,
323-U1341A-16H-CC-PAL-FORAM71   ,323,U1341,A,16,16-CC,H,CC,PAL,FORAM71   ,0,0,145.97,145.97,"dominant IRD, abundant sponge spicules",G,R,,,,,,,,,,,,,,,,,,R,,,,,,,,
323-U1341A-17H-CC-PAL-FORAM76   ,323,U1341,A,17,17-CC,H,CC,PAL,FORAM76   ,0,0,155.53,155.53,"dominant diatoms, abundant sponge spicules, few IRD",G,A,,,,,,R,,,,,,,,,,,P,A,,,Planktonic foraminiferas,fossil,"Globigerina bulloides (d?Orbigny, 1826)",R,,
323-U1341A-18H-CC-PAL-FORAM81   ,323,U1341,A,18,18-CC,H,CC,PAL,FORAM81   ,0,0,164.92,164.92,"dominant diatoms, abundant IRD, few sponge spicules, Wood fragment?",G,P,,,,,,,,,,,,,,,,,,,,,Planktonic foraminiferas,fossil,"Globigerina bulloides (d?Orbigny, 1826)",R,,
323-U1341A-19H-CC-PAL-FORAM86   ,323,U1341,A,19,19-CC,H,CC,PAL,FORAM86   ,0,0,174.39,174.39,"dominant diatoms, abundant IRD, few sponge spicules",,B,,,,,,,,,,,,,,,,,,,,,,,,,,
323-U1341A-20H-CC-PAL-FORAM91   ,323,U1341,A,20,20-CC,H,CC,PAL,FORAM91   ,0,0,183.82,183.82,"dominant diatoms, abundant IRD, few sponge spicules",,B,,,,,,,,,,,,,,,,,,,,,,,,,,
323-U1341A-21H-CC-PAL-FORAM69   ,323,U1341,A,21,21-CC,H,CC,PAL,FORAM69   ,0,0,193.25,193.25,"dominant diatoms, abundant IRD, few sponge spicules",G,R,,,,,,,,,,,,,,,,,P,R,,,Planktonic foraminiferas,fossil,"Globigerina bulloides (d?Orbigny, 1826)",P,,
323-U1341A-22H-CC-PAL-FORAM74   ,323,U1341,A,22,22-CC,H,CC,PAL,FORAM74   ,0,0,203.03,203.03,"dominant diatoms, abundant IRD, few sponge spicules",M,F,,,,,,,,,,,,,,,,,R,F,,,Planktonic foraminiferas,fossil,"Globigerina bulloides (d?Orbigny, 1826)",R,,
323-U1341A-23H-CC-PAL-FORAM79   ,323,U1341,A,23,23-CC,H,CC,PAL,FORAM79   ,0,0,212.53,212.53,"dominant diatoms, abundant IRD, few sponge spicules",,B,,,,,,,,,,,,,,,,,,,,,,,,,,
323-U1341A-24H-CC-PAL-FORAM84   ,323,U1341,A,24,24-CC,H,CC,PAL,FORAM84   ,0,0,221.24,221.24,"dominant diatoms, abundant sponge spicules",,B,,,,,,,,,,,,,,,,,,,,,,,,,,
323-U1341A-25H-CC-PAL-FORAM12   ,323,U1341,A,25,25-CC,H,CC,PAL,FORAM12   ,0,0,231.33,231.33,"dominant diatoms, abundant sponge spicules",,B,,,,,,,,,,,,,,,,,,,,,,,,,,
323-U1341A-26H-CC-PAL-FORAM17   ,323,U1341,A,26,26-CC,H,CC,PAL,FORAM17   ,0,0,233.11,233.11,"dominant diatoms, abundant sponge spicules",,B,,,,,,,,,,,,,,,,,,,,,,,,,,
323-U1341A-27H-CC-PAL-FORAM22   ,323,U1341,A,27,27-CC,H,CC,PAL,FORAM22   ,0,0,241.4,241.4,"dominant diatoms, abundant sponge spicules",P,F,,,,,,,,,,,,,,,,,R,F,,,,,,,,
323-U1341A-28H-CC-PAL-FORAM58   ,323,U1341,A,28,28-CC,H,CC,PAL,FORAM58   ,0,0,252.44,252.44,"dominant diatoms, abundant sponge spicules",G,F,,,,,,,,,,,,,,,,,,F,,,,,,,,
323-U1341A-29H-CC-PAL-FORAM63   ,323,U1341,A,29,29-CC,H,CC,PAL,FORAM63   ,0,0,262.14,262.14,"dominant diatoms, abundant sponge spicules",,B,,,,,,,,,,,,,,,,,,,,,,,,,,
323-U1341A-30H-CC-PAL-FORAM68   ,323,U1341,A,30,30-CC,H,CC,PAL,FORAM68   ,0,0,271.72,271.72,"dominant diatoms, abundant sponge spicules",,B,,,,,,,,,,,,,,,,,,,,,,,,,,
323-U1341A-31H-CC-PAL-FORAM73   ,323,U1341,A,31,31-CC,H,CC,PAL,FORAM73   ,0,0,281.2,281.2,"dominant diatoms, few sponge spicules w/ some lumps of spiculesules",,B,,,,,,,,,,,,,,,,,,,,,,,,,,
323-U1341A-32H-CC-PAL-FORAM39   ,323,U1341,A,32,32-CC,H,CC,PAL,FORAM39   ,0,0,290.51,290.51,"dominant diatoms, pyrite",,B,,,,,,,,,,,,,,,,,,,,,,,,,,
323-U1341A-33H-CC-PAL-FORAM44   ,323,U1341,A,33,33-CC,H,CC,PAL,FORAM44   ,0,0,300.09,300.09,"dominant diatoms, few sponge spicules w/ some lumps of spiculesules",,B,,,,,,,,,,,,,,,,,,,,,,,,,,
323-U1341A-34H-CC-PAL25     -FORAM30   ,323,U1341,A,34,34-CC,H,CC,PAL25,FORAM30   ,0,0,309.42,309.42,"dominant diatoms, few sponge spicules,  pyrite",,B,,,,,,,,,,,,,,,,,,,,,,,,,,
323-U1341A-35H-CC-PAL-FORAM95   ,323,U1341,A,35,35-CC,H,CC,PAL,FORAM95   ,0,0,318.92,318.92,"dominant diatoms, pyrite",M,R,,,,,,,,,,,,,,,,,,R,,,Planktonic foraminiferas,fossil,"Globigerina bulloides (d?Orbigny, 1826)",P,,
323-U1341A-36H-CC-PAL-FORAM0    ,323,U1341,A,36,36-CC,H,CC,PAL,FORAM0    ,0,0,328.09,328.09,"dominant diatoms, few sponge spicules, rare pyrite",,B,,,,,,,,,,,,,,,,,,,,,,,,,,
323-U1341A-37H-CC-PAL-FORAM5    ,323,U1341,A,37,37-CC,H,CC,PAL,FORAM5    ,0,0,332.71,332.71,dominant boubblewalled glas shards,,B,,,,,,,,,,,,,,,,,,,,,,,,,,
323-U1341A-38H-CC-PAL-FORAM52   ,323,U1341,A,38,38-CC,H,CC,PAL,FORAM52   ,0,0,342.16,342.16,"dominant diatoms, pyrite",P,R,,,,,,,,,,,,,,,,,,P,,,,,,,,
323-U1341A-39H-CC-PAL,323,U1341,A,39,39-CC,H,CC,PAL,,0,0,351.93,351.93,dominant IRD,,B,,,,,,,,,,,,,,,,,,,,,,,,,,
323-U1341A-40H-CC-PAL-FORAM59   ,323,U1341,A,40,40-CC,H,CC,PAL,FORAM59   ,0,0,356.68,356.68,"dominant diatoms, few sponge spicules w/ some lumps of spiculesules",,B,,,,,,,,,,,,,,,,,,,,,,,,,,
323-U1341A-41H-CC-PAL-FORAM64   ,323,U1341,A,41,41-CC,H,CC,PAL,FORAM64   ,0,0,359.02,359.02,"dominant diatoms, few sponge spicules w/ some lumps of spiculesules",,B,,,,,,,,,,,,,,,,,,,,,,,,,,
