dupes and comments,Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Preservation,Group abundance,Abyssamina poagi,Abyssamina quadrata,Alabamina cf. dissonata,Alabamina creta,Alabamina decorata ?,Alabamina dissonata,Alabamina sp.,Ammodiscus cretaceus,Ammodiscus tenuissima,Ammonia beccarii,Ammonia tepida,Anastomosa nuttalli,Angulogerina angulosa,Anomalina praeacuta,Anomalina sp.,Anomalina spissiformis,Anomalinoides semicribratus,Anomalinoides sp.,Aragonia aragonensis,Aragonia ouezzanensis ,Aragonia velascoensis ,Arenobulimina ?,Aschemonella ramuliformis,Astacolus parallelus,Astacolus sp.,Bathysiphon sp.,Bigenerina ?,Bolivina acuminata,Bolivina advena,Bolivina anambra,Bolivina argentea,Bolivina decussata,Bolivina incrassata,Bolivina interjuncta,Bolivina interjuncta var. bicostata,Bolivina ordinaria,Bolivina pacifica,Bolivina seminuda,Bolivina seminuda var. humilis,Bolivina semiperforata,Bolivina sp.,Bolivina sp. 1,Bolivina sp. 2,Bolivina sp. 3,Bolivina spinescens,Bolivina spissa,Bolivina striatula,Bolivina subadvena,Bolivina translucens,Bolivina vaughani,Bolivina wissleri,Bolivinellina translucens,Bolvina pseudoplicata,Bolvina subaenariensis,Brizalina alata,Brizalina cf. dilatata,Brizalina sp.,Brizalina spathulata,Brizalina spp.,Buccella sp.,Bulbobaculites ?,Bulimina aculeata,Bulimina alazanensis ,Bulimina bleeckeri ,Bulimina bradburyi,Bulimina callahani ,Bulimina costata,Bulimina denudata,Bulimina glomarchallengeri,Bulimina impendens,Bulimina inflata,Bulimina jarvisi ,Bulimina macilenta,Bulimina marginata,Bulimina mexicana,Bulimina microcostata,Bulimina midwayensis,Bulimina navarroensis,Bulimina semicostata,Bulimina sp.,Bulimina thanetensis,Bulimina trinitatensis,Bulimina tuxpamensis,Buliminella beaumonti,Buliminella cf. beaumonti ,Buliminella curta,Buliminella elegantissima,Buliminella sp.,Cancris ?,Cancris auricula,Cancris inflatus,Cancris oblonga,Cassidulina californica,Cassidulina carinata,Cassidulina delicata,Cassidulina limbata,Cassidulina minuta,Cassidulina reniforme,Cassidulina subglobosa,Cassidulina tumida,Chilostomella oolina,Chilostomella ovoidea,Chrysalogonium intertenuatum,Chrysalogonium longicostatum ,Chrysalogonium sp.,Chrysalogonium spp.,Cibicides burlingtonensis,Cibicides lobatulus,Cibicides refulgens,Cibicides sp.,Cibicides sp. 1,Cibicidoides aff. laurisae,Cibicidoides barnetti,Cibicidoides bradyi,Cibicidoides cf. eocaenus,Cibicidoides cf. havanensis,Cibicidoides eocaenus,Cibicidoides globulosus,Cibicidoides grimsdalei,Cibicidoides haitensis,Cibicidoides havanensis ,Cibicidoides hyphalus?,Cibicidoides incrassatus,Cibicidoides kullenbergi,Cibicidoides laurisae,Cibicidoides mckannai,Cibicidoides mexicanus,Cibicidoides mundulus,Cibicidoides pachyderma,Cibicidoides pachyderma var. bathyalis,Cibicidoides praemundulus,Cibicidoides pseudoperlucidus,Cibicidoides sp.,Cibicidoides subspiratus,Cibicidoides tuxpamensis,Cibicidoides ungerianus ,Cibicidoides wuellerstorfi,Citharina sp.,Citharinella sp.,Clinapertina complanata,Clinapertina sp.,Clinapertina subplanispira,Conorotalites aptiensis,Coryphostoma midwayensis ,Cribostomoides sp.,Cribronodosaria sp.,Cushmanina striatopunctata,Cyclammina sp.,Dentalina communis ,Dentalina flintii,Dentalina gracilis,Dentalina leguminiformis,Dentalina sp.,Discorbinella bertheloti,Discorbinella sp.,Discorbis?,Dorothia trochoides,Eggerella bradyi,Eggerella sp.,Ehrenbergina trigona,Ellipsodimorphina macrocephala,Ellipsodimorphina spp.,Ellipsoidella  sp.,Ellipsoidella gracillima,Ellipsoidella pleurostomelloides,Ellipsoglandulina labiata,Ellipsoglandulina sp.,Elphidium crispum,Epistominella pacifica,Epistominella smithi,Epistominella sp.,Epistominella umbonifera ?,Eponides plummerae,Eponides regularis,Eponides sp.,Evolvocassidulina spp.,Fissurina sp.,Frondicularia sp.,Fursenkoina fusiformis,Fursenkoina pontoni,Furserkoina sp.,Gaudryina laevigata,Gaudryina pyramidata,Gavelinella beccariiformis,Gavelinella capitata,Gavelinella cenomanica,Gavelinella cf. intermedia,Gavelinella danica,Gavelinella hyphalus,Gavelinella intermedia,Gavelinella micra?,Gavelinella sp.,Gavelinopsis praegeri,Glbobulimina spp.,Globobulimina affinis,Globobulimina auriculata,Globobulimina pacifica,Globobulimina sp.,Globocassidulina crassa,Globocassidulina globosa,Globocassidulina obtusa,Globocassidulina sp.,Globocassidulina subglobosa,Globulina spp. ,Glomospira sp. ,Griselis pyrula,Guttulina sp.,Gyroidina neosoldanii,Gyroidina rothwelli,Gyroidina sp. ,Gyroidinoides (or: Hansenisca) altiformis,Gyroidinoides girardanus,Gyroidinoides globosus,Gyroidinoides spp.,Hanzawaia bertheloti,Hanzawaia cushmani,Hanzawaia sp.,Haplophragmoides sp. ,Heterolepa sp. ,Hoeglundina elegans,Hormonisella sp.,Islandiella australis,Kalamopsis (?) ,Karreriella bradyi,Karreriella sp. ,Karreriella subglabra,Laevidentalina aphelis,Laevidentalina catenula,Laevidentalina nana,Laevidentalina oligostegia,Laevidentalina sp.,Lagena caudata,Lagena hispidula,Lagena sp.,Lagena striata,Lagenammina difflugiformis?,Laticarinina pauperata,Lenticulina calcar,Lenticulina cf. adenalensis,Lenticulina gibba,Lenticulina rotulata,Lenticulina sp.,Lenticulina whitei ,Liebusella?,Lingulogavelinella sp.,Loxostomum pseudobeyrichi,Loxostomum sp.,Marssonella oxycona,Martinottiella sp. N/A,Melonis affinis,Melonis pompilioides,Melonis sp.,Miliolid taxa,Mucronina acuta,Myllostomella fijiensis,Myllostomella spp.?,Neoconorbina spp.,Neoeponides campester ?,Neoeponides hillebrandti,Neoeponides procerus,Neoeponides sp.,Neoflabellina semireticulata,Neoflabellina sp.,Nodosarella sp. ,Nodosarella tuberosa ,Nodosaria aspera,Nodosaria sp.,Nonion ?,Nonion havanensis,Nonion spp.,Nonionella atlantica,Nonionella basispinata,Nonionella miocenica,Nonionella sp.,Nonionella stella,Nonionella turgida,Nonionellina labradorica,Nuttallides decorata?,Nuttallides sp.,Nuttallides truempyi,Nuttallides umbonifera,Nuttallinella florealis,Oolina globosa,Oolina spp.,Oridorsalis sp.,Oridorsalis sp. ,Oridorsalis umbonatus,Orthomorphina havanensis,Orthomorphina sp.,Ortomorphina spp.,Osangularia mexicana,Osangularia plummerae,Osangularia schloenbachi,Osangularia sp. ,Osangularia velascoensis,Others,Ovammina sp.,Palliolatella sp.,Parafissurina ventricosa,Parafrondicularia sp.,Paralabamina ?,Paralabamina hillebrandti,Planulina exorna,Planulina ornata,Planulina renzi,Planulina sp.,Plectofrondicularia cf. kerni,Plectofrondicularia lirata,Plectofrondicularia sp.,Pleurostomella acuminata,Pleurostomella acuta,Pleurostomella brevis,Pleurostomella clavata,Pleurostomella obtusa,Pleurostomella paleocenica,Pleurostomella reussi,Pleurostomella sp. ,Pleurostomella spp.,Pleurostomella tenuis,Polymorphina sp.,Praeglobobulimina cf. spinescens,Praeglobobulimina ovata,Procerolagena gracilis,Proxifrons inaequalis,Proxifrons spp.,Pseudoparrella naraensis,Pseudoparrella sp.,Pullenia bulloides,Pullenia cf. jarvisis,Pullenia coryelli,Pullenia eocaenica,Pullenia jarvisi,Pullenia quinqueloba,Pullenia sp.,Pullenia subcarinata,Pyramidina rudita,Pyramidina sp. ,Pyramidulina sp.,Pyramidulina tetragona,Pyrgo depressa,Pyrgo murrhina,Pyrgo serrata,Pyrgo sp.,Pyrulina sp.,Quadratobuliminella pyramidalis,Quadrimorphina profunda,Quadrimorphina sp.,Quinqueloculina seminula,Quinqueloculina sp.,Ramulina sp.,Rectuvigerina sp.,Recurvoides?,Reophax sp.,Reusella spinulosa,Reussella sp.,Reussella szajnochae,Rhabdammina sp.,Rhizammina sp.,Rosalina vilardeboana,Rutherfordoides mexicanus,Rzehakina epigona,Rzehakina epigona lata,Rzehakina epigona minima,Saccammina sp. ,Saccorhiza ramosa,Saracenaria sp.,Scallopostoma ovicula,Sigmoilina obesa,Sigmoilopsis schlumbergeri,Sigmopyrgo vespertilio,Siphonina sp.,Siphonodosaria gracillima,Siphonodosaria hispidula,Siphonodosaria ketienziensis,Siphonodosaria lepidula ,Siphonodosaria sp.,Siphonodosaria spp.,Siphotextularia sp.,Siphouvigerina ampullacea,Siphouvigerina sp.,Sphaeroidina bulloides,Spirillina sp.,Spiroloculina depressa,Spiroplectammina gandolfii,Spiroplectammina sp.,Spiroplectammina spectabilis,Spiroplectinata annectens,Spirosigmoilina distorta,Spirosigmoilina pusilla,Spirosigmoilina tenuis,Stainforthia complanata,Stainforthia sandiegoensis,Stainforthia exilis,Stainforthia fusiformis,Stainforthia sp.,Stilostomella aculeata,Stilostomella gracillima,Stilostomella holoserica,Stilostomella lepidula,Stilostomella midwayensis,Stilostomella paleocenica,Stilostomella sp. ,Stilostomella subspinosa,Stilostomella subtertenuata,Strictocostella scharbergana,Strictocostella sp.,Suggrunda eckisi,Tappanina laciniosa,Textularia spp.,Toddostomella hochstetteri,Trifarina carinata,Trifarina sp.,Triloculina sp.,Tritaxia globulifera,Tritaxia havanensis,Tritaxia sp.,Trochammina sp.,Turrilina robertsi ,Turrilina sp.,Usbekistania charoides,Uvigerina auberiana,Uvigerina cf. mexicana,Uvigerina dirupta,Uvigerina elongata,Uvigerina excellens,Uvigerina garzaensis,Uvigerina hispidocostata,Uvigerina juncea,Uvigerina mantaensis,Uvigerina mexicana,Uvigerina peregrina,Uvigerina rippensis ,Uvigerina senticosa,Uvigerina sp.,Vaginulinopsis sp.,Valvulina spinosa?,Valvulineria araucana,Valvulineria glabra,Valvulineria oblonga,Valvulineria sp. ,Valvulineria sp. 1,Valvulineria sp. 2,Virgulina schreiberriana,Comments,constituent,fossil_group,preservation,abundance_name,fossil,comment,count_type,count,File Data,Ship File Links,Shore File Links,Zone name,Zone name (short)
,344-U1413A-10H-CC-PAL-FORAM,344,U1413,A,10,10-CC,H,CC,PAL,FORAM,0,5,89.78,89.83,G,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,,2,,,,,,45,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,61,,,,,,,,,,,,,,,,,1,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,
,344-U1413A-11H-CC-PAL-FORAM,344,U1413,A,11,11-CC,H,CC,PAL,FORAM,0,5,97.91,97.96,G,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,63,,6,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
,344-U1413A-12H-CC-PAL-FORAM,344,U1413,A,12,12-CC,H,CC,PAL,FORAM,0,5,105.55,105.6,G,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,1,,,,,,,,,,,,,,,,,39,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,28,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,1,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,7,,17,,5,,,,,,,,,,,,1,,,3,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,
,344-U1413A-13H-CC-PAL-FORAM,344,U1413,A,13,13-CC,H,CC,PAL,FORAM,0,5,113.44,113.49,G,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134,39,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,3,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,8,,1,,,,,,,,,,,,5,,,71,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
,344-U1413A-14H-CC-PAL-FORAM,344,U1413,A,14,14-CC,H,CC,PAL,FORAM,0,5,118.69,118.74,G,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,30,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,1,,,42,,,,,,,,,,5,1,,,,,,,,,,,,,,,,,,
,344-U1413A-15H-CC-PAL-FORAM,344,U1413,A,15,15-CC,H,CC,PAL,FORAM,0,5,124.39,124.44,G,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,3,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,344-U1413A-16H-CC-PAL-FORAM,344,U1413,A,16,16-CC,H,CC,PAL,FORAM,0,5,129.73,129.78,G,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,16,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,
,344-U1413A-17H-CC-PAL-FORAM,344,U1413,A,17,17-CC,H,CC,PAL,FORAM,0,5,135.64,135.69,G,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,
,344-U1413A-18H-CC-PAL-FORAM,344,U1413,A,18,18-CC,H,CC,PAL,FORAM,0,5,140.48,140.53,G,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,
,344-U1413A-19X-CC-PAL-FORAM,344,U1413,A,19,19-CC,X,CC,PAL,FORAM,0,5,149.28,149.33,G,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121,15,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,5,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,61,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,
,344-U1413A-20X-CC-PAL-FORAM,344,U1413,A,20,20-CC,X,CC,PAL,FORAM,0,5,160.08,160.13,P,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,16,,,,,17,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,12,,,,,,,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,5,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,1,,,,,,,,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,3,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,
,344-U1413A-21X-CC-PAL-FORAM,344,U1413,A,21,21-CC,X,CC,PAL,FORAM,0,5,169.85,169.9,M,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,5,,,,,5,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,2,,,13,,,,,,,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,5,1,,,,,,,,5,,,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,1,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,,,,,,,,,,,,,,2,,,,,,,,,,1,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,1,,,,5,,,1,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,
,344-U1413A-22X-CC-PAL-FORAM,344,U1413,A,22,22-CC,X,CC,PAL,FORAM,0,5,172.32,172.37,G,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,6,,,,,,1,4,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,34,,,,,,1,,,,,,,,,,,,,,,,,,4,,,,,,,,4,3,,,,,,,,5,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,1,,,,,,,10,,,,,,,,,,,,,,,,,,,
,344-U1413A-23X-CC-PAL-FORAM,344,U1413,A,23,23-CC,X,CC,PAL,FORAM,0,5,174.87,174.92,M,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,42,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,,,,,,,,3,,,2,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,1,,10,,,,,,,,,,1,,,,12,,,,,,2,,,,,,,,,,29,,,,,,,,,,,,,,,,
,344-U1413A-24X-CC-PAL-FORAM,344,U1413,A,24,24-CC,X,CC,PAL,FORAM,0,5,179.97,180.02,M,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,1,,,,,,,,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,5,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,5,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,2,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,344-U1413A-25X-CC-PAL-FORAM,344,U1413,A,25,25-CC,X,CC,PAL,FORAM,0,5,181.51,181.56,G,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,31,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,15,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,
