Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Pteropod group abundance,Pteropod comment,PF preservation,PF group abundance,Globigerina bulloides,Globigerinoides ruber (white),Globigerinoides ruber (pink),Globigerinoides sacculifer,Globigerinoides trilobus,Globorotalia inflata,Globorotalia hirsuta (dex),Globorotalia hirsuta (sin),Globorotalia crassaformis s.l. (dex),Globorotalia crassaformis s.l. (sin),Globorotalia truncatulinoides (dex),Globorotalia truncatulinoides (sin),Beella digitata,Dentoglobigerina altispira,Globigerina apertura,Globigerina calida,Globigerina decoraperta,Globigerina falconensis,Globigerina nepenthes,Globigerinella siphonifera,Globigerinita glutinata,Globigerinoides conglobatus,Globigerinoides extremus,Globorotalia cf. crassula,Globorotalia margaritae,Globorotalia menardii (dex),Globorotalia menardii (sin),Globorotalia miocenica,Globorotalia miotumida,Globorotalia multicamerata,Globorotalia puncticulata,Globorotalia scitula (dex),Globorotalia scitula (sin),Globoturborotalita rubescens,Globoturborotalita tenella,Neogloboquadrina atlantica (dex),Neogloboquadrina atlantica (sin),Neogloboquadrina dutertrei,Neogloboquadrina pachyderma (dex),Neogloboquadrina pachyderma (sin),Orbulina universa,Pulleniatina obliquiloculata,Sphaeroidinella dehiscens,Sphaeroidinellopsis seminulina,Sphaeroidinellopsis subdehiscens,Turborotalita humilis,Turborotalita iota,Turborotalita quinqueloba,Comment,File Data,
339-U1389E-11R-4-PAL-FORAM,339,U1389,E,11,11-4,R,6,PAL,FORAM,0,5,421.75,421.8,B ,,VG ,D ,F ,R ,,,,D ,,,,,P ,,,,P ,,,,,,,,,,,,,,,,,P ,,,,F ,,,R ,,R ,,,,,,,,,,
339-U1389E-12R-6-PAL-FORAM,339,U1389,E,12,12-6,R,6,PAL,FORAM,0,5,433.68,433.73,B ,,VG ,D ,A ,R ,,,,F ,,,,,P ,,,,,,,,,P ,,,,,,,,,,,,,,,,R ,,,D ,P ,,,,,,,,,,,
339-U1389E-13R-6-PAL-FORAM,339,U1389,E,13,13-6,R,4,PAL,FORAM,0,5,443.0,443.05,B ,,G ,D ,A ,P ,,,,R ,,,,,,,,,,,,,,,R ,,,,,,,,,,,P ,,,,R ,,,A ,P ,R ,,,,,,,P ,,,
339-U1389E-14R-4-PAL-FORAM,339,U1389,E,14,14-4,R,4,PAL,FORAM,0,5,450.2,450.25,B ,,G ,P ,A ,R ,,,P ,A ,,,,,,,,,,,,,,,P ,,,,,,,,,,,,,,,R ,,,A ,P ,,,,P ,,,,,,,
339-U1389E-15R-4-PAL-FORAM,339,U1389,E,15,15-4,R,1,PAL,FORAM,0,5,459.07,459.12,B ,,VG ,D ,F ,R ,,,,A ,,,,P ,,,,,,,,,,P ,R ,,,,,,,,,,,P ,,,,R ,,,F ,R ,R ,,,,,,,,,,
339-U1389E-16R-1-PAL-FORAM,339,U1389,E,16,16-1,R,CC,PAL,FORAM,0,5,465.06,465.11,B ,,G ,R ,A ,R ,,,,A ,,,,R ,,,,,,,,,,P ,R ,,,,,,,,,,,,,,,R ,,,F ,,R ,,,,,,,P ,,,
339-U1389E-17R-CC-PAL-FORAM,339,U1389,E,17,17-CC,R,CC,PAL,FORAM,0,9,478.77,478.86,B ,,G ,P ,F ,R ,,,,A ,,,P ,P ,,,,,,,,,,P ,R ,,,,,,,,,,,P ,,,,R ,,,A ,P ,,,,,,,,,,,
339-U1389E-18R-CC-PAL-FORAM,339,U1389,E,18,18-CC,R,CC,PAL,FORAM,0,9,484.92,485.01,B ,,G ,P ,F ,R ,,,P ,A ,,,P ,P ,,,,,,,,,,P ,R ,,,,,,,,,,,,,,,P ,,,F ,P ,R ,,,,,,,P ,,,
339-U1389E-19R-CC-PAL-FORAM,339,U1389,E,19,19-CC,R,CC,PAL,FORAM,0,9,496.33,496.42,B ,,G ,D ,R ,,,,,F ,B ,,P ,P ,,,,,,,,,,P ,F ,,,,,,,,,,,P ,,,,P ,,,A ,,,,,,,,,,,,
339-U1389E-20R-CC-PAL-FORAM,339,U1389,E,20,20-CC,R,CC,PAL,FORAM,0,5,510.04,510.09,B ,,G ,A ,A ,F ,,,,R ,,,,,,,,,P ,P ,,,,P ,R ,,,,,,,,,,,P ,,,,P ,,,A ,P ,R ,,,,,,,,,,
339-U1389E-21R-CC-PAL-FORAM,339,U1389,E,21,21-CC,R,CC,PAL,FORAM,0,5,515.6,515.65,B ,,G ,D ,A ,F ,,,P ,R ,,,,,,,,,P ,P ,,,,P ,R ,,,,,,,,,,,P ,,,,R ,,,F ,P ,P ,,,,,,,P ,,,
339-U1389E-22R-CC-PAL-FORAM,339,U1389,E,22,22-CC,R,CC,PAL,FORAM,0,6,526.19,526.25,B ,,P ,P ,A ,R ,,,,A ,,,,,,,,,P ,,,,,P ,,,,,,,,,,,,,,,,P ,,,A ,,F ,,,,,,,,,,
339-U1389E-23R-CC-PAL-FORAM,339,U1389,E,23,23-CC,R,CC,PAL,FORAM,0,5,535.7,535.75,B ,,G ,P ,A ,F ,,R ,P ,A ,,,,P ,,,,,,,,,,P ,R ,,,,,,,,,,P ,P ,,,,P ,,,A ,,R ,P ,P ,P ,,,,,,,
339-U1389E-24R-CC-PAL-FORAM,339,U1389,E,24,24-CC,R,4,W,100/102-FORAM,0,5,548.18,548.23,B ,,G ,A ,A ,R ,,,,A ,,,P ,,,,,,,,,,,P ,R ,,P ,,,,,,,,P ,,,,,P ,,,A ,,R ,P ,B ,B ,B ,,,,,,
339-U1389E-25R-4-W 100/102-FORAM,339,U1389,E,25,25-4,R,CC,PAL,FORAM,0,2,555.3,555.32,B ,,G ,A ,R ,F ,,P ,R ,A ,,,,P ,P ,,,,,,,,,P ,R ,P ,,,,,,,,,,,,,,P ,,R ,A ,P ,P ,P ,P ,,,,,,,,
339-U1389E-25R-CC-PAL-FORAM,339,U1389,E,25,25-CC,R,CC,PAL,FORAM,0,5,558.07,558.12,R ,,G ,A ,F ,F ,,P ,P ,F ,,P ,,P ,P ,P ,,,,,,,,P ,P ,P ,,,,,P ,,,,P ,,,,,P ,,,A ,,R ,,P ,,,,,,,,
339-U1389E-26R-CC-PAL-FORAM,339,U1389,E,26,26-CC,R,CC,PAL,FORAM,0,5,567.31,567.36,R ,,M ,P ,A ,R ,,,,A ,,,,,B ,P ,,,,P ,,,,P ,P ,,,,,,,,,,,,,,,,,,A ,,R ,,,,,,,,,,
339-U1389E-27R-CC-PAL-FORAM,339,U1389,E,27,27-CC,R,6,PAL,FORAM,0,6,573.73,573.79,B ,,M ,P ,F ,R ,,,,F ,,,B ,R ,P ,,,,,,,,,P ,,P ,,,,,,,,,,,,,,,,,A ,,R ,,,,,,,,,,
339-U1389E-28R-6-PAL-FORAM,339,U1389,E,28,28-6,R,CC,PAL,FORAM,0,5,586.73,586.78,R ,,G ,D ,F ,F ,,,,F ,,,,,,,,,P ,P ,,P ,,R ,P ,P ,,,,,,,,,,,,,P ,,,R ,A ,P ,R ,,R ,,,,,,Sphaerodinellopsis ionica,,
339-U1389E-29R-CC-PAL-FORAM,339,U1389,E,29,29-CC,R,CC,PAL,FORAM,0,5,595.44,595.49,B ,,G ,D ,F ,F ,,P ,P ,F ,,,B ,P ,,,,,,,,,,P ,,P ,,,,,,,,,,,,P ,,,,,A ,P ,R ,,P ,P ,P ,,,,,,
339-U1389E-30R-CC-PAL-FORAM,339,U1389,E,30,30-CC,R,CC,PAL,FORAM,0,5,607.65,607.7,B ,,G ,D ,A ,P ,,,,A ,,,R ,P ,,,,,,,,P ,,P ,R ,P ,,P ,,P ,,,,,,,,,,,,,A ,,F ,,,,,,,,,,
339-U1389E-31R-CC-PAL-FORAM,339,U1389,E,31,31-CC,R,CC,PAL,FORAM,0,5,617.23,617.28,B ,,G ,D ,F ,F ,,,,A ,,,,,,,,,,,,,,P ,R ,,,,,,,,,,,P ,,,,P ,,,A ,P ,P ,,,,,,,,,,
339-U1389E-32R-CC-PAL-FORAM,339,U1389,E,32,32-CC,R,1,W,59/61-6419-FORAM,0,5,626.23,626.28,B ,,G ,A ,A ,F ,,,,A ,,,,,,,,,,,,,,P ,R ,P ,,,,,,,,,,,,,,B ,,,F ,P ,R ,,,,,,,,,,
339-U1389E-33R-1-W 59/61-6419-FORAM,339,U1389,E,33,33-1,R,3,W,59/61-6420-FORAM,0,2,627.19,627.21,R ,,G ,D ,D ,R ,,,,A ,,,P ,,,,,,,F ,,,,R ,P ,,,,,,,,,,,P ,,,,,,P ,A ,,R ,,,,,,,P ,,,
339-U1389E-33R-3-W 59/61-6420-FORAM,339,U1389,E,33,33-3,R,CC,PAL,FORAM,0,2,630.19,630.21,B ,,M ,D ,F ,F ,,,,,,,R ,P ,,,,,,P ,,,,P ,P ,,,,,,,,,,P ,P ,,,,,,,D ,,R ,,,,,,,P ,,,
339-U1389E-33R-CC-PAL-FORAM,339,U1389,E,33,33-CC,R,1,W,59/61-6421-FORAM,0,5,632.04,632.09,B ,,G ,D ,A ,F ,,,,B ,,,F ,,,,,,,,,,,,R ,P ,,,,,,,,,P ,P ,,,,,,,A ,,F ,,,,,,,,,,
339-U1389E-34R-1-W 59/61-6421-FORAM,339,U1389,E,34,34-1,R,3,W,59/61-6422-FORAM,0,2,636.89,636.91,B ,,M ,D ,R ,F ,,,P ,,,,,R ,,,,,,P ,,R ,,R ,P ,R ,P ,,,,,,,,,P ,,P ,,,,,A ,,F ,,P ,,,,,,,,
339-U1389E-34R-3-W 59/61-6422-FORAM,339,U1389,E,34,34-3,R,5,W,59/61-6423-FORAM,0,2,639.89,639.91,B ,,M ,D ,F ,A ,,,,,,,,,,,,,,,,,,,P ,P ,P ,,,,,,,,,,P ,P ,,,,,F ,,R ,R ,,,,,,,,,
339-U1389E-34R-5-W 59/61-6423-FORAM,339,U1389,E,34,34-5,R,CC,PAL,FORAM,0,2,642.89,642.91,B ,,G ,D ,F ,F ,,,R ,,,,,P ,,,,,,P ,P ,P ,,R ,P ,P ,P ,,,,,,,,,P ,,P ,,,,P ,A ,,R ,,,,,,,P ,,,
339-U1389E-34R-CC-PAL-FORAM,339,U1389,E,34,34-CC,R,1,W,59/61-6424-FORAM,0,5,644.97,645.02,B ,,M ,A ,A ,F ,,,,B ,,,P ,R ,,,,,R ,,,,,,R ,P ,,,,,,,,,,,,,,B ,,,A ,,R ,,,,,,,P ,,,
339-U1389E-35R-1-W 59/61-6424-FORAM,339,U1389,E,35,35-1,R,3,W,59/61-6425-FORAM,0,2,646.59,646.61,B ,,M ,D ,A ,R ,,,,,,,,R ,,,,,,P ,,,,R ,P ,,,,,,,,,,R ,,,,,,,,A ,P ,R ,,,,,,,P ,,,
339-U1389E-35R-3-W 59/61-6425-FORAM,339,U1389,E,35,35-3,R,5,W,59/61-6426-FORAM,0,2,649.59,649.61,B ,,G ,D ,A ,R ,,,,,,,,P ,,,,,P ,P ,,R ,,R ,R ,,,,,,,,,,F ,P ,P ,,,,,,R ,,R ,,,,,,,P ,,,
339-U1389E-35R-5-W 59/61-6426-FORAM,339,U1389,E,35,35-5,R,CC,PAL,FORAM,0,2,652.61,652.63,B ,,G ,D ,A ,R ,,,,,,,P ,R ,,,,,F ,R ,,,,R ,R ,,,,,,,,,,P ,,,,,,,,R ,,F ,,,,,,,P ,,,
339-U1389E-35R-CC-PAL-FORAM,339,U1389,E,35,35-CC,R,CC,PAL,FORAM,0,5,653.69,653.74,B ,,G ,F ,A ,F ,,,P ,,,,P ,R ,,,,,R ,P ,,,,P ,F ,P ,,,P ,,,,,,R ,P ,,,,,P ,,F ,,F ,,,,,,,P ,,,
339-U1389E-36R-CC-PAL-FORAM,339,U1389,E,36,36-CC,R,CC,PAL,FORAM,0,7,655.5,655.57,B ,,G ,D ,F ,F ,,,,,,,,F ,,,,,R ,,,,,P ,R ,P ,,,,,,,,,R ,P ,,,,,,,F ,,F ,,,,,,,,,,
339-U1389E-37R-CC-PAL-FORAM,339,U1389,E,37,37-CC,R,CC,PAL,FORAM,0,0,674.2,674.2,B ,,G ,D ,F ,R ,,,,,,,P ,F ,,,,,F ,P ,,,,P ,A ,,,,,,,,,,,P ,,,,,,,A ,,R ,,,,,,,,,,
339-U1389E-38R-CC-PAL-FORAM,339,U1389,E,38,38-CC,R,CC,PAL,FORAM,0,5,681.93,681.98,B ,,M ,D ,A ,R ,,,,,,,P ,R ,,,,,R ,P ,,,,P ,R ,,,,,,,,,,R ,,,,,,P ,,A ,,R ,,,,,,,,well sorted sand,,
339-U1389E-39R-CC-PAL-FORAM,339,U1389,E,39,39-CC,R,CC,PAL,FORAM,0,5,693.65,693.7,B ,,M ,D ,A ,R ,,,,,,,,F ,,,,,P ,,,,,P ,F ,,P ,,,,,,,,R ,P ,,,,,P ,,A ,,R ,,,,,,,,,,
339-U1389E-40R-CC-PAL-FORAM,339,U1389,E,40,40-CC,R,CC,PAL,FORAM,0,5,699.18,699.23,B ,,M ,A ,F ,P ,,,,,,,,P ,,,,,P ,,,,,P ,P ,,,,,,,,,,P ,P ,,P ,,,P ,,D ,,R ,,,,,,,P ,,,
339-U1389E-41R-CC-PAL-FORAM,339,U1389,E,41,41-CC,R,CC,PAL,FORAM,0,6,709.34,709.4,B ,,M ,F ,R ,D ,,A ,A ,,,,,P ,,,,,,,,R ,,P ,P ,,,,,,,,,,P ,,,P ,,,,,R ,,R ,,,,,,,P ,"shells and fragments, dissolution",,
339-U1389E-42R-CC-PAL-FORAM,339,U1389,E,42,42-CC,R,CC,PAL,FORAM,0,5,719.75,719.8,B ,,G ,A ,A ,R ,,P ,P ,,,,R ,,,,,,P ,,,P ,,P ,P ,P ,P ,R ,,,,,,,P ,,,P ,P ,,,,P ,,F ,,,,,,,,,,
339-U1389E-43R-CC-PAL-FORAM,339,U1389,E,43,43-CC,R,4,PAL,FORAM,0,7,729.56,729.63,R ,,G ,A ,A ,R ,,F ,R ,,,,,R ,,,,,P ,,,,,P ,P ,P ,P ,,,,,,,,F ,,,P ,,,,,P ,,R ,,,,,,,,,,
339-U1389E-44R-4-PAL-FORAM,339,U1389,E,44,44-4,R,CC,PAL,FORAM,0,5,737.91,737.96,B ,,G ,A ,A ,F ,,R ,R ,,,,R ,,,,,,P ,,,,,P ,R ,P ,,P ,,,,,,,F ,P ,,,,,,,R ,,R ,,,,,,,,,,
339-U1389E-45R-CC-PAL-FORAM,339,U1389,E,45,45-CC,R,CC,PAL,FORAM,0,8,751.46,751.54,B ,,M ,D ,A ,R ,,P ,R ,,,,,F ,,,,,F ,,,,,,R ,,,,,,,,,,F ,,,,,,,,A ,,R ,,,,,,,,G. bononiensis,,
339-U1389E-46R-CC-PAL-FORAM,339,U1389,E,46,46-CC,R,CC,PAL,FORAM,0,5,761.41,761.46,B ,,G ,D ,R ,A ,,P ,R ,,,,,F ,,,,,A ,,,,,P ,P ,P ,P ,,,,,,,,F ,,,,,,,,R ,,R ,,,,,,,,,,
339-U1389E-47R-CC-PAL-FORAM,339,U1389,E,47,47-CC,R,CC,PAL,FORAM,0,10,764.38,764.48,B ,,M ,D ,R ,A ,,R ,A ,,,,P ,R ,,,,,A ,,,,,P ,P ,,P ,,,,,,,,R ,P ,,,,,,,R ,,F ,,,,,,,,,,
339-U1389E-48R-CC-PAL-FORAM,339,U1389,E,48,48-CC,R,CC,PAL,FORAM,0,7,772.34,772.41,B ,,G ,D ,F ,F ,,,R ,,,,F ,P ,,,,,R ,P ,,,,P ,F ,P ,,,,,,,,,F ,P ,,,,,,,R ,,F ,,,,,,,,,,
339-U1389E-49R-CC-PAL-FORAM,339,U1389,E,49,49-CC,R,1,PAL,FORAM,0,5,783.74,783.79,B ,,G ,D ,F ,R ,,P ,R ,,,,R ,P ,,,,,R ,,,,,P ,R ,,,,,,,,,,A ,P ,,,,,,,R ,,F ,,,P ,,,,,,,
339-U1389E-50R-1-PAL-FORAM,339,U1389,E,50,50-1,R,1,W,59/61-6319-FORAM,0,5,790.92,790.97,B ,,M ,D ,F ,R ,,R ,F ,,,,R ,P ,,,,,F ,,,,,P ,R ,,P ,,,,,,,,R ,P ,,,,,,,F ,,R ,,,,,,,,,,
339-U1389E-51R-1-W 59/61-6319-FORAM,339,U1389,E,51,51-1,R,3,W,59/61-6320-FORAM,0,2,800.09,800.11,B ,,G ,D ,F ,R ,,,P ,,,,P ,,,,,,R ,P ,,R ,,P ,F ,,P ,,,,,,,,A ,,,P ,,,P ,,A ,P ,P ,,,,,,,P ,,,
339-U1389E-51R-3-W 59/61-6320-FORAM,339,U1389,E,51,51-3,R,5,W,59/61-6321-FORAM,0,2,803.06,803.08,B ,,G ,D ,F ,P ,,R ,F ,,,,R ,P ,,,,,P ,,,R ,,P ,R ,,,,,,,,,,D ,,,R ,,,,,R ,,P ,,,,,,,,,,
339-U1389E-51R-5-W 59/61-6321-FORAM,339,U1389,E,51,51-5,R,7,W,59/61-6322-FORAM,0,2,806.06,806.08,B ,,G ,D ,F ,P ,,,P ,,,,,P ,,,,,P ,P ,,P ,,R ,R ,,,,,,,,,,A ,,,,,,,,A ,P ,R ,,,,,,,P ,,,
339-U1389E-51R-7-W 59/61-6322-FORAM,339,U1389,E,51,51-7,R,CC,PAL,FORAM,0,2,809.06,809.08,B ,,G ,D ,R ,F ,,,A ,,,,,P ,,,,,R ,,P ,R ,,P ,R ,,P ,,,,,,,,A ,,,P ,,,,,F ,P ,P ,,,,,,,P ,,,
339-U1389E-51R-CC-PAL-FORAM,339,U1389,E,51,51-CC,R,3,W,59/61-6324-FORAM,0,5,809.45,809.5,B ,,G ,D ,R ,,,R ,A ,,,,P ,,,,,,R ,P ,,R ,,,F ,P ,R ,,,,,,,,A ,,,,,,,,R ,,R ,,,,,,,,,,
339-U1389E-52R-3-W 59/61-6324-FORAM,339,U1389,E,52,52-3,R,5,W,59/61-6325-FORAM,0,2,811.46,811.48,B ,,G ,D ,A ,R ,,R ,R ,,,,R ,P ,,,,,,,,R ,,P ,R ,P ,,,,,,,,,P ,,,,,,,,A ,,R ,,,,,,,R ,,,
339-U1389E-52R-5-W 59/61-6325-FORAM,339,U1389,E,52,52-5,R,7,W,29/31-6326-FORAM,0,2,814.46,814.48,B ,,G ,D ,A ,R ,,P ,P ,,,,R ,P ,,,,,,,,P ,,P ,R ,P ,,,,F ,,P ,B ,,R ,,,,,,,,F ,,R ,,,,,,,P ,,,
339-U1389E-52R-7-W 29/31-6326-FORAM,339,U1389,E,52,52-7,R,CC,PAL,FORAM,0,2,816.47,816.49,B ,,G ,D ,A ,R ,,P ,R ,,,,P ,R ,,,,,,,,R ,,P ,R ,,,,,,,,,,R ,,,P ,P ,,,,A ,,R ,,,,,,,R ,,,
339-U1389E-52R-CC-PAL-FORAM,339,U1389,E,52,52-CC,R,2,PAL,FORAM,0,8,818.93,819.01,B ,,G ,D ,R ,R ,,P ,R ,,,,P ,P ,,,,,R ,,,F ,,R ,R ,,R ,,,,,,,,A ,,,,,,,,R ,,R ,,,,,,,R ,G. bononiensis,,
339-U1389E-53R-2-PAL-FORAM,339,U1389,E,53,53-2,R,CC,PAL,FORAM,0,6,820.25,820.31,B ,,G ,D ,F ,R ,,P ,R ,,,,P ,P ,,,,,P ,,,F ,,P ,R ,,R ,,,,,,,,A ,P ,,,,,,,P ,,F ,,,,,,,R ,,,
339-U1389E-54R-CC-PAL-FORAM,339,U1389,E,54,54-CC,R,1,PAL,FORAM,0,3,830.18,830.21,B ,,G ,D ,R ,R ,,R ,F ,,,,R ,P ,,,,,P ,,,R ,,R ,R ,,R ,,,,,,,,D ,,,,,,,,R ,,R ,,,,,,,,,,
339-U1389E-55R-1-PAL-FORAM,339,U1389,E,55,55-1,R,1,W,29/31-6330-FORAM,0,5,838.31,838.36,B ,,G ,D ,R ,R ,,P ,F ,,,,R ,P ,,,,R ,A ,,P ,F ,,P ,R ,,F ,,,,,,,,F ,P ,,,,,,,F ,,R ,,,,,,,R ,N. acostaensis,,
339-U1389E-55R-1-W 29/31-6330-FORAM,339,U1389,E,55,55-1,R,1,W,0/2-6327-FORAM,0,2,838.19,838.21,B ,,G ,D ,A ,,,,,,,,F ,P ,,,,P ,R ,P ,,R ,,P ,R ,,,,,,,,,,R ,P ,,,,,,,A ,,R ,,,P ,,,,,,,
339-U1389E-56R-1-W 0/2-6327-FORAM,339,U1389,E,56,56-1,R,1,W,14/16-6331-FORAM,0,2,847.5,847.52,B ,,M ,D ,F ,R ,,P ,F ,,,,P ,R ,,,,,P ,,P ,,,R ,,,,,,,,,,,A ,,,,,,,,F ,,R ,,,P ,P ,,,,,,
339-U1389E-56R-1-W 14/16-6331-FORAM,339,U1389,E,56,56-1,R,CC,PAL,FORAM,0,2,847.64,847.66,B ,,G ,D ,R ,P ,,,F ,,,,R ,P ,,,,,A ,P ,,P ,,,F ,,,P ,,,,,,,R ,,,,,,,,F ,,F ,,,R ,,,,,,,
339-U1389E-56R-CC-PAL-FORAM,339,U1389,E,56,56-CC,R,1,W,59/61-6332-FORAM,0,7,847.87,847.94,B ,,G ,D ,F ,F ,,P ,R ,,,,,R ,,,,,A ,,P ,,,P ,A ,,,,,,,,,,A ,,,,,,,,F ,P ,R ,,,P ,,,,,,,
339-U1389E-57R-1-W 59/61-6332-FORAM,339,U1389,E,57,57-1,R,3,W,58/60-6333-FORAM,0,2,857.69,857.71,B ,,G ,D ,R ,R ,,P ,F ,,,,,P ,,,,,R ,,,P ,,P ,R ,,R ,R ,,,,,,,R ,,,,,,,,A ,,F ,,,,,,,,,,
339-U1389E-57R-3-W 58/60-6333-FORAM,339,U1389,E,57,57-3,R,5,W,59/61-6334-FORAM,0,2,860.68,860.7,B ,,G ,D ,D ,,,,P ,,,,P ,R ,,,,,R ,P ,,P ,,P ,R ,,,R ,,,,,,,F ,P ,,,,,,,F ,P ,R ,,,R ,,,,P ,,,
339-U1389E-57R-5-W 59/61-6334-FORAM,339,U1389,E,57,57-5,R,CC,PAL,FORAM,0,2,863.72,863.74,B ,,G ,D ,D ,P ,,,,,,,,R ,,,,,R ,P ,,R ,,,R ,,,F ,,,,,,,,,,,,,,,F ,,R ,,,R ,,,,,,,
339-U1389E-57R-CC-PAL-FORAM,339,U1389,E,57,57-CC,R,1,W,72/74-6335-FORAM,0,5,866.8,866.85,B ,,G ,D ,R ,F ,,P ,A ,,,,,P ,,,,,A ,,,,,P ,R ,,P ,R ,,,,,,,,,,,,,,,A ,P ,R ,,,R ,R ,,,,Sphaeroid. kochi,,
339-U1389E-58R-1-W 72/74-6335-FORAM,339,U1389,E,58,58-1,R,3,W,60/62-6336-FORAM,0,2,867.42,867.44,B ,,G ,D ,A ,P ,,P ,F ,,P ,P ,,R ,,,,,R ,,P ,R ,,,R ,,R ,R ,,,,,,,,,,,,,,,A ,P ,P ,,,P ,P ,,,,,,
339-U1389E-58R-3-W 60/62-6336-FORAM,339,U1389,E,58,58-3,R,CC,PAL,FORAM,0,2,870.3,870.32,B ,,G ,D ,R ,R ,,P ,F ,,R ,P ,,,,,,R ,F ,P ,,R ,,R ,R ,P ,R ,P ,,,,,,,,P ,,,,,,,A ,,R ,,,,P ,,,,,,
339-U1389E-58R-CC-PAL-FORAM,339,U1389,E,58,58-CC,R,CC,PAL,FORAM,0,5,875.87,875.92,B ,,G ,D ,R ,R ,,,R ,,,,,P ,,,,,A ,,,,,,A ,,P ,R ,,,,,,,,,,,,,,,F ,,R ,,,P ,,,,,,,
