Label ID,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],,Preservation,Group abundance,Bolivina sp.,Alabamina dissonata,Alabamina cf. dissonata,Alabamina sp.,Anomalina praeacuta,Anomalina sp.,Anomalinoides semicribratus,Anomalinoides sp.,Arenobulimina ?,Astacolus parallelus,Astacolus sp.,Bathysiphon sp.,Bulbobaculites ?,Bulimina sp.,Bulimina thanetensis,Buliminella sp.,Cancris ?,Cassidulina subglobosa,Chrysalogonium sp.,Cibicidoides subspiratus,Cibicidoides aff. laurisae,Cibicidoides eocaenus,Cibicidoides cf. eocaenus,Cibicidoides cf. havanensis,Cibicidoides grimsdalei,Cibicidoides havanensis ,Cibicidoides kullenbergi,Cibicidoides praemundulus,Gaudryina pyramidata,Cibicidoides sp.,Gavelinella sp.,Gavelinella hyphalus,Dentalina sp.,Dorothia trochoides,Eggerella bradyi,Eggerella sp.,Ellipsodimorphina macrocephala,Ellipsodimorphina spp.,Ellipsoidella  sp.,Epistominella sp.,Epistominella umbonifera ?,Eponides regularis,Eponides sp.,Fissurina sp.,Globobulimina sp.,Globobulimina pacifica,Globocassidulina globosa,Glomospira sp. ,Guttulina sp.,Gyroidina sp. ,Gyroidinoides globosus,Gyroidinoides spp.,Hoeglundina ?,Kalamopsis (?) ,Karreriella sp. ,Laevidentalina sp.,Lagena sp.,Laticarinina pauperata,Lenticulina cf. adenalensis,Lenticulina sp.,Melonis pompilioides,Melonis sp.,Neoeponides procerus,Neoeponides sp.,Neoflabellina sp.,Nuttallides truempyi,Nodosaria aspera,Nodosaria sp.,Nonion spp.,Oridorsalis sp. ,Oridorsalis umbonatus,Plectofrondicularia cf. kerni,Plectofrondicularia lirata,Pleurostomella acuta,Paralabamina hillebrandti,Pleurostomella tenuis,Pleurostomella sp. ,Polymorphina sp.,Pullenia bulloides,Pleurostomella paleocenica,Pullenia cf. jarvisis,Pullenia quinqueloba,Pyramidulina sp.,Pyrgo sp.,Pyrulina sp.,Quinqueloculina sp.,Saracenaria sp.,Spiroplectammina spectabilis,Spiroloculina depressa,Spiroplectammina sp.,Stilostomella gracillima,Stilostomella lepidula,Stilostomella paleocenica,Stilostomella sp. ,Stilostomella subspinosa,Strictocostella scharbergana,Tritaxia sp.,Trochammina sp.,Turrilina sp.,Uvigerina sp. ,Uvigerina elongata,Valvulina spinosa?,Others,Comments,File Data
342-U1405A-6H-1-W 110/112-FORAM,342,U1405,A,6,6-1,H,1,W,110/112-FORAM,0,2,45.3,45.32,45.3,G [P21],P [A60],,,,,,P [A21],,,,,,,,,,,,,,,,,,,P [A21],,,,,P [A21],,,P [A21],,,,,,,,A [A21],,,,,,,,,,,F [A21],,P [A21],,,,,,,,,,,,,P [A21],,,P [A21],,,,,,,,,A [A21],,,,,,,,,,,,,,,,,,,,,,,,,,
342-U1405A-6H-2-W 110/112-FORAM,342,U1405,A,6,6-2,H,2,W,110/112-FORAM,0,2,46.8,46.82,46.8,G [P21],P [A60],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [A21],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [A21],,,,,,,,,,,,,,,,,,,,"few specimens, so all rated present",
342-U1405A-6H-3-W 110/112-FORAM,342,U1405,A,6,6-3,H,3,W,110/112-FORAM,0,2,48.3,48.32,48.3,G [P21],P [A60],,,,A [A21],,F [A21],,,,,,,,,,,,,,,,,,,,,,,,,,,,P [A21],P [A21],,,,,,F [A21],,,,,,,,,P [A21],,,,,,,,,,,,,,,,,,,,,,,,P [A21],,,,,F [A21],,,,,,,,,,,,,A [A21],,,P [A21],,,,,,,,P [A21],,
342-U1405A-6H-4-W 110/112-FORAM,342,U1405,A,6,6-4,H,4,W,110/112-FORAM,0,2,49.8,49.82,49.8,M [P21],P [A60],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [A21],,,,,,,,,,only few pieces of this genus found,
342-U1405A-6H-6-W 110/112-FORAM,342,U1405,A,6,6-6,H,6,W,110/112-FORAM,0,2,52.8,52.82,52.8,G [P21],R [A60],,,,P [A21],,P [A21],,,,,,,,,,,,D [A21],,,,,,,,,,,,,,,P [A21],,,,,,,,F [A21],,,,,,,,,P [A21],,P [A21],,,,,,,,,,,,,,,,,,P [A21],,,,,,,,,,,,A [A21],,,,,,,,,,,,,F [A21],,,,P [A21],,,,,,
342-U1405A-6H-CC-PAL,342,U1405,A,6,6-CC,H,CC,PAL,,0,5,54.11,54.16,54.1,G [P21],P [A60],,,,F [A21],,,,,,,,,,,,,,P [A21],,,,,,,,,,,,,,,P [A21],,,,,,,,,,,,,,,,,,,P [A21],,F [A21],,,,,,,,,,,,,,,,,P [A21],,,,,,,,P [A21],,,P [A21],,P [A21],,,,,,,,F [A21],,,F [A21],,,,,,,,,,
342-U1405A-7H-2-W 110/112-FORAM,342,U1405,A,7,7-2,H,2,W,110/112-FORAM,0,2,56.3,56.32,56.3,VG [P21],P [A60],,,,,,,,P [A21],,,,P [A21],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"few specimens, so all rated present",
342-U1405A-7H-4-W 110/112-FORAM,342,U1405,A,7,7-4,H,4,W,110/112-FORAM,0,2,59.3,59.32,59.3,G [P21],F [A60],,,,,,,,,,,,,,,,,,P [A21],,,,,,,,,,,,,,,,,P [A21],,,,,,P [A21],,,,,,,,,P [A21],,,,,,,P [A21],,,,,,,,,,,,,,,,,,,,,P [A21],,,,,,,,,,,,,,,,,P [A21],,,,,,,,,"few specimens, so all rated present",
342-U1405A-7H-5-W 110/112-FORAM,342,U1405,A,7,7-5,H,5,W,110/112-FORAM,0,2,60.8,60.82,60.8,VG [P21],P [A60],,,,F [A21],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F [A21],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342-U1405A-7H-6-W 68/69-FORAM,342,U1405,A,7,7-6,H,6,W,68/69-FORAM,0,1,61.88,61.89,61.9,G [P21],P [A60],,,,,,P [A21],,,,,,,,,,,,P [A21],,,,,,,,,,,,,,,,,,,,,,,P [A21],,,P [A21],,,,,,,,,,,,,P [A21],,,,,,,,,,,,,,,,,,,,,,,,,P [A21],,,,,,,,,,,,,P [A21],,,,,,,,P [A21],"few specimens, so all rated present",
342-U1405A-7H-CC-PAL,342,U1405,A,7,7-CC,H,CC,PAL,,0,1,62.88,62.89,62.9,M [P21],P [A60],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [A21],,,,,P [A21],,,,,,,P [A21],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342-U1405A-8H-1-W 110/112-FORAM,342,U1405,A,8,8-1,H,1,W,110/112-FORAM,0,2,64.3,64.32,64.3,VG [P21],P [A60],,,,F [A21],,,,,,,,P [A21],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [A21],,,,,,P [A21],,,,,,,,,,,,,,,,,,,,,,,
342-U1405A-8H-2-W 110/112-FORAM,342,U1405,A,8,8-2,H,2,W,110/112-FORAM,0,2,65.8,65.82,65.8,VG [P21],P [A60],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [A21],,,,,,,,,,,
342-U1405A-8H-4-W 110/112-FORAM,342,U1405,A,8,8-4,H,4,W,110/112-FORAM,0,2,68.8,68.82,68.8,,B [A60],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342-U1405A-8H-6-W 110/112-FORAM,342,U1405,A,8,8-6,H,6,W,110/112-FORAM,0,2,71.8,71.82,71.8,M [P21],P [A60],,,,,,,,,,,,P [A21],,,,,,P [A21],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [A21],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342-U1405A-8H-CC-PAL,342,U1405,A,8,8-CC,H,CC,PAL,,0,5,72.99,73.04,73.0,VG [P21],P [A60],,,,,,F [A21],,,,,,,,,,,,D [A21],,,,,,,,,,,,,,,,P [A21],,,,F [A21],,,P [A21],,,F [A21],,,,,,,,P [A21],,,,,,,,,,,,,,,,P [A21],,,P [A21],,,,,P [A21],,,A [A21],,,A [A21],,,,,,,,,,F [A21],,,A [A21],,,,,,,,F [A21],,
342-U1405A-9H-2-W 110/112-FORAM,342,U1405,A,9,9-2,H,2,W,110/112-FORAM,0,2,75.3,75.32,75.3,M [P21],P [A60],,,,P,,,,,,,,,,,,,,F [A21],,,,,,,,,,,,,,,F [A21],,P,,,,,,,,,,P,,,,,,,P,,,,,P,,,,,,,,,,P,,,,,,,,,P,,,,,,P,,,,,,,,,,,,P,F [A21],,,,,,,,,,
342-U1405A-9H-4-W 110/112-FORAM,342,U1405,A,9,9-4,H,4,W,110/112-FORAM,0,2,78.3,78.32,78.3,,B [A60],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342-U1405A-9H-6-W 110/112-FORAM,342,U1405,A,9,9-6,H,6,W,110/112-FORAM,0,2,81.3,81.32,81.3,,B [A60],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342-U1405A-9H-CC-PAL,342,U1405,A,9,9-CC,H,CC,PAL,,0,1,82.3,82.31,82.3,VG [P21],P [A60],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F [A21],,P [A21],,,,,,,,,,,,,,,,,,,,,,,P [A21],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342-U1405A-10H-2-W 110/112-FORAM,342,U1405,A,10,10-2,H,2,W,110/112-FORAM,0,2,84.8,84.82,84.8,G [P21],P [A60],,,,,,,,,,,,,,,,,,F [A21],,,,,,,,,,,,,,,F [A21],,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,P [A21],,,,,,,,,,,,,P,,P,,,,F [A21],,,,,,,,,,
342-U1405A-10H-4-W 110/112-FORAM,342,U1405,A,10,10-4,H,4,W,110/112-FORAM,0,2,87.8,87.82,87.8,,B [A60],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342-U1405A-10H-6-W 110/112-FORAM,342,U1405,A,10,10-6,H,6,W,110/112-FORAM,0,2,90.8,90.82,90.8,M [P21],P [A60],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [A21],,,,,,,,,,,,,,
342-U1405A-10H-CC-PAL,342,U1405,A,10,10-CC,H,CC,PAL,,0,5,92.16,92.21,92.2,G [P21],P [A60],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Possibly contaminated; fall in,
342-U1405A-11H-2-W 85/87-FORAM,342,U1405,A,11,11-2,H,2,W,85/87-FORAM,0,2,94.05,94.07,94.1,M [P21],P [A60],,,,,F [A21],,,,,P,,,,,,F,,,,,,,,,,,,,,,,,,P,,,P,,,,,,P,,,,,,,,,P [A21],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,P,,,,,,,,,,,,
342-U1405A-11H-4-W 85/87-FORAM,342,U1405,A,11,11-4,H,4,W,85/87-FORAM,0,2,97.05,97.07,97.1,VG [P21],P [A60],,,,,,,,,,,P,,,,,,,P,,,,,,,,,,,,,,,P,,P,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,F [A21],,F [A21],F [A21],,,,,,,,,,,,,P,,,,,,,,P,,
342-U1405A-11H-6-W 85/87-FORAM,342,U1405,A,11,11-6,H,6,W,85/87-FORAM,0,2,100.05,100.07,100.1,VG [P21],P [A60],,,,,,P,,,,,,F [A21],,,,,,,,,,,,,,,,,,,,,P,,F [A21],,,P,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,F [A21],,,F [A21],,,,F [A21],,,,,,P,,,F [A21],,,,,,,,,,
342-U1405A-11H-CC-PAL,342,U1405,A,11,11-CC,H,CC,PAL,,0,5,101.6,101.65,101.6,,B [A60],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342-U1405A-12H-1-W 100/102-FORAM,342,U1405,A,12,12-1,H,1,W,100/102-FORAM,0,2,102.2,102.22,102.2,VG [P21],P [A60],,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,P,,,,,,,P,,,P,,,,,,P,,,,,,,,,,
342-U1405A-12H-3-W 100/102-FORAM,342,U1405,A,12,12-3,H,3,W,100/102-FORAM,0,2,105.2,105.22,105.2,VG [P21],P [A60],,,,,,,,,,,,,,,,,,P [A21],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342-U1405A-12H-5-W 100/102-FORAM,342,U1405,A,12,12-5,H,5,W,100/102-FORAM,0,2,108.2,108.22,108.2,M [P21],P [A60],,,,,,,,P [A21],,,,,,,,,,,,,,,,,,,,,,,,,,,P [A21],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [A21],,,,,,,,,,,,,,,,,,,,,,,,,,
342-U1405A-12H-CC-PAL,342,U1405,A,12,12-CC,H,CC,PAL,,0,5,110.82,110.87,110.8,,B [A60],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342-U1405A-13H-2-W 100/102-FORAM,342,U1405,A,13,13-2,H,2,W,100/102-FORAM,0,2,113.2,113.22,113.2,G [P21],P [A60],,,,,,F [A21],,P,,,,P,,,,,,F [A21],,,,,,,,,,,,F [A21],,,F [A21],P,P,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,P,,,,P,,,,,,P,,F [A21],,,P,,,,,,,,,,,,,F,,,,,,,,,,
342-U1405A-13H-4-W 100/102-FORAM,342,U1405,A,13,13-4,H,4,W,100/102-FORAM,0,2,116.2,116.22,116.2,VG [P21],P [A60],,,,,,P [A21],,F [A21],,,,,,,,,,F [A21],,,,,,,,,,,,,,,F [A21],,P [A21],,,,,,A [A21],,,,,,,,,P [A21],,P [A21],,A [A21],,,,P [A21],,,,,,,,,,,,F [A21],,,,,,,,,F [A21],,,,,,,,,,,,,P [A21],,,A [A21],,,P [A21],,,,,,,
342-U1405A-13H-6-W 100/102-FORAM,342,U1405,A,13,13-6,H,6,W,100/102-FORAM,0,2,119.2,119.22,119.2,G [P21],P [A60],,,,,,P,,P,,,,,,,,,,P,,,,,,,P,,,,,P,,,P,,,,,,,,,,,,,,,,,,,P,,F [A21],,,,,,,,,,,,,,,,,,,,,,,,,P,,,P,,P,,,,,,,,P,,,D,,,,,,P [A21],,,,
342-U1405A-13H-CC-PAL,342,U1405,A,13,13-CC,H,CC,PAL,,0,4,120.47,120.51,120.5,M [P21],P [A60],,,,,,P [A21],,,,,,,,,,,,,P [A21],,,,,,,,,,,P [A21],,,,,,,,,,,,,,,,,,,P [A21],,,,,,,,,P [A21],,,,,,,,,,,,,,,,,,,,,P [A21],,,P [A21],,,,,,,,,,D [A21],,F [A21],,,,,,,,,,,
342-U1405A-14H-2-W 70/72-FORAM,342,U1405,A,14,14-2,H,2,W,70/72-FORAM,0,2,122.4,122.42,122.4,VG [P21],P [A60],,,,,,,,P,,,,,,,,,,F [A21],,,,,,,,,,,,,,,F [A21],,,,,,,P [A21],,,,,,,,,,,,P,,P,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,P,,,F,,P,,,,,,F [A21],,
342-U1405A-14H-4-W 70/72-FORAM,342,U1405,A,14,14-4,H,4,W,70/72-FORAM,0,2,125.41,125.43,125.4,M [P21],P [A60],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F [A21],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [A21],P [A21],,,,,,,,,,
342-U1405A-14H-6-W 70/72-FORAM,342,U1405,A,14,14-6,H,6,W,70/72-FORAM,0,2,128.43,128.45,128.4,VG [P21],P [A60],,,,,,,,,,,,,,,,,,D,P,,,,,,,,,,,,,,A,P,P,,,,,,P,,,P,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,D,,,F,,,,,,P [A21],,,,
342-U1405A-14H-CC-PAL,342,U1405,A,14,14-CC,H,CC,PAL,,0,5,130.12,130.17,130.1,G [P21],P [A60],,,,,,,,,,,,,,,,,,P [A21],P [A21],,,,,P [A21],,,,,,P [A21],,,P [A21],,,,,,,,,,,,,,,,,,,P [A21],,P [A21],,,,P [A21],,,,,,,,,,,,,,,,,,,,,P [A21],,,,,,,,,,,,,F [A21],,F [A21],P [A21],,,,,,,,,,
342-U1405A-15H-2-W 100/102-FORAM,342,U1405,A,15,15-2,H,2,W,100/102-FORAM,0,2,132.2,132.22,132.2,VG [P21],P [A60],,,,,,P [A21],,,,,,,,,,,,P [A21],,,,,,,,,,,,,,,F [A21],,,,,P [A21],,,,,,,,,,,,P [A21],,P [A21],,,,,,,,,,,,,,,P [A21],,,,,,,,,P [A21],,,P [A21],,,,,,,,,,,,,,,P [A21],,,,,,,,,P [A21],,
342-U1405A-15H-4-W 100/102-FORAM,342,U1405,A,15,15-4,H,4,W,100/102-FORAM,0,2,135.2,135.22,135.2,VG [P21],P [A60],,,,,,F [A21],P [A21],,,,,,,,,,,P [A21],,,,,P,,,,,,,P [A21],,,,,P [A21],,,,,,,,,P [A21],,,,,,,,P [A21],,,,,,,,P [A21],,,,,,,P [A21],,,,,,,,,,,,F [A21],,,,,,,,,,,,,,,,,,,,P [A21],,,,,,
342-U1405A-15H-6-W 100/102-FORAM,342,U1405,A,15,15-6,H,6,W,100/102-FORAM,0,2,138.2,138.22,138.2,VG [P21],P [A60],,,,,,,,,,,,,,,,,,F [A21],P [A21],,,,,,,,,,,,,,A [A21],,,,,,,F [A21],,,,,,,,,,,,P [A21],,,,,,F [A21],,,,,,,,,,,,,,,,,,,,,A [A21],,,A [A21],,,,,,,P [A21],,,A [A21],,P [A21],F [A21],,,,,,,,,,
342-U1405A-15H-CC-PAL,342,U1405,A,15,15-CC,H,CC,PAL,,0,8,139.46,139.54,139.5,VG [P21],P [A60],,,,,,,,,,,,,,,,,,F [A21],P [A21],,,,,,,,,,,P [A21],,,F [A21],,,,,,,F [A21],,,,P [A21],,,,,,,,,,F [A21],,,P [A21],,,P [A21],,,,,,,,,,,P [A21],,,,,,,,P [A21],,,P [A21],,,,P [A21],,,P [A21],,,P [A21],,P [A21],,,,,,,,,P [A21],,
342-U1405A-16H-2-W 100/102-FORAM,342,U1405,A,16,16-2,H,2,W,100/102-FORAM,0,2,141.7,141.72,141.7,VG [P21],P [A60],,,,,,,,,,,,,,,,,,F [A21],,,,,,,,,,,,,,,,,,,,P [A21],,,,,,P [A21],,,,,,,,F [A21],,,,,P [A21],P [A21],,,,,,,,,,,,,,,,,,,,,F [A21],,,F [A21],,F [A21],,F [A21],P,,P [A21],,,P [A21],,,,,P [A21],,P [A21],,,,,,
