Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Zone name (short),Zone name,Datum name,Preservation,Group abundance,Beella praedigitata,Bolliella adamsi,Bolliella calida,Bolliella praeadamsi,Candeina nitida,Catapsydrax dissimilis,Catapsydrax stainforthi,Catapsydrax unicavus,Clavatorella bermudezi,Clavatorella nicobarensis,Dentoglobigerina galavisi,Dentoglobigerina tripartita,Fohsella birnageae,Fohsella fohsi,Fohsella fohsi robusta,Fohsella lobata,Fohsella peripheroacuta,Fohsella peripheroronda,Fohsella praefohsi,Fohsella robusta,Globigerina aequilateralis,Globigerina angulisuturalis,Globigerina apertura,Globigerina bulloides,Globigerina ciperoensis,Globigerina decoraperta,Globigerina druryi,Globigerina euapertura,Globigerina falconensis,Globigerina foliata,Globigerina incisa,Globigerina labiacrassata,Globigerina nepenthes,Globigerina praebulloides,Globigerina quinqueloba,Globigerina rubescens ,Globigerina sellii,Globigerina umbilicata,Globigerina woodi,Globigerinatella insueta,Globigerinatella insueta s. str.,Globigerinella aequilateralis,Globigerinella obesa,Globigerinella praesiphonifera,Globigerinella pseudobesa,Globigerinella siphonifera,Globigerinita glutinata,Globigerinita iota,Globigerinita minuta,Globigerinita uvula,Globigerinoides altiapertura,Globigerinoides altiaperturus,Globigerinoides bisphericus,Globigerinoides bollii,Globigerinoides bulloideus ,Globigerinoides conglobatus,Globigerinoides cyclostomus,Globigerinoides diminutus,Globigerinoides elongatus,Globigerinoides extremus,Globigerinoides fistulosus,Globigerinoides higginsi ,Globigerinoides immaturus,Globigerinoides mitra,Globigerinoides obliquus,Globigerinoides parawoodi,Globigerinoides primordius,Globigerinoides pyramidalis,Globigerinoides quadrilobatus,Globigerinoides ruber (pink),Globigerinoides ruber (white),Globigerinoides sacculifer,Globigerinoides sicanus,Globigerinoides subquadratus,Globigerinoides tenellus,Globigerinoides trilobus,Globoconella conoidea,Globoconella conomiozea,Globoconella incognita,Globoconella inflata,Globoconella miozea,Globoconella panda,Globoconella sphericomiozea,Globoconella zealandica,Globoconusa daubjergensis,Globoquadrina altispira altispira,Globoquadrina altispira globosa,Globoquadrina baroemoenensis,Globoquadrina binaiensis,Globoquadrina conglomerata,Globoquadrina dehiscens,Globoquadrina globularis,Globoquadrina hexagona,Globoquadrina praedehiscens,Globoquadrina pseudofoliata,Globoquadrina venezuelana,Globorotalia acrostoma,Globorotalia anfracta,Globorotalia archeomenardii,Globorotalia bermudezi,Globorotalia birnageae,Globorotalia cavernula,Globorotalia challengeri,Globorotalia cibaoensis,Globorotalia conoidea,Globorotalia continuosa,Globorotalia crassaformis,Globorotalia cultrata,Globorotalia exilis,Globorotalia fimbriata,Globorotalia flexuosa,Globorotalia hessi,Globorotalia hirsuta,Globorotalia inflata,Globorotalia lenguaensis,Globorotalia limbata,Globorotalia margaritae,Globorotalia menardii,Globorotalia merotumida,Globorotalia miocenica ,Globorotalia miozea,Globorotalia multicamerata,Globorotalia munda,Globorotalia obesa,Globorotalia panda,Globorotalia paralenguaensis,Globorotalia plesiotumida,Globorotalia pliozea,Globorotalia praemenardii,Globorotalia praescitula,Globorotalia pseudomiocenica,Globorotalia puncticulata,Globorotalia ronda,Globorotalia scitula,Globorotalia semivera,Globorotalia theyeri,Globorotalia tosaensis,Globorotalia truncatulinoides,Globorotalia tumida,Globorotalia ungulata,Globorotalia viola,Globorotaloides carcoselleensis ,Globorotaloides suteri,Globotruncana aegyptiaca,Globoturborotalita tenellus,Guembelitria cretacea,Hedbergella amabilis,Neogloboquadrina altispira globosa,Neogloboquadrina asanoi,Neogloboquadrina atlantica,Neogloboquadrina continuosa,Neogloboquadrina dutertrei,Neogloboquadrina eggeri,"Neogloboquadrina humerosa (Takayanagi and Saito, 1962)",Neogloboquadrina incompta,"Neogloboquadrina humerosa (Gervais, 1996)",Neogloboquadrina incompta (dextral) ,Neogloboquadrina incompta (sinsitral) ,Neogloboquadrina nympha,Neogloboquadrina pachyderma,Neogloboquadrina pseudopachyderma,Orbulina bilobata,Orbulina suturalis,Orbulina universa,Orbulina universa bilobata,Orbulinoides beckmanni ,Paragloborotalia bella ,Paragloborotalia continuosa,Paragloborotalia kugleri,Paragloborotalia mayeri,Paragloborotalia nana,Paragloborotalia nympha,Paragloborotalia opima,Paragloborotalia pseudokugleri,Paragloborotalia semivera ,Paragloborotalia siakensis ,Parasubbotina aff. Pseudobulloides,Praeorbulina curva,Praeorbulina glomerosa,Praeorbulina glomerosa circularis,Praeorbulina glomerosa curva,Praeorbulina glomerosa glomerosa,Praeorbulina sicana,Praeorbulina transitoria,Pseudoguembelina costellifera,Pulleniatina finalis,Pulleniatina obliquiloculata ,Pulleniatina praecursor ,Pulleniatina primalis,Pulleniatina spectabilis,Racemiguembelina fructicosa,Sphaeroidinella dehiscens,Sphaeroidinella dehiscens excavata,Sphaeroidinella excavata,Sphaeroidinellopsis disjuncta,Sphaeroidinellopsis kochi,Sphaeroidinellopsis paenedehiscens ,Sphaeroidinellopsis seminulina,Sphaeroidinellopsis subdehiscens,Subbotina angiporoides,Subbotina corpulenta,Subbotina eocaena,Subbotina gortanii,Tenuitella angustiumbilicata,Tenuitella clemenciae,Tenuitella gemma,Tenuitella insolita,Tenuitella iota,Tenuitella minutissima,Tenuitella munda,Tenuitella postcretacea,Tenuitella reissi,Tenuitella selleyi,Tenuitellinata angustiumbilicata,Tenuitellinata iota,Tenuitellinata prestainforthi,Testacarinata inconspicua,Turborotalia increbescens,Turborotalita iota ,Turborotalita quinqueloba ,Woodringina claytonensis,Comments,File Data,Ship File Links,Shore File Links,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data
342-U1408A-3H-3-W 100/102-FORAM,0,2,17.8,17.82,,,,P [P15],R  [A61],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1408,A,3,H,3,W,100/102-FORAM
342-U1408A-3H-4-W 100/102-FORAM,0,2,19.3,19.32,,,,M [P15],C  [A61],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1408,A,3,H,4,W,100/102-FORAM
342-U1408A-3H-5-W 100/102-FORAM,0,2,20.8,20.82,,,,,B  [A61],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1408,A,3,H,5,W,100/102-FORAM
342-U1408A-3H-6-W 80/82-FORAM,0,2,22.1,22.12,,,,M [P15],F  [A61],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1408,A,3,H,6,W,80/82-FORAM
342-U1408A-3H-CC-PAL,0,10,23.32,23.42,,,,M [P15],A  [A61],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1408,A,3,H,CC,PAL,
342-U1408A-4H-1-W 100/102-FORAM,0,2,24.3,24.32,,,,M [P15],F  [A61],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1408,A,4,H,1,W,100/102-FORAM
342-U1408A-4H-2-W 100/102-FORAM,0,2,25.8,25.82,,,,M [P15],R  [A61],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1408,A,4,H,2,W,100/102-FORAM
342-U1408A-4H-3-W 100/102-FORAM,0,2,27.3,27.32,,,,M [P15],C  [A61],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1408,A,4,H,3,W,100/102-FORAM
342-U1408A-4H-4-W 100/102-FORAM,0,2,28.8,28.82,,,,G [P15],C  [A61],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1408,A,4,H,4,W,100/102-FORAM
342-U1408A-4H-5-W 50/52-FORAM,0,2,29.8,29.82,,,,G [P15],A  [A61],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1408,A,4,H,5,W,50/52-FORAM
342-U1408A-4H-6-W 58/60-FORAM,0,2,31.39,31.41,,,,G [P15],A  [A61],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1408,A,4,H,6,W,58/60-FORAM
342-U1408A-4H-CC-PAL,0,8,31.75,31.83,,,,G [P15],A  [A61],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1408,A,4,H,CC,PAL,
342-U1408A-5H-1-W 100/102-FORAM,0,2,33.8,33.82,,,,G [P15],A  [A61],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1408,A,5,H,1,W,100/102-FORAM
342-U1408A-5H-2-W 100/102-FORAM,0,2,35.3,35.32,,,,G [P15],A  [A61],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1408,A,5,H,2,W,100/102-FORAM
342-U1408A-5H-3-W 100/102-FORAM,0,2,36.8,36.82,,,,VG [P15],F  [A61],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1408,A,5,H,3,W,100/102-FORAM
342-U1408A-5H-4-W 100/102-FORAM,0,2,38.3,38.32,,,,G [P15],A  [A61],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1408,A,5,H,4,W,100/102-FORAM
342-U1408A-5H-5-W 100/102-FORAM,0,2,39.8,39.82,,,,G [P15],A  [A61],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1408,A,5,H,5,W,100/102-FORAM
