Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Sponge spicules	Sceptroneis spp.	Cestodiscus antarcticus	Asteromphalus spp.	Synedra jouseana	Stephanopyxis turris	Rocella vigilans	Actinocyclus spp.	Pyxilla fragments	Pyrgupyxis spp.	Pseudotriceratium radiosoreticulatum	Hemiaulus spp.	Chaetoceros spp. (resting spores)	Azpeitia oligocenica	Azpeitia gombosi	Lisitzinia ornata	Azpeitia praenodulifera	Rocella gelida  var. schraderi	Rocella gelida	Coscinodiscus marginatus	Coscinodiscus lewisianus var. levis	Rossiella symmetrica	Proboscia praebarboi	Coscinodiscus rhombicus	Cestodiscus pulchellus	Thalassiosira spp.	Coscinodiscus spp.	Silicoflagellate tests	Odontella aurita	Denticulopsis maccollumii	Nitzschia evenscens	Ethmodiscus rex	Thalassiothrix antarctica	Thalassionema nitzschioides  var. parva	Azpeitia cf. nodulifer	Actinocyclus ingens  var. nodus	Actinocyclus cf. karstenii	Denticulopsis dimorpha	Proboscia barboi	Actinocyclus karstenii	Hemidiscus cuneiformis	Azpeitia tabularis	Denticulopsis hustedtii	Actinocyclus ingens var. ovalis	Fragilariopsis reinholdii	Fragilariopsis fossilis	Hemidiscus karstenii	Fragilariopsis spp.	Fragilariopsis barronii	Asteromphalus parvulus	Azpeitia nodulifera	Thalassiosira oliverana	Fragilariopsis weaveri	Thalassiosira striata	Thalassiosira inura	Thalassiosira insigna	Thalassiosira fasciculata	Thalassiosira eccentrica	Thalassiosira complicata	Thalassiosira lentiginosa	Thalassionema nitzschioides	Diploneis bombus	Thalassiosira oestrupii	Thalassiosira leptopus	Fragilariopsis kerguelensis	Thalassiosira gracilis	Rhizosolenia spp.	Thalassiosira tetraoestrupii var. reimeri	Corethron criophilum	Actinocyclus curvatulus	Actinocyclus actinochilus	Stellarima microtrias	Rhizosolenia bergonii	Thalassiosira trifulta	Azpeitia neocrenulata	Actinocyclus dimorphus	Nitzschia sicula	Eucampia antarctica	Comment

  IR	                 	                 	                  	              	189	1170	A	  5	H	CC	   8.00	     39.4000	diatoms  	Diatoms                                      	A              	G                 	A              	                	                       	                  	                	                    	                	                 	                 	               	                                    	              	R                                	                    	                	                 	                       	                              	              	                        	                                   	                    	                    	                       	                      	                  	                  	C                     	C               	                         	                   	R              	R                        	                                       	                      	                               	                          	                      	F               	                      	R                     	                  	                       	                               	                         	                       	F                   	                   	F                      	                      	                   	R                      	                      	                     	                   	                     	                         	                        	                        	R                        	A                          	                	R                      	                      	F                          	                      	                 	                                         	                    	                       	                         	                     	                     	                      	                     	                      	                	                   	       

  IR	                 	                 	                  	              	189	1170	A	  6	H	CC	   8.00	     49.0300	diatoms  	Diatoms                                      	A              	MG                	A              	                	                       	                  	                	                    	                	                 	                 	               	                                    	              	R                                	                    	                	                 	                       	                              	              	F                       	                                   	                    	                    	                       	                      	                  	                  	C                     	R               	                         	                   	               	D                        	                                       	                      	                               	                          	                      	D               	                      	                      	                  	                       	                               	R                        	C                      	                    	                   	C                      	                      	R                  	F                      	                      	                     	                   	                     	                         	R                       	                        	R                        	                           	                	                       	R                     	R                          	R                     	R                	F                                        	R                   	                       	                         	                     	                     	                      	                     	                      	                	                   	       

  IR	                 	                 	                  	              	189	1170	A	  7	H	CC	  10.00	     58.2500	diatoms  	Diatoms                                      	A              	G                 	A              	                	                       	                  	                	                    	                	                 	                 	               	                                    	              	                                 	                    	                	                 	                       	                              	              	A                       	                                   	                    	                    	                       	                      	                  	                  	C                     	R               	                         	                   	R              	D                        	                                       	                      	                               	                          	                      	                	                      	C                     	                  	                       	                               	R                        	                       	R                   	                   	C                      	R                     	                   	F                      	                      	                     	                   	                     	                         	                        	                        	R                        	R                          	                	R                      	                      	                           	R                     	R                	                                         	                    	                       	                         	                     	                     	                      	                     	                      	                	                   	       

  IR	                 	                 	                  	              	189	1170	A	  8	H	CC	  16.00	     68.0700	diatoms  	Diatoms                                      	A              	G                 	C              	                	                       	                  	                	R                   	                	                 	                 	               	                                    	              	                                 	                    	                	                 	                       	                              	              	                        	                                   	                    	                    	                       	                      	                  	                  	C                     	F               	                         	                   	R              	C                        	                                       	                      	                               	                          	                      	                	                      	                      	                  	                       	                               	                         	                       	C                   	R                  	R                      	C                     	F                  	C                      	D                     	C                    	F                  	                     	R                        	F                       	C                       	+                        	R                          	                	F                      	F                     	R                          	                      	                 	                                         	                    	                       	                         	                     	                     	                      	                     	                      	                	                   	       

  IR	                 	                 	                  	              	189	1170	A	  9	H	CC	  15.00	     77.8600	diatoms  	Diatoms                                      	C              	G                 	C              	                	                       	                  	                	R                   	                	                 	                 	               	                                    	              	R                                	                    	                	                 	                       	                              	              	C                       	                                   	                    	                    	                       	                      	                  	                  	C                     	R               	                         	                   	               	C                        	R                                      	                      	                               	                          	                      	C               	                      	                      	                  	                       	                               	                         	R                      	R                   	                   	C                      	                      	                   	C                      	                      	                     	                   	                     	                         	                        	                        	                         	R                          	                	F                      	C                     	                           	                      	                 	                                         	                    	                       	                         	                     	                     	                      	                     	                      	                	                   	       

  IR	                 	                 	                  	              	189	1170	A	 10	H	CC	  12.00	     87.4800	diatoms  	Diatoms                                      	A              	G                 	A              	                	                       	                  	                	                    	                	                 	                 	               	                                    	              	                                 	                    	                	                 	                       	                              	              	                        	                                   	                    	                    	                       	                      	                  	                  	C                     	                	                         	                   	R              	C                        	                                       	                      	                               	                          	                      	F               	                      	F                     	R                 	                       	                               	R                        	                       	R                   	                   	C                      	                      	F                  	C                      	                      	                     	R                  	R                    	R                        	                        	                        	R                        	R                          	R               	                       	                      	                           	                      	                 	                                         	                    	                       	                         	                     	                     	                      	                     	                      	                	                   	       

  IR	                 	                 	                  	              	189	1170	A	 11	H	CC	  12.00	     96.8800	diatoms  	Diatoms                                      	A              	MG                	A              	                	                       	                  	                	                    	                	                 	                 	               	                                    	              	                                 	                    	                	                 	                       	                              	              	                        	                                   	                    	                    	                       	                      	                  	                  	F                     	D               	                         	                   	               	D                        	                                       	                      	                               	                          	                      	                	                      	C                     	                  	                       	                               	F                        	                       	C                   	R                  	                       	                      	C                  	C                      	C                     	R                    	F                  	R                    	C                        	R                       	C                       	                         	                           	                	                       	                      	                           	                      	                 	                                         	                    	                       	                         	                     	                     	                      	                     	                      	                	                   	       

  IR	                 	                 	                  	              	189	1170	A	 12	H	CC	  10.00	    106.4500	diatoms  	Diatoms                                      	F              	P                 	R              	                	                       	                  	                	                    	                	                 	                 	               	                                    	              	                                 	                    	                	                 	                       	                              	              	                        	                                   	                    	                    	                       	                      	                  	                  	F                     	                	                         	                   	               	R                        	                                       	                      	                               	                          	                      	                	                      	                      	R                 	                       	                               	                         	                       	F                   	                   	                       	                      	F                  	F                      	R                     	                     	                   	                     	                         	                        	                        	                         	                           	                	                       	                      	                           	                      	                 	                                         	                    	                       	                         	                     	                     	                      	                     	                      	                	                   	       

  IR	                 	                 	                  	              	189	1170	A	 13	H	CC	  12.00	    115.2400	diatoms  	Diatoms                                      	F              	MP                	F              	                	                       	                  	                	                    	                	                 	                 	               	                                    	              	                                 	                    	                	                 	                       	                              	              	                        	                                   	                    	                    	                       	                      	                  	                  	                      	R               	                         	                   	               	                         	                                       	                      	                               	                          	                      	                	                      	                      	                  	                       	                               	                         	                       	                    	                   	                       	                      	A                  	                       	                      	                     	                   	                     	                         	                        	                        	                         	                           	                	                       	                      	                           	                      	                 	                                         	                    	                       	                         	                     	                     	                      	                     	                      	                	                   	       

  IR	                 	                 	                  	              	189	1170	A	 14	H	CC	  11.00	    123.7300	diatoms  	Diatoms                                      	F              	M                 	R              	                	                       	                  	                	                    	                	                 	                 	               	                                    	              	                                 	                    	                	                 	                       	                              	              	F                       	                                   	                    	                    	                       	                      	                  	                  	                      	R               	                         	                   	               	                         	                                       	                      	                               	                          	                      	                	                      	                      	                  	                       	                               	R                        	                       	                    	                   	                       	                      	A                  	                       	                      	                     	                   	                     	                         	                        	                        	                         	                           	                	                       	                      	                           	                      	                 	                                         	                    	                       	                         	                     	                     	                      	                     	                      	                	                   	       

  IR	                 	                 	                  	              	189	1170	A	 15	H	CC	  12.00	    133.9400	diatoms  	Diatoms                                      	T              	P                 	T              	                	                       	                  	                	                    	                	                 	                 	               	                                    	              	                                 	                    	                	                 	                       	                              	              	                        	                                   	                    	                    	                       	                      	                  	T                 	                      	                	                         	                   	               	                         	                                       	                      	                               	                          	                      	                	                      	                      	                  	                       	                               	                         	                       	                    	                   	                       	T                     	                   	                       	                      	                     	                   	                     	                         	                        	                        	                         	                           	                	                       	                      	                           	                      	                 	                                         	                    	                       	                         	                     	                     	                      	                     	                      	                	                   	       

  IR	                 	                 	                  	              	189	1170	A	 16	H	CC	  12.00	    143.7500	diatoms  	Diatoms                                      	T              	P                 	               	                	                       	                  	                	                    	                	                 	                 	               	                                    	              	                                 	                    	                	                 	                       	                              	              	T                       	                                   	                    	                    	                       	                      	                  	                  	                      	                	                         	                   	               	T                        	                                       	                      	                               	                          	                      	                	                      	                      	                  	                       	                               	                         	                       	                    	                   	                       	                      	                   	                       	                      	                     	                   	                     	                         	                        	                        	                         	                           	                	                       	                      	                           	                      	                 	                                         	                    	                       	                         	                     	                     	                      	                     	                      	                	                   	       

  IR	                 	                 	                  	              	189	1170	A	 17	H	CC	  21.00	    153.5700	diatoms  	Diatoms                                      	F              	P                 	T              	                	                       	                  	                	                    	                	                 	                 	               	                                    	              	R                                	                    	                	                 	                       	                              	              	R                       	                                   	                    	                    	                       	                      	                  	                  	                      	F               	                         	                   	               	F                        	                                       	                      	                               	                          	                      	                	                      	                      	                  	                       	C                              	R                        	                       	R                   	R                  	F                      	                      	                   	                       	                      	                     	                   	                     	                         	                        	                        	                         	                           	                	                       	                      	                           	                      	                 	                                         	                    	                       	                         	                     	                     	                      	                     	                      	                	                   	       

  IR	                 	                 	                  	              	189	1170	A	 18	H	CC	  23.00	    163.7000	diatoms  	Diatoms                                      	T              	MP                	T              	                	                       	                  	                	                    	                	                 	                 	               	                                    	              	                                 	                    	                	                 	                       	                              	              	                        	                                   	                    	                    	                       	                      	                  	                  	                      	R               	                         	                   	               	R                        	C                                      	                      	                               	                          	                      	F               	                      	                      	R                 	                       	R                              	                         	                       	                    	                   	                       	                      	                   	                       	                      	                     	                   	                     	                         	                        	                        	                         	                           	                	                       	                      	                           	                      	                 	                                         	                    	                       	                         	                     	                     	                      	                     	                      	                	                   	       

  IR	                 	                 	                  	              	189	1170	A	 19	X	CC	   3.00	    167.1300	diatoms  	Diatoms                                      	A              	MG                	A              	                	                       	                  	                	                    	                	                 	                 	               	                                    	              	                                 	                    	                	                 	                       	                              	              	C                       	                                   	                    	                    	                       	                      	                  	                  	                      	D               	                         	                   	               	C                        	                                       	                      	                               	                          	                      	R               	                      	                      	                  	R                      	                               	R                        	C                      	                    	                   	                       	                      	                   	                       	                      	                     	                   	                     	                         	                        	                        	                         	                           	                	                       	                      	                           	                      	                 	                                         	                    	                       	                         	                     	                     	                      	                     	                      	                	                   	       

  IR	                 	                 	                  	              	189	1170	A	 20	X	CC	  21.00	    174.5400	diatoms  	Diatoms                                      	C              	MG                	C              	                	                       	                  	                	                    	                	                 	                 	               	                                    	              	                                 	                    	                	                 	                       	                              	              	C                       	                                   	                    	                    	                       	                      	                  	                  	F                     	                	                         	                   	R              	C                        	                                       	                      	                               	                          	                      	C               	                      	                      	                  	                       	F                              	                         	                       	                    	                   	                       	                      	                   	                       	                      	                     	                   	                     	                         	                        	                        	                         	                           	                	                       	                      	                           	                      	                 	                                         	                    	                       	                         	                     	                     	                      	                     	                      	                	                   	       

  IR	                 	                 	                  	              	189	1170	A	 21	X	CC	  11.00	    180.9100	diatoms  	Diatoms                                      	R              	P                 	R              	                	                       	                  	                	                    	                	                 	                 	               	                                    	              	                                 	                    	                	                 	                       	                              	              	R                       	                                   	                    	                    	                       	                      	                  	                  	                      	                	                         	                   	               	                         	                                       	                      	                               	                          	                      	                	                      	                      	                  	R                      	R                              	                         	                       	                    	                   	                       	                      	                   	                       	                      	                     	                   	                     	                         	                        	                        	                         	                           	                	                       	                      	                           	                      	                 	                                         	                    	                       	                         	                     	                     	                      	                     	                      	                	                   	       

  IR	                 	                 	                  	              	189	1170	A	 22	X	CC	  12.00	    192.0500	diatoms  	Diatoms                                      	C              	M                 	               	                	                       	                  	                	                    	                	F                	                 	               	                                    	              	                                 	                    	                	                 	                       	                              	              	C                       	                                   	                    	                    	                       	                      	                  	                  	                      	                	                         	                   	               	F                        	                                       	                      	                               	                          	                      	                	                      	R                     	F                 	                       	                               	                         	                       	                    	                   	                       	                      	                   	                       	                      	                     	                   	                     	                         	                        	                        	                         	                           	                	                       	                      	                           	                      	                 	                                         	                    	                       	                         	                     	                     	                      	                     	                      	                	                   	       

  IR	                 	                 	                  	              	189	1170	A	 23	X	CC	  12.00	    201.1300	diatoms  	Diatoms                                      	R              	P                 	T              	                	                       	                  	                	                    	                	                 	                 	               	                                    	              	                                 	                    	                	                 	                       	                              	              	                        	                                   	                    	                    	                       	                      	                  	                  	                      	R               	                         	                   	               	                         	                                       	                      	                               	                          	R                     	                	R                     	                      	                  	                       	                               	                         	                       	                    	                   	                       	                      	                   	                       	                      	                     	                   	                     	                         	                        	                        	                         	                           	                	                       	                      	                           	                      	                 	                                         	                    	                       	                         	                     	                     	                      	                     	                      	                	                   	       

  IR	                 	                 	                  	              	189	1170	A	 24	X	CC	  16.00	    210.3100	diatoms  	Diatoms                                      	C              	M                 	T              	                	                       	                  	                	                    	                	                 	                 	               	                                    	              	                                 	                    	                	                 	                       	                              	              	                        	                                   	                    	                    	                       	                      	                  	R                 	                      	C               	                         	                   	               	C                        	                                       	                      	                               	                          	                      	                	R                     	                      	                  	                       	                               	                         	                       	                    	                   	                       	                      	                   	                       	                      	                     	                   	                     	                         	                        	                        	                         	                           	                	                       	                      	                           	                      	                 	                                         	                    	                       	                         	                     	                     	                      	                     	                      	                	                   	       

  IR	                 	                 	                  	              	189	1170	A	 25	X	CC	  20.00	    220.3400	diatoms  	Diatoms                                      	R              	MP                	T              	                	                       	                  	                	                    	                	R                	                 	               	                                    	              	                                 	                    	                	                 	                       	                              	              	                        	                                   	                    	                    	                       	                      	                  	                  	                      	R               	                         	                   	               	R                        	                                       	                      	                               	                          	                      	R               	                      	                      	                  	                       	                               	                         	                       	                    	                   	                       	                      	                   	                       	                      	                     	                   	                     	                         	                        	                        	                         	                           	                	                       	                      	                           	                      	                 	                                         	                    	                       	                         	                     	                     	                      	                     	                      	                	                   	       

  IR	                 	                 	                  	              	189	1170	A	 26	X	CC	  10.00	    227.5500	diatoms  	Diatoms                                      	R              	M                 	T              	                	                       	                  	                	                    	                	                 	                 	               	                                    	              	                                 	                    	                	                 	                       	                              	              	R                       	                                   	                    	                    	                       	                      	                  	                  	                      	R               	                         	                   	               	                         	                                       	                      	                               	                          	R                     	                	                      	                      	                  	                       	                               	                         	                       	                    	                   	                       	                      	                   	                       	                      	                     	                   	                     	                         	                        	                        	                         	                           	                	                       	                      	                           	                      	                 	                                         	                    	                       	                         	                     	                     	                      	                     	                      	                	                   	       

  IR	                 	                 	                  	              	189	1170	A	 27	X	CC	  12.00	    239.3800	diatoms  	Diatoms                                      	R              	P                 	T              	                	                       	                  	                	                    	                	                 	                 	               	                                    	              	                                 	                    	                	                 	                       	                              	              	                        	                                   	                    	                    	                       	                      	                  	                  	                      	R               	                         	                   	               	                         	                                       	                      	                               	                          	                      	                	                      	                      	                  	                       	                               	                         	                       	                    	                   	                       	                      	                   	                       	                      	                     	                   	                     	                         	                        	                        	                         	                           	                	                       	                      	                           	                      	                 	                                         	                    	                       	                         	                     	                     	                      	                     	                      	                	                   	       

  IR	                 	                 	                  	              	189	1170	A	 28	X	CC	  20.00	    250.7000	diatoms  	Diatoms                                      	R              	P                 	T              	                	                       	                  	                	                    	                	                 	R                	R              	                                    	              	                                 	                    	                	                 	                       	                              	              	C                       	                                   	                    	                    	                       	                      	                  	                  	                      	C               	                         	                   	               	C                        	                                       	                      	C                              	                          	                      	                	                      	                      	                  	                       	                               	                         	                       	                    	                   	                       	                      	                   	                       	                      	                     	                   	                     	                         	                        	                        	                         	                           	                	                       	                      	                           	                      	                 	                                         	                    	                       	                         	                     	                     	                      	                     	                      	                	                   	       

  IR	                 	                 	                  	              	189	1170	A	 29	X	CC	  10.00	    259.4400	diatoms  	Diatoms                                      	F              	M                 	F              	                	                       	                  	                	                    	                	                 	                 	               	                                    	              	                                 	                    	                	                 	                       	T                             	              	                        	                                   	                    	                    	                       	                      	                  	                  	                      	F               	                         	                   	               	F                        	                                       	                      	                               	                          	                      	                	                      	                      	                  	                       	                               	                         	                       	                    	                   	                       	                      	                   	                       	                      	                     	                   	                     	                         	                        	                        	                         	                           	                	                       	                      	                           	                      	                 	                                         	                    	                       	                         	                     	                     	                      	                     	                      	                	                   	       

  IR	                 	                 	                  	              	189	1170	A	 30	X	CC	   9.00	    270.2200	diatoms  	Diatoms                                      	T              	P                 	T              	                	                       	                  	                	                    	                	                 	                 	               	                                    	              	                                 	                    	                	                 	                       	                              	              	                        	                                   	                    	                    	                       	                      	                  	T                 	                      	T               	                         	                   	               	T                        	                                       	                      	                               	                          	T                     	                	                      	                      	                  	                       	                               	                         	                       	                    	                   	                       	                      	                   	                       	                      	                     	                   	                     	                         	                        	                        	                         	                           	                	                       	                      	                           	                      	                 	                                         	                    	                       	                         	                     	                     	                      	                     	                      	                	                   	       

  IR	                 	                 	                  	              	189	1170	A	 31	X	CC	  12.00	    281.7400	diatoms  	Diatoms                                      	T              	P                 	               	                	                       	                  	                	                    	                	                 	                 	               	                                    	              	                                 	                    	                	                 	                       	                              	              	                        	                                   	                    	                    	                       	                      	                  	T                 	                      	                	                         	                   	               	                         	                                       	                      	                               	                          	                      	                	                      	                      	                  	                       	                               	                         	                       	                    	                   	                       	                      	                   	                       	                      	                     	                   	                     	                         	                        	                        	                         	                           	                	                       	                      	                           	                      	                 	                                         	                    	                       	                         	                     	                     	                      	                     	                      	                	                   	       

  IR	                 	                 	                  	              	189	1170	A	 32	X	CC	  15.00	    290.8900	diatoms  	Diatoms                                      	F              	G                 	               	                	                       	                  	                	                    	                	                 	                 	               	                                    	              	                                 	                    	                	                 	                       	                              	              	                        	                                   	                    	                    	                       	                      	                  	                  	F                     	F               	                         	                   	               	                         	C                                      	F                     	C                              	F                         	                      	                	                      	                      	                  	                       	                               	                         	                       	                    	                   	                       	                      	                   	                       	                      	                     	                   	                     	                         	                        	                        	                         	                           	                	                       	                      	                           	                      	                 	                                         	                    	                       	                         	                     	                     	                      	                     	                      	                	                   	       

  IR	                 	                 	                  	              	189	1170	A	 33	X	CC	  11.00	    299.6000	diatoms  	Diatoms                                      	T              	P                 	T              	                	                       	                  	F               	                    	                	                 	                 	               	                                    	              	                                 	                    	                	                 	                       	                              	              	                        	                                   	                    	                    	                       	                      	                  	                  	                      	T               	                         	                   	               	R                        	                                       	                      	                               	                          	                      	                	                      	                      	                  	                       	                               	                         	                       	                    	                   	                       	                      	                   	                       	                      	                     	                   	                     	                         	                        	                        	                         	                           	                	                       	                      	                           	                      	                 	                                         	                    	                       	                         	                     	                     	                      	                     	                      	                	                   	       

  IR	                 	                 	                  	              	189	1170	A	 34	X	CC	  21.00	    310.3900	diatoms  	Diatoms                                      	A              	G                 	C              	                	                       	                  	C               	                    	+               	                 	                 	               	                                    	              	                                 	                    	                	                 	                       	T                             	              	R                       	                                   	                    	                    	R                      	                      	                  	                  	                      	C               	A                        	R                  	R              	                         	                                       	                      	                               	                          	                      	                	                      	                      	                  	                       	                               	                         	                       	                    	                   	                       	                      	                   	                       	                      	                     	                   	                     	                         	                        	                        	                         	                           	                	                       	                      	                           	                      	                 	                                         	                    	                       	                         	                     	                     	                      	                     	                      	                	                   	       

  IR	                 	                 	                  	              	189	1170	A	 35	X	CC	  19.00	    318.4300	diatoms  	Diatoms                                      	R              	P                 	R              	                	                       	                  	R               	                    	                	                 	                 	               	                                    	T             	                                 	                    	                	                 	                       	T                             	              	                        	                                   	                    	                    	                       	                      	                  	                  	R                     	R               	R                        	                   	               	                         	                                       	                      	                               	                          	                      	                	                      	                      	                  	                       	                               	                         	                       	                    	                   	                       	                      	                   	                       	                      	                     	                   	                     	                         	                        	                        	                         	                           	                	                       	                      	                           	                      	                 	                                         	                    	                       	                         	                     	                     	                      	                     	                      	                	                   	       

  IR	                 	                 	                  	              	189	1170	A	 36	X	CC	  16.00	    327.5200	diatoms  	Diatoms                                      	T              	P                 	T              	                	                       	                  	                	                    	                	                 	                 	               	                                    	              	                                 	                    	                	                 	                       	                              	              	                        	                                   	                    	                    	                       	                      	                  	                  	                      	                	                         	                   	               	                         	                                       	                      	                               	                          	                      	                	                      	                      	                  	                       	                               	                         	                       	                    	                   	                       	                      	                   	                       	                      	                     	                   	                     	                         	                        	                        	                         	                           	                	                       	                      	                           	                      	                 	                                         	                    	                       	                         	                     	                     	                      	                     	                      	                	                   	       

  IR	                 	                 	                  	              	189	1170	A	 37	X	CC	  16.00	    338.8000	diatoms  	Diatoms                                      	T              	P                 	T              	                	                       	                  	                	                    	                	                 	                 	               	                                    	              	                                 	                    	                	                 	                       	                              	              	                        	                                   	                    	                    	                       	                      	                  	T                 	                      	                	                         	                   	               	                         	                                       	                      	                               	                          	                      	                	                      	                      	                  	                       	                               	                         	                       	                    	                   	                       	                      	                   	                       	                      	                     	                   	                     	                         	                        	                        	                         	                           	                	                       	                      	                           	                      	                 	                                         	                    	                       	                         	                     	                     	                      	                     	                      	                	                   	       

  IR	                 	                 	                  	              	189	1170	A	 38	X	CC	  13.00	    347.1800	diatoms  	Diatoms                                      	T              	P                 	T              	                	                       	                  	                	                    	                	                 	                 	               	                                    	              	                                 	                    	                	                 	                       	                              	              	                        	                                   	                    	                    	                       	                      	                  	T                 	                      	                	                         	                   	               	                         	                                       	                      	                               	                          	                      	                	                      	                      	                  	                       	                               	                         	                       	                    	                   	                       	                      	                   	                       	                      	                     	                   	                     	                         	                        	                        	                         	                           	                	                       	                      	                           	                      	                 	                                         	                    	                       	                         	                     	                     	                      	                     	                      	                	                   	       

  IR	                 	                 	                  	              	189	1170	A	 39	X	CC	  19.00	    356.5300	diatoms  	Diatoms                                      	B              	                  	T              	                	                       	                  	                	                    	                	                 	                 	               	                                    	              	                                 	                    	                	                 	                       	                              	              	                        	                                   	                    	                    	                       	                      	                  	+                 	                      	                	                         	                   	               	                         	                                       	                      	                               	                          	                      	                	                      	                      	                  	                       	                               	                         	                       	                    	                   	                       	                      	                   	                       	                      	                     	                   	                     	                         	                        	                        	                         	                           	                	                       	                      	                           	                      	                 	                                         	                    	                       	                         	                     	                     	                      	                     	                      	                	                   	       

