Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Reticulofenestra sp. (<5 microns),Pseudoemiliania lacunosa (elliptical),Helicosphaera sellii,Helicosphaera carteri,Discoaster tamalis,Discoaster surculus,Discoaster pentaradiatus,Discoaster brouweri,Coccolithus pelagicus,Calcidiscus macintyrei,Calcidiscus leptoporus,Discoaster triradiatus,Ceratolithus cristatus,Umbilicosphaera sibogae,Pseudoemiliania lacunosa (round),Pontosphaera spp.,Pontosphaera multipora,Rhabdosphaera clavigera,Gephyrocapsa spp. small (<4 microns),Syracosphaera pulchra,Gephyrocapsa spp. A-B,Scapholithus fossilis,Ceratolithus telesmus,Reticulofenestra sp. A,Reticulofenestra asanoi,Gephyrocapsa spp. C-D,Oolithotus fragilis,Emiliania huxleyi,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,CN15              ,              ,133, 822,A,  2,H, 5, 112.00,      8.0200,Wei      ,Nannofossils                                 ,A              ,G                 ,                                 ,                                     ,                    ,R                    ,                  ,                   ,                        ,                   ,                     ,                      ,R                     ,                      ,                      ,F                      ,                                ,R                ,                      ,R                      ,A                                   ,F                    ,                     ,                     ,                     ,                      ,                       ,A                    ,                   ,R                ,from ODP 133 SR Chapter 2 Table 2 p 26-27
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,CN15              ,              ,133, 822,A,  2,H, 6, 112.00,      9.5200,Wei      ,Nannofossils                                 ,A              ,G                 ,                                 ,                                     ,                    ,R                    ,                  ,                   ,                        ,                   ,                     ,                      ,R                     ,                      ,                      ,F                      ,                                ,R                ,                      ,R                      ,A                                   ,F                    ,                     ,                     ,                     ,                      ,                       ,A                    ,                   ,C                ,from ODP 133 SR Chapter 2 Table 2 p 26-27
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,CN15              ,              ,133, 822,A,  2,H,CC,  12.00,     10.5600,Wei      ,Nannofossils                                 ,A              ,G                 ,                                 ,                                     ,                    ,F                    ,                  ,                   ,                        ,                   ,                     ,                      ,F                     ,                      ,                      ,F                      ,                                ,                 ,                      ,                       ,A                                   ,R                    ,                     ,                     ,                     ,                      ,                       ,C                    ,                   ,A                ,from ODP 133 SR Chapter 2 Table 2 p 26-27
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,CN15              ,              ,133, 822,A,  3,H, 1, 112.00,     11.5200,Wei      ,Nannofossils                                 ,A              ,G                 ,                                 ,                                     ,                    ,R                    ,                  ,                   ,                        ,                   ,                     ,                      ,R                     ,                      ,                      ,                       ,                                ,                 ,                      ,R                      ,A                                   ,R                    ,                     ,                     ,                     ,                      ,                       ,A                    ,                   ,R                ,from ODP 133 SR Chapter 2 Table 2 p 26-27
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,CN15              ,              ,133, 822,A,  3,H, 3, 112.00,     14.5200,Wei      ,Nannofossils                                 ,A              ,G                 ,                                 ,                                     ,                    ,R                    ,                  ,                   ,                        ,                   ,                     ,                      ,R                     ,                      ,                      ,R                      ,                                ,                 ,R                     ,                       ,A                                   ,R                    ,                     ,                     ,                     ,                      ,                       ,A                    ,                   ,R                ,from ODP 133 SR Chapter 2 Table 2 p 26-27
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,CN15              ,              ,133, 822,A,  3,H,CC,  24.00,     20.2800,Wei      ,Nannofossils                                 ,A              ,G                 ,                                 ,                                     ,                    ,R                    ,                  ,                   ,                        ,                   ,                     ,                      ,R                     ,                      ,                      ,F                      ,                                ,                 ,                      ,                       ,A                                   ,R                    ,                     ,                     ,                     ,                      ,                       ,A                    ,                   ,C                ,from ODP 133 SR Chapter 2 Table 2 p 26-27
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,CN15              ,              ,133, 822,A,  4,H, 1, 113.00,     21.0300,Wei      ,Nannofossils                                 ,A              ,G                 ,                                 ,                                     ,                    ,R                    ,                  ,                   ,                        ,                   ,                     ,                      ,R                     ,                      ,                      ,F                      ,                                ,R                ,                      ,                       ,A                                   ,R                    ,                     ,R                    ,                     ,                      ,                       ,A                    ,                   ,R                ,from ODP 133 SR Chapter 2 Table 2 p 26-27
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,CN13b             ,CN14a         ,133, 822,A,  4,H, 2, 113.00,     22.5300,Wei      ,Nannofossils                                 ,A              ,G                 ,                                 ,R                                    ,                    ,R                    ,                  ,                   ,                        ,                   ,                     ,                      ,R                     ,                      ,                      ,F                      ,                                ,R                ,                      ,                       ,A                                   ,F                    ,                     ,R                    ,                     ,                      ,                       ,A                    ,R                  ,                 ,from ODP 133 SR Chapter 2 Table 2 p 26-27
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,CN13b             ,CN14a         ,133, 822,A,  4,H, 3, 113.00,     24.0300,Wei      ,Nannofossils                                 ,A              ,G                 ,                                 ,                                     ,                    ,R                    ,                  ,                   ,                        ,                   ,                     ,                      ,R                     ,                      ,                      ,F                      ,                                ,R                ,                      ,                       ,A                                   ,R                    ,                     ,                     ,                     ,                      ,                       ,A                    ,                   ,                 ,from ODP 133 SR Chapter 2 Table 2 p 26-27
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,CN13b             ,CN14a         ,133, 822,A,  4,H, 4, 113.00,     25.5300,Wei      ,Nannofossils                                 ,A              ,G                 ,                                 ,R                                    ,                    ,R                    ,                  ,                   ,                        ,                   ,                     ,                      ,R                     ,                      ,                      ,F                      ,                                ,R                ,R                     ,                       ,A                                   ,F                    ,                     ,R                    ,                     ,                      ,                       ,A                    ,                   ,                 ,from ODP 133 SR Chapter 2 Table 2 p 26-27
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,CN13b             ,CN14a         ,133, 822,A,  4,H,CC,  19.00,     29.6800,Wei      ,Nannofossils                                 ,A              ,G                 ,                                 ,R                                    ,                    ,R                    ,                  ,                   ,                        ,                   ,                     ,                      ,C                     ,                      ,                      ,                       ,                                ,                 ,                      ,                       ,A                                   ,                     ,                     ,                     ,                     ,                      ,                       ,A                    ,                   ,                 ,from ODP 133 SR Chapter 2 Table 2 p 26-27
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,CN13b             ,CN14a         ,133, 822,A,  5,H,CC,  25.00,     39.2700,Wei      ,Nannofossils                                 ,A              ,M                 ,                                 ,                                     ,                    ,R                    ,                  ,                   ,                        ,                   ,                     ,                      ,R                     ,                      ,                      ,                       ,                                ,                 ,                      ,                       ,C                                   ,                     ,                     ,                     ,                     ,                      ,                       ,A                    ,                   ,                 ,from ODP 133 SR Chapter 2 Table 2 p 26-27
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,CN13b             ,CN14a         ,133, 822,A,  6,H,CC,  34.00,     47.8800,Wei      ,Nannofossils                                 ,A              ,G                 ,                                 ,C                                    ,                    ,R                    ,                  ,                   ,                        ,                   ,                     ,                      ,F                     ,                      ,                      ,C                      ,                                ,                 ,                      ,                       ,F                                   ,F                    ,                     ,                     ,                     ,                      ,                       ,A                    ,                   ,                 ,from ODP 133 SR Chapter 2 Table 2 p 26-27
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,CN13b             ,CN14a         ,133, 822,A,  7,H, 4, 112.00,     54.0200,Wei      ,Nannofossils                                 ,A              ,G                 ,                                 ,R                                    ,                    ,R                    ,                  ,                   ,                        ,                   ,                     ,                      ,F                     ,                      ,                      ,F                      ,                                ,                 ,                      ,R                      ,A                                   ,                     ,                     ,                     ,                     ,                      ,                       ,A                    ,                   ,                 ,from ODP 133 SR Chapter 2 Table 2 p 26-27
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,CN13b             ,CN14a         ,133, 822,A,  7,H, 5, 112.00,     55.5200,Wei      ,Nannofossils                                 ,A              ,G                 ,                                 ,R                                    ,                    ,F                    ,                  ,                   ,                        ,                   ,                     ,                      ,F                     ,                      ,                      ,F                      ,                                ,                 ,                      ,R                      ,A                                   ,R                    ,                     ,R                    ,                     ,R                     ,                       ,A                    ,                   ,                 ,from ODP 133 SR Chapter 2 Table 2 p 26-27
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,CN13b             ,CN14a         ,133, 822,A,  7,H,CC,  30.00,     58.5100,Wei      ,Nannofossils                                 ,A              ,M                 ,                                 ,C                                    ,                    ,F                    ,                  ,                   ,                        ,                   ,                     ,                      ,F                     ,                      ,                      ,F                      ,                                ,                 ,                      ,R                      ,A                                   ,R                    ,                     ,                     ,                     ,R                     ,                       ,A                    ,                   ,                 ,from ODP 133 SR Chapter 2 Table 2 p 26-27
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,CN13b             ,CN14a         ,133, 822,A,  8,H,CC,  28.00,     68.0700,Wei      ,Nannofossils                                 ,A              ,G                 ,                                 ,                                     ,                    ,F                    ,                  ,                   ,                        ,                   ,                     ,                      ,F                     ,                      ,                      ,                       ,                                ,                 ,                      ,F                      ,A                                   ,                     ,                     ,                     ,                     ,F                     ,                       ,A                    ,                   ,                 ,from ODP 133 SR Chapter 2 Table 2 p 26-27
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,CN13b             ,CN14a         ,133, 822,A,  9,H,CC,  22.00,     78.1200,Wei      ,Nannofossils                                 ,A              ,G                 ,                                 ,A                                    ,                    ,F                    ,                  ,                   ,                        ,                   ,                     ,                      ,F                     ,                      ,                      ,R                      ,                                ,                 ,                      ,F                      ,A                                   ,                     ,                     ,                     ,                     ,R                     ,                       ,A                    ,                   ,                 ,from ODP 133 SR Chapter 2 Table 2 p 26-27
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,CN13b             ,CN14a         ,133, 822,A, 10,H, 2, 114.00,     78.7400,Wei      ,Nannofossils                                 ,A              ,G                 ,                                 ,A                                    ,                    ,R                    ,                  ,                   ,                        ,                   ,                     ,                      ,R                     ,                      ,                      ,R                      ,C                               ,                 ,                      ,R                      ,A                                   ,                     ,                     ,R                    ,                     ,F                     ,R                      ,                     ,                   ,                 ,from ODP 133 SR Chapter 2 Table 2 p 26-27
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,CN13b             ,CN14a         ,133, 822,A, 10,H, 3, 114.00,     80.2400,Wei      ,Nannofossils                                 ,A              ,G                 ,                                 ,A                                    ,                    ,                     ,                  ,                   ,                        ,                   ,                     ,                      ,R                     ,                      ,                      ,R                      ,C                               ,R                ,                      ,                       ,A                                   ,                     ,                     ,                     ,                     ,F                     ,                       ,                     ,                   ,                 ,from ODP 133 SR Chapter 2 Table 2 p 26-27
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,CN13b             ,CN14a         ,133, 822,A, 10,H,CC,  54.00,     88.0400,Wei      ,Nannofossils                                 ,A              ,G                 ,                                 ,A                                    ,                    ,R                    ,                  ,                   ,                        ,                   ,                     ,                      ,F                     ,                      ,                      ,R                      ,                                ,                 ,                      ,R                      ,A                                   ,                     ,                     ,                     ,                     ,R                     ,                       ,                     ,                   ,                 ,from ODP 133 SR Chapter 2 Table 2 p 26-27
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,CN13b             ,CN14a         ,133, 822,A, 11,H, 3, 111.00,     90.5100,Wei      ,Nannofossils                                 ,A              ,G                 ,                                 ,A                                    ,                    ,R                    ,                  ,                   ,                        ,                   ,                     ,                      ,F                     ,                      ,                      ,R                      ,C                               ,R                ,R                     ,R                      ,A                                   ,                     ,                     ,                     ,                     ,R                     ,                       ,                     ,                   ,                 ,from ODP 133 SR Chapter 2 Table 2 p 26-27
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,CN13b             ,CN14a         ,133, 822,A, 11,H, 4, 111.00,     92.0100,Wei      ,Nannofossils                                 ,A              ,G                 ,                                 ,A                                    ,                    ,F                    ,                  ,                   ,                        ,                   ,                     ,                      ,F                     ,                      ,                      ,                       ,C                               ,F                ,                      ,R                      ,A                                   ,                     ,                     ,                     ,                     ,                      ,                       ,                     ,                   ,                 ,from ODP 133 SR Chapter 2 Table 2 p 26-27
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,CN13b             ,CN14a         ,133, 822,A, 11,H, 5, 111.00,     93.5100,Wei      ,Nannofossils                                 ,A              ,G                 ,                                 ,A                                    ,                    ,F                    ,                  ,                   ,                        ,                   ,                     ,                      ,R                     ,                      ,R                     ,R                      ,C                               ,R                ,R                     ,R                      ,A                                   ,                     ,                     ,                     ,                     ,                      ,                       ,                     ,                   ,                 ,from ODP 133 SR Chapter 2 Table 2 p 26-27
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,CN13b             ,CN14a         ,133, 822,A, 11,H,CC,  30.00,     96.4700,Wei      ,Nannofossils                                 ,A              ,G                 ,                                 ,A                                    ,                    ,F                    ,                  ,                   ,                        ,                   ,                     ,                      ,R                     ,                      ,                      ,R                      ,                                ,                 ,                      ,                       ,A                                   ,                     ,                     ,                     ,                     ,                      ,                       ,                     ,                   ,                 ,from ODP 133 SR Chapter 2 Table 2 p 26-27
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,CN13b             ,CN14a         ,133, 822,A, 12,X,CC,  41.00,    104.1900,Wei      ,Nannofossils                                 ,A              ,G                 ,                                 ,A                                    ,                    ,R                    ,                  ,                   ,                        ,                   ,                     ,                      ,R                     ,                      ,                      ,R                      ,                                ,                 ,                      ,                       ,A                                   ,                     ,                     ,                     ,                     ,                      ,                       ,                     ,                   ,                 ,from ODP 133 SR Chapter 2 Table 2 p 26-27
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,CN13b             ,CN14a         ,133, 822,A, 13,X,CC,   0.00,    112.7500,Wei      ,Nannofossils                                 ,A              ,G                 ,                                 ,A                                    ,                    ,R                    ,                  ,                   ,                        ,                   ,                     ,                      ,F                     ,                      ,                      ,F                      ,                                ,                 ,                      ,R                      ,A                                   ,R                    ,                     ,                     ,                     ,                      ,                       ,                     ,                   ,                 ,from ODP 133 SR Chapter 2 Table 2 p 26-27
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,CN13b             ,CN14a         ,133, 822,A, 14,X,CC,  29.00,    122.9400,Wei      ,Nannofossils                                 ,A              ,G                 ,                                 ,A                                    ,                    ,F                    ,                  ,                   ,                        ,                   ,                     ,                      ,R                     ,                      ,R                     ,F                      ,                                ,R                ,                      ,                       ,A                                   ,R                    ,                     ,                     ,                     ,                      ,                       ,                     ,                   ,                 ,from ODP 133 SR Chapter 2 Table 2 p 26-27
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,CN13b             ,CN14a         ,133, 822,A, 15,X, 1, 112.00,    126.1200,Wei      ,Nannofossils                                 ,A              ,G                 ,                                 ,A                                    ,                    ,F                    ,                  ,                   ,                        ,                   ,                     ,                      ,R                     ,                      ,                      ,F                      ,                                ,R                ,                      ,                       ,A                                   ,                     ,C                    ,R                    ,                     ,                      ,                       ,                     ,                   ,                 ,from ODP 133 SR Chapter 2 Table 2 p 26-27
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,CN13b             ,CN14a         ,133, 822,A, 15,X, 3, 112.00,    129.1200,Wei      ,Nannofossils                                 ,A              ,G                 ,                                 ,A                                    ,                    ,R                    ,                  ,                   ,                        ,                   ,                     ,                      ,R                     ,                      ,                      ,R                      ,                                ,R                ,                      ,R                      ,A                                   ,                     ,F                    ,                     ,                     ,                      ,                       ,                     ,                   ,                 ,from ODP 133 SR Chapter 2 Table 2 p 26-27
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,CN13b             ,CN14a         ,133, 822,A, 15,X,CC,  15.00,    132.1600,Wei      ,Nannofossils                                 ,A              ,G                 ,                                 ,A                                    ,                    ,F                    ,                  ,                   ,                        ,                   ,                     ,                      ,R                     ,                      ,                      ,F                      ,                                ,R                ,                      ,                       ,A                                   ,                     ,C                    ,R                    ,                     ,                      ,                       ,                     ,                   ,                 ,from ODP 133 SR Chapter 2 Table 2 p 26-27
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,CN13b             ,CN14a         ,133, 822,A, 16,X,CC,   8.00,    139.8900,Wei      ,Nannofossils                                 ,A              ,G                 ,                                 ,A                                    ,                    ,R                    ,                  ,                   ,                        ,                   ,                     ,                      ,R                     ,                      ,                      ,R                      ,                                ,R                ,                      ,R                      ,A                                   ,                     ,F                    ,                     ,                     ,                      ,                       ,                     ,                   ,                 ,from ODP 133 SR Chapter 2 Table 2 p 26-27
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,CN13b             ,CN14a         ,133, 822,A, 17,X,CC,  31.00,    154.1000,Wei      ,Nannofossils                                 ,A              ,G                 ,                                 ,A                                    ,                    ,R                    ,                  ,                   ,                        ,                   ,                     ,                      ,R                     ,                      ,                      ,R                      ,                                ,R                ,                      ,                       ,A                                   ,                     ,C                    ,                     ,                     ,                      ,                       ,                     ,                   ,                 ,from ODP 133 SR Chapter 2 Table 2 p 26-27
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,CN13b             ,CN14a         ,133, 822,A, 18,X,CC,  10.00,    160.1000,Wei      ,Nannofossils                                 ,A              ,G                 ,                                 ,A                                    ,                    ,F                    ,                  ,                   ,                        ,                   ,                     ,                      ,R                     ,                      ,                      ,R                      ,                                ,                 ,                      ,                       ,A                                   ,                     ,F                    ,                     ,                     ,                      ,                       ,                     ,                   ,                 ,from ODP 133 SR Chapter 2 Table 2 p 26-27
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,CN13b             ,CN14a         ,133, 822,A, 19,X, 2, 112.00,    166.3200,Wei      ,Nannofossils                                 ,A              ,G                 ,                                 ,A                                    ,                    ,F                    ,                  ,                   ,                        ,                   ,                     ,                      ,R                     ,                      ,                      ,R                      ,                                ,R                ,                      ,R                      ,A                                   ,                     ,F                    ,                     ,                     ,                      ,                       ,                     ,                   ,                 ,from ODP 133 SR Chapter 2 Table 2 p 26-27
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,CN13b             ,CN14a         ,133, 822,A, 19,X, 3, 112.00,    167.8200,Wei      ,Nannofossils                                 ,A              ,G                 ,                                 ,A                                    ,                    ,F                    ,                  ,                   ,                        ,                   ,                     ,                      ,F                     ,                      ,R                     ,R                      ,F                               ,R                ,                      ,                       ,A                                   ,                     ,F                    ,                     ,                     ,                      ,                       ,                     ,                   ,                 ,from ODP 133 SR Chapter 2 Table 2 p 26-27
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,CN13b             ,CN14a         ,133, 822,A, 19,X,CC,  42.00,    169.9900,Wei      ,Nannofossils                                 ,A              ,G                 ,                                 ,A                                    ,                    ,R                    ,                  ,                   ,                        ,                   ,                     ,                      ,F                     ,                      ,                      ,R                      ,                                ,R                ,                      ,                       ,A                                   ,                     ,F                    ,                     ,                     ,                      ,                       ,                     ,                   ,                 ,from ODP 133 SR Chapter 2 Table 2 p 26-27
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,CN13b             ,CN14a         ,133, 822,A, 20,X,CC,  40.00,    182.8600,Wei      ,Nannofossils                                 ,A              ,G                 ,                                 ,C                                    ,                    ,R                    ,                  ,                   ,                        ,                   ,                     ,                      ,F                     ,                      ,                      ,R                      ,                                ,R                ,                      ,R                      ,A                                   ,                     ,F                    ,                     ,R                    ,                      ,                       ,                     ,                   ,                 ,from ODP 133 SR Chapter 2 Table 2 p 26-27
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,CN13b             ,CN14a         ,133, 822,A, 21,X,CC,  18.00,    191.6900,Wei      ,Nannofossils                                 ,A              ,G                 ,                                 ,C                                    ,                    ,R                    ,                  ,                   ,                        ,                   ,                     ,                      ,R                     ,                      ,R                     ,F                      ,                                ,                 ,                      ,R                      ,A                                   ,                     ,C                    ,                     ,                     ,                      ,                       ,                     ,                   ,                 ,from ODP 133 SR Chapter 2 Table 2 p 26-27
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,CN13b             ,CN14a         ,133, 822,A, 22,X,CC,  16.00,    197.2700,Wei      ,Nannofossils                                 ,A              ,G                 ,                                 ,A                                    ,                    ,F                    ,                  ,                   ,                        ,                   ,                     ,                      ,R                     ,                      ,                      ,R                      ,                                ,                 ,                      ,F                      ,A                                   ,R                    ,C                    ,                     ,                     ,                      ,                       ,                     ,                   ,                 ,from ODP 133 SR Chapter 2 Table 2 p 26-27
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,CN13b             ,CN14a         ,133, 822,A, 23,X,CC,  30.00,    206.5000,Wei      ,Nannofossils                                 ,A              ,G                 ,                                 ,A                                    ,                    ,F                    ,                  ,                   ,                        ,                   ,                     ,                      ,R                     ,                      ,                      ,R                      ,                                ,R                ,                      ,R                      ,A                                   ,F                    ,F                    ,                     ,                     ,                      ,                       ,                     ,                   ,                 ,from ODP 133 SR Chapter 2 Table 2 p 26-27
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,CN13b             ,CN14a         ,133, 822,A, 24,X,CC,  33.00,    218.7800,Wei      ,Nannofossils                                 ,A              ,G                 ,                                 ,A                                    ,                    ,C                    ,                  ,                   ,                        ,                   ,                     ,                      ,F                     ,                      ,                      ,R                      ,                                ,R                ,                      ,R                      ,A                                   ,R                    ,C                    ,                     ,                     ,                      ,                       ,                     ,                   ,                 ,from ODP 133 SR Chapter 2 Table 2 p 26-27
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
