Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Turborotalita quinqueloba	Turborotalita humilis	Tenuitellinata sp.	Streptochilus globigerum	Neogloboquadrina pachyderma (sinistral)	Neogloboquadrina pachyderma (dextral)	Neogloboquadrina dutertrei	Neogloboquadrina acostaensis	Globigerinita juvenilis	Globigerina bulloides	Globorotalia scitula	Globorotalia inflata	Globigerinita glutinata	Zeaglobigerina decoraperta	Neogloboquadrina humerosa	Neogloboquadrina atlantica (sinistral)	Tenuitella minutissima	Globigerinita uvula	Orbulina universa	Globigerinella obesa	Comment
  SR	Pleistocene      	                 	N.pachyderma(s. W&C)	              	152	 919	A	  1	H	 3	 130.00	      4.3000	Spezzaferri	Planktonic Foraminifers                      	               	                  	T                        	-                    	T                 	-                       	T                                      	-                                    	T                         	-                           	T                      	T                    	-                   	-                   	-                      	-                         	T                        	-                                     	T                     	T                  	-                	-                   	From Leg 152SR; Ch 12; Table 9; p. 174

  SR	Pleistocene      	                 	N.pachyderma(s. W&C)	              	152	 919	A	  1	H	 4	  20.00	      4.7000	Spezzaferri	Planktonic Foraminifers                      	               	                  	T                        	-                    	R                 	-                       	T                                      	-                                    	R                         	T                           	VR                     	R                    	-                   	-                   	-                      	-                         	R                        	-                                     	-                     	T                  	-                	-                   	From Leg 152SR; Ch 12; Table 9; p. 174

  SR	Pleistocene      	                 	N.pachyderma(s. W&C)	              	152	 919	A	  1	H	 4	  96.00	      5.4600	Spezzaferri	Planktonic Foraminifers                      	               	                  	T                        	-                    	-                 	-                       	T                                      	-                                    	-                         	-                           	-                      	-                    	-                   	-                   	-                      	-                         	-                        	-                                     	-                     	-                  	-                	-                   	From Leg 152SR; Ch 12; Table 9; p. 174

  SR	Pleistocene      	                 	N.pachyderma(s. W&C)	              	152	 919	A	  1	H	 4	 130.00	      5.8000	Spezzaferri	Planktonic Foraminifers                      	               	                  	-                        	-                    	T                 	-                       	T                                      	-                                    	T                         	-                           	-                      	-                    	-                   	-                   	-                      	-                         	T                        	-                                     	-                     	-                  	-                	-                   	From Leg 152SR; Ch 12; Table 9; p. 174

  SR	Pleistocene      	                 	N.pachyderma(s. W&C)	              	152	 919	A	  1	H	 5	  20.00	      6.2000	Spezzaferri	Planktonic Foraminifers                      	               	                  	T                        	-                    	R                 	-                       	C                                      	R                                    	-                         	-                           	-                      	-                    	-                   	-                   	-                      	-                         	-                        	-                                     	-                     	-                  	-                	-                   	From Leg 152SR; Ch 12; Table 9; p. 174

  SR	Pleistocene      	                 	N.pachyderma(s. W&C)	              	152	 919	A	  1	H	 5	  97.00	      6.9700	Spezzaferri	Planktonic Foraminifers                      	               	                  	VR                       	-                    	VR                	-                       	T                                      	-                                    	T                         	T                           	-                      	-                    	-                   	-                   	-                      	-                         	T                        	-                                     	-                     	-                  	-                	-                   	From Leg 152SR; Ch 12; Table 9; p. 174

  SR	Pleistocene      	                 	N.pachyderma(s. W&C)	              	152	 919	A	  1	H	 5	 130.00	      7.3000	Spezzaferri	Planktonic Foraminifers                      	               	                  	-                        	-                    	T                 	-                       	T                                      	-                                    	T                         	T                           	-                      	-                    	-                   	-                   	-                      	-                         	T                        	-                                     	-                     	-                  	-                	-                   	From Leg 152SR; Ch 12; Table 9; p. 174

  SR	Pleistocene      	                 	N.pachyderma(s. W&C)	              	152	 919	A	  2	H	 1	  15.00	      8.1500	Spezzaferri	Planktonic Foraminifers                      	               	                  	-                        	-                    	T                 	-                       	T                                      	-                                    	-                         	-                           	-                      	-                    	-                   	-                   	-                      	-                         	-                        	-                                     	-                     	-                  	-                	-                   	From Leg 152SR; Ch 12; Table 9; p. 174

  SR	Pleistocene      	                 	N.pachyderma(s. W&C)	              	152	 919	A	  2	H	 1	  96.00	      8.9600	Spezzaferri	Planktonic Foraminifers                      	               	                  	-                        	-                    	-                 	-                       	T                                      	-                                    	-                         	-                           	-                      	-                    	-                   	-                   	-                      	-                         	-                        	-                                     	-                     	-                  	-                	-                   	From Leg 152SR; Ch 12; Table 9; p. 174

  SR	Pleistocene      	                 	N.pachyderma(s. W&C)	              	152	 919	A	  2	H	 2	  14.00	      9.6400	Spezzaferri	Planktonic Foraminifers                      	               	                  	T                        	-                    	T                 	-                       	T                                      	-                                    	-                         	-                           	-                      	-                    	-                   	-                   	-                      	-                         	-                        	-                                     	-                     	-                  	-                	-                   	From Leg 152SR; Ch 12; Table 9; p. 174

  SR	Pleistocene      	                 	N.pachyderma(s. W&C)	              	152	 919	A	  2	H	 2	  95.00	     10.4500	Spezzaferri	Planktonic Foraminifers                      	               	                  	T                        	-                    	-                 	-                       	T                                      	-                                    	T                         	T                           	T                      	T                    	-                   	-                   	-                      	-                         	-                        	-                                     	-                     	-                  	-                	-                   	From Leg 152SR; Ch 12; Table 9; p. 174

  SR	Pleistocene      	                 	N.pachyderma(s. W&C)	              	152	 919	A	  2	H	 3	  13.00	     11.1300	Spezzaferri	Planktonic Foraminifers                      	               	                  	T                        	-                    	VR                	-                       	T                                      	-                                    	T                         	R                           	T                      	C                    	T                   	-                   	-                      	-                         	-                        	-                                     	T                     	T                  	-                	-                   	From Leg 152SR; Ch 12; Table 9; p. 174

  SR	Pleistocene      	                 	N.pachyderma(s. W&C)	              	152	 919	A	  2	H	 3	  95.00	     11.9500	Spezzaferri	Planktonic Foraminifers                      	               	                  	T                        	-                    	T                 	-                       	T                                      	R                                    	VR                        	-                           	-                      	-                    	-                   	-                   	-                      	-                         	-                        	-                                     	-                     	-                  	-                	-                   	From Leg 152SR; Ch 12; Table 9; p. 174

  SR	Pleistocene      	                 	N.pachyderma(s. W&C)	              	152	 919	A	  2	H	 4	  14.00	     12.6400	Spezzaferri	Planktonic Foraminifers                      	               	                  	T                        	-                    	T                 	-                       	T                                      	VR                                   	T                         	T                           	T                      	T                    	-                   	-                   	-                      	-                         	T                        	-                                     	-                     	-                  	-                	-                   	From Leg 152SR; Ch 12; Table 9; p. 174

  SR	Pleistocene      	                 	N.pachyderma(s. W&C)	              	152	 919	A	  2	H	 4	 101.00	     13.5100	Spezzaferri	Planktonic Foraminifers                      	               	                  	-                        	-                    	-                 	-                       	T                                      	-                                    	-                         	-                           	-                      	T                    	-                   	-                   	-                      	-                         	-                        	-                                     	-                     	-                  	-                	-                   	From Leg 152SR; Ch 12; Table 9; p. 174

  SR	Pleistocene      	                 	N.pachyderma(s. W&C)	              	152	 919	A	  2	H	 5	  13.00	     14.1300	Spezzaferri	Planktonic Foraminifers                      	               	                  	T                        	-                    	T                 	-                       	T                                      	R                                    	T                         	-                           	T                      	T                    	-                   	-                   	-                      	-                         	T                        	-                                     	-                     	-                  	-                	-                   	From Leg 152SR; Ch 12; Table 9; p. 174

  SR	Pleistocene      	                 	N.pachyderma(s. W&C)	              	152	 919	A	  2	H	 5	  94.00	     14.9400	Spezzaferri	Planktonic Foraminifers                      	               	                  	T                        	-                    	T                 	-                       	T                                      	-                                    	T                         	T                           	T                      	-                    	-                   	-                   	-                      	-                         	-                        	-                                     	-                     	-                  	-                	-                   	From Leg 152SR; Ch 12; Table 9; p. 174

  SR	Pleistocene      	                 	N.pachyderma(s. W&C)	              	152	 919	A	  2	H	 6	  13.00	     15.6300	Spezzaferri	Planktonic Foraminifers                      	               	                  	-                        	-                    	T                 	-                       	T                                      	-                                    	cf                        	T                           	-                      	T                    	-                   	-                   	-                      	-                         	-                        	-                                     	-                     	-                  	-                	-                   	From Leg 152SR; Ch 12; Table 9; p. 174

  SR	Pleistocene      	                 	N.pachyderma(s. W&C)	              	152	 919	A	  3	H	 1	   8.00	     17.5800	Spezzaferri	Planktonic Foraminifers                      	               	                  	-                        	-                    	T                 	-                       	T                                      	-                                    	-                         	-                           	-                      	-                    	-                   	-                   	-                      	-                         	-                        	-                                     	-                     	-                  	-                	-                   	From Leg 152SR; Ch 12; Table 9; p. 174

  SR	Pleistocene      	                 	N.pachyderma(s. W&C)	              	152	 919	A	  3	H	 1	  95.00	     18.4500	Spezzaferri	Planktonic Foraminifers                      	               	                  	T                        	-                    	T                 	-                       	T                                      	VR                                   	T                         	-                           	T                      	T                    	VR                  	-                   	T                      	-                         	-                        	-                                     	T                     	-                  	-                	-                   	From Leg 152SR; Ch 12; Table 9; p. 174

  SR	Pleistocene      	                 	N.pachyderma(s. W&C)	              	152	 919	A	  3	H	 2	   8.00	     19.0800	Spezzaferri	Planktonic Foraminifers                      	               	                  	-                        	-                    	-                 	-                       	T                                      	-                                    	-                         	T                           	-                      	-                    	-                   	-                   	-                      	-                         	-                        	-                                     	-                     	-                  	-                	-                   	From Leg 152SR; Ch 12; Table 9; p. 174

  SR	Pleistocene      	                 	N.pachyderma(s. W&C)	              	152	 919	A	  3	H	 2	  95.00	     19.9500	Spezzaferri	Planktonic Foraminifers                      	               	                  	T                        	-                    	T                 	-                       	T                                      	R                                    	T                         	T                           	T                      	-                    	-                   	-                   	-                      	-                         	T                        	-                                     	-                     	VR                 	-                	-                   	From Leg 152SR; Ch 12; Table 9; p. 174

  SR	Pleistocene      	                 	N.pachyderma(s. W&C)	              	152	 919	A	  3	H	 3	   8.00	     20.5800	Spezzaferri	Planktonic Foraminifers                      	               	                  	-                        	-                    	T                 	-                       	T                                      	VR                                   	-                         	T                           	-                      	-                    	-                   	-                   	-                      	-                         	-                        	-                                     	-                     	-                  	-                	-                   	From Leg 152SR; Ch 12; Table 9; p. 174

  SR	Pleistocene      	                 	N.pachyderma(s. W&C)	              	152	 919	A	  3	H	 3	  96.00	     21.4600	Spezzaferri	Planktonic Foraminifers                      	               	                  	-                        	-                    	T                 	-                       	T                                      	-                                    	-                         	-                           	-                      	T                    	-                   	-                   	-                      	-                         	-                        	-                                     	-                     	-                  	-                	-                   	From Leg 152SR; Ch 12; Table 9; p. 174

  SR	Pleistocene      	                 	N.pachyderma(s. W&C)	              	152	 919	A	  3	H	 4	   8.00	     22.0800	Spezzaferri	Planktonic Foraminifers                      	               	                  	T                        	-                    	T                 	-                       	T                                      	R                                    	T                         	T                           	-                      	T                    	-                   	-                   	-                      	-                         	-                        	-                                     	T                     	-                  	-                	-                   	From Leg 152SR; Ch 12; Table 9; p. 174

  SR	Pleistocene      	                 	N.pachyderma(s. W&C)	              	152	 919	A	  3	H	 4	  96.00	     22.9600	Spezzaferri	Planktonic Foraminifers                      	               	                  	T                        	-                    	T                 	-                       	T                                      	T                                    	-                         	T                           	-                      	-                    	R                   	-                   	-                      	-                         	T                        	-                                     	T                     	-                  	-                	T                   	From Leg 152SR; Ch 12; Table 9; p. 174

  SR	Pleistocene      	                 	N.pachyderma(s. W&C)	              	152	 919	A	  3	H	 5	   8.00	     23.5800	Spezzaferri	Planktonic Foraminifers                      	               	                  	T                        	-                    	T                 	-                       	T                                      	R                                    	T                         	T                           	-                      	T                    	-                   	-                   	-                      	-                         	-                        	-                                     	T                     	-                  	-                	                    	From Leg 152SR; Ch 12; Table 9; p. 174

  SR	Pleistocene      	                 	N.pachyderma(s. W&C)	              	152	 919	A	  3	H	 5	  97.00	     24.4700	Spezzaferri	Planktonic Foraminifers                      	               	                  	T                        	-                    	T                 	-                       	T                                      	VR                                   	T                         	T                           	T                      	T                    	VR                  	-                   	-                      	-                         	-                        	-                                     	T                     	-                  	-                	                    	From Leg 152SR; Ch 12; Table 9; p. 174

  SR	Pleistocene      	                 	N.pachyderma(s. W&C)	              	152	 919	A	  3	H	 6	   7.00	     25.0700	Spezzaferri	Planktonic Foraminifers                      	               	                  	T                        	-                    	T                 	-                       	T                                      	-                                    	T                         	-                           	-                      	T                    	-                   	-                   	-                      	-                         	-                        	-                                     	-                     	-                  	-                	                    	From Leg 152SR; Ch 12; Table 9; p. 174

  SR	Pleistocene      	                 	N.pachyderma(s. W&C)	              	152	 919	A	  3	H	 6	  95.00	     25.9500	Spezzaferri	Planktonic Foraminifers                      	               	                  	T                        	-                    	T                 	-                       	T                                      	R                                    	T                         	-                           	T                      	T                    	-                   	-                   	-                      	-                         	-                        	-                                     	-                     	T                  	-                	                    	From Leg 152SR; Ch 12; Table 9; p. 174

  SR	Pleistocene      	                 	N.pachyderma(s. W&C)	              	152	 919	A	  3	H	 7	   8.00	     26.5800	Spezzaferri	Planktonic Foraminifers                      	               	                  	-                        	-                    	T                 	-                       	T                                      	-                                    	cf                        	-                           	-                      	-                    	-                   	-                   	-                      	-                         	-                        	-                                     	-                     	-                  	-                	                    	From Leg 152SR; Ch 12; Table 9; p. 174

  SR	Pleistocene      	                 	N.pachyderma(s. W&C)	              	152	 919	A	  4	H	 1	  95.00	     27.9500	Spezzaferri	Planktonic Foraminifers                      	               	                  	-                        	-                    	-                 	-                       	T                                      	-                                    	-                         	-                           	-                      	-                    	-                   	-                   	-                      	-                         	-                        	-                                     	-                     	-                  	-                	                    	From Leg 152SR; Ch 12; Table 9; p. 174

  SR	Pleistocene      	                 	N.pachyderma(s. W&C)	              	152	 919	A	  4	H	 2	  95.00	     29.4500	Spezzaferri	Planktonic Foraminifers                      	               	                  	-                        	-                    	T                 	-                       	T                                      	-                                    	T                         	T                           	-                      	-                    	VR                  	-                   	-                      	-                         	-                        	-                                     	-                     	-                  	-                	                    	From Leg 152SR; Ch 12; Table 9; p. 174

  SR	Pleistocene      	                 	N.pachyderma(s. W&C)	              	152	 919	A	  4	H	 3	  95.00	     30.9500	Spezzaferri	Planktonic Foraminifers                      	               	                  	-                        	-                    	-                 	-                       	T                                      	-                                    	-                         	-                           	-                      	-                    	-                   	-                   	-                      	-                         	-                        	-                                     	-                     	-                  	-                	                    	From Leg 152SR; Ch 12; Table 9; p. 174

  SR	Pleistocene      	                 	N.pachyderma(s. W&C)	              	152	 919	A	  4	H	 4	  95.00	     32.4500	Spezzaferri	Planktonic Foraminifers                      	               	                  	-                        	-                    	-                 	-                       	T                                      	-                                    	-                         	-                           	-                      	-                    	-                   	-                   	-                      	-                         	-                        	-                                     	-                     	-                  	-                	                    	From Leg 152SR; Ch 12; Table 9; p. 174

  SR	Pleistocene      	                 	N.pachyderma(s. W&C)	              	152	 919	A	  4	H	 5	  95.00	     33.9500	Spezzaferri	Planktonic Foraminifers                      	               	                  	T                        	-                    	-                 	-                       	T                                      	-                                    	T                         	T                           	-                      	T                    	-                   	-                   	-                      	-                         	-                        	-                                     	-                     	-                  	-                	                    	From Leg 152SR; Ch 12; Table 9; p. 174

  SR	Pleistocene      	                 	N.pachyderma(s. W&C)	              	152	 919	A	  4	H	 6	  95.00	     35.4500	Spezzaferri	Planktonic Foraminifers                      	               	                  	T                        	-                    	-                 	-                       	T                                      	-                                    	-                         	R                           	T                      	T                    	-                   	-                   	-                      	-                         	-                        	-                                     	-                     	-                  	-                	                    	From Leg 152SR; Ch 12; Table 9; p. 174

  SR	Pleistocene      	                 	N.pachyderma(s. W&C)	              	152	 919	A	  5	H	 1	  95.00	     37.4500	Spezzaferri	Planktonic Foraminifers                      	               	                  	T                        	-                    	T                 	-                       	T                                      	-                                    	T                         	T                           	T                      	-                    	-                   	-                   	-                      	-                         	-                        	-                                     	T                     	-                  	-                	                    	From Leg 152SR; Ch 12; Table 9; p. 174

  SR	Pleistocene      	                 	N.pachyderma(s. W&C)	              	152	 919	A	  5	H	 2	  95.00	     38.9500	Spezzaferri	Planktonic Foraminifers                      	               	                  	T                        	-                    	T                 	-                       	T                                      	-                                    	T                         	T                           	T                      	-                    	-                   	-                   	-                      	-                         	-                        	-                                     	-                     	-                  	-                	                    	From Leg 152SR; Ch 12; Table 9; p. 174

  SR	Pleistocene      	                 	N.pachyderma(s. W&C)	              	152	 919	A	  5	H	 3	  93.00	     40.4300	Spezzaferri	Planktonic Foraminifers                      	               	                  	-                        	-                    	T                 	-                       	T                                      	-                                    	cf                        	-                           	-                      	-                    	-                   	-                   	-                      	-                         	-                        	-                                     	-                     	-                  	-                	                    	From Leg 152SR; Ch 12; Table 9; p. 174

  SR	Pleistocene      	                 	N.pachyderma(s. W&C)	              	152	 919	A	  5	H	 4	  97.00	     41.9700	Spezzaferri	Planktonic Foraminifers                      	               	                  	-                        	-                    	T                 	-                       	T                                      	-                                    	T                         	T                           	-                      	T                    	-                   	-                   	-                      	-                         	-                        	-                                     	-                     	-                  	-                	                    	From Leg 152SR; Ch 12; Table 9; p. 174

  SR	Pleistocene      	                 	N.pachyderma(s. W&C)	              	152	 919	A	  5	H	 5	  95.00	     43.4500	Spezzaferri	Planktonic Foraminifers                      	               	                  	T                        	-                    	-                 	-                       	T                                      	-                                    	-                         	-                           	-                      	-                    	-                   	-                   	-                      	-                         	-                        	-                                     	-                     	-                  	-                	                    	From Leg 152SR; Ch 12; Table 9; p. 174

  SR	Pleistocene      	                 	N.pachyderma(s. W&C)	              	152	 919	A	  5	H	 6	  95.00	     44.9500	Spezzaferri	Planktonic Foraminifers                      	               	                  	-                        	-                    	-                 	-                       	T                                      	VR                                   	-                         	-                           	-                      	-                    	-                   	-                   	-                      	-                         	-                        	-                                     	-                     	-                  	-                	                    	From Leg 152SR; Ch 12; Table 9; p. 174

  SR	Pleistocene      	                 	N.pachyderma(s. W&C)	              	152	 919	A	  5	H	 7	  45.00	     45.9500	Spezzaferri	Planktonic Foraminifers                      	               	                  	T                        	-                    	T                 	-                       	T                                      	R                                    	T                         	-                           	T                      	T                    	C                   	C                   	T                      	-                         	T                        	-                                     	-                     	-                  	-                	                    	From Leg 152SR; Ch 12; Table 9; p. 174

  SR	Pleistocene      	                 	N.pachyderma(s. W&C)	              	152	 919	A	  6	H	 1	  97.00	     46.9700	Spezzaferri	Planktonic Foraminifers                      	               	                  	T                        	-                    	R                 	-                       	A                                      	VR                                   	VR                        	-                           	T                      	-                    	-                   	-                   	T                      	-                         	T                        	-                                     	-                     	T                  	-                	                    	From Leg 152SR; Ch 12; Table 9; p. 174

  SR	Pleistocene      	                 	N.pachyderma(s. W&C)	              	152	 919	A	  6	H	 2	  97.00	     48.4700	Spezzaferri	Planktonic Foraminifers                      	               	                  	-                        	-                    	T                 	-                       	T                                      	-                                    	T                         	T                           	-                      	-                    	-                   	-                   	-                      	-                         	-                        	-                                     	-                     	-                  	-                	                    	From Leg 152SR; Ch 12; Table 9; p. 174

  SR	Pleistocene      	                 	N.pachyderma(s. W&C)	              	152	 919	A	  6	H	 3	  97.00	     49.9700	Spezzaferri	Planktonic Foraminifers                      	               	                  	T                        	-                    	T                 	-                       	T                                      	-                                    	R                         	T                           	-                      	-                    	-                   	-                   	-                      	-                         	-                        	-                                     	-                     	-                  	-                	                    	From Leg 152SR; Ch 12; Table 9; p. 174

  SR	Pleistocene      	                 	N.pachyderma(s. W&C)	              	152	 919	A	  6	H	 4	  96.00	     51.4600	Spezzaferri	Planktonic Foraminifers                      	               	                  	-                        	-                    	-                 	-                       	T                                      	-                                    	-                         	-                           	-                      	-                    	-                   	-                   	-                      	-                         	-                        	-                                     	-                     	-                  	-                	                    	From Leg 152SR; Ch 12; Table 9; p. 174

  SR	Pleistocene      	                 	N.pachyderma(s. W&C)	              	152	 919	A	  6	H	 5	  97.00	     52.9700	Spezzaferri	Planktonic Foraminifers                      	               	                  	T                        	T                    	T                 	-                       	A                                      	R                                    	T                         	-                           	T                      	T                    	C                   	T                   	T                      	-                         	-                        	-                                     	-                     	-                  	VR               	                    	From Leg 152SR; Ch 12; Table 9; p. 174

  SR	Pleistocene      	                 	N.pachyderma(s. W&C)	              	152	 919	A	  6	H	 6	  78.00	     54.2800	Spezzaferri	Planktonic Foraminifers                      	               	                  	T                        	-                    	T                 	-                       	T                                      	R                                    	T                         	T                           	-                      	T                    	-                   	R                   	R                      	-                         	-                        	-                                     	-                     	-                  	                 	                    	From Leg 152SR; Ch 12; Table 9; p. 174

  SR	Pleistocene      	                 	N.pachyderma(s. W&C)	              	152	 919	A	  7	H	 1	  95.00	     56.4500	Spezzaferri	Planktonic Foraminifers                      	               	                  	-                        	-                    	T                 	T                       	T                                      	R                                    	T                         	-                           	-                      	-                    	-                   	-                   	-                      	-                         	-                        	-                                     	-                     	-                  	                 	                    	From Leg 152SR; Ch 12; Table 9; p. 174

  SR	Pleistocene      	                 	N.pachyderma(s. W&C)	              	152	 919	A	  7	H	 2	  95.00	     57.9500	Spezzaferri	Planktonic Foraminifers                      	               	                  	T                        	-                    	T                 	-                       	T                                      	R                                    	T                         	-                           	-                      	-                    	-                   	-                   	-                      	-                         	-                        	-                                     	-                     	-                  	                 	                    	From Leg 152SR; Ch 12; Table 9; p. 174

  SR	Pleistocene      	                 	N.pachyderma(s. W&C)	              	152	 919	A	  7	H	 3	  90.00	     59.4000	Spezzaferri	Planktonic Foraminifers                      	               	                  	-                        	-                    	-                 	-                       	T                                      	-                                    	-                         	-                           	-                      	-                    	-                   	-                   	-                      	-                         	-                        	-                                     	-                     	-                  	                 	                    	From Leg 152SR; Ch 12; Table 9; p. 174

  SR	Pleistocene      	                 	N.pachyderma(s. W&C)	              	152	 919	A	  7	H	 4	  95.00	     60.9500	Spezzaferri	Planktonic Foraminifers                      	               	                  	T                        	-                    	R                 	-                       	T                                      	-                                    	T                         	-                           	T                      	-                    	-                   	-                   	-                      	-                         	-                        	-                                     	-                     	-                  	                 	                    	From Leg 152SR; Ch 12; Table 9; p. 174

  SR	Pleistocene      	                 	N.pachyderma(s. W&C)	              	152	 919	A	  7	H	 5	  95.00	     62.4500	Spezzaferri	Planktonic Foraminifers                      	               	                  	T                        	-                    	-                 	-                       	T                                      	-                                    	T                         	T                           	-                      	-                    	-                   	-                   	-                      	-                         	T                        	-                                     	-                     	-                  	                 	                    	From Leg 152SR; Ch 12; Table 9; p. 174

  SR	Pleistocene      	                 	N.pachyderma(s. W&C)	              	152	 919	A	  7	H	 6	  94.00	     63.9400	Spezzaferri	Planktonic Foraminifers                      	               	                  	-                        	-                    	-                 	-                       	T                                      	-                                    	T                         	-                           	-                      	-                    	-                   	-                   	-                      	-                         	-                        	-                                     	T                     	-                  	                 	                    	From Leg 152SR; Ch 12; Table 9; p. 174

  SR	Pleistocene      	                 	N.pachyderma(s. W&C)	              	152	 919	A	  8	H	 1	  79.00	     65.7900	Spezzaferri	Planktonic Foraminifers                      	               	                  	-                        	-                    	-                 	-                       	T                                      	-                                    	T                         	-                           	T                      	-                    	-                   	-                   	-                      	-                         	-                        	-                                     	-                     	-                  	                 	                    	From Leg 152SR; Ch 12; Table 9; p. 174

  SR	Pleistocene      	                 	N.pachyderma(s. W&C)	              	152	 919	A	  8	H	 2	  96.00	     67.4600	Spezzaferri	Planktonic Foraminifers                      	               	                  	-                        	-                    	-                 	-                       	T                                      	-                                    	-                         	-                           	-                      	-                    	-                   	-                   	-                      	-                         	-                        	-                                     	-                     	-                  	                 	                    	From Leg 152SR; Ch 12; Table 9; p. 174

  SR	Pleistocene      	                 	N.pachyderma(s. W&C)	              	152	 919	A	  8	H	 3	  96.00	     68.9600	Spezzaferri	Planktonic Foraminifers                      	               	                  	-                        	-                    	T                 	-                       	T                                      	-                                    	-                         	-                           	T                      	T                    	-                   	-                   	T                      	-                         	-                        	-                                     	-                     	T                  	                 	                    	From Leg 152SR; Ch 12; Table 9; p. 174

  SR	Pleistocene      	                 	N.pachyderma(s. W&C)	              	152	 919	A	  8	H	 4	  96.00	     70.4600	Spezzaferri	Planktonic Foraminifers                      	               	                  	T                        	-                    	R                 	-                       	T                                      	-                                    	cf                        	-                           	-                      	-                    	-                   	-                   	-                      	-                         	-                        	-                                     	-                     	-                  	                 	                    	From Leg 152SR; Ch 12; Table 9; p. 174

  SR	Pleistocene      	                 	N.pachyderma(s. W&C)	              	152	 919	A	  8	H	 5	  96.00	     71.9600	Spezzaferri	Planktonic Foraminifers                      	               	                  	T                        	-                    	T                 	-                       	T                                      	-                                    	T                         	-                           	T                      	C                    	-                   	-                   	T                      	-                         	-                        	r                                     	-                     	T                  	                 	                    	From Leg 152SR; Ch 12; Table 9; p. 174

  SR	Pleistocene      	                 	N.pachyderma(s. W&C)	              	152	 919	A	  8	H	 6	  96.00	     73.4600	Spezzaferri	Planktonic Foraminifers                      	               	                  	C                        	-                    	T                 	-                       	T                                      	-                                    	T                         	-                           	T                      	T                    	T                   	-                   	T                      	-                         	-                        	-                                     	-                     	-                  	                 	                    	From Leg 152SR; Ch 12; Table 9; p. 174

