Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Reinhardtites levis	Micula staurophora	Sphenolithus heteromorphus	Discoaster exilis	Discoaster deflandrei	Cyclicargolithus floridanus	Coronocyclus nitescens	Calcidiscus premacintyrei	Micula murus	Lithraphidites quadratus	Micula prinsii	Cruciplacolithus primus	Cruciplacolithus intermedius	Cruciplacolithus tenuis	Chiasmolithus californicus	Fasciculithus ulii	Fasciculithus tympaniformis	Chiasmolithus consuetus	Sphenolithus anarrhopus	Discoaster neorectus	Discoaster mohleri	Sphenolithus abies	Discoaster nobilis	Discoaster multiradiatus	Tribrachiatus orthostylus	Discoaster sublodoensis	Discoaster lodoensis	Discoaster diastypus	Discoaster barbadiensis	Discoaster kuepperi	Chiasmolithus grandis	Sphenolithus radians	Ericsonia formosa	Chiphragmalithus armatus	Sphenolithus spiniger	Chiasmolithus solitus	Rhabdosphaera inflata	Nannotetrina fulgens	Chiasmolithus oamaruensis	Reticulofenestra umbilica	Discoaster saipanensis	Sphenolithus pseudoradians	Sphenolithus moriformis	Rhabdolithus gladius	Reticulofenestra pseudoumbilicus	Ericsonia subdisticha	Dictyococcites bisectus	Sphenolithus predistentus	Sphenolithus editus	Discoaster tanii	Coccolithus pelagicus	Calcidiscus leptoporus	Discoaster variabilis	Calcidiscus macintyrei	Discoaster quinqueramus	Discoaster pentaradiatus	Ceratolithus rugosus	Discoaster prepentaradiatus	Discoaster berggrenii	Amaurolithus spp.	Amaurolithus primus	Discoaster surculus	Discoaster tamalis	Pseudoemiliania lacunosa	Discoaster brouweri	Gephyrocapsa (small)	Comment

  IR	                 	                 	CN12a             	CN12a         	198	1209	B	  5	H	CC	  15.00	     43.5400	nannos   	Nannofossils                                 	A              	M                 	                   	                  	                          	                 	                     	                           	                      	                         	            	                        	              	                       	                            	                       	                          	                  	                           	                       	                       	                    	                  	                  	                  	                        	                         	                       	                    	                    	                       	                   	                     	                    	                 	                        	                     	                     	                     	                    	                         	                         	                      	                          	                       	                    	                                	                     	                       	                         	                   	                	                     	                      	                     	                      	                       	                        	                    	F                          	                     	                 	                   	F                  	F                 	                        	                   	                    	       

  IR	                 	                 	CN12a             	CN12a         	198	1209	B	  6	H	CC	  29.00	     53.1800	nannos   	Nannofossils                                 	A              	M                 	                   	                  	                          	                 	                     	                           	                      	                         	            	                        	              	                       	                            	                       	                          	                  	                           	                       	                       	                    	                  	                  	                  	                        	                         	                       	                    	                    	                       	                   	                     	                    	                 	                        	                     	                     	                     	                    	                         	                         	                      	                          	                       	                    	                                	                     	                       	                         	                   	                	                     	                      	                     	C                     	                       	                        	                    	F                          	                     	                 	                   	C                  	                  	                        	                   	                    	       

  IR	                 	                 	CN10c             	CN10c         	198	1209	B	  7	H	CC	  29.00	     62.6100	nannos   	Nannofossils                                 	A              	M                 	                   	                  	                          	                 	                     	                           	                      	                         	            	                        	              	                       	                            	                       	                          	                  	                           	                       	                       	                    	                  	                  	                  	                        	                         	                       	                    	                    	                       	                   	                     	                    	                 	                        	                     	                     	                     	                    	                         	                         	                      	                          	                       	                    	A                               	                     	                       	                         	                   	                	                     	                      	                     	                      	                       	                        	R                   	C                          	                     	F                	                   	F                  	                  	                        	                   	                    	       

  IR	                 	                 	CN10c             	CN10c         	198	1209	B	  8	H	CC	  32.00	     72.1900	nannos   	Nannofossils                                 	A              	M                 	                   	                  	                          	                 	                     	                           	                      	                         	            	                        	              	                       	                            	                       	                          	                  	                           	                       	                       	                    	                  	                  	                  	                        	                         	                       	                    	                    	                       	                   	                     	                    	                 	                        	                     	                     	                     	                    	                         	                         	                      	                          	                       	                    	C                               	                     	                       	                         	                   	                	                     	                      	F                    	                      	                       	                        	R                   	F                          	                     	F                	                   	F                  	                  	                        	                   	                    	       

  IR	                 	                 	CN9d              	CN9b          	198	1209	B	  9	H	CC	  23.00	     81.5400	nannos   	Nannofossils                                 	A              	M                 	                   	                  	                          	                 	                     	                           	                      	                         	            	                        	              	                       	                            	                       	                          	                  	                           	                       	                       	                    	                  	                  	                  	                        	                         	                       	                    	                    	                       	                   	                     	                    	                 	                        	                     	                     	                     	                    	                         	                         	                      	                          	                       	                    	C                               	                     	                       	                         	                   	                	                     	                      	F                    	C                     	R                      	                        	                    	F                          	R                    	R                	R                  	                   	                  	                        	                   	                    	       

  IR	                 	                 	CN9c              	CN9a          	198	1209	B	 10	H	CC	  30.00	     90.9300	nannos   	Nannofossils                                 	A              	M                 	                   	                  	                          	                 	F                    	                           	                      	+                        	            	                        	              	                       	                            	                       	                          	                  	                           	                       	                       	                    	                  	                  	                  	                        	                         	                       	                    	                    	                       	                   	                     	                    	                 	                        	                     	                     	                     	                    	                         	                         	                      	                          	                       	                    	C                               	                     	                       	                         	                   	                	                     	C                     	C                    	C                     	R                      	C                       	R                   	                           	                     	                 	                   	                   	                  	                        	                   	                    	       

  IR	                 	                 	CN4               	CN3           	198	1209	B	 11	H	CC	  19.00	    100.5500	nannos   	Nannofossils                                 	A              	M                 	                   	                  	                          	                 	F                    	                           	                      	F                        	            	                        	              	                       	                            	                       	                          	                  	                           	                       	                       	                    	                  	                  	                  	                        	                         	                       	                    	                    	                       	                   	                     	                    	                 	                        	                     	                     	                     	                    	                         	                         	                      	                          	                       	                    	C                               	                     	                       	                         	                   	                	                     	C                     	C                    	C                     	                       	                        	                    	                           	                     	                 	                   	                   	                  	                        	                   	                    	No S. hetermorphus present, but good C. premac

  IR	                 	                 	CN4               	CN3           	198	1209	B	 12	H	CC	  41.00	    110.0700	nannos   	Nannofossils                                 	A              	M                 	                   	                  	C                         	                 	A                    	A                          	F                     	F                        	            	                        	              	                       	                            	                       	                          	                  	                           	                       	                       	                    	                  	                  	                  	                        	                         	                       	                    	                    	                       	                   	                     	                    	                 	                        	                     	                     	                     	                    	                         	                         	                      	                          	                       	                    	+                               	                     	                       	F                        	F                  	C               	+                    	C                     	                     	                      	                       	                        	                    	                           	                     	                 	                   	                   	                  	                        	                   	                    	       

  IR	                 	                 	CP19b             	CP19b         	198	1209	B	 13	H	CC	   0.00	    119.4400	nannos   	Nannofossils                                 	A              	M                 	                   	                  	                          	                 	C                    	C                          	F                     	                         	            	                        	              	                       	                            	                       	                          	                  	                           	                       	                       	                    	                  	                  	                  	                        	                         	                       	                    	                    	                       	                   	                     	                    	                 	                        	                     	                     	                     	                    	                         	+                        	                      	C                         	                       	                    	+                               	                     	C                      	F                        	F                  	C               	+                    	C                     	                     	                      	                       	                        	                    	                           	                     	                 	                   	                   	                  	                        	                   	                    	       

  IR	                 	                 	CP15              	CP15          	198	1209	B	 14	H	CC	  13.00	    128.7800	nannos   	Nannofossils                                 	A              	M                 	                   	                  	                          	                 	                     	                           	F                     	                         	            	                        	              	                       	                            	                       	                          	                  	                           	                       	                       	                    	                  	                  	                  	                        	                         	                       	                    	                    	R                      	                   	                     	C                   	C                	                        	                     	                     	                     	                    	R                        	C                        	R                     	C                         	C                      	+                   	+                               	F                    	C                      	                         	                   	                	                     	                      	                     	                      	                       	                        	                    	                           	                     	                 	                   	                   	                  	                        	                   	                    	       

  IR	                 	                 	CP14b             	CP14b         	198	1209	B	 15	H	CC	  11.00	    138.0300	nannos   	Nannofossils                                 	A              	M                 	                   	                  	                          	                 	                     	                           	F                     	                         	            	                        	              	                       	                            	                       	                          	                  	                           	                       	                       	                    	                  	                  	                  	                        	                         	                       	                    	                    	C                      	                   	C                    	C                   	C                	                        	                     	                     	                     	                    	                         	C                        	C                     	                          	                       	                    	                                	                     	                       	                         	                   	                	                     	                      	                     	                      	                       	                        	                    	                           	                     	                 	                   	                   	                  	                        	                   	                    	       

  IR	                 	                 	                  	              	198	1209	B	 16	H	CC	  10.00	    147.3900	nannos   	Nannofossils                                 	A              	M                 	                   	                  	                          	                 	                     	                           	                      	                         	            	                        	              	                       	                            	                       	                          	                  	                           	                       	                       	                    	                  	                  	                  	                        	                         	C                      	                    	                    	C                      	                   	C                    	C                   	C                	                        	C                    	                     	F                    	C                   	C                        	                         	                      	                          	                       	                    	                                	                     	                       	                         	                   	                	                     	                      	                     	                      	                       	                        	                    	                           	                     	                 	                   	                   	                  	                        	                   	                    	CP13 is the age of this sample

  IR	                 	                 	CP12              	CP12          	198	1209	B	 17	H	CC	  11.00	    157.2800	nannos   	Nannofossils                                 	A              	M                 	                   	                  	                          	                 	                     	                           	                      	                         	            	                        	              	                       	                            	                       	                          	                  	                           	                       	                       	                    	F                 	                  	                  	                        	                         	C                      	C                   	                    	C                      	                   	C                    	                    	C                	                        	C                    	C                    	                     	                    	                         	                         	                      	                          	                       	                    	                                	                     	                       	                         	                   	                	                     	                      	                     	                      	                       	                        	                    	                           	                     	                 	                   	                   	                  	                        	                   	                    	       

  IR	                 	                 	CP12              	CP12          	198	1209	B	 18	H	CC	  14.00	    166.7000	nannos   	Nannofossils                                 	A              	M                 	                   	                  	                          	                 	                     	                           	                      	                         	            	                        	              	                       	                            	                       	                          	                  	                           	                       	                       	                    	C                 	                  	                  	                        	                         	R                      	C                   	                    	C                      	C                  	C                    	F                   	C                	R                       	                     	                     	                     	                    	                         	                         	                      	                          	                       	                    	                                	                     	                       	                         	                   	                	                     	                      	                     	                      	                       	                        	                    	                           	                     	                 	                   	                   	                  	                        	                   	                    	       

  IR	                 	                 	CP12              	CP12          	198	1209	B	 19	H	CC	  14.00	    175.9600	nannos   	Nannofossils                                 	A              	M                 	                   	                  	                          	                 	                     	                           	                      	                         	            	                        	              	                       	                            	                       	                          	                  	                           	                       	                       	                    	                  	                  	                  	                        	                         	F                      	C                   	                    	C                      	C                  	C                    	                    	                 	                        	                     	                     	                     	                    	                         	                         	                      	                          	                       	                    	                                	                     	                       	                         	                   	                	                     	                      	                     	                      	                       	                        	                    	                           	                     	                 	                   	                   	                  	                        	                   	                    	       

  IR	                 	                 	CP14b             	CP14b         	198	1209	B	 20	H	CC	  18.00	    185.1800	nannos   	Nannofossils                                 	A              	M                 	                   	                  	                          	                 	                     	                           	                      	                         	            	                        	              	                       	                            	                       	                          	                  	                           	F                      	                       	                    	C                 	                  	                  	                        	C                        	R                      	C                   	R                   	C                      	                   	                     	                    	                 	                        	                     	                     	                     	                    	                         	                         	                      	                          	                       	                    	                                	                     	                       	                         	                   	                	                     	                      	                     	                      	                       	                        	                    	                           	                     	                 	                   	                   	                  	                        	                   	                    	       

  IR	                 	                 	CP9a              	CP9a          	198	1209	B	 21	H	CC	   9.00	    195.1300	nannos   	Nannofossils                                 	A              	M                 	                   	                  	                          	                 	                     	                           	                      	                         	            	                        	              	                       	                            	                       	                          	                  	                           	C                      	C                      	                    	                  	+                 	F                 	C                       	                         	                       	                    	                    	                       	                   	                     	                    	                 	                        	                     	                     	                     	                    	                         	                         	                      	                          	                       	                    	                                	                     	                       	                         	                   	                	                     	                      	                     	                      	                       	                        	                    	                           	                     	                 	                   	                   	                  	                        	                   	                    	       

  IR	                 	                 	                  	              	198	1209	B	 22	H	CC	  17.00	    204.7500	nannos   	Nannofossils                                 	A              	M                 	                   	                  	                          	                 	                     	                           	                      	                         	            	                        	              	                       	                            	                       	                          	C                 	C                          	                       	C                      	C                   	C                 	                  	                  	                        	                         	                       	                    	                    	                       	                   	                     	                    	                 	                        	                     	                     	                     	                    	                         	                         	                      	                          	                       	                    	                                	                     	                       	                         	                   	                	                     	                      	                     	                      	                       	                        	                    	                           	                     	                 	                   	                   	                  	                        	                   	                    	CP7 is the age of this sample

  IR	                 	                 	CP4               	CP4           	198	1209	B	 23	H	CC	  11.00	    214.3100	nannos   	Nannofossils                                 	A              	M                 	                   	                  	                          	                 	                     	                           	                      	                         	            	                        	              	                       	                            	                       	                          	C                 	C                          	F                      	                       	                    	                  	                  	                  	                        	                         	                       	                    	                    	                       	                   	                     	                    	                 	                        	                     	                     	                     	                    	                         	                         	                      	                          	                       	                    	                                	                     	                       	                         	                   	                	                     	                      	                     	                      	                       	                        	                    	                           	                     	                 	                   	                   	                  	                        	                   	                    	       

  IR	                 	                 	                  	              	198	1209	B	 24	H	CC	   8.00	    223.8800	nannos   	Nannofossils                                 	               	                  	                   	                  	                          	                 	                     	                           	                      	                         	            	                        	              	                       	                            	C                      	+                         	                  	                           	                       	                       	                    	                  	                  	                  	                        	                         	                       	                    	                    	                       	                   	                     	                    	                 	                        	                     	                     	                     	                    	                         	                         	                      	                          	                       	                    	                                	                     	                       	                         	                   	                	                     	                      	                     	                      	                       	                        	                    	                           	                     	                 	                   	                   	                  	                        	                   	                    	       

  IR	                 	                 	                  	              	198	1209	B	 25	H	CC	  11.00	    233.4500	nannos   	Nannofossils                                 	               	                  	                   	                  	                          	                 	                     	                           	                      	                         	            	                        	              	A                      	C                           	                       	                          	                  	                           	                       	                       	                    	                  	                  	                  	                        	                         	                       	                    	                    	                       	                   	                     	                    	                 	                        	                     	                     	                     	                    	                         	                         	                      	                          	                       	                    	                                	                     	                       	                         	                   	                	                     	                      	                     	                      	                       	                        	                    	                           	                     	                 	                   	                   	                  	                        	                   	                    	       

  IR	                 	                 	CC26              	CC26          	198	1209	B	 26	H	CC	  10.00	    239.5100	nannos   	Nannofossils                                 	               	                  	                   	                  	                          	                 	                     	                           	                      	                         	F           	                        	F             	                       	                            	                       	                          	                  	                           	                       	                       	                    	                  	                  	                  	                        	                         	                       	                    	                    	                       	                   	                     	                    	                 	                        	                     	                     	                     	                    	                         	                         	                      	                          	                       	                    	                                	                     	                       	                         	                   	                	                     	                      	                     	                      	                       	                        	                    	                           	                     	                 	                   	                   	                  	                        	                   	                    	       

  IR	                 	                 	CC25              	CC25          	198	1209	B	 27	H	CC	  16.00	    252.2400	nannos   	Nannofossils                                 	               	                  	                   	                  	                          	                 	                     	                           	                      	                         	R           	R                       	              	                       	                            	                       	                          	                  	                           	                       	                       	                    	                  	                  	                  	                        	                         	                       	                    	                    	                       	                   	                     	                    	                 	                        	                     	                     	                     	                    	                         	                         	                      	                          	                       	                    	                                	                     	                       	                         	                   	                	                     	                      	                     	                      	                       	                        	                    	                           	                     	                 	                   	                   	                  	                        	                   	                    	       

  IR	                 	                 	CC24              	CC24          	198	1209	B	 29	H	CC	  12.00	    271.1000	nannos   	Nannofossils                                 	               	                  	F                  	                  	                          	                 	                     	                           	                      	                         	            	                        	              	                       	                            	                       	                          	                  	                           	                       	                       	                    	                  	                  	                  	                        	                         	                       	                    	                    	                       	                   	                     	                    	                 	                        	                     	                     	                     	                    	                         	                         	                      	                          	                       	                    	                                	                     	                       	                         	                   	                	                     	                      	                     	                      	                       	                        	                    	                           	                     	                 	                   	                   	                  	                        	                   	                    	       

  IR	                 	                 	CC24              	CC24          	198	1209	B	 30	H	CC	   8.00	    279.3700	nannos   	Nannofossils                                 	               	                  	F                  	                  	                          	                 	                     	                           	                      	                         	            	                        	              	                       	                            	                       	                          	                  	                           	                       	                       	                    	                  	                  	                  	                        	                         	                       	                    	                    	                       	                   	                     	                    	                 	                        	                     	                     	                     	                    	                         	                         	                      	                          	                       	                    	                                	                     	                       	                         	                   	                	                     	                      	                     	                      	                       	                        	                    	                           	                     	                 	                   	                   	                  	                        	                   	                    	       

  IR	                 	                 	                  	              	198	1209	B	 31	H	 6	   0.00	    288.1000	nannos   	Nannofossils                                 	               	                  	                   	                  	+                         	+                	+                    	+                          	+                     	+                        	            	                        	              	                       	                            	                       	                          	                  	                           	                       	                       	                    	                  	                  	                  	                        	                         	                       	                    	                    	                       	                   	                     	                    	                 	                        	                     	                     	                     	                    	                         	                         	                      	                          	                       	                    	                                	                     	                       	                         	                   	                	                     	                      	                     	                      	                       	                        	                    	                           	                     	                 	                   	                   	                  	                        	                   	                    	       

  IR	                 	                 	CC24              	CC24          	198	1209	B	 31	H	CC	  14.00	    289.5300	nannos   	Nannofossils                                 	               	                  	C                  	F                 	                          	                 	                     	                           	                      	                         	            	                        	              	                       	                            	                       	                          	                  	                           	                       	                       	                    	                  	                  	                  	                        	                         	                       	                    	                    	                       	                   	                     	                    	                 	                        	                     	                     	                     	                    	                         	                         	                      	                          	                       	                    	                                	                     	                       	                         	                   	                	                     	                      	                     	                      	                       	                        	                    	                           	                     	                 	                   	                   	                  	                        	                   	                    	       

