Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Coscinodiscus marginatus,Thalassionema nitzschioides,Sponge spicules,Actinocyclus tsugaruensis,Actinocyclus ingens,Denticulopsis praedimorpha,Denticulopsis lauta s.l.,Denticulopsis hyalina,Denticulopsis hustedtii,Thalassionema nitzschioides  var. parva,Denticulopsis lauta,Thalassiosira convexa,Paralia sulcata,Thalassiothrix longissima,Crucidenticula punctata,Crucidenticula nicobarica,Rhizosolenia barboi,Denticulopsis dimorpha,Synedra jouseana,Stephanopyxis turris,Neodenticula koizumii,Aulacosira granulata,Actinocyclus ingens  var. nodus,Coscinodiscus marginatus f. fossilis,Stephanopyxis sp.,Coscinodiscus sp.,Neodenticula seminae,Thalassionema robusta,Denticulopsis katayamae,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,167,1012,A,  6,H,CC,  23.00,     52.8800,Maruyama ,Diatoms                                      ,T              ,P                 ,                        ,                           ,T              ,                         ,                   ,                          ,                        ,+                    ,                       ,                                       ,+                  ,                     ,               ,                         ,                       ,                         ,                   ,                      ,+               ,                    ,                     ,                    ,                               ,                                    ,                 ,                 ,                    ,+                    ,                       ,trace diatom fragments.from IR. Ch 6. Table 7.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,167,1012,A,  7,H,CC,  24.00,     62.3400,Maruyama ,Diatoms                                      ,T              ,P                 ,                        ,                           ,               ,                         ,                   ,                          ,                        ,+                    ,+                      ,+                                      ,                   ,                     ,               ,                         ,                       ,                         ,                   ,                      ,                ,                    ,                     ,                    ,                               ,                                    ,                 ,                 ,                    ,                     ,                       ,from IR. Ch 6. Table 7.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,167,1012,A,  8,H,CC,  23.00,     71.7500,Maruyama ,Diatoms                                      ,R              ,P                 ,+                       ,                           ,               ,                         ,+                  ,+                         ,                        ,                     ,+                      ,                                       ,                   ,+                    ,               ,                         ,                       ,                         ,                   ,                      ,                ,                    ,                     ,                    ,                               ,                                    ,                 ,                 ,+                   ,                     ,                       ,from IR. Ch 6. Table 7.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,167,1012,A,  9,H,CC,  28.00,     81.2500,Maruyama ,Diatoms                                      ,T              ,P                 ,                        ,+                          ,               ,                         ,                   ,                          ,                        ,                     ,                       ,+                                      ,                   ,                     ,               ,                         ,                       ,                         ,                   ,                      ,                ,                    ,                     ,                    ,                               ,                                    ,                 ,+                ,                    ,                     ,                       ,from IR. Ch 6. Table 7.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,167,1012,A, 10,H,CC,  24.00,     90.6000,Maruyama ,Diatoms                                      ,T              ,P                 ,+                       ,+                          ,               ,                         ,                   ,                          ,                        ,                     ,+                      ,                                       ,                   ,                     ,               ,                         ,                       ,                         ,                   ,                      ,                ,                    ,                     ,                    ,                               ,                                    ,                 ,                 ,                    ,                     ,                       ,from IR. Ch 6. Table 7.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,167,1012,A, 11,H,CC,  27.00,    100.3400,Maruyama ,Diatoms                                      ,T              ,P                 ,+                       ,                           ,               ,                         ,                   ,                          ,                        ,                     ,                       ,                                       ,                   ,                     ,               ,                         ,                       ,                         ,                   ,                      ,                ,                    ,                     ,                    ,                               ,                                    ,                 ,                 ,                    ,                     ,                       ,from IR. Ch 6. Table 7.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,167,1012,A, 12,H,CC,  24.00,    109.9900,Maruyama ,Diatoms                                      ,T              ,P                 ,                        ,                           ,               ,                         ,                   ,                          ,                        ,                     ,                       ,                                       ,                   ,                     ,               ,                         ,                       ,                         ,                   ,                      ,                ,                    ,+                    ,                    ,                               ,                                    ,+                ,+                ,                    ,                     ,                       ,from IR. Ch 6. Table 7.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,167,1012,A, 13,H,CC,  16.00,    119.2500,Maruyama ,Diatoms                                      ,T              ,P                 ,                        ,                           ,               ,                         ,                   ,                          ,                        ,+                    ,+                      ,                                       ,                   ,                     ,               ,                         ,                       ,+                        ,                   ,                      ,                ,                    ,                     ,                    ,                               ,                                    ,                 ,                 ,                    ,                     ,                       ,from IR. Ch 6. Table 7.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,167,1012,A, 15,X,CC, 101.00,    137.5100,Maruyama ,Diatoms                                      ,T              ,P                 ,                        ,                           ,               ,                         ,+                  ,                          ,                        ,                     ,+                      ,                                       ,                   ,                     ,               ,                         ,                       ,                         ,                   ,                      ,                ,+                   ,                     ,                    ,+                              ,                                    ,                 ,                 ,                    ,                     ,                       ,from IR. Ch 6. Table 7.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,167,1012,A, 16,X,CC,  17.00,    147.1300,Maruyama ,Diatoms                                      ,T              ,P                 ,                        ,+                          ,               ,                         ,                   ,                          ,                        ,                     ,+                      ,                                       ,                   ,                     ,               ,+                        ,                       ,                         ,                   ,                      ,                ,                    ,                     ,                    ,                               ,                                    ,                 ,                 ,                    ,                     ,                       ,from IR. Ch 6. Table 7.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,167,1012,A, 17,X,CC,  21.00,    156.2800,Maruyama ,Diatoms                                      ,T              ,P                 ,+                       ,+                          ,               ,                         ,                   ,                          ,                        ,                     ,                       ,                                       ,                   ,                     ,               ,+                        ,                       ,                         ,                   ,                      ,                ,                    ,                     ,                    ,                               ,                                    ,                 ,                 ,                    ,                     ,                       ,from IR. Ch 6. Table 7.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,167,1012,A, 18,X,CC,  24.00,    166.3500,Maruyama ,Diatoms                                      ,T              ,P                 ,+                       ,+                          ,               ,                         ,                   ,                          ,                        ,+                    ,                       ,                                       ,                   ,                     ,               ,+                        ,                       ,                         ,                   ,                      ,                ,                    ,                     ,                    ,                               ,+                                   ,                 ,                 ,                    ,                     ,                       ,from IR. Ch 6. Table 7.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,167,1012,A, 19,X,CC,  14.00,    169.9000,Maruyama ,Diatoms                                      ,R              ,P                 ,+                       ,                           ,F              ,                         ,+                  ,                          ,                        ,                     ,                       ,                                       ,                   ,+                    ,               ,                         ,                       ,                         ,                   ,                      ,                ,                    ,                     ,                    ,+                              ,                                    ,                 ,                 ,                    ,                     ,                       ,few diatom fragments.from IR. Ch 6. Table 7.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,167,1012,A, 20,X,CC,  15.00,    179.3900,Maruyama ,Diatoms                                      ,T              ,P                 ,                        ,                           ,               ,                         ,                   ,                          ,                        ,                     ,                       ,                                       ,                   ,                     ,               ,                         ,                       ,                         ,                   ,                      ,                ,+                   ,+                    ,+                   ,                               ,                                    ,                 ,                 ,                    ,                     ,                       ,from IR. Ch 6. Table 7.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,167,1012,A, 21,X,CC,  73.00,    187.0500,Maruyama ,Diatoms                                      ,T              ,P                 ,                        ,+                          ,               ,                         ,                   ,                          ,                        ,                     ,                       ,                                       ,                   ,                     ,               ,+                        ,                       ,                         ,                   ,                      ,+               ,                    ,                     ,                    ,                               ,                                    ,                 ,                 ,                    ,                     ,                       ,from IR. Ch 6. Table 7.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,167,1012,A, 22,X,CC,  30.00,    195.1800,Maruyama ,Diatoms                                      ,R              ,P                 ,R                       ,                           ,               ,+                        ,+                  ,                          ,                        ,                     ,                       ,                                       ,                   ,                     ,               ,                         ,                       ,                         ,+                  ,+                     ,                ,                    ,                     ,                    ,                               ,                                    ,                 ,                 ,                    ,                     ,                       ,from IR. Ch 6. Table 7.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,167,1012,A, 23,X,CC,  28.00,    205.9200,Maruyama ,Diatoms                                      ,T              ,                  ,                        ,                           ,+              ,                         ,                   ,                          ,                        ,                     ,                       ,                                       ,                   ,                     ,               ,                         ,                       ,                         ,                   ,                      ,                ,                    ,                     ,                    ,                               ,                                    ,                 ,                 ,                    ,                     ,                       ,diatom fragments present. From IR. Ch 6. Table 7.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,167,1012,A, 24,X,CC,  25.00,    215.7800,Maruyama ,Diatoms                                      ,R              ,P                 ,+                       ,+                          ,               ,                         ,+                  ,                          ,                        ,                     ,+                      ,                                       ,                   ,                     ,               ,+                        ,+                      ,+                        ,                   ,                      ,                ,                    ,                     ,                    ,                               ,                                    ,                 ,                 ,                    ,                     ,                       ,from IR. Ch 6. Table 7.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,167,1012,A, 25,X,CC,  31.00,    225.4600,Maruyama ,Diatoms                                      ,F              ,P                 ,+                       ,+                          ,+              ,                         ,+                  ,+                         ,                        ,+                    ,+                      ,                                       ,+                  ,+                    ,+              ,                         ,                       ,                         ,                   ,                      ,                ,                    ,                     ,                    ,                               ,                                    ,                 ,                 ,                    ,                     ,                       ,from IR. Ch 6. Table 7.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,167,1012,A, 26,X,CC,  32.00,    236.0500,Maruyama ,Diatoms                                      ,F              ,P                 ,+                       ,                           ,               ,                         ,+                  ,                          ,                        ,                     ,+                      ,+                                      ,+                  ,                     ,               ,                         ,                       ,                         ,                   ,                      ,                ,                    ,                     ,                    ,                               ,                                    ,                 ,                 ,                    ,                     ,                       ,from IR. Ch 6. Table 7.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,167,1012,A, 27,X,CC,  20.00,    243.4300,Maruyama ,Diatoms                                      ,T              ,                  ,                        ,                           ,F              ,                         ,                   ,                          ,                        ,                     ,                       ,                                       ,                   ,                     ,               ,                         ,                       ,                         ,                   ,                      ,                ,                    ,                     ,                    ,                               ,                                    ,                 ,                 ,                    ,                     ,                       ,from IR. Ch 6. Table 7.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,167,1012,A, 28,X,CC,  30.00,    253.5700,Maruyama ,Diatoms                                      ,F              ,P                 ,+                       ,+                          ,               ,                         ,+                  ,+                         ,+                       ,+                    ,+                      ,                                       ,                   ,                     ,               ,                         ,                       ,                         ,                   ,                      ,                ,                    ,                     ,                    ,                               ,                                    ,                 ,                 ,                    ,                     ,                       ,from IR. Ch 6. Table 7.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,167,1012,A, 29,X,CC,  33.00,    262.8500,Maruyama ,Diatoms                                      ,T              ,P                 ,+                       ,+                          ,F              ,+                        ,+                  ,                          ,                        ,                     ,                       ,                                       ,                   ,                     ,               ,                         ,                       ,                         ,                   ,                      ,                ,                    ,                     ,                    ,                               ,                                    ,                 ,                 ,                    ,                     ,                       ,few diatom fragments.from IR.Ch 6. Table 7.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,167,1012,A, 30,X,CC,  57.00,    273.9400,Maruyama ,Diatoms                                      ,T              ,P                 ,+                       ,                           ,               ,                         ,                   ,                          ,                        ,                     ,                       ,                                       ,                   ,                     ,               ,                         ,                       ,                         ,                   ,                      ,                ,                    ,                     ,                    ,                               ,                                    ,                 ,                 ,                    ,                     ,                       ,from IR. Ch 6. Table 7.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
