Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Toweius tovae,Toweius pertusus,Toweius eminens,Prinsius bisulcus,Placozygus sigmoides,Neochiastozygus junctus,Fasciculithus tympaniformis group,Discoaster multiradiatus,Chiasmolithus spp. (rims),Chiasmolithus solitus,Toweius crassus,Coccolithus pelagicus,Chiasmolithus consuetus,Zygrhablithus bijugatus,Thoracosphaera operculata,Sphenolithus sp.,Neococcolithes protenus,Neochiastozygus distentus,Discoaster robustus,Tribrachiatus orthostylus,Toweius magnicrassus,Sphenolithus radians,Reticulofenestra dictyoda,Discoaster kuepperi,Cruciplacolithus latipons,Chiphragmalithus calathus,Chiasmolithus expansus,Reticulofenestra hillae,Neococcolithes dubius,Markalius inversus,Discoaster spp.,Toweius sp. cf. T.gammation,Helicosphaera seminulum,Discoaster lodoensis,Discoaster barbadiensis,Cyclicargolithus luminis,Coccolithus formosus,Chiasmolithus grandis,Ellipsolithus distichus,Discoaster wemmelensis,Discoaster sublodoensis,Coccolithus (unspecified taxon or taxa),Discoaster binodosus,Placolith (small),Cruciplacolithus vanheckae,Blackites sp. aff. B.spinosus,Reticulofenestra umbilica,Discoaster saipanensis,Nannotetrina fulgens/cristata,Chiasmolithus titus,Calcidiscus protoannulus,Sphenolithus furcatolithoides,Pyrocyclus inversus,Cribrocentrum coenurum,Sphenolithus moriformis,Reticulofenestra cf. bisecta,Reticulofenestra daviesii group,Reticulofenestra bisecta,Helicosphaera dinesenii,Thoracosphaera saxea,Pontosphaera plana,Helicosphaera sp.,Ericsonia sp.,Ericsonia formosa,Dictyococcites scrippsae,Dictyococcites bisectus,Cyclicargolithus floridanus,Cribrocentrum reticulatum,Coronocyclus nitescens,Coccolithus pelagicus-eopelagicus,Chiasmolithus sp.,Chiasmolithus oamaruensis,Bramletteius serraculoides,Blackites spinosus,Birkelundia staurion,Cyclicargolithus sp. cf. C. marismontium,Reticulofenestra samodurovii,Clausicoccus obrutus,Cyclicargolithus cf. floridanus,Reticulofenestra sp. cf. R.dictyoda,Reticulofenestra daviesii,Sphenolithus predistentus,Isthmolithus recurvus,Clausicoccus subdistichus,Calcidiscus kingii,Reticulofenestra oamaruensis,Clausicoccus fenestratus,Discoaster sp.,Discoaster deflandrei,Chiasmolithus altus,Discoaster tanii nodifer,Cyclicargolithus cf. abisectus,Reticulofenestra sp. (small),Helicosphaera euphratis,Cyclicargolithus abisectus,Pyrocyclus hermosus,Discoaster adamanteus,Gephyrocapsa spp.,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Miocene          ,Quaternary       ,C. abisectus (Crux),              ,114, 699,A,  9,H,CC,  13.00,     84.3500,Crux     ,Nannofossils                                 ,C              ,P                 ,             ,                ,               ,                 ,                    ,                       ,                                 ,                        ,                         ,                     ,               ,F                    ,                       ,                       ,                         ,                ,                       ,                         ,                   ,                         ,                    ,                    ,                         ,                   ,                         ,                         ,                      ,                       ,                     ,                  ,               ,                           ,                       ,                    ,                       ,                        ,                    ,                     ,                       ,                      ,                       ,A                                      ,                    ,                 ,                          ,                             ,                         ,                      ,                             ,                   ,                        ,                             ,                   ,                      ,R                      ,                            ,R                              ,                        ,                       ,                    ,                  ,                 ,             ,                 ,                        ,                       ,                           ,                         ,                      ,                                 ,                 ,                         ,                          ,                  ,                    ,                                        ,                            ,                    ,                               ,                                   ,                         ,                         ,                     ,                         ,                  ,                            ,                        ,              ,                     ,                   ,                        ,                              ,                            ,                       ,R                         ,                   ,                     ,                 ,Etched coccolith from ODP Leg 114 SR Chapter 7 Table 1 p.157
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Miocene          ,Quaternary       ,C. abisectus (Crux),              ,114, 699,A, 10,H, 2,   9.00,     86.1900,Crux     ,Nannofossils                                 ,C              ,P                 ,             ,                ,               ,                 ,                    ,                       ,                                 ,                        ,R                        ,                     ,               ,                     ,                       ,                       ,                         ,                ,                       ,                         ,                   ,                         ,                    ,                    ,                         ,                   ,                         ,                         ,                      ,                       ,                     ,                  ,               ,                           ,                       ,                    ,                       ,                        ,                    ,                     ,                       ,                      ,                       ,A                                      ,                    ,                 ,                          ,                             ,                         ,                      ,                             ,                   ,                        ,                             ,                   ,                      ,                       ,                            ,R                              ,                        ,                       ,                    ,                  ,                 ,             ,                 ,                        ,                       ,                           ,                         ,                      ,                                 ,                 ,                         ,                          ,                  ,                    ,                                        ,                            ,                    ,R                              ,                                   ,                         ,                         ,                     ,                         ,                  ,                            ,                        ,              ,R                    ,R                  ,                        ,                              ,                            ,                       ,R                         ,                   ,                     ,                 ,Etched coccolith from ODP Leg 114 SR Chapter 7 Table 1 p.157
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Miocene          ,Quaternary       ,C. abisectus (Crux),              ,114, 699,A, 11,H, 2,  32.00,     95.9200,Crux     ,Nannofossils                                 ,               ,                  ,             ,                ,               ,                 ,                    ,                       ,                                 ,                        ,                         ,                     ,               ,A                    ,                       ,                       ,                         ,                ,                       ,                         ,                   ,                         ,                    ,                    ,                         ,                   ,                         ,                         ,                      ,                       ,                     ,                  ,               ,                           ,                       ,                    ,                       ,                        ,                    ,                     ,                       ,                      ,                       ,                                       ,                    ,                 ,                          ,                             ,                         ,                      ,                             ,                   ,                        ,                             ,                   ,                      ,R                      ,                            ,                               ,                        ,                       ,                    ,                  ,                 ,             ,                 ,                        ,                       ,                           ,                         ,                      ,                                 ,                 ,                         ,                          ,                  ,                    ,                                        ,                            ,                    ,                               ,                                   ,                         ,                         ,                     ,                         ,                  ,                            ,                        ,              ,                     ,                   ,                        ,                              ,                            ,                       ,                          ,                   ,                     ,                 ,from ODP Leg 114 SR Chapter 7 Table 1 p.157
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Miocene          ,Quaternary       ,C. abisectus (Crux),              ,114, 699,A, 11,H, 5,   8.00,    100.1800,Crux     ,Nannofossils                                 ,A              ,P                 ,             ,                ,               ,                 ,                    ,                       ,                                 ,                        ,                         ,                     ,               ,C                    ,                       ,                       ,                         ,                ,                       ,                         ,                   ,                         ,                    ,                    ,                         ,                   ,                         ,                         ,                      ,                       ,                     ,                  ,               ,                           ,                       ,                    ,                       ,                        ,                    ,                     ,                       ,                      ,                       ,R                                      ,                    ,                 ,                          ,                             ,                         ,                      ,                             ,                   ,                        ,                             ,                   ,                      ,R                      ,                            ,R                              ,                        ,                       ,                    ,                  ,                 ,             ,                 ,                        ,                       ,                           ,                         ,                      ,                                 ,                 ,                         ,                          ,                  ,                    ,                                        ,                            ,                    ,C                              ,                                   ,                         ,                         ,                     ,                         ,                  ,                            ,                        ,              ,                     ,                   ,                        ,                              ,                            ,                       ,R                         ,                   ,                     ,                 ,Etched coccolith from ODP Leg 114 SR Chapter 7 Table 1 p.157
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,Oligocene        ,R. bisecta        ,              ,114, 699,A, 11,H,CC,  26.00,    101.1100,Crux     ,Nannofossils                                 ,A              ,P                 ,             ,                ,               ,                 ,                    ,                       ,                                 ,                        ,                         ,                     ,               ,C                    ,                       ,                       ,                         ,                ,                       ,                         ,                   ,                         ,                    ,                    ,                         ,                   ,                         ,                         ,                      ,                       ,                     ,                  ,               ,                           ,                       ,                    ,                       ,                        ,                    ,                     ,                       ,                      ,                       ,F                                      ,                    ,                 ,                          ,                             ,                         ,                      ,                             ,                   ,                        ,                             ,R                  ,                      ,                       ,                            ,C                              ,R                       ,                       ,                    ,                  ,                 ,             ,                 ,                        ,                       ,                           ,                         ,                      ,                                 ,                 ,                         ,                          ,                  ,                    ,                                        ,                            ,                    ,A                              ,                                   ,                         ,                         ,                     ,                         ,                  ,                            ,                        ,              ,R                    ,R                  ,                        ,                              ,                            ,                       ,R                         ,R                  ,R                    ,                 ,Reworked & etched coccoliths from ODP Leg 114 SR Chapter 7 Table 1 p.157
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,Oligocene        ,R. bisecta        ,              ,114, 699,A, 12,H,CC,  35.00,    111.2400,Crux     ,Nannofossils                                 ,C              ,P                 ,             ,                ,               ,                 ,                    ,                       ,                                 ,                        ,                         ,                     ,               ,A                    ,                       ,                       ,                         ,                ,                       ,                         ,                   ,                         ,                    ,                    ,                         ,                   ,                         ,                         ,                      ,                       ,                     ,                  ,R              ,                           ,                       ,                    ,                       ,                        ,                    ,                     ,                       ,                      ,                       ,C                                      ,                    ,                 ,                          ,                             ,                         ,                      ,                             ,                   ,                        ,                             ,R                  ,                      ,                       ,R                           ,F                              ,R                       ,                       ,                    ,                  ,                 ,             ,                 ,                        ,                       ,                           ,                         ,                      ,                                 ,                 ,                         ,                          ,                  ,                    ,                                        ,                            ,                    ,A                              ,                                   ,                         ,                         ,                     ,                         ,                  ,                            ,                        ,              ,R                    ,R                  ,                        ,                              ,                            ,                       ,R                         ,                   ,                     ,                 ,Reworked & etched coccoliths from ODP Leg 114 SR Chapter 7 Table 1 p.157
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,Oligocene        ,R. bisecta        ,              ,114, 699,A, 13,H,CC,  25.00,    119.9700,Crux     ,Nannofossils                                 ,A              ,P                 ,             ,                ,               ,                 ,                    ,                       ,                                 ,                        ,R                        ,                     ,               ,                     ,                       ,                       ,                         ,                ,                       ,                         ,                   ,                         ,                    ,                    ,                         ,                   ,                         ,                         ,                      ,                       ,                     ,                  ,               ,                           ,                       ,                    ,                       ,                        ,                    ,                     ,                       ,                      ,                       ,F                                      ,                    ,                 ,                          ,                             ,                         ,                      ,                             ,                   ,                        ,                             ,R                  ,                      ,                       ,R                           ,C                              ,R                       ,                       ,                    ,                  ,                 ,             ,                 ,                        ,                       ,                           ,                         ,                      ,                                 ,                 ,                         ,                          ,                  ,                    ,                                        ,                            ,                    ,F                              ,                                   ,                         ,                         ,                     ,                         ,                  ,                            ,                        ,              ,                     ,R                  ,                        ,                              ,                            ,                       ,                          ,                   ,                     ,                 ,Etched coccolith from ODP Leg 114 SR Chapter 7 Table 1 p.157
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,Oligocene        ,R. bisecta        ,              ,114, 699,A, 14,H,CC,  25.00,    128.6900,Crux     ,Nannofossils                                 ,R              ,                  ,             ,                ,               ,                 ,                    ,                       ,                                 ,                        ,                         ,                     ,               ,                     ,                       ,                       ,                         ,                ,                       ,                         ,                   ,                         ,                    ,                    ,                         ,                   ,                         ,                         ,                      ,                       ,                     ,                  ,               ,                           ,                       ,                    ,                       ,                        ,                    ,                     ,                       ,                      ,                       ,R                                      ,                    ,                 ,                          ,                             ,                         ,                      ,                             ,                   ,                        ,                             ,                   ,                      ,                       ,                            ,                               ,                        ,                       ,                    ,                  ,                 ,             ,                 ,                        ,                       ,                           ,                         ,                      ,                                 ,                 ,                         ,                          ,                  ,                    ,                                        ,                            ,                    ,                               ,                                   ,                         ,                         ,                     ,                         ,                  ,                            ,                        ,              ,                     ,                   ,                        ,                              ,                            ,                       ,                          ,                   ,                     ,                 ,from ODP Leg 114 SR Chapter 7 Table 1 p.157
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,Oligocene        ,                  ,              ,114, 699,A, 15,H, 2,  22.00,    133.8200,Crux     ,Nannofossils                                 ,               ,                  ,             ,                ,               ,                 ,                    ,                       ,                                 ,                        ,                         ,                     ,               ,R                    ,                       ,                       ,                         ,                ,                       ,                         ,                   ,                         ,                    ,                    ,                         ,                   ,                         ,                         ,                      ,                       ,                     ,                  ,               ,                           ,                       ,                    ,                       ,                        ,                    ,                     ,                       ,                      ,                       ,                                       ,                    ,                 ,                          ,                             ,                         ,                      ,                             ,                   ,                        ,                             ,                   ,                      ,                       ,                            ,                               ,                        ,                       ,                    ,                  ,                 ,             ,                 ,                        ,                       ,                           ,                         ,                      ,                                 ,                 ,                         ,                          ,                  ,                    ,                                        ,                            ,                    ,                               ,                                   ,                         ,                         ,                     ,                         ,                  ,                            ,                        ,              ,                     ,                   ,                        ,                              ,                            ,                       ,                          ,                   ,                     ,                 ,from ODP Leg 114 SR Chapter 7 Table 1 p.157
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,Oligocene        ,C. altus          ,              ,114, 699,A, 15,H, 4,  23.00,    136.8300,Crux     ,Nannofossils                                 ,R              ,P                 ,             ,                ,               ,                 ,                    ,                       ,                                 ,                        ,R                        ,                     ,               ,                     ,                       ,                       ,                         ,                ,                       ,                         ,                   ,                         ,                    ,                    ,                         ,                   ,                         ,                         ,                      ,                       ,                     ,                  ,               ,                           ,                       ,                    ,                       ,                        ,                    ,                     ,                       ,                      ,                       ,R                                      ,                    ,                 ,                          ,                             ,                         ,                      ,                             ,                   ,                        ,                             ,                   ,                      ,                       ,                            ,R                              ,R                       ,                       ,                    ,                  ,                 ,             ,                 ,                        ,                       ,                           ,                         ,                      ,                                 ,                 ,                         ,                          ,                  ,                    ,                                        ,                            ,                    ,R                              ,                                   ,                         ,                         ,                     ,                         ,                  ,                            ,                        ,              ,                     ,                   ,                        ,                              ,                            ,                       ,                          ,                   ,                     ,                 ,Etched coccolith from ODP Leg 114 SR Chapter 7 Table 1 p.157
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,Oligocene        ,C. altus          ,              ,114, 699,A, 16,H, 2, 113.00,    144.2300,Crux     ,Nannofossils                                 ,               ,                  ,             ,                ,               ,                 ,                    ,                       ,                                 ,                        ,                         ,                     ,               ,R                    ,                       ,                       ,                         ,                ,                       ,                         ,                   ,                         ,                    ,                    ,                         ,                   ,                         ,                         ,                      ,                       ,                     ,                  ,               ,                           ,                       ,                    ,                       ,                        ,                    ,                     ,                       ,                      ,                       ,                                       ,                    ,                 ,                          ,                             ,                         ,                      ,                             ,                   ,                        ,                             ,                   ,                      ,                       ,                            ,                               ,                        ,                       ,                    ,                  ,                 ,             ,                 ,                        ,                       ,                           ,                         ,                      ,                                 ,                 ,                         ,                          ,                  ,                    ,                                        ,                            ,                    ,                               ,                                   ,                         ,                         ,                     ,                         ,                  ,                            ,                        ,              ,                     ,                   ,                        ,                              ,                            ,                       ,                          ,                   ,                     ,                 ,Reworked coccoliths from ODP Leg 114 SR Chapter 7 Table 1 p.157
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,Oligocene        ,C. altus          ,              ,114, 699,A, 16,H, 5, 116.00,    148.7600,Crux     ,Nannofossils                                 ,C              ,P                 ,             ,                ,               ,                 ,                    ,                       ,                                 ,                        ,F                        ,                     ,               ,R                    ,                       ,                       ,                         ,                ,                       ,                         ,                   ,                         ,                    ,                    ,                         ,                   ,                         ,                         ,                      ,                       ,                     ,                  ,               ,                           ,                       ,                    ,                       ,                        ,                    ,                     ,                       ,                      ,                       ,A                                      ,                    ,                 ,                          ,                             ,                         ,                      ,                             ,                   ,                        ,                             ,                   ,                      ,                       ,                            ,F                              ,                        ,                       ,                    ,                  ,                 ,             ,                 ,                        ,                       ,                           ,                         ,                      ,                                 ,                 ,                         ,                          ,                  ,                    ,                                        ,                            ,                    ,C                              ,                                   ,                         ,                         ,                     ,                         ,                  ,                            ,                        ,              ,                     ,R                  ,                        ,                              ,                            ,                       ,                          ,                   ,                     ,                 ,Etched coccolith from ODP Leg 114 SR Chapter 7 Table 1 p.157
