Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Toweius tovae,Toweius pertusus,Toweius eminens,Prinsius bisulcus,Placozygus sigmoides,Neochiastozygus junctus,Fasciculithus tympaniformis group,Discoaster multiradiatus,Chiasmolithus spp. (rims),Chiasmolithus solitus,Toweius crassus,Coccolithus pelagicus,Chiasmolithus consuetus,Zygrhablithus bijugatus,Thoracosphaera operculata,Sphenolithus sp.,Neococcolithes protenus,Neochiastozygus distentus,Discoaster robustus,Tribrachiatus orthostylus,Toweius magnicrassus,Sphenolithus radians,Reticulofenestra dictyoda,Discoaster kuepperi,Cruciplacolithus latipons,Chiphragmalithus calathus,Chiasmolithus expansus,Reticulofenestra hillae,Neococcolithes dubius,Markalius inversus,Discoaster spp.,Toweius sp. cf. T.gammation,Helicosphaera seminulum,Discoaster lodoensis,Discoaster barbadiensis,Cyclicargolithus luminis,Coccolithus formosus,Chiasmolithus grandis,Ellipsolithus distichus,Discoaster wemmelensis,Discoaster sublodoensis,Coccolithus (unspecified taxon or taxa),Discoaster binodosus,Placolith (small),Cruciplacolithus vanheckae,Blackites sp. aff. B.spinosus,Reticulofenestra umbilica,Discoaster saipanensis,Nannotetrina fulgens/cristata,Chiasmolithus titus,Calcidiscus protoannulus,Sphenolithus furcatolithoides,Pyrocyclus inversus,Cribrocentrum coenurum,Sphenolithus moriformis,Reticulofenestra cf. bisecta,Reticulofenestra daviesii group,Reticulofenestra bisecta,Helicosphaera dinesenii,Thoracosphaera saxea,Pontosphaera plana,Helicosphaera sp.,Ericsonia sp.,Ericsonia formosa,Dictyococcites scrippsae,Dictyococcites bisectus,Cyclicargolithus floridanus,Cribrocentrum reticulatum,Coronocyclus nitescens,Coccolithus pelagicus-eopelagicus,Chiasmolithus sp.,Chiasmolithus oamaruensis,Bramletteius serraculoides,Blackites spinosus,Birkelundia staurion,Cyclicargolithus sp. cf. C. marismontium,Reticulofenestra samodurovii,Clausicoccus obrutus,Cyclicargolithus cf. floridanus,Reticulofenestra sp. cf. R.dictyoda,Reticulofenestra daviesii,Sphenolithus predistentus,Isthmolithus recurvus,Clausicoccus subdistichus,Calcidiscus kingii,Reticulofenestra oamaruensis,Clausicoccus fenestratus,Discoaster sp.,Discoaster deflandrei,Chiasmolithus altus,Discoaster tanii nodifer,Cyclicargolithus cf. abisectus,Reticulofenestra sp. (small),Helicosphaera euphratis,Cyclicargolithus abisectus,Pyrocyclus hermosus,Discoaster adamanteus,Gephyrocapsa spp.,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,CP16a             ,              ,114, 699,A, 31,X, 6, 129.00,    286.8900,Madile   ,Nannofossils                                 ,A              ,P                 ,             ,                ,               ,                 ,                    ,                       ,                                 ,                        ,                         ,                     ,               ,                     ,                       ,                       ,                         ,                ,                       ,                         ,                   ,                         ,                    ,                    ,                         ,                   ,                         ,                         ,                      ,F                      ,                     ,                  ,               ,                           ,                       ,                    ,                       ,                        ,                    ,                     ,                       ,                      ,                       ,                                       ,                    ,                 ,                          ,                             ,A                        ,                      ,                             ,                   ,                        ,                             ,                   ,                      ,                       ,                            ,                               ,                        ,                       ,                    ,                  ,                 ,F            ,R                ,                        ,F                      ,C                          ,                         ,                      ,C                                ,A                ,                         ,                          ,                  ,                    ,                                        ,                            ,F                   ,                               ,                                   ,C                        ,                         ,                     ,R                        ,                  ,R                           ,                        ,              ,                     ,                   ,                        ,                              ,                            ,                       ,                          ,                   ,                     ,                 ,from ODP Leg 114 SR Chapter 8 Table 1 p.181
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,Oligocene        ,R. oamaruensis (Cr),              ,114, 699,A, 32,X, 1,  83.00,    288.4300,Crux     ,Nannofossils                                 ,A              ,P                 ,             ,                ,               ,                 ,                    ,                       ,                                 ,                        ,F                        ,                     ,               ,                     ,                       ,                       ,                         ,                ,                       ,                         ,                   ,                         ,                    ,                    ,                         ,                   ,                         ,                         ,                      ,F                      ,                     ,R                 ,               ,                           ,                       ,                    ,                       ,                        ,                    ,                     ,                       ,                      ,                       ,                                       ,                    ,                 ,                          ,                             ,C                        ,                      ,                             ,                   ,                        ,                             ,R                  ,                      ,                       ,R                           ,C                              ,R                       ,                       ,                    ,                  ,                 ,R            ,R                ,R                       ,F                      ,C                          ,                         ,                      ,A                                ,A                ,                         ,                          ,R                 ,                    ,                                        ,                            ,                    ,F                              ,                                   ,C                        ,                         ,F                    ,                         ,                  ,R                           ,F                       ,              ,                     ,                   ,                        ,                              ,                            ,                       ,                          ,                   ,                     ,                 ,Etched coccolith from ODP Leg 114 SR Chapter 7 Table 1 p.157
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,R. oamaruensis (Cr),              ,114, 699,A, 32,X, 3,  39.00,    290.9900,Crux     ,Nannofossils                                 ,               ,P                 ,             ,                ,               ,                 ,                    ,                       ,                                 ,                        ,                         ,                     ,               ,C                    ,                       ,                       ,                         ,                ,                       ,                         ,                   ,                         ,                    ,                    ,                         ,                   ,                         ,                         ,                      ,                       ,                     ,                  ,               ,                           ,                       ,                    ,                       ,                        ,                    ,                     ,                       ,                      ,                       ,                                       ,                    ,                 ,                          ,                             ,R                        ,                      ,                             ,                   ,                        ,                             ,                   ,                      ,                       ,                            ,                               ,                        ,                       ,                    ,                  ,                 ,             ,                 ,                        ,                       ,                           ,                         ,                      ,                                 ,                 ,                         ,                          ,                  ,                    ,                                        ,                            ,                    ,                               ,                                   ,                         ,                         ,R                    ,R                        ,                  ,R                           ,                        ,              ,                     ,                   ,                        ,                              ,                            ,                       ,                          ,                   ,                     ,                 ,Etched coccolith from ODP Leg 114 SR Chapter 7 Table 1 p.157
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,CP16a             ,              ,114, 699,A, 32,X, 6, 103.00,    296.1300,Madile   ,Nannofossils                                 ,A              ,P                 ,             ,                ,               ,                 ,                    ,                       ,                                 ,                        ,                         ,                     ,               ,                     ,                       ,                       ,                         ,                ,                       ,                         ,                   ,                         ,                    ,                    ,                         ,                   ,                         ,                         ,                      ,F                      ,                     ,                  ,               ,                           ,                       ,                    ,                       ,                        ,                    ,                     ,                       ,                      ,                       ,                                       ,                    ,                 ,                          ,                             ,C                        ,                      ,                             ,                   ,                        ,                             ,                   ,                      ,                       ,                            ,                               ,                        ,                       ,                    ,                  ,                 ,F            ,R                ,F                       ,F                      ,A                          ,                         ,R                     ,A                                ,A                ,                         ,                          ,                  ,                    ,                                        ,                            ,R                   ,                               ,                                   ,A                        ,                         ,F                    ,                         ,                  ,R                           ,F                       ,              ,                     ,                   ,                        ,                              ,                            ,                       ,                          ,                   ,                     ,                 ,Reworking; from ODP Leg 114 SR Chapter 8 Table 1 p.181
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,Eocene           ,R. oamaruensis (Cr),              ,114, 699,A, 32,X,CC,  19.00,    297.1200,Crux     ,Nannofossils                                 ,A              ,P                 ,             ,                ,               ,                 ,                    ,                       ,                                 ,                        ,R                        ,                     ,               ,C                    ,                       ,                       ,                         ,                ,                       ,                         ,                   ,                         ,                    ,                    ,                         ,                   ,                         ,                         ,                      ,F                      ,                     ,R                 ,               ,                           ,                       ,                    ,                       ,                        ,                    ,                     ,                       ,                      ,                       ,                                       ,                    ,                 ,                          ,                             ,A                        ,                      ,                             ,                   ,                        ,                             ,R                  ,                      ,                       ,                            ,A                              ,R                       ,                       ,                    ,                  ,R                ,F            ,R                ,F                       ,F                      ,C                          ,                         ,F                     ,A                                ,R                ,R                        ,                          ,R                 ,                    ,F                                       ,F                           ,R                   ,C                              ,                                   ,C                        ,                         ,F                    ,R                        ,                  ,R                           ,F                       ,R             ,                     ,R                  ,                        ,                              ,                            ,                       ,                          ,                   ,                     ,                 ,Etched coccolith from ODP Leg 114 SR Chapter 7 Table 1 p.157
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,CP16a             ,              ,114, 699,A, 33,X, 1,  95.00,    298.0500,Madile   ,Nannofossils                                 ,A              ,P                 ,             ,                ,               ,                 ,                    ,                       ,                                 ,                        ,                         ,                     ,               ,                     ,                       ,                       ,                         ,                ,                       ,                         ,                   ,                         ,                    ,                    ,                         ,                   ,                         ,                         ,                      ,R                      ,                     ,                  ,               ,                           ,                       ,                    ,                       ,                        ,                    ,                     ,                       ,                      ,                       ,                                       ,                    ,                 ,                          ,                             ,C                        ,                      ,                             ,                   ,                        ,                             ,                   ,                      ,                       ,                            ,                               ,                        ,                       ,                    ,                  ,R                ,R            ,R                ,F                       ,F                      ,A                          ,                         ,F                     ,A                                ,C                ,R                        ,                          ,R                 ,                    ,R                                       ,R                           ,R                   ,                               ,                                   ,C                        ,                         ,F                    ,                         ,                  ,R                           ,F                       ,              ,                     ,                   ,                        ,                              ,                            ,                       ,                          ,                   ,                     ,                 ,from ODP Leg 114 SR Chapter 8 Table 1 p.181
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,Eocene           ,R. oamaruensis (Cr),              ,114, 699,A, 33,X, 2,  60.00,    299.2000,Crux     ,Nannofossils                                 ,A              ,P                 ,             ,                ,               ,                 ,                    ,                       ,                                 ,                        ,F                        ,                     ,               ,A                    ,                       ,                       ,                         ,                ,                       ,                         ,                   ,                         ,                    ,                    ,                         ,                   ,                         ,                         ,                      ,F                      ,                     ,                  ,R              ,                           ,                       ,                    ,                       ,                        ,                    ,                     ,                       ,                      ,                       ,R                                      ,                    ,                 ,                          ,                             ,C                        ,                      ,                             ,                   ,                        ,                             ,R                  ,                      ,                       ,                            ,A                              ,R                       ,                       ,                    ,                  ,                 ,             ,                 ,                        ,                       ,                           ,                         ,                      ,                                 ,                 ,R                        ,                          ,                  ,                    ,                                        ,                            ,                    ,F                              ,                                   ,                         ,                         ,F                    ,                         ,                  ,R                           ,                        ,              ,                     ,R                  ,                        ,                              ,                            ,                       ,                          ,                   ,                     ,                 ,Etched coccolith from ODP Leg 114 SR Chapter 7 Table 1 p.157
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,CP16a             ,              ,114, 699,A, 33,X, 3,  95.00,    301.0500,Madile   ,Nannofossils                                 ,A              ,P                 ,             ,                ,               ,                 ,                    ,                       ,                                 ,                        ,                         ,                     ,               ,                     ,                       ,                       ,                         ,                ,                       ,                         ,                   ,                         ,                    ,                    ,                         ,                   ,                         ,                         ,                      ,R                      ,                     ,                  ,               ,                           ,                       ,                    ,                       ,                        ,                    ,                     ,                       ,                      ,                       ,                                       ,                    ,                 ,                          ,                             ,                         ,                      ,                             ,                   ,                        ,                             ,                   ,                      ,                       ,                            ,                               ,                        ,                       ,                    ,                  ,                 ,F            ,R                ,F                       ,F                      ,A                          ,                         ,R                     ,C                                ,C                ,                         ,R                         ,F                 ,                    ,                                        ,F                           ,R                   ,                               ,                                   ,C                        ,                         ,F                    ,R                        ,                  ,R                           ,F                       ,              ,                     ,                   ,                        ,                              ,                            ,                       ,                          ,                   ,                     ,                 ,from ODP Leg 114 SR Chapter 8 Table 1 p.181
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,Eocene           ,R. oamaruensis (Cr),              ,114, 699,A, 33,X, 5,  60.00,    303.7000,Crux     ,Nannofossils                                 ,A              ,P                 ,             ,                ,               ,                 ,                    ,                       ,                                 ,                        ,F                        ,                     ,               ,C                    ,                       ,                       ,                         ,                ,                       ,                         ,                   ,                         ,                    ,                    ,                         ,                   ,                         ,                         ,                      ,F                      ,                     ,                  ,R              ,                           ,                       ,                    ,                       ,R                       ,R                   ,                     ,                       ,                      ,                       ,R                                      ,                    ,                 ,                          ,                             ,A                        ,                      ,                             ,                   ,                        ,                             ,R                  ,                      ,                       ,                            ,C                              ,R                       ,                       ,                    ,                  ,                 ,             ,                 ,                        ,                       ,                           ,                         ,                      ,                                 ,                 ,R                        ,                          ,R                 ,                    ,                                        ,                            ,                    ,F                              ,                                   ,                         ,                         ,R                    ,R                        ,                  ,R                           ,                        ,              ,                     ,                   ,R                       ,                              ,                            ,                       ,                          ,                   ,                     ,                 ,Etched coccolith from ODP Leg 114 SR Chapter 7 Table 1 p.157
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,CP16a             ,              ,114, 699,A, 33,X, 5,  95.00,    304.0500,Madile   ,Nannofossils                                 ,A              ,M                 ,             ,                ,               ,                 ,                    ,                       ,                                 ,                        ,                         ,                     ,               ,                     ,                       ,                       ,                         ,                ,                       ,                         ,                   ,                         ,                    ,                    ,                         ,                   ,                         ,                         ,                      ,F                      ,                     ,                  ,               ,                           ,                       ,                    ,                       ,                        ,                    ,                     ,                       ,                      ,                       ,                                       ,                    ,                 ,                          ,                             ,C                        ,                      ,                             ,                   ,                        ,                             ,                   ,                      ,                       ,                            ,                               ,                        ,                       ,                    ,                  ,                 ,F            ,R                ,R                       ,R                      ,C                          ,                         ,R                     ,A                                ,C                ,R                        ,                          ,R                 ,                    ,                                        ,R                           ,R                   ,                               ,                                   ,C                        ,                         ,C                    ,F                        ,                  ,R                           ,F                       ,              ,                     ,                   ,                        ,                              ,                            ,                       ,                          ,                   ,                     ,                 ,Reworking; from ODP Leg 114 SR Chapter 8 Table 1 p.181
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,Eocene           ,R. oamaruensis (Cr),              ,114, 699,A, 33,X, 7,  33.00,    306.4300,Crux     ,Nannofossils                                 ,A              ,P                 ,             ,                ,               ,                 ,                    ,                       ,                                 ,                        ,F                        ,                     ,               ,C                    ,                       ,                       ,                         ,                ,                       ,                         ,                   ,                         ,                    ,                    ,                         ,                   ,                         ,                         ,                      ,C                      ,                     ,                  ,               ,                           ,                       ,                    ,                       ,                        ,R                   ,                     ,                       ,                      ,                       ,F                                      ,                    ,                 ,                          ,                             ,C                        ,R                     ,                             ,                   ,R                       ,                             ,                   ,                      ,                       ,                            ,C                              ,R                       ,                       ,                    ,R                 ,                 ,R            ,R                ,R                       ,R                      ,C                          ,                         ,                      ,C                                ,A                ,R                        ,                          ,R                 ,                    ,R                                       ,R                           ,R                   ,                               ,                                   ,F                        ,                         ,F                    ,                         ,                  ,R                           ,                        ,              ,                     ,                   ,                        ,                              ,                            ,                       ,                          ,                   ,                     ,                 ,Etched coccolith from ODP Leg 114 SR Chapter 7 Table 1 p.157
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,Eocene           ,I. recurvus Subzone,              ,114, 699,A, 34,X,CC,  19.00,    306.7900,Crux     ,Nannofossils                                 ,A              ,P                 ,             ,                ,               ,                 ,                    ,                       ,                                 ,                        ,F                        ,                     ,               ,C                    ,                       ,                       ,                         ,                ,                       ,                         ,                   ,                         ,                    ,                    ,                         ,                   ,                         ,                         ,                      ,F                      ,                     ,                  ,               ,                           ,                       ,                    ,                       ,                        ,R                   ,                     ,                       ,                      ,                       ,R                                      ,                    ,                 ,                          ,                             ,R                        ,R                     ,                             ,                   ,                        ,                             ,                   ,                      ,                       ,R                           ,C                              ,R                       ,                       ,                    ,R                 ,                 ,             ,F                ,F                       ,R                      ,C                          ,                         ,R                     ,C                                ,F                ,R                        ,                          ,R                 ,                    ,R                                       ,                            ,                    ,C                              ,                                   ,C                        ,                         ,F                    ,                         ,                  ,F                           ,R                       ,R             ,R                    ,R                  ,                        ,                              ,                            ,                       ,                          ,                   ,                     ,                 ,Etched coccolith from ODP Leg 114 SR Chapter 7 Table 1 p.157
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,CP16a             ,              ,114, 699,A, 35,X, 1,  66.00,    316.7600,Madile   ,Nannofossils                                 ,A              ,P                 ,             ,                ,               ,                 ,                    ,                       ,                                 ,                        ,                         ,                     ,               ,                     ,                       ,                       ,                         ,                ,                       ,                         ,                   ,                         ,                    ,                    ,                         ,                   ,                         ,                         ,                      ,                       ,                     ,                  ,               ,                           ,                       ,                    ,                       ,                        ,                    ,                     ,                       ,                      ,                       ,                                       ,                    ,                 ,                          ,                             ,R                        ,                      ,                             ,                   ,                        ,                             ,                   ,                      ,                       ,                            ,                               ,                        ,                       ,                    ,R                 ,                 ,             ,F                ,F                       ,R                      ,A                          ,                         ,F                     ,C                                ,C                ,                         ,                          ,R                 ,R                   ,R                                       ,R                           ,                    ,                               ,                                   ,C                        ,                         ,R                    ,                         ,R                 ,F                           ,R                       ,R             ,R                    ,                   ,                        ,                              ,                            ,                       ,                          ,                   ,                     ,                 ,from ODP Leg 114 SR Chapter 8 Table 1 p.181
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,                 ,CP15b             ,              ,114, 699,A, 35,X, 3,  66.00,    319.7600,Madile   ,Nannofossils                                 ,C              ,P                 ,             ,                ,               ,                 ,                    ,                       ,                                 ,                        ,                         ,                     ,               ,                     ,                       ,                       ,                         ,                ,                       ,                         ,                   ,                         ,                    ,                    ,                         ,                   ,                         ,                         ,                      ,F                      ,                     ,                  ,               ,                           ,                       ,                    ,                       ,                        ,                    ,                     ,                       ,                      ,                       ,                                       ,                    ,                 ,                          ,                             ,T                        ,R                     ,                             ,                   ,                        ,                             ,                   ,                      ,                       ,                            ,                               ,                        ,                       ,                    ,                  ,                 ,R            ,R                ,F                       ,F                      ,A                          ,                         ,F                     ,C                                ,R                ,R                        ,                          ,                  ,R                   ,                                        ,                            ,R                   ,                               ,                                   ,F                        ,                         ,F                    ,R                        ,R                 ,R                           ,R                       ,              ,                     ,                   ,                        ,                              ,                            ,                       ,                          ,                   ,                     ,                 ,from ODP Leg 114 SR Chapter 8 Table 1 p.181
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,                 ,CP15b             ,              ,114, 699,A, 35,X, 5,  66.00,    322.7600,Madile   ,Nannofossils                                 ,C              ,P                 ,             ,                ,               ,                 ,                    ,                       ,                                 ,                        ,                         ,                     ,               ,                     ,                       ,                       ,                         ,                ,                       ,                         ,                   ,                         ,                    ,                    ,                         ,                   ,                         ,                         ,                      ,R                      ,                     ,                  ,               ,                           ,                       ,                    ,                       ,                        ,                    ,                     ,                       ,                      ,                       ,                                       ,                    ,                 ,                          ,                             ,C                        ,R                     ,                             ,                   ,                        ,                             ,                   ,                      ,                       ,                            ,                               ,                        ,                       ,R                   ,                  ,R                ,F            ,F                ,                        ,F                      ,A                          ,                         ,F                     ,A                                ,R                ,                         ,                          ,F                 ,                    ,R                                       ,R                           ,F                   ,                               ,                                   ,F                        ,                         ,F                    ,R                        ,                  ,R                           ,F                       ,              ,                     ,                   ,                        ,                              ,                            ,                       ,                          ,                   ,                     ,                 ,from ODP Leg 114 SR Chapter 8 Table 1 p.181
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,Eocene           ,I. recurvus Subzone,              ,114, 699,A, 35,X, 7,  19.00,    325.0900,Crux     ,Nannofossils                                 ,A              ,P                 ,             ,                ,               ,                 ,                    ,                       ,                                 ,                        ,R                        ,                     ,               ,F                    ,                       ,                       ,                         ,                ,                       ,                         ,                   ,                         ,                    ,                    ,                         ,                   ,                         ,                         ,                      ,F                      ,                     ,                  ,               ,                           ,                       ,                    ,R                      ,                        ,                    ,                     ,                       ,                      ,                       ,R                                      ,                    ,                 ,                          ,                             ,A                        ,R                     ,                             ,                   ,R                       ,                             ,R                  ,                      ,                       ,                            ,C                              ,R                       ,                       ,R                   ,                  ,                 ,R            ,R                ,C                       ,C                      ,A                          ,                         ,R                     ,A                                ,R                ,                         ,                          ,R                 ,R                   ,                                        ,                            ,R                   ,C                              ,                                   ,F                        ,                         ,F                    ,R                        ,R                 ,                            ,                        ,              ,                     ,                   ,                        ,                              ,                            ,                       ,                          ,                   ,                     ,                 ,Presence of B. bigelowii is indicate as uncertain; Etched coccolith from ODP Leg 114 SR Chapter 7 Table 1 p.157
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,                 ,CP15b             ,              ,114, 699,A, 36,X, 1,  60.00,    326.2000,Madile   ,Nannofossils                                 ,A              ,P                 ,             ,                ,               ,                 ,                    ,                       ,                                 ,                        ,                         ,                     ,               ,                     ,                       ,                       ,                         ,                ,                       ,                         ,                   ,                         ,                    ,                    ,                         ,                   ,                         ,                         ,                      ,R                      ,                     ,                  ,               ,                           ,                       ,                    ,                       ,                        ,                    ,                     ,                       ,                      ,                       ,                                       ,                    ,                 ,                          ,                             ,A                        ,R                     ,                             ,                   ,                        ,                             ,                   ,                      ,R                      ,                            ,                               ,                        ,                       ,R                   ,R                 ,                 ,R            ,F                ,F                       ,A                      ,A                          ,                         ,F                     ,A                                ,R                ,R                        ,                          ,R                 ,                    ,R                                       ,                            ,                    ,                               ,R                                  ,C                        ,                         ,C                    ,                         ,                  ,                            ,                        ,              ,                     ,                   ,                        ,                              ,                            ,                       ,                          ,                   ,                     ,                 ,Reworking; from ODP Leg 114 SR Chapter 8 Table 1 p.181
