Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Spongebria miocenica,Spongebria curta,Septamesocena apiculata f. curvata,Septamesocena apiculata apiculata,Parathranium clathratum,Parathranium cf. clathratum,Parathranium cf. californicum,Parathranium bispinum,Hermesinum obliquum,Hermesinum adriaticum,Hermesinoid skeletons,Hermesinella schulzii,Hermesinella conata,Haplohermesinum hovassei,Foliactiniscus atlanticus,Falsebrioid Falsebrioid,Falsebria sp.,Falsebria cf. arborea,Ebriopsoid skeletons,Ebria inornata,Ditripodium latum,Distephanus speculum haliomma f. speculum,Distephanus speculum haliomma f. haliomma,Distephanus crux stradneri,Distephanus crux parvus,Distephanus crux longispinus,Distephanus crux,Distephanus aculeatus f. aculeatus,Corbisema triacantha,Canopilus hemisphaericus f. heptagonus,Cannopilus schulzii,Cannopilus hemisphaericus f. hemisphaericus,Ammodochium pyramidale,Ammodochioid skeletons,Actiniscus sp.,Actiniscus pentasterias,Actiniscus flosculus,Distephanus stradneri,Distephanus speculum hemisphaericus &  boliviensis (hemisphaericoid),Distephanus slavnicii,Distephanus quinquangellus,Distephanus crux scutulatus,Distephanus boliviensis & speculum (bolivienoid)-(w/ >4aw.),Distephanus boliviensis & speculum (bolivienoid),Distephanus &  speculum (bolivienoid)-(w/ 3aw.),Distephanus &  speculum (bolivienoid)-(w/ 2aw.),Dictyocha sp. 1,Caryocha ernestinae,Caryocha depressa,Bachmannocena triangula,Bachmannocena diodon nodosa,Bachmannocena apiculata curvata,Distephanus quinquangellus (w/ 2ap.),Dictyocha fibula,Thranium cf. crassipes,Hermesinella fenestrata,Foliactiniscus folia,Dictyocha species diversae (asperoid),Dictyocha fibula tenuis,Ammodochium serotinum,Actiniscus tetrasterias,Dictyocha aspera,Naviculopsis species diversae,Distephanus speculum haliomma formae diversae,Dictyocha fibula s.l.,Canopilus ernestinae,Cannopilus depressus,Distephanus hannai,Distephanus aff. pseudocrux,Ditripodium elphantinum,Ammodochium species diversae,Dictyocha brevispina,Thranium crassipes,Distephanus speculum f. speculum ,Bachmannocena diodon nodosa (w/ 3 sp. asym.),Mesocena diodon,Actiniscus planatus,Mesocena elliptica,Dictyocha varia,Dictyocha messaensis aspinosa,Actiniscus elongatus,Distephanus boliviensis &  speculum (bolivienoid)-(w/ 8brs.),Dictyocha longa,Bachmannocena quadrangula,Bachmannocena elliptica,Macrora stella,Hermesinum mirabile,Distephanus quinarius,Neonaviculopsis neonautica neonautica,Distephanus cf. xenus,Dictyocha subclinata,Dictyocha pulchella var. inflata,Dictyocha pentagona,Bachmannocena diodon diodon,Distephanus speculum f. pentagonus,Mesocena ovata,Distephanus speculum bolivienoid (w/ very long major spines),Distephanus crux ssp. 1,Distephanus crux (w/ 2aw.),Dictyocha cf. angulata,Bachmannocena dumitricae,Bachmannocena diodon nodosa (w/ 1 sp.),Bachmannocena circulus apiculata,Bachmannocena apiculata,Podamphora elgeri,Paramesocena circulus apiculata,Distephanus speculum  f. cannopileus-hexacanthus,Dictyocha epiodon,Distephanus boliviensis (w/ large aw.)      ,Naviculopsis lacrima,Distephanus stauracanthus f. octagonus,Dictyocha (aberrant forms),Ebriopsis crenulata,Actiniscus laciniatus,Dictyocha species diversae (messanensoid),Corbisema species diversae,Dictyocha clinata,Craniopsis sp.,Corbisema flexuosa,Distephanus aculeatus f. binoculus,Distephanus speculum speculum (coronoid)  ,Distephanus speculum giganteus,Distephanus (aberrant forms),Naviculopsis lata,Mesocena triangula,Thranium patulum,Distephanus crux bispinosus,Paramesocena circulus circulus,Ebriopsis cornuta,Distephanus speculum giganteus f. giganteus,Pseudammodochium species diversae,Naviculopsis navicula navicula,Mesocena quadrangula,Distephanus speculum giganteus f. cannopileus-hexacanthus,Distephanus sp. cf. D. speculum gigangteus f. giganteus,Naviculopsis iberica ,Distephanus jimlingii (w/ 2 or 3aw.),Distephanus jimlingii,Distephanus frugalis,Pseudammodochium robustum,Ditripodium japonicum,Distephanus sulcatus formae diversae,Distephanus speculum constrictus f. constrictus,Distephanus polyactis,Falsebria arborea,Distephanus speculum constrictus formae diversae,Dictyocha perlaevis,Distephanus speculum speculum,Distephanus jimlingii/sulcatus,Distephanus frugalis (w/ 2aw.),Distephanus sulcatus f. maximus,Distephanus sulcatus,Distephanus boliviensis &  speculum (bolivienoid)-(w/ 3aw. & 7brs.),Dictyocha quadria,Distephanus speculum  formae diversae,Dictyocha messanensis messanensis,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,upper C. triacantha,S. miocenica  ,104, 642,C, 22,H, 1,  66.00,    178.1600,Locker   ,Silicoflagellates/Ebridians/Actiniscidians   ,               ,                  ,4.0%                ,                ,1.0%                              ,1.0%                             ,4.0%                   ,4.0%                       ,                             ,1.0%                 ,1.0%               ,                     ,T                    ,1.0%                 ,2.0%               ,                        ,                         ,24.0%                  ,T            ,T                    ,2.0%                ,              ,                 ,                                         ,                                         ,1.0%                      ,4.0%                   ,                            ,73.0%           ,4.0%                              ,+                   ,                                      ,                   ,8.0%                                       ,T                     ,2.0%                  ,27.0%         ,T                      ,2.0%                ,                     ,                                                                    ,                     ,                          ,                           ,                                                           ,                                                ,                                               ,                                               ,               ,                   ,                 ,                       ,                           ,                               ,                                    ,                ,                      ,cf                     ,                    ,                                     ,                       ,18.0%                ,                       ,                ,                             ,                                             ,                     ,                    ,4.0%                ,                  ,                           ,                       ,+                           ,                    ,4.0%              ,6.0%                             ,                                            ,+              ,1.0%               ,                  ,               ,                             ,                    ,                                                            ,               ,                         ,                       ,              ,                   ,                     ,                                     ,                     ,                    ,                                ,                   ,                           ,                                  ,              ,                                                            ,                       ,                          ,                      ,                        ,                                      ,                                ,                       ,                 ,                               ,                                                ,                 ,                                            ,                    ,                                      ,                          ,                   ,                     ,                                         ,                          ,                 ,              ,                  ,                                  ,                                          ,                              ,                            ,                 ,                  ,                ,                           ,                              ,                 ,                                           ,                                 ,                              ,                    ,                                                         ,                                                       ,                     ,                                    ,                     ,                    ,                         ,                     ,                                    ,                                               ,                     ,                 ,                                                ,                   ,                             ,                              ,                              ,                               ,                    ,                                                                   ,                 ,                                     ,                                 ,from ODP 104 SR Chaper 30  Tables 1 & 2 p 550-553
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,D. sp. hemis(Cies),              ,104, 642,C, 22,H, 2, 125.00,    180.2500,Ciesielski,Silicoflagellates/Ebridians/Actiniscidians   ,               ,                  ,                    ,                ,                                  ,                                 ,                       ,                           ,                             ,                     ,                   ,                     ,                     ,                     ,                   ,                        ,                         ,                       ,             ,                     ,                    ,              ,                 ,                                         ,                                         ,                          ,69                     ,                            ,160             ,                                  ,2                   ,                                      ,                   ,                                           ,                      ,                      ,              ,                       ,                    ,10                   ,18                                                                  ,13                   ,                          ,20                         ,                                                           ,25                                              ,7                                              ,3                                              ,               ,2                  ,2                ,3                      ,2                          ,                               ,                                    ,                ,                      ,                       ,                    ,                                     ,                       ,                     ,                       ,                ,                             ,                                             ,                     ,                    ,                    ,                  ,                           ,                       ,                            ,                    ,                  ,                                 ,1                                           ,               ,                   ,                  ,               ,                             ,                    ,                                                            ,               ,                         ,                       ,              ,                   ,                     ,                                     ,                     ,                    ,                                ,                   ,                           ,                                  ,              ,                                                            ,                       ,                          ,                      ,                        ,                                      ,                                ,                       ,                 ,                               ,                                                ,                 ,                                            ,                    ,                                      ,                          ,                   ,                     ,                                         ,                          ,                 ,              ,                  ,                                  ,                                          ,                              ,                            ,                 ,                  ,                ,                           ,                              ,                 ,                                           ,                                 ,                              ,                    ,                                                         ,                                                       ,                     ,                                    ,                     ,                    ,                         ,                     ,                                    ,                                               ,                     ,                 ,                                                ,                   ,                             ,                              ,                              ,                               ,                    ,                                                                   ,                 ,                                     ,                                 ,Total whole specimens = 336; Unidentifiabale fragments = 6; from ODP Leg 104 Sr Chapter 28 Table 1 p 504-507
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,lower C. triacantha,S. miocenica  ,104, 642,C, 22,H, 4,  60.00,    182.6000,Locker   ,Silicoflagellates/Ebridians/Actiniscidians   ,               ,                  ,9.0%                ,                ,1.0%                              ,                                 ,2.0%                   ,T                          ,                             ,                     ,T                  ,                     ,1.0%                 ,                     ,T                  ,2.0%                    ,1.0%                     ,28.0%                  ,1.0%         ,5.0%                 ,T                   ,              ,2.0%             ,7.0%                                     ,2.0%                                     ,1.0%                      ,2.0%                   ,                            ,69.0%           ,cf                                ,                    ,                                      ,                   ,4.0%                                       ,2.0%                  ,3.0%                  ,14.0%         ,1.0%                   ,5.0%                ,                     ,                                                                    ,                     ,                          ,                           ,                                                           ,                                                ,                                               ,                                               ,               ,                   ,                 ,                       ,                           ,                               ,                                    ,                ,                      ,                       ,                    ,                                     ,                       ,20.0%                ,                       ,                ,                             ,                                             ,                     ,                    ,                    ,                  ,                           ,T                      ,                            ,                    ,2.0%              ,9.0%                             ,                                            ,               ,                   ,                  ,               ,                             ,                    ,                                                            ,               ,                         ,                       ,              ,                   ,                     ,                                     ,                     ,                    ,                                ,                   ,                           ,                                  ,              ,                                                            ,                       ,                          ,                      ,                        ,                                      ,                                ,                       ,                 ,                               ,                                                ,                 ,                                            ,                    ,                                      ,                          ,                   ,                     ,                                         ,                          ,                 ,              ,                  ,                                  ,                                          ,                              ,                            ,                 ,                  ,                ,                           ,                              ,                 ,                                           ,                                 ,                              ,                    ,                                                         ,                                                       ,                     ,                                    ,                     ,                    ,                         ,                     ,                                    ,                                               ,                     ,                 ,                                                ,                   ,                             ,                              ,                              ,                               ,                    ,                                                                   ,                 ,                                     ,                                 ,from ODP 104 SR Chaper 30  Tables 1 & 2 p 550-553
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,D. sp. hemis(Cies),              ,104, 642,C, 22,H, 4, 125.00,    183.2500,Ciesielski,Silicoflagellates/Ebridians/Actiniscidians   ,               ,                  ,                    ,                ,                                  ,                                 ,                       ,                           ,                             ,                     ,                   ,                     ,                     ,                     ,                   ,                        ,                         ,                       ,             ,                     ,                    ,              ,                 ,                                         ,                                         ,                          ,97                     ,                            ,76              ,                                  ,                    ,                                      ,                   ,                                           ,                      ,                      ,              ,                       ,                    ,23                   ,12                                                                  ,14                   ,                          ,32                         ,5                                                          ,29                                              ,12                                             ,9                                              ,               ,                   ,1                ,1                      ,                           ,6                              ,                                    ,3               ,                      ,                       ,                    ,                                     ,                       ,                     ,                       ,                ,                             ,                                             ,                     ,                    ,                    ,1                 ,                           ,                       ,                            ,1                   ,                  ,                                 ,                                            ,               ,                   ,                  ,               ,                             ,                    ,                                                            ,               ,                         ,                       ,              ,                   ,                     ,                                     ,                     ,                    ,                                ,                   ,                           ,                                  ,              ,                                                            ,                       ,                          ,                      ,                        ,                                      ,                                ,                       ,                 ,                               ,                                                ,                 ,                                            ,                    ,                                      ,                          ,                   ,                     ,                                         ,                          ,                 ,              ,                  ,                                  ,                                          ,                              ,                            ,                 ,                  ,                ,                           ,                              ,                 ,                                           ,                                 ,                              ,                    ,                                                         ,                                                       ,                     ,                                    ,                     ,                    ,                         ,                     ,                                    ,                                               ,                     ,                 ,                                                ,                   ,                             ,                              ,                              ,                               ,                    ,                                                                   ,                 ,                                     ,                                 ,Total whole specimens = 322; Unidentifiabale fragments = 1; from ODP Leg 104 Sr Chapter 28 Table 1 p 504-507
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,lower C. triacantha,S. miocenica  ,104, 642,C, 23,H, 2,  54.00,    186.3400,Locker   ,Silicoflagellates/Ebridians/Actiniscidians   ,               ,                  ,8.0%                ,                ,T                                 ,1.0%                             ,1.0%                   ,8.0%                       ,1.0%                         ,T                    ,T                  ,T                    ,                     ,                     ,                   ,1.0%                    ,1.0%                     ,36.0%                  ,             ,3.0%                 ,                    ,              ,2.0%             ,3.0%                                     ,1.0%                                     ,T                         ,3.0%                   ,                            ,81.0%           ,T                                 ,                    ,                                      ,                   ,2.0%                                       ,T                     ,6.0%                  ,8.0%          ,1.0%                   ,2.0%                ,                     ,                                                                    ,                     ,                          ,                           ,                                                           ,                                                ,                                               ,                                               ,               ,                   ,                 ,                       ,                           ,                               ,                                    ,                ,T                     ,                       ,1.0%                ,                                     ,2.0%                   ,17.0%                ,                       ,                ,                             ,T                                            ,                     ,                    ,T                   ,                  ,                           ,cf                     ,T                           ,                    ,                  ,                                 ,                                            ,               ,                   ,                  ,               ,                             ,                    ,                                                            ,               ,                         ,                       ,              ,                   ,                     ,                                     ,                     ,                    ,                                ,                   ,                           ,                                  ,              ,                                                            ,                       ,                          ,                      ,                        ,                                      ,                                ,                       ,                 ,                               ,                                                ,                 ,                                            ,                    ,                                      ,                          ,                   ,                     ,                                         ,                          ,                 ,              ,                  ,                                  ,                                          ,                              ,                            ,                 ,                  ,                ,                           ,                              ,                 ,                                           ,                                 ,                              ,                    ,                                                         ,                                                       ,                     ,                                    ,                     ,                    ,                         ,                     ,                                    ,                                               ,                     ,                 ,                                                ,                   ,                             ,                              ,                              ,                               ,                    ,                                                                   ,                 ,                                     ,                                 ,from ODP 104 SR Chaper 30  Tables 1 & 2 p 550-553
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,D. sp. hemis(Cies),              ,104, 642,C, 23,H, 2, 125.00,    187.0500,Ciesielski,Silicoflagellates/Ebridians/Actiniscidians   ,               ,                  ,                    ,                ,                                  ,                                 ,                       ,                           ,                             ,                     ,                   ,                     ,                     ,                     ,                   ,                        ,                         ,                       ,             ,                     ,                    ,              ,                 ,                                         ,                                         ,                          ,43                     ,                            ,125             ,                                  ,                    ,                                      ,                   ,                                           ,                      ,                      ,              ,                       ,                    ,28                   ,3                                                                   ,2                    ,1                         ,15                         ,4                                                          ,22                                              ,7                                              ,5                                              ,1              ,                   ,                 ,7                      ,                           ,10                             ,                                    ,3               ,                      ,                       ,                    ,                                     ,                       ,                     ,                       ,8               ,                             ,                                             ,                     ,                    ,                    ,4                 ,4                          ,                       ,                            ,                    ,                  ,                                 ,                                            ,               ,                   ,                  ,               ,                             ,                    ,                                                            ,               ,                         ,                       ,              ,                   ,                     ,                                     ,                     ,                    ,                                ,                   ,                           ,                                  ,              ,                                                            ,                       ,                          ,                      ,                        ,                                      ,                                ,                       ,                 ,                               ,                                                ,                 ,                                            ,                    ,                                      ,                          ,                   ,                     ,                                         ,                          ,                 ,              ,                  ,                                  ,                                          ,                              ,                            ,                 ,                  ,                ,                           ,                              ,                 ,                                           ,                                 ,                              ,                    ,                                                         ,                                                       ,                     ,                                    ,                     ,                    ,                         ,                     ,                                    ,                                               ,                     ,                 ,                                                ,                   ,                             ,                              ,                              ,                               ,                    ,                                                                   ,                 ,                                     ,                                 ,Total whole specimens = 292; Unidentifiabale fragments = 8; from ODP Leg 104 Sr Chapter 28 Table 1 p 504-507
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,lower C. triacantha,S. miocenica  ,104, 642,C, 23,H, 5,  70.00,    191.0000,Locker   ,Silicoflagellates/Ebridians/Actiniscidians   ,               ,                  ,2.0%                ,1.0%            ,T                                 ,T                                ,1.0%                   ,12.0%                      ,1.0%                         ,1.0%                 ,1.0%               ,T                    ,                     ,                     ,+                  ,T                       ,2.0%                     ,34.0%                  ,3.0%         ,3.0%                 ,                    ,              ,3.0%             ,10.0%                                    ,5.0%                                     ,T                         ,3.0%                   ,                            ,72.0%           ,4.0%                              ,+                   ,                                      ,1.0%               ,7.0%                                       ,+                     ,6.0%                  ,5.0%          ,                       ,1.0%                ,                     ,                                                                    ,                     ,                          ,                           ,                                                           ,                                                ,                                               ,                                               ,               ,                   ,                 ,                       ,                           ,                               ,                                    ,                ,T                     ,                       ,T                   ,+                                    ,T                      ,22.0%                ,                       ,                ,T                            ,T                                            ,T                    ,T                   ,T                   ,                  ,                           ,                       ,                            ,                    ,                  ,                                 ,                                            ,               ,                   ,                  ,               ,                             ,                    ,                                                            ,               ,                         ,                       ,              ,                   ,                     ,                                     ,                     ,                    ,                                ,                   ,                           ,                                  ,              ,                                                            ,                       ,                          ,                      ,                        ,                                      ,                                ,                       ,                 ,                               ,                                                ,                 ,                                            ,                    ,                                      ,                          ,                   ,                     ,                                         ,                          ,                 ,              ,                  ,                                  ,                                          ,                              ,                            ,                 ,                  ,                ,                           ,                              ,                 ,                                           ,                                 ,                              ,                    ,                                                         ,                                                       ,                     ,                                    ,                     ,                    ,                         ,                     ,                                    ,                                               ,                     ,                 ,                                                ,                   ,                             ,                              ,                              ,                               ,                    ,                                                                   ,                 ,                                     ,                                 ,from ODP 104 SR Chaper 30  Tables 1 & 2 p 550-553
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,D. sp. hemis(Cies),              ,104, 642,C, 23,H, 5, 125.00,    191.5500,Ciesielski,Silicoflagellates/Ebridians/Actiniscidians   ,               ,                  ,                    ,                ,                                  ,                                 ,                       ,                           ,                             ,                     ,                   ,                     ,                     ,                     ,                   ,                        ,                         ,                       ,             ,                     ,                    ,              ,                 ,                                         ,                                         ,                          ,94                     ,                            ,133             ,                                  ,1                   ,                                      ,                   ,                                           ,                      ,                      ,              ,                       ,                    ,2                    ,9                                                                   ,13                   ,2                         ,12                         ,                                                           ,34                                              ,2                                              ,6                                              ,               ,                   ,                 ,                       ,1                          ,1                              ,12                                  ,2               ,                      ,                       ,                    ,                                     ,                       ,                     ,                       ,2               ,                             ,                                             ,                     ,                    ,                    ,                  ,                           ,                       ,                            ,                    ,                  ,                                 ,                                            ,               ,                   ,                  ,               ,                             ,                    ,                                                            ,               ,                         ,                       ,              ,                   ,                     ,                                     ,                     ,                    ,                                ,                   ,                           ,                                  ,              ,                                                            ,                       ,                          ,                      ,                        ,                                      ,                                ,                       ,                 ,                               ,                                                ,                 ,                                            ,                    ,                                      ,                          ,                   ,                     ,                                         ,                          ,                 ,              ,                  ,                                  ,                                          ,                              ,                            ,                 ,                  ,                ,                           ,                              ,                 ,                                           ,                                 ,                              ,                    ,                                                         ,                                                       ,                     ,                                    ,                     ,                    ,                         ,                     ,                                    ,                                               ,                     ,                 ,                                                ,                   ,                             ,                              ,                              ,                               ,                    ,                                                                   ,                 ,                                     ,                                 ,Total whole specimens = 326; Unidentifiabale fragments = 5; from ODP Leg 104 Sr Chapter 28 Table 1 p 504-507
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,lower C. triacantha,S. miocenica  ,104, 642,C, 24,H, 2,  70.00,    194.6000,Locker   ,Silicoflagellates/Ebridians/Actiniscidians   ,               ,                  ,2.0%                ,3.0%            ,1.0%                              ,T                                ,1.0%                   ,4.0%                       ,1.0%                         ,                     ,2.0%               ,1.0%                 ,T                    ,                     ,                   ,2.0%                    ,T                        ,28.0%                  ,1.0%         ,4.0%                 ,2.0%                ,              ,2.0%             ,10.0%                                    ,8.0%                                     ,                          ,12.0%                  ,                            ,58.0%           ,                                  ,                    ,T                                     ,1.0%               ,10.0%                                      ,                      ,1.0%                  ,10.0%         ,1.0%                   ,3.0%                ,                     ,                                                                    ,                     ,                          ,                           ,                                                           ,                                                ,                                               ,                                               ,               ,                   ,                 ,                       ,                           ,                               ,                                    ,                ,T                     ,+                      ,T                   ,T                                    ,2.0%                   ,29.0%                ,cf                     ,                ,                             ,                                             ,                     ,                    ,                    ,                  ,                           ,                       ,                            ,                    ,                  ,                                 ,                                            ,               ,                   ,                  ,               ,                             ,                    ,                                                            ,               ,                         ,                       ,              ,                   ,                     ,                                     ,                     ,                    ,                                ,                   ,                           ,                                  ,              ,                                                            ,                       ,                          ,                      ,                        ,                                      ,                                ,                       ,                 ,                               ,                                                ,                 ,                                            ,                    ,                                      ,                          ,                   ,                     ,                                         ,                          ,                 ,              ,                  ,                                  ,                                          ,                              ,                            ,                 ,                  ,                ,                           ,                              ,                 ,                                           ,                                 ,                              ,                    ,                                                         ,                                                       ,                     ,                                    ,                     ,                    ,                         ,                     ,                                    ,                                               ,                     ,                 ,                                                ,                   ,                             ,                              ,                              ,                               ,                    ,                                                                   ,                 ,                                     ,                                 ,from ODP 104 SR Chaper 30  Tables 1 & 2 p 550-553
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,D. sp. hemis(Cies),              ,104, 642,C, 24,H, 2, 125.00,    195.1500,Ciesielski,Silicoflagellates/Ebridians/Actiniscidians   ,               ,                  ,                    ,                ,                                  ,                                 ,                       ,                           ,                             ,                     ,                   ,                     ,                     ,                     ,                   ,                        ,                         ,                       ,             ,                     ,                    ,              ,                 ,                                         ,                                         ,                          ,148                    ,                            ,84              ,                                  ,                    ,                                      ,                   ,                                           ,                      ,                      ,              ,                       ,                    ,7                    ,4                                                                   ,19                   ,                          ,16                         ,2                                                          ,15                                              ,4                                              ,2                                              ,               ,                   ,                 ,3                      ,                           ,2                              ,1                                   ,3               ,                      ,                       ,                    ,                                     ,                       ,                     ,                       ,                ,                             ,                                             ,                     ,                    ,                    ,                  ,                           ,                       ,                            ,                    ,                  ,                                 ,                                            ,               ,                   ,                  ,               ,                             ,                    ,                                                            ,               ,                         ,                       ,              ,                   ,                     ,                                     ,                     ,                    ,                                ,                   ,                           ,                                  ,              ,                                                            ,                       ,                          ,                      ,                        ,                                      ,                                ,                       ,                 ,                               ,                                                ,                 ,                                            ,                    ,                                      ,                          ,                   ,                     ,                                         ,                          ,                 ,              ,                  ,                                  ,                                          ,                              ,                            ,                 ,                  ,                ,                           ,                              ,                 ,                                           ,                                 ,                              ,                    ,                                                         ,                                                       ,                     ,                                    ,                     ,                    ,                         ,                     ,                                    ,                                               ,                     ,                 ,                                                ,                   ,                             ,                              ,                              ,                               ,                    ,                                                                   ,                 ,                                     ,                                 ,Total whole specimens = 312; Unidentifiabale fragments = 13; from ODP Leg 104 Sr Chapter 28 Table 1 p 504-507
