Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Sphenolithus moriformis	Discoaster variabilis	Discoaster deflandrei	Cyclicargolithus floridanus	Coccolithus pelagicus	Sphenolithus heteromorphus	Discoaster spp.	Calcidiscus macintyrei	Calcidiscus premacintyrei	Helicosphaera scissura	Helicosphaera ampliaperta	Discoaster aulakos	Coccolithus miopelagicus	Coronocyclus nitescens	Reticulofenestra pseudoumbilica	Discoaster challengeri	Discoaster calcaris	Discoaster loeblichii	Discoaster surculus	Triquetrorhabdulus rugosus	Amaurolithus delicatus	Helicosphaera sellii	Calcidiscus leptoporus	Pseudoemiliania lacunosa	Comment
  IR	                 	                 	                  	              	189	1168	C	  9	H	CC	  25.00	     85.9100	nannos   	Nannofossils                                 	A              	M                 	                       	                     	                     	                           	                     	                          	               	C                     	                         	                      	                         	                  	                        	                      	C                              	                      	                   	                     	                   	                          	                      	F                   	A                     	                        	       

  IR	                 	                 	                  	              	189	1168	C	 10	H	CC	  16.00	     94.6300	nannos   	Nannofossils                                 	A              	G                 	                       	                     	                     	                           	                     	                          	F              	                      	                         	                      	                         	                  	                        	                      	                               	                      	                   	                     	R                  	                          	                      	                    	                      	                        	       

  IR	Early Pliocene   	Late Miocene     	                  	CN9b          	189	1168	C	 11	H	CC	   0.00	    102.7000	nannos   	Nannofossils                                 	A              	G                 	                       	                     	                     	                           	                     	                          	F              	                      	                         	                      	                         	                  	                        	                      	                               	                      	                   	                     	F                  	                          	R                     	                    	                      	                        	       

  IR	Late Miocene     	Late Miocene     	CN9a              	CN9b          	189	1168	C	 12	H	CC	  24.00	    114.4100	nannos   	Nannofossils                                 	A              	G                 	                       	                     	                     	                           	                     	                          	C              	                      	                         	                      	                         	                  	                        	                      	                               	                      	                   	F                    	                   	F                         	                      	                    	                      	                        	       

  IR	Late Miocene     	Late Miocene     	CN8b              	CN9a          	189	1168	C	 13	X	CC	  13.00	    117.4400	nannos   	Nannofossils                                 	A              	G                 	                       	F                    	                     	                           	A                    	                          	               	                      	                         	                      	                         	                  	                        	                      	A                              	F                     	                   	F                    	R                  	                          	                      	                    	                      	                        	       

  IR	                 	                 	                  	              	189	1168	C	 14	X	CC	  15.00	    124.8600	nannos   	Nannofossils                                 	A              	M                 	                       	F                    	                     	                           	A                    	                          	               	A                     	                         	                      	                         	                  	                        	                      	                               	                      	R                  	F                    	                   	                          	                      	                    	                      	                        	       

  IR	                 	                 	                  	              	189	1168	C	 15	X	CC	  13.00	    133.5400	nannos   	Nannofossils                                 	A              	M                 	F                      	                     	                     	                           	A                    	                          	               	                      	                         	                      	                         	                  	                        	                      	C                              	                      	                   	R                    	                   	                          	                      	                    	                      	                        	       

  IR	                 	                 	                  	              	189	1168	C	 16	X	CC	  21.00	    140.5200	nannos   	Nannofossils                                 	A              	M                 	                       	                     	                     	                           	A                    	                          	               	C                     	                         	                      	                         	                  	                        	                      	C                              	                      	R                  	                     	                   	                          	                      	                    	                      	                        	       

  IR	                 	                 	                  	              	189	1168	C	 17	X	CC	  13.00	    149.1900	nannos   	Nannofossils                                 	A              	M                 	                       	                     	                     	                           	A                    	                          	               	C                     	                         	                      	                         	                  	                        	                      	A                              	                      	R                  	                     	                   	                          	                      	                    	                      	                        	       

  IR	                 	                 	                  	              	189	1168	C	 18	X	CC	  12.00	    162.1700	nannos   	Nannofossils                                 	A              	M                 	F                      	F                    	                     	                           	A                    	                          	               	C                     	                         	                      	                         	                  	                        	                      	C                              	F                     	                   	                     	                   	                          	                      	                    	                      	                        	       

  IR	Late Miocene     	Middle Miocene   	CN7               	CN6           	189	1168	C	 19	X	CC	  13.00	    173.3700	nannos   	Nannofossils                                 	A              	M                 	                       	C                    	                     	                           	                     	                          	               	C                     	                         	                      	                         	                  	C                       	                      	                               	                      	                   	                     	                   	                          	                      	                    	                      	                        	       

  IR	                 	                 	                  	              	189	1168	C	 20	X	CC	  15.00	    181.4700	nannos   	Nannofossils                                 	A              	M                 	                       	C                    	                     	                           	F                    	                          	               	F                     	                         	                      	                         	                  	C                       	                      	                               	                      	                   	                     	                   	                          	                      	                    	                      	                        	       

  IR	                 	                 	                  	              	189	1168	C	 21	X	CC	  21.00	    191.4300	nannos   	Nannofossils                                 	A              	M                 	F                      	                     	                     	                           	F                    	                          	               	F                     	                         	                      	                         	                  	A                       	R                     	                               	                      	                   	                     	                   	                          	                      	                    	                      	                        	       

  IR	Middle Miocene   	Middle Miocene   	CN5b              	              	189	1168	C	 22	X	CC	  13.00	    203.6700	nannos   	Nannofossils                                 	A              	M                 	C                      	F                    	                     	F                          	C                    	                          	               	F                     	                         	                      	                         	R                 	                        	                      	                               	                      	                   	                     	                   	                          	                      	                    	                      	                        	       

  IR	                 	                 	                  	              	189	1168	C	 23	X	CC	  21.00	    213.8900	nannos   	Nannofossils                                 	A              	M                 	F                      	C                    	                     	C                          	A                    	                          	               	                      	                         	                      	                         	F                 	                        	                      	                               	                      	                   	                     	                   	                          	                      	                    	                      	                        	       

  IR	                 	                 	                  	              	189	1168	C	 24	X	CC	  21.00	    220.6600	nannos   	Nannofossils                                 	A              	M                 	                       	C                    	                     	A                          	C                    	                          	               	C                     	                         	                      	                         	                  	                        	                      	                               	                      	                   	                     	                   	                          	                      	                    	                      	                        	       

  IR	                 	                 	                  	              	189	1168	C	 25	X	CC	  25.00	    231.4200	nannos   	Nannofossils                                 	A              	M                 	                       	F                    	                     	C                          	A                    	                          	               	                      	                         	R                     	                         	F                 	C                       	                      	                               	                      	                   	                     	                   	                          	                      	                    	                      	                        	       

  IR	Middle Miocene   	Early Miocene    	NN4               	              	189	1168	C	 26	X	CC	  13.00	    240.8400	nannos   	Nannofossils                                 	A              	M                 	R                      	C                    	                     	C                          	C                    	                          	               	                      	                         	R                     	R                        	                  	                        	                      	                               	                      	                   	                     	                   	                          	                      	                    	                      	                        	       

  IR	                 	                 	                  	              	189	1168	C	 27	X	CC	  17.00	    252.1700	nannos   	Nannofossils                                 	A              	M                 	                       	                     	                     	A                          	                     	F                         	               	                      	F                        	                      	                         	                  	                        	                      	                               	                      	                   	                     	                   	                          	                      	                    	                      	                        	       

  IR	                 	                 	                  	              	189	1168	C	 28	X	CC	  32.00	    261.9000	nannos   	Nannofossils                                 	A              	M                 	                       	                     	                     	                           	                     	R                         	               	                      	F                        	                      	                         	                  	                        	                      	                               	                      	                   	                     	                   	                          	                      	                    	                      	                        	       

  IR	                 	                 	                  	              	189	1168	C	 29	X	CC	  40.00	    271.6300	nannos   	Nannofossils                                 	A              	M                 	                       	                     	                     	                           	                     	R                         	               	                      	C                        	                      	                         	                  	                        	                      	                               	                      	                   	                     	                   	                          	                      	                    	                      	                        	       

  IR	                 	                 	                  	              	189	1168	C	 30	X	CC	  32.00	    280.8100	nannos   	Nannofossils                                 	A              	M                 	                       	                     	                     	                           	                     	F                         	C              	C                     	                         	                      	                         	                  	                        	                      	                               	                      	                   	                     	                   	                          	                      	                    	                      	                        	       

  IR	                 	                 	                  	              	189	1168	C	 31	X	CC	   0.00	    289.9100	nannos   	Nannofossils                                 	A              	M                 	F                      	F                    	A                    	C                          	C                    	                          	               	                      	                         	                      	                         	                  	                        	                      	                               	                      	                   	                     	                   	                          	                      	                    	                      	                        	       

