Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Subbotina crociapertura	Pseudohastigerina wilcoxensis	Pseudohastigerina micra	Turborotalia pseudomayeri	Turborotalia praecentralis	Turborotalia possagnoensis	Turborotalia griffinae	Guembelitria spp.	Globorotaloides suteri	Tenuitella clemenciae	Globigerina venezuelana	Turborotalia boweri	Tenuitella gemma	Subbotina utilisindex	Subbotina eocaenica	Subbotina angiporoides minima	Subbotina eocaena	Subbotina hornibrooki	Globorotaloides permicus	Acarinina rugosoaculeata	Acarinina rotundimarginata	Globorotaloides sp. 1	Acarinina intermedia	Subbotina inaequispira	Pseudohastigerina danvillensis	Morozovella broedermanni	Globigerinatheka micra	Acarinina rohri	Acarinina pseudotopilensis	Acarinina primitiva	Acarinina pentacamerata	Acarinina medizzai	Acarinina lozanoi	Acarinina libyaensis	Acarinina interposita	Acarinina densa	Acarinina cuneicamerata	Acarinina bullbrooki	Tenuitella reissi	Globigerinatheka senni	Chiloguembelina cubensis	Catapsydrax unicavus	Catapsydrax taroubaensis	Catapsydrax sp.	Acarinina matthewsae	Globigerinatheka sp.	Planorotalites pseudoscitulus	Planorotalites planoconicus	Globorotaloides carcoselleensis	Acarinina soldadoensis angulosa	Subbotina praeturritilina	Acarinina acceleratoria	Dentoglobigerina galavisi	Subbotina angiporoides angiporoides	Paragloborotalia siakensis	Paragloborotalia semivera	Globoquadrina sellii	Globigerinita juvenilis	Globigerina praebulloides	Paragloborotalia opima	Paragloborotalia nana	Tenuitella munda	Globigerina officinalis	Paragloborotalia pseudocontinuosa	Zeaglobigerina woodi	Globorotaloides variabilis	Globoquadrina tripartita	Zeaglobigerina connecta	Tenuitella angustiumbilicata	Paragloborotalia pseudokugleri	Globorotaloides stainforthi	Globorotalia birnageae	Globigerinita glutinata	Globigerina ciperoensis	Dentoglobigerina larmeui	Dentoglobigerina baroemoenensis	Dentoglobigerina altispira globosa	Tenuitellinata prestainforthi	Globoquadrina rohri	Globoquadrina praedehiscens	Globigerinella obesa	Globigerina anguliofficinalis	Tenuitellinata sp.	Tenuitella neoclemenciae	Paragloborotalia continuosa	Globoquadrina dehiscens	Globigerinoides immaturus	Turborotalita quinqueloba	Globigerinoides trilobus	Globigerinita uvula	Globigerina prasaepis	Dentoglobigerina langhiana	Catapsydrax dissimilis	Globigerinoides subsacculifer	Sphaeroidinellopsis disjuncta	Paragloborotalia kugleri	Globigerinoides parawoodi	Zeaglobigerina labiacrassata	Zeaglobigerina brazieri	Globigerinoides subquadratus	Tenuitella minutissima	Globorotalia incognita	Globigerina falconensis	Cassigerinella chipolensis	Paragloborotalia acrostoma	Globorotalia zealandica	Globorotalia praescitula	Globorotalia peripheroronda	Paragloborotalia mayeri	Globigerinoides quadrilobatus	Praeorbulina transitoria	Globorotalia miozea	Globigerinoides bisphericus	Globorotalia peripheroronda/peripheroacuta	Globigerina pseudociperoensis	Globorotalia cf. Gr. suterae	Guembelitria sp.	Globigerinella siphonifera	Zeaglobigerina decoraperta	Praeorbulina sicana	Zeaglobigerina druryi	Globigerina bulbosa	Neogloboquadrina pachyderma (sinistral)	Globigerinoides diminutus	Praeorbulina glomerosa	Globorotalia scitula	Globigerina sp. A	Globigerinoides ruber	Orbulina universa	Neogloboquadrina acostaensis	Neogloboquadrina praehumerosa	Neogloboquadrina atlantica (dextral)	Sphaeroidinellopsis seminulina	Globorotalia menardii	Globigerina bulloides	Neogloboquadrina humerosa	Globorotalia lenguaensis	Neogloboquadrina sp.	Neogloboquadrina atlantica (sinistral)	Neogloboquadrina dutertrei	Comment

  SR	                 	                 	                  	              	152	 918	D	 38	R	 5	 113.00	    645.3300	Spezzaferri	Planktonic Foraminifers                      	B              	                  	                       	                             	                       	                         	                          	                          	                      	                 	-                     	                     	-                      	                   	                	                     	                   	                             	                 	                     	                        	                        	                          	                     	                    	                      	                              	                        	                      	               	                          	                   	                       	                  	                 	                    	                     	               	                       	                    	                 	                      	                        	-                   	                        	               	                    	                    	                             	                           	                               	                               	                         	                       	                         	                                   	-                         	-                        	                    	-                      	-                        	                      	-                    	                	                       	                                 	-                   	-                         	-                       	-                      	                            	-                             	-                          	-                     	-                      	-                      	-                       	-                              	-                                 	-                            	-                  	-                          	-                   	                             	-                 	-                       	-                          	-                      	-                        	-                        	-                       	-                  	-                    	-                         	-                     	-                            	-                            	-                       	-                        	-                           	-                      	-                           	-                     	-                     	-                      	-                         	-                         	-                      	-                       	-                          	-                      	-                            	-                       	-                  	-                          	-                                         	-                            	-                           	-               	-                         	-                         	-                  	-                    	-                  	-                                      	-                        	-                     	-                   	-                	-                    	                 	                            	                             	                                    	                              	                     	                     	                         	                        	                    	                                      	                          	From Leg 152SR; Ch 12; Table 7; p. 171

  SR	                 	                 	                  	              	152	 918	D	 38	R	 6	  23.00	    645.9300	Spezzaferri	Planktonic Foraminifers                      	B              	                  	                       	                             	                       	                         	                          	                          	                      	                 	-                     	                     	-                      	                   	                	                     	                   	                             	                 	                     	                        	                        	                          	                     	                    	                      	                              	                        	                      	               	                          	                   	                       	                  	                 	                    	                     	               	                       	                    	                 	                      	                        	-                   	                        	               	                    	                    	                             	                           	                               	                               	                         	                       	                         	                                   	-                         	-                        	                    	-                      	-                        	                      	-                    	                	                       	                                 	-                   	-                         	-                       	-                      	                            	-                             	-                          	-                     	-                      	-                      	-                       	-                              	-                                 	-                            	-                  	-                          	-                   	                             	-                 	-                       	-                          	-                      	-                        	-                        	-                       	-                  	-                    	-                         	-                     	-                            	-                            	-                       	-                        	-                           	-                      	-                           	-                     	-                     	-                      	-                         	-                         	-                      	-                       	-                          	-                      	-                            	-                       	-                  	-                          	-                                         	-                            	-                           	-               	-                         	-                         	-                  	-                    	-                  	-                                      	-                        	-                     	-                   	-                	-                    	                 	                            	                             	                                    	                              	                     	                     	                         	                        	                    	                                      	                          	From Leg 152SR; Ch 12; Table 7; p. 171

  SR	                 	                 	                  	              	152	 918	D	 39	R	 1	  76.00	    648.6600	Spezzaferri	Planktonic Foraminifers                      	B              	                  	                       	                             	                       	                         	                          	                          	                      	                 	-                     	                     	-                      	                   	                	                     	                   	                             	                 	                     	                        	                        	                          	                     	                    	                      	                              	                        	                      	               	                          	                   	                       	                  	                 	                    	                     	               	                       	                    	                 	                      	                        	-                   	                        	               	                    	                    	                             	                           	                               	                               	                         	                       	                         	                                   	-                         	-                        	                    	-                      	-                        	                      	-                    	                	                       	                                 	-                   	-                         	-                       	-                      	                            	-                             	-                          	-                     	-                      	-                      	-                       	-                              	-                                 	-                            	-                  	-                          	-                   	                             	-                 	-                       	-                          	-                      	-                        	-                        	-                       	-                  	-                    	-                         	-                     	-                            	-                            	-                       	-                        	-                           	-                      	-                           	-                     	-                     	-                      	-                         	-                         	-                      	-                       	-                          	-                      	-                            	-                       	-                  	-                          	-                                         	-                            	-                           	-               	-                         	-                         	-                  	-                    	-                  	-                                      	-                        	-                     	-                   	-                	-                    	                 	                            	                             	                                    	                              	                     	                     	                         	                        	                    	                                      	                          	From Leg 152SR; Ch 12; Table 7; p. 171

  SR	                 	                 	                  	              	152	 918	D	 39	R	 1	 135.00	    649.2500	Spezzaferri	Planktonic Foraminifers                      	B              	                  	                       	                             	                       	                         	                          	                          	                      	                 	-                     	                     	-                      	                   	                	                     	                   	                             	                 	                     	                        	                        	                          	                     	                    	                      	                              	                        	                      	               	                          	                   	                       	                  	                 	                    	                     	               	                       	                    	                 	                      	                        	-                   	                        	               	                    	                    	                             	                           	                               	                               	                         	                       	                         	                                   	-                         	-                        	                    	-                      	-                        	                      	-                    	                	                       	                                 	-                   	-                         	-                       	-                      	                            	-                             	-                          	-                     	-                      	-                      	-                       	-                              	-                                 	-                            	-                  	-                          	-                   	                             	-                 	-                       	-                          	-                      	-                        	-                        	-                       	-                  	-                    	-                         	-                     	-                            	-                            	-                       	-                        	-                           	-                      	-                           	-                     	-                     	-                      	-                         	-                         	-                      	-                       	-                          	-                      	-                            	-                       	-                  	-                          	-                                         	-                            	-                           	-               	-                         	-                         	-                  	-                    	-                  	-                                      	-                        	-                     	-                   	-                	-                    	                 	                            	                             	                                    	                              	                     	                     	                         	                        	                    	                                      	                          	From Leg 152SR; Ch 12; Table 7; p. 171

  SR	Middle Miocene   	                 	N9                	N14           	152	 918	D	 39	R	 2	  16.00	    649.5600	Spezzaferri	Planktonic Foraminifers                      	               	                  	                       	                             	                       	                         	                          	                          	                      	                 	-                     	                     	-                      	                   	                	                     	                   	                             	                 	                     	                        	                        	                          	                     	                    	                      	                              	                        	                      	               	                          	                   	                       	                  	                 	                    	                     	               	                       	                    	                 	                      	                        	-                   	                        	               	                    	                    	                             	                           	                               	                               	                         	                       	                         	                                   	-                         	-                        	                    	-                      	T                        	                      	-                    	                	                       	                                 	-                   	-                         	-                       	-                      	                            	-                             	-                          	-                     	-                      	-                      	-                       	-                              	-                                 	-                            	-                  	-                          	-                   	                             	-                 	-                       	-                          	-                      	-                        	-                        	-                       	-                  	-                    	-                         	-                     	-                            	-                            	-                       	-                        	-                           	-                      	-                           	-                     	-                     	-                      	-                         	-                         	-                      	-                       	-                          	-                      	-                            	-                       	-                  	-                          	-                                         	-                            	-                           	-               	-                         	-                         	-                  	-                    	-                  	-                                      	-                        	-                     	-                   	-                	-                    	                 	                            	                             	                                    	                              	                     	                     	                         	                        	                    	                                      	                          	From Leg 152SR; Ch 12; Table 7; p. 171

  SR	                 	                 	                  	              	152	 918	D	 39	R	 2	  93.00	    650.3300	Spezzaferri	Planktonic Foraminifers                      	B              	                  	                       	                             	                       	                         	                          	                          	                      	                 	-                     	                     	-                      	                   	                	                     	                   	                             	                 	                     	                        	                        	                          	                     	                    	                      	                              	                        	                      	               	                          	                   	                       	                  	                 	                    	                     	               	                       	                    	                 	                      	                        	-                   	                        	               	                    	                    	                             	                           	                               	                               	                         	                       	                         	                                   	-                         	-                        	                    	-                      	-                        	                      	-                    	                	                       	                                 	-                   	-                         	-                       	-                      	                            	-                             	-                          	-                     	-                      	-                      	-                       	-                              	-                                 	-                            	-                  	-                          	-                   	                             	-                 	-                       	-                          	-                      	-                        	-                        	-                       	-                  	-                    	-                         	-                     	-                            	-                            	-                       	-                        	-                           	-                      	-                           	-                     	-                     	-                      	-                         	-                         	-                      	-                       	-                          	-                      	-                            	-                       	-                  	-                          	-                                         	-                            	-                           	-               	-                         	-                         	-                  	-                    	-                  	-                                      	-                        	-                     	-                   	-                	-                    	                 	                            	                             	                                    	                              	                     	                     	                         	                        	                    	                                      	                          	From Leg 152SR; Ch 12; Table 7; p. 171

  SR	                 	                 	                  	              	152	 918	D	 39	R	 3	  53.00	    651.4300	Spezzaferri	Planktonic Foraminifers                      	B              	                  	                       	                             	                       	                         	                          	                          	                      	                 	-                     	                     	-                      	                   	                	                     	                   	                             	                 	                     	                        	                        	                          	                     	                    	                      	                              	                        	                      	               	                          	                   	                       	                  	                 	                    	                     	               	                       	                    	                 	                      	                        	-                   	                        	               	                    	                    	                             	                           	                               	                               	                         	                       	                         	                                   	-                         	-                        	                    	-                      	-                        	                      	-                    	                	                       	                                 	-                   	-                         	-                       	-                      	                            	-                             	-                          	-                     	-                      	-                      	-                       	-                              	-                                 	-                            	-                  	-                          	-                   	                             	-                 	-                       	-                          	-                      	-                        	-                        	-                       	-                  	-                    	-                         	-                     	-                            	-                            	-                       	-                        	-                           	-                      	-                           	-                     	-                     	-                      	-                         	-                         	-                      	-                       	-                          	-                      	-                            	-                       	-                  	-                          	-                                         	-                            	-                           	-               	-                         	-                         	-                  	-                    	-                  	-                                      	-                        	-                     	-                   	-                	-                    	                 	                            	                             	                                    	                              	                     	                     	                         	                        	                    	                                      	                          	From Leg 152SR; Ch 12; Table 7; p. 171

  SR	                 	                 	                  	              	152	 918	D	 39	R	 3	  94.00	    651.8400	Spezzaferri	Planktonic Foraminifers                      	B              	                  	                       	                             	                       	                         	                          	                          	                      	                 	-                     	                     	-                      	                   	                	                     	                   	                             	                 	                     	                        	                        	                          	                     	                    	                      	                              	                        	                      	               	                          	                   	                       	                  	                 	                    	                     	               	                       	                    	                 	                      	                        	-                   	                        	               	                    	                    	                             	                           	                               	                               	                         	                       	                         	                                   	-                         	-                        	                    	-                      	-                        	                      	-                    	                	                       	                                 	-                   	-                         	-                       	-                      	                            	-                             	-                          	-                     	-                      	-                      	-                       	-                              	-                                 	-                            	-                  	-                          	-                   	                             	-                 	-                       	-                          	-                      	-                        	-                        	-                       	-                  	-                    	-                         	-                     	-                            	-                            	-                       	-                        	-                           	-                      	-                           	-                     	-                     	-                      	-                         	-                         	-                      	-                       	-                          	-                      	-                            	-                       	-                  	-                          	-                                         	-                            	-                           	-               	-                         	-                         	-                  	-                    	-                  	-                                      	-                        	-                     	-                   	-                	-                    	                 	                            	                             	                                    	                              	                     	                     	                         	                        	                    	                                      	                          	From Leg 152SR; Ch 12; Table 7; p. 171

  SR	                 	                 	                  	              	152	 918	D	 39	R	 4	  16.00	    652.5600	Spezzaferri	Planktonic Foraminifers                      	B              	                  	                       	                             	                       	                         	                          	                          	                      	                 	-                     	                     	-                      	                   	                	                     	                   	                             	                 	                     	                        	                        	                          	                     	                    	                      	                              	                        	                      	               	                          	                   	                       	                  	                 	                    	                     	               	                       	                    	                 	                      	                        	-                   	                        	               	                    	                    	                             	                           	                               	                               	                         	                       	                         	                                   	-                         	-                        	                    	-                      	-                        	                      	-                    	                	                       	                                 	-                   	-                         	-                       	-                      	                            	-                             	-                          	-                     	-                      	-                      	-                       	-                              	-                                 	-                            	-                  	-                          	-                   	                             	-                 	-                       	-                          	-                      	-                        	-                        	-                       	-                  	-                    	-                         	-                     	-                            	-                            	-                       	-                        	-                           	-                      	-                           	-                     	-                     	-                      	-                         	-                         	-                      	-                       	-                          	-                      	-                            	-                       	-                  	-                          	-                                         	-                            	-                           	-               	-                         	-                         	-                  	-                    	-                  	-                                      	-                        	-                     	-                   	-                	-                    	                 	                            	                             	                                    	                              	                     	                     	                         	                        	                    	                                      	                          	From Leg 152SR; Ch 12; Table 7; p. 171

  SR	Middle Miocene   	                 	N9                	N14           	152	 918	D	 39	R	 4	  95.00	    653.3500	Spezzaferri	Planktonic Foraminifers                      	               	                  	                       	                             	                       	                         	                          	                          	                      	                 	-                     	                     	-                      	                   	                	                     	                   	                             	                 	                     	                        	                        	                          	                     	                    	                      	                              	                        	                      	               	                          	                   	                       	                  	                 	                    	                     	               	                       	                    	                 	                      	                        	-                   	                        	               	                    	                    	                             	                           	                               	                               	                         	                       	                         	                                   	-                         	-                        	                    	T                      	T                        	                      	-                    	                	                       	                                 	-                   	-                         	-                       	-                      	                            	-                             	-                          	-                     	-                      	-                      	-                       	-                              	-                                 	T                            	-                  	-                          	-                   	                             	-                 	T                       	T                          	-                      	-                        	T                        	-                       	-                  	-                    	-                         	-                     	-                            	-                            	-                       	-                        	-                           	-                      	-                           	-                     	-                     	-                      	-                         	-                         	-                      	T                       	-                          	-                      	-                            	-                       	-                  	-                          	-                                         	-                            	-                           	-               	-                         	-                         	-                  	-                    	-                  	-                                      	-                        	-                     	-                   	-                	-                    	                 	                            	                             	                                    	                              	                     	                     	                         	                        	                    	                                      	                          	From Leg 152SR; Ch 12; Table 7; p. 171

  SR	Middle Miocene   	                 	N9                	N14           	152	 918	D	 39	R	 5	  16.00	    654.0600	Spezzaferri	Planktonic Foraminifers                      	               	                  	                       	                             	                       	                         	                          	                          	                      	                 	-                     	                     	-                      	                   	                	                     	                   	                             	                 	                     	                        	                        	                          	                     	                    	                      	                              	                        	                      	               	                          	                   	                       	                  	                 	                    	                     	               	                       	                    	                 	                      	                        	-                   	                        	               	                    	                    	                             	                           	                               	                               	                         	                       	                         	                                   	-                         	-                        	                    	-                      	-                        	                      	-                    	                	                       	                                 	-                   	-                         	-                       	-                      	                            	-                             	-                          	-                     	-                      	-                      	-                       	-                              	-                                 	-                            	-                  	-                          	-                   	                             	-                 	T                       	-                          	T                      	-                        	-                        	-                       	-                  	-                    	-                         	-                     	-                            	-                            	-                       	-                        	-                           	-                      	-                           	-                     	-                     	-                      	-                         	-                         	-                      	-                       	-                          	-                      	-                            	-                       	-                  	-                          	-                                         	-                            	-                           	-               	-                         	-                         	-                  	-                    	-                  	-                                      	-                        	-                     	-                   	-                	-                    	                 	                            	                             	                                    	                              	                     	                     	                         	                        	                    	                                      	                          	From Leg 152SR; Ch 12; Table 7; p. 171

  SR	Middle Miocene   	                 	N9                	N14           	152	 918	D	 39	R	 6	   0.00	    655.4000	Spezzaferri	Planktonic Foraminifers                      	               	                  	                       	                             	                       	                         	                          	                          	                      	                 	-                     	                     	-                      	                   	                	                     	                   	                             	                 	                     	                        	                        	                          	                     	                    	                      	                              	                        	                      	               	                          	                   	                       	                  	                 	                    	                     	               	                       	                    	                 	                      	                        	-                   	                        	               	                    	                    	                             	                           	                               	                               	                         	                       	                         	                                   	-                         	-                        	                    	T                      	T                        	                      	-                    	                	                       	                                 	-                   	-                         	-                       	-                      	                            	-                             	-                          	-                     	-                      	-                      	-                       	-                              	-                                 	-                            	-                  	-                          	-                   	                             	-                 	T                       	-                          	-                      	-                        	-                        	-                       	-                  	-                    	-                         	-                     	-                            	-                            	-                       	-                        	-                           	-                      	-                           	-                     	-                     	-                      	-                         	-                         	-                      	T                       	-                          	-                      	-                            	-                       	T                  	-                          	-                                         	-                            	-                           	-               	-                         	-                         	-                  	-                    	-                  	-                                      	-                        	-                     	-                   	-                	-                    	                 	                            	                             	                                    	                              	                     	                     	                         	                        	                    	                                      	                          	From Leg 152SR; Ch 12; Table 7; p. 171

  SR	Middle Miocene   	                 	N9                	N14           	152	 918	D	 39	R	 6	  73.00	    656.1300	Spezzaferri	Planktonic Foraminifers                      	               	                  	                       	                             	                       	                         	                          	                          	                      	                 	-                     	                     	-                      	                   	                	                     	                   	                             	                 	                     	                        	                        	                          	                     	                    	                      	                              	                        	                      	               	                          	                   	                       	                  	                 	                    	                     	               	                       	                    	                 	                      	                        	-                   	                        	               	                    	                    	                             	                           	                               	                               	                         	                       	                         	                                   	T                         	-                        	                    	T                      	T                        	                      	-                    	                	                       	                                 	-                   	-                         	-                       	-                      	                            	-                             	-                          	-                     	-                      	-                      	-                       	-                              	-                                 	T                            	-                  	-                          	-                   	                             	T                 	T                       	-                          	-                      	-                        	T                        	-                       	-                  	-                    	-                         	-                     	-                            	-                            	-                       	-                        	-                           	-                      	-                           	T                     	-                     	T                      	-                         	-                         	-                      	-                       	-                          	-                      	-                            	-                       	-                  	-                          	-                                         	-                            	-                           	-               	-                         	-                         	-                  	-                    	-                  	-                                      	-                        	-                     	-                   	-                	-                    	                 	                            	                             	                                    	                              	                     	                     	                         	                        	                    	                                      	                          	From Leg 152SR; Ch 12; Table 7; p. 171
