Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Gephyrocapsa oceanica,Gephyrocapsa ericsonii,Gephyrocapsa caribbeanica,Coccolithus pelagicus,Calcidiscus leptoporus,Helicosphaera carteri,Syracosphaera mediterranea,Comment
  SR,Late Pleistocene ,                 ,NN20              ,              ,141, 863,B, 10,R, 1,  45.00,    371.4500,Spiegler ,Nannofossils                                 ,R              ,G                 ,                     ,R                     ,                         ,R                    ,                      ,                     ,                          ,from ODP Leg 141 SR; Chapter 14; Table 11; p. 209
,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pleistocene ,                 ,NN20              ,              ,141, 863,B, 11,R, 1,  47.00,    377.0700,Spiegler ,Nannofossils                                 ,F              ,G                 ,                     ,F                     ,                         ,R                    ,R                     ,                     ,                          ,from ODP Leg 141 SR; Chapter 14; Table 11; p. 209
,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pleistocene ,                 ,NN20              ,              ,141, 863,B, 13,R, 1,  46.00,    396.2600,Spiegler ,Nannofossils                                 ,R              ,G                 ,                     ,R                     ,                         ,R                    ,                      ,                     ,                          ,from ODP Leg 141 SR; Chapter 14; Table 11; p. 209
,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pleistocene ,                 ,NN20              ,              ,141, 863,B, 15,R,CC,  26.00,    418.3800,Spiegler ,Nannofossils                                 ,F              ,G                 ,                     ,C                     ,                         ,R                    ,                      ,                     ,                          ,from ODP Leg 141 SR; Chapter 14; Table 11; p. 209
,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pleistocene ,                 ,NN20              ,              ,141, 863,B, 16,R,CC,  18.00,    431.6200,Spiegler ,Nannofossils                                 ,F              ,G                 ,R                    ,F                     ,                         ,R                    ,R                     ,                     ,                          ,from ODP Leg 141 SR; Chapter 14; Table 11; p. 209
,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pleistocene ,                 ,NN20              ,              ,141, 863,B, 17,R, 2,  46.00,    436.3600,Spiegler ,Nannofossils                                 ,F              ,G                 ,                     ,F                     ,                         ,R                    ,R                     ,                     ,                          ,from ODP Leg 141 SR; Chapter 14; Table 11; p. 209
,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pleistocene ,                 ,NN20              ,              ,141, 863,B, 17,R, 6,   3.00,    441.9300,Spiegler ,Nannofossils                                 ,C              ,G                 ,                     ,C                     ,R                        ,F                    ,R                     ,                     ,                          ,from ODP Leg 141 SR; Chapter 14; Table 11; p. 209
,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pleistocene ,                 ,NN20              ,              ,141, 863,B, 17,R,CC,   0.00,    443.6500,Spiegler ,Nannofossils                                 ,C              ,G                 ,                     ,C                     ,F                        ,R                    ,                      ,                     ,                          ,from ODP Leg 141 SR; Chapter 14; Table 11; p. 209
,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pleistocene ,                 ,NN20              ,              ,141, 863,B, 18,R, 1, 100.00,    445.0000,Spiegler ,Nannofossils                                 ,C              ,G                 ,R                    ,C                     ,                         ,F                    ,R                     ,                     ,                          ,from ODP Leg 141 SR; Chapter 14; Table 11; p. 209
,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pleistocene ,                 ,NN20              ,              ,141, 863,B, 18,R, 3,  82.00,    447.8200,Spiegler ,Nannofossils                                 ,C              ,G                 ,                     ,C                     ,                         ,F                    ,R                     ,                     ,                          ,from ODP Leg 141 SR; Chapter 14; Table 11; p. 209
,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pleistocene ,                 ,NN20              ,              ,141, 863,B, 18,R,CC,  15.00,    449.2000,Spiegler ,Nannofossils                                 ,F              ,G                 ,                     ,F                     ,F                        ,R                    ,R                     ,                     ,                          ,from ODP Leg 141 SR; Chapter 14; Table 11; p. 209
,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pleistocene ,                 ,NN20              ,              ,141, 863,B, 19,R, 3,  80.00,    457.5000,Spiegler ,Nannofossils                                 ,C              ,G                 ,R                    ,F                     ,C                        ,R                    ,R                     ,                     ,                          ,from ODP Leg 141 SR; Chapter 14; Table 11; p. 209
,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pleistocene ,                 ,NN20              ,              ,141, 863,B, 19,R,CC,  26.00,    460.0700,Spiegler ,Nannofossils                                 ,C              ,G                 ,R                    ,C                     ,F                        ,R                    ,R                     ,                     ,                          ,from ODP Leg 141 SR; Chapter 14; Table 11; p. 209
,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pleistocene ,                 ,NN20              ,              ,141, 863,B, 20,R, 2,  83.00,    465.5900,Spiegler ,Nannofossils                                 ,F              ,G                 ,                     ,F                     ,F                        ,R                    ,F                     ,                     ,                          ,from ODP Leg 141 SR; Chapter 14; Table 11; p. 209
,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pleistocene ,                 ,NN20              ,              ,141, 863,B, 20,R,CC,  22.00,    466.7600,Spiegler ,Nannofossils                                 ,R              ,M                 ,                     ,R                     ,F                        ,                     ,                      ,                     ,                          ,from ODP Leg 141 SR; Chapter 14; Table 11; p. 209
,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pleistocene ,                 ,NN20              ,              ,141, 863,B, 21,R,CC,  13.00,    475.4400,Spiegler ,Nannofossils                                 ,F              ,G                 ,                     ,F                     ,F                        ,R                    ,R                     ,                     ,                          ,from ODP Leg 141 SR; Chapter 14; Table 11; p. 209
,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pleistocene ,                 ,NN20              ,              ,141, 863,B, 22,R,CC,  21.00,    487.4300,Spiegler ,Nannofossils                                 ,C              ,G                 ,R                    ,C                     ,F                        ,R                    ,R                     ,                     ,                          ,from ODP Leg 141 SR; Chapter 14; Table 11; p. 209
,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pleistocene ,                 ,NN20              ,              ,141, 863,B, 23,R, 4,  79.00,    497.6900,Spiegler ,Nannofossils                                 ,C              ,G                 ,R                    ,F                     ,                         ,R                    ,R                     ,R                    ,                          ,from ODP Leg 141 SR; Chapter 14; Table 11; p. 209
,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pleistocene ,                 ,NN20              ,              ,141, 863,B, 25,R,CC,  20.00,    517.2300,Spiegler ,Nannofossils                                 ,F              ,G                 ,R                    ,F                     ,F                        ,R                    ,R                     ,                     ,                          ,from ODP Leg 141 SR; Chapter 14; Table 11; p. 209
,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pleistocene ,                 ,NN20              ,              ,141, 863,B, 26,R, 1,   7.00,    521.4700,Spiegler ,Nannofossils                                 ,C              ,G                 ,R                    ,F                     ,                         ,C                    ,                      ,F                    ,                          ,from ODP Leg 141 SR; Chapter 14; Table 11; p. 209
,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pleistocene ,                 ,NN20              ,              ,141, 863,B, 26,R, 2,  50.00,    522.4500,Spiegler ,Nannofossils                                 ,C              ,G                 ,                     ,                      ,C                        ,C                    ,R                     ,F                    ,                          ,from ODP Leg 141 SR; Chapter 14; Table 11; p. 209
,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pleistocene ,                 ,NN20              ,              ,141, 863,B, 26,R, 3,  19.00,    523.6400,Spiegler ,Nannofossils                                 ,C              ,G                 ,                     ,C                     ,F                        ,F                    ,R                     ,                     ,                          ,from ODP Leg 141 SR; Chapter 14; Table 11; p. 209
,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pleistocene ,                 ,NN20              ,              ,141, 863,B, 28,R,CC,  21.00,    542.2400,Spiegler ,Nannofossils                                 ,C              ,G                 ,R                    ,C                     ,F                        ,R                    ,R                     ,R                    ,R                         ,from ODP Leg 141 SR; Chapter 14; Table 11; p. 209
,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pleistocene ,                 ,NN20              ,              ,141, 863,B, 29,R,CC,  25.00,    549.9500,Spiegler ,Nannofossils                                 ,C              ,G                 ,R                    ,C                     ,F                        ,R                    ,R                     ,R                    ,                          ,from ODP Leg 141 SR; Chapter 14; Table 11; p. 209
,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pleistocene ,                 ,NN20              ,              ,141, 863,B, 30,R,CC,  10.00,    559.5000,Spiegler ,Nannofossils                                 ,C              ,G                 ,R                    ,C                     ,F                        ,F                    ,R                     ,                     ,                          ,from ODP Leg 141 SR; Chapter 14; Table 11; p. 209
,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pleistocene ,                 ,NN20              ,              ,141, 863,B, 31,R,CC,  34.00,    575.7600,Spiegler ,Nannofossils                                 ,C              ,G                 ,R                    ,C                     ,F                        ,R                    ,R                     ,R                    ,                          ,from ODP Leg 141 SR; Chapter 14; Table 11; p. 209
,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pleistocene ,                 ,NN20              ,              ,141, 863,B, 33,R,CC,  16.00,    592.9600,Spiegler ,Nannofossils                                 ,F              ,                  ,                     ,F                     ,F                        ,R                    ,R                     ,R                    ,R                         ,from ODP Leg 141 SR; Chapter 14; Table 11; p. 209
,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pleistocene ,                 ,NN20              ,              ,141, 863,B, 35,R, 6,  45.00,    615.6500,Spiegler ,Nannofossils                                 ,F              ,                  ,                     ,F                     ,F                        ,R                    ,R                     ,R                    ,                          ,from ODP Leg 141 SR; Chapter 14; Table 11; p. 209
,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pleistocene ,                 ,NN20              ,              ,141, 863,B, 36,R,CC,  40.00,    622.7300,Spiegler ,Nannofossils                                 ,F              ,G                 ,R                    ,F                     ,F                        ,R                    ,R                     ,                     ,                          ,from ODP Leg 141 SR; Chapter 14; Table 11; p. 209
,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pleistocene ,                 ,NN20              ,              ,141, 863,B, 37,R,CC,   9.00,    634.7800,Spiegler ,Nannofossils                                 ,R              ,G                 ,                     ,R                     ,                         ,                     ,                      ,                     ,                          ,from ODP Leg 141 SR; Chapter 14; Table 11; p. 209
,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pleistocene ,                 ,NN20              ,              ,141, 863,B, 38,R,CC,  17.00,    641.1500,Spiegler ,Nannofossils                                 ,C              ,G                 ,R                    ,C                     ,F                        ,R                    ,R                     ,                     ,                          ,from ODP Leg 141 SR; Chapter 14; Table 11; p. 209
,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pleistocene ,                 ,NN20              ,              ,141, 863,B, 39,R,CC,  34.00,    650.6400,Spiegler ,Nannofossils                                 ,F              ,G                 ,                     ,F                     ,                         ,R                    ,R                     ,                     ,                          ,from ODP Leg 141 SR; Chapter 14; Table 11; p. 209
,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pleistocene ,                 ,NN20              ,              ,141, 863,B, 40,R, 1,  45.00,    656.3500,Spiegler ,Nannofossils                                 ,R              ,G                 ,                     ,R                     ,                         ,                     ,R                     ,                     ,                          ,from ODP Leg 141 SR; Chapter 14; Table 11; p. 209
,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pleistocene ,                 ,NN20              ,              ,141, 863,B, 40,R, 3,  84.00,    659.4400,Spiegler ,Nannofossils                                 ,R              ,M                 ,                     ,R                     ,                         ,                     ,                      ,                     ,                          ,from ODP Leg 141 SR; Chapter 14; Table 11; p. 209
,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pleistocene ,                 ,NN20              ,              ,141, 863,B, 40,R,CC,  26.00,    659.9300,Spiegler ,Nannofossils                                 ,F              ,G                 ,                     ,F                     ,                         ,                     ,                      ,                     ,                          ,from ODP Leg 141 SR; Chapter 14; Table 11; p. 209
,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pleistocene ,                 ,NN20              ,              ,141, 863,B, 41,R, 2,  92.00,    667.9200,Spiegler ,Nannofossils                                 ,R              ,G                 ,                     ,F                     ,                         ,R                    ,                      ,R                    ,                          ,from ODP Leg 141 SR; Chapter 14; Table 11; p. 209
,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pleistocene ,                 ,NN20              ,              ,141, 863,B, 41,R, 4,  32.00,    670.3200,Spiegler ,Nannofossils                                 ,F              ,G                 ,                     ,F                     ,                         ,R                    ,R                     ,                     ,                          ,from ODP Leg 141 SR; Chapter 14; Table 11; p. 209
,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pleistocene ,                 ,NN20              ,              ,141, 863,B, 41,R,CC,  28.00,    670.9800,Spiegler ,Nannofossils                                 ,C              ,G                 ,                     ,C                     ,F                        ,R                    ,R                     ,                     ,                          ,from ODP Leg 141 SR; Chapter 14; Table 11; p. 209
,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pleistocene ,                 ,NN20              ,              ,141, 863,B, 42,R,CC,  19.00,    679.2200,Spiegler ,Nannofossils                                 ,C              ,G                 ,R                    ,C                     ,C                        ,R                    ,R                     ,R                    ,                          ,from ODP Leg 141 SR; Chapter 14; Table 11; p. 209
,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pleistocene ,                 ,NN20              ,              ,141, 863,B, 43,R, 3,  47.00,    687.7700,Spiegler ,Nannofossils                                 ,F              ,G                 ,                     ,F                     ,                         ,R                    ,                      ,                     ,                          ,from ODP Leg 141 SR; Chapter 14; Table 11; p. 209
,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pleistocene ,                 ,NN20              ,              ,141, 863,B, 43,R,CC,  21.00,    688.2500,Spiegler ,Nannofossils                                 ,C              ,G                 ,                     ,C                     ,C                        ,R                    ,R                     ,R                    ,                          ,from ODP Leg 141 SR; Chapter 14; Table 11; p. 209
,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pleistocene ,                 ,NN20              ,              ,141, 863,B, 44,R,CC,  20.00,    701.1200,Spiegler ,Nannofossils                                 ,C              ,G                 ,                     ,C                     ,C                        ,R                    ,R                     ,                     ,                          ,from ODP Leg 141 SR; Chapter 14; Table 11; p. 209
,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pleistocene ,                 ,NN20              ,              ,141, 863,B, 45,R,CC,  19.00,    706.1400,Spiegler ,Nannofossils                                 ,C              ,G                 ,                     ,C                     ,C                        ,R                    ,F                     ,                     ,                          ,from ODP Leg 141 SR; Chapter 14; Table 11; p. 209
,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pleistocene ,                 ,NN20              ,              ,141, 863,B, 46,R,CC,  21.00,    709.4800,Spiegler ,Nannofossils                                 ,C              ,G                 ,R                    ,C                     ,C                        ,R                    ,R                     ,R                    ,                          ,from ODP Leg 141 SR; Chapter 14; Table 11; p. 209
,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pleistocene ,                 ,NN20              ,              ,141, 863,B, 47,R,CC,  20.00,    717.8300,Spiegler ,Nannofossils                                 ,C              ,G                 ,                     ,C                     ,C                        ,R                    ,R                     ,                     ,                          ,from ODP Leg 141 SR; Chapter 14; Table 11; p. 209
,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pleistocene ,                 ,NN20              ,              ,141, 863,B, 48,R,CC,  20.00,    725.6900,Spiegler ,Nannofossils                                 ,C              ,G                 ,R                    ,C                     ,                         ,F                    ,F                     ,                     ,                          ,from ODP Leg 141 SR; Chapter 14; Table 11; p. 209
,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pleistocene ,                 ,NN20              ,              ,141, 863,B, 48,R,CC,  25.00,    725.7400,Spiegler ,Nannofossils                                 ,C              ,G                 ,                     ,C                     ,C                        ,R                    ,R                     ,                     ,                          ,from ODP Leg 141 SR; Chapter 14; Table 11; p. 209
,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pleistocene ,                 ,NN20              ,              ,141, 863,B, 49,R, 1,  19.00,    733.3900,Spiegler ,Nannofossils                                 ,C              ,G                 ,                     ,C                     ,                         ,F                    ,F                     ,R                    ,                          ,from ODP Leg 141 SR; Chapter 14; Table 11; p. 209
,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pleistocene ,                 ,NN20              ,              ,141, 863,B, 49,R,CC,  20.00,    739.3100,Spiegler ,Nannofossils                                 ,C              ,G                 ,R                    ,A                     ,C                        ,R                    ,R                     ,                     ,                          ,from ODP Leg 141 SR; Chapter 14; Table 11; p. 209
,,,,,,,,,,,,,,,,,,,,,,,,
