Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Trinacria simulacrum,Trinacria aries,Stephanopyxis spp.,Stellarima sp. 2,Sceptroneis spp.,Pterotheca spp.,Hemiaulus ? velatus,Hemiaulus peripterus var. peripterus,Coscinodiscus spp.,Trinacria pileolus,Triceratium spp.,Triceratium mirabile,Pseudopodosira westii,Hemiaulus ? ciesielskii,Hemiaulus spp.,Triceratium sp. 1,Paralia sulcata,Trochosira spp.,Triceratium sp. 3,Triceratium gombosii var. A,Rhizosolenia sp. aff. Rhizosolenia hebetata,Rhizosolenia cretacea,Hemiaulus sp. 2,Hemiaulus polycystinorum,Triceratium gombosii,Thalassiosiropsis sp.,Stellarima sp. 1,Odontotropis sp.,Hyalodiscus sp. 1,Hyalodiscus scoticus,Triceratium aff. mirabile (coarse),Cosmiodiscus sp.,Triceratium cf. tesselatum,Hemiaulus incurvus,Trochosira radiata,Coscinodiscus sp. 1,Trinacria excavata f. tetragona,Hyalodiscus spp.,Hemiaulus inequilaterus,Coscinodiscus aff. undulosus,Skeletonema spp.,Melosira architecturalis s. ampl.,Hemiaulus polymorphus var. frigida,Actinoptychus spp.,Stictodiscus bipolaris,Stephanopyxis aff. schulzii,Thalassiosira ? sp. 1,Pseudostictodiscus angulatus,Pseudopodosira bella,Hemiaulus ?  conicus,Pseudopodosira sp. 1,Hemiaulus sp. 1,Trinacria exsculpta,Anaulus fennerae,Triceratium orbiculatum,Fenestrella barbadensis,Trinacria excavata,Hemiaulus peripterus var. longispinus,Hemiaulus ? sp. 3,Pyxilla gracilis,Arachnoidiscus sp.,Comment
  SR,                 ,                 ,                  ,              ,121, 752,A, 26,X, 1,  55.00,    239.3500,Fourtanier,Diatoms                                      ,A              ,G                 ,R                   ,C              ,A                 ,F               ,F               ,R              ,F                  ,                                    ,C                 ,                  ,                ,                    ,R                    ,                       ,F             ,                 ,F              ,F              ,                 ,C                          ,                                           ,F                    ,               ,F                       ,?                   ,                     ,F               ,                ,R                ,R                   ,                                  ,R               ,C                         ,C                 ,                  ,                   ,                               ,                ,                       ,?                           ,R               ,F                                ,F                                 ,                  ,                      ,                           ,                     ,                            ,                    ,                    ,                    ,               ,                   ,                ,                       ,                       ,                  ,                                     ,                 ,                ,                  ,from ODP Leg 121 SR Chapter 6 Table 1 p 176-178
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,121, 752,A, 26,X, 3,  55.00,    242.3500,Fourtanier,Diatoms                                      ,A              ,G                 ,R                   ,C              ,A                 ,F               ,F               ,               ,F                  ,                                    ,C                 ,                  ,                ,F                   ,                     ,R                      ,              ,                 ,F              ,F              ,                 ,F                          ,R                                          ,F                    ,               ,F                       ,                    ,                     ,F               ,                ,R                ,R                   ,                                  ,                ,F                         ,C                 ,                  ,R                  ,                               ,                ,                       ,R                           ,                ,                                 ,                                  ,                  ,                      ,                           ,                     ,                            ,                    ,                    ,                    ,               ,                   ,                ,                       ,                       ,                  ,                                     ,                 ,                ,                  ,from ODP Leg 121 SR Chapter 6 Table 1 p 176-178
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,121, 752,A, 26,X, 5,  55.00,    245.3500,Fourtanier,Diatoms                                      ,A              ,M/G               ,R                   ,C              ,A                 ,R               ,F               ,R              ,F                  ,                                    ,C                 ,                  ,                ,R                   ,R                    ,R                      ,              ,                 ,R              ,               ,                 ,C                          ,R                                          ,F                    ,               ,C                       ,                    ,R                    ,F               ,R               ,R                ,F                   ,                                  ,                ,R                         ,C                 ,                  ,R                  ,                               ,                ,                       ,                            ,                ,                                 ,                                  ,                  ,                      ,                           ,                     ,                            ,                    ,                    ,                    ,               ,                   ,                ,                       ,                       ,                  ,                                     ,                 ,                ,                  ,from ODP Leg 121 SR Chapter 6 Table 1 p 176-178
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,121, 752,A, 26,X,CC,  29.00,    247.8300,Fourtanier,Diatoms                                      ,C              ,M                 ,                    ,C              ,A                 ,                ,F               ,R              ,F                  ,                                    ,C                 ,                  ,                ,F                   ,R                    ,F                      ,              ,                 ,               ,R              ,                 ,C                          ,                                           ,F                    ,               ,C                       ,                    ,                     ,R               ,                ,R                ,                    ,                                  ,R               ,                          ,C                 ,                  ,R                  ,                               ,                ,?                      ,                            ,                ,                                 ,                                  ,                  ,                      ,                           ,                     ,                            ,                    ,                    ,                    ,               ,                   ,                ,                       ,                       ,                  ,                                     ,                 ,                ,                  ,from ODP Leg 121 SR Chapter 6 Table 1 p 176-178
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,121, 752,A, 27,X, 1,  50.00,    248.9000,Fourtanier,Diatoms                                      ,A              ,M                 ,                    ,C              ,                  ,                ,F               ,R              ,F                  ,                                    ,C                 ,R                 ,                ,F                   ,                     ,F                      ,              ,                 ,               ,R              ,                 ,C                          ,                                           ,F                    ,               ,C                       ,                    ,                     ,                ,                ,F                ,                    ,F                                 ,                ,R                         ,C                 ,                  ,R                  ,                               ,                ,?                      ,                            ,                ,                                 ,                                  ,                  ,                      ,                           ,                     ,                            ,                    ,                    ,                    ,               ,                   ,                ,                       ,                       ,                  ,                                     ,                 ,                ,                  ,from ODP Leg 121 SR Chapter 6 Table 1 p 176-178
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,121, 752,A, 27,X, 3,  54.00,    251.9400,Fourtanier,Diatoms                                      ,A              ,M/G               ,R                   ,C              ,A                 ,F               ,C               ,R              ,F                  ,                                    ,C                 ,R                 ,                ,F                   ,R                    ,                       ,F             ,                 ,R              ,F              ,                 ,C                          ,                                           ,F                    ,               ,F                       ,                    ,                     ,F               ,R               ,R                ,                    ,                                  ,R               ,C                         ,C                 ,                  ,                   ,R                              ,R               ,                       ,                            ,                ,                                 ,                                  ,                  ,                      ,                           ,                     ,                            ,                    ,                    ,                    ,               ,                   ,                ,                       ,                       ,                  ,                                     ,                 ,                ,                  ,from ODP Leg 121 SR Chapter 6 Table 1 p 176-178
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,121, 752,A, 27,X, 4,  50.00,    253.4000,Fourtanier,Diatoms                                      ,C              ,M                 ,R                   ,F              ,A                 ,F               ,F               ,R              ,R                  ,                                    ,F                 ,R                 ,                ,F                   ,R                    ,                       ,F             ,                 ,R              ,R              ,                 ,R                          ,                                           ,R                    ,               ,C                       ,                    ,                     ,F               ,                ,F                ,R                   ,F                                 ,R               ,R                         ,C                 ,R                 ,R                  ,                               ,                ,                       ,                            ,                ,                                 ,                                  ,                  ,                      ,                           ,                     ,                            ,                    ,                    ,                    ,               ,                   ,                ,                       ,                       ,                  ,                                     ,                 ,                ,                  ,from ODP Leg 121 SR Chapter 6 Table 1 p 176-178
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,121, 752,A, 28,X, 1,  55.00,    258.6500,Fourtanier,Diatoms                                      ,F              ,MP                ,R                   ,R              ,C                 ,F               ,F               ,F              ,R                  ,                                    ,C                 ,                  ,                ,R                   ,                     ,                       ,              ,                 ,R              ,               ,                 ,C                          ,                                           ,                     ,               ,F                       ,                    ,                     ,F               ,                ,                 ,                    ,                                  ,                ,R                         ,F                 ,                  ,                   ,                               ,                ,                       ,                            ,                ,                                 ,                                  ,                  ,                      ,                           ,                     ,                            ,                    ,                    ,                    ,               ,                   ,                ,                       ,                       ,                  ,                                     ,                 ,                ,                  ,from ODP Leg 121 SR Chapter 6 Table 1 p 176-178
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,121, 752,A, 28,X, 2, 100.00,    260.6000,Fourtanier,Diatoms                                      ,F              ,MP                ,                    ,F              ,C                 ,F               ,F               ,               ,F                  ,                                    ,F                 ,                  ,                ,                    ,R                    ,F                      ,              ,                 ,               ,R              ,R                ,                           ,                                           ,                     ,               ,F                       ,                    ,                     ,F               ,                ,                 ,                    ,R                                 ,                ,R                         ,R                 ,                  ,                   ,                               ,                ,                       ,                            ,                ,                                 ,                                  ,                  ,                      ,                           ,                     ,                            ,                    ,                    ,                    ,               ,                   ,                ,                       ,                       ,                  ,                                     ,                 ,                ,                  ,from ODP Leg 121 SR Chapter 6 Table 1 p 176-178
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,121, 752,A, 28,X, 3,  55.00,    261.6500,Fourtanier,Diatoms                                      ,C              ,MP                ,R                   ,C              ,A                 ,F               ,C               ,R              ,C                  ,                                    ,F                 ,R                 ,                ,                    ,F                    ,R                      ,F             ,                 ,R              ,C              ,F                ,?                          ,                                           ,R                    ,               ,C                       ,                    ,R                    ,F               ,                ,R                ,F                   ,                                  ,R               ,                          ,                  ,                  ,                   ,                               ,                ,                       ,                            ,                ,                                 ,                                  ,                  ,                      ,                           ,                     ,                            ,                    ,                    ,                    ,               ,                   ,                ,                       ,                       ,                  ,                                     ,                 ,                ,                  ,from ODP Leg 121 SR Chapter 6 Table 1 p 176-178
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,121, 752,A, 28,X, 4, 100.00,    263.6000,Fourtanier,Diatoms                                      ,C              ,MP                ,R                   ,F              ,A                 ,F               ,R               ,F              ,F                  ,                                    ,C                 ,F                 ,                ,R                   ,                     ,F                      ,              ,                 ,R              ,R              ,C                ,?                          ,                                           ,R                    ,               ,C                       ,                    ,                     ,F               ,                ,F                ,R                   ,R                                 ,                ,                          ,                  ,                  ,                   ,                               ,                ,                       ,                            ,                ,                                 ,                                  ,                  ,                      ,                           ,                     ,                            ,                    ,                    ,                    ,               ,                   ,                ,                       ,                       ,                  ,                                     ,                 ,                ,                  ,from ODP Leg 121 SR Chapter 6 Table 1 p 176-178
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,121, 752,A, 29,X, 1,  55.00,    268.2500,Fourtanier,Diatoms                                      ,F              ,P                 ,                    ,F              ,A                 ,F               ,F               ,F              ,F                  ,R                                   ,R                 ,R                 ,                ,R                   ,R                    ,                       ,              ,F                ,               ,               ,F                ,R                          ,                                           ,                     ,               ,C                       ,                    ,R                    ,F               ,                ,                 ,                    ,                                  ,                ,                          ,                  ,                  ,                   ,                               ,                ,                       ,                            ,                ,                                 ,                                  ,                  ,                      ,                           ,                     ,                            ,                    ,                    ,                    ,               ,                   ,                ,                       ,                       ,                  ,                                     ,                 ,                ,                  ,from ODP Leg 121 SR Chapter 6 Table 1 p 176-178
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,121, 752,A, 29,X, 3,  55.00,    271.2500,Fourtanier,Diatoms                                      ,A              ,M/G               ,R                   ,C              ,A                 ,F               ,F               ,R              ,F                  ,F                                   ,R                 ,F                 ,                ,F                   ,R                    ,R                      ,F             ,R                ,R              ,C              ,C                ,F                          ,                                           ,F                    ,               ,C                       ,?                   ,C                    ,R               ,R               ,R                ,F                   ,                                  ,                ,                          ,                  ,                  ,                   ,                               ,                ,                       ,                            ,                ,                                 ,                                  ,                  ,                      ,                           ,                     ,                            ,                    ,                    ,                    ,               ,                   ,                ,                       ,                       ,                  ,                                     ,                 ,                ,                  ,from ODP Leg 121 SR Chapter 6 Table 1 p 176-178
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,121, 752,A, 29,X, 5,  55.00,    274.2500,Fourtanier,Diatoms                                      ,A              ,MP                ,                    ,               ,A                 ,                ,C               ,R              ,F                  ,C                                   ,F                 ,                  ,                ,R                   ,                     ,F                      ,F             ,                 ,R              ,F              ,F                ,F                          ,R                                          ,R                    ,R              ,C                       ,                    ,                     ,                ,                ,                 ,                    ,                                  ,                ,                          ,                  ,                  ,                   ,                               ,                ,                       ,                            ,                ,                                 ,                                  ,                  ,                      ,                           ,                     ,                            ,                    ,                    ,                    ,               ,                   ,                ,                       ,                       ,                  ,                                     ,                 ,                ,                  ,from ODP Leg 121 SR Chapter 6 Table 1 p 176-178
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,121, 752,A, 30,X, 1,  54.00,    277.9400,Fourtanier,Diatoms                                      ,F              ,P                 ,                    ,R              ,                  ,                ,F               ,F              ,                   ,F                                   ,                  ,                  ,                ,                    ,                     ,                       ,              ,?                ,R              ,               ,                 ,                           ,                                           ,                     ,               ,                        ,                    ,                     ,                ,                ,                 ,                    ,                                  ,                ,                          ,                  ,                  ,                   ,                               ,                ,                       ,                            ,                ,                                 ,                                  ,                  ,                      ,                           ,                     ,                            ,                    ,                    ,                    ,               ,                   ,                ,                       ,                       ,                  ,                                     ,                 ,                ,                  ,from ODP Leg 121 SR Chapter 6 Table 1 p 176-178
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,121, 752,A, 31,X, 3,  55.00,    282.9500,Fourtanier,Diatoms                                      ,C              ,P                 ,R                   ,               ,A                 ,                ,F               ,               ,R                  ,R                                   ,F                 ,R                 ,R               ,?                   ,R                    ,F                      ,R             ,                 ,               ,               ,                 ,                           ,                                           ,                     ,               ,                        ,                    ,                     ,                ,                ,                 ,                    ,                                  ,                ,                          ,                  ,                  ,                   ,                               ,                ,                       ,                            ,                ,                                 ,                                  ,                  ,                      ,                           ,                     ,                            ,                    ,                    ,                    ,               ,                   ,                ,                       ,                       ,                  ,                                     ,                 ,                ,                  ,from ODP Leg 121 SR Chapter 6 Table 1 p 176-178
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,121, 752,A, 32,X, 1,  55.00,    289.2500,Fourtanier,Diatoms                                      ,F              ,P                 ,R                   ,R              ,C                 ,R               ,R               ,R              ,R                  ,F                                   ,R                 ,                  ,                ,                    ,                     ,                       ,              ,                 ,               ,               ,                 ,                           ,                                           ,                     ,               ,                        ,                    ,                     ,                ,                ,                 ,                    ,                                  ,                ,                          ,                  ,                  ,                   ,                               ,                ,                       ,                            ,                ,                                 ,                                  ,                  ,                      ,                           ,                     ,                            ,                    ,                    ,                    ,               ,                   ,                ,                       ,                       ,                  ,                                     ,                 ,                ,                  ,from ODP Leg 121 SR Chapter 6 Table 1 p 176-178
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
