Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Thalassionema nitzschioides,Stephanopyxis turris,Stephanopyxis grunowii,Roperia tesselata,Paralia sulcata,Denticulopsis punctata var. hustedtii,Denticulopsis hustedtii,Delphineis novaecaesaraea,Actinocyclus ingens,Rhizosolenia barboi,Nitzschia marina,Denticulopsis hyalina,Coscinodiscus marginatus,Asteromphalus undulatus,Actinocyclus ellipticus,Pseudoeunotia doliolus,Paralia sulcata var. coronata,Crucidenticula nicobarica,Craspedodiscus coscinodiscus,Actinocyclus tenellus,Rhizosolenia miocenica,Mediaria splendida,Azpeitia endoi,Cavitatus jouseanus,Cymatosira immunis,Coscinodiscus lewisianus,Coscinodiscus temperei,Rhizosolenia praebarboi,Thalassiosira grunowii,Rhizosolenia styliformis,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,150, 906,A,  5,H,CC,  30.00,     47.4200,Burckle  ,Diatoms                                      ,F              ,P                 ,                           ,R                   ,F                     ,                 ,               ,                                     ,                       ,                         ,                   ,                   ,                ,                     ,                        ,                       ,                       ,                      ,                             ,                         ,                            ,                     ,                      ,                  ,              ,                   ,                  ,                        ,                      ,                       ,                      ,                        ,from Leg 150 SR; Ch 2; Table 3; p 26
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,150, 906,A,  6,H, 6,  84.00,     55.3400,Burckle  ,Diatoms                                      ,B              ,                  ,                           ,R                   ,C                     ,                 ,               ,                                     ,                       ,                         ,                   ,                   ,                ,                     ,                        ,                       ,                       ,                      ,                             ,                         ,                            ,                     ,                      ,                  ,              ,                   ,                  ,                        ,                      ,                       ,                      ,                        ,from Leg 150 SR; Ch 2; Table 3; p 26
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,150, 906,A,  7,H,CC,  29.00,     62.9100,Burckle  ,Diatoms                                      ,F              ,M                 ,                           ,R                   ,F                     ,                 ,R              ,                                     ,R                      ,R                        ,R                  ,                   ,                ,                     ,                        ,R                      ,                       ,R                     ,                             ,                         ,                            ,                     ,                      ,                  ,              ,                   ,                  ,                        ,                      ,                       ,                      ,                        ,from Leg 150 SR; Ch 2; Table 3; p 26
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,150, 906,A,  8,X,CC,  36.00,     72.3300,Burckle  ,Diatoms                                      ,F              ,M                 ,                           ,R                   ,R                     ,                 ,               ,                                     ,R                      ,R                        ,R                  ,                   ,R               ,                     ,                        ,                       ,                       ,R                     ,                             ,                         ,                            ,R                    ,                      ,                  ,              ,                   ,                  ,                        ,                      ,                       ,                      ,                        ,from Leg 150 SR; Ch 2; Table 3; p 26
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,150, 906,A,  9,X,CC,  33.00,     81.7700,Burckle  ,Diatoms                                      ,C              ,M                 ,                           ,R                   ,R                     ,R                ,               ,                                     ,R                      ,R                        ,                   ,                   ,                ,                     ,                        ,R                      ,                       ,                      ,                             ,                         ,                            ,                     ,                      ,                  ,R             ,                   ,                  ,                        ,                      ,                       ,                      ,                        ,from Leg 150 SR; Ch 2; Table 3; p 26
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,150, 906,A, 14,X,CC,  36.00,    130.3800,Burckle  ,Diatoms                                      ,C              ,M                 ,                           ,R                   ,R                     ,                 ,               ,R                                    ,R                      ,R                        ,                   ,                   ,                ,                     ,                        ,                       ,                       ,                      ,                             ,                         ,                            ,R                    ,                      ,                  ,              ,                   ,                  ,                        ,                      ,                       ,                      ,                        ,from Leg 150 SR; Ch 2; Table 3; p 26
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,150, 906,A, 15,X,CC,  28.00,    139.7400,Burckle  ,Diatoms                                      ,C              ,P                 ,                           ,R                   ,R                     ,                 ,               ,                                     ,R                      ,R                        ,                   ,R                  ,                ,                     ,R                       ,                       ,                       ,R                     ,                             ,                         ,R                           ,                     ,                      ,                  ,              ,R                  ,R                 ,                        ,                      ,                       ,                      ,                        ,from Leg 150 SR; Ch 2; Table 3; p 26
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,150, 906,A, 16,X,CC,  38.00,    149.5300,Burckle  ,Diatoms                                      ,F              ,P/M               ,                           ,R                   ,R                     ,R                ,R              ,                                     ,R                      ,R                        ,                   ,                   ,                ,                     ,                        ,                       ,                       ,                      ,                             ,                         ,                            ,R                    ,                      ,                  ,              ,                   ,R                 ,                        ,                      ,                       ,                      ,                        ,from Leg 150 SR; Ch 2; Table 3; p 26
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,150, 906,A, 17,X,CC,  32.00,    159.5700,Burckle  ,Diatoms                                      ,F-C            ,P/M               ,                           ,R                   ,F                     ,                 ,R              ,                                     ,R                      ,R                        ,                   ,                   ,                ,                     ,                        ,R                      ,                       ,                      ,                             ,                         ,                            ,R                    ,                      ,                  ,              ,                   ,                  ,                        ,                      ,                       ,                      ,                        ,from Leg 150 SR; Ch 2; Table 3; p 26
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,150, 906,A, 18,X,CC,  33.00,    168.8400,Burckle  ,Diatoms                                      ,C              ,M                 ,                           ,R                   ,C                     ,                 ,               ,                                     ,R                      ,R                        ,R                  ,                   ,                ,                     ,                        ,R                      ,                       ,R                     ,                             ,                         ,                            ,R                    ,                      ,                  ,              ,                   ,R                 ,                        ,R                     ,                       ,                      ,                        ,from Leg 150 SR; Ch 2; Table 3; p 26
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,150, 906,A, 19,X,CC,  25.00,    178.4300,Burckle  ,Diatoms                                      ,C              ,P/M               ,R                          ,R                   ,R                     ,                 ,               ,R                                    ,R                      ,R                        ,R                  ,                   ,                ,                     ,                        ,R                      ,R                      ,                      ,                             ,                         ,                            ,                     ,R                     ,R                 ,R             ,                   ,R                 ,                        ,                      ,                       ,                      ,                        ,from Leg 150 SR; Ch 2; Table 3; p 26
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,150, 906,A, 20,X,CC,  33.00,    188.0800,Burckle  ,Diatoms                                      ,C              ,M                 ,                           ,R                   ,C                     ,                 ,               ,                                     ,R                      ,R                        ,                   ,                   ,                ,                     ,                        ,R                      ,R                      ,R                     ,                             ,                         ,R                           ,                     ,                      ,                  ,              ,                   ,R                 ,                        ,                      ,                       ,                      ,                        ,from Leg 150 SR; Ch 2; Table 3; p 26
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,150, 906,A, 21,X,CC,  32.00,    197.7900,Burckle  ,Diatoms                                      ,C              ,M                 ,                           ,R                   ,R                     ,                 ,R              ,                                     ,R                      ,R                        ,R                  ,                   ,                ,                     ,R                       ,R                      ,                       ,R                     ,                             ,                         ,                            ,                     ,                      ,                  ,              ,                   ,R                 ,                        ,                      ,                       ,                      ,                        ,from Leg 150 SR; Ch 2; Table 3; p 26
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,150, 906,A, 22,X,CC,  33.00,    207.4000,Burckle  ,Diatoms                                      ,C              ,M                 ,                           ,R                   ,R                     ,                 ,               ,R                                    ,R                      ,R                        ,R                  ,                   ,                ,R                    ,                        ,R                      ,R                      ,R                     ,                             ,                         ,                            ,R                    ,                      ,                  ,R             ,                   ,                  ,                        ,                      ,                       ,                      ,                        ,from Leg 150 SR; Ch 2; Table 3; p 26
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,150, 906,A, 23,X,CC,  34.00,    217.0700,Burckle  ,Diatoms                                      ,C-A            ,M                 ,                           ,R                   ,C                     ,R                ,               ,R                                    ,C                      ,C                        ,                   ,                   ,                ,                     ,R                       ,R                      ,                       ,R                     ,                             ,                         ,                            ,                     ,                      ,                  ,              ,                   ,R                 ,                        ,                      ,                       ,                      ,                        ,from Leg 150 SR; Ch 2; Table 3; p 26
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,150, 906,A, 24,X,CC,  13.00,    226.3700,Burckle  ,Diatoms                                      ,C              ,M                 ,                           ,R                   ,R                     ,R                ,               ,R                                    ,R                      ,C                        ,R                  ,                   ,                ,                     ,R                       ,R                      ,R                      ,R                     ,                             ,                         ,                            ,                     ,                      ,                  ,              ,                   ,R                 ,                        ,                      ,                       ,                      ,                        ,from Leg 150 SR; Ch 2; Table 3; p 26
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,150, 906,A, 25,X,CC,  33.00,    235.4100,Burckle  ,Diatoms                                      ,C              ,M                 ,                           ,R                   ,R                     ,                 ,               ,R                                    ,R                      ,R                        ,R                  ,                   ,                ,                     ,                        ,R                      ,                       ,                      ,R                            ,                         ,                            ,                     ,                      ,                  ,              ,R                  ,R                 ,                        ,R                     ,                       ,                      ,                        ,from Leg 150 SR; Ch 2; Table 3; p 26
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,150, 906,A, 26,X, 7,  43.00,    245.4300,Burckle  ,Diatoms                                      ,C              ,M                 ,                           ,                    ,F                     ,C                ,               ,                                     ,R                      ,R                        ,R                  ,                   ,                ,R                    ,R                       ,R                      ,R                      ,                      ,R                            ,                         ,R                           ,                     ,                      ,                  ,R             ,R                  ,                  ,                        ,                      ,                       ,                      ,                        ,from Leg 150 SR; Ch 2; Table 3; p 26
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,150, 906,A, 27,X,CC,  33.00,    253.0500,Burckle  ,Diatoms                                      ,C              ,M                 ,                           ,R                   ,R                     ,R                ,               ,R                                    ,R                      ,R                        ,R                  ,R                  ,                ,R                    ,                        ,R                      ,                       ,R                     ,                             ,                         ,                            ,                     ,                      ,                  ,              ,R                  ,                  ,                        ,R                     ,                       ,                      ,                        ,from Leg 150 SR; Ch 2; Table 3; p 26
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,150, 906,A, 28,X,CC,  39.00,    265.1300,Burckle  ,Diatoms                                      ,C              ,M                 ,                           ,                    ,F                     ,R                ,R              ,R                                    ,R                      ,F                        ,R                  ,                   ,R               ,                     ,                        ,R                      ,R                      ,R                     ,                             ,                         ,R                           ,                     ,                      ,                  ,R             ,                   ,R                 ,                        ,                      ,                       ,                      ,                        ,from Leg 150 SR; Ch 2; Table 3; p 26
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,150, 906,A, 29,X,CC,  32.00,    274.8600,Burckle  ,Diatoms                                      ,C              ,M                 ,                           ,                    ,                      ,F                ,               ,R                                    ,R                      ,R                        ,                   ,R                  ,                ,R                    ,                        ,                       ,R                      ,R                     ,                             ,                         ,                            ,                     ,                      ,                  ,R             ,                   ,R                 ,R                       ,                      ,                       ,                      ,                        ,from Leg 150 SR; Ch 2; Table 3; p 26
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,150, 906,A, 30,X,CC,  31.00,    284.0300,Burckle  ,Diatoms                                      ,C              ,M                 ,                           ,                    ,                      ,                 ,R              ,                                     ,R                      ,R                        ,R                  ,                   ,                ,                     ,                        ,                       ,R                      ,R                     ,R                            ,                         ,R                           ,                     ,                      ,                  ,              ,R                  ,R                 ,                        ,                      ,                       ,                      ,                        ,from Leg 150 SR; Ch 2; Table 3; p 26
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,150, 906,A, 31,X,CC,  35.00,    292.2700,Burckle  ,Diatoms                                      ,F              ,P                 ,                           ,                    ,C                     ,                 ,               ,                                     ,                       ,                         ,                   ,                   ,                ,                     ,                        ,                       ,                       ,                      ,                             ,                         ,                            ,                     ,                      ,                  ,              ,                   ,                  ,                        ,                      ,                       ,                      ,                        ,from Leg 150 SR; Ch 2; Table 3; p 26
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,150, 906,A, 32,X,CC,  36.00,    303.3000,Burckle  ,Diatoms                                      ,C              ,M                 ,                           ,                    ,R                     ,R                ,               ,                                     ,R                      ,R                        ,R                  ,                   ,                ,                     ,                        ,R                      ,                       ,R                     ,                             ,                         ,                            ,R                    ,                      ,                  ,R             ,                   ,                  ,                        ,                      ,                       ,                      ,                        ,from Leg 150 SR; Ch 2; Table 3; p 26
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,150, 906,A, 33,X,CC,  34.00,    312.1400,Burckle  ,Diatoms                                      ,C              ,M                 ,                           ,R                   ,C                     ,                 ,R              ,                                     ,R                      ,C                        ,                   ,R                  ,                ,R                    ,                        ,                       ,                       ,                      ,                             ,                         ,                            ,R                    ,                      ,                  ,              ,R                  ,                  ,                        ,                      ,                       ,                      ,                        ,from Leg 150 SR; Ch 2; Table 3; p 26
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,150, 906,A, 34,X,CC,  32.00,    323.7400,Burckle  ,Diatoms                                      ,F              ,M                 ,                           ,R                   ,F                     ,                 ,               ,                                     ,                       ,R                        ,                   ,                   ,R               ,                     ,R                       ,                       ,                       ,                      ,                             ,                         ,                            ,                     ,                      ,                  ,              ,                   ,                  ,                        ,                      ,                       ,                      ,                        ,from Leg 150 SR; Ch 2; Table 3; p 26
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,150, 906,A, 35,X,CC,  31.00,    332.3000,Burckle  ,Diatoms                                      ,C              ,M                 ,                           ,R                   ,F                     ,                 ,               ,R                                    ,R                      ,R                        ,R                  ,R                  ,                ,                     ,R                       ,                       ,                       ,R                     ,                             ,                         ,                            ,R                    ,                      ,                  ,R             ,                   ,                  ,                        ,                      ,                       ,                      ,                        ,from Leg 150 SR; Ch 2; Table 3; p 26
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,150, 906,A, 36,X,CC,  31.00,    340.8900,Burckle  ,Diatoms                                      ,F-C            ,M                 ,                           ,R                   ,F                     ,                 ,R              ,R                                    ,R                      ,R                        ,R                  ,                   ,                ,                     ,                        ,R                      ,R                      ,R                     ,                             ,                         ,R                           ,                     ,                      ,                  ,              ,R                  ,                  ,                        ,                      ,                       ,                      ,                        ,from Leg 150 SR; Ch 2; Table 3; p 26
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,150, 906,A, 37,X,CC,  42.00,    352.0200,Burckle  ,Diatoms                                      ,C              ,M                 ,                           ,R                   ,R                     ,R                ,               ,R                                    ,R                      ,F                        ,R                  ,                   ,                ,                     ,                        ,R                      ,R                      ,R                     ,                             ,                         ,                            ,                     ,R                     ,                  ,              ,                   ,                  ,                        ,                      ,                       ,                      ,                        ,from Leg 150 SR; Ch 2; Table 3; p 26
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,150, 906,A, 38,X,CC,  33.00,    360.5100,Burckle  ,Diatoms                                      ,C              ,M                 ,                           ,R                   ,R                     ,R                ,               ,                                     ,R                      ,F                        ,R                  ,                   ,                ,                     ,                        ,R                      ,                       ,R                     ,                             ,                         ,                            ,                     ,                      ,                  ,              ,                   ,                  ,                        ,                      ,                       ,                      ,                        ,from Leg 150 SR; Ch 2; Table 3; p 26
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,150, 906,A, 39,X,CC,  34.00,    369.5600,Burckle  ,Diatoms                                      ,C              ,M                 ,                           ,R                   ,                      ,R                ,               ,R                                    ,R                      ,R                        ,R                  ,                   ,                ,                     ,R                       ,                       ,R                      ,                      ,                             ,                         ,                            ,R                    ,                      ,                  ,R             ,                   ,                  ,                        ,                      ,                       ,                      ,                        ,from Leg 150 SR; Ch 2; Table 3; p 26
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,150, 906,A, 45,X,CC,  39.00,    425.4100,Burckle  ,Diatoms                                      ,C              ,M                 ,R                          ,R                   ,C                     ,R                ,               ,                                     ,                       ,R                        ,R                  ,R                  ,R               ,                     ,                        ,                       ,R                      ,R                     ,                             ,                         ,                            ,R                    ,R                     ,                  ,              ,                   ,                  ,                        ,                      ,                       ,                      ,                        ,from Leg 150 SR; Ch 2; Table 3; p 26
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,150, 906,A, 46,X,CC,  34.00,    437.3200,Burckle  ,Diatoms                                      ,C              ,M                 ,                           ,R                   ,C                     ,                 ,               ,R                                    ,R                      ,R                        ,R                  ,                   ,                ,                     ,R                       ,R                      ,R                      ,                      ,                             ,                         ,                            ,R                    ,R                     ,R                 ,              ,                   ,                  ,                        ,                      ,                       ,                      ,                        ,from Leg 150 SR; Ch 2; Table 3; p 26
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,150, 906,A, 47,X,CC,  34.00,    447.4400,Burckle  ,Diatoms                                      ,C              ,P/M               ,                           ,R                   ,C                     ,                 ,               ,                                     ,                       ,                         ,R                  ,                   ,                ,R                    ,                        ,R                      ,R                      ,                      ,R                            ,                         ,                            ,R                    ,                      ,                  ,              ,                   ,                  ,                        ,                      ,                       ,                      ,                        ,from Leg 150 SR; Ch 2; Table 3; p 26
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,150, 906,A, 48,X,CC,  33.00,    457.8800,Burckle  ,Diatoms                                      ,F-C            ,P                 ,                           ,R                   ,F                     ,                 ,               ,                                     ,                       ,R                        ,R                  ,                   ,                ,                     ,                        ,R                      ,R                      ,R                     ,F                            ,R                        ,R                           ,                     ,                      ,                  ,              ,                   ,                  ,                        ,                      ,                       ,                      ,                        ,from Leg 150 SR; Ch 2; Table 3; p 26
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,150, 906,A, 49,X,CC,  33.00,    464.8700,Burckle  ,Diatoms                                      ,C              ,P                 ,                           ,                    ,C                     ,                 ,               ,R                                    ,                       ,R                        ,                   ,R                  ,R               ,R                    ,R                       ,R                      ,R                      ,                      ,                             ,                         ,                            ,                     ,                      ,                  ,              ,                   ,                  ,                        ,                      ,                       ,                      ,                        ,from Leg 150 SR; Ch 2; Table 3; p 26
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,150, 906,A, 50,X,CC,  36.00,    476.7800,Burckle  ,Diatoms                                      ,C              ,P/M               ,R                          ,R                   ,F                     ,R                ,R              ,R                                    ,R                      ,R                        ,R                  ,                   ,                ,                     ,                        ,                       ,                       ,                      ,                             ,                         ,                            ,                     ,                      ,                  ,              ,                   ,                  ,                        ,                      ,                       ,                      ,                        ,from Leg 150 SR; Ch 2; Table 3; p 26
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
