Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Thoracosphaera spp.,Syracosphaera spp.,Sphenolith (unspecified taxon or taxa),Scyphosphaera spp.,Rhabdosphaera spp.,Reticulofenestrid taxa,Pseudoemiliania lacunosa,Helicosphaera sellii,Helicosphaera carteri,Gephyrocapsa (small),Geminilithella rotula,Discoaster variabilis,Discoaster triradiatus,Discoaster tamalis,Discoaster surculus,Discoaster pentaradiatus,Discoaster decorus,Discoaster brouweri,Discoaster asymmetricus,Coccolithus radiatus,Ceratolithus rugosus,Ceratolithus cristatus,Catinaster coalitus,Calcidiscus macintyrei,Calcidiscus leptoporus,Discoaster neohamatus,Discoaster intercalaris,Pontosphaera spp.,Coccolithus pelagicus,Umbilicosphaera spp.,Gephyrocapsa oceanica s.l.,Gephyrocapsa (large),Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN12d             ,              ,115, 709,B,  3,H, 6,  80.00,     21.7000,Rio      ,Nannofossils                                 ,A              ,G                 ,                   ,C                 ,                                      ,                  ,R                 ,C                     ,C                       ,F                   ,C                    ,C                   ,F                    ,                     ,R                     ,                  ,                   ,                        ,                  ,C                  ,                       ,F                   ,                    ,                      ,                   ,R                     ,C                     ,                     ,R                      ,                 ,C                    ,C                   ,                          ,                    ,from 115 SR. Chapter 15. Table 10. page 190.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN12d             ,              ,115, 709,B,  3,H, 6, 100.00,     21.9000,Rio      ,Nannofossils                                 ,A              ,G                 ,                   ,C                 ,                                      ,                  ,F                 ,C                     ,C                       ,F                   ,C                    ,                    ,C                    ,                     ,F                     ,                  ,                   ,                        ,                  ,C                  ,R                      ,F                   ,                    ,F                     ,                   ,F                     ,C                     ,                     ,                       ,F                ,C                    ,C                   ,                          ,                    ,from 115 SR. Chapter 15. Table 10. page 190.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN12c             ,              ,115, 709,B,  3,H, 7,  58.00,     22.9800,Rio      ,Nannofossils                                 ,A              ,G                 ,R                  ,C                 ,                                      ,                  ,R                 ,C                     ,C                       ,R                   ,C                    ,                    ,C                    ,                     ,R                     ,F                 ,R                  ,C                       ,                  ,C                  ,R                      ,F                   ,                    ,R                     ,                   ,F                     ,C                     ,                     ,                       ,                 ,                     ,F                   ,                          ,                    ,from 115 SR. Chapter 15. Table 10. page 190.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN12c             ,              ,115, 709,B,  4,H, 1,  30.00,     23.4000,Rio      ,Nannofossils                                 ,A              ,G                 ,                   ,C                 ,                                      ,                  ,F                 ,C                     ,C                       ,R                   ,C                    ,                    ,C                    ,                     ,R                     ,                  ,                   ,R                       ,                  ,C                  ,R                      ,F                   ,                    ,R                     ,                   ,F                     ,C                     ,                     ,R                      ,R                ,C                    ,C                   ,                          ,                    ,from 115 SR. Chapter 15. Table 10. page 190.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN12c             ,              ,115, 709,B,  4,H, 1,  60.00,     23.7000,Rio      ,Nannofossils                                 ,A              ,G                 ,                   ,C                 ,                                      ,R                 ,C                 ,C                     ,C                       ,F                   ,C                    ,                    ,C                    ,                     ,                      ,                  ,                   ,C                       ,                  ,A                  ,                       ,F                   ,                    ,F                     ,                   ,C                     ,C                     ,                     ,                       ,                 ,F                    ,C                   ,                          ,                    ,from 115 SR. Chapter 15. Table 10. page 190.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN12b             ,              ,115, 709,B,  4,H, 1,  90.00,     24.0000,Rio      ,Nannofossils                                 ,A              ,G                 ,                   ,C                 ,                                      ,                  ,F                 ,C                     ,C                       ,F                   ,C                    ,                    ,C                    ,                     ,R                     ,                  ,F                  ,C                       ,                  ,C                  ,                       ,F                   ,                    ,R                     ,                   ,C                     ,C                     ,                     ,                       ,                 ,C                    ,C                   ,                          ,                    ,from 115 SR. Chapter 15. Table 10. page 190.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN12b             ,              ,115, 709,B,  4,H, 1, 150.00,     24.6000,Rio      ,Nannofossils                                 ,A              ,G                 ,F                  ,C                 ,R                                     ,                  ,R                 ,C                     ,C                       ,F                   ,C                    ,                    ,C                    ,                     ,R                     ,                  ,F                  ,C                       ,                  ,A                  ,R                      ,F                   ,                    ,R                     ,                   ,C                     ,C                     ,                     ,                       ,                 ,C                    ,F                   ,                          ,                    ,from 115 SR. Chapter 15. Table 10. page 190.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN12b             ,              ,115, 709,B,  4,H, 2,  30.00,     24.9000,Rio      ,Nannofossils                                 ,A              ,G                 ,                   ,C                 ,                                      ,                  ,R                 ,A                     ,C                       ,F                   ,C                    ,                    ,C                    ,                     ,                      ,                  ,F                  ,C                       ,                  ,C                  ,                       ,F                   ,R                   ,R                     ,                   ,C                     ,C                     ,                     ,R                      ,F                ,C                    ,F                   ,                          ,                    ,from 115 SR. Chapter 15. Table 10. page 190.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN12b             ,              ,115, 709,B,  4,H, 2,  60.00,     25.2000,Rio      ,Nannofossils                                 ,A              ,G                 ,R                  ,C                 ,                                      ,R                 ,                  ,C                     ,C                       ,F                   ,C                    ,                    ,C                    ,                     ,R                     ,                  ,R                  ,C                       ,                  ,C                  ,                       ,F                   ,                    ,F                     ,                   ,C                     ,C                     ,                     ,                       ,R                ,R                    ,F                   ,                          ,                    ,from 115 SR. Chapter 15. Table 10. page 190.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN12b             ,              ,115, 709,B,  4,H, 2, 150.00,     26.1000,Rio      ,Nannofossils                                 ,A              ,G                 ,                   ,C                 ,                                      ,F                 ,R                 ,C                     ,C                       ,F                   ,C                    ,                    ,C                    ,                     ,                      ,                  ,R                  ,C                       ,                  ,C                  ,                       ,F                   ,                    ,F                     ,                   ,C                     ,C                     ,                     ,R                      ,                 ,C                    ,F                   ,                          ,                    ,from 115 SR. Chapter 15. Table 10. page 190.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN12b             ,              ,115, 709,B,  4,H, 3, 150.00,     27.6000,Rio      ,Nannofossils                                 ,A              ,G                 ,                   ,C                 ,                                      ,                  ,                  ,C                     ,C                       ,F                   ,C                    ,                    ,C                    ,                     ,R                     ,R                 ,F                  ,A                       ,                  ,C                  ,R                      ,R                   ,                    ,R                     ,                   ,C                     ,C                     ,                     ,F                      ,                 ,C                    ,F                   ,                          ,                    ,from 115 SR. Chapter 15. Table 10. page 190.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN12b             ,              ,115, 709,B,  4,H, 4,  30.00,     27.9000,Rio      ,Nannofossils                                 ,A              ,G                 ,R                  ,C                 ,                                      ,                  ,                  ,C                     ,C                       ,F                   ,C                    ,                    ,C                    ,                     ,R                     ,                  ,F                  ,A                       ,R                 ,C                  ,R                      ,F                   ,R                   ,R                     ,                   ,C                     ,C                     ,                     ,R                      ,                 ,C                    ,R                   ,                          ,                    ,from 115 SR. Chapter 15. Table 10. page 190.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN12a             ,              ,115, 709,B,  4,H, 4,  90.00,     28.5000,Rio      ,Nannofossils                                 ,A              ,G                 ,R                  ,C                 ,                                      ,                  ,                  ,C                     ,C                       ,R                   ,C                    ,                    ,C                    ,                     ,R                     ,R                 ,F                  ,C                       ,                  ,A                  ,R                      ,F                   ,R                   ,R                     ,                   ,F                     ,C                     ,                     ,F                      ,                 ,F                    ,                    ,                          ,                    ,from 115 SR. Chapter 15. Table 10. page 190.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN12a             ,              ,115, 709,B,  4,H, 4, 150.00,     29.1000,Rio      ,Nannofossils                                 ,A              ,G                 ,R                  ,C                 ,                                      ,R                 ,                  ,C                     ,C                       ,F                   ,C                    ,                    ,C                    ,R                    ,R                     ,R                 ,F                  ,C                       ,                  ,A                  ,R                      ,R                   ,R                   ,R                     ,                   ,C                     ,F                     ,                     ,R                      ,                 ,C                    ,                    ,                          ,                    ,from 115 SR. Chapter 15. Table 10. page 190.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN12a             ,              ,115, 709,B,  4,H, 5, 150.00,     30.6000,Rio      ,Nannofossils                                 ,A              ,G                 ,F                  ,C                 ,                                      ,R                 ,                  ,C                     ,C                       ,F                   ,C                    ,                    ,C                    ,                     ,R                     ,F                 ,F                  ,C                       ,                  ,C                  ,F                      ,F                   ,R                   ,R                     ,                   ,F                     ,C                     ,                     ,R                      ,R                ,                     ,                    ,                          ,                    ,from 115 SR. Chapter 15. Table 10. page 190.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN12a             ,              ,115, 709,B,  4,H, 7,  60.00,     32.7000,Rio      ,Nannofossils                                 ,A              ,G                 ,                   ,F                 ,                                      ,                  ,                  ,C                     ,C                       ,R                   ,C                    ,                    ,C                    ,                     ,R                     ,F                 ,F                  ,C                       ,R                 ,C                  ,F                      ,F                   ,R                   ,F                     ,                   ,F                     ,C                     ,                     ,R                      ,                 ,                     ,                    ,                          ,                    ,from 115 SR. Chapter 15. Table 10. page 190.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN12a             ,              ,115, 709,B,  5,H, 1,  60.00,     33.4000,Rio      ,Nannofossils                                 ,A              ,G                 ,R                  ,F                 ,R                                     ,R                 ,                  ,C                     ,C                       ,R                   ,C                    ,                    ,C                    ,C                    ,                      ,R                 ,F                  ,C                       ,R                 ,C                  ,F                      ,R                   ,R                   ,F                     ,                   ,F                     ,C                     ,                     ,                       ,                 ,                     ,                    ,                          ,                    ,from 115 SR. Chapter 15. Table 10. page 190.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN12a             ,              ,115, 709,B,  5,H, 1, 120.00,     34.0000,Rio      ,Nannofossils                                 ,A              ,G                 ,R                  ,R                 ,F                                     ,R                 ,                  ,A                     ,C                       ,                    ,C                    ,                    ,C                    ,R                    ,                      ,R                 ,                   ,C                       ,                  ,C                  ,C                      ,F                   ,                    ,                      ,                   ,F                     ,C                     ,                     ,                       ,                 ,                     ,                    ,                          ,                    ,from 115 SR. Chapter 15. Table 10. page 190.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN12a             ,              ,115, 709,B,  5,H, 2,  60.00,     34.9000,Rio      ,Nannofossils                                 ,A              ,G                 ,                   ,R                 ,F                                     ,F                 ,                  ,C                     ,C                       ,R                   ,C                    ,F                   ,C                    ,F                    ,                      ,R                 ,C                  ,A                       ,R                 ,C                  ,F                      ,F                   ,                    ,R                     ,                   ,F                     ,C                     ,                     ,R                      ,                 ,                     ,                    ,                          ,                    ,from 115 SR. Chapter 15. Table 10. page 190.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN12a             ,              ,115, 709,B,  5,H, 2,  90.00,     35.2000,Rio      ,Nannofossils                                 ,A              ,G                 ,R                  ,R                 ,F                                     ,R                 ,                  ,C                     ,C                       ,R                   ,C                    ,                    ,C                    ,F                    ,R                     ,R                 ,C                  ,C                       ,R                 ,C                  ,C                      ,                    ,F                   ,R                     ,                   ,C                     ,C                     ,R                    ,R                      ,                 ,                     ,                    ,                          ,                    ,from 115 SR. Chapter 15. Table 10. page 190.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN12a             ,              ,115, 709,B,  5,H, 2, 120.00,     35.5000,Rio      ,Nannofossils                                 ,A              ,G                 ,R                  ,F                 ,C                                     ,R                 ,R                 ,C                     ,F                       ,R                   ,C                    ,R                   ,C                    ,F                    ,R                     ,R                 ,F                  ,C                       ,R                 ,C                  ,C                      ,F                   ,R                   ,R                     ,R                  ,C                     ,C                     ,                     ,                       ,                 ,                     ,                    ,                          ,                    ,from 115 SR. Chapter 15. Table 10. page 190.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
