Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Heterohelix planata	Heterohelix globulosa	Globigerinelloides multispinus	Globigerinelloides impensus	Archaeoglobigerina australis	Heterohelix dentata	Hedbergella monmouthensis	Schackoina multispinata	Rugotruncana circumnodifer	Hedbergella sliteri	Hedbergella holmdelensis	Globotruncanella havanensis	Archaeoglobigerina mateola	Guembelitria cretacea	Globotruncanella petaloidea	Globotruncana bulloides	Globigerinelloides subcarinatus	Abathomphalus mayaroensis	Gublerina robusta	Subbotina triloculinoides	Subbotina pseudobulloides	Subbotina fringa	Subbotina danica	Planorotalites sp. aff. P. compressus	Planorotalites imitatus	Planorotalites archeocompressus	Morozovella inconstans	Morozovella edita	Globoconusa daubjergensis	Chiloguembelinid  gen. et sp. indet <150 µm	Subbotina triangularis	Planorotalites compressus	Chiloguembelinid gen. et sp. indet >150 µm (mainly Ch. midwayensis)	Tenuitella reissi <150 µm	Subbotina patagonica/ayalai	Subbotina eocaenica	Planorotalites chapmani	Morozovella convexa	Acarinina praepentacamerata	Acarinina mckannai	Acarinina chascanona	Acarinina aquiensis	Globorotaloides spp.	Morozovella tadjikistanensis dianensis	Acarinina velascoensis	Acarinina subsphaerica	Acarinina nitida	Zeauvigerina spp.	Acarinina rotundimarginata	Planorotalites planoconicus	Morozovella marginodentata	Acarinina soldadoensis	Acarinina intermedia	Planorotalites australiformis	Morozovella nicoli ex. group (biconvex)	Acarinina sp. cf. A. primitiva	Subbotina pseudoeocaena compacta	Subbotina pseudoeocaena	Subbotina higginsi	Subbotina eocaenica irregularis	Subbotina bakeri	Planorotalites spp.	Planorotalites pseudoscitulus elongatus	Planorotalites pseudoscitulus	Globorotaloides sp. 1	Acarinina rugosoaculeata	Acarinina interposita	Acarinina esnaensis	Acarinina acarinata	Pseudohastigerina wilcoxensis	Pseudohastigerina micra	Globorotaloides sp. aff. G.suteri	Subbotina sp. aff. S.hornibrooki	Subbotina pseudoeocaena trilobata	Subbotina inaequispira	Subbotina crociapertura	Morozovella dolabrata	Globorotaloides turgida	Acarinina triplex	Acarinina pentacamerata	Subbotinid gen. et sp. indet (with abortive chambers.>400µm)	Subbotinid gen. et sp. indet (with abortive chambers)	Guembelitria spp. <150 µm	Acarinina sp. aff. mattseensis alticonica	Acarinina pseudotopilensis	Acarinina primitiva	Acarinina collactea	Acarinina appressocamerata	Morozovella broedermanni	Globigerinatheka senni	Acarinina spinuloinflata	Subbotina eocaena	Subbotina corpulenta	Pseudohastigerina sharkriverensis	Morozovella aragonensis	Acarinina praetopilensis	Acarinina bullbrooki/matthewsae	Subbotina ratusa	Pseudohastigerina danvillensis	Acarinina sp. cf. A.quadratoseptata	Acarinina rohri piparoensis	Catapsydrax taroubaensis	Acarinina sp. aff. A. hainesi	Morozovella crater	Cassigerinelloita amekiensis	Morozovella sp. cf. M. woodi	Morozovella sp. cf. M. crassata densa	Comment

  SR	Early Eocene     	                 	P8                	P9            	114	 698	A	  2	R	CC	  15.00	      7.6100	Nocchi   	Planktonic Foraminifers                      	A              	M                 	                   	                     	                              	                           	                            	                   	                         	                       	                          	                   	                        	                           	                          	                     	                           	                       	                               	                         	                 	                         	                         	                	                	                                     	                       	                               	                      	                 	                         	C                                          	                      	                         	                                                                   	R                        	C                          	F                  	                       	                   	                           	                  	                    	R                  	F                   	                                      	                      	                      	                	                 	VR                        	                           	                          	                      	                    	VR                           	F                                      	                              	C                               	C                      	VR                	F                              	                	C                  	VR                                     	C                            	F                    	C                       	                     	                   	                   	                             	F                      	F                                	                                	                                 	F                     	                       	                     	VR                     	                 	                       	VR                                                          	                                                     	F                        	A                                        	R                         	A                  	F                  	                          	F                       	C                     	                        	                 	                    	                                 	                       	F                       	VR                             	                	F                             	                                   	                           	F                       	VR                           	F                 	VR                          	                            	                                     	slight to medium etching of chambers is observed; from ODP Leg 114 SR Chapter 12 Table 2 p.238

  SR	Early Eocene     	                 	P8                	P9            	114	 698	A	  3	R	 2	   4.00	     15.0400	Nocchi   	Planktonic Foraminifers                      	A              	M                 	                   	                     	                              	                           	                            	                   	                         	                       	                          	                   	                        	                           	                          	                     	                           	                       	                               	                         	                 	                         	                         	                	                	                                     	                       	                               	                      	                 	                         	F                                          	                      	                         	                                                                   	                         	F                          	F                  	                       	                   	                           	                  	                    	                   	F                   	                                      	                      	                      	                	                 	F                         	                           	                          	                      	                    	                             	F                                      	                              	F                               	                       	                  	F                              	                	                   	                                       	F                            	F                    	                        	                     	                   	                   	                             	                       	F                                	F                               	                                 	                      	                       	                     	                       	                 	                       	F                                                           	                                                     	VR                       	C                                        	                          	A                  	F                  	                          	                        	F                     	                        	F                	                    	                                 	                       	                        	                               	                	F                             	                                   	                           	                        	                             	F                 	                            	                            	                                     	slight to medium etching of chambers is observed; from ODP Leg 114 SR Chapter 12 Table 2 p.238

  SR	Early Eocene     	                 	P8                	P9            	114	 698	A	  3	R	CC	  14.00	     15.5000	Nocchi   	Planktonic Foraminifers                      	C              	M                 	                   	                     	                              	                           	                            	                   	                         	                       	                          	                   	                        	                           	                          	                     	                           	                       	                               	                         	                 	                         	                         	                	                	                                     	                       	                               	                      	                 	                         	F                                          	                      	                         	                                                                   	R                        	F                          	A                  	F                      	                   	                           	                  	                    	R                  	F                   	                                      	                      	                      	                	                 	F                         	                           	                          	                      	VR                  	F                            	F                                      	                              	                                	C                      	F                 	C                              	                	C                  	C                                      	F                            	F                    	F                       	                     	                   	                   	VR                           	F                      	F                                	F                               	                                 	F                     	                       	                     	                       	F                	                       	F                                                           	F                                                    	VR                       	A                                        	F                         	A                  	F                  	                          	                        	F                     	F                       	VR               	VR                  	                                 	                       	R                       	                               	                	                              	VR                                 	                           	                        	                             	                  	                            	                            	                                     	slight to medium etching of chambers is observed; from ODP Leg 114 SR Chapter 12 Table 2 p.238

  SR	Early Eocene     	                 	P8                	P9            	114	 698	A	  4	R	 1	  70.00	     23.7000	Nocchi   	Planktonic Foraminifers                      	A              	M                 	                   	                     	                              	                           	                            	                   	                         	                       	                          	                   	                        	                           	                          	                     	                           	                       	                               	                         	                 	                         	                         	                	                	                                     	                       	                               	                      	                 	                         	F                                          	                      	                         	                                                                   	R                        	C                          	                   	                       	                   	                           	                  	                    	F                  	F                   	                                      	                      	                      	                	                 	F                         	                           	                          	                      	                    	F                            	F                                      	                              	F                               	                       	F                 	F                              	                	C                  	                                       	C                            	                     	F                       	                     	                   	                   	                             	                       	R                                	F                               	                                 	                      	                       	                     	                       	                 	                       	                                                            	                                                     	F                        	                                         	F                         	A                  	F                  	VR                        	                        	F                     	                        	                 	                    	                                 	                       	F                       	                               	                	                              	                                   	F                          	F                       	VR                           	                  	                            	                            	                                     	slight to medium etching of chambers is observed; from ODP Leg 114 SR Chapter 12 Table 2 p.238

  SR	Early Eocene     	                 	P8                	P9            	114	 698	A	  4	R	 1	 134.00	     24.3400	Nocchi   	Planktonic Foraminifers                      	A              	M                 	                   	                     	                              	                           	                            	                   	                         	                       	                          	                   	                        	                           	                          	                     	                           	                       	                               	                         	                 	                         	                         	                	                	                                     	                       	                               	                      	                 	                         	VR                                         	                      	                         	                                                                   	R                        	F                          	A                  	F                      	                   	                           	                  	                    	F                  	F                   	                                      	                      	                      	                	                 	F                         	F                          	                          	                      	VR                  	F                            	F                                      	                              	F                               	C                      	F                 	F                              	                	F                  	                                       	C                            	VR                   	F                       	                     	                   	F                  	VR                           	VR                     	F                                	                                	VR                               	C                     	F                      	                     	                       	                 	VR                     	                                                            	                                                     	F                        	VR                                       	F                         	F                  	F                  	                          	F                       	VR                    	                        	                 	R                   	                                 	                       	F                       	                               	F               	F                             	F                                  	F                          	                        	                             	                  	                            	                            	                                     	from ODP Leg 114 SR Chapter 12 Table 2 p.238

  SR	Early Eocene     	                 	P8                	P9            	114	 698	A	  5	R	 1	 110.00	     33.6000	Nocchi   	Planktonic Foraminifers                      	A              	M                 	                   	                     	                              	                           	                            	                   	                         	                       	                          	                   	                        	                           	                          	                     	                           	                       	                               	                         	                 	                         	                         	                	                	                                     	                       	                               	                      	                 	                         	                                           	                      	                         	                                                                   	                         	F                          	                   	                       	                   	                           	                  	                    	F                  	VR                  	                                      	                      	                      	                	                 	F                         	                           	                          	                      	                    	                             	                                       	                              	C                               	                       	                  	C                              	                	F                  	                                       	F                            	F                    	                        	                     	                   	F                  	                             	                       	VR                               	                                	                                 	                      	                       	                     	                       	                 	                       	                                                            	                                                     	                         	                                         	VR                        	A                  	F                  	F                         	                        	                      	VR                      	                 	                    	                                 	                       	                        	                               	                	                              	                                   	                           	                        	                             	                  	                            	                            	                                     	from ODP Leg 114 SR Chapter 12 Table 2 p.238

  SR	Early Eocene     	                 	P8                	P9            	114	 698	A	  5	R	 2	 107.00	     35.0700	Nocchi   	Planktonic Foraminifers                      	A              	M                 	                   	                     	                              	                           	                            	                   	                         	                       	                          	                   	                        	                           	                          	                     	                           	                       	                               	                         	                 	                         	                         	                	                	                                     	                       	                               	                      	                 	                         	VR                                         	                      	                         	                                                                   	R                        	C                          	F                  	F                      	                   	                           	                  	                    	R                  	F                   	                                      	                      	                      	                	                 	F                         	                           	                          	                      	                    	                             	F                                      	                              	F                               	F                      	VR                	F                              	                	F                  	                                       	F                            	                     	F                       	                     	                   	                   	                             	                       	VR                               	                                	                                 	                      	                       	                     	                       	                 	                       	                                                            	                                                     	                         	C                                        	C                         	A                  	F                  	                          	                        	F                     	F                       	                 	                    	                                 	                       	F                       	                               	                	                              	                                   	                           	                        	                             	                  	                            	                            	                                     	slight to medium etching of chambers is observed; from ODP Leg 114 SR Chapter 12 Table 2 p.238

  SR	Early Eocene     	                 	P8                	P9            	114	 698	A	  5	R	CC	   5.00	     35.4400	Nocchi   	Planktonic Foraminifers                      	A              	M                 	                   	                     	                              	                           	                            	                   	                         	                       	                          	                   	                        	                           	                          	                     	                           	                       	                               	                         	                 	                         	                         	                	                	                                     	                       	                               	                      	                 	                         	R                                          	                      	                         	                                                                   	R                        	F                          	C                  	F                      	                   	                           	                  	                    	F                  	R                   	                                      	                      	                      	                	                 	F                         	                           	                          	                      	                    	F                            	C                                      	                              	C                               	F                      	VR                	C                              	VR              	F                  	                                       	F                            	VR                   	F                       	                     	F                  	F                  	F                            	VR                     	F                                	F                               	                                 	F                     	                       	                     	VR                     	F                	                       	R                                                           	                                                     	R                        	C                                        	F                         	F                  	F                  	R                         	                        	R                     	F                       	F                	F                   	R                                	VR                     	F                       	VR                             	                	                              	                                   	                           	                        	                             	                  	                            	                            	                                     	from ODP Leg 114 SR Chapter 12 Table 2 p.238

  SR	Early Eocene     	                 	P8                	P9            	114	 698	A	  6	R	 1	 110.00	     43.1000	Nocchi   	Planktonic Foraminifers                      	A              	M                 	                   	                     	                              	                           	                            	                   	                         	                       	                          	                   	                        	                           	                          	                     	                           	                       	                               	                         	                 	                         	                         	                	                	                                     	                       	                               	                      	                 	                         	F                                          	                      	                         	                                                                   	R                        	F                          	F                  	R                      	                   	                           	                  	                    	                   	R                   	                                      	                      	                      	                	                 	F                         	F                          	                          	                      	                    	F                            	                                       	                              	F                               	                       	                  	F                              	                	C                  	                                       	F                            	                     	F                       	                     	                   	F                  	                             	                       	                                 	                                	                                 	                      	F                      	                     	                       	F                	                       	                                                            	                                                     	F                        	                                         	                          	A                  	F                  	A                         	R                       	C                     	F                       	                 	                    	                                 	                       	                        	                               	                	                              	                                   	                           	                        	                             	                  	                            	                            	                                     	slight to medium etching of chambers is observed; from ODP Leg 114 SR Chapter 12 Table 2 p.238

  SR	Early Eocene     	                 	P8                	P9            	114	 698	A	  6	R	 2	  91.00	     44.4100	Nocchi   	Planktonic Foraminifers                      	A              	M                 	                   	                     	                              	                           	                            	                   	                         	                       	                          	                   	                        	                           	                          	                     	                           	                       	                               	                         	                 	                         	                         	                	                	                                     	                       	                               	                      	                 	                         	F                                          	                      	                         	                                                                   	                         	C                          	                   	C                      	                   	                           	                  	                    	C                  	F                   	                                      	                      	                      	                	                 	F                         	                           	                          	                      	                    	F                            	R                                      	                              	                                	F                      	                  	C                              	                	A                  	F                                      	F                            	                     	R                       	F                    	F                  	C                  	                             	VR                     	F                                	C                               	                                 	                      	                       	VR                   	                       	F                	A                      	F                                                           	VR                                                   	F                        	VR                                       	F                         	C                  	VR                 	C                         	                        	                      	                        	                 	                    	                                 	                       	                        	                               	                	                              	                                   	                           	                        	                             	                  	                            	                            	                                     	slight to medium etching of chambers is observed; from ODP Leg 114 SR Chapter 12 Table 2 p.238

  SR	Early Eocene     	                 	P8                	P9            	114	 698	A	  6	R	CC	   8.00	     45.1200	Nocchi   	Planktonic Foraminifers                      	A              	M                 	                   	                     	                              	                           	                            	                   	                         	                       	                          	                   	                        	                           	                          	                     	                           	                       	                               	                         	                 	                         	                         	                	                	                                     	                       	                               	                      	                 	                         	C                                          	                      	                         	                                                                   	                         	C                          	R                  	F                      	                   	                           	                  	                    	C                  	F                   	                                      	                      	                      	                	                 	                          	C                          	                          	                      	                    	F                            	                                       	                              	C                               	C                      	R                 	C                              	R               	A                  	C                                      	F                            	                     	                        	F                    	C                  	A                  	R                            	VR                     	F                                	F                               	VR                               	VR                    	VR                     	F                    	R                      	F                	R                      	                                                            	                                                     	                         	                                         	                          	                   	                   	                          	                        	                      	                        	                 	                    	                                 	                       	                        	                               	                	                              	                                   	                           	                        	                             	                  	                            	                            	                                     	from ODP Leg 114 SR Chapter 12 Table 2 p.238

  SR	Early Eocene     	                 	P6b               	P7            	114	 698	A	  7	R	CC	  13.00	     51.6300	Nocchi   	Planktonic Foraminifers                      	A              	G                 	                   	                     	                              	                           	                            	                   	                         	                       	                          	                   	                        	                           	                          	                     	                           	                       	                               	                         	                 	                         	                         	                	                	                                     	                       	                               	                      	                 	                         	                                           	                      	                         	C                                                                  	F                        	C                          	C                  	F                      	                   	                           	C                 	                    	C                  	F                   	                                      	F                     	                      	C               	                 	F                         	C                          	                          	C                     	F                   	                             	                                       	                              	                                	F                      	F                 	                               	                	A                  	C                                      	F                            	                     	                        	                     	F                  	F                  	F                            	VR                     	F                                	                                	                                 	                      	                       	                     	                       	                 	                       	                                                            	                                                     	                         	                                         	                          	                   	                   	                          	                        	                      	                        	                 	                    	                                 	                       	                        	                               	                	                              	                                   	                           	                        	                             	                  	                            	                            	                                     	from ODP Leg 114 SR Chapter 12 Table 2 p.238

  SR	Early Eocene     	                 	P6b               	P7            	114	 698	A	  8	R	 1	  13.00	     61.1300	Nocchi   	Planktonic Foraminifers                      	A              	M                 	                   	                     	                              	                           	                            	                   	                         	                       	                          	                   	                        	                           	                          	                     	                           	                       	                               	                         	                 	                         	                         	                	                	                                     	                       	                               	                      	                 	                         	                                           	                      	                         	F                                                                  	F                        	                           	                   	F                      	                   	                           	                  	                    	                   	F                   	                                      	                      	                      	                	F                	                          	F                          	                          	                      	                    	R                            	                                       	                              	F                               	                       	                  	F                              	                	A                  	                                       	                             	                     	                        	                     	                   	                   	R                            	                       	                                 	                                	                                 	                      	                       	                     	                       	                 	                       	                                                            	                                                     	                         	                                         	                          	                   	                   	                          	                        	                      	                        	                 	                    	                                 	                       	                        	                               	                	                              	                                   	                           	                        	                             	                  	                            	                            	                                     	from ODP Leg 114 SR Chapter 12 Table 2 p.238

  SR	Early Eocene     	                 	P6b               	P7            	114	 698	A	  8	R	 2	  14.00	     62.4400	Nocchi   	Planktonic Foraminifers                      	A              	M                 	                   	                     	                              	                           	                            	                   	                         	                       	                          	                   	                        	                           	                          	                     	                           	                       	                               	                         	                 	                         	                         	                	                	                                     	                       	                               	                      	                 	                         	                                           	C                     	                         	C                                                                  	                         	F                          	F                  	F                      	                   	                           	                  	                    	                   	                    	                                      	                      	                      	                	F                	                          	F                          	                          	F                     	                    	F                            	                                       	                              	                                	                       	                  	                               	                	                   	                                       	C                            	                     	                        	                     	                   	                   	                             	                       	                                 	                                	                                 	                      	                       	                     	                       	                 	                       	                                                            	                                                     	                         	                                         	                          	                   	                   	                          	                        	                      	                        	                 	                    	                                 	                       	                        	                               	                	                              	                                   	                           	                        	                             	                  	                            	                            	                                     	from ODP Leg 114 SR Chapter 12 Table 2 p.238

  SR	Early Eocene     	                 	P6b               	P7            	114	 698	A	  8	R	CC	  17.00	     62.7900	Nocchi   	Planktonic Foraminifers                      	A              	G                 	                   	                     	                              	                           	                            	                   	                         	                       	                          	                   	                        	                           	                          	                     	                           	                       	                               	                         	                 	                         	                         	                	                	                                     	                       	                               	                      	                 	                         	                                           	                      	                         	C                                                                  	C                        	                           	C                  	F                      	C                  	                           	R                 	R                   	F                  	F                   	R                                     	                      	                      	                	                 	                          	F                          	                          	                      	R                   	F                            	                                       	                              	F                               	F                      	F                 	F                              	R               	A                  	C                                      	F                            	R                    	R                       	R                    	F                  	C                  	                             	                       	                                 	                                	                                 	                      	                       	                     	                       	                 	                       	                                                            	                                                     	                         	                                         	                          	                   	                   	                          	                        	                      	                        	                 	                    	                                 	                       	                        	                               	                	                              	                                   	                           	                        	                             	                  	                            	                            	                                     	from ODP Leg 114 SR Chapter 12 Table 2 p.238

  SR	Early Eocene     	                 	P5                	P6a           	114	 698	A	  9	R	 1	  94.00	     71.4400	Nocchi   	Planktonic Foraminifers                      	A              	M                 	                   	                     	                              	                           	                            	                   	                         	                       	                          	                   	                        	                           	                          	                     	                           	                       	                               	                         	                 	                         	                         	                	                	                                     	                       	                               	                      	                 	                         	                                           	F                     	                         	F                                                                  	                         	C                          	C                  	                       	F                  	                           	R                 	                    	C                  	R                   	                                      	                      	                      	C               	                 	                          	F                          	                          	                      	F                   	C                            	F                                      	F                             	                                	                       	                  	                               	                	                   	                                       	                             	                     	                        	                     	                   	                   	                             	                       	                                 	                                	                                 	                      	                       	                     	                       	                 	                       	                                                            	                                                     	                         	                                         	                          	                   	                   	                          	                        	                      	                        	                 	                    	                                 	                       	                        	                               	                	                              	                                   	                           	                        	                             	                  	                            	                            	                                     	from ODP Leg 114 SR Chapter 12 Table 2 p.238

  SR	Late Paleocene   	                 	P5                	P6a           	114	 698	A	  9	R	 2	  20.00	     72.2000	Nocchi   	Planktonic Foraminifers                      	A              	M                 	                   	                     	                              	                           	                            	                   	                         	                       	                          	                   	                        	                           	                          	                     	                           	                       	                               	                         	                 	                         	                         	                	                	                                     	                       	                               	                      	                 	                         	                                           	                      	                         	C                                                                  	                         	F                          	F                  	                       	                   	                           	C                 	                    	C                  	F                   	                                      	F                     	                      	                	                 	                          	F                          	VR                        	C                     	F                   	                             	                                       	                              	                                	                       	                  	                               	                	                   	                                       	                             	                     	                        	                     	                   	                   	                             	                       	                                 	                                	                                 	                      	                       	                     	                       	                 	                       	                                                            	                                                     	                         	                                         	                          	                   	                   	                          	                        	                      	                        	                 	                    	                                 	                       	                        	                               	                	                              	                                   	                           	                        	                             	                  	                            	                            	                                     	from ODP Leg 114 SR Chapter 12 Table 2 p.238

  SR	Late Paleocene   	                 	P5                	P6a           	114	 698	A	  9	R	CC	  22.00	     73.6200	Nocchi   	Planktonic Foraminifers                      	A              	G                 	                   	                     	                              	                           	                            	                   	                         	                       	                          	                   	                        	                           	                          	                     	                           	                       	                               	                         	                 	                         	                         	                	                	                                     	                       	                               	                      	                 	                         	C                                          	C                     	                         	                                                                   	C                        	C                          	C                  	C                      	R                  	                           	                  	                    	C                  	C                   	                                      	                      	                      	                	R                	F                         	                           	                          	                      	                    	                             	                                       	                              	                                	                       	                  	                               	                	                   	                                       	                             	                     	                        	                     	                   	                   	                             	                       	                                 	                                	                                 	                      	                       	                     	                       	                 	                       	                                                            	                                                     	                         	                                         	                          	                   	                   	                          	                        	                      	                        	                 	                    	                                 	                       	                        	                               	                	                              	                                   	                           	                        	                             	                  	                            	                            	                                     	from ODP Leg 114 SR Chapter 12 Table 2 p.238

  SR	Late Paleocene   	                 	P4                	              	114	 698	A	 10	R	 1	  53.00	     80.5300	Nocchi   	Planktonic Foraminifers                      	A              	M                 	                   	                     	                              	                           	                            	                   	                         	                       	                          	                   	                        	                           	                          	                     	                           	                       	                               	                         	                 	A                        	R                        	                	                	                                     	                       	                               	                      	                 	                         	C                                          	C                     	R                        	                                                                   	                         	F                          	C                  	                       	                   	F                          	R                 	R                   	F                  	F                   	                                      	VR                    	F                     	R               	                 	                          	                           	                          	                      	                    	                             	                                       	                              	                                	                       	                  	                               	                	                   	                                       	                             	                     	                        	                     	                   	                   	                             	                       	                                 	                                	                                 	                      	                       	                     	                       	                 	                       	                                                            	                                                     	                         	                                         	                          	                   	                   	                          	                        	                      	                        	                 	                    	                                 	                       	                        	                               	                	                              	                                   	                           	                        	                             	                  	                            	                            	                                     	from ODP Leg 114 SR Chapter 12 Table 2 p.238

