Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Zone name [short],Abundance,Preservation,Mixing,Diartus petterssoni,Cyrtocapsella japonica,Lithopera neotera,Calocycletta robusta,Stichocorys armata,Acrocubus octopylus,Didymocyrtis mammifera,Liriospyris parkerae,Calocycletta caepa,Eucyrtidium diaphanes,Didymocyrtis violina,Calocycletta costata,Calocycletta virginis,Carpocanopsis bramlettei,Didymocyrtis tubaria,Dorcadospyris dentata,Dorcadospyris forcipata,Liriospyris stauropora,Dorcadospyris alata,Carpocanopsis cingulata,Lychnocanoma elongata,Didymocyrtis prismatica,Didymocyrtis laticonus,Carpocanopsis cristata,Lithopera renzae,Dorcadospyris scambos n. sp.,Dorcadospyris ateuchus,Stichocorys wolffii,Dorcadospyris simplex s.s.,Dorcadospyris praeforcipata,Calocycletta serrata,Stichocorys delmontensis,Lophocyrtis pegetrum,Theocyrtis annosa,Lophocyrtis leptetrum,Eucyrtidium mitodes n. sp.,Cyrtocapsella cornuta,Cyrtocapsella tetrapera,Artophormis gracilis,Anthocyrtidium  marieae,Didymocyrtis bassanii,Dorcadospyris cyclacantha n. sp.,Dorcadospyris riedeli,Dorcadospyris circulus,Dorcadospyris papilio,Liriospyris longicornuta,Acrocubus octopylus.1,Eucyrtidium plesiodiaphanes,Theocyrtis setanios,Theocorys puriri,Lychnocanoma apodora,Comments,File data,eodp_id
320-U1335B-31H-CC-PAL-RADS,320,U1335,B,31,31-CC,H,CC,PAL,RADS,0,0,288.52,288.52,RN1,A,,,,,,R,,,,,,R,,,,R,,,,,,R,R,R,,,,R,,,,,R,,R,R,,,F,R,,,R,,,,,,,,,,,,,f72046da99c67ffc35c247ac5ffbec10
320-U1335B-32H-CC-PAL-RADS,320,U1335,B,32,32-CC,H,CC,PAL,RADS,0,0,297.96,297.96,RN1,A,M,3,,,,R,,vR,,,,R,,,,,,,,,,R,R,R,,,,R,,,,R,,,R,R,,R,F,R,vR,,R,,,,vR,,,,,,,,,193f7454258bf39e3db05349c29c53f7
320-U1335B-33H-CC-PAL-RADS,320,U1335,B,33,33-CC,H,CC,PAL,RADS,0,0,307.87,307.87,RN1,A,G,,,,,R,,,,,,R,,,,,,,,,,R,R,R,,,,R,,,,R,,,R,R,,R,F,R,,,R,,,,,,,,,,,,,3409bbd8b4d67b0880f3c73b6a9a59ca
320-U1335B-34H-CC-PAL-RADS,320,U1335,B,34,34-CC,H,CC,PAL,RADS,0,0,316.95,316.95,RN1,A,G,,,,,R,,,,,,R,,,,,,,,,,R,R,R,,,,R,,,,R,,,R,R,,R,F,R,,,R,,,,,,,,,,,,,d10d912fc246dc1ec36728a258873dd5
320-U1335B-35H-CC-PAL-RADS,320,U1335,B,35,35-CC,H,CC,PAL,RADS,0,0,326.84,326.84,RN1,A,G,,,,,R,,,,,,R,,,,,,,,,,R,R,R,,,,R,,,,R,,,R,R,,R,R,R,R,,R,,,,,,,,,,,,,f29f15315339b33499fefe2e0d03d9f2
320-U1335B-36H-CC-PAL-RADS,320,U1335,B,36,36-CC,H,CC,PAL,RADS,0,0,336.52,336.52,RN1,A,G,,,,,R,,,,,,R,,,,,,,,,,R,R,R,,,,R,,,,R,,,R,R,,R,R,R,,,R,,,,,,,,,,,,,090aa9830f016f3bfeff61c1be99e678
320-U1335B-37H-CC-PAL-RADS,320,U1335,B,37,37-CC,H,CC,PAL,RADS,0,0,344.06,344.06,RP22,A,G,,,,,R,,,,,,R,,,,,,,,,,R,R,R,,,,R,,,,R,,,R,R,,R,,,,,,,,,,,,,,,,,,79401929621584d0b4121d373f21ad23
320-U1335B-38H-CC-PAL-RADS,320,U1335,B,38,38-CC,H,CC,PAL,RADS,0,0,352.84,352.84,RP22,A,G,,,,,R,,,,,,R,,,,,,,,,,R,R,R,,,,R,,,,R,,,R,R,,R,,,R,,,,,,,,,,,,,,,848bf03885daac775132a5c7a4a5b4aa
320-U1335B-39H-CC-PAL-RADS,320,U1335,B,39,39-CC,H,CC,PAL,RADS,0,0,362.46,362.46,RP22,A,G,,,,,R,,,,,,,,,,,,,,,,R,R,R,,,,R,R,,,R,,,R,R,,R,,,R,,,,,,,,,,,,,,,6fb78b689c650735728d2bd3917e7650
320-U1335B-40H-CC-PAL-RADS,320,U1335,B,40,40-CC,H,CC,PAL,RADS,0,0,370.34,370.34,RP22,A,G,,,,,R,,,,,,,,,,,,,,,,R,R,R,,,,R,R,,,R,,,R,R,,R,,,R,,,vR,,,,,,,,,,,,056f6e8924ea27c674cca9a09b51a5a7
320-U1335B-41H-CC-PAL-RADS,320,U1335,B,41,41-CC,H,CC,PAL,RADS,0,0,378.3,378.3,RP22,A,G,,,,,R,,,,,,,,,,,,,,,,R,R,R,,,,R,R,,,R,,,R,R,,R,,,R,,,,,,R,,,,,,,,,bab535cefb762c0177ddad5ce4d4e806
320-U1335B-42X-CC-PAL-RADS,320,U1335,B,42,42-CC,X,CC,PAL,RADS,0,0,386.64,386.64,RP22,A,G,,,,,C,,,,,,,,,,,R,,,,,,F,R,,,,R,R,,,R,,,R,R,,R,,,R,,,,,,R,,,,,,,,,fb9b444955404a63d9749024eaea4738
320-U1335B-43X-CC-PAL-RADS,320,U1335,B,43,43-CC,X,CC,PAL,RADS,0,0,394.88,394.88,RP21,C,P,,,,,R,,R,,,,,,,,,,,,,,,,,,,,,R,,,R,,,R,R,,,,,R,,,,,,R,,,,,,R,,,1c657e096cc743b41abf1adb7815c9fc
320-U1335B-44X-CC-PAL-RADS,320,U1335,B,44,44-CC,X,CC,PAL,RADS,0,0,404.72,404.72,RP21,C,P,,,,,R,,,,,,,,,,,,,,,,,,R,,,,,R,,,,,,R,R,,,,,R,,,,,,R,R,,,,,R,D. PAPILIO BIZZARE FORM,,e2fe0cb18512bdce27ba2e390415063c
320-U1335B-45X-CC-PAL-RADS,320,U1335,B,45,45-CC,X,CC,PAL,RADS,0,0,411.86,411.86,RP21?,R,P,,,,,vR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vR,vR,,,,,,,,,,,,vR,,,,,vR,,,0038c0acca5e18fb4f0590dab2ab162c
