Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Preservation,Group abundance,General comment,Cibicides kullenbergi >1000 m,Cibicides molestus >150 m,Cibicides neoperforatus >200 m,Cibicides robertsoninaus >1000 m,Eggerella bradyi >600 m,Elphidium sp.,Euuvigerina miozea (group) >100 m,Euuvigerina rodleyi (group) >50 m,Karreriella bradyi >600 m,Karreriella cylindrica >400 m,Nodosarids (elongate forms),Notorotalia sp.,Planulina wuellerstorfi >1000 m,Pullenia bulloides >200 m,Sigmoilopsis schlumbergeri >600 m,Siphouvigerina notohispida >1000 m,Tritaxilina zealandica >1500 m,Vulvulina pennatula >800 m,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,eodp_id
375-U1518F-12R-CC-PAL-FORAM,0,10,296.9,297,VG,D,,,,,,,,,,,,,,,,,,,,,,,375,U1518,F,12,R,CC,PAL,85b1fafadac99d719bef5472a2ef21a9
375-U1518F-13R-CC-PAL-FORAM,0,11,306.95,307.06,VG,C,,,,,,X,,,,,,,,,X,,,,,,,,375,U1518,F,13,R,CC,PAL,b0c4f7564bbd5afd77123629f3a6a665
375-U1518F-14R-1-W 129/133-PAL-FORAM,0,4,314.09,314.13,VG,C,,,,,,,,,,,,,R,,,,,,,,,,375,U1518,F,14,R,1,W,7d82cd35b735ecd231ffad9abce822f9
375-U1518F-14R-CC-PAL-FORAM,0,10,315.23,315.33,VG,F,,,,,,,,,,,,,X,,F,,,,,,,,375,U1518,F,14,R,CC,PAL,3cd89a895f05634758c8532620143565
375-U1518F-15R-CC-PAL-FORAM,0,9,325.8,325.89,VG,C,,,,,,X,,,,,,,,,,,,,,,,,375,U1518,F,15,R,CC,PAL,e3f1c2a5e14e59ddec88b62f4b9d7b10
375-U1518F-16R-4-W 60/65-PAL-FORAM,0,5,336.73,336.78,VG,A,,,,,,,,,,,,,,,,,,,,,,,375,U1518,F,16,R,4,W,2a29927054ce11c3a9d609bb190e7ede
375-U1518F-16R-CC-PAL-FORAM,0,1,336.34,336.35,VG,F,,,,,,,,,,,,,,,,,,,,,,,375,U1518,F,16,R,CC,PAL,b6f2cb98c334e604dda3513747530ae5
375-U1518F-17R-CC-PAL-FORAM,0,10,346.41,346.51,VG,D,,,,,,R,,,,,,,,,F,,,,,,,,375,U1518,F,17,R,CC,PAL,f9bf6c2237de04c1c9132c41d14d4284
375-U1518F-18R-2-PAL(112-122)-FORAM,0,10,353.74,353.84,VG,F,,,,,X,,,,,,,,X,,X,,,,,,,,375,U1518,F,18,R,2,PAL,f5fa0ffee06edd35aaab09780cee311e
375-U1518F-19R-CC-PAL-FORAM,0,5,362.9,362.95,VG,F,,,,,,,,,,,,,,,,,,,,,,,375,U1518,F,19,R,CC,PAL,7a78620daa8d3157c803e7ad9eceb7ef
375-U1518F-20R-CC-PAL-FORAM,0,10,373.71,373.81,VG,A,,,,,,R,,,,,,,,,R,,,,,,,,375,U1518,F,20,R,CC,PAL,1b1fb770e9c8020458e9a6e7c85465d5
375-U1518F-21R-CC-PAL-FORAM,0,5,383.11,383.16,VG,A,,,,,,,,,,,,,,,X,,,,,,,,375,U1518,F,21,R,CC,PAL,71b76e1b14833acfb157363b0f4cf18b
375-U1518F-22R-CC-PAL-FORAM,0,10,391.96,392.06,VG (M),C,,,,,,,,,,,,,X,,,,,,,,,,375,U1518,F,22,R,CC,PAL,a24434f31e888c19632853e94fc31db0
375-U1518F-23R-CC-PAL-FORAM,0,10,402.53,402.63,VG,D,,,,,,X,,,,,,,,,,,,,,,,,375,U1518,F,23,R,CC,PAL,0e9d632d0225a021c063dc6bf87c91ce
375-U1518F-24R-2-PAL-FORAM,0,10,411.68,411.78,VG,R,,,,,,,,,,,,,,,,,,,,,,,375,U1518,F,24,R,2,PAL,cbfcae27963128fb57eed1e6752f07e0
375-U1518F-25R-4-PAL-FORAM,0,10,422.12,422.22,VG,F,,,,,,,,,,,,,F,,,,,,,,,,375,U1518,F,25,R,4,PAL,353f47a10bed2b3ba29d887d68951b9b
375-U1518F-26R-CC-PAL-FORAM,0,10,431.52,431.62,VG,A,,,,,,X,,,,,,,,,X,,,,,,,,375,U1518,F,26,R,CC,PAL,6dbd614f791330c8071e5e8fd17f9426
375-U1518F-27R-CC-PAL-FORAM,0,10,441.35,441.45,VG,C,,,,,,X,,,,,,,,,,,,,,,,,375,U1518,F,27,R,CC,PAL,e579afd4e5a3caf84accd2de951d9f55
375-U1518F-28R-CC-PAL-FORAM,0,10,451.64,451.74,VG,A,,,,,,,,,,,,,X,,,,,,,,,,375,U1518,F,28,R,CC,PAL,b71444f84ca54953e336c7b828d51e5f
375-U1518F-29R-CC-PAL-FORAM,0,6,462.92,462.98,VG,C,,,,,,,,,,,,,X,,,,,,,,,,375,U1518,F,29,R,CC,PAL,7e8748c873b8852c3ff60acb9985a99a
375-U1518F-30R-CC-PAL-FORAM,0,10,474.43,474.53,VG,A,,,,,,X,,,,,,,,X,X,,,,,,,,375,U1518,F,30,R,CC,PAL,e7fd09f12883a8e80280d5dbc65d6798
375-U1518F-31R-CC-PAL-FORAM,0,10,484.53,484.63,VG,C,,,,,,,,,,,,,X,,,,,,,,,,375,U1518,F,31,R,CC,PAL,2d2e1e7dd8a19cded6b3a66e656602b7
375-U1518F-32R-CC-PAL-FORAM,0,12,492.26,492.38,VG,A,,,,,,,,,,,,,,,,,,,,,,,375,U1518,F,32,R,CC,PAL,aff20b9688b69ab7740bf34f8e0be5db
