Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Comment,Preservation,Nannofossil abundance,Fasciculithus involutus,Discoaster diastypus,Tribrachiatus orthostylus,Sphenolithus radians,Tribrachiatus contortus,Discoaster lodoensis,Discoaster sublodoensis,Girgisia gammation,Nannotetrina cristata,Nannotetrina  fulgens,Chiasmolithus gigas,Sphenolithus furcatolithoides,Reticulofenestra umbilicus (> 14 μm),Reticulofenestra reticulata,Chiasmolithus solitus,Dictyococcites bisectus (> 10 μm),Isthmolithus recurvus,Chiasmolithus grandis,Chiasmolithus oamaruensis,Discoaster barbadiensis,Discoaster saipanensis,Coccolithus formosus,Sphenolithus distentus,Sphenolithus ciperoensis,Sphenolithus predistentus,Triquetrorhabdulus sp. (long),Sphenolithus delphix,Biantholithus sparsus,Biantholithus? flosculus,Blackites amplus bases,Blackites creber,Blackites gladius,Blackites herculesii,Blackites inflatus,Blackites perlongus,Blackites spinosus,Blackites tenuis,Braarudosphaera bigelowii,Bramletteius serraculoides,Calcidiscus pacificanus,Calcidiscus protoannulus,Calciosolenia aperta,Calciosolenia fossilis,calcispheres,Campylosphaera dela,Chiasmolithus altus,Chiasmolithus bidens,Chiasmolithus californicus (> 13 μm),Chiasmolithus consuetus,Chiasmolithus expansus,Chiasmolithus nitidus,Chiasmolithus titus,Chiphragmolithus acanothodes,Chiphragmolithus armatus,Chiphragmolithus barbatus,Chiphragmolithus calathus,Clausicoccus fenestratus,Clausicoccus subdistichus,Clausicoccus vanheckiae,Coccolithus cachaoi,Coccolithus eopelagicus (> 14 μm),Coccolithus pelagicus,Coronocyclus nitescens,Cruciplacolithus cruciformis,Cruciplacolithus edwardsii,Cruciplacolithus latipons,Cyclicargolithus abisectus (11 μm),Cyclicargolithus floridanus (5-11 μm),Cyclicargolithus floridanus small (< 5 μm),Cyclicargolithus? luminis,Daktylethra punctulata,Dictyococcites scrippsae (< 10 μm),Discoaster araneus,Discoaster backmanii,Discoaster bifax,Discoaster binodosus,Discoaster deflandrei,Discoaster delicatus,Discoaster distinctus,Discoaster falcatus,Discoaster kuepperi,Discoaster lenticularis,Discoaster mahmoudii,Discoaster mediosus,Discoaster nodifer,Discoaster ornatus,Discoaster pacificus,Discoaster paelikei,Discoaster salisburgensis,Discoaster tanii,Discoaster wemmelensis,Ellipsolithus anadoluensis,Ellipsolithus distichus,Ellipsolithus macellus,Ericsonia robusta (small),Hayella situliformis,Helicosphaera bramlettei,Helicosphaera clarissima,Helicosphaera compacta,Helicosphaera ethologa,Helicosphaera euphratis,Helicosphaera gartneri,Helicosphaera heezenii,Helicosphaera lophota,Helicosphaera obliqua,Helicosphaera perch-nielseniae,Helicosphaera recta,Helicosphaera reticulata,Helicosphaera seminulum,Helicosphaera wilcoxonii,Ilselithina fusa,Jakubowskia leoniae,Lanternithus minutus,Lophodolithus acutus,Lophodolithus mochlophorus,Lophodolithus nascens,Lophodolithus reniformis,Lophodolithus rotundus,Markalius inversus,Micrantholithus attenuatus,Micrantholithus flos,Neochiastozygus junctus,Neochiastozygus rosenkrantzii,Neococcolithes dubius,Neococcolithes protenus,Neocrepidolithus grandiculus,Pedinocyclus larvalis,Pemma basquense,Pemma papillatum,Pontosphaera exilis,Pontosphaera multipora,Pontosphaera plana,Pontosphaera versa,Pseudotriquetrorhabdulus inversus,Reticulofenestra daviesii,Reticulofenestra dictyoda  (10-14 μm),Reticulofenestra dictyoda  (3-10 μm),Reticulofenestra lockeri,Reticulofenestra minuta (< 3 μm),Rhomboaster calcitrapa,Rhomboaster cuspis,Scyphosphaera apsteinii,Sphenolithus akropodus,Sphenolithus arthurii,Sphenolithus conicus,Sphenolithus conspicuus,Sphenolithus editus,Sphenolithus moriformis,Sphenolithus obtusus,Sphenolithus orphanknollensis,Sphenolithus pseudoradians,Sphenolithus runus,Sphenolithus spiniger,Sphenolithus strigosus,Sphenolithus tribulosus,Sphenolithus villae,Toweius callosus,Toweius crassus,Toweius eminens,Toweius magnicrassus,Toweius occultatus,Toweius pertusus,Toweius serontinus,Tribrachiatus digitalis,Umbilicosphaera bramlettei,Umbilicosphaera jordanii,Zeugrhabdotus sigmoides,Zygodiscus plectopons,Zygrhablithus bijugatus,eodp_id
320-U1333B-12H-CC-PAL-NANNO,320,U1333,B,12,12-CC,H,CC,PAL,NANNO,0,0,112.31,112.31,TDJ - formosus present,M [320_N],A [320_Ng],,,,,,,,,,,,,,,,,,,,,,C,,,F,,,,,,,,,,,,R,,F,,,,,,,,,,,,,,,,,,F,C,,,,,,C,A,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,4ec931d95876c067750bd4e42482df7b
320-U1333B-13H-CC-PAL-NANNO,320,U1333,B,13,13-CC,H,CC,PAL,NANNO,0,0,122.14,122.14,TDJ - saipanensis present; no grandis,P [320_N],F [320_Ng],,,,,,,,,,,,,,,,,,,,C,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,F,R,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,1de4862800c50f98b657a9e5ec92f7b2
320-U1333B-14H-CC-PAL-NANNO,320,U1333,B,14,14-CC,H,CC,PAL,NANNO,0,0,131.43,131.43,TDJ - one grandis present,P [320_N],A [320_Ng],,,,,,,,,,,,,,F,,,,R,,C,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,C,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,,,,,,,,,,,F,R,,,,F,,,,,,,,,,,,,,,,,,,,,8ae35c34173c298e6af6223223d8b35a
320-U1333B-15H-CC-PAL-NANNO,320,U1333,B,15,15-CC,H,CC,PAL,NANNO,0,0,139.77,139.77,TDJ - barren,,B [320_Ng],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9e8972f7deb8f8d17290b284924e544a
320-U1333B-16H-CC-NANNO,320,U1333,B,16,16-CC,H,CC,NANNO,,0,0,149.77,149.77,"TDJ - solitus, umbilicus present",M [320_N],A [320_Ng],,,,,,,,,,,,,,,C,,,,,C,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,F,C,,,,,,C,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,F,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,d663fcfeab8ddf98eeedfe7c218eb4bc
320-U1333B-17H-CC-PAL-NANNO,320,U1333,B,17,17-CC,H,CC,PAL,NANNO,0,0,158.53,158.53,"TDJ/PB - umbilicus present, no nannotetrina",M [320_N],C [320_Ng],,,,,,,,,,,,R,,,C,,,F,,F,,C,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,R,R,,,,,R,A,,,,,,F,C,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5d8cc848a17b027ce23db6393a6b77e9
320-U1333B-18H-CC-PAL-NANNO,320,U1333,B,18,18-CC,H,CC,PAL,NANNO,0,0,162.94,162.94,"PB - no umbilicus, Nannotetrina",P [320_N],C [320_Ng],,,,,,,,,F,,,R,,,C,,,R,,A,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,F,,,,,,,R,,,,,,,,,,,,,,,R,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,C,,,,,,,,,,,F,,,,,R,,,,,,,,,,,,,,,,,,,,,9e05eb0cd4bab28e6d29a3a1cc87d2bd
320-U1333B-19X-CC-PAL-NANNO,320,U1333,B,19,19-CC,X,CC,PAL,NANNO,0,0,169.82,169.82,PB - fulgens,P [320_N],A [320_Ng],,,,,,,,,,R,,F,,,F,,,R,,A,,A,,,,,,,,,,,,,,,A,,,,,,,F,R,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,R,C,,,,,,,,,,,C,,,,,C,,,,,,,,,,,,,,,,,,,,,6b5cb7defc9daa5762b28ca07ccc6852
320-U1333B-20X-1-W 46/46,320,U1333,B,20,20-1,X,1,W,46/46,0,0,172.76,172.76,PB - common discos,P [320_N],A [320_Ng],,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7d2635249bfbfaa460df55d3f45996b9
320-U1333B-20X-2-W 86/86,320,U1333,B,20,20-2,X,2,W,86/86,0,0,174.66,174.66,-,M [320_N],A [320_Ng],,,,,,,,,R,,,,,,F,,,R,,C,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,838301bfc983c7c00dd901edc9c9db58
320-U1333B-20X-3-W 102/102,320,U1333,B,20,20-3,X,3,W,102/102,0,0,176.32,176.32,PB - base Nannotetrina,M [320_N],A [320_Ng],,,,,,,,,F,,,,,,F,,,F,,,,C,,,,,,,,,,,,,,C,C,,,,,,,R,,,,,,,A,R,,,,,R,C,,,,,,C,A,,,,,,,,R,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,R,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,R,,,,,,,,,00bb707db7a1e0513bee00a92bab1d29
320-U1333B-20X-3-W 92/92,320,U1333,B,20,20-3,X,3,W,92/92,0,0,176.22,176.22,PB - common discos,M [320_N],A [320_Ng],,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,536100e9a16158dfa9f4be6042d44b17
320-U1333B-20X-4-W 113/113,320,U1333,B,20,20-4,X,4,W,113/113,0,0,177.93,177.93,PB -,G [320_N],A [320_Ng],,,,,,,,,,,,R,,,R,,,R,,R,,F,,,,,,,,,,,,,,C,F,,,,R,,,,,,R,,,,C,,,,,,,A,,,,,,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,R,,,,,,,F,,,R,,C,,,,,,,,,C,,,,,,,,,,,,,,C,,,R,,,,,,,,,f1bdb19261af21b689f1e69208ea0361
320-U1333B-20X-4-W 37/37,320,U1333,B,20,20-4,X,4,W,37/37,0,0,177.17,177.17,PB -,M [320_N],A [320_Ng],,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,C,C,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,F,,,,,,,,,b8f8459a0ba4af6b3fae42f7bfe49876
320-U1333B-20X-CC-PAL-NANNO,320,U1333,B,20,20-CC,X,CC,PAL,NANNO,0,0,178.33,178.33,"PB - 1 Nannotet., , no fulgens",M [320_N],A [320_Ng],,,,C,,,,,,,,R,,,F,,,R,,R,,C,,,,,,,,C,,,,,,C,F,,,,,,,,,,,,,,F,R,,,,,,A,,,,,,A,C,,,,,,,,,,,,,,,,,,,,,,F,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,e3ac540c979b41d0576f0e649b8cea7b
