Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Comment,Zone,Age,Preservation,Nannofossil abundance,Sphenolithus ciperoensis,Sphenolithus delphix,Sphenolithus disbelemnos,Helicosphaera ampliaperta,Sphenolithus belemnos,Triquetrorhabdulus carinatus,Sphenolithus heteromorphus,Discoaster deflandrei,Cyclicargolithus floridanus,Calcidiscus premacintyrei,Coronocyclus nitescens,Discoaster kugleri,Coccolithus miopelagicus,Catinaster coalitus,Catinaster calyculus,Discoaster hamatus,Discoaster berggrenii,Nicklithus amplificus,Discoaster quinqueramus,Ceratolithus acutus,Ceratolithus larrymayeri,Triquetrorhabdulus rugosus,Ceratolithus rugosus,Reticulofenestra pseudoumbilicus,Sphenolithus spp.,Discoaster tamalis,Discoaster surculus,Discoaster pentaradiatus,Discoaster triradiatus,Discoaster brouweri,Gephyrocapsa (>4 μm),Calcidiscus macintyrei,Gephyrocapsa (> 5.5 μm),Helicosphaera sellii,Reticulofenestra asanoi,Pseudoemiliania lacunosa,Emiliania huxleyi,Algirosphaera robusta,Amaurolithus delicatus,Amaurolithus primus,Amaurolithus tricorniculatus,Braarudosphaera bigelowii,Calcidiscus leptoporus,Calcidiscus quadriperforatus,Calcidiscus tropicus,Calciosolenia brasiliensis,Calciosolenia murrayi,Catinaster mexicanus,Ceratolithus armatus,Ceratolithus atlanticus,Ceratolithus cristatus,Clausicoccus fenestratus,Coccolithus pelagicus,Cryptococcolithus mediaperforate,Cyclicargolithus abisectus,Dictyococcites antarcticus,Dictyococcites bisectus,Discoaster altus,Discoaster asymmetricus,Discoaster bellus,Discoaster bergenii,Discoaster bollii,Discoaster braarudii,Discoaster calcaris,Discoaster challengeri,Discoaster druggii,Discoaster exilis,Discoaster loeblichii,Discoaster musicus,Discoaster neorectus,Discoaster petaliformis,Discoaster prepentaradiatus,Discoaster variabilis,Discosphaera tubifera,Florisphaera profunda,Gephyrocapsa caribbeanica,Gephyrocapsa ericsonii,Gephyrocapsa muellerae,Gephyrocapsa oceanica,Gephyrocapsa omega,Gephyroscapsa lumina,Gladiolithus flabellatus,Hayaster perplexus,Hayella challengeri,Helicosphaera carteri,Helicosphaera euphratis,Helicosphaera gertae,Helicosphaera granulata,Helicosphaera intermedia,Helicosphaera inversa,Helicosphaera magnifica,Helicosphaera mediterranea,Helicosphaera obliqua,Helicosphaera orientalis,Helicosphaera pavimentum,Helicosphaera perch-nielseniae,Helicosphaera recta,Helicosphaera scissura,Helicosphaera stalis,Helicosphaera truempyi,Helicosphaera vedderi,Helicosphaera walbersdorfensis,Helicosphaera wallichii,Helicosphaera waltrans,Holodiscolithus macroporus,Hughesius gizoensis,Hughesius tasmaniae,Ilselithina fusa,Minylitha convallis,Oolithotus fragilis,Orthorhabdus serratus,Pontosphaera discopora,Pontosphaera japonica,Pontosphaera multipora,Pontosphaera syracusana,Pseudoemiliania ovata,Reticulofenestra daviesii,Reticulofenestra haqii,Reticulofenestra minuta,Reticulofenestra minutula,Reticulofenestra pseudoumbilicus (> 7 μm),Reticulofenestra pseudoumbilicus (5-7 µm),Reticulofenestra rotaria,Rhabdosphaera clavigera,Rhabdosphaera poculii,Scyphosphaera apsteinii,Scyphosphaera apsteinii forma dilatata,Scyphosphaera cylindrica,Scyphosphaera globulata,Scyphosphaera intermedia,Scyphosphaera lagena,Scyphosphaera pulcherrima,Scyphosphaera tubifera,Scyphosphaera ventriosa,Small Gephyrocapsa (< 4 μm),Solidopons petrae,Sphenolithus abies,Sphenolithus calyculus,Sphenolithus capricornutus,Sphenolithus conicus,Sphenolithus dissimilis,Sphenolithus moriformis,Syracolithus schilleri,Syracosphaera lamina,Syracosphaera pulchra,Tetralithoides quadrilaminata,Tetralithoides symeonidesii,Triquetrorhabdulus challengeri,Triquetrorhabdulus extensus,Triquetrorhabdulus finifer,Triquetrorhabdulus milowii,Triquetrorhabdulus rioi,Triquetrorhabdulus sp. (long needle-like),Triquetrorhabdulus striatus,Umbellosphaera irregularis,Umbellosphaera tenuis,Umbilicosphaera foliosa,Umbilicosphaera hulburtiana,Umbilicosphaera jafari,Umbilicosphaera rotula,Umbilicosphaera sibogae,Zygrhablithus bijugatus,eodp_id
320-U1334A-3H-4-W 50/50,320,U1334,A,3,3-4,H,4,W,50/50,0,0,22.7,22.7,TDJ -,NN6,middle Miocene,P,C,,,,,,,R,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,782f1e2fdc14d1f9204966c94732533d
320-U1334A-3H-5-W 50/50,320,U1334,A,3,3-5,H,5,W,50/50,0,0,24.2,24.2,"TDJ/PB - heteromorphus, floridanus C; petiliformis (signus) (<15.7Ma)",NN4-5,middle Miocene,M,A,,,,,,,C,F,A,R,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,A,,,R,,,,,,,,,,,A,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,715fdf5b5f8c23a37f24ca748ea3010b
320-U1334A-3H-7-W 30/30,320,U1334,A,3,3-7,H,7,W,30/30,0,0,27.0,27.0,"PB - heteromorphus, floridanus C; petiliformis (signus) (<15.7Ma)",NN4-5,middle Miocene,M,A,,,,,,,C,C,A,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,A,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d252c6392fca06fe3a41ad3f42c75bb0
320-U1334A-3H-CC-PAL-NANNO,320,U1334,A,3,3-CC,H,CC,PAL,NANNO,0,0,27.65,27.65,"TDJ - heteromorphus, floridanus C; petiliformis (signus) (<15.7Ma)",NN4-5,middle Miocene,M,A,,,,,,,F,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,C,,,,,,,,,,,,,,A,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,F,,,,,,,,,,,,,,,,,,,,,d7a2a43c009bca1c1b83ea227084abb2
320-U1334A-4H-2-W 70/70,320,U1334,A,4,4-2,H,2,W,70/70,0,0,29.4,29.4,TDJ/PB - heteromorphus,NN4,middle Miocene,M,A,,,,,,,A,C,A,R,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,R,,,,,,,A,,,R,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,C,,,,,,,,,,,R,,,,,,,,,,e28da94f9390fd124588020119aeb2a3
320-U1334A-4H-5-W 90/90,320,U1334,A,4,4-5,H,5,W,90/90,0,0,34.1,34.1,TDJ/PB - heteromorphus,NN4,early Miocene,M,A,,,,,,,A,A,A,,C,,R,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,C,,,R,,,,,,,A,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,R,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,462cb1a48f226d4a8bbdf35810962d61
320-U1334A-4H-6-W 20/20,320,U1334,A,4,4-6,H,6,W,20/20,0,0,34.9,34.9,- heteromorphus,NN4,early Miocene,M,A,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8f732cbb7f64adf8b1dce90eab55adf2
320-U1334A-4H-7-W 15/15,320,U1334,A,4,4-7,H,7,W,15/15,0,0,36.35,36.35,TDJ - no heteromorphus;,NN3-4,early Miocene,P,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0bf589c0cc289f745e8d01919395e583
320-U1334A-4H-CC-PAL-NANNO,320,U1334,A,4,4-CC,H,CC,PAL,NANNO,0,0,37.18,37.18,TDJ - almost barren; common deflandrei(?) but with short/broken rays,B,early Miocene,P,R,,,,,,,,F,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c1c5eb18f4080d7a2e308236c2841757
320-U1334A-5H-2-W 30/30-NANNO,320,U1334,A,5,5-2,H,2,W,30/30-NANNO,0,0,38.5,38.5,TDJ/PB - no heteromorphus; no carinatus,NN3-4,early Miocene,P,C,,,,,,R,,A,A,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,R,,,,,,,A,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,C,,,,,,,,,F,,,,,,,,,,,,773ad875eacaf905090447d6c8c8431a
320-U1334A-5H-3-W 100/100-NANNO,320,U1334,A,5,5-3,H,3,W,100/100-NANNO,0,0,40.7,40.7,TDJ -,NN3-4,early Miocene,P,C,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e911c225b89d2e1ec710655a5e6d9b2e
320-U1334A-5H-4-W 120/120-NANNO,320,U1334,A,5,5-4,H,4,W,120/120-NANNO,0,0,42.4,42.4,"TDJ/PB - carinatus, druggii",NN2,early Miocene,P,C,,,,,R,F,,C,C,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,F,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,C,,,,,,,,,R,,,,,,,,,,,,b8c21fb3a3d14d7a1332b94b2e4f00bb
320-U1334A-5H-5-W 60/60-NANNO,320,U1334,A,5,5-5,H,5,W,60/60-NANNO,0,0,43.3,43.3,"TDJ/PB - carinatus, tropicus present",NN2,early Miocene,P,A,,,,,,C,,A,A,,F,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,R,,,R,,,,,,,C,,R,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,R,,,,,,,,,,,,,,F,F,,,,,,,,,,,,,,,,,,,,C,,,,,R,R,,,,,F,,,,,,,,,,075cc0848161a45f6d3607d8cea6cf68
320-U1334A-5H-CC-PAL-NANNO,320,U1334,A,5,5-CC,H,CC,PAL,NANNO,0,0,46.78,46.78,"TDJ/PB - Orthorhabdus, druggii, carinatus",NN2,early Miocene,M,A,,,,,,F,,A,A,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,A,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,F,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,C,F,C,,,,,R,,,,,,R,,,,,,,,,,6b45fc70f6a15423762a32bfdaaf766a
320-U1334A-6H-2-W 50/50-NANNO,320,U1334,A,6,6-2,H,2,W,50/50-NANNO,0,0,48.2,48.2,"TDJPB - Orthorhabdus, carinatus",NN2,early Miocene,M,A,,,R,,,C,,A,C,,C,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,F,,,,R,,,,,,,,,,F,F,,,,,,,,,,,,,,,,R,,D,,D,,,,,,,,,,,F,,,,,,,C,,,aa81b64e7bfb06a470747ce9a79deb3e
320-U1334A-6H-4-W 50/50-NANNO,320,U1334,A,6,6-4,H,4,W,50/50-NANNO,0,0,51.2,51.2,PB -,NN2,early Miocene,P,C,,,,,,C,,A,A,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,F,A,,,,,,,,,,,,,,,,,,C,,,677762a4c6a1494edc2b1ba5a669e8df
320-U1334A-6H-6-W 50/50-NANNO,320,U1334,A,6,6-6,H,6,W,50/50-NANNO,0,0,54.2,54.2,PB -,NN2,early Miocene,P,C,,,,,,C,,A,A,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,A,,,,,R,,,,R,,F,,,,,,C,C,,,73291485be6d564762b065e604a0041e
320-U1334A-6H-CC-PAL-NANNO,320,U1334,A,6,6-CC,H,CC,PAL,NANNO,0,0,56.2,56.2,TDJ - carinatus but not acme (<22.1Ma),NN2,early Miocene,M,A,,,R,,,F,,C,A,,F,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,C,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,F,,,,,,,,,,,,,,,,,,,F,C,,,,,,,,,,,,,,,,,,,,,17a23c78e8acf062ccd823d273bd663f
320-U1334A-7H-2-W 100/100-NANNO,320,U1334,A,7,7-2,H,2,W,100/100-NANNO,0,0,58.2,58.2,-,NN2,early Miocene,P,C,,,,,,R,,C,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,55fc7b74d49f405805d933bb5b99dee3
320-U1334A-7H-4-W 100/100-NANNO,320,U1334,A,7,7-4,H,4,W,100/100-NANNO,0,0,61.2,61.2,PB -,NN2,early Miocene,M,A,,,,,,F,,C,A,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,R,,,,,,,C,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,F,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,R,A,,A,,,,,,,,,,,,,,,,,F,,,,09ea406fdf81d7846fcf95d59b6ac926
320-U1334A-7H-6-W 100/100-NANNO,320,U1334,A,7,7-6,H,6,W,100/100-NANNO,0,0,64.2,64.2,PB -,NN2,early Miocene,M,A,,,,,,C,,A,A,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,1a217534145de54df485421ba2bd1073
320-U1334A-7H-CC-PAL-NANNO,320,U1334,A,7,7-CC,H,CC,PAL,NANNO,0,0,65.66,65.66,TDJ - disbelemnos present; helicosphaera frequent,NN2,early Miocene,M,A,,,R,,,F,,C,A,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,R,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,F,,,,,,,R,,,,F,,,,,,,,,,,,,,,,,,,,,R,,A,,C,,,R,,,,,,F,,,,,,,,,,,,4ff5c095a26a4badfa8c4f2c9436d7eb
320-U1334A-8H-2-W 100/100-NANNO,320,U1334,A,8,8-2,H,2,W,100/100-NANNO,0,0,67.7,67.7,PB -,NN2,early Miocene,M,A,,,C,,,F,,A,A,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,C,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,A,,A,,,,,,,,,F,,,,,,,,,,,,6a770ec30814673d836ae52256da5526
320-U1334A-8H-4-W 100/100-NANNO,320,U1334,A,8,8-4,H,4,W,100/100-NANNO,0,0,70.7,70.7,PB -,NN2,early Miocene,M,A,,,F,,,C,,A,A,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,R,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,F,R,,,R,,,,,,,R,,,,,,,,,,,,,,,,,,,,R,R,A,,A,,,R,,,,,,,,,,,,,,F,,,,9a5dc3317de3d09d5cb2b8253e0e0044
