Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Comment,Preservation,Nannofossil abundance,Fasciculithus involutus,Discoaster diastypus,Tribrachiatus orthostylus,Sphenolithus radians,Tribrachiatus contortus,Discoaster lodoensis,Discoaster sublodoensis,Girgisia gammation,Nannotetrina cristata,Nannotetrina  fulgens,Chiasmolithus gigas,Sphenolithus furcatolithoides,Reticulofenestra umbilicus (> 14 μm),Reticulofenestra reticulata,Chiasmolithus solitus,Dictyococcites bisectus (> 10 μm),Isthmolithus recurvus,Chiasmolithus grandis,Chiasmolithus oamaruensis,Discoaster barbadiensis,Discoaster saipanensis,Coccolithus formosus,Sphenolithus distentus,Sphenolithus ciperoensis,Sphenolithus predistentus,Triquetrorhabdulus sp. (long),Sphenolithus delphix,Biantholithus sparsus,Biantholithus? flosculus,Blackites amplus bases,Blackites creber,Blackites gladius,Blackites herculesii,Blackites inflatus,Blackites perlongus,Blackites spinosus,Blackites tenuis,Braarudosphaera bigelowii,Bramletteius serraculoides,Calcidiscus pacificanus,Calcidiscus protoannulus,Calciosolenia aperta,Calciosolenia fossilis,calcispheres,Campylosphaera dela,Chiasmolithus altus,Chiasmolithus bidens,Chiasmolithus californicus (> 13 μm),Chiasmolithus consuetus,Chiasmolithus expansus,Chiasmolithus nitidus,Chiasmolithus titus,Chiphragmolithus acanothodes,Chiphragmolithus armatus,Chiphragmolithus barbatus,Chiphragmolithus calathus,Clausicoccus fenestratus,Clausicoccus subdistichus,Clausicoccus vanheckiae,Coccolithus cachaoi,Coccolithus eopelagicus (> 14 μm),Coccolithus pelagicus,Coronocyclus nitescens,Cruciplacolithus cruciformis,Cruciplacolithus edwardsii,Cruciplacolithus latipons,Cyclicargolithus abisectus (11 μm),Cyclicargolithus floridanus (5-11 μm),Cyclicargolithus floridanus small (< 5 μm),Cyclicargolithus? luminis,Daktylethra punctulata,Dictyococcites scrippsae (< 10 μm),Discoaster araneus,Discoaster backmanii,Discoaster bifax,Discoaster binodosus,Discoaster deflandrei,Discoaster delicatus,Discoaster distinctus,Discoaster falcatus,Discoaster kuepperi,Discoaster lenticularis,Discoaster mahmoudii,Discoaster mediosus,Discoaster nodifer,Discoaster ornatus,Discoaster pacificus,Discoaster paelikei,Discoaster salisburgensis,Discoaster tanii,Discoaster wemmelensis,Ellipsolithus anadoluensis,Ellipsolithus distichus,Ellipsolithus macellus,Ericsonia robusta (small),Hayella situliformis,Helicosphaera bramlettei,Helicosphaera clarissima,Helicosphaera compacta,Helicosphaera ethologa,Helicosphaera euphratis,Helicosphaera gartneri,Helicosphaera heezenii,Helicosphaera lophota,Helicosphaera obliqua,Helicosphaera perch-nielseniae,Helicosphaera recta,Helicosphaera reticulata,Helicosphaera seminulum,Helicosphaera wilcoxonii,Ilselithina fusa,Jakubowskia leoniae,Lanternithus minutus,Lophodolithus acutus,Lophodolithus mochlophorus,Lophodolithus nascens,Lophodolithus reniformis,Lophodolithus rotundus,Markalius inversus,Micrantholithus attenuatus,Micrantholithus flos,Neochiastozygus junctus,Neochiastozygus rosenkrantzii,Neococcolithes dubius,Neococcolithes protenus,Neocrepidolithus grandiculus,Pedinocyclus larvalis,Pemma basquense,Pemma papillatum,Pontosphaera exilis,Pontosphaera multipora,Pontosphaera plana,Pontosphaera versa,Pseudotriquetrorhabdulus inversus,Reticulofenestra daviesii,Reticulofenestra dictyoda  (10-14 μm),Reticulofenestra dictyoda  (3-10 μm),Reticulofenestra lockeri,Reticulofenestra minuta (< 3 μm),Rhomboaster calcitrapa,Rhomboaster cuspis,Scyphosphaera apsteinii,Sphenolithus akropodus,Sphenolithus arthurii,Sphenolithus conicus,Sphenolithus conspicuus,Sphenolithus editus,Sphenolithus moriformis,Sphenolithus obtusus,Sphenolithus orphanknollensis,Sphenolithus pseudoradians,Sphenolithus runus,Sphenolithus spiniger,Sphenolithus strigosus,Sphenolithus tribulosus,Sphenolithus villae,Toweius callosus,Toweius crassus,Toweius eminens,Toweius magnicrassus,Toweius occultatus,Toweius pertusus,Toweius serontinus,Tribrachiatus digitalis,Umbilicosphaera bramlettei,Umbilicosphaera jordanii,Zeugrhabdotus sigmoides,Zygodiscus plectopons,Zygrhablithus bijugatus,eodp_id
320-U1332C-8H-6-W 70/70,320,U1332,C,8,8-6,H,6,W,70/70,0,0,67.2,67.2,"TDJ - formosus, no saipanensis",M [320_N],A [320_Ng],,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e7f79d3c78cf60520054998f377eebf9
320-U1332C-8H-CC-PAL-NANNO,320,U1332,C,8,8-CC,H,CC,PAL,NANNO,0,0,68.19,68.19,"PB - formosus, no saipanensis",M [320_N],A [320_Ng],,,,,,,,,,,,,,,,,,,,,,F,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,C,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,A,,,,,,,,,,,,,,,,,,,,,,9f236d84fae0c72f4e895ed5856222ca
320-U1332C-9H-1-W 100/100-NANNO,320,U1332,C,9,9-1,H,1,W,100/100-NANNO,0,0,67.0,67.0,TDJ -,M [320_N],A [320_Ng],,,,,,,,,,,,,,,,,,,,,,C,,,F,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,F,,,,A,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,902d32bf6d2d952137dc2809216a395a
320-U1332C-9H-2-W 10/10-NANNO,320,U1332,C,9,9-2,H,2,W,10/10-NANNO,0,0,67.6,67.6,TDJ -,M [320_N],A [320_Ng],,,,,,,,,,,,,,,,,,,,,,C,,,C,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,70aada563a40366fc8123c72bafe2594
320-U1332C-9H-2-W 144/144-NANNO,320,U1332,C,9,9-2,H,2,W,144/144-NANNO,0,0,68.94,68.94,TDJ - formosus not present,M [320_N],A [320_Ng],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b2a95a65bbaf45d34ecb77fe11fcb928
320-U1332C-9H-2-W 94/94-NANNO,320,U1332,C,9,9-2,H,2,W,94/94-NANNO,0,0,68.44,68.44,TDJ - poor preservation; dominated by umbilicus & bisectus,P [320_N],C [320_Ng],,,,,,,,,,,,,,,,,,,,,,F,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,577e5a0178087c27f0e79cf982fd74d4
320-U1332C-9H-2-W 97/97-NANNO,320,U1332,C,9,9-2,H,2,W,97/97-NANNO,0,0,68.47,68.47,TDJ - formosus not present,M [320_N],A [320_Ng],,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,c9c261cbcc85cc3b374cb1335131af05
320-U1332C-9H-3-W 100/100-NANNO,320,U1332,C,9,9-3,H,3,W,100/100-NANNO,0,0,70.0,70.0,TDJ - formosus not present,M [320_N],A [320_Ng],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52e57679fb4c753e6bc79c47dedebae6
320-U1332C-9H-4-W 100/100-NANNO,320,U1332,C,9,9-4,H,4,W,100/100-NANNO,0,0,71.5,71.5,TDJ - formosus not present,M [320_N],A [320_Ng],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bf23b65c45424a915afe2fa7caed8ce3
320-U1332C-9H-5-W 100/100-NANNO,320,U1332,C,9,9-5,H,5,W,100/100-NANNO,0,0,73.0,73.0,TDJ - formosus present,M [320_N],A [320_Ng],,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c2cc8da509468a125cec6600ac5ce9b7
320-U1332C-9H-CC-PAL-NANNO,320,U1332,C,9,9-CC,H,CC,PAL,NANNO,0,0,75.91,75.91,"PB - formosus, no saipanensis",M [320_N],A [320_Ng],,,,,,,,,,,,,,,,,,,,,,F,,,C,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,C,,,,A,,,,,,,,,,,,,,,F,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,2af631a928360672e073a48bd27f6595
320-U1332C-10H-CC-PAL-NANNO,320,U1332,C,10,10-CC,H,CC,PAL,NANNO,0,0,85.53,85.53,"PB - barbadiensis, saipanensis",P [320_N],R [320_Ng],,,,,,,,,,,,,,,,,,,,F,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d636abd8dd0f007b982dbf9bacb3afae
320-U1332C-11H-CC-PAL-NANNO,320,U1332,C,11,11-CC,H,CC,PAL,NANNO,0,0,94.05,94.05,PB - barren,,B [320_Ng],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cfdcdac0b48fdf332e50cd1ee80b9b29
320-U1332C-12H-CC-PAL-NANNO,320,U1332,C,12,12-CC,H,CC,PAL,NANNO,0,0,103.2,103.2,PB - barren,,B [320_Ng],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aaf49cb3a5593b20faec5e209af3d3d0
320-U1332C-13H-CC-PAL-NANNO,320,U1332,C,13,13-CC,H,CC,PAL,NANNO,0,0,114.08,114.08,"PB - no bisectus; grandis, solitus present",P [320_N],C [320_Ng],,,,,,,,,,,,,,,R,,,F,,C,C,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,R,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,2b29370c02a2a3577702b5b8a563ccd9
320-U1332C-14X-CC-PAL-NANNO,320,U1332,C,14,14-CC,X,CC,PAL,NANNO,0,0,119.69,119.69,"TDJ - umbilicus, solitus, grandis present",P [320_N],C [320_Ng],,,,R,,,,,,,,,,,R,,,R,,C,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,F,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,ae1b13507065d814c83ca2ffe5359f72
320-U1332C-15X-CC-PAL-NANNO,320,U1332,C,15,15-CC,X,CC,PAL,NANNO,0,0,127.38,127.38,TDJ - Nannotetrina,P [320_N],C [320_Ng],,,,,,,,,,,,,,,,,,R,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,F,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d30f38609b71dd8fda31e919ddcf3837
320-U1332C-16X-1-W 61/61,320,U1332,C,16,16-1,X,1,W,61/61,0,0,128.21,128.21,"PB - umbilicus, Nannotetrina",P [320_N],C [320_Ng],,,,,,,,,,,,,,,,,,,,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1c214b6e62fe8133a7253b665c260bc2
320-U1332C-16X-2-W 82/82,320,U1332,C,16,16-2,X,2,W,82/82,0,0,129.92,129.92,"TDJ - no umbilicus, nannotetrina present",P [320_N],C [320_Ng],,,,,,,,,,,,,,,,,,R,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f27beef1ab50882593466ac4c4ed650c
320-U1332C-16X-3-W 58/58,320,U1332,C,16,16-3,X,3,W,58/58,0,0,131.18,131.18,"PB - no umbilicus, nannotetrina present",P [320_N],A [320_Ng],,,,R,,,,,,,,F,,,A,,,R,,C,,R,,,,,,,,,,,,,,,A,,,,,,,R,,,,,,,,R,,,,,R,,,,,A,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,R,R,,,,,,,,,,,,,,,,6a65d003eb3370f6e38ef0c1a102082f
320-U1332C-16X-4-W 145/145,320,U1332,C,16,16-4,X,4,W,145/145,0,0,133.55,133.55,TDJ - fulgens,P [320_N],A [320_Ng],,,,R,,,,,,F,,F,,,C,,,R,,C,,C,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,0b3607dd741c806a10a14c0ffb4957a1
320-U1332C-16X-5-W 55/55,320,U1332,C,16,16-5,X,5,W,55/55,0,0,134.15,134.15,PB - fulgens,P [320_N],A [320_Ng],,,,R,,,,,,C,,F,,,C,,,R,,C,R,C,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,R,,,,,,,,,,,,,,,,,b8ca459fca4f46cfaf542e53e5d28656
320-U1332C-16X-CC-PAL-NANNO,320,U1332,C,16,16-CC,X,CC,PAL,NANNO,0,0,134.64,134.64,TDJ - fulgens,P [320_N],C [320_Ng],,,,R,,,,,,F,,,,,C,,,,,C,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9b9e32beb6aa84c3899a15e913ca391b
