Label ID,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Comment,Preservation,Nannofossil abundance,Fasciculithus involutus,Discoaster diastypus,Tribrachiatus orthostylus,Sphenolithus radians,Tribrachiatus contortus,Discoaster lodoensis,Discoaster sublodoensis,Girgisia gammation,Nannotetrina cristata,Nannotetrina  fulgens,Chiasmolithus gigas,Sphenolithus furcatolithoides,Reticulofenestra umbilicus (> 14 μm),Reticulofenestra reticulata,Chiasmolithus solitus,Dictyococcites bisectus (> 10 μm),Isthmolithus recurvus,Chiasmolithus grandis,Chiasmolithus oamaruensis,Discoaster barbadiensis,Discoaster saipanensis,Coccolithus formosus,Sphenolithus distentus,Sphenolithus ciperoensis,Sphenolithus predistentus,Triquetrorhabdulus sp. (long),Sphenolithus delphix,Biantholithus sparsus,Biantholithus? flosculus,Blackites amplus bases,Blackites creber,Blackites gladius,Blackites herculesii,Blackites inflatus,Blackites perlongus,Blackites spinosus,Blackites tenuis,Braarudosphaera bigelowii,Bramletteius serraculoides,Calcidiscus pacificanus,Calcidiscus protoannulus,Calciosolenia aperta,Calciosolenia fossilis,calcispheres,Campylosphaera dela,Chiasmolithus altus,Chiasmolithus bidens,Chiasmolithus californicus (> 13 μm),Chiasmolithus consuetus,Chiasmolithus expansus,Chiasmolithus nitidus,Chiasmolithus titus,Chiphragmolithus acanothodes,Chiphragmolithus armatus,Chiphragmolithus barbatus,Chiphragmolithus calathus,Clausicoccus fenestratus,Clausicoccus subdistichus,Clausicoccus vanheckiae,Coccolithus cachaoi,Coccolithus eopelagicus (> 14 μm),Coccolithus pelagicus,Coronocyclus nitescens,Cruciplacolithus cruciformis,Cruciplacolithus edwardsii,Cruciplacolithus latipons,Cyclicargolithus abisectus (11 μm),Cyclicargolithus floridanus (5-11 μm),Cyclicargolithus floridanus small (< 5 μm),Cyclicargolithus? luminis,Daktylethra punctulata,Dictyococcites scrippsae (< 10 μm),Discoaster araneus,Discoaster backmanii,Discoaster bifax,Discoaster binodosus,Discoaster deflandrei,Discoaster delicatus,Discoaster distinctus,Discoaster falcatus,Discoaster kuepperi,Discoaster lenticularis,Discoaster mahmoudii,Discoaster mediosus,Discoaster nodifer,Discoaster ornatus,Discoaster pacificus,Discoaster paelikei,Discoaster salisburgensis,Discoaster tanii,Discoaster wemmelensis,Ellipsolithus anadoluensis,Ellipsolithus distichus,Ellipsolithus macellus,Ericsonia robusta (small),Hayella situliformis,Helicosphaera bramlettei,Helicosphaera clarissima,Helicosphaera compacta,Helicosphaera ethologa,Helicosphaera euphratis,Helicosphaera gartneri,Helicosphaera heezenii,Helicosphaera lophota,Helicosphaera obliqua,Helicosphaera perch-nielseniae,Helicosphaera recta,Helicosphaera reticulata,Helicosphaera seminulum,Helicosphaera wilcoxonii,Ilselithina fusa,Jakubowskia leoniae,Lanternithus minutus,Lophodolithus acutus,Lophodolithus mochlophorus,Lophodolithus nascens,Lophodolithus reniformis,Lophodolithus rotundus,Markalius inversus,Micrantholithus attenuatus,Micrantholithus flos,Neochiastozygus junctus,Neochiastozygus rosenkrantzii,Neococcolithes dubius,Neococcolithes protenus,Neocrepidolithus grandiculus,Pedinocyclus larvalis,Pemma basquense,Pemma papillatum,Pontosphaera exilis,Pontosphaera multipora,Pontosphaera plana,Pontosphaera versa,Pseudotriquetrorhabdulus inversus,Reticulofenestra daviesii,Reticulofenestra dictyoda  (10-14 μm),Reticulofenestra dictyoda  (3-10 μm),Reticulofenestra lockeri,Reticulofenestra minuta (< 3 μm),Rhomboaster calcitrapa,Rhomboaster cuspis,Scyphosphaera apsteinii,Sphenolithus akropodus,Sphenolithus arthurii,Sphenolithus conicus,Sphenolithus conspicuus,Sphenolithus editus,Sphenolithus moriformis,Sphenolithus obtusus,Sphenolithus orphanknollensis,Sphenolithus pseudoradians,Sphenolithus runus,Sphenolithus spiniger,Sphenolithus strigosus,Sphenolithus tribulosus,Sphenolithus villae,Toweius callosus,Toweius crassus,Toweius eminens,Toweius magnicrassus,Toweius occultatus,Toweius pertusus,Toweius serontinus,Tribrachiatus digitalis,Umbilicosphaera bramlettei,Umbilicosphaera jordanii,Zeugrhabdotus sigmoides,Zygodiscus plectopons,Zygrhablithus bijugatus
320-U1331B-8H-CC-PAL-NANNO,320,U1331,B,8,8-CC,H,CC,PAL,NANNO,0,0,77.17,77.17,"PB - uNP16 solitus, bifax & umbilicus present",P [320_N],A [320_Ng],,,,,,,,,,,,,,,R [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320-U1331B-9H-CC-PAL-NANNO,320,U1331,B,9,9-CC,H,CC,PAL,NANNO,0,0,86.63,86.63,TDJ - uNP16 bifax & umbilicus present,M [320_N],A [320_Ng],,,,,,,,,,,,,,,,,,F [320_Ns],,C [320_Ns],F [320_Ns],F [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C [320_Ns],,,,,,,,,,,,,F [320_Ns],,F [320_Ns],,,,,,,,,,,,,F [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C [320_Ns],,,,,F [320_Ns],,,,,,,,,,,,,,,,
320-U1331B-10H-6-W 127/127-NANNO,320,U1331,B,10,10-6,H,6,W,127/127-NANNO,0,0,94.87,94.87,"PB - NP16 bifax present, no umbilicus; base of congl.",M [320_N],A [320_Ng],,,,R [320_Ns],,,,,R [320_Ns],R [320_Ns],,R [320_Ns],,,R [320_Ns],,,F [320_Ns],,A [320_Ns],R [320_Ns],C [320_Ns],,,,,,,,,,,,,,,C [320_Ns],,R [320_Ns],,,,,,,,,,,,,,,,,,,,,,,A [320_Ns],,,,,,,,,,,,,R [320_Ns],,R [320_Ns],,,,,,,,R [320_Ns],,,,,,C [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F [320_Ns],,,,,R [320_Ns],,,,,,,,,,,,,,,,
320-U1331B-10H-CC-PAL-NANNO,320,U1331,B,10,10-CC,H,CC,PAL,NANNO,0,0,96.12,96.12,TDJ - uNP16 bifax & umbilicus present,M [320_N],A [320_Ng],,,,,,,,,,,,,,,R [320_Ns],,,,,C [320_Ns],C [320_Ns],F [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C [320_Ns],,,,,,,,,,,,,F [320_Ns],,F [320_Ns],,,,,,,,,,,,,F [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C [320_Ns],,,,,R [320_Ns],,,,,,,,,,,,,,,,
320-U1331B-11H-CC-PAL-NANNO,320,U1331,B,11,11-CC,H,CC,PAL,NANNO,0,0,105.68,105.68,TDJ - barren,,B [320_Ng],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320-U1331B-12H-CC-PAL-NANNO,320,U1331,B,12,12-CC,H,CC,PAL,NANNO,0,0,115,115,"TDJ - NP16 bifax present, no umbilicus (but no placoliths present)",P [320_N],B [320_Ng],,,,,,,,,,,,,,,,,,,,R [320_Ns],R [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F [320_Ns],,,,,,,,,,,,,,,R [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320-U1331B-13H-CC-PAL-NANNO,320,U1331,B,13,13-CC,H,CC,PAL,NANNO,0,0,124.39,124.39,"TDJ - NP16 bifax present, no umbilicus (but no placoliths present)",P [320_N],B [320_Ng],,,,,,,,,R [320_Ns],,,,,,,,,,,F [320_Ns],F [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F [320_Ns],,R [320_Ns],,,,,,,,,,,,,R [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320-U1331B-14H-CC-PAL-NANNO,320,U1331,B,14,14-CC,H,CC,PAL,NANNO,0,0,134.01,134.01,TDJ - barren,,B [320_Ng],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320-U1331B-15H-CC-PAL-NANNO,320,U1331,B,15,15-CC,H,CC,PAL,NANNO,0,0,143.6,143.6,"TDJ - barren, rad, diatom ooze",,B [320_Ng],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320-U1331B-17H-CC-PAL-NANNO,320,U1331,B,17,17-CC,H,CC,PAL,NANNO,0,0,156.86,156.86,PB - barren,,B [320_Ng],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
