Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Comment,Zone,Age,Preservation,Nannofossil abundance,Sphenolithus ciperoensis,Sphenolithus delphix,Sphenolithus disbelemnos,Helicosphaera ampliaperta,Sphenolithus belemnos,Triquetrorhabdulus carinatus,Sphenolithus heteromorphus,Discoaster deflandrei,Cyclicargolithus floridanus,Calcidiscus premacintyrei,Coronocyclus nitescens,Discoaster kugleri,Coccolithus miopelagicus,Catinaster coalitus,Catinaster calyculus,Discoaster hamatus,Discoaster berggrenii,Nicklithus amplificus,Discoaster quinqueramus,Ceratolithus acutus,Ceratolithus larrymayeri,Triquetrorhabdulus rugosus,Ceratolithus rugosus,Reticulofenestra pseudoumbilicus,Sphenolithus spp.,Discoaster tamalis,Discoaster surculus,Discoaster pentaradiatus,Discoaster triradiatus,Discoaster brouweri,Gephyrocapsa (>4 μm),Calcidiscus macintyrei,Gephyrocapsa (> 5.5 μm),Helicosphaera sellii,Reticulofenestra asanoi,Pseudoemiliania lacunosa,Emiliania huxleyi,Algirosphaera robusta,Amaurolithus delicatus,Amaurolithus primus,Amaurolithus tricorniculatus,Braarudosphaera bigelowii,Calcidiscus leptoporus,Calcidiscus quadriperforatus,Calcidiscus tropicus,Calciosolenia brasiliensis,Calciosolenia murrayi,Catinaster mexicanus,Ceratolithus armatus,Ceratolithus atlanticus,Ceratolithus cristatus,Clausicoccus fenestratus,Coccolithus pelagicus,Cryptococcolithus mediaperforate,Cyclicargolithus abisectus,Dictyococcites antarcticus,Dictyococcites bisectus,Discoaster altus,Discoaster asymmetricus,Discoaster bellus,Discoaster bergenii,Discoaster bollii,Discoaster braarudii,Discoaster calcaris,Discoaster challengeri,Discoaster druggii,Discoaster exilis,Discoaster loeblichii,Discoaster musicus,Discoaster neorectus,Discoaster petaliformis,Discoaster prepentaradiatus,Discoaster variabilis,Discosphaera tubifera,Florisphaera profunda,Gephyrocapsa caribbeanica,Gephyrocapsa ericsonii,Gephyrocapsa muellerae,Gephyrocapsa oceanica,Gephyrocapsa omega,Gephyroscapsa lumina,Gladiolithus flabellatus,Hayaster perplexus,Hayella challengeri,Helicosphaera carteri,Helicosphaera euphratis,Helicosphaera gertae,Helicosphaera granulata,Helicosphaera intermedia,Helicosphaera inversa,Helicosphaera magnifica,Helicosphaera mediterranea,Helicosphaera obliqua,Helicosphaera orientalis,Helicosphaera pavimentum,Helicosphaera perch-nielseniae,Helicosphaera recta,Helicosphaera scissura,Helicosphaera stalis,Helicosphaera truempyi,Helicosphaera vedderi,Helicosphaera walbersdorfensis,Helicosphaera wallichii,Helicosphaera waltrans,Holodiscolithus macroporus,Hughesius gizoensis,Hughesius tasmaniae,Ilselithina fusa,Minylitha convallis,Oolithotus fragilis,Orthorhabdus serratus,Pontosphaera discopora,Pontosphaera japonica,Pontosphaera multipora,Pontosphaera syracusana,Pseudoemiliania ovata,Reticulofenestra daviesii,Reticulofenestra haqii,Reticulofenestra minuta,Reticulofenestra minutula,Reticulofenestra pseudoumbilicus (> 7 μm),Reticulofenestra pseudoumbilicus (5-7 µm),Reticulofenestra rotaria,Rhabdosphaera clavigera,Rhabdosphaera poculii,Scyphosphaera apsteinii,Scyphosphaera apsteinii forma dilatata,Scyphosphaera cylindrica,Scyphosphaera globulata,Scyphosphaera intermedia,Scyphosphaera lagena,Scyphosphaera pulcherrima,Scyphosphaera tubifera,Scyphosphaera ventriosa,Small Gephyrocapsa (< 4 μm),Solidopons petrae,Sphenolithus abies,Sphenolithus calyculus,Sphenolithus capricornutus,Sphenolithus conicus,Sphenolithus dissimilis,Sphenolithus moriformis,Syracolithus schilleri,Syracosphaera lamina,Syracosphaera pulchra,Tetralithoides quadrilaminata,Tetralithoides symeonidesii,Triquetrorhabdulus challengeri,Triquetrorhabdulus extensus,Triquetrorhabdulus finifer,Triquetrorhabdulus milowii,Triquetrorhabdulus rioi,Triquetrorhabdulus sp. (long needle-like),Triquetrorhabdulus striatus,Umbellosphaera irregularis,Umbellosphaera tenuis,Umbilicosphaera foliosa,Umbilicosphaera hulburtiana,Umbilicosphaera jafari,Umbilicosphaera rotula,Umbilicosphaera sibogae,Zygrhablithus bijugatus,eodp_id
320-U1336A-9H-CC-PAL-NANNO,320,U1336,A,9,9-CC,H,CC,PAL,NANNO,0,0,84.58,84.58,TDJ/PB - carinatus,NN2,early Miocene,M [320_N],A [320_Ng],,,,,,C,,C,A,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,A,A,,,,,,,,,,,,,,,,C,R,C,,C,,,,,,,,,,,,,,,,,F,F,,,99f7739c70c0fb32c4d3ed64fc91adb0
320-U1336A-10H-CC-PAL-NANNO,320,U1336,A,10,10-CC,H,CC,PAL,NANNO,0,0,93.78,93.78,"PB - carinatus, ?flaring disbelemnos",NN2,early Miocene,M [320_N],A [320_Ng],,,F,,,F,,C,A,,F,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,R,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,R,,,,,,,,,,,,,,,,,,R,C,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,C,R,C,,A,,,,,,,,,,,,,,,,,C,C,,,d2543f310fd7ac12077f800f72aa4bee
320-U1336A-11H-CC-PAL-NANNO,320,U1336,A,11,11-CC,H,CC,PAL,NANNO,0,0,103.48,103.48,PB - disbelmnos,NN2,early Miocene,M [320_N],A [320_Ng],,,C,,,F,,C,A,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,F,,,,,,,,,,,,,,,,,,,,F,F,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,C,,C,,,R,,,,,,,,,,,,,,,,,,e969c08f343384d37eb56afb583877ba
320-U1336A-12H-CC-PAL-NANNO,320,U1336,A,12,12-CC,H,CC,PAL,NANNO,0,0,112.43,112.43,PB - disbelmnos,NN2,early Miocene,M [320_N],A [320_Ng],,,C,,,F,,F,A,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,R,,,,,,,,,,,,,,,,,,C,,R,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,F,,,,19a43c5d5c6437308dd0ad1e414fdfa0
320-U1336A-13H-2-W 60/60-NANNO,320,U1336,A,13,13-2,H,2,W,60/60-NANNO,0,0,114.6,114.6,TDJ -,NN2,early Miocene,M [320_N],A [320_Ng],,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c020e848a8a287bfad3dfef333a79be9
320-U1336A-13H-4-W 60/60-NANNO,320,U1336,A,13,13-4,H,4,W,60/60-NANNO,0,0,117.6,117.6,TDJ -,NN2,early Miocene,M [320_N],A [320_Ng],,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,1a029b75ba98745eda2f4d8dc47d6c62
320-U1336A-13H-6-W 60/60-NANNO,320,U1336,A,13,13-6,H,6,W,60/60-NANNO,0,0,120.6,120.6,TDJ -,NN2,early Miocene,M [320_N],A [320_Ng],,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1f26afa5fa61a894a5d99d70b10e1c58
320-U1336A-13H-CC-PAL-NANNO,320,U1336,A,13,13-CC,H,CC,PAL,NANNO,0,0,122.58,122.58,"PB - abundant carinatus, disbelmnos",NN2,early Miocene,M [320_N],A [320_Ng],,,C,,,A,,C,A,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,F,C,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,c6a31bf0c560abd438038ce5fe562674
320-U1336A-14H-CC-PAL-NANNO,320,U1336,A,14,14-CC,H,CC,PAL,NANNO,0,0,123.5,123.5,"PB - abundant carinatus, disbelmnos",NN2,early Miocene,M [320_N],A [320_Ng],,,A,,,A,,C,A,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,C,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,F,F,C,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,C,,,,,,,,,,,,,,,,,,R,,,14f66d859832f80ab85b42c0d8f4d4f5
320-U1336A-15H-CC-PAL-NANNO,320,U1336,A,15,15-CC,H,CC,PAL,NANNO,0,0,133.38,133.38,"PB - abundant carinatus, disbelmnos",NN2,early Miocene,M [320_N],A [320_Ng],,,R,,,A,,C,A,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,1dafa2567af95436ee2099255c218092
320-U1336A-16H-2-W 90/90-NANNO,320,U1336,A,16,16-2,H,2,W,90/90-NANNO,0,0,135.4,135.4,TDJ - no disbelemnos,NN2,early Miocene,M [320_N],A [320_Ng],,,,,,C,,C,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,R,,,,,,,,,,,,,,,,,,ca62f0b676451df1a9d4a849ab461900
320-U1336A-16H-4-W 90/90-NANNO,320,U1336,A,16,16-4,H,4,W,90/90-NANNO,0,0,138.4,138.4,TDJ -,NN2,early Miocene,M [320_N],A [320_Ng],,,,,,A,,C,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3fe4b11c19d0146a51202cc286a43681
320-U1336A-16H-6-W 90/90-NANNO,320,U1336,A,16,16-6,H,6,W,90/90-NANNO,0,0,141.4,141.4,TDJ -,NN2,early Miocene,M [320_N],A [320_Ng],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36306518b739f8539a94f2139ef9095e
320-U1336A-16H-CC-PAL-NANNO,320,U1336,A,16,16-CC,H,CC,PAL,NANNO,0,0,141.99,141.99,PB - no disbelemnos,NN1,early Miocene,M [320_N],A [320_Ng],,,,,,A,,C,A,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,C,,,,,R,,,,,,,,,,,,,,,,,,cd8cf6606e747eea4409571305593ab1
320-U1336A-17H-2-W 90/90-NANNO,320,U1336,A,17,17-2,H,2,W,90/90-NANNO,0,0,144.4,144.4,TDJ -,NN1,early Miocene,M [320_N],A [320_Ng],,,,,,C,,C,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,F,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,F,,,,,,,,,,,,,,,,,,,,,33f9fc023e76da73c951f5f672b94344
320-U1336A-17H-4-W 90/90-NANNO,320,U1336,A,17,17-4,H,4,W,90/90-NANNO,0,0,147.4,147.4,TDJ - delphix,NN1,late Oligocene,M [320_N],A [320_Ng],,R,,,,C,,C,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,R,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,F,,,,,,,,,,,,,,,,,,,,,9343a0b07e63c30ebe16bff189b8aaec
320-U1336A-17H-6-W 90/90-NANNO,320,U1336,A,17,17-6,H,6,W,90/90-NANNO,0,0,150.4,150.4,TDJ - delphix - with low spines - questionable,NN1,late Oligocene,M [320_N],A [320_Ng],,R,,,,C,,C,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,R,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,C,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,C,,F,,,,,,,,,,,,,,,,,,,,,f0d95dc5ce8f1920c67d8e11b75cbfe3
320-U1336A-17H-CC-PAL-NANNO,320,U1336,A,17,17-CC,H,CC,PAL,NANNO,0,0,151.84,151.84,PB - no disbelemnos,NN1,late Oligocene,M [320_N],A [320_Ng],,,,,,A,,C,A,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,F,F,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,A,,A,,C,,,,,,,,,,,,,,,,,,,,,3c0e034c4395c0b6da9a542c141146cc
320-U1336A-18H-CC-PAL-NANNO,320,U1336,A,18,18-CC,H,CC,PAL,NANNO,0,0,161.53,161.53,PB - no disbelemnos,NN1,late Oligocene,P [320_N],A [320_Ng],,,,,,A,,C,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,eb0131b3c0e8a940e818d387dbe64602
320-U1336A-19H-3-W 70/70,320,U1336,A,19,19-3,H,3,W,70/70,0,0,164.7,164.7,PB -,NN1,late Oligocene,P [320_N],A [320_Ng],,,,,,A,,A,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,C,,,,,,,,,,,,,,,,,,,,,f4d74f95ada31c55e083ae906e468660
320-U1336A-19H-5-W 70/70,320,U1336,A,19,19-5,H,5,W,70/70,0,0,167.7,167.7,PB -,NN1,late Oligocene,M [320_N],A [320_Ng],,,,,,C,,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5807db938a72f4cde1d4307d31d61040
320-U1336A-19H-6-W 70/70,320,U1336,A,19,19-6,H,6,W,70/70,0,0,169.2,169.2,PB - comm abisectus,NN1,late Oligocene,M [320_N],A [320_Ng],,,,,,A,,C,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,C,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,C,,C,,,,,,,,,,,,,,,,,,,,,e87fc5cbdddd2ee2543d09ed4ed2a235
320-U1336A-19H-CC-PAL-NANNO,320,U1336,A,19,19-CC,H,CC,PAL,NANNO,0,0,170.6,170.6,PB - comm abisectus,NN1,late Oligocene,M [320_N],A [320_Ng],,,,,,C,,C,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,A,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,F,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,A,,C,,,,,,,,,,,F,,,,,,,,,,1106e5895d8bb2f24fdb2328abd14581
