Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Comment,Preservation,Nannofossil abundance,Fasciculithus involutus,Discoaster diastypus,Tribrachiatus orthostylus,Sphenolithus radians,Tribrachiatus contortus,Discoaster lodoensis,Discoaster sublodoensis,Girgisia gammation,Nannotetrina cristata,Nannotetrina  fulgens,Chiasmolithus gigas,Sphenolithus furcatolithoides,Reticulofenestra umbilicus (> 14 μm),Reticulofenestra reticulata,Chiasmolithus solitus,Dictyococcites bisectus (> 10 μm),Isthmolithus recurvus,Chiasmolithus grandis,Chiasmolithus oamaruensis,Discoaster barbadiensis,Discoaster saipanensis,Coccolithus formosus,Sphenolithus distentus,Sphenolithus ciperoensis,Sphenolithus predistentus,Triquetrorhabdulus sp. (long),Sphenolithus delphix,Biantholithus sparsus,Biantholithus? flosculus,Blackites amplus bases,Blackites creber,Blackites gladius,Blackites herculesii,Blackites inflatus,Blackites perlongus,Blackites spinosus,Blackites tenuis,Braarudosphaera bigelowii,Bramletteius serraculoides,Calcidiscus pacificanus,Calcidiscus protoannulus,Calciosolenia aperta,Calciosolenia fossilis,calcispheres,Campylosphaera dela,Chiasmolithus altus,Chiasmolithus bidens,Chiasmolithus californicus (> 13 μm),Chiasmolithus consuetus,Chiasmolithus expansus,Chiasmolithus nitidus,Chiasmolithus titus,Chiphragmolithus acanothodes,Chiphragmolithus armatus,Chiphragmolithus barbatus,Chiphragmolithus calathus,Clausicoccus fenestratus,Clausicoccus subdistichus,Clausicoccus vanheckiae,Coccolithus cachaoi,Coccolithus eopelagicus (> 14 μm),Coccolithus pelagicus,Coronocyclus nitescens,Cruciplacolithus cruciformis,Cruciplacolithus edwardsii,Cruciplacolithus latipons,Cyclicargolithus abisectus (11 μm),Cyclicargolithus floridanus (5-11 μm),Cyclicargolithus floridanus small (< 5 μm),Cyclicargolithus? luminis,Daktylethra punctulata,Dictyococcites scrippsae (< 10 μm),Discoaster araneus,Discoaster backmanii,Discoaster bifax,Discoaster binodosus,Discoaster deflandrei,Discoaster delicatus,Discoaster distinctus,Discoaster falcatus,Discoaster kuepperi,Discoaster lenticularis,Discoaster mahmoudii,Discoaster mediosus,Discoaster nodifer,Discoaster ornatus,Discoaster pacificus,Discoaster paelikei,Discoaster salisburgensis,Discoaster tanii,Discoaster wemmelensis,Ellipsolithus anadoluensis,Ellipsolithus distichus,Ellipsolithus macellus,Ericsonia robusta (small),Hayella situliformis,Helicosphaera bramlettei,Helicosphaera clarissima,Helicosphaera compacta,Helicosphaera ethologa,Helicosphaera euphratis,Helicosphaera gartneri,Helicosphaera heezenii,Helicosphaera lophota,Helicosphaera obliqua,Helicosphaera perch-nielseniae,Helicosphaera recta,Helicosphaera reticulata,Helicosphaera seminulum,Helicosphaera wilcoxonii,Ilselithina fusa,Jakubowskia leoniae,Lanternithus minutus,Lophodolithus acutus,Lophodolithus mochlophorus,Lophodolithus nascens,Lophodolithus reniformis,Lophodolithus rotundus,Markalius inversus,Micrantholithus attenuatus,Micrantholithus flos,Neochiastozygus junctus,Neochiastozygus rosenkrantzii,Neococcolithes dubius,Neococcolithes protenus,Neocrepidolithus grandiculus,Pedinocyclus larvalis,Pemma basquense,Pemma papillatum,Pontosphaera exilis,Pontosphaera multipora,Pontosphaera plana,Pontosphaera versa,Pseudotriquetrorhabdulus inversus,Reticulofenestra daviesii,Reticulofenestra dictyoda  (10-14 μm),Reticulofenestra dictyoda  (3-10 μm),Reticulofenestra lockeri,Reticulofenestra minuta (< 3 μm),Rhomboaster calcitrapa,Rhomboaster cuspis,Scyphosphaera apsteinii,Sphenolithus akropodus,Sphenolithus arthurii,Sphenolithus conicus,Sphenolithus conspicuus,Sphenolithus editus,Sphenolithus moriformis,Sphenolithus obtusus,Sphenolithus orphanknollensis,Sphenolithus pseudoradians,Sphenolithus runus,Sphenolithus spiniger,Sphenolithus strigosus,Sphenolithus tribulosus,Sphenolithus villae,Toweius callosus,Toweius crassus,Toweius eminens,Toweius magnicrassus,Toweius occultatus,Toweius pertusus,Toweius serontinus,Tribrachiatus digitalis,Umbilicosphaera bramlettei,Umbilicosphaera jordanii,Zeugrhabdotus sigmoides,Zygodiscus plectopons,Zygrhablithus bijugatus,eodp_id
320-U1333A-4H-4-W 70/70-NANNO,320,U1333,A,4,4-4,H,4,W,70/70-NANNO,0,0,33.7,33.7,PB -,M [320_N],A [320_Ng],,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,f18e811a88d2a2d1843e6c8290835197
320-U1333A-4H-5-W 70/70-NANNO,320,U1333,A,4,4-5,H,5,W,70/70-NANNO,0,0,35.2,35.2,PB -,P [320_N],A [320_Ng],,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,ae41c400a2bfd6d0c8a0e469f30ee03c
320-U1333A-4H-6-W 70/70-NANNO,320,U1333,A,4,4-6,H,6,W,70/70-NANNO,0,0,36.7,36.7,PB -,M [320_N],A [320_Ng],,,,,,,,,,,,,,,,,,,,,,,,R,,C,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7d10af00f662dd81f014ee79d6477b0c
320-U1333A-4H-CC-PAL-NANNO,320,U1333,A,4,4-CC,H,CC,PAL,NANNO,0,0,38.6,38.6,TDJ/PB -,M [320_N],A [320_Ng],,,,,,,,,,,,,,,,,,,,,,,,R,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,85c02ddffb02cca78e046fcc0e92975c
320-U1333A-5H-1-W 110/110,320,U1333,A,5,5-1,H,1,W,110/110,0,0,39.1,39.1,PB -,M [320_N],A [320_Ng],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a08ac68a0f33a3f7f65dca8684ebe525
320-U1333A-5H-2-W 70/70,320,U1333,A,5,5-2,H,2,W,70/70,0,0,40.2,40.2,PB -,M [320_N],A [320_Ng],,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,C,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,993077f698f15509b6ccfa198dfcc819
320-U1333A-5H-3-W 70/70,320,U1333,A,5,5-3,H,3,W,70/70,0,0,41.7,41.7,PB -,M [320_N],A [320_Ng],,,,,,,,,,,,,,,,,,,,,,,R,C,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,C,C,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,2b996b0e57159da20c9d0e8eab8af1dd
320-U1333A-5H-4-W 70/70,320,U1333,A,5,5-4,H,4,W,70/70,0,0,43.2,43.2,"PB - ciperoensis, distentus",M [320_N],A [320_Ng],,,,,,,,,,,,,,,,,,,,,,,R,C,F,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,A,C,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,cef9c177a255f607a5a26f19a28f5217
320-U1333A-5H-6-W 70/70,320,U1333,A,5,5-6,H,6,W,70/70,0,0,46.2,46.2,"PB - ciperoensis, distentus",M [320_N],A [320_Ng],,,,,,,,,,,,,,,,,,,,,,,R,R,C,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,R,,,,A,C,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,e4d4d857ade91211727a9114fb6fbeba
320-U1333A-5H-CC-PAL-NANNO,320,U1333,A,5,5-CC,H,CC,PAL,NANNO,0,0,47.65,47.65,TDJ - predistentus present,M [320_N],A [320_Ng],,,,,,,,,,,,,,,,,,,,,,,F,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,C,C,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,c44583e79c83468742521ca551428707
320-U1333A-6H-2-W 94/94,320,U1333,A,6,6-2,H,2,W,94/94,0,0,49.94,49.94,TDJ - no pseudoradians,M [320_N],A [320_Ng],,,,,,,,,,,,,,,,,,,,,,,F,,C,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,C,F,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,17ec2dcb3b5d7fd9a3ea80cfa62e9645
320-U1333A-6H-4-W 70/70,320,U1333,A,6,6-4,H,4,W,70/70,0,0,52.7,52.7,TDJ - no pseudoradians,M [320_N],A [320_Ng],,,,,,,,,,,,,,,,,,,,,,,F,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49c765ea5d6456d2e57cd401f93662a2
320-U1333A-6H-6-W 70/70,320,U1333,A,6,6-6,H,6,W,70/70,0,0,55.7,55.7,TDJ - pseudoradians present,M [320_N],A [320_Ng],,,,,,,,,,,,,,,,,,,,,,,F,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,982058219674d48bb50473a822c80a21
320-U1333A-6H-CC-PAL-NANNO,320,U1333,A,6,6-CC,H,CC,PAL,NANNO,0,0,57.27,57.27,TDJ/PB -,M [320_N],A [320_Ng],,,,,,,,,,,,,,,,,,,,,,,F,,C,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,R,C,,,,A,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,bcd03d9e000208d3baf1d51ee8c68710
320-U1333A-7H-CC-PAL-NANNO,320,U1333,A,7,7-CC,H,CC,PAL,NANNO,0,0,66.55,66.55,"TDJ/PB - predistentus, distentus present",M [320_N],A [320_Ng],,,,,,,,,,,,,,,,,,,,,,,F,,C,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,C,C,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,C,,,A,,,,,,,,,,,,,,,,,,,,,,4e08732430bb832c5ed4914e3d8c2e4b
320-U1333A-8H-2-W 20/20-NANNO,320,U1333,A,8,8-2,H,2,W,20/20-NANNO,0,0,68.0,68.0,PB -,M [320_N],A [320_Ng],,,,,,,,,,,,,,,,,,,,,,,F,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,A,C,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,R,,,,,,,,,,A,,,R,,,,,,,,,,,,,,,,,,,0a8bc4877e19d9e4f3f2ec14feb3233d
320-U1333A-8H-CC-PAL-NANNO,320,U1333,A,8,8-CC,H,CC,PAL,NANNO,0,0,76.14,76.14,"PB - predistentus, distentus present",M [320_N],A [320_Ng],,,,,,,,,,,,,,,,,,,,,,,R,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,A,,,,,,,,,,,,,,,C,,,,,,,,,,,,,F,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,A,,,R,,,,,,,,,,,,,,,,,,,a4ac82767f88fc20a3d329a6af415284
320-U1333A-9H-2-W 50/50-NANNO,320,U1333,A,9,9-2,H,2,W,50/50-NANNO,0,0,78.0,78.0,TDJ - distentus,M [320_N],A [320_Ng],,,,,,,,,,,,,,,,,,,,,,,R,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,C,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,A,,,,,,,,,,,,,,,,,,,,,,de5476195d10749611482ccdf4cd2242
320-U1333A-9H-3-W 50/50-NANNO,320,U1333,A,9,9-3,H,3,W,50/50-NANNO,0,0,79.5,79.5,TDJ - distentus,M [320_N],D [320_Ng],,,,,,,,,,,,,,,,,,,,,,,R,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cc5bf59f0279516711723605aa627ea8
320-U1333A-9H-4-W 50/50-NANNO,320,U1333,A,9,9-4,H,4,W,50/50-NANNO,0,0,81.0,81.0,TDJ - no distentus,M [320_N],A [320_Ng],,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,A,,,R,,,,,,,,,,,,,,,,,,,5131715129507aa31a164fd9490b8dab
320-U1333A-9H-CC-PAL-NANNO,320,U1333,A,9,9-CC,H,CC,PAL,NANNO,0,0,85.87,85.87,"PB - no distentus, no umbilicus",M [320_N],A [320_Ng],,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,C,,,,,,,,,,,,,,,F,,,,,,,,,R,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,88072a74897d9df9a7ee80825f2f72fe
320-U1333A-10H-CC-PAL-NANNO,320,U1333,A,10,10-CC,H,CC,PAL,NANNO,0,0,95.33,95.33,"PB - no distentus, no umbilicus (last common bisectus?)",M [320_N],A [320_Ng],,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,C,,,,,,,,,,,,,,,F,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,ba1238482b432544bd294c8abf5b9d40
320-U1333A-11X-4-W 70/70,320,U1333,A,11,11-4,X,4,W,70/70,0,0,100.2,100.2,TDJ - no umbilicus,M [320_N],D [320_Ng],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d4f7404ebb0dc27560bde433a11a958b
320-U1333A-11X-CC-PAL-NANNO,320,U1333,A,11,11-CC,X,CC,PAL,NANNO,0,0,101.17,101.17,PB - 3 umbilicus,M [320_N],A [320_Ng],,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,A,R,,,,,,,,,,,,,,F,,,,,,,,,,,,,F,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,F,,,,,A,,,,,,,,,,,,,,,,,,,,,,72f9ebc1abcc1f1c4c77239961b9c30d
