Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Zygrhablithus bijugatus	Dictyococcites scrippsae	Dictyococcites bisectus	Dictyococcites antarcticus	Cyclicargolithus floridanus	Coccolithus pelagicus	Clausicoccus fenestratus	Chiasmolithus oamaruensis	Chiasmolithus altus	Sphenolithus moriformis	Cyclicargolithus abisectus	Braarudosphaera bigelowii	Sphenolithus heteromorphus	Umbilicosphaera sibogae	Calcidiscus leptoporus	Reticulofenestra pseudoumbilicus	Helicosphaera carteri	Calcidiscus premacintyrei	Scyphosphaera spp.	Pontosphaera pachymorpha	Reticulofenestra minuta	Discoaster variabilis	Coronocyclus nitescens	Calcidiscus macintyrei	Rhabdosphaera stylifera	Coccolithus miopelagicus	Small Gephyrocapsa spp.	Dictyococcites productus	Pseudoemiliania lacunosa	Pontosphaera japonica	Comment
  IR	                 	                 	                  	              	182	1132	C	 11	R	CC	  27.00	    330.5700	Shafik   	Nannofossils                                 	R              	P                 	                       	                        	                       	                          	R                          	                     	                        	                         	                   	                       	R                         	                         	                          	                       	                      	                                	                     	                         	                  	                        	                       	                     	                      	R                     	                       	                        	                       	                        	                        	                     	Almost barren.

  IR	                 	                 	                  	              	182	1132	C	 12	R	CC	   5.00	    339.3500	Shafik   	Nannofossils                                 	F              	M                 	                       	                        	                       	F                         	F                          	                     	                        	                         	                   	                       	F                         	                         	                          	                       	                      	                                	R                    	                         	                  	                        	                       	                     	                      	                      	F                      	                        	                       	                        	                        	                     	Stylifera is questionable.

  IR	                 	                 	                  	              	182	1132	C	 13	R	CC	   0.00	    348.1000	Shafik   	Nannofossils                                 	F              	P                 	                       	                        	                       	F                         	F                          	                     	                        	                         	                   	                       	F                         	                         	                          	                       	                      	R                               	R                    	                         	                  	                        	F                      	R                    	R                     	R                     	                       	                        	                       	                        	                        	                     	C. nitescens the elluptical variety.

  IR	Early Miocene    	Middle Miocene   	NN4               	NN5           	182	1132	C	 14	R	CC	  10.00	    357.6000	Shafik   	Nannofossils                                 	C              	M                 	                       	                        	                       	F                         	C                          	                     	                        	                         	                   	C                      	C                         	                         	C                         	                       	R                     	                                	                     	R                        	R                 	R                       	                       	                     	                      	                      	                       	                        	                       	                        	                        	                     	       

  IR	                 	                 	NN4               	NN5           	182	1132	C	 15	R	CC	   0.00	    367.0000	Shafik   	Nannofossils                                 	C              	P                 	                       	                        	                       	F                         	C                          	                     	                        	                         	                   	                       	C                         	                         	R                         	                       	R                     	R                               	R                    	R                        	                  	                        	                       	                     	                      	                      	                       	                        	                       	                        	                        	                     	       

  IR	                 	                 	                  	              	182	1132	C	 16	R	CC	  14.00	    376.6400	Shafik   	Nannofossils                                 	T              	P                 	                       	                        	                       	                          	                           	                     	                        	                         	                   	                       	R                         	                         	                          	                       	R                     	                                	                     	                         	                  	                        	                       	                     	                      	                      	                       	                        	                       	                        	                        	                     	       

  IR	                 	Early Miocene    	NN4               	NN5           	182	1132	C	 18	R	CC	   0.00	    394.7000	Ladner   	Nannofossils                                 	F              	P                 	                       	                        	                       	F                         	                           	                     	                        	                         	                   	R                      	                          	                         	R                         	R                      	                      	                                	                     	                         	                  	                        	                       	                     	                      	                      	                       	                        	                       	                        	                        	                     	       

  IR	                 	Early Miocene    	NN4               	NN5           	182	1132	C	 19	R	CC	  12.00	    404.3200	Ladner   	Nannofossils                                 	R              	P                 	                       	                        	R                      	                          	F                          	                     	                        	                         	                   	                       	F                         	                         	R                         	F                      	                      	                                	                     	                         	                  	                        	                       	                     	                      	                      	                       	                        	                       	                        	                        	                     	       

  IR	                 	Early Miocene    	NN4               	NN5           	182	1132	C	 20	R	CC	  22.00	    413.8200	Ladner   	Nannofossils                                 	F              	P                 	                       	                        	                       	                          	F                          	R                    	                        	                         	                   	R                      	                          	                         	R                         	                       	                      	                                	                     	                         	                  	                        	                       	                     	                      	                      	                       	                        	                       	                        	                        	                     	       

  IR	                 	Early Miocene    	                  	              	182	1132	C	 21	R	CC	  23.00	    423.1300	Ladner   	Nannofossils                                 	T              	P                 	                       	                        	                       	                          	R                          	                     	                        	                         	                   	                       	R                         	                         	                          	                       	                      	                                	                     	                         	                  	                        	                       	                     	                      	                      	                       	                        	                       	                        	                        	                     	       

  IR	                 	Early Miocene    	                  	              	182	1132	C	 22	R	CC	  10.00	    432.3000	Ladner   	Nannofossils                                 	C              	P                 	                       	                        	                       	                          	F                          	R                    	                        	                         	                   	F                      	F                         	                         	                          	                       	                      	                                	                     	                         	                  	                        	                       	                     	                      	                      	                       	                        	                       	                        	                        	                     	       

  IR	                 	Early Miocene    	                  	              	182	1132	C	 23	R	CC	  18.00	    441.6800	Ladner   	Nannofossils                                 	R              	P                 	                       	                        	                       	                          	R                          	R                    	                        	                         	                   	R                      	R                         	R                        	                          	                       	                      	                                	                     	                         	                  	                        	                       	                     	                      	                      	                       	                        	                       	                        	                        	                     	       

  IR	                 	Late Oligocene   	                  	NP25          	182	1132	C	 24	R	CC	  14.00	    450.9400	Ladner   	Nannofossils                                 	R              	P                 	                       	                        	R                      	                          	F                          	                     	                        	                         	                   	R                      	F                         	R                        	                          	                       	                      	                                	                     	                         	                  	                        	                       	                     	                      	                      	                       	                        	                       	                        	                        	                     	       

  IR	                 	Late Oligocene   	                  	NP25          	182	1132	C	 25	R	CC	   9.00	    459.7900	Ladner   	Nannofossils                                 	R              	P                 	                       	                        	R                      	R                         	R                          	R                    	                        	                         	                   	R                      	                          	                         	                          	                       	                      	                                	                     	                         	                  	                        	                       	                     	                      	                      	                       	                        	                       	                        	                        	                     	       

  IR	                 	Late Oligocene   	                  	NP25          	182	1132	C	 26	R	CC	  19.00	    468.7900	Ladner   	Nannofossils                                 	R              	P                 	                       	                        	R                      	                          	                           	                     	                        	                         	                   	R                      	                          	                         	                          	                       	                      	                                	                     	                         	                  	                        	                       	                     	                      	                      	                       	                        	                       	                        	                        	                     	       

  IR	                 	Late Oligocene   	                  	NP25          	182	1132	C	 27	R	CC	  17.00	    478.1700	Ladner   	Nannofossils                                 	R              	P                 	                       	                        	                       	                          	R                          	                     	                        	                         	                   	R                      	R                         	R                        	                          	                       	                      	                                	                     	                         	                  	                        	                       	                     	                      	                      	                       	                        	                       	                        	                        	                     	       

  IR	                 	Late Oligocene   	                  	NP25          	182	1132	C	 28	R	CC	  20.00	    487.9000	Ladner   	Nannofossils                                 	R              	M                 	                       	                        	R                      	                          	R                          	R                    	                        	                         	R                  	                       	                          	                         	                          	                       	                      	                                	                     	                         	                  	                        	                       	                     	                      	                      	                       	                        	                       	                        	                        	                     	       

  IR	                 	Late Oligocene   	                  	NP25          	182	1132	C	 29	R	CC	  24.00	    497.6400	Ladner   	Nannofossils                                 	F              	P                 	                       	                        	F                      	                          	F                          	R                    	                        	                         	R                  	R                      	                          	                         	                          	                       	                      	                                	                     	                         	                  	                        	                       	                     	                      	                      	                       	                        	                       	                        	                        	                     	       

  IR	                 	Early Oligocene  	                  	NP22          	182	1132	C	 30	R	CC	  17.00	    507.2700	Shafik   	Nannofossils                                 	C              	M                 	F                      	C                       	C                      	F                         	F                          	F                    	F                       	R                        	C                  	                       	                          	                         	                          	                       	                      	                                	                     	                         	                  	                        	                       	                     	                      	                      	                       	                        	                       	                        	                        	                     	       

