Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Dictyococcites hesslandii	Reticulofenestra sp.	Reticulofenestra umbilicus (>14um)	Ericsonia formosa	Discoaster spp.	Discoaster saipanensis	Discoaster deflandrei	Discoaster barbadiensis	Dictyococcites bisectus	Coccolithus pelagicus	Bicolumnus ovatus	Sphenolithus radians	Sphenolithus predistentus	Discoaster tanii ornatus	Coronocyclus nitescens	Sphenolithus spp.	Sphenolithus moriformis	Cyclicargolithus abisectus	Zygrhablithus bijugatus	Sphenolithus pseudoradians	Reticulofenestra samodurovii	Reticulofenestra daviesii	Helicosphaera spp.	Clausicoccus fenestratus	Chiasmolithus spp.	Bramletteius serraculoides	Cyclicargolithus cf. abisectus	Sphenolithus distentus	Reticulofenestra circus	Cyclicargolithus floridanus	Sphenolithus intercalaris	Coccoliths spp.	Helicosphaera euphratis	Helicosphaera compacta	Comment
  IR	                 	                 	                  	              	195	1201	D	  2	R	 6	 126.00	     98.4800	cur      	Nannofossils                                 	R              	P                 	                         	                    	                                  	                 	               	                      	                     	                       	                       	                     	                 	                    	                         	                        	                      	                 	                       	                          	                       	                          	                            	                         	                  	                        	                  	                          	C                             	                      	                       	                           	                         	               	                       	                      	       

  IR	                 	                 	                  	              	195	1201	D	  2	R	CC	  13.00	     98.7200	cur      	Nannofossils                                 	R              	P                 	                         	                    	                                  	                 	               	                      	                     	                       	                       	R                    	                 	                    	F                        	                        	                      	                 	R                      	                          	                       	                          	                            	                         	                  	                        	                  	                          	A                             	                      	                       	                           	                         	               	                       	                      	       

  IR	Early Oligocene  	Early Oligocene  	NP23              	NP23          	195	1201	D	  3	R	 4	  42.00	    103.7500	cur      	Nannofossils                                 	C              	M                 	                         	                    	                                  	                 	               	                      	                     	                       	C                      	F                    	R                	                    	R                        	                        	                      	                 	F                      	C                         	                       	                          	                            	                         	                  	R                       	R                 	                          	C                             	R                     	                       	C                          	                         	C              	                       	R                     	Overgrown

  IR	Early Oligocene  	Early Oligocene  	NP23              	NP23          	195	1201	D	  3	R	 5	 112.50	    105.8850	cur      	Nannofossils                                 	C              	P                 	F                        	                    	                                  	                 	R              	                      	                     	                       	F                      	C                    	                 	                    	C                        	                        	                      	                 	F                      	C                         	                       	                          	F                           	                         	                  	R                       	                  	                          	F                             	                      	                       	                           	F                        	C              	                       	                      	Overgrown

  IR	Early Oligocene  	Early Oligocene  	NP23              	NP23          	195	1201	D	  3	R	 5	 117.00	    105.9300	cur      	Nannofossils                                 	F              	P                 	R                        	                    	                                  	                 	R              	                      	                     	                       	R                      	F                    	                 	                    	R                        	                        	                      	                 	R                      	F                         	                       	                          	R                           	                         	                  	R                       	                  	                          	                              	                      	                       	                           	R                        	R              	                       	                      	       

  IR	Early Oligocene  	Early Oligocene  	NP23              	NP23          	195	1201	D	  3	R	CC	  17.00	    108.3100	cur      	Nannofossils                                 	F              	M                 	                         	                    	                                  	                 	R              	                      	                     	                       	C                      	C                    	                 	                    	F                        	                        	                      	                 	                       	C                         	                       	                          	                            	                         	                  	                        	                  	                          	                              	                      	                       	                           	R                        	C              	                       	                      	dissolution

  IR	Early Oligocene  	Early Oligocene  	NP23              	NP23          	195	1201	D	  4	R	 3	   8.00	    112.0700	cur      	Nannofossils                                 	C              	P                 	                         	                    	                                  	                 	R              	                      	                     	                       	R                      	F                    	                 	                    	F                        	                        	                      	                 	F                      	D                         	                       	                          	C                           	                         	                  	F                       	                  	                          	                              	                      	                       	                           	                         	               	                       	R                     	       

  IR	Early Oligocene  	Early Oligocene  	NP23              	NP23          	195	1201	D	  4	R	CC	  31.00	    118.9900	cur      	Nannofossils                                 	T              	P                 	                         	                    	                                  	                 	               	                      	                     	                       	                       	                     	                 	                    	                         	                        	                      	                 	                       	                          	                       	                          	                            	                         	                  	                        	                  	                          	R                             	                      	                       	                           	                         	               	                       	                      	       

  IR	Early Oligocene  	Early Oligocene  	NP23              	NP23          	195	1201	D	  5	R	 7	   4.00	    126.9300	cur      	Nannofossils                                 	C              	M                 	                         	                    	                                  	                 	R              	                      	                     	                       	C                      	F                    	                 	                    	F                        	                        	                      	                 	F                      	A                         	                       	                          	                            	R                        	                  	F                       	                  	                          	                              	                      	                       	                           	                         	               	                       	                      	       

  IR	Early Oligocene  	Early Oligocene  	NP23              	NP23          	195	1201	D	  5	R	CC	  26.00	    128.1700	cur      	Nannofossils                                 	F              	P                 	                         	                    	                                  	                 	R              	                      	R                    	                       	                       	R                    	                 	                    	R                        	                        	                      	                 	                       	                          	                       	                          	F                           	                         	                  	                        	                  	                          	D                             	                      	                       	                           	                         	               	                       	                      	Strong dissolution

  IR	Early Oligocene  	Early Oligocene  	NP23              	NP23          	195	1201	D	  6	R	CC	  17.00	    137.0100	cur      	Nannofossils                                 	T              	M                 	                         	                    	                                  	                 	R              	                      	                     	                       	R                      	C                    	                 	                    	                         	R                       	R                     	                 	                       	                          	                       	                          	                            	                         	                  	                        	                  	                          	C                             	                      	                       	                           	                         	C              	C                      	                      	Very trace

  IR	Early Oligocene  	Early Oligocene  	NP23              	NP23          	195	1201	D	  7	R	 2	  53.50	    139.7150	cur      	Nannofossils                                 	R              	P                 	                         	                    	                                  	                 	               	                      	F                    	                       	F                      	F                    	                 	                    	F                        	                        	                      	                 	F                      	C                         	                       	                          	                            	                         	                  	                        	                  	                          	                              	                      	                       	                           	                         	               	                       	                      	Dissolution

  IR	Early Oligocene  	Early Oligocene  	NP23              	NP23          	195	1201	D	  7	R	 5	  93.00	    144.0700	cur      	Nannofossils                                 	R              	P                 	                         	                    	                                  	                 	               	                      	F                    	                       	F                      	F                    	                 	                    	R                        	                        	                      	                 	R                      	C                         	                       	                          	R                           	                         	                  	                        	                  	                          	                              	                      	R                      	                           	                         	               	                       	                      	Dissolution

  IR	Early Oligocene  	Early Oligocene  	NP23              	NP23          	195	1201	D	  7	R	 6	  72.00	    145.1500	cur      	Nannofossils                                 	R              	P                 	                         	                    	                                  	                 	               	                      	R                    	                       	R                      	R                    	                 	                    	R                        	                        	                      	                 	R                      	F                         	                       	                          	                            	                         	                  	                        	                  	                          	                              	                      	                       	                           	                         	               	                       	                      	Strong dissolution

  IR	Early Oligocene  	Early Oligocene  	NP23              	NP23          	195	1201	D	  7	R	CC	  28.00	    146.9300	cur      	Nannofossils                                 	F              	P                 	                         	                    	                                  	                 	R              	                      	F                    	                       	C                      	C                    	                 	                    	R                        	F                       	                      	                 	                       	C                         	                       	                          	                            	                         	                  	                        	                  	                          	                              	                      	                       	                           	                         	C              	                       	                      	Dissolution

  IR	Early Oligocene  	Early Oligocene  	NP23              	NP23          	195	1201	D	  8	R	CC	   0.00	    157.0300	cur      	Nannofossils                                 	T              	P                 	                         	                    	                                  	                 	               	                      	                     	                       	                       	                     	                 	                    	                         	                        	                      	                 	                       	R                         	                       	                          	                            	                         	                  	                        	                  	                          	                              	                      	                       	                           	                         	               	                       	                      	       

  IR	Early Oligocene  	Early Oligocene  	NP23              	NP23          	195	1201	D	  9	R	CC	  14.00	    166.0500	cur      	Nannofossils                                 	T              	M                 	                         	                    	                                  	                 	               	                      	                     	                       	R                      	C                    	                 	                    	                         	                        	                      	                 	                       	C                         	                       	                          	                            	                         	                  	                        	                  	                          	                              	                      	                       	                           	                         	               	                       	                      	       

  IR	Early Oligocene  	Early Oligocene  	NP23              	NP23          	195	1201	D	 10	R	CC	  16.00	    172.3000	cur      	Nannofossils                                 	R              	M                 	                         	                    	                                  	                 	               	                      	R                    	                       	R                      	C                    	                 	                    	                         	                        	                      	                 	                       	C                         	                       	                          	                            	                         	                  	                        	                  	                          	                              	                      	                       	                           	                         	               	                       	                      	       

  IR	Early Oligocene  	Early Oligocene  	NP23              	NP23          	195	1201	D	 11	R	CC	  10.00	    186.2000	cur      	Nannofossils                                 	R              	M                 	                         	                    	                                  	                 	               	                      	                     	                       	                       	C                    	                 	                    	                         	                        	                      	                 	                       	C                         	                       	                          	                            	                         	                  	                        	                  	                          	                              	                      	                       	                           	                         	               	                       	                      	       

  IR	Early Oligocene  	Early Oligocene  	NP23              	NP23          	195	1201	D	 12	R	CC	  24.00	    194.7400	cur      	Nannofossils                                 	R              	M                 	                         	                    	                                  	                 	               	                      	                     	                       	                       	C                    	                 	                    	                         	                        	                      	                 	                       	C                         	                       	                          	                            	                         	                  	                        	                  	                          	                              	                      	                       	                           	                         	               	                       	                      	       

  IR	Early Oligocene  	Early Oligocene  	NP23              	NP23          	195	1201	D	 13	R	CC	   4.00	    204.5000	cur      	Nannofossils                                 	R              	M                 	                         	                    	                                  	                 	               	                      	                     	                       	                       	                     	                 	                    	                         	                        	                      	                 	                       	C                         	                       	                          	                            	                         	                  	                        	                  	                          	                              	                      	                       	                           	                         	               	                       	                      	       

  IR	Early Oligocene  	Early Oligocene  	NP23              	NP23          	195	1201	D	 14	R	CC	  16.00	    212.6400	cur      	Nannofossils                                 	R              	M                 	                         	                    	                                  	                 	               	                      	R                    	                       	R                      	F                    	                 	                    	C                        	R                       	R                     	                 	C                      	A                         	                       	R                         	C                           	F                        	                  	R                       	                  	                          	                              	                      	                       	                           	                         	               	R                      	F                     	       

  IR	Early Oligocene  	Early Oligocene  	NP23              	NP23          	195	1201	D	 16	R	CC	  20.00	    230.7600	cur      	Nannofossils                                 	R              	M                 	                         	                    	                                  	                 	               	                      	                     	                       	R                      	                     	                 	                    	                         	                        	                      	                 	                       	F                         	                       	                          	R                           	                         	                  	                        	                  	                          	                              	                      	                       	                           	                         	               	                       	                      	       

  IR	Early Oligocene  	Early Oligocene  	NP23              	NP23          	195	1201	D	 17	R	CC	   9.00	    242.4100	cur      	Nannofossils                                 	T              	M                 	                         	                    	                                  	                 	               	                      	                     	                       	R                      	                     	                 	                    	                         	                        	                      	                 	                       	C                         	                       	                          	                            	                         	                  	                        	                  	                          	                              	                      	                       	                           	                         	               	                       	                      	       

  IR	Early Oligocene  	Early Oligocene  	NP22              	NP22          	195	1201	D	 19	R	CC	  13.00	    261.9600	cur      	Nannofossils                                 	R              	P                 	                         	                    	R                                 	                 	               	                      	                     	                       	F                      	                     	                 	                    	C                        	R                       	                      	                 	F                      	C                         	                       	                          	F                           	                         	                  	                        	                  	                          	                              	                      	                       	                           	                         	C              	                       	                      	Strong dissolution

  IR	Early Oligocene  	Early Oligocene  	NP22              	NP22          	195	1201	D	 20	R	CC	  18.00	    271.2600	cur      	Nannofossils                                 	T              	P                 	                         	                    	                                  	                 	               	                      	                     	                       	                       	                     	                 	                    	                         	                        	                      	                 	                       	R                         	                       	                          	                            	                         	                  	                        	                  	                          	                              	                      	                       	                           	                         	               	                       	                      	Strong dissolution

  IR	Early Oligocene  	Early Oligocene  	NP22              	NP22          	195	1201	D	 21	R	CC	   0.00	    280.9200	cur      	Nannofossils                                 	F              	P                 	                         	                    	F                                 	                 	               	                      	F                    	                       	C                      	                     	                 	                    	C                        	                        	                      	                 	C                      	C                         	                       	                          	F                           	                         	                  	                        	                  	                          	                              	                      	                       	                           	R                        	C              	                       	                      	Strong dissolution

  IR	Early Oligocene  	Early Oligocene  	NP22              	NP22          	195	1201	D	 22	R	 4	  56.00	    287.2800	cur      	Nannofossils                                 	F              	P                 	                         	                    	R                                 	                 	F              	                      	R                    	                       	F                      	F                    	                 	                    	                         	                        	                      	                 	F                      	R                         	                       	                          	F                           	                         	                  	                        	                  	                          	                              	                      	                       	R                          	R                        	               	                       	                      	Strong dissolution

  IR	Early Oligocene  	Early Oligocene  	NP22              	NP22          	195	1201	D	 22	R	 6	  78.00	    290.4700	cur      	Nannofossils                                 	C              	P                 	                         	                    	                                  	                 	               	                      	                     	                       	C                      	C                    	                 	                    	C                        	                        	                      	                 	C                      	F                         	                       	                          	R                           	                         	                  	                        	                  	                          	                              	                      	                       	                           	                         	               	                       	                      	Strong dissolution(90% identifiable)

  IR	Early Oligocene  	Early Oligocene  	NP22              	NP22          	195	1201	D	 22	R	CC	  13.00	    290.8600	cur      	Nannofossils                                 	F              	P                 	                         	                    	C                                 	                 	               	                      	R                    	                       	F                      	                     	                 	                    	C                        	R                       	F                     	                 	C                      	C                         	                       	                          	F                           	                         	                  	                        	                  	                          	                              	                      	                       	                           	R                        	               	                       	                      	Strong dissolution

  IR	Early Oligocene  	Early Oligocene  	NP22              	NP22          	195	1201	D	 23	R	CC	   0.00	    301.0200	cur      	Nannofossils                                 	R              	M                 	                         	A                   	C                                 	                 	               	                      	F                    	                       	C                      	                     	                 	                    	C                        	                        	                      	                 	C                      	C                         	                       	                          	                            	                         	                  	                        	                  	                          	                              	                      	F                      	                           	                         	               	                       	                      	dissolution

  IR	Early Oligocene  	Early Oligocene  	NP22              	NP22          	195	1201	D	 24	R	 1	  94.00	    302.4400	cur      	Nannofossils                                 	C              	P                 	                         	                    	                                  	                 	F              	                      	                     	                       	C                      	C                    	                 	                    	C                        	                        	                      	                 	                       	                          	                       	                          	                            	                         	                  	                        	                  	                          	C                             	                      	                       	F                          	                         	               	                       	                      	debries and overgrown

  IR	Early Oligocene  	Early Oligocene  	NP22              	NP22          	195	1201	D	 24	R	 3	  38.00	    304.4200	cur      	Nannofossils                                 	C              	P                 	                         	                    	                                  	                 	C              	                      	                     	                       	C                      	F                    	                 	                    	C                        	                        	                      	                 	F                      	                          	                       	                          	F                           	                         	                  	                        	                  	                          	C                             	R                     	F                      	C                          	                         	               	                       	                      	Strong dissolution

  IR	Early Oligocene  	Early Oligocene  	NP22              	NP22          	195	1201	D	 24	R	CC	   0.00	    307.4900	cur      	Nannofossils                                 	F              	M                 	                         	C                   	C                                 	                 	               	                      	R                    	                       	C                      	C                    	                 	                    	F                        	R                       	                      	                 	                       	                          	                       	                          	                            	F                        	                  	                        	                  	                          	                              	                      	                       	                           	                         	               	                       	                      	       

  IR	Early Oligocene  	Early Oligocene  	NP22              	NP22          	195	1201	D	 25	R	CC	   0.00	    317.3600	cur      	Nannofossils                                 	F              	P                 	                         	                    	F                                 	                 	               	                      	F                    	                       	C                      	C                    	                 	                    	R                        	R                       	                      	                 	R                      	                          	                       	                          	F                           	                         	                  	                        	                  	                          	C                             	                      	                       	                           	                         	               	                       	                      	Strong dissolution

  IR	                 	                 	                  	              	195	1201	D	 26	R	 7	  31.00	    329.4400	cur      	Nannofossils                                 	C              	M                 	                         	                    	                                  	                 	               	                      	                     	                       	                       	C                    	                 	                    	C                        	                        	                      	                 	                       	R                         	                       	                          	                            	                         	                  	                        	                  	                          	                              	                      	                       	                           	                         	               	                       	                      	       

  IR	Early Oligocene  	Early Oligocene  	NP22              	NP22          	195	1201	D	 26	R	CC	  17.00	    330.5800	cur      	Nannofossils                                 	F              	P                 	                         	                    	F                                 	                 	               	                      	F                    	R                      	C                      	C                    	                 	                    	C                        	F                       	                      	                 	F                      	C                         	                       	                          	                            	                         	                  	                        	                  	                          	                              	                      	                       	                           	                         	               	                       	                      	Strong-moderate dissolution

  IR	Early Oligocene  	Early Oligocene  	NP22              	NP22          	195	1201	D	 27	R	 5	  87.00	    336.4300	cur      	Nannofossils                                 	R              	M                 	                         	                    	                                  	                 	               	                      	                     	                       	R                      	                     	                 	                    	                         	                        	                      	                 	                       	                          	                       	                          	                            	                         	                  	                        	                  	                          	                              	                      	                       	                           	                         	               	                       	                      	       

  IR	Early Oligocene  	Early Oligocene  	NP22              	NP22          	195	1201	D	 27	R	CC	  20.00	    340.2100	cur      	Nannofossils                                 	F              	M                 	                         	                    	                                  	                 	F              	                      	C                    	                       	F                      	R                    	                 	                    	C                        	                        	                      	                 	F                      	C                         	                       	                          	                            	                         	                  	                        	                  	                          	                              	                      	                       	                           	                         	               	                       	                      	       

  IR	Early Oligocene  	Early Oligocene  	NP22              	NP22          	195	1201	D	 28	R	CC	   0.00	    347.9700	cur      	Nannofossils                                 	T              	M                 	                         	                    	                                  	                 	               	                      	R                    	                       	                       	                     	                 	                    	F                        	                        	                      	                 	                       	R                         	                       	                          	                            	                         	                  	                        	                  	                          	                              	                      	                       	                           	                         	               	                       	                      	       

  IR	Early Oligocene  	Early Oligocene  	NP22              	NP22          	195	1201	D	 29	R	CC	  16.00	    356.2400	cur      	Nannofossils                                 	T              	G                 	                         	                    	                                  	                 	               	                      	                     	                       	                       	                     	                 	                    	                         	                        	                      	                 	                       	                          	                       	                          	R                           	                         	                  	                        	                  	                          	                              	                      	                       	                           	                         	               	                       	                      	       

  IR	Late Eocene      	Early Oligocene  	NP21              	NP21          	195	1201	D	 31	R	CC	  20.00	    378.1900	cur      	Nannofossils                                 	F              	M                 	                         	                    	                                  	F                	               	                      	                     	F                      	C                      	C                    	                 	                    	                         	R                       	                      	F                	                       	                          	                       	                          	                            	                         	                  	                        	                  	                          	                              	                      	                       	                           	                         	               	                       	                      	       

  IR	Late Eocene      	Early Oligocene  	NP21              	NP21          	195	1201	D	 32	R	 7	  52.50	    386.9850	cur      	Nannofossils                                 	R              	P                 	                         	                    	R                                 	                 	               	                      	                     	                       	R                      	                     	                 	                    	                         	                        	                      	                 	                       	                          	                       	                          	                            	                         	                  	                        	                  	                          	                              	                      	                       	                           	                         	               	                       	                      	       

  IR	Late Eocene      	Early Oligocene  	NP21              	NP21          	195	1201	D	 32	R	CC	   8.00	    387.1800	cur      	Nannofossils                                 	T              	M                 	                         	                    	                                  	                 	               	                      	                     	                       	                       	                     	                 	                    	                         	                        	                      	                 	                       	R                         	                       	                          	                            	                         	                  	                        	                  	                          	                              	                      	                       	                           	                         	               	                       	                      	       

  IR	Late Eocene      	Early Oligocene  	NP21              	NP21          	195	1201	D	 33	R	CC	  17.00	    397.0300	cur      	Nannofossils                                 	R              	P                 	                         	                    	A                                 	R                	               	                      	                     	                       	C                      	                     	                 	                    	                         	                        	                      	                 	                       	                          	                       	                          	                            	                         	                  	                        	                  	                          	R                             	                      	                       	                           	                         	               	                       	                      	       

  IR	Late Eocene      	Early Oligocene  	NP21              	NP21          	195	1201	D	 35	R	CC	  11.00	    415.1400	cur      	Nannofossils                                 	R              	P                 	                         	                    	R                                 	R                	               	                      	                     	                       	R                      	                     	                 	                    	                         	                        	                      	                 	                       	                          	                       	                          	                            	                         	                  	                        	                  	                          	                              	                      	                       	                           	                         	               	                       	                      	       

  IR	Late Eocene      	Early Oligocene  	NP21              	NP21          	195	1201	D	 36	R	 4	   2.00	    420.7500	cur      	Nannofossils                                 	A              	G                 	                         	                    	F                                 	F                	F              	R                     	C                    	R                      	A                      	C                    	C                	R                   	F                        	                        	R                     	R                	R                      	A                         	R                      	R                         	C                           	F                        	F                 	F                       	R                 	F                         	                              	                      	                       	                           	                         	               	                       	                      	       

  IR	Late Eocene      	Early Oligocene  	NP21              	NP21          	195	1201	D	 36	R	 4	  85.00	    421.5800	cur      	Nannofossils                                 	R              	M                 	                         	                    	                                  	                 	F              	                      	                     	                       	A                      	A                    	C                	                    	                         	                        	                      	                 	                       	C                         	                       	                          	                            	                         	                  	                        	                  	                          	                              	                      	                       	                           	                         	               	                       	                      	       

  IR	Late Eocene      	Early Oligocene  	NP21              	NP21          	195	1201	D	 36	R	CC	  18.00	    426.5700	cur      	Nannofossils                                 	R              	M                 	                         	                    	F                                 	R                	               	                      	R                    	                       	A                      	C                    	F                	                    	F                        	                        	                      	F                	F                      	C                         	                       	                          	                            	                         	                  	                        	                  	                          	                              	                      	                       	                           	                         	               	                       	                      	       

  IR	Late Eocene      	Early Oligocene  	NP21              	NP21          	195	1201	D	 38	R	 1	  12.00	    436.1200	cur      	Nannofossils                                 	R              	P                 	                         	                    	C                                 	                 	               	                      	R                    	                       	C                      	                     	                 	                    	                         	                        	                      	                 	                       	                          	                       	                          	                            	                         	                  	                        	                  	                          	                              	                      	                       	                           	                         	               	                       	                      	       

  IR	Late Eocene      	Early Oligocene  	NP21              	NP21          	195	1201	D	 38	R	 2	  83.00	    438.1000	cur      	Nannofossils                                 	A              	M                 	                         	                    	C                                 	R                	               	                      	R                    	                       	C                      	C                    	R                	R                   	R                        	R                       	R                     	                 	                       	                          	                       	                          	                            	                         	                  	                        	                  	                          	                              	                      	                       	                           	                         	               	                       	                      	       

  IR	Late Eocene      	Early Oligocene  	NP21              	NP21          	195	1201	D	 38	R	 4	  53.50	    440.5450	cur      	Nannofossils                                 	C              	M                 	                         	                    	C                                 	                 	               	                      	R                    	                       	R                      	                     	                 	                    	                         	                        	                      	                 	                       	                          	                       	                          	                            	                         	                  	                        	                  	                          	                              	                      	                       	                           	                         	               	                       	                      	       

  IR	Late Eocene      	Early Oligocene  	NP21              	NP21          	195	1201	D	 39	R	 2	  77.50	    447.8150	cur      	Nannofossils                                 	F              	P                 	                         	                    	C                                 	                 	               	                      	                     	                       	C                      	                     	                 	                    	                         	                        	                      	                 	                       	                          	                       	                          	                            	                         	                  	                        	                  	                          	                              	                      	                       	                           	                         	               	                       	                      	       

  IR	Late Eocene      	Early Oligocene  	NP21              	NP21          	195	1201	D	 39	R	CC	   0.00	    454.6100	cur      	Nannofossils                                 	R              	P                 	                         	                    	A                                 	                 	               	                      	                     	                       	A                      	                     	                 	                    	                         	                        	                      	                 	                       	                          	                       	                          	                            	                         	                  	                        	                  	                          	                              	                      	                       	                           	                         	               	                       	                      	       

  IR	Late Eocene      	Late Eocene      	NP19/20           	NP19/20       	195	1201	D	 40	R	 6	  10.00	    462.3600	cur      	Nannofossils                                 	A              	M                 	                         	                    	C                                 	F                	F              	C                     	R                    	C                      	C                      	C                    	F                	                    	                         	                        	                      	                 	                       	                          	                       	                          	                            	                         	                  	                        	                  	                          	                              	                      	                       	                           	                         	               	                       	                      	       

  IR	Late Eocene      	Late Eocene      	NP19/20           	NP19/20       	195	1201	D	 40	R	 6	  25.00	    462.5100	cur      	Nannofossils                                 	A              	M                 	                         	                    	C                                 	F                	F              	C                     	R                    	C                      	C                      	C                    	F                	                    	                         	                        	                      	                 	                       	                          	                       	                          	                            	                         	                  	                        	                  	                          	                              	                      	                       	                           	                         	               	                       	                      	       

  IR	                 	                 	                  	              	195	1201	D	 40	R	 6	 120.00	    463.4600	cur      	Nannofossils                                 	T              	M                 	                         	R                   	                                  	                 	               	                      	                     	                       	                       	                     	                 	                    	                         	                        	                      	                 	                       	                          	                       	                          	                            	                         	                  	                        	                  	                          	                              	                      	                       	                           	                         	               	                       	                      	       

  IR	                 	                 	                  	              	195	1201	D	 41	R	 3	  32.00	    468.0000	cur      	Nannofossils                                 	T              	P                 	R                        	                    	                                  	                 	               	                      	                     	                       	                       	                     	                 	                    	                         	                        	                      	                 	                       	                          	                       	                          	                            	                         	                  	                        	                  	                          	                              	                      	                       	                           	                         	               	                       	                      	       

