Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Valvulineria peruensis,Pseudoparrella sandiegoensis,Nonionoides basispinatus,Nonionella auris,Fursenkoina glabra,Buliminella subfusiformis,Buliminella elegantissima,Bolivinellina pacifica,Bolivinellina humilis,Bolivina vaughani,Bolivina costata,Pseudoparrella subperuviana,Cassidulina pulchella,Cancris inflatus,Cancris carmenensis,Virgulinella spp.,Valvulineria inflata,Uvigerina peregrina,Trifarina carinata,Trifarina angulosa,Suggrunda eckisi,Stainforthia sp.,Nonionella stella,Nonionella sp.,Gyroidina sp.,Globobulimina sp.,Epistominella pacifica,Epistominella obesa,Epistominella bradyana,Cassidulina tumida,Cassidulina subglobosa,Cassidulina sp. cf. C. auka,Cassidulina sp.,Cassidulina cushmani,Cancris auricula,Buliminella curta,Bulimina marginata,Bulimina denudata,Brizalina spissa,Brizalina interjuncta,Brizalina alata,Bolivinellina seminuda,Bolivina sp.,Bolivina seminuda humilis,Bolivina salvadorensis,Bolivina plicata,Uvigerina striata,Uvigerina semitrigona,Textularia sp.,Takayanagia delicata,Gyroidina rothwelli,Epistominella afueraensis,Cassidulina detierraensis,Angulogerina carinata bradyana,Bulimina montereyana,Bolivinita minuta,Valvulineria inaequalis,Pullenia subcarinata,Bulimina patagonica,Buliminella curta var. basispinata,Bulimina exilis tenuata,Brizalina interjuncta bicostata,Comment
  SR,                 ,                 ,                  ,              ,112,680,B,2,H,4,123.00,11.2300,Diester-Haass,Benthic Foraminifers                         ,                  ,                      ,                            ,                        ,3,                  ,                         ,                         ,                      ,                     ,                 ,9,                           ,                     ,                ,                   ,0,35,0,0,0,0,0,2,0,11,0,0,0,6,15,0,0,0,0,3,0,0,0,0,0,0,0,0,149,0,10,                 ,                     ,              ,                    ,                   ,                         ,                         ,                              ,                    ,                 ,                       ,                    ,                   ,                                  ,                       ,                               ,PlForams count=10; Pteropods=0;Total BenForams=244; from ODP Leg 112 Ch22 Appx D p.388-389,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,112,680,B,2,H,6,48.00,13.4800,Diester-Haass,Benthic Foraminifers                         ,                  ,                      ,                            ,                        ,4,                  ,                         ,                         ,                      ,                     ,                 ,33,                           ,                     ,                ,                   ,1,1,0,0,0,9,0,4,0,3,5,0,0,9,28,0,0,0,0,1,2,0,0,0,1,0,0,0,88,0,0,                 ,                     ,              ,                    ,                   ,                         ,                         ,                              ,                    ,                 ,                       ,                    ,                   ,                                  ,                       ,                               ,PlForams count=34; Pteropods=0;Total BenForams=191; from ODP Leg 112 Ch22 Appx D p.388-389,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,112,680,B,2,H,6,146.00,14.4600,Diester-Haass,Benthic Foraminifers                         ,                  ,                      ,                            ,                        ,18,                  ,                         ,                         ,                      ,                     ,                 ,29,                           ,                     ,                ,                   ,0,0,0,0,0,0,4,7,0,0,0,0,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,202,0,0,                 ,                     ,              ,                    ,                   ,                         ,                         ,                              ,                    ,                 ,                       ,                    ,                   ,                                  ,                       ,                               ,PlForams count=24; Pteropods=0;Total BenForams=274; from ODP Leg 112 Ch22 Appx D p.388-389,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,112,680,B,2,H,7,66.00,15.1600,Diester-Haass,Benthic Foraminifers                         ,                  ,                      ,                            ,                        ,40,                  ,                         ,                         ,                      ,                     ,                 ,64,                           ,                     ,                ,                   ,0,2,0,0,0,1,0,0,0,1,0,0,0,3,2,0,0,0,0,2,0,0,0,0,0,0,0,0,240,0,0,                 ,                     ,              ,                    ,                   ,                         ,                         ,                              ,                    ,                 ,                       ,                    ,                   ,                                  ,                       ,                               ,PlForams count=14; Pteropods=0;Total BenForams=355; from ODP Leg 112 Ch22 Appx D p.388-389,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,                  ,              ,112,680,B,2,H,CC,20.00,15.4000,Resig    ,Benthic Foraminifers                         ,               ,                  ,                      ,                            ,                        ,15,19,                         ,                         ,4,48,                 ,12,T                          ,                     ,T               ,                   ,                 ,                    ,                   ,                  ,                  ,T               ,                ,                 ,              ,             ,                 ,                      ,                   ,                      ,                  ,                      ,                           ,               ,                    ,                ,                 ,                  ,                 ,                ,                     ,               ,                      ,            ,                         ,                      ,                ,                 ,                     ,              ,                    ,                   ,                         ,                         ,                              ,                    ,                 ,                       ,                    ,                   ,                                  ,                       ,                               ,count=421 from ODP Leg 112 SR Chapter 16 Table 2 p 270
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,112,680,B,3,H,1,146.00,16.4600,Diester-Haass,Benthic Foraminifers                         ,                  ,                      ,                            ,                        ,0,                  ,                         ,                         ,                      ,                     ,                 ,9,                           ,                     ,                ,                   ,0,1,0,0,2,0,0,0,0,9,0,0,0,0,0,1,0,0,0,11,2,0,0,0,0,0,0,0,279,0,7,                 ,                     ,              ,                    ,                   ,                         ,                         ,                              ,                    ,                 ,                       ,                    ,                   ,                                  ,                       ,                               ,PlForams count=0; Pteropods=0;Total BenForams=312; from ODP Leg 112 Ch22 Appx D p.388-389,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,112,680,B,3,H,2,48.00,16.9800,Diester-Haass,Benthic Foraminifers                         ,                  ,                      ,                            ,                        ,5,                  ,                         ,                         ,                      ,                     ,                 ,15,                           ,                     ,                ,                   ,0,69,0,0,0,1,0,1,0,17,1,0,0,0,14,1,0,0,3,34,0,0,0,0,0,1,0,0,112,0,0,                 ,                     ,              ,                    ,                   ,                         ,                         ,                              ,                    ,                 ,                       ,                    ,                   ,                                  ,                       ,                               ,PlForams count=3; Pteropods=0;Total BenForams=278; from ODP Leg 112 Ch22 Appx D p.388-389,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,112,680,B,3,H,2,123.00,17.7300,Diester-Haass,Benthic Foraminifers                         ,                  ,                      ,                            ,                        ,43,                  ,                         ,                         ,                      ,                     ,                 ,17,                           ,                     ,                ,                   ,0,3,0,0,0,3,2,0,0,2,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,                 ,                     ,              ,                    ,                   ,                         ,                         ,                              ,                    ,                 ,                       ,                    ,                   ,                                  ,                       ,                               ,PlForams count=17; Pteropods=0;Total BenForams=219; from ODP Leg 112 Ch22 Appx D p.388-389,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,112,680,B,3,H,3,23.00,18.2300,Diester-Haass,Benthic Foraminifers                         ,                  ,                      ,                            ,                        ,111,                  ,                         ,                         ,                      ,                     ,                 ,13,                           ,                     ,                ,                   ,0,1,0,0,0,4,1,0,0,1,0,0,0,3,64,0,0,0,3,0,3,0,0,0,0,0,0,0,243,0,0,                 ,                     ,              ,                    ,                   ,                         ,                         ,                              ,                    ,                 ,                       ,                    ,                   ,                                  ,                       ,                               ,PlForams count=33; Pteropods=0;Total BenForams=447; from ODP Leg 112 Ch22 Appx D p.388-389,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,112,680,B,3,H,3,48.00,18.4800,Diester-Haass,Benthic Foraminifers                         ,                  ,                      ,                            ,                        ,174,                  ,                         ,                         ,                      ,                     ,                 ,27,                           ,                     ,                ,                   ,1,1,0,0,0,6,12,0,4,0,1,0,0,0,44,0,0,0,0,3,0,0,0,0,0,0,0,0,295,0,0,                 ,                     ,              ,                    ,                   ,                         ,                         ,                              ,                    ,                 ,                       ,                    ,                   ,                                  ,                       ,                               ,PlForams count=28; Pteropods=0;Total BenForams=569; from ODP Leg 112 Ch22 Appx D p.388-389,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,                  ,              ,112,680,B,3,H,3,69.00,18.6900,Resig    ,Benthic Foraminifers                         ,               ,                  ,                      ,                            ,                        ,7,7,                         ,T                        ,T                     ,55,                 ,1,6,1,                ,T                  ,                 ,                    ,                   ,                  ,                  ,19,                ,                 ,              ,             ,                 ,                      ,                   ,                      ,                  ,                      ,                           ,               ,                    ,                ,                 ,                  ,                 ,                ,                     ,               ,                      ,            ,                         ,                      ,                ,                 ,                     ,              ,2,                   ,                         ,                         ,                              ,T                   ,1,                       ,                    ,                   ,1,                       ,                               ,count=371 from ODP Leg 112 SR Chapter 16 Table 2 p 270
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,112,680,B,3,H,3,98.00,18.9800,Diester-Haass,Benthic Foraminifers                         ,                  ,                      ,                            ,                        ,90,                  ,                         ,                         ,                      ,                     ,                 ,14,                           ,                     ,                ,                   ,0,12,0,0,0,3,0,0,0,8,1,2,0,4,16,0,0,0,0,3,5,0,0,0,0,0,0,0,151,0,1,                 ,                     ,              ,                    ,                   ,                         ,                         ,                              ,                    ,                 ,                       ,                    ,                   ,                                  ,                       ,                               ,PlForams count=6; Pteropods=0;Total BenForams=310; from ODP Leg 112 Ch22 Appx D p.388-389,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,112,680,B,3,H,4,23.00,19.7300,Diester-Haass,Benthic Foraminifers                         ,                  ,                      ,                            ,                        ,63,                  ,                         ,                         ,                      ,                     ,                 ,18,                           ,                     ,                ,                   ,3,9,0,0,0,3,0,0,0,48,8,1,0,14,1,0,0,0,2,6,13,0,0,0,0,0,0,0,147,0,0,                 ,                     ,              ,                    ,                   ,                         ,                         ,                              ,                    ,                 ,                       ,                    ,                   ,                                  ,                       ,                               ,PlForams count=0; Pteropods=0;Total BenForams=336; from ODP Leg 112 Ch22 Appx D p.388-389,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,112,680,B,3,H,4,73.00,20.2300,Diester-Haass,Benthic Foraminifers                         ,                  ,                      ,                            ,                        ,21,                  ,                         ,                         ,                      ,                     ,                 ,82,                           ,                     ,                ,                   ,0,1,0,0,0,0,0,0,0,37,0,0,0,29,23,0,0,2,0,13,22,0,0,0,0,0,0,0,89,0,4,                 ,                     ,              ,                    ,                   ,                         ,                         ,                              ,                    ,                 ,                       ,                    ,                   ,                                  ,                       ,                               ,PlForams count=7; Pteropods=0;Total BenForams=323; from ODP Leg 112 Ch22 Appx D p.388-389,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,112,680,B,3,H,4,146.00,20.9600,Diester-Haass,Benthic Foraminifers                         ,                  ,                      ,                            ,                        ,6,                  ,                         ,                         ,                      ,                     ,                 ,30,                           ,                     ,                ,                   ,0,2,0,1,1,3,0,0,0,82,0,0,0,75,92,0,0,1,6,3,3,0,0,0,0,0,0,0,54,0,0,                 ,                     ,              ,                    ,                   ,                         ,                         ,                              ,                    ,                 ,                       ,                    ,                   ,                                  ,                       ,                               ,PlForams count=2; Pteropods=0;Total BenForams=359; from ODP Leg 112 Ch22 Appx D p.388-389,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,112,680,B,3,H,5,23.00,21.2300,Diester-Haass,Benthic Foraminifers                         ,                  ,                      ,                            ,                        ,8,                  ,                         ,                         ,                      ,                     ,                 ,82,                           ,                     ,                ,                   ,0,25,0,7,3,4,0,0,1,128,0,24,0,17,157,0,5,0,1,0,1,0,0,13,1,0,0,0,89,1,4,                 ,                     ,              ,                    ,                   ,                         ,                         ,                              ,                    ,                 ,                       ,                    ,                   ,                                  ,                       ,                               ,PlForams count=9; Pteropods=0;Total BenForams=578; from ODP Leg 112 Ch22 Appx D p.388-389,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,112,680,B,3,H,5,73.00,21.7300,Diester-Haass,Benthic Foraminifers                         ,                  ,                      ,                            ,                        ,50,                  ,                         ,                         ,                      ,                     ,                 ,39,                           ,                     ,                ,                   ,0,24,0,0,0,0,0,2,0,6,0,0,0,0,86,0,0,0,4,10,2,0,0,0,0,0,0,0,239,0,0,                 ,                     ,              ,                    ,                   ,                         ,                         ,                              ,                    ,                 ,                       ,                    ,                   ,                                  ,                       ,                               ,PlForams count=2; Pteropods=0;Total BenForams=462; from ODP Leg 112 Ch22 Appx D p.388-389,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,112,680,B,3,H,5,123.00,22.2300,Diester-Haass,Benthic Foraminifers                         ,                  ,                      ,                            ,                        ,189,                  ,                         ,                         ,                      ,                     ,                 ,60,                           ,                     ,                ,                   ,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,2,0,1,0,0,0,0,0,0,0,192,0,0,                 ,                     ,              ,                    ,                   ,                         ,                         ,                              ,                    ,                 ,                       ,                    ,                   ,                                  ,                       ,                               ,PlForams count=89; Pteropods=26;Total BenForams=448; from ODP Leg 112 Ch22 Appx D p.388-389,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,112,680,B,3,H,6,23.00,22.7300,Diester-Haass,Benthic Foraminifers                         ,                  ,                      ,                            ,                        ,97,                  ,                         ,                         ,                      ,                     ,                 ,30,                           ,                     ,                ,                   ,4,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,188,0,0,                 ,                     ,              ,                    ,                   ,                         ,                         ,                              ,                    ,                 ,                       ,                    ,                   ,                                  ,                       ,                               ,PlForams count=33; Pteropods=12;Total BenForams=324; from ODP Leg 112 Ch22 Appx D p.388-389,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,112,680,B,3,H,6,73.00,23.2300,Diester-Haass,Benthic Foraminifers                         ,                  ,                      ,                            ,                        ,4,                  ,                         ,                         ,                      ,                     ,                 ,22,                           ,                     ,                ,                   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,162,0,0,                 ,                     ,              ,                    ,                   ,                         ,                         ,                              ,                    ,                 ,                       ,                    ,                   ,                                  ,                       ,                               ,PlForams count=1; Pteropods=0;Total BenForams=194; from ODP Leg 112 Ch22 Appx D p.388-389,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,112,680,B,3,H,6,123.00,23.7300,Diester-Haass,Benthic Foraminifers                         ,                  ,                      ,                            ,                        ,3,                  ,                         ,                         ,                      ,                     ,                 ,5,                           ,                     ,                ,                   ,1,1,0,0,0,0,0,1,0,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,252,0,0,                 ,                     ,              ,                    ,                   ,                         ,                         ,                              ,                    ,                 ,                       ,                    ,                   ,                                  ,                       ,                               ,PlForams count=2; Pteropods=0;Total BenForams=268; from ODP Leg 112 Ch22 Appx D p.388-389,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,112,680,B,3,H,7,23.00,24.2300,Diester-Haass,Benthic Foraminifers                         ,                  ,                      ,                            ,                        ,2,                  ,                         ,                         ,                      ,                     ,                 ,4,                           ,                     ,                ,                   ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,162,0,0,                 ,                     ,              ,                    ,                   ,                         ,                         ,                              ,                    ,                 ,                       ,                    ,                   ,                                  ,                       ,                               ,PlForams count=3; Pteropods=0;Total BenForams=173; from ODP Leg 112 Ch22 Appx D p.388-389,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,112,680,B,3,H,7,48.00,24.4800,Diester-Haass,Benthic Foraminifers                         ,                  ,                      ,                            ,                        ,0,                  ,                         ,                         ,                      ,                     ,                 ,0,                           ,                     ,                ,                   ,0,25,0,0,23,0,0,1,0,15,0,0,0,0,0,0,256,0,0,0,0,0,0,0,3,0,54,0,3,0,0,                 ,                     ,              ,                    ,                   ,                         ,                         ,                              ,                    ,                 ,                       ,                    ,                   ,                                  ,                       ,                               ,PlForams count=50; Pteropods=0;Total BenForams=382; from ODP Leg 112 Ch22 Appx D p.388-389,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,                  ,              ,112,680,B,3,H,7,62.00,24.6200,Resig    ,Benthic Foraminifers                         ,               ,                  ,                      ,T                           ,                        ,1,1,                         ,T                        ,T                     ,11,                 ,T               ,                           ,                     ,6,                   ,                 ,                    ,                   ,                  ,                  ,                ,                ,                 ,              ,             ,                 ,                      ,                   ,                      ,                  ,                      ,                           ,               ,                    ,T               ,                 ,                  ,                 ,                ,3,               ,                      ,            ,                         ,                      ,                ,1,8,T             ,T                   ,8,                         ,59,                              ,                    ,                 ,T                      ,T                   ,T                  ,                                  ,                       ,                               ,count=367 from ODP Leg 112 SR Chapter 16 Table 2 p 270
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,112,680,B,4,H,1,23.00,24.7300,Diester-Haass,Benthic Foraminifers                         ,                  ,                      ,                            ,                        ,1,                  ,                         ,                         ,                      ,                     ,                 ,28,                           ,                     ,                ,                   ,0,49,0,5,23,0,0,0,5,125,0,0,0,0,0,0,37,1,0,0,0,0,0,0,9,0,56,0,70,0,68,                 ,                     ,              ,                    ,                   ,                         ,                         ,                              ,                    ,                 ,                       ,                    ,                   ,                                  ,                       ,                               ,PlForams count=9; Pteropods=0;Total BenForams=477; from ODP Leg 112 Ch22 Appx D p.388-389,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,112,680,B,4,H,1,73.00,25.2300,Diester-Haass,Benthic Foraminifers                         ,                  ,                      ,                            ,                        ,8,                  ,                         ,                         ,                      ,                     ,                 ,68,                           ,                     ,                ,                   ,0,0,0,0,0,0,1,0,0,6,3,0,0,0,29,0,5,0,10,18,0,0,0,0,1,0,0,0,136,0,5,                 ,                     ,              ,                    ,                   ,                         ,                         ,                              ,                    ,                 ,                       ,                    ,                   ,                                  ,                       ,                               ,PlForams count=8; Pteropods=0;Total BenForams=291; from ODP Leg 112 Ch22 Appx D p.388-389,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,112,680,B,4,H,1,123.00,25.7300,Diester-Haass,Benthic Foraminifers                         ,                  ,                      ,                            ,                        ,3,                  ,                         ,                         ,                      ,                     ,                 ,11,                           ,                     ,                ,                   ,0,26,0,0,0,0,0,0,2,10,0,3,0,0,3,0,17,0,119,0,1,0,0,0,2,0,147,0,60,0,88,                 ,                     ,              ,                    ,                   ,                         ,                         ,                              ,                    ,                 ,                       ,                    ,                   ,                                  ,                       ,                               ,PlForams count=3; Pteropods=0;Total BenForams=494; from ODP Leg 112 Ch22 Appx D p.388-389,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,112,680,B,4,H,1,146.00,25.9600,Diester-Haass,Benthic Foraminifers                         ,                  ,                      ,                            ,                        ,14,                  ,                         ,                         ,                      ,                     ,                 ,19,                           ,                     ,                ,                   ,0,4,0,0,0,33,0,5,0,32,0,0,0,0,21,0,0,0,80,2,7,0,0,0,3,0,10,0,59,0,11,                 ,                     ,              ,                    ,                   ,                         ,                         ,                              ,                    ,                 ,                       ,                    ,                   ,                                  ,                       ,                               ,PlForams count=30; Pteropods=0;Total BenForams=300; from ODP Leg 112 Ch22 Appx D p.388-389,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,112,680,B,4,H,2,23.00,26.2300,Diester-Haass,Benthic Foraminifers                         ,                  ,                      ,                            ,                        ,7,                  ,                         ,                         ,                      ,                     ,                 ,25,                           ,                     ,                ,                   ,0,4,0,1,0,9,0,0,0,9,0,0,0,0,17,0,0,0,42,4,5,0,0,0,1,0,0,0,181,0,15,                 ,                     ,              ,                    ,                   ,                         ,                         ,                              ,                    ,                 ,                       ,                    ,                   ,                                  ,                       ,                               ,PlForams count=1; Pteropods=0;Total BenForams=320; from ODP Leg 112 Ch22 Appx D p.388-389,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,112,680,B,4,H,2,98.00,26.9800,Diester-Haass,Benthic Foraminifers                         ,                  ,                      ,                            ,                        ,35,                  ,                         ,                         ,                      ,                     ,                 ,7,                           ,                     ,                ,                   ,0,9,1,0,0,75,1,17,1,4,1,0,0,0,32,0,0,0,7,10,5,0,0,0,0,0,0,0,290,0,6,                 ,                     ,              ,                    ,                   ,                         ,                         ,                              ,                    ,                 ,                       ,                    ,                   ,                                  ,                       ,                               ,PlForams count=2; Pteropods=0;Total BenForams=501; from ODP Leg 112 Ch22 Appx D p.388-389,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,112,680,B,4,H,2,146.00,27.4600,Diester-Haass,Benthic Foraminifers                         ,                  ,                      ,                            ,                        ,26,                  ,                         ,                         ,                      ,                     ,                 ,25,                           ,                     ,                ,                   ,4,0,1,0,0,0,                ,10,5,0,8,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,47,0,2,                 ,                     ,              ,                    ,                   ,                         ,                         ,                              ,                    ,                 ,                       ,                    ,                   ,                                  ,                       ,                               ,PlForams count=386; Pteropods=0;Total BenForams=163; from ODP Leg 112 Ch22 Appx D p.388-389,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,112,680,B,4,H,3,48.00,27.9800,Diester-Haass,Benthic Foraminifers                         ,                  ,                      ,                            ,                        ,13,                  ,                         ,                         ,                      ,                     ,                 ,38,                           ,                     ,                ,                   ,0,7,0,0,12,5,0,1,0,44,0,0,0,10,9,1,11,0,11,2,2,0,0,0,2,0,8,0,158,0,18,                 ,                     ,              ,                    ,                   ,                         ,                         ,                              ,                    ,                 ,                       ,                    ,                   ,                                  ,                       ,                               ,PlForams count=111; Pteropods=0;Total BenForams=353; from ODP Leg 112 Ch22 Appx D p.388-389,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,                  ,              ,112,680,B,4,H,3,69.00,28.1900,Resig    ,Benthic Foraminifers                         ,               ,                  ,                      ,1,                        ,2,15,T                        ,5,2,46,                 ,1,3,1,T               ,T                  ,                 ,                    ,                   ,                  ,                  ,13,                ,                 ,              ,             ,                 ,                      ,                   ,                      ,                  ,                      ,                           ,               ,                    ,T               ,                 ,                  ,                 ,                ,                     ,               ,                      ,            ,                         ,                      ,1,                 ,                     ,              ,8,2,                         ,T                        ,                              ,T                   ,T                ,                       ,                    ,                   ,                                  ,                       ,                               ,count=721 from ODP Leg 112 SR Chapter 16 Table 2 p 270
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,112,680,B,4,H,3,98.00,28.4800,Diester-Haass,Benthic Foraminifers                         ,                  ,                      ,                            ,                        ,12,                  ,                         ,                         ,                      ,                     ,                 ,23,                           ,                     ,                ,                   ,0,1,0,0,0,13,0,0,0,2,0,0,0,0,5,0,1,9,6,0,0,0,0,0,0,0,0,0,207,0,0,                 ,                     ,              ,                    ,                   ,                         ,                         ,                              ,                    ,                 ,                       ,                    ,                   ,                                  ,                       ,                               ,PlForams count=12; Pteropods=0;Total BenForams=279; from ODP Leg 112 Ch22 Appx D p.388-389,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
