Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology 1 prefix,Lithology 1 principal name,Lithology 1 suffix,LITH 1 prefix+name [read only],LITH 1 prefix+name+suffix [read only],LITH 1 abundance [%],LITH 1 color,LITH 1 lithification,LITH 1 ave. grain size class,LITH 1 ave. grain size rank [read only],LITH 1 max. grain size class,LITH 1 max. grain size rank [read only],LITH 1 grain sorting,LITH 1 Ash abundance name,LITH 1 Ash abundance rank (read only),LITH 1 comment,Lithology 2 prefix,Lithology 2 principal name,Lithology 2 suffix,LITH 2 prefix+name [read only],LITH 2 prefix+name+suffix [read only],LITH 2 abundance [%],Total LITH abundance [%],LITH 2 Ash abundance name,LITH 2 Ash abundance rank (read only),General interval comment,Bottom contact geometry,Bottom contact attitude,LITH 1 Layer or bedding thickness,LITH 1 Sedimentary structure,LITH 1 Bioturbation intensity,LITH 1 Bioturbation intensity rank [read only],LITH 1 Deformational structure,LITH 1 Deformational structure attitude,LITH 1 Diagenetic structure,LITH 1 Diagenetic constituent,LITH 1 Diagenetic constituent composition,LITH 1 Macrofossil,LITH 1 Macrofossil abundance name,LITH 2 Macrofossil,LITH 1 Clast abundance,LITH 1 Number of clasts (>2mm),LITH 1 Clast 1 igneous [%],LITH 1 Clast 1 igneous -  grain size,LITH 1 Clast 1 igneous -  roundness,LITH 1 Clast 1 igneous -  lithology,LITH 1 Clast 2 sediment [%],LITH 1 Clast 2 sediment - grain size,LITH 1 Clast 2 sediment - roundness,LITH 1 Clast 3 -other LITH [%],LITH 1 Clast 3 metamorphic - grain size,LITH 1 Clast 3 metamorphic - roundness,Total clasts calculated LITH 1 [%],LITH 1 Matrix 1 igneous - pumiceous [%],LITH 1 Matrix 2 igneous - scoriaceous [%],LITH 1 Matrix 3 igneous - massive [%],LITH 1 Matrix 4 igneous - vesicular [%],LITH 1 Matrix 5 volcaniclastic [%],LITH 1 Matrix 6 sediment [%],LITH 1 Matrix 7 -other LITH [%],LITH 1 Matrix biogenic carbonate [%],LITH 1 Matrix detritical carbonate [%],LITH 1 Matrix carbonate [%],Total matrix calculated LITH 1 [%],LITH 1 Matrix sorting,LITH 1 Matrix alteration intensity,LITH 1 Matrix alteration rank,LITH 1 Matrix comments,Shore File Links,File Data
349-U1433B-4R-1-A,0,16,203.8,203.96,,clay [Leg339],,clay ,clay ,98,GLEY 1 4/10Y (dark greenish gray),well consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderately well [BP01],,,,,silt [Leg339],,silt ,silt ,2,100,,,,irregular,horizontal,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-4R-1-A,16,19,203.96,203.99,,clay [Leg339],,clay ,clay ,98,GLEY 1 4/10Y (dark greenish gray),well consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderately well [BP01],,,,,silt [Leg339],,silt ,silt ,2,100,,,silt in burrows,irregular,horizontal,thin bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-4R-1-A,19,54,203.99,204.34,,clay [Leg339],,clay ,clay ,100,GLEY 1 4/10Y (dark greenish gray),well consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderately well [BP01],,,,,,,,,,100,,,,gradational,horizontal,medium bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-4R-1-A,54,57,204.34,204.37,,clay [Leg339],,clay ,clay ,100,GLEY 1 4/10GY (dark greenish gray),well consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderately well [BP01],,,,,,,,,,100,,,,gradational,horizontal,thin bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-4R-1-A,57,100,204.37,204.8,,clay [Leg339],,clay ,clay ,100,GLEY 1 4/10Y (dark greenish gray),well consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderately well [BP01],,,,,,,,,,100,,,,,,,color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-4R-2-A,0,15,204.8,204.95,,clay [Leg339],,clay ,clay ,100,GLEY 1 4/10Y (dark greenish gray),well consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderately well [BP01],,,,,,,,,,100,,,,gradational,horizontal,,color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-4R-2-A,15,18,204.95,204.98,,clay [Leg339],,clay ,clay ,100,GLEY 1 4/10GY (dark greenish gray),well consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderately well [BP01],,,,,,,,,,100,,,,gradational,horizontal,thin bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-4R-2-A,18,85,204.98,205.65,,clay [Leg339],,clay ,clay ,100,GLEY 1 4/10Y (dark greenish gray),well consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderately well [BP01],,,,,,,,,,100,,,,,,,color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-4R-CC-A,0,9,205.65,205.74,,clay [Leg339],,clay ,clay ,100,GLEY 1 4/10Y (dark greenish gray),well consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderately well [BP01],,,,,,,,,,100,,,,,,,color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-5R-1-A,0,6,213.5,213.56,,clay [Leg339],with silt [Leg339],clay ,clay  with silt ,100,GLEY 1 4/10GY (dark greenish gray),well consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderately well [BP01],,,,,,,,,,100,,,,gradational,horizontal,thin bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-5R-1-A,6,130,213.56,214.8,,clay [Leg339],with silt [Leg339],clay ,clay  with silt ,100,GLEY 1 4/10Y (dark greenish gray),well consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderately well [BP01],,,,,,,,,,100,,,,erosive,sub-horizontal,very thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-5R-1-A,130,150,214.8,215,,clay [Leg339],,clay ,clay ,100,GLEY 1 4/N (dark gray),well consolidated [B84],clay [W22_1],1,clay [W22_1],1,moderately well [BP01],,,,,,,,,,100,,,,,,medium bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-5R-2-A,0,11,215,215.11,,clay [Leg339],,clay ,clay ,100,GLEY 1 5/10Y (greenish gray),well consolidated [B84],clay [W22_1],1,clay [W22_1],1,moderately well [BP01],,,,,,,,,,100,,,,gradational,sub-horizontal,medium bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-5R-2-A,11,150,215.11,216.5,,clay [Leg339],,clay ,clay ,100,GLEY 1 4/10Y (dark greenish gray),well consolidated [B84],clay [W22_1],1,clay [W22_1],1,moderately well [BP01],,,,,,,,,,100,,,,,,very thick bed [B01],color banding,heavy [DB86],3,,,,nodule,pyrite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-5R-3-A,0,104,216.5,217.54,,clay [Leg339],,clay ,clay ,98,GLEY 1 5/10Y (greenish gray),well consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderately well [BP01],,,,,silt [Leg339],,silt ,silt ,2,100,,,,erosive,sub-horizontal,very thick bed [B01],color banding,heavy [DB86],3,,,,mineral,pyrite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-5R-3-A,104,130,217.54,217.8,,clay [Leg339],,clay ,clay ,100,GLEY 1 4/10Y (dark greenish gray),well consolidated [B84],clay [W22_1],1,clay [W22_1],1,moderately well [BP01],,,,,,,,,,100,,,,,,medium bed [B01],color banding,heavy [DB86],3,,,,mineral,pyrite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-5R-4-A,0,44,218,218.44,,clay [Leg339],,clay ,clay ,98,GLEY 1 5/10Y (greenish gray),well consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderately well [BP01],,,,,silt [Leg339],,silt ,silt ,2,100,,,,erosive,sub-horizontal,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-5R-4-A,44,150,218.44,219.5,,clay [Leg339],,clay ,clay ,100,GLEY 1 4/10Y (dark greenish gray),well consolidated [B84],clay [W22_1],1,clay [W22_1],1,moderately well [BP01],,,,,,,,,,100,,,,,,very thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-5R-5-A,0,18,219.5,219.68,,clay [Leg339],,clay ,clay ,98,GLEY 1 5/10Y (greenish gray),well consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderately well [BP01],,,,,silt [Leg339],,silt ,silt ,2,100,,,,erosive,sub-horizontal,medium bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-5R-5-A,18,23,219.68,219.73,,clay [Leg339],,clay ,clay ,100,GLEY 1 5/N (gray),well consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderately well [BP01],,,,,,,,,,100,,,,erosive,sub-horizontal,thin bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-5R-5-A,23,37,219.73,219.87,,nannofossil ooze [Leg339],,nannofossil ooze ,nannofossil ooze ,100,GLEY 1 7/10Y (light grrenish grey),well consolidated [B84],clay [W22_1],1,clay [W22_1],1,moderately well [BP01],,,,,,,,,,100,,,,gradational,sub-horizontal,medium bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-5R-5-A,37,90,219.87,220.4,,clay [Leg339],,clay ,clay ,100,GLEY 1 5/10Y (greenish gray),well consolidated [B84],clay [W22_1],1,clay [W22_1],1,moderately well [BP01],,,,,,,,,,100,,,,,,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-5R-CC-A,0,13,220.4,220.53,,clay [Leg339],,clay ,clay ,100,GLEY 1 5/10Y (greenish gray),well consolidated [B84],clay [W22_1],1,clay [W22_1],1,moderately well [BP01],,,,,,,,,,100,,,,,,medium bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-6R-1-A,0,70,223.2,223.9,,clay [Leg339],,clay ,clay ,100,GLEY 1 5/10Y (greenish gray),well consolidated [B84],clay [W22_1],1,clay [W22_1],1,moderate [BP01],,,,,,,,,,100,,,,gradational,sub-horizontal,thick bed [B01],color banding,heavy [DB86],3,,,,nodule,pyrite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-6R-1-A,70,90,223.9,224.1,,nannofossil ooze [Leg339],,nannofossil ooze ,nannofossil ooze ,100,GLEY 1 5/N (gray),well consolidated [B84],clay [W22_1],1,clay [W22_1],1,moderate [BP01],,,,,,,,,,100,,,,gradational,sub-horizontal,medium bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-6R-1-A,90,150,224.1,224.7,,clay [Leg339],,clay ,clay ,100,GLEY 1 5/10Y (greenish gray),well consolidated [B84],clay [W22_1],1,clay [W22_1],1,moderate [BP01],,,,,,,,,,100,,,,,,thick bed [B01],color banding,heavy [DB86],3,,,,nodule,pyrite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-6R-2-A,0,30,224.7,225,,clay [Leg339],,clay ,clay ,99,GLEY 1 4/N (dark gray),well consolidated [B84],clay [W22_1],1,clay [W22_1],1,moderate [BP01],,,,,silt [Leg339],,silt ,silt ,1,100,,,,gradational,sub-horizontal,thick bed [B01],color banding,heavy [DB86],3,,,,mineral,pyrite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-6R-2-A,30,78,225,225.48,,clay [Leg339],,clay ,clay ,99,GLEY 1 4/N (dark gray),well consolidated [B84],clay [W22_1],1,clay [W22_1],1,moderate [BP01],,,,,silt [Leg339],,silt ,silt ,1,100,,,,gradational,sub-horizontal,thick bed [B01],color banding,heavy [DB86],3,,,,mineral,pyrite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-6R-2-A,78,137,225.48,226.07,,clay [Leg339],,clay ,clay ,99,GLEY 1 4/N (dark gray),well consolidated [B84],clay [W22_1],1,clay [W22_1],1,moderate [BP01],,,,,silt [Leg339],,silt ,silt ,1,100,,,,gradational,sub-horizontal,thick bed [B01],color banding,heavy [DB86],3,,,,mineral,pyrite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-6R-2-A,137,150,226.07,226.2,,clay [Leg339],,clay ,clay ,100,GLEY 1 4/N (dark gray),well consolidated [B84],clay [W22_1],1,clay [W22_1],1,moderate [BP01],,,,,silt [Leg339],,silt ,silt ,,100,,,,,,medium bed [B01],color banding,heavy [DB86],3,,,,mineral,pyrite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-6R-3-A,0,33,226.2,226.53,,clay [Leg339],,clay ,clay ,100,GLEY 1 5/10Y (greenish gray),well consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderate [BP01],,,,,,,,,,100,,,,gradational,sub-horizontal,thick bed [B01],color banding,heavy [DB86],3,,,,mineral,pyrite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-6R-3-A,33,105,226.53,227.25,,clay [Leg339],,clay ,clay ,100,GLEY 1 5/10Y (greenish gray),well consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderate [BP01],,,,,,,,,,100,,,,gradational,sub-horizontal,thick bed [B01],color banding,heavy [DB86],3,,,,mineral,pyrite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-6R-3-A,105,135,227.25,227.55,,clay [Leg339],,clay ,clay ,100,GLEY 1 5/10Y (greenish gray),well consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderate [BP01],,,,,,,,,,100,,,,,,thick bed [B01],color banding,heavy [DB86],3,,,,mineral,pyrite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-6R-4-A,0,34,227.7,228.04,,clay [Leg339],,clay ,clay ,98,GLEY 1 4/10Y (dark greenish gray),well consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderately well [BP01],,,,,silt [Leg339],,silt ,silt ,2,100,,,,,,,color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-6R-4-A,14,14,227.84,227.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nodule,pyrite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-6R-4-A,31,34,228.01,228.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,graded bedding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-6R-4-A,34,43,228.04,228.13,,clay [Leg339],,clay ,clay ,100,5Y 4/1 (dark gray),well consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderately well [BP01],,,,,,,,,,100,,,,planar,horizontal,thin bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-6R-4-A,43,52,228.13,228.22,,clay [Leg339],,clay ,clay ,98,5Y 4/1 (dark gray),well consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderately well [BP01],,,,,silt [Leg339],,silt ,silt ,2,100,,,,erosive,horizontal,thin bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-6R-4-A,50,52,228.2,228.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,graded bedding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-6R-4-A,52,70,228.22,228.4,,clay [Leg339],,clay ,clay ,98,5Y 4/1 (dark gray),well consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderately well [BP01],,,,,silt [Leg339],,silt ,silt ,2,100,,,,erosive,horizontal,medium bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-6R-4-A,68,70,228.38,228.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,graded bedding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-6R-4-A,70,115,228.4,228.85,,clay [Leg339],,clay ,clay ,98,2.5Y 4/1 (dark gray),well consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderately well [BP01],,,,,silt [Leg339],,silt ,silt ,2,100,,,,erosive,horizontal,medium bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-6R-4-A,112,115,228.82,228.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,graded bedding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-6R-4-A,115,125,228.85,228.95,,clay [Leg339],,clay ,clay ,100,5Y 4/1 (dark gray),well consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderately well [BP01],,,,,,,,,,100,,,,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-6R-CC-A,0,13,228.95,229.08,,clay [Leg339],,clay ,clay ,100,GLEY 1 4/10Y (dark greenish gray),well consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderately well [BP01],,,,,,,,,,100,,,,,,,color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-7R-1-A,0,73,232.9,233.63,,clay [Leg339],,clay ,clay ,100,GLEY 1 5/N (gray),well consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderate [BP01],,,,,,,,,,100,,,,gradational,sub-horizontal,thick bed [B01],color banding,heavy [DB86],3,,,,mineral,pyrite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-7R-1-A,73,113,233.63,234.03,,clay [Leg339],,clay ,clay ,100,GLEY 1 5/N (gray),well consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderate [BP01],,,,,,,,,,100,,,,gradational,sub-horizontal,thick bed [B01],color banding,heavy [DB86],3,,,,mineral,pyrite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
