Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),,Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Uniplanarius gothicus,Ceratolithoides aculeus,Arkhangelskiella cymbiformis,Tranolithus orionatus,Eiffellithus turriseiffelii,Aspidolithus parcus parcus,Aspidolithus parcus constrictus,Uniplanarius trifidus,Aspidolithus parcus ssp. Expansus,Eiffellithus eximius,Reinhardtites levis,Uniplanarius sissinghii,Micula murus,Lithraphidites quadratus,Ceratolithoides kamptneri,Neobiscutum romeinii,Neobiscutum parvulum,Biantholithus sparsus,Prinsius dimorphosus,Neochiastozygus modestus,Ellipsolithus macellus,Cruciplacolithus tenuis,Cruciplacolithus edwardsii,Sphenolithus anarrhopus,Heliolithus kleinpellii,Fasciculithus ulii,Fasciculithus tympaniformis,Ericsonia robusta,Discoaster multiradiatus,Discoaster mohleri,Tribrachiatus contortus,Discoaster nobilis,Discoaster diastypus,Tribrachiatus orthostylus,Toweius magnicrassus,Discoaster lodoensis,Discoaster kuepperi,Zygrhablithus bijugatus,Ericsonia subdisticha,Ericsonia formosa,Discoaster sublodoensis,Discoaster barbadiensis,Chiphragmalithus armatus,Chiasmolithus grandis,Sphenolithus radians,Sphenolithus furcatolithoides,Chiasmolithus gigas,Discoaster saipanensis,Chiasmolithus spp.,Sphenolithus pseudoradians,Sphenolithus predistentus,Reticulofenestra umbilica,Discoaster tanii,Sphenolithus heteromorphus,Discoaster variabilis,Discoaster deflandrei,Cyclicargolithus floridanus,Calcidiscus premacintyrei,Discoaster pentaradiatus,Discoaster brouweri,Reticulofenestra pseudoumbilicus,Amaurolithus spp.,Ceratolithus rugosus,Discoaster tamalis,Discoaster surculus,Calcidiscus macintyrei,Pseudoemiliania lacunosa,Gephyrocapsa (small),Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,CN12b,CN12b,,198,1210,B,5,H,CC,21.00,47.3600,nannos   ,Nannofossils                                 ,A              ,M                 ,                     ,                       ,                            ,                     ,                           ,                          ,                               ,                     ,                                 ,                    ,                   ,                       ,            ,                        ,                         ,                    ,                    ,                     ,                    ,                        ,                      ,                       ,                          ,                       ,                       ,                  ,                           ,                 ,                        ,                  ,                       ,                  ,                    ,                         ,                    ,                    ,                   ,                       ,                     ,                 ,                       ,                       ,                        ,                     ,                    ,                             ,                   ,                      ,                  ,                          ,                         ,                         ,                ,                          ,                     ,                     ,                           ,                         ,C                       ,                   ,+                               ,                 ,                    ,                  ,C                  ,F                     ,F                       ,                    ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,CN12a,CN12a,,198,1210,B,6,H,CC,19.00,57.1800,nannos   ,Nannofossils                                 ,A              ,M                 ,                     ,                       ,                            ,                     ,                           ,                          ,                               ,                     ,                                 ,                    ,                   ,                       ,            ,                        ,                         ,                    ,                    ,                     ,                    ,                        ,                      ,                       ,                          ,                       ,                       ,                  ,                           ,                 ,                        ,                  ,                       ,                  ,                    ,                         ,                    ,                    ,                   ,                       ,                     ,                 ,                       ,                       ,                        ,                     ,                    ,                             ,                   ,                      ,                  ,                          ,                         ,                         ,                ,                          ,                     ,                     ,                           ,                         ,C                       ,F                  ,                                ,                 ,                    ,R                 ,F                  ,F                     ,                        ,                    ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,CN10c,CN10c,,198,1210,B,7,H,CC,25.00,66.5100,nannos   ,Nannofossils                                 ,A              ,M                 ,                     ,                       ,                            ,                     ,                           ,                          ,                               ,                     ,                                 ,                    ,                   ,                       ,            ,                        ,                         ,                    ,                    ,                     ,                    ,                        ,                      ,                       ,                          ,                       ,                       ,                  ,                           ,                 ,                        ,                  ,                       ,                  ,                    ,                         ,                    ,                    ,                   ,                       ,                     ,                 ,                       ,                       ,                        ,                     ,                    ,                             ,                   ,                      ,                  ,                          ,                         ,                         ,                ,                          ,                     ,                     ,                           ,                         ,C                       ,F                  ,A                               ,R                ,R                   ,R                 ,F                  ,F                     ,                        ,                    ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,CN10c,CN10c,,198,1210,B,8,H,CC,31.00,76.2800,nannos   ,Nannofossils                                 ,A              ,M                 ,                     ,                       ,                            ,                     ,                           ,                          ,                               ,                     ,                                 ,                    ,                   ,                       ,            ,                        ,                         ,                    ,                    ,                     ,                    ,                        ,                      ,                       ,                          ,                       ,                       ,                  ,                           ,                 ,                        ,                  ,                       ,                  ,                    ,                         ,                    ,                    ,                   ,                       ,                     ,                 ,                       ,                       ,                        ,                     ,                    ,                             ,                   ,                      ,                  ,                          ,                         ,                         ,                ,                          ,F                    ,                     ,                           ,                         ,C                       ,R                  ,A                               ,F                ,R                   ,                  ,                   ,                      ,                        ,                    ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,CN10a,CN10a,,198,1210,B,9,H,CC,25.00,85.7000,nannos   ,Nannofossils                                 ,A              ,M                 ,                     ,                       ,                            ,                     ,                           ,                          ,                               ,                     ,                                 ,                    ,                   ,                       ,            ,                        ,                         ,                    ,                    ,                     ,                    ,                        ,                      ,                       ,                          ,                       ,                       ,                  ,                           ,                 ,                        ,                  ,                       ,                  ,                    ,                         ,                    ,                    ,                   ,                       ,                     ,                 ,                       ,                       ,                        ,                     ,                    ,                             ,                   ,                      ,                  ,                          ,                         ,                         ,                ,                          ,A                    ,                     ,                           ,                         ,C                       ,R                  ,A                               ,F                ,                    ,                  ,                   ,                      ,                        ,                    ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,CN5a,CN3,,198,1210,B,11,H,CC,14.00,104.5900,nannos   ,Nannofossils                                 ,               ,                  ,                     ,                       ,                            ,                     ,                           ,                          ,                               ,                     ,                                 ,                    ,                   ,                       ,            ,                        ,                         ,                    ,                    ,                     ,                    ,                        ,                      ,                       ,                          ,                       ,                       ,                  ,                           ,                 ,                        ,                  ,                       ,                  ,                    ,                         ,                    ,                    ,                   ,                       ,                     ,                 ,                       ,                       ,                        ,                     ,                    ,                             ,                   ,                      ,                  ,                          ,                         ,                         ,                ,                          ,C                    ,C                    ,C                          ,F                        ,R                       ,F                  ,                                ,                 ,                    ,                  ,                   ,                      ,                        ,                    ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,CN4,CN3,,198,1210,B,12,H,CC,23.00,114.1300,nannos   ,Nannofossils                                 ,               ,                  ,                     ,                       ,                            ,                     ,                           ,                          ,                               ,                     ,                                 ,                    ,                   ,                       ,            ,                        ,                         ,                    ,                    ,                     ,                    ,                        ,                      ,                       ,                          ,                       ,                       ,                  ,                           ,                 ,                        ,                  ,                       ,                  ,                    ,                         ,                    ,                    ,                   ,                       ,                     ,                 ,                       ,                       ,                        ,                     ,                    ,                             ,                   ,                      ,                  ,                          ,                         ,                         ,                ,C                         ,C                    ,C                    ,C                          ,C                        ,                        ,                   ,                                ,                 ,                    ,                  ,                   ,                      ,                        ,                    ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,CP16b,CP16b,,198,1210,B,13,H,CC,12.00,123.4900,nannos   ,Nannofossils                                 ,               ,                  ,                     ,                       ,                            ,                     ,                           ,                          ,                               ,                     ,                                 ,                    ,                   ,                       ,            ,                        ,                         ,                    ,                    ,                     ,                    ,                        ,                      ,                       ,                          ,                       ,                       ,                  ,                           ,                 ,                        ,                  ,                       ,                  ,                    ,                         ,                    ,                    ,                   ,                       ,                     ,C                ,                       ,                       ,                        ,                     ,                    ,                             ,                   ,                      ,                  ,C                         ,C                        ,C                        ,C               ,                          ,                     ,                     ,                           ,                         ,                        ,                   ,                                ,                 ,                    ,                  ,                   ,                      ,                        ,                    ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,CN14b,CP14b,,198,1210,B,14,H,CC,16.00,133.1000,nannos   ,Nannofossils                                 ,               ,                  ,                     ,                       ,                            ,                     ,                           ,                          ,                               ,                     ,                                 ,                    ,                   ,                       ,            ,                        ,                         ,                    ,                    ,                     ,                    ,                        ,                      ,                       ,                          ,                       ,                       ,                  ,                           ,                 ,                        ,                  ,                       ,                  ,                    ,                         ,                    ,F                   ,                   ,                       ,                     ,                 ,                       ,C                      ,                        ,F                    ,                    ,                             ,                   ,C                     ,C                 ,                          ,                         ,                         ,                ,                          ,                     ,                     ,                           ,                         ,                        ,                   ,                                ,                 ,                    ,                  ,                   ,                      ,                        ,                    ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,CP13b,CP13b,,198,1210,B,15,H,CC,9.00,142.1300,nannos   ,Nannofossils                                 ,               ,                  ,                     ,                       ,                            ,                     ,                           ,                          ,                               ,                     ,                                 ,                    ,                   ,                       ,            ,                        ,                         ,                    ,                    ,                     ,                    ,                        ,                      ,                       ,                          ,                       ,                       ,                  ,                           ,                 ,                        ,C                 ,                       ,                  ,                    ,                         ,                    ,C                   ,                   ,C                      ,                     ,                 ,                       ,C                      ,                        ,F                    ,C                   ,C                            ,F                  ,                      ,                  ,                          ,                         ,                         ,                ,                          ,                     ,                     ,                           ,                         ,                        ,                   ,                                ,                 ,                    ,                  ,                   ,                      ,                        ,                    ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,CP12,CP12,,198,1210,B,16,H,CC,13.00,151.9000,nannos   ,Nannofossils                                 ,               ,                  ,                     ,                       ,                            ,                     ,                           ,                          ,                               ,                     ,                                 ,                    ,                   ,                       ,            ,                        ,                         ,                    ,                    ,                     ,                    ,                        ,                      ,                       ,                          ,                       ,                       ,                  ,                           ,                 ,                        ,C                 ,                       ,                  ,                    ,                         ,                    ,C                   ,                   ,A                      ,                     ,                 ,                       ,C                      ,F                       ,C                    ,                    ,                             ,                   ,                      ,                  ,                          ,                         ,                         ,                ,                          ,                     ,                     ,                           ,                         ,                        ,                   ,                                ,                 ,                    ,                  ,                   ,                      ,                        ,                    ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,CP12,CP12,,198,1210,B,17,H,CC,10.00,161.1500,nannos   ,Nannofossils                                 ,               ,                  ,                     ,                       ,                            ,                     ,                           ,                          ,                               ,                     ,                                 ,                    ,                   ,                       ,            ,                        ,                         ,                    ,                    ,                     ,                    ,                        ,                      ,                       ,                          ,                       ,                       ,                  ,                           ,                 ,                        ,                  ,                       ,                  ,                    ,                         ,                    ,C                   ,                   ,C                      ,C                    ,C                ,C                      ,C                      ,F                       ,F                    ,                    ,                             ,                   ,                      ,                  ,                          ,                         ,                         ,                ,                          ,                     ,                     ,                           ,                         ,                        ,                   ,                                ,                 ,                    ,                  ,                   ,                      ,                        ,                    ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,CP11,CP14b,,198,1210,B,18,H,CC,13.00,170.9100,nannos   ,Nannofossils                                 ,               ,                  ,                     ,                       ,                            ,                     ,                           ,                          ,                               ,                     ,                                 ,                    ,                   ,                       ,            ,                        ,                         ,                    ,                    ,                     ,                    ,                        ,                      ,                       ,                          ,                       ,                       ,                  ,                           ,                 ,                        ,C                 ,                       ,                  ,                    ,C                        ,C                   ,F                   ,C                  ,                       ,                     ,                 ,                       ,                       ,                        ,                     ,                    ,                             ,                   ,                      ,                  ,                          ,                         ,                         ,                ,                          ,                     ,                     ,                           ,                         ,                        ,                   ,                                ,                 ,                    ,                  ,                   ,                      ,                        ,                    ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,CP9a,CP9a,,198,1210,B,19,H,CC,16.00,180.3100,nannos   ,Nannofossils                                 ,               ,                  ,                     ,                       ,                            ,                     ,                           ,                          ,                               ,                     ,                                 ,                    ,                   ,                       ,            ,                        ,                         ,                    ,                    ,                     ,                    ,F                       ,                      ,                       ,                          ,                       ,                       ,                  ,                           ,                 ,C                       ,C                 ,C                      ,C                 ,C                   ,                         ,                    ,                    ,                   ,                       ,                     ,                 ,                       ,                       ,                        ,                     ,                    ,                             ,                   ,                      ,                  ,                          ,                         ,                         ,                ,                          ,                     ,                     ,                           ,                         ,                        ,                   ,                                ,                 ,                    ,                  ,                   ,                      ,                        ,                    ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,CP8,CP8,,198,1210,B,20,H,CC,11.00,190.0000,nannos   ,Nannofossils                                 ,               ,                  ,                     ,                       ,                            ,                     ,                           ,                          ,                               ,                     ,                                 ,                    ,                   ,                       ,            ,                        ,                         ,                    ,                    ,                     ,                    ,F                       ,                      ,                       ,                          ,                       ,                       ,                  ,C                          ,C                ,C                       ,C                 ,                       ,                  ,                    ,                         ,                    ,                    ,                   ,                       ,                     ,                 ,                       ,                       ,                        ,                     ,                    ,                             ,                   ,                      ,                  ,                          ,                         ,                         ,                ,                          ,                     ,                     ,                           ,                         ,                        ,                   ,                                ,                 ,                    ,                  ,                   ,                      ,                        ,                    ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,CP6,CP6,,198,1210,B,21,H,CC,16.00,199.2600,nannos   ,Nannofossils                                 ,               ,                  ,                     ,                       ,                            ,                     ,                           ,                          ,                               ,                     ,                                 ,                    ,                   ,                       ,            ,                        ,                         ,                    ,                    ,                     ,                    ,                        ,                      ,                       ,                          ,C                      ,C                      ,C                 ,C                          ,                 ,                        ,                  ,                       ,                  ,                    ,                         ,                    ,                    ,                   ,                       ,                     ,                 ,                       ,                       ,                        ,                     ,                    ,                             ,                   ,                      ,                  ,                          ,                         ,                         ,                ,                          ,                     ,                     ,                           ,                         ,                        ,                   ,                                ,                 ,                    ,                  ,                   ,                      ,                        ,                    ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,CP3,CP3,,198,1210,B,22,H,CC,16.00,209.0600,nannos   ,Nannofossils                                 ,               ,                  ,                     ,                       ,                            ,                     ,                           ,                          ,                               ,                     ,                                 ,                    ,                   ,                       ,            ,                        ,                         ,                    ,                    ,                     ,C                   ,C                       ,C                     ,C                      ,C                         ,                       ,                       ,                  ,                           ,                 ,                        ,                  ,                       ,                  ,                    ,                         ,                    ,                    ,                   ,                       ,                     ,                 ,                       ,                       ,                        ,                     ,                    ,                             ,                   ,                      ,                  ,                          ,                         ,                         ,                ,                          ,                     ,                     ,                           ,                         ,                        ,                   ,                                ,                 ,                    ,                  ,                   ,                      ,                        ,                    ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,,198,1210,B,23,H,CC,11.00,218.6100,nannos   ,Nannofossils                                 ,               ,                  ,                     ,                       ,                            ,                     ,                           ,                          ,                               ,                     ,                                 ,                    ,                   ,                       ,            ,                        ,                         ,C                   ,C                   ,R                    ,                    ,                        ,                      ,                       ,                          ,                       ,                       ,                  ,                           ,                 ,                        ,                  ,                       ,                  ,                    ,                         ,                    ,                    ,                   ,                       ,                     ,                 ,                       ,                       ,                        ,                     ,                    ,                             ,                   ,                      ,                  ,                          ,                         ,                         ,                ,                          ,                     ,                     ,                           ,                         ,                        ,                   ,                                ,                 ,                    ,                  ,                   ,                      ,                        ,                    ,CP1a is the age of this sample
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,UC20,UC20,,198,1210,B,24,H,CC,13.00,228.1200,nannos   ,Nannofossils                                 ,               ,                  ,                     ,F                      ,F                           ,                     ,                           ,                          ,                               ,                     ,                                 ,                    ,                   ,                       ,R           ,R                       ,R                        ,                    ,                    ,                     ,                    ,                        ,                      ,                       ,                          ,                       ,                       ,                  ,                           ,                 ,                        ,                  ,                       ,                  ,                    ,                         ,                    ,                    ,                   ,                       ,                     ,                 ,                       ,                       ,                        ,                     ,                    ,                             ,                   ,                      ,                  ,                          ,                         ,                         ,                ,                          ,                     ,                     ,                           ,                         ,                        ,                   ,                                ,                 ,                    ,                  ,                   ,                      ,                        ,                    ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,UC18,UC18,,198,1210,B,25,H,CC,12.00,237.4700,nannos   ,Nannofossils                                 ,               ,                  ,                     ,F                      ,F                           ,                     ,F                          ,                          ,                               ,                     ,                                 ,                    ,F                  ,                       ,            ,                        ,                         ,                    ,                    ,                     ,                    ,                        ,                      ,                       ,                          ,                       ,                       ,                  ,                           ,                 ,                        ,                  ,                       ,                  ,                    ,                         ,                    ,                    ,                   ,                       ,                     ,                 ,                       ,                       ,                        ,                     ,                    ,                             ,                   ,                      ,                  ,                          ,                         ,                         ,                ,                          ,                     ,                     ,                           ,                         ,                        ,                   ,                                ,                 ,                    ,                  ,                   ,                      ,                        ,                    ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,UC18,UC18,,198,1210,B,26,H,CC,15.00,247.1400,nannos   ,Nannofossils                                 ,               ,                  ,                     ,F                      ,F                           ,                     ,F                          ,                          ,                               ,                     ,                                 ,                    ,C                  ,                       ,            ,                        ,                         ,                    ,                    ,                     ,                    ,                        ,                      ,                       ,                          ,                       ,                       ,                  ,                           ,                 ,                        ,                  ,                       ,                  ,                    ,                         ,                    ,                    ,                   ,                       ,                     ,                 ,                       ,                       ,                        ,                     ,                    ,                             ,                   ,                      ,                  ,                          ,                         ,                         ,                ,                          ,                     ,                     ,                           ,                         ,                        ,                   ,                                ,                 ,                    ,                  ,                   ,                      ,                        ,                    ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,UC18,UC18,,198,1210,B,27,H,CC,11.00,256.4400,nannos   ,Nannofossils                                 ,               ,                  ,                     ,C                      ,F                           ,                     ,F                          ,                          ,                               ,                     ,                                 ,                    ,C                  ,                       ,            ,                        ,                         ,                    ,                    ,                     ,                    ,                        ,                      ,                       ,                          ,                       ,                       ,                  ,                           ,                 ,                        ,                  ,                       ,                  ,                    ,                         ,                    ,                    ,                   ,                       ,                     ,                 ,                       ,                       ,                        ,                     ,                    ,                             ,                   ,                      ,                  ,                          ,                         ,                         ,                ,                          ,                     ,                     ,                           ,                         ,                        ,                   ,                                ,                 ,                    ,                  ,                   ,                      ,                        ,                    ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,UC18,UC18,,198,1210,B,28,H,CC,10.00,265.4000,nannos   ,Nannofossils                                 ,               ,                  ,                     ,C                      ,F                           ,                     ,F                          ,                          ,                               ,                     ,                                 ,                    ,C                  ,                       ,            ,                        ,                         ,                    ,                    ,                     ,                    ,                        ,                      ,                       ,                          ,                       ,                       ,                  ,                           ,                 ,                        ,                  ,                       ,                  ,                    ,                         ,                    ,                    ,                   ,                       ,                     ,                 ,                       ,                       ,                        ,                     ,                    ,                             ,                   ,                      ,                  ,                          ,                         ,                         ,                ,                          ,                     ,                     ,                           ,                         ,                        ,                   ,                                ,                 ,                    ,                  ,                   ,                      ,                        ,                    ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
