Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Subbotina linaperta,Turborotalia centralis,Pseudohastigerina micra,Paragloborotalia opima nana,Globorotaloides testarugosa,Globigerinatheka index,Chiloguembelina cubensis,Globorotaloides suteri,Subbotina eocaena,Subbotina angiporoides,Tenuitella gemma,Tenuitella munda,Subbotina praeturritilina,Globoquadrina tripartita,Globigerina euapertura,Globigerina ciperoensis,Paragloborotalia opima opima,Catapsydrax unicavus,Tenuitellinata angustiumbilicata,Globoconella nana,Catapsydrax dissimilis,Zeaglobigerina woodi,Zeaglobigerina connecta,Neogloboquadrina continuosa,Globoquadrina venezuelana,Globoquadrina dehiscens,Zeaglobigerina druryi,Jenkinsella semivera,Tenuitellinata juvenilis,Paragloborotalia semivera,Paragloborotalia pseudocontinuosa,Globoquadrina globularis,Globigerinita glutinata,Globoconella praescitula,Globoconella incognita,Orbulina universa,Orbulina suturalis,Globoconella miozea,Globoconella conoidea,Globigerinoides trilobus,Globigerina falconensis,Fohsella peripheroronda,Dentoglobigerina altispira,Tenuitella minutissima,Jenkinsella mayeri,Globigerinoides sacculifer,Globigerinella obesa,Zeaglobigerina apertura,Globigerinoides quadrilobatus,Globigerinella siphonifera,Globigerina quinqueloba,Globigerina bulloides,Catapsydrax parvulus,Globigerinoides bollii,Sphaeroidinellopsis seminulina,Sphaeroidinellopsis kochi,Globoconella sp. cf. sphericomiozea,Zeaglobigerina nepenthes,Zeaglobigerina decoraperta,Globorotalia scitula,Globorotalia plesiotumida,Globorotalia menardii,Globorotalia cibaoensis,Globoconella conomiozea,Globigerinoides ruber,Globigerinoides extremus,Neogloboquadrina pachyderma (dextral),Globorotalia sp. cf. juanai,Globorotalia mons,Globorotalia margaritae,Globigerinoides conglobatus,Globorotalia crassaformis,Globoconella sphericomiozea,Globorotalia puncticulata,Globorotalia crassula,Neogloboquadrina dutertrei,Globorotalia pliozea,Globorotalia inflata,Globorotalia tumida,Beella digitata,Sphaeroidinella dehiscens,Pulleniatina obliquiloculata,Globorotalia truncatulinoides,Globorotalia tosaensis,Globorotalia sp. cf. tosaensis,Globorotalia hirsuta,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Pliocene         ,Pleistocene      ,                  ,              ,182,1134,A,  5,H,CC,  17.00,     42.8800,Li       ,Planktonic Foraminifers                      ,A              ,M                 ,                   ,                      ,                       ,                           ,                           ,                      ,                        ,                      ,                 ,                      ,                ,                ,                         ,                        ,                      ,                       ,                            ,                    ,                                ,                 ,                      ,                    ,                       ,                           ,                         ,                       ,                     ,                    ,                        ,                         ,                                 ,                        ,F                      ,                        ,                      ,P                ,                  ,                   ,                     ,P                       ,A                      ,                       ,                          ,                      ,                  ,                          ,                    ,                       ,                             ,P                         ,F                      ,P                    ,                    ,                      ,                              ,                         ,                                   ,                        ,                          ,P                   ,                         ,                     ,                       ,                       ,F                    ,                        ,F                                    ,                           ,                 ,                       ,P                          ,F                        ,                           ,F                        ,                     ,P                         ,P                   ,P                   ,                   ,               ,                         ,                            ,                             ,                      ,                              ,                    ,slump
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Pliocene         ,Pleistocene      ,                  ,              ,182,1134,A,  6,H,CC,   0.00,     52.0100,Li       ,Planktonic Foraminifers                      ,C              ,M                 ,                   ,                      ,                       ,                           ,                           ,                      ,                        ,                      ,                 ,                      ,                ,                ,                         ,                        ,                      ,                       ,                            ,                    ,                                ,                 ,                      ,                    ,                       ,                           ,                         ,                       ,                     ,                    ,                        ,                         ,                                 ,                        ,P                      ,                        ,                      ,                 ,                  ,                   ,                     ,                        ,F                      ,                       ,                          ,                      ,                  ,                          ,                    ,                       ,                             ,P                         ,F                      ,P                    ,                    ,                      ,                              ,                         ,                                   ,                        ,                          ,                    ,                         ,                     ,                       ,                       ,P                    ,                        ,                                     ,                           ,                 ,                       ,                           ,P                        ,                           ,F                        ,P                    ,                          ,                    ,                    ,                   ,               ,                         ,                            ,                             ,                      ,                              ,                    ,"bryo, shell, benthic, slump"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Miocene     ,Pliocene         ,                  ,Pl1a          ,182,1134,A,  7,H,CC,  13.00,     61.8900,Li       ,Planktonic Foraminifers                      ,A              ,G                 ,                   ,                      ,                       ,                           ,                           ,                      ,                        ,                      ,                 ,                      ,                ,                ,                         ,                        ,                      ,                       ,                            ,                    ,                                ,                 ,                      ,P                   ,                       ,                           ,                         ,                       ,                     ,                    ,                        ,                         ,                                 ,                        ,P                      ,                        ,                      ,P                ,                  ,                   ,P                    ,P                       ,F                      ,                       ,                          ,                      ,                  ,                          ,                    ,                       ,                             ,P                         ,P                      ,P                    ,                    ,                      ,P                             ,                         ,                                   ,                        ,                          ,P                   ,P                        ,                     ,P                      ,                       ,P                    ,P                       ,P                                    ,                           ,                 ,F                      ,P                          ,P                        ,P                          ,P                        ,                     ,                          ,                    ,                    ,                   ,               ,                         ,                            ,                             ,                      ,                              ,                    ,slump
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Late Miocene     ,                  ,Mt10          ,182,1134,A,  8,H,CC,  19.00,     70.8300,Li       ,Planktonic Foraminifers                      ,A              ,M                 ,                   ,                      ,                       ,                           ,                           ,                      ,                        ,                      ,                 ,                      ,                ,                ,                         ,                        ,                      ,                       ,                            ,                    ,                                ,                 ,                      ,                    ,                       ,                           ,                         ,                       ,                     ,                    ,                        ,                         ,                                 ,                        ,P                      ,                        ,                      ,P                ,                  ,                   ,P                    ,                        ,P                      ,                       ,                          ,                      ,                  ,                          ,                    ,                       ,                             ,P                         ,F                      ,P                    ,                    ,                      ,                              ,                         ,                                   ,                        ,                          ,P                   ,                         ,P                    ,P                      ,P                      ,                     ,P                       ,P                                    ,P                          ,P                ,P                      ,                           ,P                        ,P                          ,                         ,                     ,                          ,                    ,                    ,                   ,               ,                         ,                            ,                             ,                      ,                              ,                    ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Late Miocene     ,                  ,Mt10          ,182,1134,A,  9,H,CC,  14.00,     80.7300,Li       ,Planktonic Foraminifers                      ,A              ,G                 ,                   ,                      ,                       ,                           ,                           ,                      ,                        ,                      ,                 ,                      ,                ,                ,                         ,                        ,                      ,                       ,                            ,                    ,                                ,                 ,                      ,P                   ,                       ,                           ,                         ,                       ,                     ,                    ,                        ,                         ,                                 ,                        ,P                      ,                        ,                      ,P                ,                  ,                   ,P                    ,P                       ,F                      ,                       ,                          ,                      ,                  ,                          ,                    ,                       ,                             ,                          ,P                      ,P                    ,                    ,                      ,                              ,                         ,                                   ,P                       ,P                         ,P                   ,P                        ,P                    ,P                      ,P                      ,                     ,P                       ,P                                    ,                           ,P                ,P                      ,P                          ,                         ,                           ,                         ,                     ,                          ,                    ,                    ,                   ,               ,                         ,                            ,                             ,                      ,                              ,                    ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Late Miocene     ,                  ,Mt10          ,182,1134,A, 10,H,CC,  16.00,     90.1900,Li       ,Planktonic Foraminifers                      ,A              ,G                 ,                   ,                      ,                       ,                           ,                           ,                      ,                        ,                      ,                 ,                      ,                ,                ,                         ,                        ,                      ,                       ,                            ,                    ,                                ,                 ,                      ,P                   ,                       ,                           ,                         ,                       ,                     ,                    ,                        ,                         ,                                 ,                        ,P                      ,                        ,                      ,P                ,                  ,                   ,P                    ,P                       ,A                      ,                       ,                          ,                      ,                  ,                          ,                    ,                       ,P                            ,                          ,P                      ,P                    ,                    ,                      ,                              ,                         ,                                   ,P                       ,P                         ,P                   ,                         ,P                    ,P                      ,P                      ,P                    ,P                       ,P                                    ,                           ,                 ,P                      ,                           ,                         ,                           ,                         ,                     ,                          ,                    ,                    ,                   ,               ,                         ,                            ,                             ,                      ,                              ,                    ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Late Miocene     ,                  ,Mt10          ,182,1134,A, 11,H,CC,  16.00,     99.9600,Li       ,Planktonic Foraminifers                      ,A              ,G                 ,                   ,                      ,                       ,                           ,                           ,                      ,                        ,                      ,                 ,                      ,                ,                ,                         ,                        ,                      ,                       ,                            ,                    ,                                ,                 ,                      ,P                   ,                       ,                           ,                         ,                       ,                     ,                    ,                        ,                         ,                                 ,                        ,P                      ,                        ,                      ,P                ,                  ,                   ,P                    ,                        ,F                      ,                       ,P                         ,                      ,                  ,                          ,P                   ,                       ,P                            ,P                         ,P                      ,P                    ,                    ,                      ,P                             ,                         ,P                                  ,P                       ,P                         ,P                   ,P                        ,P                    ,P                      ,P                      ,                     ,P                       ,P                                    ,P                          ,P                ,P                      ,                           ,                         ,                           ,                         ,                     ,                          ,                    ,                    ,                   ,               ,                         ,                            ,                             ,                      ,                              ,                    ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Late Miocene     ,Mt9               ,Mt10          ,182,1134,A, 12,H,CC,  11.00,    108.3500,Li       ,Planktonic Foraminifers                      ,A              ,G                 ,                   ,                      ,                       ,                           ,                           ,                      ,                        ,                      ,                 ,                      ,                ,                ,                         ,                        ,                      ,                       ,                            ,                    ,                                ,                 ,                      ,P                   ,                       ,                           ,                         ,P                      ,                     ,                    ,                        ,                         ,                                 ,                        ,                       ,                        ,                      ,P                ,                  ,P                  ,P                    ,P                       ,F                      ,                       ,                          ,                      ,                  ,                          ,                    ,                       ,P                            ,                          ,                       ,F                    ,                    ,                      ,                              ,                         ,P                                  ,P                       ,P                         ,P                   ,P                        ,P                    ,P                      ,P                      ,P                    ,P                       ,                                     ,                           ,                 ,                       ,                           ,                         ,                           ,                         ,                     ,                          ,                    ,                    ,                   ,               ,                         ,                            ,                             ,                      ,                              ,                    ,cf. margaritae
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,Mt7           ,182,1134,A, 13,H,CC,  10.00,    118.5400,Li       ,Planktonic Foraminifers                      ,A              ,G                 ,                   ,                      ,                       ,                           ,                           ,                      ,                        ,                      ,                 ,                      ,                ,                ,                         ,                        ,                      ,                       ,                            ,                    ,                                ,                 ,                      ,F                   ,                       ,                           ,                         ,F                      ,P                    ,                    ,                        ,                         ,                                 ,                        ,P                      ,                        ,                      ,F                ,P                 ,P                  ,P                    ,P                       ,P                      ,                       ,                          ,                      ,                  ,                          ,                    ,P                      ,                             ,                          ,                       ,                     ,                    ,P                     ,P                             ,F                        ,P                                  ,                        ,                          ,                    ,                         ,                     ,                       ,                       ,                     ,                        ,                                     ,                           ,                 ,                       ,                           ,                         ,                           ,                         ,                     ,                          ,                    ,                    ,                   ,               ,                         ,                            ,                             ,                      ,                              ,                    ,mayeri
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Middle Miocene   ,                  ,Mt6           ,182,1134,A, 14,H,CC,  16.00,    126.1500,Li       ,Planktonic Foraminifers                      ,A              ,G                 ,                   ,                      ,                       ,                           ,                           ,                      ,                        ,                      ,                 ,                      ,                ,                ,                         ,                        ,                      ,                       ,                            ,                    ,                                ,                 ,                      ,P                   ,                       ,                           ,                         ,F                      ,F                    ,                    ,                        ,                         ,                                 ,                        ,P                      ,                        ,                      ,P                ,P                 ,P                  ,P                    ,                        ,P                      ,P                      ,                          ,                      ,                  ,                          ,                    ,                       ,                             ,                          ,                       ,                     ,                    ,P                     ,                              ,                         ,                                   ,                        ,                          ,                    ,                         ,                     ,                       ,                       ,                     ,                        ,                                     ,                           ,                 ,                       ,                           ,                         ,                           ,                         ,                     ,                          ,                    ,                    ,                   ,               ,                         ,                            ,                             ,                      ,                              ,                    ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Middle Miocene   ,                  ,Mt6           ,182,1134,A, 15,X,CC,  16.00,    130.9400,Li       ,Planktonic Foraminifers                      ,A              ,M                 ,                   ,                      ,                       ,                           ,                           ,                      ,                        ,                      ,                 ,                      ,                ,                ,                         ,                        ,                      ,                       ,                            ,                    ,                                ,                 ,                      ,P                   ,                       ,P                          ,                         ,F                      ,P                    ,                    ,                        ,                         ,                                 ,                        ,P                      ,                        ,                      ,P                ,P                 ,                   ,                     ,P                       ,                       ,P                      ,                          ,P                     ,P                 ,                          ,P                   ,P                      ,P                            ,P                         ,P                      ,P                    ,P                   ,                      ,                              ,                         ,                                   ,                        ,                          ,                    ,                         ,                     ,                       ,                       ,                     ,                        ,                                     ,                           ,                 ,                       ,                           ,                         ,                           ,                         ,                     ,                          ,                    ,                    ,                   ,               ,                         ,                            ,                             ,                      ,                              ,                    ,cf peripheroacuta
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Middle Miocene   ,                  ,Mt6           ,182,1134,A, 16,X,CC,  30.00,    137.7100,Li       ,Planktonic Foraminifers                      ,A              ,P                 ,                   ,                      ,                       ,                           ,                           ,                      ,                        ,                      ,                 ,                      ,                ,                ,                         ,                        ,                      ,                       ,                            ,                    ,                                ,                 ,                      ,P                   ,                       ,                           ,                         ,P                      ,P                    ,                    ,P                       ,                         ,                                 ,                        ,P                      ,                        ,                      ,P                ,P                 ,P                  ,P                    ,P                       ,                       ,P                      ,                          ,P                     ,P                 ,P                         ,P                   ,                       ,                             ,                          ,                       ,                     ,                    ,                      ,                              ,                         ,                                   ,                        ,                          ,                    ,                         ,                     ,                       ,                       ,                     ,                        ,                                     ,                           ,                 ,                       ,                           ,                         ,                           ,                         ,                     ,                          ,                    ,                    ,                   ,               ,                         ,                            ,                             ,                      ,                              ,                    ,sponge spicules and rads
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Middle Miocene   ,                  ,Mt6           ,182,1134,A, 17,X,CC,  31.00,    144.1700,Li       ,Planktonic Foraminifers                      ,A              ,M                 ,                   ,                      ,                       ,                           ,                           ,                      ,                        ,                      ,                 ,                      ,                ,                ,                         ,                        ,                      ,                       ,                            ,                    ,                                ,                 ,                      ,P                   ,                       ,                           ,                         ,P                      ,P                    ,                    ,                        ,                         ,                                 ,                        ,P                      ,                        ,                      ,P                ,P                 ,P                  ,P                    ,P                       ,F                      ,P                      ,P                         ,                      ,                  ,                          ,                    ,                       ,                             ,                          ,                       ,                     ,                    ,                      ,                              ,                         ,                                   ,                        ,                          ,                    ,                         ,                     ,                       ,                       ,                     ,                        ,                                     ,                           ,                 ,                       ,                           ,                         ,                           ,                         ,                     ,                          ,                    ,                    ,                   ,               ,                         ,                            ,                             ,                      ,                              ,                    ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Early Miocene    ,                  ,Mt3           ,182,1134,A, 19,X,CC,  29.00,    162.8400,Li       ,Planktonic Foraminifers                      ,C              ,P                 ,                   ,                      ,                       ,                           ,                           ,                      ,                        ,P                     ,                 ,                      ,                ,                ,                         ,                        ,                      ,                       ,                            ,                    ,                                ,                 ,                      ,P                   ,                       ,                           ,F                        ,P                      ,                     ,                    ,                        ,                         ,                                 ,                        ,                       ,P                       ,P                     ,                 ,                  ,                   ,                     ,                        ,                       ,                       ,                          ,                      ,                  ,                          ,                    ,                       ,                             ,                          ,                       ,                     ,                    ,                      ,                              ,                         ,                                   ,                        ,                          ,                    ,                         ,                     ,                       ,                       ,                     ,                        ,                                     ,                           ,                 ,                       ,                           ,                         ,                           ,                         ,                     ,                          ,                    ,                    ,                   ,               ,                         ,                            ,                             ,                      ,                              ,                    ,siliceous stuff
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Early Miocene    ,                  ,              ,182,1134,A, 20,X,CC,  27.00,    170.1300,Li       ,Planktonic Foraminifers                      ,A              ,M                 ,                   ,                      ,                       ,                           ,                           ,                      ,                        ,P                     ,                 ,                      ,                ,                ,                         ,                        ,P                     ,                       ,                            ,                    ,                                ,                 ,                      ,F                   ,F                      ,P                          ,                         ,P                      ,                     ,                    ,P                       ,                         ,P                                ,P                       ,P                      ,                        ,                      ,                 ,                  ,                   ,                     ,                        ,                       ,                       ,                          ,                      ,                  ,                          ,                    ,                       ,                             ,                          ,                       ,                     ,                    ,                      ,                              ,                         ,                                   ,                        ,                          ,                    ,                         ,                     ,                       ,                       ,                     ,                        ,                                     ,                           ,                 ,                       ,                           ,                         ,                           ,                         ,                     ,                          ,                    ,                    ,                   ,               ,                         ,                            ,                             ,                      ,                              ,                    ,SN3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Early Miocene    ,                  ,              ,182,1134,A, 21,X,CC,  47.00,    176.5800,Li       ,Planktonic Foraminifers                      ,A              ,M                 ,                   ,                      ,                       ,                           ,F                          ,                      ,                        ,P                     ,                 ,                      ,                ,                ,                         ,                        ,                      ,                       ,                            ,                    ,                                ,                 ,                      ,P                   ,F                      ,                           ,                         ,P                      ,                     ,                    ,P                       ,P                        ,                                 ,                        ,                       ,                        ,                      ,                 ,                  ,                   ,                     ,                        ,                       ,                       ,                          ,                      ,                  ,                          ,                    ,                       ,                             ,                          ,                       ,                     ,                    ,                      ,                              ,                         ,                                   ,                        ,                          ,                    ,                         ,                     ,                       ,                       ,                     ,                        ,                                     ,                           ,                 ,                       ,                           ,                         ,                           ,                         ,                     ,                          ,                    ,                    ,                   ,               ,                         ,                            ,                             ,                      ,                              ,                    ,"SN3, many other tenu"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
