Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Ramulina spp.,Praebulimina spp.,Praebulimina sp. 3,Praebulimina sp. 2,Praebulimina sp. 1,Laevidentalina spp. ,Gavelinella spp.,Gavelinella sp. 1,Conorotalites sp.,Citharinella sp.,Bolivina spp.,Bolivina anambra,Neoflabellina sp.,Lenticulina rotulata,Lenticulina spp.,Rhabdammina spp.,Recurvoides sp.,Dorothia filiformis,?Silicosigmoilina sp. ,Reophax sp.,Nothia sp. ex gr. excelsa,Bulbobaculites sp.,Gyroidinoides sp. ex gr. nitidus,Praebulimina robusta,Praebulimina prolixa longa,Planularia complanata,Gyroidinoides spp.,Praebulimina fang,Conorotalites michelinianus,Cibicidoides dayi,Stilostomella spp.,Stilostomella alexanderi,Siphogenerinoides pygmaea,Saracenaria triangularis,Ramulina globotubulosa,Ramulina aculeata,Pyrulina cylindroides,Pyramidulina sp.,Psilocitharella recta,Pleurostomella spp.,Nodosaria aspera,Neobulimina subregularis,Lingulina taylorana,Lenticulina muensteri,Laevidentalina soluta,Hemirobulina bullata,Gyroidinoides subangulatus,Buliminella sp. cf. gabonica altispira,Bandyella greatvalleyensis,Astacolus spp.,Pyramidulina tetragona,Oolina spp.,Laevidentalina catenula,Ellipsoidella  sp.,Astacolus parallelus,Rhizammina spp.,Nodosarella sp.,Marginulinopsis sp. ,Marginulinopsis lituola,Lituotuba sp.,Lenticulina macrodisca,Ellipsoidina abbreviata,Citharina sp.,Vaginulinopsis sp.,Gaudryina pyramidata,?Ammosphaeroidina sp.,Tristix sp.,Bathysiphon sp. ,Verneuilinoides sp.,Rzehakina ex gr. epigona,Reophax spp.,Pseudobolivina spp.,Haplophragmoides  ex gr. excavatus,Bulbobaculites ex gr. problematicus,Ammobaculites sp.,Rhizammina (large),Lituotuba lituiformis,Evolutinella (?) sp.,Dorothia ex gr. filiformis,Budashevaella multicamerata,Trochammina spp.,Rzehakina inclusa,Karreriella conversa,Hyperammina sp. (incl. fragments),Silicosigmoilina cf. californica,Saccammina grzybowskii,Haplophragmoides sp.,Ammodiscus peruvianus,Ammodiscus ex gr. pennyi,Psammosphaera fusca,Glomospira irregularis,Lagenammina sp.,Haplophragmoides cf. walteri,Dorothia sp.,Recurvoides deflexiformis,Subreophax splendidus,Glomospira charoides,Ammosphaeroidina sp.,Karreriella spp.,Uvigerinammina jankoi,Trochamminoides spp.,Subreophax scalaris,Subreophax cf. guttifer,Rhabdammina sp.,Haplophragmoides sp. (?kirki),Rzehakina epigona lata,Rzehakina epigona,Saccammina placenta,Reophax duplex,Aschemocella spp. (incl. fragments),Hormosina velascoensis,Gaudryina sp.,Ammodiscus tenuissima,Paratrochamminoides olszewskii,Spiroplectammina sp.,Kalamopsis grzybowskii,Ammodiscus cretaceus,Spiroplectammina navarroana,Glomospira serpens,Subreophax sp.,Clavulinoides sp.,Bathysiphon spp.,Thurammina papillata,Spiroplectammina sp. (elongate),Glomospira gordialis,Saccorhiza ramosa,Reophax pilulifer,Ammoscalaria sp.,Hyperammina dilatata,Spiroplectammina spectabilis,Saccammina sphaerica,Hippocrepina sp.,Dorothia bulletta,Caudammina ovuloides,Haplophragmoides suborbicularis,Paratrochamminoides spp.,Pseudobolivina lagenaria,Trochamminoides grzybowskii,Rzehakina minima,Caudammina ovula,Silicosigmoilina sp.,Reticulophragmium spp.,Trochammina gyroidinaeformis,Tolypammina sp.,Spiroplectammina dentata,Remesella varians,Hormosina sp.,Cribrostomoides sp.,Conotrochammina whangai,Caudammina gigantea,Rzehakina fissistomata,Glomospirella  grzybowskii,Subreophax pseudoscalaris,Trochamminoides proteus,Hormosina excelsa,Tritaxia sp.,Ammolagena clavata,Reophax sp. 2,Recurvoidella lamella,Paratrochamminoides irregularis,Hormosina trinitatensis,Haplophragmoides porrectus,Haplophragmoides horridus,Ammodiscus glabratus,Sphaerammina gerochi,Reophax subfusiformis,Trochamminoides subcoronatus,Haplophragmoides  stomatus,Buzasina sp.,Sculptobaculites barri,Rzehakina sp. (narrow),Paratrochamminoides mitratus,Popovia beckmanni,Haplophragmoides walteri,Glomospira glomerata,Reophax nodulosa,Reticulophragmoides jarvisi,Glomospira diffundens,Insculptarenula sp.,Trochammina ruthvenmurrayi,Spiroplectammina excolata,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Maestrichtian    ,                 ,                  ,              ,159, 959,D, 50,R, 2,  26.00,    881.6600,Kuhnt    ,Benthic Foraminifers                         ,               ,                  ,             ,                 ,                  ,                  ,                  ,                    ,                ,                 ,                 ,                ,             ,                ,                 ,                    ,                ,                ,18             ,                   ,                      ,           ,                         ,1                 ,                                ,                    ,                          ,                     ,                  ,                 ,                           ,                 ,                  ,                        ,                         ,                        ,                      ,                 ,                     ,                ,                     ,                   ,                ,                        ,                   ,                     ,                     ,                    ,                          ,                                      ,                          ,              ,                      ,           ,                       ,                  ,                    ,289            ,               ,                    ,                       ,             ,                      ,                       ,             ,                  ,                    ,                     ,           ,                ,                   ,                        ,21          ,1                  ,                                  ,                                   ,1                ,50                ,                     ,                    ,                          ,                           ,5               ,                 ,27                  ,4                                ,                                ,                      ,                    ,                     ,                        ,                   ,                      ,               ,                            ,            ,                         ,                     ,2                   ,16                  ,                ,                     ,                    ,5                  ,1                      ,               ,2                            ,                      ,16               ,6                  ,5             ,4                                  ,2                     ,             ,                     ,                              ,3                   ,1                     ,1                   ,3                          ,                  ,              ,                 ,8               ,                    ,                               ,2                   ,1                ,1                ,6               ,                    ,                            ,6                   ,1               ,                 ,                    ,5                              ,2                       ,                        ,3                          ,                ,                ,                    ,                      ,                            ,               ,                        ,                 ,             ,                   ,                       ,                   ,                      ,                          ,                         ,                       ,                 ,            ,                  ,             ,                     ,                               ,                       ,                          ,                         ,                    ,                    ,                     ,                            ,                          ,            ,                      ,                      ,                            ,                 ,                        ,                    ,                ,                           ,                     ,                   ,                          ,                         ,from Leg 159 Ch 31 Table 1.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Maestrichtian    ,                 ,                  ,              ,159, 959,D, 50,R, 3,  28.00,    883.1800,Kuhnt    ,Benthic Foraminifers                         ,               ,                  ,             ,                 ,                  ,                  ,                  ,                    ,                ,                 ,                 ,                ,             ,                ,                 ,                    ,                ,                ,19             ,                   ,                      ,           ,83                       ,                  ,                                ,                    ,                          ,                     ,                  ,                 ,                           ,                 ,                  ,                        ,                         ,                        ,                      ,                 ,                     ,                ,                     ,                   ,                ,                        ,                   ,                     ,                     ,                    ,                          ,                                      ,                          ,              ,                      ,           ,                       ,                  ,                    ,119            ,               ,                    ,                       ,             ,                      ,                       ,             ,                  ,                    ,                     ,           ,                ,                   ,                        ,1           ,                   ,                                  ,                                   ,1                ,                  ,                     ,                    ,                          ,                           ,3               ,3                ,12                  ,                                 ,                                ,                      ,                    ,                     ,                        ,                   ,2                     ,               ,                            ,            ,                         ,                     ,1                   ,                    ,4               ,                     ,2                   ,4                  ,                       ,8              ,7                            ,                      ,16               ,5                  ,14            ,3                                  ,1                     ,             ,                     ,                              ,                    ,10                    ,3                   ,                           ,                  ,              ,                 ,3               ,                    ,                               ,                    ,                 ,                 ,3               ,1                   ,                            ,                    ,2               ,                 ,                    ,1                              ,4                       ,                        ,                           ,                ,                ,                    ,                      ,                            ,               ,                        ,                 ,             ,                   ,4                      ,                   ,                      ,1                         ,                         ,                       ,                 ,            ,                  ,             ,                     ,                               ,                       ,                          ,                         ,                    ,                    ,                     ,                            ,                          ,            ,                      ,                      ,                            ,                 ,                        ,                    ,                ,                           ,                     ,                   ,                          ,                         ,from Leg 159 Ch 31 Table 1.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Maestrichtian    ,                 ,                  ,              ,159, 959,D, 50,R, 4,  26.00,    884.6600,Kuhnt    ,Benthic Foraminifers                         ,               ,                  ,             ,                 ,                  ,                  ,                  ,                    ,                ,                 ,                 ,                ,             ,                ,                 ,                    ,                ,                ,14             ,                   ,                      ,           ,19                       ,                  ,                                ,                    ,                          ,                     ,                  ,                 ,                           ,                 ,                  ,                        ,                         ,                        ,                      ,                 ,                     ,                ,                     ,                   ,                ,                        ,                   ,                     ,                     ,                    ,                          ,                                      ,                          ,              ,                      ,           ,                       ,                  ,                    ,151            ,               ,                    ,                       ,             ,                      ,                       ,             ,                  ,                    ,                     ,           ,                ,                   ,                        ,5           ,1                  ,                                  ,                                   ,2                ,14                ,                     ,                    ,                          ,                           ,                ,                 ,                    ,                                 ,1                               ,                      ,                    ,                     ,                        ,                   ,                      ,3              ,                            ,            ,                         ,                     ,                    ,2                   ,6               ,                     ,                    ,                   ,                       ,5              ,                             ,                      ,19               ,                   ,              ,5                                  ,                      ,             ,                     ,                              ,                    ,                      ,1                   ,1                          ,                  ,              ,                 ,                ,                    ,                               ,                    ,                 ,6                ,1               ,1                   ,                            ,                    ,                ,                 ,                    ,1                              ,                        ,                        ,                           ,                ,                ,                    ,                      ,                            ,               ,                        ,                 ,             ,                   ,1                      ,                   ,1                     ,                          ,                         ,                       ,                 ,            ,                  ,             ,                     ,                               ,                       ,                          ,                         ,                    ,                    ,                     ,                            ,                          ,            ,                      ,                      ,                            ,                 ,                        ,                    ,                ,                           ,                     ,                   ,                          ,                         ,from Leg 159 Ch 31 Table 1.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Maestrichtian    ,                 ,                  ,              ,159, 959,D, 50,R, 4,  68.00,    885.0800,Kuhnt    ,Benthic Foraminifers                         ,               ,                  ,             ,                 ,                  ,                  ,                  ,                    ,                ,                 ,                 ,                ,             ,                ,                 ,                    ,                ,                ,6              ,                   ,                      ,           ,37                       ,                  ,                                ,                    ,                          ,                     ,                  ,                 ,                           ,                 ,                  ,                        ,                         ,                        ,                      ,                 ,                     ,                ,                     ,                   ,                ,                        ,                   ,                     ,                     ,                    ,                          ,                                      ,                          ,              ,                      ,           ,                       ,                  ,                    ,117            ,               ,                    ,                       ,             ,                      ,                       ,             ,                  ,                    ,                     ,           ,                ,                   ,                        ,1           ,                   ,                                  ,                                   ,                 ,                  ,                     ,                    ,                          ,                           ,29              ,3                ,20                  ,                                 ,                                ,                      ,                    ,                     ,                        ,                   ,                      ,               ,2                           ,3           ,                         ,                     ,                    ,10                  ,5               ,                     ,                    ,6                  ,                       ,1              ,7                            ,                      ,24               ,1                  ,              ,11                                 ,1                     ,             ,                     ,                              ,                    ,11                    ,1                   ,                           ,1                 ,              ,                 ,                ,                    ,                               ,                    ,                 ,2                ,10              ,                    ,                            ,                    ,                ,                 ,2                   ,7                              ,4                       ,                        ,                           ,                ,                ,                    ,1                     ,2                           ,1              ,1                       ,1                ,10           ,1                  ,2                      ,1                  ,                      ,                          ,                         ,                       ,                 ,            ,                  ,             ,                     ,                               ,                       ,                          ,                         ,                    ,                    ,                     ,                            ,                          ,            ,                      ,                      ,                            ,                 ,                        ,                    ,                ,                           ,                     ,                   ,                          ,                         ,from Leg 159 Ch 31 Table 1.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Maestrichtian    ,                 ,                  ,              ,159, 959,D, 50,R, 5,  30.00,    886.2000,Kuhnt    ,Benthic Foraminifers                         ,               ,                  ,             ,                 ,                  ,                  ,                  ,                    ,                ,                 ,                 ,                ,             ,                ,                 ,                    ,                ,                ,27             ,                   ,                      ,           ,122                      ,                  ,                                ,                    ,                          ,                     ,                  ,                 ,                           ,                 ,                  ,                        ,                         ,                        ,                      ,                 ,                     ,                ,                     ,                   ,                ,                        ,                   ,                     ,                     ,                    ,                          ,                                      ,                          ,              ,                      ,           ,                       ,                  ,                    ,222            ,               ,                    ,                       ,             ,                      ,                       ,             ,                  ,                    ,                     ,           ,                ,                   ,                        ,10          ,1                  ,                                  ,                                   ,1                ,                  ,                     ,                    ,                          ,                           ,7               ,1                ,10                  ,8                                ,                                ,                      ,                    ,                     ,                        ,                   ,2                     ,               ,1                           ,            ,                         ,                     ,2                   ,10                  ,9               ,                     ,                    ,5                  ,                       ,7              ,9                            ,                      ,17               ,                   ,3             ,4                                  ,                      ,             ,                     ,                              ,                    ,7                     ,1                   ,                           ,                  ,2             ,                 ,                ,                    ,                               ,2                   ,                 ,6                ,2               ,                    ,1                           ,                    ,                ,2                ,                    ,2                              ,                        ,                        ,1                          ,                ,                ,1                   ,1                     ,                            ,               ,                        ,                 ,             ,                   ,                       ,                   ,                      ,                          ,                         ,                       ,                 ,            ,                  ,             ,                     ,                               ,                       ,                          ,                         ,                    ,                    ,                     ,                            ,                          ,            ,                      ,                      ,                            ,                 ,                        ,                    ,                ,                           ,                     ,                   ,                          ,                         ,from Leg 159 Ch 31 Table 1.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Maestrichtian    ,                 ,                  ,              ,159, 959,D, 51,R, 3,  28.00,    892.4800,Kuhnt    ,Benthic Foraminifers                         ,               ,                  ,             ,                 ,                  ,                  ,                  ,                    ,                ,                 ,                 ,                ,             ,                ,                 ,                    ,                ,                ,43             ,                   ,                      ,           ,98                       ,                  ,                                ,                    ,                          ,                     ,                  ,                 ,                           ,                 ,                  ,                        ,                         ,                        ,                      ,                 ,                     ,                ,                     ,                   ,                ,                        ,                   ,                     ,                     ,                    ,                          ,                                      ,                          ,              ,                      ,           ,                       ,                  ,                    ,165            ,               ,                    ,                       ,             ,                      ,                       ,             ,                  ,                    ,                     ,           ,                ,                   ,14                      ,11          ,                   ,                                  ,                                   ,                 ,                  ,                     ,                    ,                          ,                           ,2               ,                 ,3                   ,                                 ,                                ,                      ,                    ,                     ,1                       ,                   ,                      ,               ,                            ,            ,                         ,                     ,                    ,2                   ,                ,                     ,                    ,6                  ,                       ,10             ,2                            ,                      ,7                ,7                  ,2             ,2                                  ,1                     ,             ,                     ,                              ,                    ,7                     ,5                   ,2                          ,                  ,              ,                 ,                ,                    ,                               ,                    ,                 ,1                ,1               ,                    ,                            ,1                   ,                ,1                ,5                   ,5                              ,6                       ,                        ,1                          ,3               ,1               ,                    ,                      ,                            ,               ,                        ,                 ,             ,                   ,                       ,                   ,                      ,                          ,                         ,                       ,                 ,            ,                  ,             ,                     ,                               ,                       ,                          ,                         ,                    ,                    ,                     ,                            ,                          ,            ,                      ,                      ,                            ,                 ,                        ,                    ,                ,                           ,                     ,                   ,                          ,                         ,from Leg 159 Ch 31 Table 1.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Maestrichtian    ,                 ,                  ,              ,159, 959,D, 52,R, 1,  25.00,    899.0500,Kuhnt    ,Benthic Foraminifers                         ,               ,                  ,             ,                 ,                  ,                  ,                  ,                    ,                ,                 ,                 ,                ,             ,                ,                 ,                    ,                ,                ,               ,                   ,                      ,           ,19                       ,                  ,                                ,                    ,                          ,                     ,                  ,                 ,                           ,                 ,                  ,                        ,                         ,                        ,                      ,                 ,                     ,                ,                     ,                   ,                ,                        ,                   ,                     ,                     ,                    ,                          ,                                      ,                          ,              ,                      ,           ,                       ,                  ,                    ,24             ,               ,                    ,                       ,             ,                      ,                       ,             ,                  ,                    ,                     ,           ,                ,                   ,                        ,1           ,                   ,                                  ,                                   ,                 ,7                 ,                     ,                    ,                          ,                           ,                ,                 ,                    ,                                 ,                                ,                      ,                    ,                     ,4                       ,                   ,1                     ,               ,1                           ,1           ,                         ,                     ,1                   ,                    ,                ,                     ,                    ,2                  ,                       ,               ,                             ,                      ,25               ,                   ,              ,2                                  ,                      ,             ,                     ,                              ,                    ,                      ,                    ,                           ,                  ,              ,                 ,                ,                    ,                               ,                    ,                 ,                 ,                ,                    ,                            ,                    ,                ,                 ,                    ,2                              ,2                       ,                        ,                           ,                ,                ,                    ,                      ,                            ,               ,                        ,                 ,             ,                   ,                       ,                   ,                      ,                          ,                         ,                       ,                 ,            ,                  ,             ,                     ,                               ,                       ,                          ,                         ,                    ,                    ,                     ,                            ,                          ,            ,                      ,                      ,                            ,                 ,                        ,                    ,                ,                           ,                     ,                   ,                          ,                         ,from Leg 159 Ch 31 Table 1.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Maestrichtian    ,                 ,                  ,              ,159, 959,D, 52,R, 1,  29.00,    899.0900,Kuhnt    ,Benthic Foraminifers                         ,               ,                  ,             ,                 ,                  ,                  ,                  ,                    ,                ,                 ,                 ,                ,             ,                ,                 ,                    ,                ,                ,17             ,                   ,                      ,           ,6                        ,                  ,                                ,                    ,                          ,                     ,                  ,                 ,                           ,                 ,                  ,                        ,                         ,                        ,                      ,                 ,                     ,                ,                     ,                   ,                ,                        ,                   ,                     ,                     ,                    ,                          ,                                      ,                          ,              ,                      ,           ,                       ,                  ,                    ,95             ,               ,                    ,                       ,             ,                      ,                       ,             ,                  ,                    ,                     ,           ,                ,                   ,8                       ,8           ,                   ,                                  ,                                   ,                 ,21                ,                     ,                    ,                          ,                           ,                ,1                ,                    ,7                                ,                                ,                      ,                    ,1                    ,                        ,                   ,                      ,               ,                            ,            ,                         ,                     ,                    ,1                   ,                ,                     ,                    ,3                  ,2                      ,               ,                             ,                      ,13               ,                   ,              ,12                                 ,                      ,             ,                     ,                              ,                    ,                      ,2                   ,3                          ,1                 ,              ,                 ,                ,                    ,                               ,                    ,                 ,                 ,                ,                    ,                            ,                    ,                ,                 ,                    ,1                              ,                        ,3                       ,                           ,                ,                ,                    ,                      ,                            ,               ,                        ,                 ,             ,                   ,                       ,                   ,                      ,                          ,                         ,                       ,                 ,            ,                  ,             ,                     ,                               ,                       ,                          ,                         ,                    ,                    ,                     ,                            ,                          ,            ,                      ,                      ,                            ,                 ,                        ,                    ,                ,                           ,                     ,                   ,                          ,                         ,from Leg 159 Ch 31 Table 1.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Maestrichtian    ,                 ,                  ,              ,159, 959,D, 52,R, 1,  67.00,    899.4700,Kuhnt    ,Benthic Foraminifers                         ,               ,                  ,             ,                 ,                  ,                  ,                  ,                    ,                ,                 ,                 ,                ,             ,                ,                 ,                    ,                ,                ,6              ,                   ,                      ,           ,7                        ,                  ,                                ,                    ,                          ,                     ,                  ,                 ,                           ,                 ,                  ,                        ,                         ,                        ,                      ,                 ,                     ,                ,                     ,                   ,                ,                        ,                   ,                     ,                     ,                    ,                          ,                                      ,                          ,              ,                      ,           ,                       ,                  ,                    ,69             ,               ,                    ,                       ,             ,                      ,                       ,             ,                  ,                    ,                     ,           ,                ,                   ,                        ,1           ,                   ,                                  ,                                   ,                 ,4                 ,                     ,                    ,                          ,                           ,                ,1                ,3                   ,3                                ,                                ,2                     ,                    ,                     ,                        ,                   ,                      ,               ,                            ,            ,                         ,                     ,2                   ,1                   ,                ,                     ,                    ,4                  ,                       ,               ,                             ,                      ,19               ,2                  ,1             ,11                                 ,                      ,             ,                     ,                              ,                    ,                      ,                    ,2                          ,                  ,              ,                 ,1               ,                    ,                               ,                    ,                 ,                 ,                ,                    ,                            ,                    ,1               ,                 ,                    ,                               ,                        ,                        ,                           ,                ,                ,                    ,                      ,                            ,               ,                        ,                 ,             ,                   ,                       ,                   ,                      ,                          ,                         ,                       ,                 ,            ,                  ,             ,                     ,                               ,                       ,                          ,                         ,                    ,                    ,                     ,                            ,                          ,            ,                      ,                      ,                            ,                 ,                        ,                    ,                ,                           ,                     ,                   ,                          ,                         ,from Leg 159 Ch 31 Table 1.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Maestrichtian    ,                 ,                  ,              ,159, 959,D, 52,R, 2,  25.00,    900.5500,Kuhnt    ,Benthic Foraminifers                         ,               ,                  ,             ,                 ,                  ,                  ,                  ,                    ,                ,                 ,                 ,                ,             ,                ,                 ,                    ,                ,                ,5              ,                   ,                      ,           ,                         ,                  ,                                ,                    ,                          ,                     ,                  ,                 ,                           ,                 ,                  ,                        ,                         ,                        ,                      ,                 ,                     ,                ,                     ,                   ,                ,                        ,                   ,                     ,                     ,                    ,                          ,                                      ,                          ,              ,                      ,           ,                       ,                  ,                    ,73             ,               ,                    ,                       ,             ,                      ,                       ,             ,                  ,                    ,                     ,           ,                ,                   ,                        ,8           ,                   ,                                  ,                                   ,                 ,27                ,                     ,                    ,                          ,                           ,                ,                 ,2                   ,2                                ,                                ,1                     ,                    ,                     ,                        ,                   ,                      ,               ,                            ,            ,                         ,                     ,                    ,1                   ,                ,                     ,                    ,4                  ,                       ,               ,                             ,                      ,18               ,                   ,              ,4                                  ,                      ,             ,                     ,                              ,                    ,1                     ,                    ,1                          ,                  ,1             ,                 ,                ,                    ,                               ,                    ,                 ,                 ,                ,                    ,                            ,                    ,                ,                 ,                    ,1                              ,2                       ,                        ,                           ,                ,                ,                    ,                      ,                            ,               ,                        ,                 ,             ,                   ,                       ,                   ,                      ,                          ,                         ,                       ,                 ,            ,                  ,             ,                     ,                               ,                       ,                          ,                         ,                    ,                    ,                     ,                            ,                          ,            ,                      ,                      ,                            ,                 ,                        ,                    ,                ,                           ,                     ,                   ,                          ,                         ,from Leg 159 Ch 31 Table 1.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Maestrichtian    ,                 ,                  ,              ,159, 959,D, 52,R, 3,  27.00,    902.0700,Kuhnt    ,Benthic Foraminifers                         ,               ,                  ,             ,                 ,                  ,                  ,                  ,                    ,                ,                 ,                 ,                ,             ,                ,                 ,                    ,                ,                ,6              ,                   ,                      ,           ,                         ,                  ,                                ,                    ,                          ,                     ,                  ,                 ,                           ,                 ,                  ,                        ,                         ,                        ,                      ,                 ,                     ,                ,                     ,                   ,                ,                        ,                   ,                     ,                     ,                    ,                          ,                                      ,                          ,              ,                      ,           ,                       ,                  ,                    ,95             ,               ,                    ,                       ,             ,                      ,                       ,             ,                  ,                    ,                     ,           ,                ,                   ,                        ,            ,                   ,                                  ,                                   ,                 ,47                ,                     ,                    ,2                         ,1                          ,                ,                 ,5                   ,                                 ,                                ,                      ,                    ,                     ,                        ,2                  ,                      ,               ,                            ,            ,                         ,                     ,                    ,1                   ,                ,                     ,                    ,                   ,                       ,               ,                             ,                      ,47               ,                   ,              ,                                   ,                      ,             ,                     ,                              ,                    ,                      ,                    ,                           ,                  ,              ,                 ,                ,                    ,                               ,                    ,                 ,                 ,                ,                    ,                            ,                    ,                ,                 ,                    ,2                              ,                        ,                        ,                           ,                ,                ,                    ,                      ,                            ,               ,                        ,                 ,             ,                   ,                       ,                   ,                      ,                          ,                         ,                       ,                 ,            ,                  ,             ,                     ,                               ,                       ,                          ,                         ,                    ,                    ,                     ,                            ,                          ,            ,                      ,                      ,                            ,                 ,                        ,                    ,                ,                           ,                     ,                   ,                          ,                         ,from Leg 159 Ch 31 Table 1.
