Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Pulleniatina obliquiloculata	Neogloboquadrina dutertrei	Hastigerina digitata	Globorotalia tumida flexuosa	Globorotalia tumida	Globorotalia truncatulinoides	Globorotalia tosaensis	Globorotalia menardii	Globorotalia inflata	Globorotalia hexagonus	Globorotalia fimbriata	Globorotalia crassaformis viola	Globorotalia crassaformis hessi	Globorotalia crassaformis crassaformis	Globigerinoides trilobus trilobus	Globigerinoides trilobus sacculifer	Globigerinoides ruber (white)	Globigerinoides ruber (pink)	Globigerina calida calida	Globigerina bulloides	Bolliella adamsi	Comment
  IR	Late Pleistocene 	                 	Y                 	              	155	 944	A	  4	H	CC	   0.00	     23.2200	Showers  	Planktonic Foraminifers                      	F              	M                 	-                           	C                         	-                   	-                           	-                  	-                            	-                     	-                    	-                   	-                     	-                     	-                              	-                              	-                                     	C                                	F                                  	C                            	R                           	-                        	-                    	-               	from Leg 159IR p 609 Table 4

  IR	Late Pleistocene 	                 	Y                 	              	155	 944	A	  5	H	CC	  23.00	     42.4900	Showers  	Planktonic Foraminifers                      	F              	M                 	-                           	-                         	-                   	-                           	-                  	-                            	-                     	-                    	-                   	-                     	-                     	-                              	-                              	-                                     	C                                	C                                  	C                            	-                           	-                        	-                    	-               	from Leg 159IR p 609 Table 4

  IR	                 	                 	                  	              	155	 944	A	  6	H	CC	  82.00	     51.4500	Showers  	Planktonic Foraminifers                      	B              	                  	-                           	-                         	-                   	-                           	-                  	-                            	-                     	-                    	-                   	-                     	-                     	-                              	-                              	-                                     	-                                	-                                  	-                            	-                           	-                        	-                    	-               	from Leg 159IR p 609 Table 4

  IR	Late Pleistocene 	                 	Y                 	              	155	 944	A	  7	H	CC	  46.00	     61.4500	Showers  	Planktonic Foraminifers                      	R              	M                 	-                           	F                         	-                   	-                           	-                  	-                            	-                     	-                    	-                   	-                     	-                     	-                              	-                              	-                                     	A                                	-                                  	C                            	R                           	-                        	-                    	-               	from Leg 159IR p 609 Table 4

  IR	Late Pleistocene 	                 	Y                 	              	155	 944	A	  8	H	CC	   2.00	     70.2600	Showers  	Planktonic Foraminifers                      	R              	M                 	-                           	C                         	-                   	-                           	-                  	-                            	-                     	-                    	-                   	-                     	-                     	-                              	-                              	-                                     	C                                	R                                  	C                            	-                           	-                        	-                    	-               	from Leg 159IR p 609 Table 4

  IR	                 	                 	                  	              	155	 944	A	  9	H	CC	  45.00	     80.7300	Showers  	Planktonic Foraminifers                      	B              	                  	-                           	-                         	-                   	-                           	-                  	-                            	-                     	-                    	-                   	-                     	-                     	-                              	-                              	-                                     	-                                	-                                  	-                            	-                           	-                        	-                    	-               	from Leg 159IR p 609 Table 4

  IR	                 	                 	                  	              	155	 944	A	 10	H	CC	  52.00	     88.8000	Showers  	Planktonic Foraminifers                      	B              	                  	-                           	-                         	-                   	-                           	-                  	-                            	-                     	-                    	-                   	-                     	-                     	-                              	-                              	-                                     	-                                	-                                  	-                            	-                           	-                        	-                    	-               	from Leg 159IR p 609 Table 4

  IR	Late Pleistocene 	                 	Y                 	              	155	 944	A	 11	H	CC	  26.00	     97.0300	Showers  	Planktonic Foraminifers                      	R              	G                 	-                           	C                         	-                   	-                           	-                  	-                            	-                     	-                    	-                   	-                     	-                     	-                              	-                              	-                                     	C                                	C                                  	C                            	-                           	-                        	-                    	-               	from Leg 159IR p 609 Table 4

  IR	                 	                 	                  	              	155	 944	A	 12	X	CC	  25.00	    103.3500	Showers  	Planktonic Foraminifers                      	B              	                  	-                           	-                         	-                   	-                           	-                  	-                            	-                     	-                    	-                   	-                     	-                     	-                              	-                              	-                                     	-                                	-                                  	-                            	-                           	-                        	-                    	-               	from Leg 159IR p 609 Table 4

  IR	Late Pleistocene 	                 	Y                 	              	155	 944	A	 13	X	CC	  29.00	    112.5100	Showers  	Planktonic Foraminifers                      	R              	M                 	-                           	C                         	-                   	-                           	-                  	C                            	-                     	-                    	-                   	-                     	-                     	-                              	R                              	-                                     	C                                	-                                  	F                            	-                           	-                        	-                    	-               	from Leg 159IR p 609 Table 4

  IR	                 	                 	                  	              	155	 944	A	 15	X	CC	  20.00	    124.5900	Showers  	Planktonic Foraminifers                      	B              	                  	-                           	-                         	-                   	-                           	-                  	-                            	-                     	-                    	-                   	-                     	-                     	-                              	-                              	-                                     	-                                	-                                  	-                            	-                           	-                        	-                    	-               	from Leg 159IR p 609 Table 4

  IR	                 	                 	                  	              	155	 944	A	 16	X	CC	   3.00	    140.6400	Showers  	Planktonic Foraminifers                      	               	                  	-                           	R                         	-                   	-                           	-                  	-                            	-                     	-                    	-                   	-                     	-                     	-                              	-                              	-                                     	-                                	-                                  	-                            	-                           	-                        	-                    	-               	from Leg 159IR p 609 Table 4

  IR	                 	                 	                  	              	155	 944	A	 17	X	CC	  13.00	    144.4800	Showers  	Planktonic Foraminifers                      	B              	                  	-                           	-                         	-                   	-                           	-                  	-                            	-                     	-                    	-                   	-                     	-                     	-                              	-                              	-                                     	-                                	-                                  	-                            	-                           	-                        	-                    	-               	from Leg 159IR p 609 Table 4

  IR	                 	                 	                  	              	155	 944	A	 18	X	CC	  22.00	    153.3200	Showers  	Planktonic Foraminifers                      	B              	                  	-                           	-                         	-                   	-                           	-                  	-                            	-                     	-                    	-                   	-                     	-                     	-                              	-                              	-                                     	-                                	-                                  	-                            	-                           	-                        	-                    	-               	from Leg 159IR p 609 Table 4

  IR	Late Pleistocene 	                 	Y                 	              	155	 944	A	 19	X	CC	  13.00	    163.1300	Showers  	Planktonic Foraminifers                      	F              	G                 	-                           	C                         	-                   	-                           	-                  	C                            	-                     	-                    	-                   	-                     	-                     	-                              	-                              	-                                     	C                                	F                                  	F                            	-                           	-                        	-                    	-               	from Leg 159IR p 609 Table 4

  IR	Late Pleistocene 	                 	Y                 	              	155	 944	A	 21	X	CC	  24.00	    184.9300	Showers  	Planktonic Foraminifers                      	               	M                 	-                           	-                         	-                   	-                           	-                  	-                            	-                     	-                    	-                   	-                     	-                     	-                              	-                              	-                                     	R                                	-                                  	-                            	-                           	-                        	-                    	-               	from Leg 159IR p 609 Table 4

  IR	Late Pleistocene 	                 	R                 	X             	155	 944	A	 22	X	CC	  31.00	    200.2700	Showers  	Planktonic Foraminifers                      	C              	G                 	-                           	C                         	-                   	R                           	F                  	-                            	-                     	R                    	R                   	-                     	-                     	R                              	-                              	-                                     	F                                	R                                  	C                            	-                           	-                        	-                    	-               	from Leg 159IR p 609 Table 4

  IR	Late Pleistocene 	                 	R                 	X             	155	 944	A	 23	X	CC	  30.00	    209.3100	Showers  	Planktonic Foraminifers                      	A              	G                 	R                           	C                         	-                   	-                           	-                  	F                            	-                     	-                    	-                   	-                     	-                     	-                              	-                              	-                                     	C                                	F                                  	C                            	F                           	-                        	-                    	-               	from Leg 159IR p 609 Table 4

  IR	Late Pleistocene 	                 	R                 	X             	155	 944	A	 24	X	CC	  12.00	    220.4200	Showers  	Planktonic Foraminifers                      	C              	G                 	-                           	C                         	-                   	F                           	F                  	-                            	-                     	R                    	-                   	-                     	-                     	R                              	-                              	-                                     	C                                	C                                  	C                            	-                           	-                        	-                    	-               	from Leg 159IR p 609 Table 4

  IR	Late Pleistocene 	                 	R                 	X             	155	 944	A	 25	X	CC	  22.00	    230.2700	Showers  	Planktonic Foraminifers                      	A              	G                 	C                           	F                         	-                   	F                           	C                  	R                            	-                     	R                    	-                   	-                     	-                     	-                              	-                              	-                                     	F                                	F                                  	F                            	-                           	-                        	-                    	-               	from Leg 159IR p 609 Table 4

  IR	Late Pleistocene 	                 	R                 	X             	155	 944	A	 26	X	CC	  23.00	    237.2600	Showers  	Planktonic Foraminifers                      	C              	G                 	C                           	F                         	-                   	-                           	C                  	F                            	-                     	R                    	-                   	-                     	-                     	-                              	-                              	-                                     	F                                	F                                  	F                            	-                           	-                        	-                    	-               	from Leg 159IR p 609 Table 4

  IR	Late Pleistocene 	                 	R                 	X             	155	 944	A	 27	X	CC	   0.00	    239.7000	Showers  	Planktonic Foraminifers                      	C              	G                 	C                           	F                         	-                   	-                           	C                  	F                            	-                     	-                    	-                   	-                     	-                     	-                              	-                              	-                                     	F                                	-                                  	F                            	-                           	R                        	-                    	-               	from Leg 159IR p 609 Table 4

  IR	Late Pleistocene 	                 	R                 	X             	155	 944	A	 28	X	CC	  28.00	    255.5400	Showers  	Planktonic Foraminifers                      	C              	G                 	C                           	F                         	-                   	-                           	A                  	-                            	-                     	F                    	-                   	-                     	-                     	-                              	-                              	-                                     	F                                	-                                  	F                            	-                           	-                        	-                    	-               	from Leg 159IR p 609 Table 4

  IR	                 	                 	                  	              	155	 944	A	 30	X	CC	  40.00	    278.2100	Showers  	Planktonic Foraminifers                      	B              	                  	-                           	-                         	-                   	-                           	-                  	-                            	-                     	-                    	-                   	-                     	-                     	-                              	-                              	-                                     	-                                	-                                  	-                            	-                           	-                        	-                    	-               	from Leg 159IR p 609 Table 4

  IR	Middle Pleistocene	                 	X                 	              	155	 944	A	 31	X	CC	  44.00	    287.4500	Showers  	Planktonic Foraminifers                      	               	                  	R                           	-                         	-                   	-                           	R                  	-                            	-                     	R                    	-                   	-                     	-                     	-                              	-                              	-                                     	-                                	-                                  	-                            	-                           	-                        	-                    	-               	uncertain zone and age assignments; from Leg 159IR p 609 Table 4

  IR	                 	                 	                  	              	155	 944	A	 32	X	CC	  47.00	    297.5700	Showers  	Planktonic Foraminifers                      	B              	                  	-                           	-                         	-                   	-                           	-                  	-                            	-                     	-                    	-                   	-                     	-                     	-                              	-                              	-                                     	-                                	-                                  	-                            	-                           	-                        	-                    	-               	from Leg 159IR p 609 Table 4

  IR	                 	                 	                  	              	155	 944	A	 33	X	CC	  81.00	    305.3200	Showers  	Planktonic Foraminifers                      	B              	                  	-                           	-                         	-                   	-                           	-                  	-                            	-                     	-                    	-                   	-                     	-                     	-                              	-                              	-                                     	-                                	-                                  	-                            	-                           	-                        	-                    	-               	from Leg 159IR p 609 Table 4

  IR	                 	                 	                  	              	155	 944	A	 34	X	CC	   8.00	    308.2000	Showers  	Planktonic Foraminifers                      	B              	                  	-                           	-                         	-                   	-                           	-                  	-                            	-                     	-                    	-                   	-                     	-                     	-                              	-                              	-                                     	-                                	-                                  	-                            	-                           	-                        	-                    	-               	from Leg 159IR p 609 Table 4

  IR	                 	                 	                  	              	155	 944	A	 35	X	CC	   0.00	    316.9000	Showers  	Planktonic Foraminifers                      	B              	                  	-                           	-                         	-                   	-                           	-                  	-                            	-                     	-                    	-                   	-                     	-                     	-                              	-                              	-                                     	-                                	-                                  	-                            	-                           	-                        	-                    	-               	from Leg 159IR p 609 Table 4

  IR	                 	                 	                  	              	155	 944	A	 38	X	CC	   0.00	    346.2200	Showers  	Planktonic Foraminifers                      	B              	                  	-                           	-                         	-                   	-                           	-                  	-                            	-                     	-                    	-                   	-                     	-                     	-                              	-                              	-                                     	-                                	-                                  	-                            	-                           	-                        	-                    	-               	from Leg 159IR p 609 Table 4

  IR	Middle Pleistocene	                 	X                 	              	155	 944	A	 39	X	 2	  18.00	    357.0800	Showers  	Planktonic Foraminifers                      	A              	G                 	F                           	C                         	-                   	F                           	C                  	-                            	-                     	-                    	-                   	R                     	-                     	-                              	-                              	-                                     	F                                	F                                  	F                            	-                           	R                        	-                    	-               	uncertain zone assignment; from Leg 159IR p 609 Table 4

  IR	Middle Pleistocene	                 	X                 	              	155	 944	A	 39	X	CC	  17.00	    357.7000	Showers  	Planktonic Foraminifers                      	F              	G                 	-                           	C                         	-                   	C                           	R                  	R                            	-                     	-                    	-                   	-                     	-                     	-                              	-                              	-                                     	C                                	R                                  	F                            	F                           	-                        	-                    	-               	uncertain zone assignment; from Leg 159IR p 609 Table 4

  IR	Middle Pleistocene	                 	X                 	              	155	 944	A	 40	X	CC	   0.00	    365.4200	Showers  	Planktonic Foraminifers                      	C              	M                 	R                           	C                         	-                   	F                           	-                  	-                            	-                     	-                    	-                   	-                     	-                     	-                              	-                              	-                                     	-                                	C                                  	F                            	C                           	-                        	-                    	-               	uncertain zone assignment; from Leg 159IR p 609 Table 4

  IR	Middle Pleistocene	                 	X                 	              	155	 944	A	 41	X	CC	  23.00	    377.9600	Showers  	Planktonic Foraminifers                      	R              	M                 	C                           	F                         	-                   	R                           	-                  	-                            	-                     	-                    	-                   	-                     	-                     	-                              	-                              	-                                     	C                                	R                                  	-                            	-                           	-                        	-                    	-               	uncertain zone assignment; from Leg 159IR p 609 Table 4

