Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Globorotalia plesiotumida,Globigerinoides extremus,Sphaeroidinellopsis kochi,Neogloboquadrina acostaensis,Zeaglobigerina nepenthes,Dentoglobigerina altispira,Globorotalia multicamerata,Globorotalia cibaoensis,Globorotalia margaritae,Globigerinoides conglobatus,Globorotalia tumida,Sphaeroidinellopsis seminulina,Pulleniatina (S),Pulleniatina (D),Globorotalia tosaensis,Sphaeroidinella dehiscens,Globorotalia truncatulinoides,Globigerinoides fistulosus,Globorotalia menardii,Globigerinoides ruber,Pulleniatina obliquiloculata,Globorotalia crassaformis,Globigerinoides ruber (pink),Globigerinoides sacculifer,Comment
  IR,Pleistocene      ,Pleistocene      ,N22               ,N22           ,184,1143,A,  5,H,CC,  21.00,     41.2000,forams   ,Planktonic Foraminifers                      ,A              ,G                 ,                         ,                        ,                         ,                            ,                        ,                          ,                          ,                       ,                       ,                           ,                   ,                              ,                ,                ,                      ,R                        ,P                            ,                          ,                     ,A                    ,F                           ,                         ,                            ,                          ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Pleistocene      ,Pleistocene      ,N22               ,N22           ,184,1143,A,  6,H,CC,  29.00,     50.9300,forams   ,Planktonic Foraminifers                      ,A              ,G                 ,                         ,                        ,                         ,                            ,                        ,                          ,                          ,                       ,                       ,                           ,                   ,                              ,                ,                ,                      ,                         ,P                            ,                          ,                     ,A                    ,F                           ,                         ,                            ,                          ,~0.6 (0.8) Ma
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Pleistocene      ,Pleistocene      ,N22               ,N22           ,184,1143,A,  7,H,CC,  12.00,     59.9400,forams   ,Planktonic Foraminifers                      ,A              ,G                 ,                         ,                        ,                         ,                            ,                        ,                          ,                          ,                       ,                       ,                           ,                   ,                              ,                ,                ,                      ,F                        ,P                            ,                          ,                     ,                     ,F                           ,                         ,                            ,                          ,>0.8 Ma
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Pleistocene      ,Pleistocene      ,N22               ,N22           ,184,1143,A,  8,H,CC,  22.00,     69.8700,forams   ,Planktonic Foraminifers                      ,A              ,G                 ,                         ,                        ,                         ,                            ,                        ,                          ,                          ,                       ,                       ,                           ,                   ,                              ,                ,                ,                      ,                         ,P                            ,                          ,F                    ,                     ,R                           ,                         ,                            ,                          ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Pleistocene      ,Pleistocene      ,N22               ,N22           ,184,1143,A,  9,H,CC,  25.00,     79.1600,forams   ,Planktonic Foraminifers                      ,A              ,G                 ,                         ,                        ,                         ,                            ,                        ,                          ,                          ,                       ,                       ,                           ,                   ,                              ,                ,                ,                      ,P                        ,P                            ,                          ,R                    ,A                    ,                            ,                         ,                            ,                          ,<1.6 Ma
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Pleistocene      ,Pleistocene      ,N22               ,N22           ,184,1143,A, 10,H,CC,  22.00,     88.8400,forams   ,Planktonic Foraminifers                      ,A              ,G                 ,                         ,                        ,                         ,                            ,                        ,                          ,                          ,                       ,                       ,                           ,                   ,                              ,                ,                ,                      ,                         ,P                            ,P                         ,                     ,                     ,                            ,                         ,                            ,                          ,1.6 (1.77) ~ 2.0 Ma
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Pliocene    ,Late Pliocene    ,N21               ,N21           ,184,1143,A, 11,H,CC,  39.00,     98.2500,forams   ,Planktonic Foraminifers                      ,A              ,G                 ,                         ,                        ,                         ,                            ,                        ,                          ,F                         ,                       ,                       ,                           ,                   ,                              ,                ,                ,                      ,R                        ,                             ,                          ,                     ,                     ,                            ,                         ,                            ,                          ,~2.4 Ma
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Pliocene    ,Late Pliocene    ,N21               ,N21           ,184,1143,A, 12,H,CC,  21.00,    107.7900,forams   ,Planktonic Foraminifers                      ,A              ,G                 ,                         ,                        ,                         ,                            ,                        ,                          ,F                         ,                       ,                       ,                           ,                   ,                              ,                ,                ,P                     ,                         ,                             ,                          ,                     ,                     ,                            ,                         ,                            ,                          ,2.4~3.09 Ma
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Pliocene    ,Late Pliocene    ,N21               ,N21           ,184,1143,A, 13,H,CC,  18.00,    117.0500,forams   ,Planktonic Foraminifers                      ,A              ,G                 ,                         ,                        ,                         ,                            ,                        ,                          ,R                         ,                       ,                       ,                           ,                   ,                              ,                ,                ,P                     ,                         ,                             ,                          ,                     ,                     ,                            ,                         ,                            ,                          ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Pliocene    ,Late Pliocene    ,N21               ,N21           ,184,1143,A, 14,H,CC,  20.00,    126.6300,forams   ,Planktonic Foraminifers                      ,A              ,G                 ,                         ,                        ,                         ,                            ,                        ,                          ,R                         ,                       ,                       ,                           ,                   ,                              ,                ,                ,                      ,R                        ,                             ,                          ,                     ,                     ,                            ,                         ,                            ,                          ,2.4~3.09 Ma
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Pliocene    ,Late Pliocene    ,N21               ,N21           ,184,1143,A, 15,H,CC,  11.00,    135.4800,forams   ,Planktonic Foraminifers                      ,A              ,G                 ,                         ,P                       ,                         ,                            ,                        ,F                         ,R                         ,                       ,                       ,                           ,                   ,                              ,                ,                ,P                     ,                         ,                             ,                          ,                     ,                     ,                            ,                         ,                            ,                          ,>3.09 Ma
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Pliocene    ,Late Pliocene    ,N20               ,N20           ,184,1143,A, 16,H,CC,  39.00,    145.8700,forams   ,Planktonic Foraminifers                      ,A              ,G                 ,                         ,P                       ,                         ,                            ,                        ,F                         ,R                         ,                       ,                       ,                           ,                   ,P                             ,                ,P               ,                      ,                         ,                             ,                          ,                     ,                     ,                            ,                         ,                            ,                          ,">3.35 Ma, <3.58 Ma"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Pliocene    ,Late Pliocene    ,N20               ,N20           ,184,1143,A, 17,H, 7,  24.00,    154.6400,forams   ,Planktonic Foraminifers                      ,A              ,G                 ,                         ,P                       ,                         ,                            ,                        ,F                         ,R                         ,                       ,P                      ,                           ,                   ,P                             ,                ,                ,                      ,                         ,                             ,                          ,                     ,                     ,                            ,                         ,                            ,                          ,>3.58 Ma
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Early Pliocene   ,Early Pliocene   ,N19               ,N19           ,184,1143,A, 18,H, 7,  43.00,    164.2600,forams   ,Planktonic Foraminifers                      ,A              ,G                 ,                         ,P                       ,                         ,                            ,                        ,R                         ,R                         ,                       ,                       ,                           ,                   ,P                             ,P               ,                ,                      ,                         ,                             ,                          ,                     ,                     ,                            ,                         ,                            ,                          ,<4.2 Ma
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Early Pliocene   ,Early Pliocene   ,N19               ,N19           ,184,1143,A, 19,H,CC,   0.00,    173.5300,forams   ,Planktonic Foraminifers                      ,A              ,G                 ,                         ,                        ,                         ,                            ,P                       ,F                         ,                          ,                       ,P                      ,P                          ,P                  ,P                             ,F               ,                ,                      ,                         ,                             ,                          ,                     ,                     ,                            ,                         ,                            ,                          ,>4.2 Ma
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Early Pliocene   ,Early Pliocene   ,N19               ,N19           ,184,1143,A, 20,H,CC,   0.00,    182.9200,forams   ,Planktonic Foraminifers                      ,A              ,G                 ,                         ,                        ,P                        ,                            ,P                       ,F                         ,                          ,                       ,P                      ,P                          ,                   ,P                             ,R               ,                ,                      ,                         ,                             ,                          ,                     ,                     ,                            ,                         ,                            ,                          ,>4.53 Ma
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Early Pliocene   ,Early Pliocene   ,N19               ,N19           ,184,1143,A, 21,H,CC,   0.00,    190.4000,forams   ,Planktonic Foraminifers                      ,A              ,G                 ,                         ,R                       ,P                        ,                            ,P                       ,R                         ,                          ,                       ,P                      ,P                          ,P                  ,P                             ,R               ,                ,                      ,                         ,                             ,                          ,                     ,                     ,                            ,                         ,                            ,                          ,4.5~5.07 Ma
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Early Pliocene   ,Early Pliocene   ,N19               ,N19           ,184,1143,A, 22,X,CC,  45.00,    197.5700,forams   ,Planktonic Foraminifers                      ,A              ,G                 ,                         ,                        ,P                        ,                            ,P                       ,                          ,R                         ,                       ,P                      ,P                          ,P                  ,                              ,R               ,                ,                      ,                         ,                             ,                          ,                     ,                     ,                            ,                         ,                            ,                          ,<5.07 Ma
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Miocene     ,Early Pliocene   ,N18               ,N19           ,184,1143,A, 23,X,CC,  22.00,    202.4200,forams   ,Planktonic Foraminifers                      ,A              ,G                 ,                         ,                        ,P                        ,                            ,P                       ,                          ,                          ,                       ,                       ,P                          ,P                  ,                              ,P               ,                ,                      ,                         ,                             ,                          ,                     ,                     ,                            ,                         ,                            ,                          ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Miocene     ,Early Pliocene   ,N18               ,N19           ,184,1143,A, 24,X,CC,  31.00,    211.6300,forams   ,Planktonic Foraminifers                      ,A              ,G                 ,                         ,                        ,P                        ,                            ,P                       ,R                         ,                          ,                       ,                       ,P                          ,P                  ,                              ,                ,                ,                      ,                         ,                             ,                          ,                     ,                     ,                            ,                         ,                            ,                          ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Miocene     ,Early Pliocene   ,N18               ,N19           ,184,1143,A, 25,X,CC,  26.00,    215.3100,forams   ,Planktonic Foraminifers                      ,A              ,G                 ,                         ,                        ,P                        ,                            ,P                       ,R                         ,                          ,P                      ,                       ,P                          ,P                  ,P                             ,                ,                ,                      ,                         ,                             ,                          ,                     ,                     ,                            ,                         ,                            ,                          ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Miocene     ,Early Pliocene   ,N18               ,N19           ,184,1143,A, 26,X,CC,  41.00,    230.8500,forams   ,Planktonic Foraminifers                      ,A              ,G                 ,                         ,                        ,P                        ,                            ,P                       ,                          ,                          ,                       ,                       ,P                          ,P                  ,                              ,                ,                ,                      ,                         ,                             ,                          ,                     ,                     ,                            ,                         ,                            ,                          ,<5.8 Ma
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Miocene     ,Late Miocene     ,N17b              ,N17b          ,184,1143,A, 27,X,CC,  22.00,    234.1700,forams   ,Planktonic Foraminifers                      ,A              ,G                 ,                         ,F                       ,P                        ,                            ,                        ,                          ,                          ,                       ,                       ,P                          ,                   ,                              ,                ,                ,                      ,                         ,                             ,                          ,                     ,                     ,                            ,                         ,                            ,                          ,<6.2 Ma
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Miocene     ,Late Miocene     ,N17b              ,N17b          ,184,1143,A, 28,X,CC,  28.00,    248.9400,forams   ,Planktonic Foraminifers                      ,A              ,M                 ,P                        ,R                       ,                         ,                            ,P                       ,                          ,                          ,                       ,                       ,P                          ,                   ,                              ,                ,                ,                      ,                         ,                             ,                          ,                     ,                     ,                            ,                         ,                            ,                          ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Miocene     ,Late Miocene     ,N17b              ,N17b          ,184,1143,A, 29,X,CC,  19.00,    259.6000,forams   ,Planktonic Foraminifers                      ,A              ,G                 ,P                        ,R                       ,P                        ,P                           ,P                       ,                          ,                          ,                       ,P                      ,P                          ,                   ,                              ,                ,                ,                      ,                         ,                             ,                          ,                     ,                     ,                            ,                         ,                            ,                          ,<6.2 Ma
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Miocene     ,Late Miocene     ,N17a              ,N17a          ,184,1143,A, 30,X,CC,  25.00,    269.1900,forams   ,Planktonic Foraminifers                      ,A              ,G                 ,P                        ,F                       ,                         ,R                           ,                        ,                          ,                          ,                       ,                       ,                           ,                   ,                              ,                ,                ,                      ,                         ,                             ,                          ,                     ,                     ,                            ,                         ,                            ,                          ,>6.4 Ma
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Miocene     ,Late Miocene     ,N17a              ,N17a          ,184,1143,A, 31,X,CC,  40.00,    278.8900,forams   ,Planktonic Foraminifers                      ,F              ,M                 ,P                        ,R                       ,                         ,                            ,                        ,                          ,                          ,P                      ,                       ,                           ,                   ,                              ,                ,                ,                      ,                         ,                             ,                          ,                     ,                     ,                            ,                         ,                            ,                          ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Miocene     ,Late Miocene     ,N17a              ,N17a          ,184,1143,A, 32,X,CC,  35.00,    288.6400,forams   ,Planktonic Foraminifers                      ,A              ,M                 ,P                        ,F                       ,                         ,R                           ,P                       ,                          ,                          ,P                      ,                       ,                           ,                   ,                              ,                ,                ,                      ,                         ,                             ,                          ,                     ,                     ,                            ,                         ,                            ,                          ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Miocene     ,Late Miocene     ,N17a              ,N17a          ,184,1143,A, 33,X,CC,  35.00,    298.0600,forams   ,Planktonic Foraminifers                      ,A              ,G                 ,                         ,F                       ,P                        ,R                           ,                        ,                          ,                          ,P                      ,                       ,                           ,                   ,                              ,                ,                ,                      ,                         ,                             ,                          ,                     ,                     ,                            ,                         ,                            ,                          ,<7.8 Ma
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Miocene     ,Late Miocene     ,N17a              ,N17a          ,184,1143,A, 34,X,CC,  38.00,    306.8400,forams   ,Planktonic Foraminifers                      ,A              ,G                 ,                         ,R                       ,P                        ,R                           ,                        ,                          ,                          ,                       ,                       ,                           ,                   ,                              ,                ,                ,                      ,                         ,                             ,                          ,                     ,                     ,                            ,                         ,                            ,                          ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Miocene     ,Late Miocene     ,N17a              ,N17a          ,184,1143,A, 35,X,CC,  33.00,    317.2800,forams   ,Planktonic Foraminifers                      ,A              ,G                 ,P                        ,R                       ,                         ,R                           ,                        ,R                         ,                          ,                       ,                       ,                           ,                   ,                              ,                ,                ,                      ,                         ,                             ,                          ,                     ,                     ,                            ,                         ,                            ,                          ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Miocene     ,Late Miocene     ,N17a              ,N17a          ,184,1143,A, 36,X,CC,  41.00,    326.8600,forams   ,Planktonic Foraminifers                      ,A              ,G                 ,P                        ,R                       ,                         ,R                           ,P                       ,F                         ,P                         ,                       ,                       ,                           ,                   ,                              ,                ,                ,                      ,                         ,                             ,                          ,                     ,                     ,                            ,                         ,                            ,                          ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Miocene     ,Late Miocene     ,N17a              ,N17a          ,184,1143,A, 37,X,CC,  32.00,    336.6600,forams   ,Planktonic Foraminifers                      ,A              ,G                 ,P                        ,P                       ,                         ,                            ,                        ,A                         ,                          ,                       ,                       ,                           ,                   ,                              ,                ,                ,                      ,                         ,                             ,                          ,                     ,                     ,                            ,                         ,                            ,                          ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Miocene     ,Late Miocene     ,N17a              ,N17a          ,184,1143,A, 38,X,CC,  33.00,    345.7900,forams   ,Planktonic Foraminifers                      ,A              ,G                 ,P                        ,P                       ,P                        ,                            ,                        ,R                         ,                          ,                       ,                       ,                           ,                   ,                              ,                ,                ,                      ,                         ,                             ,                          ,                     ,                     ,                            ,                         ,                            ,                          ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Miocene     ,Late Miocene     ,N17a              ,N17a          ,184,1143,A, 39,X,CC,  27.00,    355.0100,forams   ,Planktonic Foraminifers                      ,A              ,G                 ,P                        ,P                       ,                         ,P                           ,                        ,R                         ,                          ,                       ,                       ,                           ,                   ,                              ,                ,                ,                      ,                         ,                             ,                          ,                     ,                     ,                            ,                         ,                            ,                          ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Miocene     ,Late Miocene     ,N17a              ,N17a          ,184,1143,A, 40,X,CC,  43.00,    363.2300,forams   ,Planktonic Foraminifers                      ,A              ,G                 ,P                        ,P                       ,P                        ,P                           ,                        ,                          ,                          ,                       ,                       ,                           ,                   ,                              ,                ,                ,                      ,                         ,                             ,                          ,                     ,                     ,                            ,                         ,                            ,                          ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Miocene     ,Late Miocene     ,N17a              ,N17a          ,184,1143,A, 41,X,CC,  49.00,    373.8600,forams   ,Planktonic Foraminifers                      ,A              ,G                 ,P                        ,P                       ,P                        ,                            ,                        ,                          ,                          ,                       ,                       ,                           ,                   ,                              ,                ,                ,                      ,                         ,                             ,                          ,                     ,                     ,                            ,                         ,                            ,                          ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Miocene     ,Late Miocene     ,N17a              ,N17a          ,184,1143,A, 42,X,CC,  42.00,    382.2300,forams   ,Planktonic Foraminifers                      ,A              ,G                 ,P                        ,P                       ,                         ,                            ,P                       ,                          ,                          ,                       ,                       ,                           ,                   ,                              ,                ,                ,                      ,                         ,                             ,                          ,                     ,                     ,                            ,                         ,                            ,                          ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Miocene     ,Late Miocene     ,N17a              ,N17a          ,184,1143,A, 43,X,CC,  17.00,    384.3700,forams   ,Planktonic Foraminifers                      ,A              ,G                 ,P                        ,R                       ,P                        ,P                           ,                        ,                          ,                          ,                       ,                       ,                           ,                   ,                              ,                ,                ,                      ,                         ,                             ,                          ,                     ,                     ,                            ,                         ,                            ,                          ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Miocene     ,Late Miocene     ,N17a              ,N17a          ,184,1143,A, 44,X,CC,  39.00,    400.4900,forams   ,Planktonic Foraminifers                      ,A              ,G                 ,P                        ,F                       ,                         ,                            ,                        ,                          ,                          ,                       ,                       ,                           ,                   ,                              ,                ,                ,                      ,                         ,                             ,                          ,                     ,                     ,                            ,                         ,                            ,                          ,<8.58 Ma
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
