Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Valensiella griphus,Taleisphaera hydra,Spiniferites spp.,Pervosphaeridium pseudhystrichodinium,Palaeohystrichophora infusoriodes,Oligosphaeridium spp.,Odontochitina spp.,Microdinium ornatum,Maghrebinia sp.,Litosphaeridium siphoniphorum,Kallosphaeridium granulatum,Florentinia spp.,Eyrea nebulosa,Exochosphaeridium sp.,Diconodinium multispinum,Cyclonephelium hughesii,Cribroperidinium edwardsii,Cribroperidinium cooksoniae,Craspedodinium sp.,Cleistosphaeridium ancoriferum,Ascodinium acrophorum,Achomosphaera triangulata,Heterosphaeridium sp.,Cribroperidinium muderongense,Kiokansium polypes,Hystrichodinium pulchrum,Chlamydophorella nyei,Cassiculosphaeridia reticulata,Chatangiella sp.,Prolixosphaeridium sp.,Tanyosphaeridium salpinx,Xenascus cf. ceratioides,Isabelidinium spp.,Kleithriasphaeridium tubulosum,?Maduradinium sp.,Conosphaeridium striatoconus,Trithyodinium sp.,Tehamadinium sp.,Xenascus ceratioides,Trithyrodinium suspectum,Spiniferites sp.,Oligosphaeridium pulcherrimum,Kallosphaeridium? helbyi,Isabelidinium sp. ,Hystrichosphaeridium tubiferum,Cyclonephelium crassimarginatum,Circulodinium distinctum longispinatum,Chlamydophorella discreta,Canningia reticulata,Callaoisphaeridium asymmetricum,Spiniferites ramosus,Odontochitina sp.,Odontochitina operculata,Nelsoniella aceras,Kiokansium sp. cf. K. polypes,Isabelidinium korojonense,Isabelidinium cooksoniae,Isabelidinium belfastense,Heterosphaeridium heteracanthum,Fromea sp.,Cyclonephelium compactum,Cyclonephelium brevispinatum,Cleistosphaeridium sp.,Circulodinium distinctum,Chatangiella victoriensis,Chatangiella tripartita,Canninginopsis colliveri,Bulbodinium seitzii,Trichodinium castanea,Spinidinium? clavus,Spinidinium sp.,Odontochitina cribropoda,Laciniadinium firmum,Canningia sp.,Areoligera sp. cf. A. senonensis,Trithyrodinium fragile,Tanyosphaeridium variecalamus,Spinidinium lanterna,Pierceites schizocystis,Odontochitina porifera,Laciniadinium williamsii,Isabelidinium microarmum,Isabelidinium acuminatum,Hystrichokolpoma sp. ,Florentinia sp. cf. F. mantellii,Eurydinium eyrense,Eschariasphaeridia sp.,Dinogymnium westralium,Chatangiella verrucosa,Chatangiella spectabilis,Chatangiella biapertura,Areoligera sp.,Areoligera senonensis,Alterbidinium minus,Achomosphaera sp.,Heterosphaeridium conjunctum,Eurydinium tempestivum,Eucladinium spinosissimum,Dinogymnium sp.,Diconodinium sp.,Diconodinium arcticum,Deflandrea sp.,Oligosphaeridium sp.,Nelsoniella sp. ,Chatangiella granulifera,Chatangiella ditissima,Amphidiadema denticulata,Cleistosphaeridium multifurcatum,Areoligera coronata,Apteodinium maculatum,Chatangiella serratula,Canningia senonica,Alterbidinium sp.,Achomosphaera ramulifera,Talimudinium scissurum,Spinidinium uncinatum,Palaeoperidinium parvum,Gillinia hymenophora,Eucladinium madurense,Diconodinium sp. cf. D. arcticum,Oligosphaeridium complex,Cyclonephelium paucimarginatum,Canningia kukebaiensis,Leptodinium sp. ,Kallosphaeridium? ringnesiorum,Eurydinium ingramii,Dinogymnium curvatum,Dinogymnium albertii,Pterodinium cingulatum,Isabelidinium magnum,Isabelidinium cretaceum oviforme,Exochosphaeridium phragmites,Trithyrodinium sp.,Nelsoniella tuberculata,Isabelidinium cretaceum cretaceum,Dinogymnium digitus,Cleistosphaeridium flexuosum,Batiacasphaera sp.,Amphidiadema sp.,Tanyosphaeridium xanthiopyxides,Nelsoniella semireticulata,Abratopdinium kerguelense,Kallosphaeridium sp.,Gonyaulacysta sp. ,Palaeohystrichophora sp.,Microdinium sp. ,Maduradinium pentagonum,Impagidinium cristatum,Platycystidia diptera,Dinogymnium undolosum,Leberidocysta chlamydata,Eucladinium gambangense,Xenikoon australis,Hystrichodinium sp. ,Canningia sp. cf. C. scabrosa,Lanternosphaeridium sp. ,Heterosphaeridium cordiforme,Cleistosphaeridium huguoniotii,Abratopdinium cardioforme,Xenikoon sp.,Trichodinium sp.,Subtilisphaera piraensis,Senegalinium sp. cf. S. ?microgranulatum,Manumiella sp.,Isabelidinium thomasii,Lejeunecysta sp. ,Elytrocysta druggii,Coronifera sp. cf. C. striolata,Amphorasphaeridium sp.,Satyrodinium haumuriense,Satyrodinium bengalense,Fromea chytra ,Cannosphaeropsis utinensis,Nematosphaeropsis sp. ,Cleistosphaeridium armatum,Isabelidinium sp. A,Endoceratium sp.,Diconodinium rhombiforme,Diconodinium psilatum,Manumiella sp. cf. M. sp. 2,Isabelidinium bakeri,Amphorosphaeridium fenestratum,Xenascus sp.,Exochosphaeridium arnace,Cordosphaeridium sp.,Subtilisphaera sp.,Impagidinium sp.,Eurydinium ellipticum,Cerodinium diebelii,Palaeocystodinium sp.,Isabelidinium pellucidum,Isabelidinium cretaceum gravidusum,Cyclopsiella sp.,Paralecaniella sp.,Alterbidinium acutulum,Palaeocystodinium sp. cf. P. scabrata,Odontochitina spinosa,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Campanian        ,                 ,Subzone B2        ,              ,120, 748,C, 46,R, 1,  86.00,    588.3600,Mao      ,Dinoflagellates/Acritarchs/Prasinophytes     ,               ,                  ,                   ,                  ,                 ,                                     ,                                 ,                     ,                  ,                   ,               ,                             ,                           ,                ,              ,                     ,                        ,                       ,                          ,                           ,                  ,                              ,                     ,                         ,F                    ,                             ,                  ,                        ,                     ,                              ,                ,                      ,                        ,                        ,                  ,                              ,                 ,                            ,                 ,                ,                    ,A                       ,R               ,                             ,                        ,+                 ,                              ,                               ,C                                     ,                         ,                    ,                               ,                    ,F                ,                        ,A                 ,                             ,                         ,                        ,                         ,                               ,F         ,+                       ,                            ,F                     ,A                       ,                         ,+                      ,                        ,                   ,                     ,                   ,               ,V                       ,                    ,             ,                                ,F                     ,                             ,                    ,                       ,V                     ,                        ,                        ,                        ,                     ,                                ,                  ,C                     ,                      ,                      ,                        ,                       ,              ,                     ,                   ,                 ,F                           ,                      ,                         ,               ,                ,                     ,              ,                    ,F               ,                        ,                      ,+                       ,                                ,                   ,                     ,                      ,                  ,                 ,                        ,                      ,                     ,                       ,R                   ,                     ,                                ,                        ,                              ,                      ,C               ,R                             ,                   ,                    ,                    ,                      ,                    ,                                ,                            ,A                 ,+                      ,                                 ,                   ,                            ,R                 ,                ,+                              ,                          ,                         ,+                   ,R                 ,                        ,                ,                       ,                      ,                     ,                     ,                        ,                       ,                  ,                    ,                             ,                        ,                            ,                              ,                         ,            ,                ,                        ,                                        ,              ,                      ,                 ,                   ,                               ,                      ,                        ,                       ,              ,                          ,                      ,                          ,                   ,                ,                        ,                     ,                           ,                    ,                              ,            ,                        ,                    ,                  ,                ,                     ,                   ,                     ,                        ,                                  ,                ,                  ,                      ,                                     ,                     ,from ODP Leg 120 SR Vol 1 Chapter 20 Table 1 p 312-314
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Campanian        ,                 ,Subzone B2        ,              ,120, 748,C, 47,R, 1,  92.00,    597.9200,Mao      ,Dinoflagellates/Acritarchs/Prasinophytes     ,               ,                  ,                   ,                  ,                 ,                                     ,                                 ,                     ,                  ,                   ,               ,                             ,                           ,                ,              ,                     ,                        ,                       ,                          ,                           ,                  ,                              ,                     ,                         ,                     ,                             ,                  ,                        ,                     ,                              ,                ,                      ,                        ,                        ,                  ,                              ,                 ,                            ,                 ,                ,                    ,F                       ,                ,                             ,                        ,+                 ,                              ,                               ,F                                     ,                         ,                    ,                               ,R                   ,+                ,                        ,F                 ,                             ,                         ,                        ,                         ,                               ,          ,                        ,R                           ,                      ,C                       ,                         ,                       ,                        ,+                  ,                     ,                   ,               ,                        ,                    ,             ,R                               ,                      ,                             ,                    ,                       ,                      ,                        ,                        ,                        ,                     ,                                ,                  ,                      ,                      ,                      ,                        ,                       ,              ,                     ,                   ,                 ,C                           ,                      ,                         ,               ,                ,                     ,              ,                    ,+               ,                        ,                      ,+                       ,                                ,                   ,+                    ,                      ,+                 ,                 ,                        ,                      ,                     ,                       ,                    ,                     ,                                ,                        ,                              ,                      ,+               ,                              ,                   ,                    ,                    ,                      ,                    ,A                               ,                            ,                  ,+                      ,F                                ,                   ,                            ,                  ,                ,                               ,                          ,+                        ,                    ,                  ,                        ,                ,                       ,                      ,                     ,                     ,                        ,                       ,                  ,                    ,                             ,                        ,                            ,                              ,                         ,            ,                ,                        ,                                        ,              ,                      ,                 ,                   ,                               ,                      ,                        ,                       ,              ,                          ,                      ,                          ,                   ,                ,                        ,                     ,                           ,                    ,                              ,            ,                        ,                    ,                  ,                ,                     ,                   ,                     ,                        ,                                  ,                ,                  ,                      ,                                     ,                     ,from ODP Leg 120 SR Vol 1 Chapter 20 Table 1 p 312-314
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Campanian        ,                 ,Subzone B2        ,              ,120, 748,C, 47,R, 2,  55.00,    599.0500,Mao      ,Dinoflagellates/Acritarchs/Prasinophytes     ,               ,                  ,                   ,                  ,                 ,                                     ,                                 ,                     ,                  ,                   ,               ,                             ,                           ,                ,              ,                     ,                        ,                       ,                          ,                           ,                  ,                              ,                     ,                         ,                     ,                             ,                  ,                        ,                     ,                              ,                ,                      ,                        ,                        ,                  ,                              ,                 ,                            ,                 ,                ,                    ,                        ,                ,                             ,                        ,+                 ,                              ,                               ,                                      ,                         ,+                   ,                               ,                    ,                 ,                        ,                  ,                             ,                         ,                        ,                         ,+                              ,          ,                        ,                            ,                      ,                        ,                         ,                       ,                        ,                   ,+                    ,                   ,               ,                        ,                    ,             ,                                ,                      ,                             ,                    ,                       ,                      ,                        ,                        ,                        ,                     ,                                ,                  ,                      ,                      ,                      ,                        ,                       ,              ,                     ,                   ,                 ,F                           ,                      ,                         ,               ,                ,                     ,              ,                    ,C               ,                        ,                      ,                        ,                                ,                   ,                     ,                      ,                  ,                 ,                        ,                      ,                     ,                       ,                    ,                     ,                                ,                        ,                              ,                      ,                ,                              ,                   ,                    ,                    ,                      ,                    ,A                               ,                            ,                  ,                       ,                                 ,                   ,                            ,                  ,                ,+                              ,+                         ,                         ,                    ,                  ,                        ,                ,                       ,                      ,                     ,                     ,                        ,                       ,                  ,                    ,                             ,                        ,                            ,                              ,                         ,            ,                ,                        ,                                        ,              ,                      ,                 ,                   ,                               ,                      ,                        ,                       ,              ,                          ,                      ,                          ,                   ,                ,                        ,                     ,                           ,                    ,                              ,            ,                        ,                    ,                  ,                ,                     ,                   ,                     ,                        ,                                  ,                ,                  ,                      ,                                     ,                     ,from ODP Leg 120 SR Vol 1 Chapter 20 Table 1 p 312-314
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Campanian        ,                 ,Subzone B1        ,              ,120, 748,C, 48,R, 1,  80.00,    607.3000,Mao      ,Dinoflagellates/Acritarchs/Prasinophytes     ,               ,                  ,                   ,                  ,                 ,                                     ,                                 ,                     ,                  ,                   ,               ,                             ,                           ,                ,              ,                     ,                        ,                       ,                          ,                           ,                  ,                              ,                     ,                         ,A                    ,                             ,                  ,F                       ,                     ,                              ,                ,                      ,                        ,                        ,                  ,                              ,                 ,                            ,                 ,                ,                    ,A                       ,                ,                             ,                        ,F                 ,                              ,                               ,                                      ,                         ,                    ,                               ,                    ,                 ,F                       ,                  ,                             ,                         ,                        ,                         ,                               ,          ,                        ,                            ,                      ,A                       ,                         ,                       ,                        ,                   ,+                    ,                   ,               ,V                       ,                    ,             ,A                               ,                      ,                             ,                    ,                       ,F                     ,                        ,                        ,                        ,                     ,                                ,                  ,                      ,                      ,                      ,                        ,                       ,              ,                     ,                   ,                 ,                            ,                      ,                         ,               ,                ,                     ,              ,                    ,                ,                        ,                      ,A                       ,                                ,                   ,                     ,                      ,                  ,                 ,                        ,                      ,                     ,                       ,                    ,                     ,                                ,                        ,                              ,                      ,                ,                              ,                   ,                    ,                    ,                      ,                    ,C                               ,C                           ,A                 ,R                      ,C                                ,+                  ,F                           ,+                 ,R               ,                               ,                          ,                         ,                    ,                  ,                        ,                ,                       ,                      ,                     ,                     ,                        ,                       ,                  ,                    ,                             ,                        ,                            ,                              ,                         ,            ,                ,                        ,                                        ,              ,                      ,                 ,                   ,                               ,                      ,                        ,                       ,              ,                          ,                      ,                          ,                   ,                ,                        ,                     ,                           ,                    ,                              ,            ,                        ,                    ,                  ,                ,                     ,                   ,                     ,                        ,                                  ,                ,                  ,                      ,                                     ,                     ,from ODP Leg 120 SR Vol 1 Chapter 20 Table 1 p 312-314
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Campanian        ,                 ,Subzone B1        ,              ,120, 748,C, 49,R, 1,  80.00,    616.8000,Mao      ,Dinoflagellates/Acritarchs/Prasinophytes     ,               ,                  ,                   ,                  ,                 ,                                     ,                                 ,                     ,                  ,                   ,               ,                             ,                           ,                ,              ,R                    ,                        ,                       ,                          ,                           ,                  ,                              ,                     ,                         ,R                    ,                             ,                  ,+                       ,                     ,                              ,                ,                      ,                        ,                        ,                  ,                              ,                 ,                            ,                 ,                ,                    ,R                       ,                ,                             ,+                       ,                  ,                              ,                               ,C                                     ,                         ,                    ,                               ,+                   ,F                ,                        ,F                 ,                             ,                         ,                        ,                         ,                               ,          ,+                       ,+                           ,                      ,                        ,                         ,                       ,                        ,                   ,+                    ,+                  ,               ,A                       ,                    ,             ,F                               ,                      ,                             ,                    ,                       ,F                     ,                        ,R                       ,                        ,                     ,                                ,                  ,                      ,                      ,                      ,                        ,                       ,              ,                     ,                   ,                 ,R                           ,                      ,                         ,               ,                ,                     ,              ,                    ,                ,                        ,                      ,F                       ,                                ,                   ,                     ,                      ,                  ,                 ,                        ,                      ,                     ,                       ,R                   ,                     ,                                ,+                       ,                              ,                      ,+               ,                              ,                   ,                    ,                    ,+                     ,+                   ,C                               ,+                           ,                  ,                       ,                                 ,                   ,                            ,                  ,                ,                               ,                          ,                         ,                    ,                  ,                        ,                ,                       ,                      ,                     ,                     ,                        ,                       ,                  ,                    ,                             ,                        ,                            ,                              ,                         ,            ,                ,                        ,                                        ,              ,                      ,                 ,                   ,                               ,                      ,                        ,                       ,              ,                          ,                      ,                          ,                   ,                ,                        ,                     ,                           ,                    ,                              ,            ,                        ,                    ,                  ,                ,                     ,                   ,                     ,                        ,                                  ,                ,                  ,                      ,                                     ,                     ,from ODP Leg 120 SR Vol 1 Chapter 20 Table 1 p 312-314
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Campanian        ,                 ,Subzone B1        ,              ,120, 748,C, 50,R, 1,  50.00,    626.0000,Mao      ,Dinoflagellates/Acritarchs/Prasinophytes     ,               ,                  ,                   ,                  ,                 ,                                     ,                                 ,                     ,                  ,                   ,               ,                             ,                           ,                ,              ,R                    ,                        ,                       ,                          ,                           ,                  ,                              ,                     ,                         ,                     ,                             ,                  ,C                       ,                     ,                              ,V               ,                      ,                        ,                        ,                  ,                              ,                 ,                            ,                 ,                ,                    ,A                       ,                ,R                            ,F                       ,C                 ,                              ,F                              ,R                                     ,                         ,F                   ,                               ,                    ,A                ,F                       ,R                 ,                             ,                         ,                        ,                         ,F                              ,          ,                        ,                            ,F                     ,A                       ,A                        ,A                      ,+                       ,                   ,                     ,                   ,F              ,V                       ,                    ,             ,R                               ,F                     ,+                            ,                    ,                       ,R                     ,                        ,                        ,+                       ,                     ,                                ,                  ,                      ,                      ,F                     ,+                       ,                       ,              ,                     ,                   ,                 ,                            ,                      ,                         ,               ,                ,                     ,              ,                    ,                ,F                       ,                      ,F                       ,                                ,                   ,                     ,                      ,                  ,                 ,                        ,                      ,                     ,                       ,                    ,                     ,                                ,                        ,                              ,                      ,+               ,+                             ,+                  ,+                   ,+                   ,                      ,                    ,                                ,                            ,                  ,                       ,                                 ,                   ,                            ,                  ,                ,                               ,                          ,                         ,                    ,                  ,                        ,                ,                       ,                      ,                     ,                     ,                        ,                       ,                  ,                    ,                             ,                        ,                            ,                              ,                         ,            ,                ,                        ,                                        ,              ,                      ,                 ,                   ,                               ,                      ,                        ,                       ,              ,                          ,                      ,                          ,                   ,                ,                        ,                     ,                           ,                    ,                              ,            ,                        ,                    ,                  ,                ,                     ,                   ,                     ,                        ,                                  ,                ,                  ,                      ,                                     ,                     ,from ODP Leg 120 SR Vol 1 Chapter 20 Table 1 p 312-314
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Campanian        ,                 ,Subzone B1        ,              ,120, 748,C, 51,R, 1, 105.00,    636.0500,Mao      ,Dinoflagellates/Acritarchs/Prasinophytes     ,               ,                  ,                   ,                  ,                 ,                                     ,                                 ,                     ,                  ,                   ,               ,                             ,                           ,                ,              ,                     ,                        ,                       ,                          ,                           ,                  ,                              ,                     ,                         ,F                    ,                             ,                  ,                        ,                     ,                              ,C               ,                      ,                        ,                        ,                  ,                              ,                 ,                            ,                 ,                ,                    ,+                       ,                ,                             ,+                       ,F                 ,                              ,R                              ,R                                     ,                         ,                    ,                               ,                    ,                 ,                        ,                  ,                             ,                         ,+                       ,R                        ,                               ,          ,R                       ,                            ,                      ,F                       ,                         ,F                      ,R                       ,                   ,                     ,F                  ,R              ,C                       ,                    ,             ,                                ,R                     ,                             ,                    ,                       ,                      ,                        ,F                       ,+                       ,                     ,                                ,                  ,                      ,                      ,                      ,                        ,                       ,              ,+                    ,                   ,                 ,                            ,                      ,                         ,               ,F               ,                     ,              ,                    ,                ,                        ,                      ,                        ,                                ,                   ,                     ,                      ,+                 ,                 ,                        ,                      ,                     ,                       ,                    ,                     ,                                ,+                       ,+                             ,+                     ,                ,                              ,                   ,                    ,                    ,                      ,                    ,                                ,                            ,                  ,                       ,                                 ,                   ,                            ,                  ,                ,                               ,                          ,                         ,                    ,                  ,                        ,                ,                       ,                      ,                     ,                     ,                        ,                       ,                  ,                    ,                             ,                        ,                            ,                              ,                         ,            ,                ,                        ,                                        ,              ,                      ,                 ,                   ,                               ,                      ,                        ,                       ,              ,                          ,                      ,                          ,                   ,                ,                        ,                     ,                           ,                    ,                              ,            ,                        ,                    ,                  ,                ,                     ,                   ,                     ,                        ,                                  ,                ,                  ,                      ,                                     ,                     ,from ODP Leg 120 SR Vol 1 Chapter 20 Table 1 p 312-314
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Campanian        ,                 ,Subzone B1        ,              ,120, 748,C, 52,R, 1,  45.00,    644.9500,Mao      ,Dinoflagellates/Acritarchs/Prasinophytes     ,               ,                  ,                   ,                  ,                 ,                                     ,+                                ,                     ,                  ,                   ,               ,                             ,                           ,                ,              ,                     ,                        ,                       ,                          ,                           ,                  ,                              ,                     ,                         ,A                    ,                             ,                  ,R                       ,                     ,                              ,+               ,                      ,                        ,                        ,                  ,                              ,                 ,                            ,                 ,                ,                    ,+                       ,+               ,+                            ,                        ,                  ,+                             ,R                              ,C                                     ,                         ,F                   ,                               ,+                   ,                 ,                        ,                  ,                             ,                         ,                        ,                         ,+                              ,          ,                        ,                            ,R                     ,F                       ,                         ,                       ,                        ,                   ,                     ,A                  ,A              ,+                       ,                    ,             ,                                ,                      ,                             ,R                   ,                       ,+                     ,                        ,                        ,                        ,                     ,                                ,                  ,                      ,                      ,                      ,                        ,                       ,              ,+                    ,                   ,                 ,F                           ,                      ,                         ,               ,F               ,                     ,              ,                    ,                ,                        ,                      ,                        ,C                               ,                   ,                     ,                      ,                  ,                 ,                        ,R                     ,C                    ,+                      ,+                   ,+                    ,C                               ,                        ,                              ,                      ,                ,                              ,                   ,                    ,                    ,                      ,                    ,                                ,                            ,                  ,                       ,                                 ,                   ,                            ,                  ,                ,                               ,                          ,                         ,                    ,                  ,                        ,                ,                       ,                      ,                     ,                     ,                        ,                       ,                  ,                    ,                             ,                        ,                            ,                              ,                         ,            ,                ,                        ,                                        ,              ,                      ,                 ,                   ,                               ,                      ,                        ,                       ,              ,                          ,                      ,                          ,                   ,                ,                        ,                     ,                           ,                    ,                              ,            ,                        ,                    ,                  ,                ,                     ,                   ,                     ,                        ,                                  ,                ,                  ,                      ,                                     ,                     ,from ODP Leg 120 SR Vol 1 Chapter 20 Table 1 p 312-314
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Campanian        ,                 ,Subzone B1        ,              ,120, 748,C, 53,R, 1,  55.00,    654.5500,Mao      ,Dinoflagellates/Acritarchs/Prasinophytes     ,               ,                  ,                   ,                  ,                 ,                                     ,                                 ,                     ,                  ,                   ,               ,                             ,                           ,                ,              ,F                    ,                        ,                       ,                          ,                           ,                  ,                              ,                     ,                         ,                     ,                             ,                  ,                        ,                     ,                              ,                ,                      ,                        ,                        ,                  ,                              ,                 ,                            ,                 ,                ,                    ,F                       ,                ,F                            ,                        ,A                 ,                              ,                               ,A                                     ,C                        ,                    ,                               ,                    ,                 ,                        ,                  ,                             ,                         ,                        ,A                        ,                               ,          ,                        ,                            ,                      ,A                       ,F                        ,V                      ,                        ,                   ,                     ,                   ,R              ,V                       ,                    ,             ,                                ,                      ,                             ,                    ,                       ,                      ,R                       ,                        ,F                       ,                     ,                                ,                  ,V                     ,                      ,R                     ,                        ,                       ,              ,                     ,                   ,                 ,V                           ,                      ,                         ,R              ,                ,                     ,              ,                    ,                ,                        ,                      ,                        ,A                               ,                   ,                     ,R                     ,A                 ,F                ,R                       ,                      ,                     ,                       ,                    ,                     ,                                ,                        ,                              ,                      ,                ,                              ,                   ,                    ,                    ,                      ,                    ,                                ,                            ,                  ,                       ,                                 ,                   ,                            ,                  ,                ,                               ,                          ,                         ,                    ,                  ,                        ,                ,                       ,                      ,                     ,                     ,                        ,                       ,                  ,                    ,                             ,                        ,                            ,                              ,                         ,            ,                ,                        ,                                        ,              ,                      ,                 ,                   ,                               ,                      ,                        ,                       ,              ,                          ,                      ,                          ,                   ,                ,                        ,                     ,                           ,                    ,                              ,            ,                        ,                    ,                  ,                ,                     ,                   ,                     ,                        ,                                  ,                ,                  ,                      ,                                     ,                     ,from ODP Leg 120 SR Vol 1 Chapter 20 Table 1 p 312-314
