Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Watznaueria barnesae,Cretarhabdus surirellus,Watznaueria britannica,Diazomatolithus lehmanii,Cyclagelosphaera margerelii,Cyclagelosphaera deflandrei,Cretarhabdus sp.,Watznaueria supracretacea,Rucinolithus terebrodentarius,Rucinolithus irregularis,Manivitella pemmatoidea,Cruciellipsis chiastia,Assipetra infracretacea,Zygodiscus spiralis,Zygodiscus erectus,Zygodiscus elegans,Zygodiscus diplogrammus,Vagalapilla stradneri,Tranolithus spp.,Prediscosphaera sp.,Parhabdolithus embergeri,Parhabdolithus asper,Parhabdolithus angustus,Parhabdolithus achylostaurion,Nannoconus spp.,Lithraphidites carniolensis,Lithastrinus floralis,Flabellites oblongus,Eiffellithus turriseiffelii,Eiffellithus (small taxa),Discorhabdus rotatorius,Cribrosphaerella ehrenbergii,Cretarhabdus spp.,Chiastozygus litterarius,Biscutum constans,Tegumentum stradneri,Parhabdolithus pseudoangustus,Markalius circumradiatus,Lithastrinus antiquus,Eiffellithus sp. small,Lithastrinus sp.,Reinhardtites fenestratus,Parhabdolithus splendens,Corollithion achylosum,Cretarhabdus conicus,Conusphaera mexicana,Nannoconus sp.,Zygodiscus (small taxa),Stephanolithion laffittei,Nannoconus truitti,Cretarhabdus striatus,Braarudosphaera africana,Braarudosphaera regularis,Cretarhabdus angustiforatus,Lithraphidites alatus,Tranolithus gabalus,Prediscosphaera stoveri,Prediscosphaera columnata,Tranolithus orionatus,Biscutum blackii,Prediscosphaera cretacea,Lithraphidites pseudoquadratus,Eiffellithus eximius,Pervilithus varius,Axopodorhabdus albianus,Quadrum gartneri,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Aptian      ,                 ,NC7               ,              ,129, 800,A, 26,R, 2,  42.00,    230.5200,Covington,Nannofossils                                 ,C              ,P                 ,A                   ,R                      ,                      ,                        ,                           ,                           ,                ,R                        ,R                            ,R                       ,                       ,R                     ,                       ,                   ,                  ,                  ,R                      ,                     ,                ,                   ,                        ,R                   ,R                      ,R                            ,               ,                           ,                     ,R                   ,                           ,                         ,                       ,                            ,                 ,R                       ,                 ,                    ,R                            ,                        ,                     ,                      ,                ,                         ,                        ,R                     ,                    ,                    ,              ,R                      ,                         ,                  ,                     ,                        ,                         ,R                          ,                     ,                   ,                       ,                         ,                     ,                ,                        ,                              ,                    ,                  ,                       ,                ,from ODP Leg 129 SR Chapter 8 Table 2 backpocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Aptian           ,Albian           ,NC7               ,              ,129, 800,A, 26,R, 2, 102.00,    231.1200,Covington,Nannofossils                                 ,               ,                  ,32.0%               ,F                      ,                      ,                        ,.5%                        ,                           ,                ,R                        ,1.3%                         ,18.6%                   ,1.8%                   ,.5%                   ,                       ,.5%                ,3.5%              ,3.8%              ,5.4%                   ,.0%                  ,.3%             ,.0%                ,.0%                     ,1.5%                ,.0%                    ,.0%                          ,.0%            ,1.3%                       ,.3%                  ,.8%                 ,.0%                        ,.0%                      ,6.5%                   ,.0%                         ,12.6%            ,.5%                     ,5.6%             ,R                   ,R                            ,                        ,                     ,                      ,                ,                         ,                        ,R                     ,                    ,                    ,R             ,                       ,                         ,                  ,                     ,                        ,R                        ,                           ,                     ,                   ,                       ,                         ,                     ,                ,                        ,                              ,                    ,                  ,                       ,                ,from ODP Leg 129 SR Chapter 9 Table 2 p 192
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Aptian      ,                 ,NC7               ,              ,129, 800,A, 26,R, 3, 101.00,    232.6100,Covington,Nannofossils                                 ,RR             ,P                 ,R                   ,                       ,                      ,                        ,                           ,                           ,                ,                         ,                             ,                        ,                       ,                      ,                       ,                   ,                  ,                  ,                       ,                     ,                ,                   ,                        ,                    ,                       ,                             ,               ,                           ,                     ,                    ,                           ,                         ,                       ,                            ,                 ,                        ,                 ,                    ,                             ,                        ,                     ,                      ,                ,                         ,                        ,                      ,                    ,                    ,              ,                       ,                         ,                  ,                     ,                        ,                         ,                           ,                     ,                   ,                       ,                         ,                     ,                ,                        ,                              ,                    ,                  ,                       ,                ,from ODP Leg 129 SR Chapter 8 Table 2 backpocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Aptian      ,                 ,NC7               ,              ,129, 800,A, 26,R,CC,  23.00,    232.9700,Covington,Nannofossils                                 ,RR             ,P                 ,R                   ,                       ,                      ,                        ,                           ,                           ,                ,                         ,R                            ,                        ,                       ,                      ,                       ,                   ,                  ,                  ,                       ,                     ,                ,                   ,                        ,                    ,                       ,                             ,               ,                           ,                     ,                    ,                           ,                         ,                       ,                            ,                 ,                        ,                 ,                    ,                             ,                        ,                     ,                      ,                ,                         ,                        ,                      ,                    ,                    ,              ,                       ,                         ,                  ,                     ,                        ,                         ,                           ,                     ,                   ,                       ,                         ,                     ,                ,                        ,                              ,                    ,                  ,                       ,                ,from ODP Leg 129 SR Chapter 8 Table 2 backpocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Aptian      ,                 ,NC7               ,              ,129, 800,A, 27,R, 1,  79.00,    238.7900,Covington,Nannofossils                                 ,C              ,P                 ,A                   ,F                      ,R                     ,R                       ,                           ,                           ,                ,R                        ,R                            ,F                       ,R                      ,R                     ,                       ,                   ,                  ,R                 ,                       ,R                    ,                ,                   ,R                       ,                    ,                       ,                             ,               ,                           ,                     ,                    ,                           ,                         ,                       ,                            ,                 ,R                       ,                 ,R                   ,R                            ,                        ,                     ,                      ,                ,                         ,                        ,                      ,R                   ,                    ,R             ,R                      ,                         ,R                 ,R                    ,R                       ,                         ,                           ,                     ,                   ,                       ,                         ,                     ,                ,                        ,                              ,                    ,                  ,                       ,                ,from ODP Leg 129 SR Chapter 8 Table 2 backpocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Aptian           ,Albian           ,NC7               ,              ,129, 800,A, 27,R, 1, 111.00,    239.1100,Covington,Nannofossils                                 ,               ,                  ,44.0%               ,R                      ,                      ,R                       ,.0%                        ,                           ,                ,                         ,3.7%                         ,14.7%                   ,2.8%                   ,1.7%                  ,                       ,.3%                ,.8%               ,.0%               ,6.6%                   ,.0%                  ,.0%             ,.0%                ,.5%                     ,.8%                 ,.3%                    ,.0%                          ,.0%            ,1.0%                       ,1.4%                 ,1.0%                ,.0%                        ,.0%                      ,.0%                    ,.0%                         ,17.2%            ,.5%                     ,.8%              ,                    ,                             ,                        ,                     ,                      ,                ,                         ,                        ,                      ,                    ,                    ,              ,                       ,                         ,                  ,                     ,                        ,                         ,                           ,                     ,                   ,                       ,                         ,                     ,                ,                        ,                              ,                    ,                  ,                       ,                ,from ODP Leg 129 SR Chapter 9 Table 2 p 192
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Aptian     ,                 ,NC6               ,              ,129, 800,A, 27,R, 2,  51.00,    240.0100,Covington,Nannofossils                                 ,RR             ,P                 ,R                   ,                       ,                      ,                        ,                           ,                           ,                ,                         ,                             ,R                       ,                       ,                      ,                       ,                   ,                  ,                  ,                       ,                     ,                ,                   ,                        ,                    ,                       ,                             ,               ,                           ,                     ,                    ,                           ,                         ,                       ,                            ,                 ,                        ,                 ,                    ,                             ,                        ,                     ,                      ,                ,                         ,                        ,                      ,                    ,                    ,              ,                       ,                         ,                  ,                     ,                        ,                         ,                           ,                     ,                   ,                       ,                         ,                     ,                ,                        ,                              ,                    ,                  ,                       ,                ,from ODP Leg 129 SR Chapter 8 Table 2 backpocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Aptian     ,                 ,NC6               ,              ,129, 800,A, 27,R,CC,  14.00,    240.1800,Covington,Nannofossils                                 ,R              ,P                 ,F                   ,                       ,                      ,                        ,                           ,                           ,                ,                         ,                             ,R                       ,                       ,                      ,                       ,                   ,                  ,                  ,                       ,                     ,                ,                   ,                        ,                    ,                       ,                             ,               ,                           ,                     ,                    ,                           ,                         ,                       ,                            ,                 ,                        ,                 ,                    ,                             ,                        ,                     ,                      ,                ,                         ,                        ,                      ,                    ,                    ,              ,                       ,                         ,                  ,                     ,                        ,                         ,                           ,                     ,                   ,                       ,                         ,                     ,                ,                        ,                              ,                    ,                  ,                       ,                ,from ODP Leg 129 SR Chapter 8 Table 2 backpocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Aptian     ,                 ,NC6               ,              ,129, 800,A, 28,R, 1,   8.00,    247.2800,Covington,Nannofossils                                 ,R              ,P                 ,R                   ,                       ,                      ,                        ,                           ,                           ,                ,R                        ,                             ,R                       ,                       ,                      ,                       ,                   ,                  ,                  ,                       ,                     ,                ,                   ,                        ,                    ,                       ,                             ,               ,                           ,                     ,R                   ,                           ,                         ,                       ,                            ,                 ,                        ,                 ,                    ,                             ,                        ,                     ,                      ,R               ,                         ,                        ,                      ,                    ,                    ,              ,                       ,                         ,                  ,                     ,                        ,                         ,                           ,                     ,                   ,                       ,                         ,                     ,                ,                        ,                              ,                    ,                  ,                       ,                ,from ODP Leg 129 SR Chapter 8 Table 2 backpocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Aptian     ,                 ,NC6               ,              ,129, 800,A, 28,R, 3,  24.00,    250.4400,Covington,Nannofossils                                 ,RR             ,P                 ,R                   ,                       ,                      ,                        ,                           ,                           ,                ,                         ,                             ,                        ,                       ,                      ,                       ,                   ,                  ,                  ,                       ,                     ,                ,                   ,                        ,                    ,                       ,                             ,               ,                           ,                     ,                    ,                           ,                         ,                       ,                            ,                 ,                        ,                 ,                    ,                             ,                        ,                     ,                      ,                ,                         ,                        ,                      ,                    ,                    ,              ,                       ,                         ,                  ,                     ,                        ,                         ,                           ,                     ,                   ,                       ,                         ,                     ,                ,                        ,                              ,                    ,                  ,                       ,                ,from ODP Leg 129 SR Chapter 8 Table 2 backpocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Aptian           ,                 ,NC6               ,              ,129, 800,A, 28,R, 3,  73.00,    250.9300,Covington,Nannofossils                                 ,               ,                  ,38.0%               ,                       ,                      ,                        ,1.0%                       ,                           ,                ,                         ,1.0%                         ,16.0%                   ,1.0%                   ,.8%                   ,                       ,1.3%               ,5.3%              ,2.1%              ,2.9%                   ,.3%                  ,.0%             ,.0%                ,.5%                     ,.0%                 ,.0%                    ,2.1%                         ,.5%            ,1.3%                       ,.0%                  ,.8%                 ,.0%                        ,.0%                      ,6.5%                   ,.0%                         ,6.3%             ,.8%                     ,7.6%             ,                    ,                             ,                        ,                     ,                      ,                ,                         ,                        ,                      ,                    ,                    ,              ,                       ,                         ,                  ,                     ,                        ,                         ,                           ,                     ,                   ,                       ,                         ,                     ,                ,                        ,                              ,                    ,                  ,                       ,                ,from ODP Leg 129 SR Chapter 9 Table 2 p 192
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Aptian     ,                 ,NC6               ,              ,129, 800,A, 28,R, 3,  77.00,    250.9700,Covington,Nannofossils                                 ,C              ,M                 ,A                   ,R                      ,                      ,                        ,                           ,                           ,                ,                         ,R                            ,F                       ,                       ,                      ,                       ,                   ,                  ,R                 ,                       ,                     ,                ,                   ,R                       ,                    ,                       ,R                            ,               ,                           ,                     ,R                   ,                           ,                         ,F                      ,                            ,                 ,                        ,F                ,R                   ,                             ,                        ,                     ,                      ,                ,                         ,                        ,R                     ,R                   ,                    ,F             ,F                      ,R                        ,                  ,                     ,                        ,                         ,                           ,                     ,                   ,                       ,                         ,                     ,                ,                        ,                              ,                    ,                  ,                       ,                ,from ODP Leg 129 SR Chapter 8 Table 2 backpocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Aptian     ,                 ,NC6               ,              ,129, 800,A, 28,R, 4, 134.00,    253.0400,Covington,Nannofossils                                 ,RR             ,P                 ,R                   ,                       ,                      ,                        ,                           ,                           ,                ,                         ,                             ,                        ,                       ,                      ,                       ,                   ,                  ,                  ,                       ,                     ,                ,                   ,                        ,                    ,                       ,                             ,               ,                           ,                     ,                    ,                           ,                         ,                       ,                            ,                 ,                        ,                 ,                    ,                             ,                        ,                     ,                      ,                ,                         ,                        ,                      ,                    ,                    ,              ,                       ,                         ,                  ,                     ,                        ,                         ,                           ,                     ,                   ,                       ,                         ,                     ,                ,                        ,                              ,                    ,                  ,                       ,                ,from ODP Leg 129 SR Chapter 8 Table 2 backpocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Aptian     ,                 ,NC6               ,              ,129, 800,A, 29,R, 1, 136.00,    257.8600,Covington,Nannofossils                                 ,R              ,P                 ,R                   ,                       ,                      ,                        ,                           ,                           ,R               ,                         ,                             ,                        ,                       ,                      ,                       ,                   ,                  ,                  ,                       ,                     ,                ,                   ,                        ,                    ,                       ,                             ,               ,                           ,                     ,                    ,                           ,                         ,                       ,                            ,                 ,                        ,                 ,                    ,                             ,                        ,                     ,                      ,                ,                         ,                        ,                      ,                    ,                    ,              ,                       ,                         ,                  ,                     ,                        ,                         ,                           ,                     ,                   ,                       ,                         ,                     ,                ,                        ,                              ,                    ,                  ,                       ,                ,from ODP Leg 129 SR Chapter 8 Table 2 backpocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Aptian     ,                 ,NC6               ,              ,129, 800,A, 29,R,CC,  24.00,    260.8800,Covington,Nannofossils                                 ,R              ,P                 ,R                   ,                       ,                      ,                        ,                           ,                           ,                ,                         ,F                            ,                        ,                       ,                      ,R                      ,                   ,                  ,                  ,                       ,                     ,                ,                   ,                        ,                    ,                       ,                             ,               ,                           ,                     ,                    ,                           ,                         ,                       ,                            ,                 ,                        ,                 ,                    ,                             ,                        ,                     ,                      ,                ,                         ,                        ,                      ,                    ,                    ,              ,                       ,                         ,                  ,                     ,                        ,                         ,                           ,                     ,                   ,                       ,                         ,                     ,                ,                        ,                              ,                    ,                  ,                       ,                ,from ODP Leg 129 SR Chapter 8 Table 2 backpocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Aptian     ,                 ,NC6               ,              ,129, 800,A, 33,R, 2,  19.00,    289.1900,Covington,Nannofossils                                 ,R              ,P                 ,R                   ,                       ,                      ,                        ,                           ,                           ,                ,                         ,R                            ,                        ,                       ,                      ,                       ,                   ,                  ,                  ,R                      ,                     ,                ,                   ,                        ,R                   ,                       ,                             ,               ,                           ,                     ,                    ,                           ,                         ,                       ,                            ,                 ,                        ,                 ,                    ,                             ,                        ,                     ,                      ,                ,                         ,                        ,                      ,                    ,                    ,              ,                       ,                         ,                  ,                     ,                        ,                         ,                           ,                     ,                   ,                       ,                         ,                     ,                ,                        ,                              ,                    ,                  ,                       ,                ,from ODP Leg 129 SR Chapter 8 Table 2 backpocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Aptian     ,                 ,NC6               ,              ,129, 800,A, 34,R, 1,   6.00,    297.0600,Covington,Nannofossils                                 ,R/F            ,P                 ,R                   ,                       ,                      ,                        ,                           ,                           ,R               ,                         ,R                            ,                        ,                       ,R                     ,R                      ,                   ,                  ,                  ,                       ,R                    ,                ,                   ,                        ,                    ,                       ,                             ,               ,                           ,                     ,R                   ,                           ,                         ,                       ,                            ,                 ,                        ,                 ,                    ,                             ,                        ,                     ,                      ,                ,                         ,                        ,                      ,                    ,                    ,R             ,                       ,                         ,                  ,                     ,                        ,                         ,                           ,                     ,                   ,                       ,                         ,                     ,                ,                        ,                              ,                    ,                  ,                       ,                ,from ODP Leg 129 SR Chapter 8 Table 2 backpocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Aptian     ,                 ,NC6               ,              ,129, 800,A, 34,R, 2,  26.00,    298.7600,Covington,Nannofossils                                 ,R              ,P                 ,R                   ,                       ,                      ,                        ,                           ,                           ,                ,R                        ,R                            ,R                       ,                       ,                      ,                       ,                   ,                  ,R                 ,                       ,R                    ,                ,                   ,R                       ,R                   ,                       ,                             ,               ,                           ,                     ,R                   ,                           ,                         ,                       ,                            ,                 ,                        ,                 ,                    ,                             ,                        ,                     ,                      ,                ,                         ,                        ,                      ,                    ,                    ,              ,                       ,                         ,                  ,                     ,                        ,                         ,                           ,                     ,                   ,                       ,                         ,                     ,                ,                        ,                              ,                    ,                  ,                       ,                ,from ODP Leg 129 SR Chapter 8 Table 2 backpocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Aptian     ,                 ,NC6               ,              ,129, 800,A, 34,R, 2, 148.00,    299.9800,Covington,Nannofossils                                 ,F              ,P                 ,C                   ,                       ,                      ,                        ,                           ,                           ,                ,                         ,R                            ,                        ,                       ,                      ,R                      ,                   ,                  ,                  ,                       ,                     ,                ,                   ,                        ,                    ,                       ,                             ,               ,R                          ,                     ,R                   ,                           ,                         ,                       ,                            ,                 ,                        ,                 ,R                   ,                             ,                        ,                     ,                      ,                ,                         ,                        ,                      ,                    ,                    ,              ,F                      ,                         ,                  ,                     ,                        ,                         ,                           ,                     ,                   ,                       ,                         ,                     ,                ,                        ,                              ,                    ,                  ,                       ,                ,from ODP Leg 129 SR Chapter 8 Table 2 backpocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Aptian     ,                 ,NC6               ,              ,129, 800,A, 34,R,CC,   0.00,    303.8700,Covington,Nannofossils                                 ,F              ,P                 ,F                   ,                       ,                      ,                        ,                           ,                           ,                ,                         ,R                            ,R                       ,                       ,                      ,                       ,                   ,                  ,                  ,                       ,R                    ,                ,                   ,                        ,                    ,                       ,                             ,               ,                           ,                     ,                    ,                           ,                         ,                       ,                            ,                 ,                        ,                 ,                    ,                             ,                        ,                     ,                      ,                ,                         ,                        ,                      ,                    ,                    ,R             ,                       ,                         ,                  ,                     ,                        ,                         ,                           ,                     ,                   ,                       ,                         ,                     ,                ,                        ,                              ,                    ,                  ,                       ,                ,from ODP Leg 129 SR Chapter 8 Table 2 backpocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Aptian     ,                 ,NC6               ,              ,129, 800,A, 36,R, 1,  90.00,    316.8000,Covington,Nannofossils                                 ,F              ,P                 ,C                   ,R                      ,R                     ,R                       ,R                          ,                           ,R               ,R                        ,                             ,R                       ,                       ,                      ,                       ,                   ,                  ,R                 ,                       ,                     ,                ,                   ,                        ,                    ,                       ,                             ,               ,R                          ,                     ,R                   ,                           ,                         ,R                      ,                            ,                 ,                        ,                 ,                    ,                             ,                        ,                     ,                      ,                ,                         ,                        ,R                     ,R                   ,R                   ,              ,                       ,                         ,                  ,                     ,                        ,                         ,                           ,                     ,                   ,                       ,                         ,                     ,                ,                        ,                              ,                    ,                  ,                       ,                ,from ODP Leg 129 SR Chapter 8 Table 2 backpocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Aptian     ,                 ,NC6               ,              ,129, 800,A, 36,R, 1, 140.00,    317.3000,Covington,Nannofossils                                 ,R              ,P                 ,R                   ,                       ,                      ,                        ,                           ,                           ,                ,                         ,R                            ,                        ,                       ,                      ,                       ,                   ,                  ,                  ,                       ,                     ,                ,                   ,                        ,                    ,                       ,                             ,               ,                           ,                     ,                    ,                           ,                         ,                       ,                            ,                 ,                        ,                 ,                    ,                             ,                        ,                     ,                      ,                ,                         ,                        ,                      ,                    ,                    ,              ,                       ,                         ,                  ,                     ,                        ,                         ,                           ,                     ,                   ,                       ,                         ,                     ,                ,                        ,                              ,                    ,                  ,                       ,                ,from ODP Leg 129 SR Chapter 8 Table 2 backpocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Aptian           ,                 ,NC6               ,              ,129, 800,A, 36,R, 2,  27.00,    317.6700,Covington,Nannofossils                                 ,               ,                  ,53.0%               ,                       ,                      ,                        ,1.3%                       ,                           ,                ,R                        ,4.2%                         ,7.6%                    ,.0%                    ,2.9%                  ,R                      ,.0%                ,1.0%              ,.8%               ,5.3%                   ,2.9%                 ,.0%             ,.0%                ,.5%                     ,1.8%                ,.0%                    ,.0%                          ,.0%            ,4.2%                       ,.0%                  ,1.0%                ,.0%                        ,.0%                      ,5.8%                   ,.0%                         ,5.7%             ,.0%                     ,.0%              ,                    ,R                            ,                        ,                     ,                      ,                ,R                        ,                        ,R                     ,                    ,                    ,              ,                       ,                         ,                  ,                     ,                        ,                         ,                           ,                     ,                   ,                       ,                         ,                     ,                ,                        ,                              ,                    ,                  ,                       ,                ,from ODP Leg 129 SR Chapter 9 Table 2 p 192
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Aptian     ,                 ,NC6               ,              ,129, 800,A, 36,R, 3,  81.00,    319.7100,Covington,Nannofossils                                 ,F              ,P                 ,F                   ,                       ,R                     ,                        ,                           ,                           ,                ,R                        ,R                            ,R                       ,                       ,R                     ,                       ,                   ,                  ,                  ,R                      ,                     ,                ,                   ,R                       ,R                   ,                       ,                             ,               ,R                          ,                     ,R                   ,                           ,                         ,                       ,                            ,                 ,                        ,                 ,R                   ,R                            ,                        ,                     ,                      ,                ,R                        ,R                       ,R                     ,                    ,                    ,              ,                       ,                         ,                  ,                     ,                        ,                         ,                           ,                     ,                   ,                       ,                         ,                     ,                ,                        ,                              ,                    ,                  ,                       ,                ,from ODP Leg 129 SR Chapter 8 Table 2 backpocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
