Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Watznaueria barnesae,Cretarhabdus surirellus,Watznaueria britannica,Diazomatolithus lehmanii,Cyclagelosphaera margerelii,Cyclagelosphaera deflandrei,Cretarhabdus sp.,Watznaueria supracretacea,Rucinolithus terebrodentarius,Rucinolithus irregularis,Manivitella pemmatoidea,Cruciellipsis chiastia,Assipetra infracretacea,Zygodiscus spiralis,Zygodiscus erectus,Zygodiscus elegans,Zygodiscus diplogrammus,Vagalapilla stradneri,Tranolithus spp.,Prediscosphaera sp.,Parhabdolithus embergeri,Parhabdolithus asper,Parhabdolithus angustus,Parhabdolithus achylostaurion,Nannoconus spp.,Lithraphidites carniolensis,Lithastrinus floralis,Flabellites oblongus,Eiffellithus turriseiffelii,Eiffellithus (small taxa),Discorhabdus rotatorius,Cribrosphaerella ehrenbergii,Cretarhabdus spp.,Chiastozygus litterarius,Biscutum constans,Tegumentum stradneri,Parhabdolithus pseudoangustus,Markalius circumradiatus,Lithastrinus antiquus,Eiffellithus sp. small,Lithastrinus sp.,Reinhardtites fenestratus,Parhabdolithus splendens,Corollithion achylosum,Cretarhabdus conicus,Conusphaera mexicana,Nannoconus sp.,Zygodiscus (small taxa),Stephanolithion laffittei,Nannoconus truitti,Cretarhabdus striatus,Braarudosphaera africana,Braarudosphaera regularis,Cretarhabdus angustiforatus,Lithraphidites alatus,Tranolithus gabalus,Prediscosphaera stoveri,Prediscosphaera columnata,Tranolithus orionatus,Biscutum blackii,Prediscosphaera cretacea,Lithraphidites pseudoquadratus,Eiffellithus eximius,Pervilithus varius,Axopodorhabdus albianus,Quadrum gartneri,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Albian           ,Cenomanian       ,CC9               ,              ,129, 800,A, 11,R, 1,  30.00,     88.1000,Covington,Nannofossils                                 ,C              ,M                 ,C                   ,                       ,                      ,                        ,                           ,                           ,                ,                         ,R                            ,                        ,R                      ,                      ,                       ,                   ,                  ,                  ,                       ,                     ,                ,                   ,R                       ,                    ,                       ,                             ,               ,                           ,R                    ,                    ,R                          ,                         ,                       ,                            ,                 ,                        ,                 ,                    ,                             ,                        ,                     ,                      ,                ,                         ,                        ,                      ,                    ,                    ,              ,                       ,                         ,                  ,                     ,                        ,                         ,                           ,                     ,                   ,                       ,                         ,                     ,                ,R                       ,                              ,                    ,                  ,                       ,                ,from ODP Leg 129 SR Chapter 8 Table 2 backpocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Albian           ,Cenomanian       ,CC9               ,              ,129, 800,A, 11,R, 1,  37.00,     88.1700,Covington,Nannofossils                                 ,RR             ,P                 ,R                   ,                       ,                      ,                        ,                           ,                           ,                ,                         ,                             ,                        ,                       ,                      ,                       ,                   ,                  ,                  ,                       ,                     ,                ,                   ,                        ,                    ,                       ,                             ,               ,                           ,                     ,                    ,                           ,                         ,                       ,                            ,                 ,                        ,                 ,                    ,                             ,                        ,                     ,                      ,                ,                         ,                        ,                      ,                    ,                    ,              ,                       ,                         ,                  ,                     ,                        ,                         ,                           ,                     ,                   ,                       ,                         ,                     ,                ,                        ,                              ,                    ,                  ,                       ,                ,from ODP Leg 129 SR Chapter 8 Table 2 backpocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Albian           ,Cenomanian       ,CC9               ,              ,129, 800,A, 11,R, 1,  40.00,     88.2000,Covington,Nannofossils                                 ,               ,                  ,42.0%               ,                       ,                      ,                        ,.0%                        ,                           ,                ,                         ,.0%                          ,.0%                     ,1.0%                   ,.0%                   ,                       ,.5%                ,12.0%             ,.5%               ,1.0%                   ,.0%                  ,.5%             ,.0%                ,.5%                     ,1.5%                ,.5%                    ,2.0%                         ,.0%            ,.0%                        ,.5%                  ,.0%                 ,3.0%                       ,4.0%                     ,3.0%                   ,.5%                         ,5.0%             ,.0%                     ,14.0%            ,                    ,                             ,                        ,                     ,                      ,                ,                         ,                        ,                      ,                    ,                    ,              ,                       ,                         ,                  ,                     ,                        ,                         ,                           ,                     ,                   ,                       ,                         ,                     ,                ,R                       ,                              ,                    ,                  ,                       ,                ,from ODP Leg 129 SR Chapter 9 Table 2 p 192
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Albian           ,Cenomanian       ,CC9               ,              ,129, 800,A, 13,R, 1,   1.00,    106.8100,Covington,Nannofossils                                 ,RR             ,P                 ,R                   ,                       ,                      ,                        ,                           ,                           ,                ,                         ,                             ,                        ,                       ,                      ,                       ,                   ,                  ,                  ,                       ,                     ,                ,                   ,                        ,                    ,                       ,                             ,               ,                           ,                     ,                    ,                           ,                         ,                       ,                            ,                 ,                        ,                 ,                    ,                             ,                        ,                     ,                      ,                ,                         ,                        ,                      ,                    ,                    ,              ,                       ,                         ,                  ,                     ,                        ,                         ,                           ,                     ,                   ,                       ,                         ,                     ,                ,                        ,                              ,                    ,                  ,                       ,                ,from ODP Leg 129 SR Chapter 8 Table 2 backpocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Albian           ,Cenomanian       ,CC9               ,              ,129, 800,A, 13,R, 1,  66.00,    107.4600,Covington,Nannofossils                                 ,R              ,P                 ,C                   ,                       ,                      ,                        ,                           ,                           ,R               ,                         ,                             ,                        ,                       ,                      ,                       ,                   ,                  ,                  ,                       ,                     ,                ,                   ,                        ,                    ,                       ,                             ,               ,                           ,                     ,                    ,                           ,                         ,                       ,                            ,                 ,                        ,                 ,                    ,                             ,                        ,                     ,                      ,                ,                         ,                        ,                      ,                    ,                    ,              ,                       ,                         ,                  ,                     ,                        ,                         ,                           ,                     ,                   ,                       ,                         ,                     ,                ,                        ,                              ,                    ,                  ,                       ,                ,from ODP Leg 129 SR Chapter 8 Table 2 backpocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Albian           ,Cenomanian       ,CC9               ,              ,129, 800,A, 14,R, 1,  26.00,    116.4600,Covington,Nannofossils                                 ,RR             ,P                 ,R                   ,                       ,                      ,                        ,                           ,                           ,                ,                         ,                             ,                        ,                       ,                      ,                       ,                   ,                  ,                  ,                       ,                     ,                ,                   ,                        ,                    ,                       ,                             ,               ,                           ,                     ,                    ,                           ,                         ,                       ,                            ,                 ,                        ,                 ,                    ,                             ,                        ,                     ,                      ,                ,                         ,                        ,                      ,                    ,                    ,              ,                       ,                         ,                  ,                     ,                        ,                         ,                           ,                     ,                   ,                       ,                         ,                     ,                ,                        ,                              ,                    ,                  ,                       ,                ,from ODP Leg 129 SR Chapter 8 Table 2 backpocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Albian           ,Cenomanian       ,CC9               ,              ,129, 800,A, 14,R, 1,  40.00,    116.6000,Covington,Nannofossils                                 ,C              ,M                 ,C                   ,                       ,                      ,                        ,                           ,                           ,                ,                         ,                             ,                        ,                       ,                      ,                       ,                   ,                  ,                  ,                       ,                     ,                ,                   ,                        ,                    ,R                      ,                             ,               ,                           ,                     ,                    ,F                          ,                         ,                       ,                            ,                 ,                        ,                 ,                    ,                             ,                        ,                     ,                      ,                ,                         ,                        ,                      ,                    ,                    ,              ,                       ,                         ,                  ,                     ,                        ,                         ,                           ,                     ,                   ,                       ,R                        ,R                    ,                ,                        ,                              ,                    ,                  ,                       ,                ,from ODP Leg 129 SR Chapter 8 Table 2 backpocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Albian           ,Cenomanian       ,CC9               ,              ,129, 800,A, 14,R,CC,   0.00,    117.4200,Covington,Nannofossils                                 ,F              ,M                 ,C                   ,                       ,                      ,                        ,                           ,                           ,                ,                         ,                             ,                        ,R                      ,                      ,                       ,                   ,                  ,R                 ,                       ,                     ,                ,                   ,F                       ,                    ,                       ,                             ,               ,                           ,R                    ,                    ,R                          ,                         ,                       ,                            ,                 ,                        ,                 ,                    ,                             ,                        ,                     ,                      ,                ,                         ,                        ,                      ,                    ,                    ,              ,                       ,                         ,                  ,                     ,                        ,                         ,                           ,                     ,                   ,                       ,                         ,R                    ,                ,                        ,                              ,                    ,                  ,                       ,                ,from ODP Leg 129 SR Chapter 8 Table 2 backpocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Albian           ,Cenomanian       ,CC9               ,              ,129, 800,A, 15,R, 1,   3.00,    125.4300,Covington,Nannofossils                                 ,RR             ,P                 ,R                   ,                       ,                      ,                        ,                           ,                           ,                ,                         ,                             ,                        ,                       ,                      ,                       ,                   ,                  ,                  ,                       ,                     ,                ,                   ,                        ,                    ,                       ,                             ,               ,                           ,                     ,                    ,                           ,                         ,                       ,                            ,                 ,                        ,                 ,                    ,                             ,                        ,                     ,                      ,                ,                         ,                        ,                      ,                    ,                    ,              ,                       ,                         ,                  ,                     ,                        ,                         ,                           ,                     ,                   ,                       ,                         ,                     ,                ,                        ,                              ,                    ,                  ,                       ,                ,from ODP Leg 129 SR Chapter 8 Table 2 backpocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Albian           ,Cenomanian       ,CC9               ,              ,129, 800,A, 15,R,CC,   0.00,    125.8700,Erba     ,Nannofossils                                 ,               ,                  ,41.0%               ,                       ,                      ,                        ,.0%                        ,                           ,                ,                         ,.0%                          ,.0%                     ,.0%                    ,.0%                   ,                       ,.5%                ,13.0%             ,.5%               ,1.5%                   ,.0%                  ,.0%             ,1.5%               ,.0%                     ,1.5%                ,.0%                    ,.0%                          ,.0%            ,1.0%                       ,.0%                  ,.0%                 ,3.0%                       ,4.0%                     ,3.0%                   ,.0%                         ,5.0%             ,.0%                     ,18.0%            ,                    ,                             ,                        ,                     ,F                     ,                ,                         ,                        ,                      ,                    ,                    ,              ,                       ,                         ,                  ,                     ,                        ,                         ,                           ,                     ,                   ,                       ,                         ,                     ,                ,                        ,                              ,                    ,                  ,                       ,                ,from ODP Leg 129 SR Chapter 9 Table 2 p 192
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Albian           ,Cenomanian       ,CC9               ,              ,129, 800,A, 16,R, 1,  20.00,    135.1000,Covington,Nannofossils                                 ,               ,                  ,20.0%               ,A                      ,                      ,                        ,1.0%                       ,                           ,A               ,R                        ,.0%                          ,.0%                     ,.7%                    ,.5%                   ,                       ,.7%                ,16.2%             ,.3%               ,1.4%                   ,.0%                  ,1.0%            ,3.8%               ,.0%                     ,2.2%                ,.0%                    ,2.0%                         ,.0%            ,.5%                        ,.0%                  ,.5%                 ,3.6%                       ,4.6%                     ,3.3%                   ,.0%                         ,7.6%             ,1.0%                    ,26.5%            ,R                   ,R                            ,                        ,                     ,A                     ,                ,                         ,                        ,                      ,R                   ,                    ,              ,A                      ,                         ,                  ,R                    ,                        ,                         ,                           ,                     ,                   ,                       ,F                        ,F                    ,R               ,R                       ,                              ,                    ,                  ,                       ,                ,from ODP Leg 129 SR Chapter 9 Table 2 p 192
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Albian           ,Cenomanian       ,CC9               ,              ,129, 800,A, 16,R,CC,   0.00,    135.4600,Covington,Nannofossils                                 ,F              ,M                 ,A                   ,                       ,                      ,                        ,                           ,                           ,                ,                         ,                             ,R                       ,                       ,                      ,                       ,                   ,                  ,                  ,                       ,                     ,                ,                   ,R                       ,                    ,R                      ,                             ,               ,                           ,                     ,                    ,F                          ,                         ,                       ,                            ,                 ,                        ,                 ,                    ,                             ,                        ,                     ,R                     ,                ,R                        ,                        ,                      ,                    ,                    ,              ,                       ,                         ,                  ,                     ,                        ,                         ,                           ,                     ,                   ,                       ,                         ,                     ,                ,                        ,                              ,                    ,                  ,                       ,                ,from ODP Leg 129 SR Chapter 8 Table 2 backpocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Albian           ,Cenomanian       ,CC9               ,              ,129, 800,A, 17,R, 1,   0.00,    144.2000,Covington,Nannofossils                                 ,               ,                  ,40.0%               ,A                      ,                      ,                        ,.5%                        ,                           ,A               ,R                        ,.0%                          ,.0%                     ,1.8%                   ,.5%                   ,                       ,.7%                ,21.0%             ,.3%               ,1.8%                   ,.0%                  ,1.5%            ,1.5%               ,.5%                     ,2.0%                ,.5%                    ,4.0%                         ,.0%            ,.0%                        ,.3%                  ,.3%                 ,1.5%                       ,2.3%                     ,2.8%                   ,.5%                         ,6.9%             ,.5%                     ,16.5%            ,R                   ,R                            ,                        ,                     ,A                     ,                ,R                        ,                        ,                      ,R                   ,                    ,              ,A                      ,                         ,                  ,R                    ,R                       ,                         ,                           ,                     ,                   ,                       ,R                        ,R                    ,                ,R                       ,                              ,                    ,                  ,R                      ,                ,from ODP Leg 129 SR Chapter 9 Table 2 p 192
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Albian           ,Cenomanian       ,CC9               ,              ,129, 800,A, 17,R, 1,   1.00,    144.2100,Covington,Nannofossils                                 ,V              ,M                 ,A                   ,                       ,                      ,                        ,                           ,                           ,                ,                         ,                             ,                        ,                       ,                      ,                       ,                   ,                  ,                  ,                       ,                     ,                ,                   ,                        ,                    ,                       ,                             ,               ,                           ,R                    ,                    ,R                          ,                         ,                       ,                            ,                 ,                        ,                 ,                    ,                             ,                        ,                     ,R                     ,                ,                         ,                        ,                      ,                    ,                    ,              ,                       ,                         ,                  ,                     ,                        ,                         ,                           ,R                    ,                   ,                       ,                         ,                     ,                ,                        ,                              ,                    ,                  ,                       ,                ,from ODP Leg 129 SR Chapter 8 Table 2 backpocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Albian           ,Cenomanian       ,CC9               ,              ,129, 800,A, 17,R, 1,  31.00,    144.5100,Covington,Nannofossils                                 ,C              ,P                 ,A                   ,                       ,                      ,                        ,R                          ,                           ,                ,R                        ,                             ,                        ,R                      ,                      ,                       ,                   ,                  ,R                 ,                       ,                     ,                ,                   ,R                       ,                    ,                       ,                             ,               ,                           ,                     ,                    ,                           ,                         ,R                      ,R                           ,                 ,                        ,R                ,                    ,                             ,                        ,                     ,F                     ,                ,                         ,                        ,R                     ,                    ,                    ,              ,F                      ,                         ,                  ,                     ,                        ,                         ,                           ,                     ,                   ,                       ,R                        ,R                    ,R               ,R                       ,                              ,                    ,                  ,                       ,                ,from ODP Leg 129 SR Chapter 8 Table 2 backpocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Albian           ,Cenomanian       ,CC9               ,              ,129, 800,A, 17,R,CC,   0.00,    145.0800,Covington,Nannofossils                                 ,F              ,M                 ,C                   ,                       ,                      ,                        ,                           ,                           ,                ,                         ,                             ,                        ,                       ,                      ,                       ,                   ,                  ,                  ,                       ,                     ,                ,                   ,                        ,                    ,                       ,R                            ,               ,                           ,R                    ,                    ,R                          ,                         ,                       ,                            ,                 ,                        ,                 ,R                   ,                             ,                        ,                     ,R                     ,                ,                         ,                        ,                      ,                    ,                    ,              ,                       ,                         ,                  ,                     ,                        ,                         ,                           ,R                    ,                   ,                       ,                         ,                     ,                ,                        ,                              ,                    ,                  ,                       ,                ,from ODP Leg 129 SR Chapter 8 Table 2 backpocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Albian           ,Cenomanian       ,CC9               ,              ,129, 800,A, 18,R, 1,  32.00,    154.0200,Covington,Nannofossils                                 ,               ,                  ,18.3%               ,F                      ,                      ,                        ,.5%                        ,                           ,                ,R                        ,.0%                          ,.3%                     ,2.0%                   ,.3%                   ,                       ,.5%                ,6.7%              ,1.9%              ,1.7%                   ,.0%                  ,.8%             ,.5%                ,.3%                     ,1.7%                ,.0%                    ,2.5%                         ,.0%            ,.5%                        ,.3%                  ,.0%                 ,6.4%                       ,6.1%                     ,2.2%                   ,.8%                         ,7.4%             ,.0%                     ,29.0%            ,                    ,                             ,                        ,                     ,F                     ,                ,                         ,                        ,                      ,R                   ,                    ,              ,F                      ,                         ,                  ,                     ,                        ,                         ,                           ,                     ,                   ,                       ,                         ,                     ,R               ,                        ,                              ,                    ,                  ,R                      ,                ,from ODP Leg 129 SR Chapter 9 Table 2 p 192
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Albian           ,Cenomanian       ,CC9               ,              ,129, 800,A, 18,R, 1,  70.00,    154.4000,Covington,Nannofossils                                 ,RR             ,P                 ,R                   ,                       ,                      ,                        ,                           ,                           ,                ,                         ,                             ,                        ,                       ,                      ,                       ,                   ,                  ,                  ,                       ,                     ,                ,                   ,                        ,                    ,                       ,                             ,               ,                           ,                     ,                    ,                           ,                         ,                       ,                            ,                 ,                        ,                 ,                    ,                             ,                        ,                     ,                      ,                ,                         ,                        ,                      ,                    ,                    ,              ,                       ,                         ,                  ,                     ,                        ,                         ,                           ,                     ,                   ,                       ,                         ,                     ,                ,                        ,                              ,                    ,                  ,                       ,                ,from ODP Leg 129 SR Chapter 8 Table 2 backpocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Albian           ,Cenomanian       ,CC9               ,              ,129, 800,A, 18,R, 1,  70.00,    154.4000,Covington,Nannofossils                                 ,A              ,M                 ,A                   ,                       ,                      ,                        ,                           ,                           ,                ,                         ,                             ,                        ,C                      ,R                     ,                       ,                   ,                  ,                  ,                       ,                     ,                ,                   ,                        ,                    ,R                      ,R                            ,               ,                           ,R                    ,                    ,F                          ,                         ,                       ,                            ,                 ,                        ,                 ,                    ,                             ,                        ,                     ,C                     ,                ,                         ,                        ,                      ,                    ,                    ,              ,                       ,                         ,                  ,                     ,                        ,                         ,                           ,R                    ,                   ,                       ,                         ,                     ,                ,                        ,                              ,                    ,                  ,                       ,                ,from ODP Leg 129 SR Chapter 8 Table 2 backpocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Albian           ,Cenomanian       ,CC9               ,              ,129, 800,A, 18,R,CC,   0.00,    155.4600,Covington,Nannofossils                                 ,A              ,P/M               ,A                   ,                       ,                      ,                        ,                           ,                           ,                ,                         ,                             ,                        ,C                      ,R                     ,                       ,                   ,                  ,                  ,                       ,                     ,                ,                   ,                        ,                    ,R                      ,R                            ,               ,                           ,R                    ,                    ,F                          ,                         ,                       ,                            ,                 ,                        ,                 ,                    ,                             ,                        ,                     ,C                     ,                ,                         ,                        ,                      ,                    ,                    ,              ,                       ,                         ,                  ,                     ,                        ,                         ,                           ,R                    ,                   ,                       ,                         ,                     ,                ,                        ,                              ,                    ,                  ,                       ,                ,from ODP Leg 129 SR Chapter 8 Table 2 backpocket
