Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Porodiscus spp.	Eucyrtidium sp.	Euchitonia furcata	Didymocyrtis tetrathalamus	Dictyophimus glacilipes	Amphirhopalum ypsilon	Nephrospyris pervia (trellis-type)	Larnacantha polyacantha	Spongodiscus spp.	Saccospyris sp.	Lithomitra arachnea	Stylochlamidium  venustum	Nephrospyris pervia (perforate type)	Cycladophora davisiana davisiana	Cycladophora davisiana cornutoides	Tetrapyle octacantha	Dictyophimus bicornis	Spongaster tetras tetras	Hymeniastrum euclidis	Spongaster tetras irregularis	Comment
  SR	                 	                 	                  	              	128	 798	A	  3	H	 1	  27.00	     18.5700	Ling     	Radiolarians                                 	F              	G                 	               	               	                  	R                         	                       	                     	                                  	F                      	                 	               	                   	A                        	                                    	R                               	                                  	R                   	                     	                        	R                    	                             	from ODP Legs 127&128 SR Chapter 13 Table 1 p 227

  SR	                 	                 	                  	              	128	 798	A	  3	H	 3	  28.00	     21.5800	Ling     	Radiolarians                                 	F              	M                 	               	               	                  	R                         	                       	                     	R                                 	R                      	                 	               	                   	C                        	                                    	F                               	                                  	                    	                     	                        	                     	                             	from ODP Legs 127&128 SR Chapter 13 Table 1 p 227

  SR	                 	                 	                  	              	128	 798	A	  3	H	CC	  21.00	     27.0800	Ling     	Radiolarians                                 	R              	M                 	               	               	                  	                          	                       	                     	                                  	                       	R                	               	                   	                         	                                    	R                               	                                  	                    	                     	                        	                     	                             	from ODP Legs 127&128 SR Chapter 13 Table 1 p 227

  SR	                 	                 	                  	              	128	 798	A	  4	H	 1	  32.00	     27.6200	Ling     	Radiolarians                                 	C              	G                 	               	               	F                 	                          	                       	                     	R                                 	                       	                 	               	                   	F                        	                                    	C                               	                                  	C                   	                     	                        	F                    	                             	from ODP Legs 127&128 SR Chapter 13 Table 1 p 227

  SR	                 	                 	                  	              	128	 798	A	  4	H	 3	  31.00	     30.6100	Ling     	Radiolarians                                 	C              	G                 	               	               	                  	                          	F                      	                     	R                                 	                       	A                	               	                   	                         	                                    	                                	                                  	                    	                     	                        	                     	                             	from ODP Legs 127&128 SR Chapter 13 Table 1 p 227

  SR	                 	                 	                  	              	128	 798	A	  4	H	 5	  30.00	     33.6000	Ling     	Radiolarians                                 	A              	G                 	               	               	                  	R                         	R                      	                     	F                                 	R                      	C                	               	                   	C                        	                                    	                                	                                  	R                   	                     	                        	                     	                             	from ODP Legs 127&128 SR Chapter 13 Table 1 p 227

  SR	                 	                 	                  	              	128	 798	A	  4	H	CC	  21.00	     34.6500	Ling     	Radiolarians                                 	R              	M                 	               	               	                  	                          	                       	                     	                                  	                       	                 	R              	                   	                         	                                    	                                	                                  	                    	                     	                        	                     	                             	from ODP Legs 127&128 SR Chapter 13 Table 1 p 227

  SR	                 	                 	                  	              	128	 798	A	  5	H	 1	  29.00	     36.9900	Ling     	Radiolarians                                 	A              	G                 	               	               	                  	                          	R                      	                     	F                                 	R                      	C                	R              	                   	                         	F                                   	C                               	F                                 	                    	R                    	                        	                     	                             	from ODP Legs 127&128 SR Chapter 13 Table 1 p 227

  SR	                 	                 	                  	              	128	 798	A	  5	H	 3	  29.00	     39.9900	Ling     	Radiolarians                                 	F              	G                 	               	               	                  	                          	                       	R                    	                                  	R                      	C                	R              	                   	                         	                                    	                                	                                  	                    	                     	                        	                     	                             	from ODP Legs 127&128 SR Chapter 13 Table 1 p 227

  SR	                 	                 	                  	              	128	 798	A	  5	H	 5	  28.00	     42.9800	Ling     	Radiolarians                                 	R              	M                 	               	               	                  	                          	                       	                     	                                  	R                      	                 	               	                   	                         	                                    	                                	                                  	                    	R                    	                        	                     	                             	from ODP Legs 127&128 SR Chapter 13 Table 1 p 227

  SR	                 	                 	                  	              	128	 798	A	  5	H	CC	  28.00	     46.9100	Ling     	Radiolarians                                 	R              	M                 	               	               	                  	                          	R                      	                     	                                  	                       	                 	               	                   	                         	                                    	                                	                                  	                    	                     	                        	                     	                             	from ODP Legs 127&128 SR Chapter 13 Table 1 p 227

  SR	                 	                 	                  	              	128	 798	A	  6	H	 1	  30.00	     46.5000	Ling     	Radiolarians                                 	F              	M                 	               	               	                  	                          	R                      	R                    	R                                 	R                      	A                	               	                   	                         	                                    	                                	                                  	                    	                     	                        	                     	                             	from ODP Legs 127&128 SR Chapter 13 Table 1 p 227

  SR	                 	                 	                  	              	128	 798	A	  6	H	 3	  30.00	     49.5000	Ling     	Radiolarians                                 	R              	M                 	               	               	                  	                          	                       	                     	                                  	                       	R                	               	                   	R                        	                                    	                                	                                  	R                   	                     	                        	                     	                             	from ODP Legs 127&128 SR Chapter 13 Table 1 p 227

  SR	                 	                 	                  	              	128	 798	A	  6	H	 5	  29.00	     52.4900	Ling     	Radiolarians                                 	R              	M                 	               	               	                  	                          	                       	                     	C                                 	                       	R                	               	                   	C                        	                                    	                                	                                  	R                   	                     	                        	                     	                             	from ODP Legs 127&128 SR Chapter 13 Table 1 p 227

  SR	                 	                 	                  	              	128	 798	A	  6	H	 7	  20.00	     55.4000	Ling     	Radiolarians                                 	R              	M                 	               	               	                  	                          	                       	                     	R                                 	                       	                 	               	                   	                         	R                                   	                                	                                  	                    	                     	                        	                     	                             	from ODP Legs 127&128 SR Chapter 13 Table 1 p 227

  SR	                 	                 	                  	              	128	 798	A	  6	H	CC	  32.00	     56.1900	Ling     	Radiolarians                                 	R              	M                 	               	               	                  	                          	                       	                     	R                                 	                       	                 	               	                   	                         	                                    	                                	                                  	                    	                     	                        	                     	                             	from ODP Legs 127&128 SR Chapter 13 Table 1 p 227

  SR	                 	                 	                  	              	128	 798	A	  7	H	 2	  32.00	     57.1600	Ling     	Radiolarians                                 	R              	M                 	               	               	R                 	R                         	R                      	                     	R                                 	                       	R                	               	                   	                         	                                    	R                               	                                  	                    	                     	                        	                     	                             	from ODP Legs 127&128 SR Chapter 13 Table 1 p 227

  SR	                 	                 	                  	              	128	 798	A	  7	H	 4	  32.00	     60.1600	Ling     	Radiolarians                                 	F              	M                 	               	               	                  	                          	R                      	                     	R                                 	R                      	F                	F              	                   	                         	                                    	                                	                                  	                    	                     	                        	                     	                             	from ODP Legs 127&128 SR Chapter 13 Table 1 p 227

  SR	                 	                 	                  	              	128	 798	A	  7	H	 6	  32.00	     63.1600	Ling     	Radiolarians                                 	R              	M                 	               	               	                  	                          	R                      	                     	R                                 	                       	R                	R              	                   	                         	                                    	                                	                                  	                    	                     	                        	                     	                             	from ODP Legs 127&128 SR Chapter 13 Table 1 p 227

  SR	                 	                 	                  	              	128	 798	A	  7	H	 8	  32.00	     66.1600	Ling     	Radiolarians                                 	R              	M                 	               	               	R                 	                          	R                      	R                    	R                                 	                       	F                	R              	                   	                         	                                    	R                               	                                  	R                   	                     	                        	                     	                             	from ODP Legs 127&128 SR Chapter 13 Table 1 p 227

  SR	                 	                 	                  	              	128	 798	A	  7	H	CC	  27.00	     67.0300	Ling     	Radiolarians                                 	R              	M                 	               	               	                  	                          	R                      	                     	                                  	                       	                 	               	                   	                         	                                    	                                	                                  	                    	                     	                        	                     	                             	from ODP Legs 127&128 SR Chapter 13 Table 1 p 227

  SR	                 	                 	                  	              	128	 798	A	  8	H	 2	  30.00	     65.9000	Ling     	Radiolarians                                 	R              	M                 	               	               	                  	                          	                       	                     	F                                 	                       	R                	               	                   	                         	R                                   	                                	                                  	R                   	R                    	                        	                     	                             	from ODP Legs 127&128 SR Chapter 13 Table 1 p 227

  SR	                 	                 	                  	              	128	 798	A	  8	H	 4	  30.00	     68.9000	Ling     	Radiolarians                                 	R              	M                 	               	               	                  	R                         	R                      	                     	R                                 	F                      	F                	               	                   	                         	                                    	                                	                                  	F                   	                     	                        	                     	                             	from ODP Legs 127&128 SR Chapter 13 Table 1 p 227

  SR	                 	                 	                  	              	128	 798	A	  8	H	 6	  30.00	     71.9000	Ling     	Radiolarians                                 	F              	M                 	               	               	R                 	R                         	                       	                     	R                                 	F                      	F                	               	                   	                         	                                    	                                	                                  	F                   	                     	                        	R                    	                             	from ODP Legs 127&128 SR Chapter 13 Table 1 p 227

  SR	                 	                 	                  	              	128	 798	A	  8	H	 8	  30.00	     74.9000	Ling     	Radiolarians                                 	C              	M                 	               	               	F                 	R                         	F                      	R                    	                                  	F                      	                 	               	R                  	                         	                                    	C                               	                                  	F                   	F                    	                        	R                    	                             	from ODP Legs 127&128 SR Chapter 13 Table 1 p 227

  SR	                 	                 	                  	              	128	 798	A	  8	H	CC	  32.00	     75.8400	Ling     	Radiolarians                                 	R              	M                 	               	               	                  	                          	                       	                     	                                  	                       	                 	               	                   	R                        	                                    	R                               	                                  	                    	                     	                        	                     	                             	from ODP Legs 127&128 SR Chapter 13 Table 1 p 227

  SR	                 	                 	                  	              	128	 798	A	  9	H	 1	  32.00	     75.1200	Ling     	Radiolarians                                 	R              	M                 	               	               	                  	                          	                       	                     	R                                 	F                      	R                	               	                   	                         	                                    	R                               	                                  	                    	                     	                        	                     	                             	from ODP Legs 127&128 SR Chapter 13 Table 1 p 227

  SR	                 	                 	                  	              	128	 798	A	  9	H	 3	  30.00	     77.8600	Ling     	Radiolarians                                 	R              	M                 	               	               	                  	                          	R                      	                     	F                                 	                       	R                	               	                   	                         	                                    	                                	                                  	                    	                     	                        	                     	                             	from ODP Legs 127&128 SR Chapter 13 Table 1 p 227

  SR	                 	                 	                  	              	128	 798	A	  9	H	 5	  30.00	     80.8600	Ling     	Radiolarians                                 	A              	M                 	               	               	F                 	R                         	F                      	                     	                                  	F                      	R                	               	R                  	                         	                                    	A                               	                                  	R                   	F                    	                        	R                    	                             	from ODP Legs 127&128 SR Chapter 13 Table 1 p 227

  SR	                 	                 	                  	              	128	 798	A	  9	H	 7	  30.00	     83.7300	Ling     	Radiolarians                                 	F              	M                 	               	               	                  	                          	F                      	                     	                                  	                       	R                	R              	                   	                         	                                    	                                	                                  	                    	R                    	                        	                     	                             	from ODP Legs 127&128 SR Chapter 13 Table 1 p 227

  SR	                 	                 	                  	              	128	 798	A	  9	H	CC	  38.00	     84.7500	Ling     	Radiolarians                                 	R              	G                 	               	               	                  	                          	                       	                     	R                                 	                       	                 	               	                   	                         	                                    	F                               	                                  	                    	                     	                        	                     	                             	from ODP Legs 127&128 SR Chapter 13 Table 1 p 227

  SR	                 	                 	                  	              	128	 798	A	 10	H	 1	  31.00	     84.7100	Ling     	Radiolarians                                 	A              	M                 	               	R              	F                 	F                         	R                      	F                    	C                                 	C                      	                 	R              	R                  	F                        	                                    	R                               	                                  	C                   	                     	C                       	F                    	                             	from ODP Legs 127&128 SR Chapter 13 Table 1 p 227

  SR	                 	                 	                  	              	128	 798	A	 10	H	 3	  35.00	     86.8700	Ling     	Radiolarians                                 	F              	M                 	               	               	                  	                          	                       	                     	F                                 	F                      	R                	               	R                  	                         	                                    	                                	                                  	R                   	                     	                        	                     	                             	from ODP Legs 127&128 SR Chapter 13 Table 1 p 227

  SR	                 	                 	                  	              	128	 798	A	 10	H	 5	  30.00	     89.8200	Ling     	Radiolarians                                 	R              	M                 	               	               	                  	                          	                       	                     	                                  	                       	R                	               	                   	                         	                                    	                                	                                  	                    	                     	                        	                     	                             	from ODP Legs 127&128 SR Chapter 13 Table 1 p 227

  SR	                 	                 	                  	              	128	 798	A	 10	H	 7	  30.00	     92.8200	Ling     	Radiolarians                                 	R              	M                 	               	               	                  	                          	                       	                     	                                  	                       	R                	               	                   	                         	                                    	R                               	                                  	                    	                     	                        	                     	                             	from ODP Legs 127&128 SR Chapter 13 Table 1 p 227

  SR	                 	                 	                  	              	128	 798	A	 10	H	CC	  22.00	     95.1900	Ling     	Radiolarians                                 	R              	M                 	               	               	                  	                          	                       	                     	R                                 	                       	                 	               	                   	                         	                                    	R                               	                                  	                    	                     	                        	                     	                             	from ODP Legs 127&128 SR Chapter 13 Table 1 p 227

  SR	                 	                 	                  	              	128	 798	A	 11	H	 1	  85.00	     94.9500	Ling     	Radiolarians                                 	F              	M                 	C              	               	R                 	                          	                       	                     	R                                 	                       	                 	               	F                  	                         	                                    	                                	                                  	R                   	                     	                        	                     	                             	from ODP Legs 127&128 SR Chapter 13 Table 1 p 227

  SR	                 	                 	                  	              	128	 798	A	 11	H	 3	  29.00	     97.3900	Ling     	Radiolarians                                 	F              	M                 	F              	               	                  	                          	                       	                     	C                                 	                       	R                	               	R                  	                         	                                    	                                	                                  	                    	                     	                        	                     	                             	from ODP Legs 127&128 SR Chapter 13 Table 1 p 227

  SR	                 	                 	                  	              	128	 798	A	 11	H	 5	  30.00	    100.4000	Ling     	Radiolarians                                 	R              	M                 	R              	               	                  	                          	                       	                     	R                                 	                       	R                	               	                   	                         	                                    	                                	                                  	                    	                     	                        	                     	                             	from ODP Legs 127&128 SR Chapter 13 Table 1 p 227

  SR	                 	                 	                  	              	128	 798	A	 11	H	 7	  30.00	    103.4000	Ling     	Radiolarians                                 	R              	M                 	               	               	                  	                          	R                      	                     	                                  	                       	R                	               	                   	                         	                                    	                                	                                  	                    	                     	                        	                     	                             	from ODP Legs 127&128 SR Chapter 13 Table 1 p 227

  SR	                 	                 	                  	              	128	 798	A	 12	H	 1	  57.00	    104.3700	Ling     	Radiolarians                                 	F              	M                 	               	               	                  	                          	                       	R                    	R                                 	R                      	                 	R              	                   	R                        	                                    	R                               	                                  	R                   	                     	                        	                     	                             	from ODP Legs 127&128 SR Chapter 13 Table 1 p 227

  SR	                 	                 	                  	              	128	 798	A	 12	H	 3	  33.00	    106.4000	Ling     	Radiolarians                                 	F              	M                 	R              	               	                  	R                         	R                      	                     	                                  	R                      	                 	               	R                  	                         	                                    	                                	                                  	F                   	R                    	                        	                     	                             	from ODP Legs 127&128 SR Chapter 13 Table 1 p 227

  SR	                 	                 	                  	              	128	 798	A	 12	H	 6	  39.00	    110.9600	Ling     	Radiolarians                                 	R              	M                 	               	               	                  	                          	R                      	                     	R                                 	                       	                 	               	R                  	                         	                                    	                                	                                  	R                   	                     	                        	                     	                             	from ODP Legs 127&128 SR Chapter 13 Table 1 p 227

  SR	                 	                 	                  	              	128	 798	A	 12	H	 8	  27.00	    113.7900	Ling     	Radiolarians                                 	R              	M                 	               	               	                  	                          	                       	                     	                                  	                       	R                	               	                   	                         	                                    	R                               	                                  	                    	                     	                        	                     	                             	from ODP Legs 127&128 SR Chapter 13 Table 1 p 227

  SR	                 	                 	                  	              	128	 798	A	 12	H	CC	  36.00	    114.8300	Ling     	Radiolarians                                 	R              	M                 	               	               	                  	                          	                       	                     	                                  	                       	R                	               	R                  	                         	                                    	                                	                                  	                    	                     	                        	                     	                             	from ODP Legs 127&128 SR Chapter 13 Table 1 p 227

  SR	                 	                 	                  	              	128	 798	A	 13	H	 1	  31.00	    113.7100	Ling     	Radiolarians                                 	R              	M                 	               	               	                  	                          	R                      	                     	                                  	                       	                 	R              	                   	                         	                                    	                                	                                  	                    	                     	                        	                     	                             	from ODP Legs 127&128 SR Chapter 13 Table 1 p 227

  SR	                 	                 	                  	              	128	 798	A	 13	H	 3	  31.00	    116.7100	Ling     	Radiolarians                                 	A              	M                 	               	               	                  	                          	                       	                     	C                                 	R                      	                 	               	                   	                         	C                                   	A                               	C                                 	                    	                     	                        	                     	                             	from ODP Legs 127&128 SR Chapter 13 Table 1 p 227

  SR	                 	                 	                  	              	128	 798	A	 13	H	 5	  31.00	    119.7100	Ling     	Radiolarians                                 	C              	M                 	C              	               	R                 	                          	                       	                     	F                                 	F                      	R                	               	R                  	R                        	                                    	                                	                                  	                    	                     	                        	                     	                             	from ODP Legs 127&128 SR Chapter 13 Table 1 p 227

  SR	                 	                 	                  	              	128	 798	A	 13	H	 7	  31.00	    122.7100	Ling     	Radiolarians                                 	F              	M                 	A              	               	                  	                          	                       	                     	F                                 	                       	                 	               	                   	                         	                                    	                                	                                  	                    	                     	                        	                     	                             	from ODP Legs 127&128 SR Chapter 13 Table 1 p 227

  SR	                 	                 	                  	              	128	 798	A	 13	H	CC	  29.00	    123.5300	Ling     	Radiolarians                                 	R              	M                 	               	               	                  	                          	                       	                     	                                  	                       	                 	R              	                   	                         	                                    	                                	                                  	                    	                     	                        	                     	                             	from ODP Legs 127&128 SR Chapter 13 Table 1 p 227

  SR	                 	                 	                  	              	128	 798	A	 14	H	 1	  30.00	    123.4000	Ling     	Radiolarians                                 	C              	M                 	C              	               	                  	                          	R                      	                     	R                                 	R                      	R                	               	R                  	                         	                                    	                                	                                  	                    	                     	                        	                     	                             	from ODP Legs 127&128 SR Chapter 13 Table 1 p 227

  SR	                 	                 	                  	              	128	 798	A	 14	H	 3	  29.00	    125.3000	Ling     	Radiolarians                                 	R              	M                 	R              	               	                  	                          	                       	                     	R                                 	                       	                 	               	                   	                         	                                    	                                	                                  	                    	                     	                        	                     	                             	from ODP Legs 127&128 SR Chapter 13 Table 1 p 227

  SR	                 	                 	                  	              	128	 798	A	 14	H	 5	  31.00	    128.3200	Ling     	Radiolarians                                 	R              	M                 	R              	               	                  	                          	                       	                     	R                                 	                       	                 	               	                   	                         	                                    	                                	                                  	                    	                     	                        	                     	                             	from ODP Legs 127&128 SR Chapter 13 Table 1 p 227

  SR	                 	                 	                  	              	128	 798	A	 14	H	 7	  31.00	    131.3200	Ling     	Radiolarians                                 	R              	M                 	R              	               	                  	R                         	                       	                     	R                                 	                       	                 	               	                   	                         	                                    	                                	                                  	                    	                     	                        	                     	                             	from ODP Legs 127&128 SR Chapter 13 Table 1 p 227

  SR	                 	                 	                  	              	128	 798	A	 14	H	CC	  38.00	    133.8100	Ling     	Radiolarians                                 	R              	M                 	               	               	                  	                          	                       	                     	                                  	                       	R                	               	                   	                         	                                    	                                	                                  	                    	                     	                        	                     	                             	from ODP Legs 127&128 SR Chapter 13 Table 1 p 227

  SR	                 	                 	                  	              	128	 798	A	 15	H	 1	  37.00	    133.1700	Ling     	Radiolarians                                 	R              	P                 	F              	               	                  	                          	R                      	                     	R                                 	                       	                 	               	                   	                         	                                    	                                	                                  	                    	                     	                        	                     	                             	from ODP Legs 127&128 SR Chapter 13 Table 1 p 227

  SR	                 	                 	                  	              	128	 798	A	 15	H	 3	  42.00	    136.1200	Ling     	Radiolarians                                 	R              	P                 	C              	               	                  	R                         	                       	                     	R                                 	R                      	                 	               	                   	                         	                                    	                                	                                  	                    	                     	                        	                     	                             	from ODP Legs 127&128 SR Chapter 13 Table 1 p 227

  SR	                 	                 	                  	              	128	 798	A	 15	H	 7	  43.00	    142.1300	Ling     	Radiolarians                                 	R              	M                 	F              	F              	R                 	R                         	R                      	R                    	                                  	                       	                 	               	                   	                         	                                    	                                	                                  	                    	                     	                        	                     	                             	from ODP Legs 127&128 SR Chapter 13 Table 1 p 227

  SR	                 	                 	                  	              	128	 798	A	 15	H	CC	  32.00	    144.4500	Ling     	Radiolarians                                 	R              	M                 	R              	               	                  	                          	                       	                     	                                  	                       	                 	               	                   	                         	                                    	                                	                                  	                    	                     	                        	                     	                             	from ODP Legs 127&128 SR Chapter 13 Table 1 p 227

