Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Trinacria simulacrum	Thalassiothrix longissima	Thalassionema nitzschioides	Pyxilla reticulata	Hemiaulus sp.	Diploneis sp.	Denticulopsis sp.	Coscinodiscus marginatus	Actinocyclus ingens	Rhaphoneis amphiceros	Coscinodiscus radiatus	Paralia sulcata	Grammatophora sp.	Stephanopyxis turris turris	Xanthiopyxis ovalis	Nitzschia denticuloides	Melosira architecturalis	Cavitatus jouseanus	Actinoptychus senarius	Actinocyclus ellipticus	Craspedodiscus sp.	Thalassionema nitzschioides  var. parva	Hemiaulus subacutus	Denticulopsis praedimorpha	Denticulopsis hustedtii	Actinocyclus ingens  var. nodus	Simonseniella barboi	Hyalodiscus sp.	Denticulopsis dimorpha	Hemidiscus cuneiformis	Triceratium kanayae	Rocella gelida	Nitzschia marina	Hemidiscus ovalis	Azpeitia tabularis	Thalassiosira leptopus	Nitzschia reinholdii	Nitzschia miocenica	Azpeitia nodulifera	Asterolampra marylandica	Actinocyclus ehrenbergii	Thalassiosira eccentrica	Nitzschia fossilis	Nitzschia cylindrica	Hemidiscus triangularus	Hemidiscus karstenii f.1	Stephanopyxis grossecellulata	Coscinodiscus rhombicus	Triceratium barbadense	Riedelia pacifica	Hemiaulus incurvus	Thalassiosira miocenica	Thalassiosira lentiginosa	Asterolampra insignis	Actinocyclus karstenii	Trinacria excavata	Thalassiosira inura	Stephanogonia sp.	Skeletonemopsis barbabadensis	Rocella vigilans	Rocella praenitida	Thalassiosira insigna	Thalassiosira convexa var. aspinosa	Thalassiosira convexa	Thalassiosira lineata	Nitzschia weaveri	Nitzschia panduriformis	Hemidiscus karstenii	Cyclotella striata	Triceratium favus	Stephanopyxis hyalomarginata	Rhizosolenia bergonii	Pseudoeunotia doliolus	Thalassionema bacillaris	Nitzschia barronii	Actinocyclus curvatulus	Rhaphoneis surirelloides	Nitzschia kerguelenis	Eunotia sp.	Thalassiosira oestrupii	Nitzschia ritscherii	Roperia tesselata	Eucampia antarctica	Comment

  IR	                 	                 	                  	              	181	1123	B	  5	H	CC	   7.00	     41.5700	diatoms  	Diatoms                                      	               	                  	                    	F                        	R                          	                  	             	             	                 	                        	                   	T                    	R                     	R              	                 	R                          	R                  	                       	                        	                   	                      	                       	                  	                                       	                   	                          	                       	                               	                    	               	                      	F                     	                   	              	F               	                 	                  	R                     	F                   	                   	F                  	                        	                        	                        	                  	                    	                       	                        	                             	                       	                      	                 	                  	                       	                         	                     	                      	                  	                   	                 	                             	                	                  	                     	                                   	                     	T                    	                 	                       	                    	                  	                 	                            	                     	                      	                        	                  	T                      	T                       	T                    	           	                       	                    	                 	                   	       

  IR	                 	                 	                  	              	181	1123	B	  7	H	CC	  27.00	     60.9200	diatoms  	Diatoms                                      	               	                  	                    	F                        	F                          	                  	             	             	                 	                        	                   	                     	                      	               	                 	T                          	                   	                       	                        	                   	                      	                       	                  	                                       	                   	                          	                       	                               	R                   	               	T                     	R                     	                   	              	R               	                 	                  	T                     	R                   	                   	F                  	                        	                        	                        	R                 	                    	                       	                        	                             	                       	                      	                 	                  	                       	                         	                     	                      	                  	                   	                 	                             	                	                  	                     	                                   	                     	                     	                 	                       	                    	                  	                 	                            	                     	R                     	R                       	T                 	T                      	                        	                     	           	                       	                    	                 	                   	       

  IR	                 	                 	                  	              	181	1123	B	 10	H	CC	  35.00	     89.0900	diatoms  	Diatoms                                      	               	                  	                    	F                        	C                          	                  	             	F            	                 	                        	                   	R                    	F                     	               	                 	                           	                   	                       	                        	                   	T                     	T                      	R                 	                                       	                   	                          	                       	                               	                    	               	                      	R                     	                   	              	F               	                 	R                 	R                     	F                   	                   	F                  	                        	R                       	                        	R                 	                    	                       	                        	                             	                       	                      	                 	                  	                       	                         	                     	                      	                  	                   	                 	                             	                	                  	F                    	                                   	R                    	                     	                 	T                      	                    	                  	                 	                            	                     	R                     	                        	                  	                       	                        	                     	           	                       	                    	                 	                   	       

  IR	                 	                 	                  	              	181	1123	B	 11	H	CC	  11.00	     98.7100	diatoms  	Diatoms                                      	               	                  	                    	F                        	F                          	T                 	             	F            	                 	                        	T                  	R                    	R                     	R              	                 	R                          	R                  	                       	                        	                   	R                     	R                      	                  	                                       	                   	                          	                       	                               	                    	T              	R                     	R                     	                   	              	R               	                 	                  	R                     	F                   	                   	F                  	                        	R                       	R                       	R                 	                    	                       	                        	                             	                       	                      	                 	                  	                       	                         	                     	                      	                  	                   	                 	                             	                	T                 	R                    	                                   	F                    	T                    	R                	                       	T                   	                  	T                	T                           	T                    	                      	                        	                  	                       	                        	                     	           	                       	                    	                 	                   	       

  IR	                 	                 	                  	              	181	1123	B	 12	H	CC	  11.00	    108.0600	diatoms  	Diatoms                                      	               	                  	                    	C                        	F                          	                  	R            	F            	                 	                        	R                  	R                    	T                     	F              	T                	R                          	                   	                       	                        	                   	                      	R                      	                  	                                       	                   	                          	                       	                               	                    	               	                      	R                     	                   	              	R               	                 	                  	R                     	R                   	                   	R                  	                        	                        	T                       	                  	                    	                       	                        	                             	                       	T                     	                 	                  	                       	                         	                     	                      	                  	T                  	                 	                             	                	                  	                     	                                   	T                    	T                    	T                	T                      	R                   	T                 	                 	                            	                     	                      	                        	                  	                       	                        	                     	           	                       	                    	                 	                   	       

  IR	                 	                 	                  	              	181	1123	B	 13	H	CC	  16.00	    117.7300	diatoms  	Diatoms                                      	               	                  	                    	F                        	F                          	T                 	T            	F            	                 	                        	                   	                     	                      	F              	                 	                           	                   	                       	                        	                   	F                     	                       	                  	                                       	                   	                          	                       	                               	R                   	               	T                     	R                     	                   	              	R               	                 	                  	R                     	R                   	R                  	R                  	                        	R                       	R                       	                  	                    	                       	                        	                             	                       	T                     	                 	                  	                       	                         	                     	                      	                  	                   	                 	                             	                	                  	                     	R                                  	R                    	                     	                 	                       	                    	                  	                 	                            	                     	                      	                        	                  	                       	                        	                     	           	                       	                    	                 	                   	       

  IR	                 	                 	                  	              	181	1123	B	 20	X	CC	  20.00	    182.0000	diatoms  	Diatoms                                      	               	                  	                    	R                        	C                          	R                 	R            	F            	                 	R                       	R                  	T                    	R                     	F              	                 	R                          	F                  	T                      	                        	                   	F                     	T                      	                  	                                       	                   	                          	                       	                               	R                   	               	T                     	R                     	                   	              	R               	R                	                  	R                     	R                   	                   	R                  	                        	                        	T                       	                  	                    	                       	                        	T                            	                       	R                     	                 	                  	                       	                         	                     	                      	                  	                   	T                	                             	                	T                 	T                    	                                   	                     	                     	                 	                       	                    	                  	                 	                            	                     	                      	                        	                  	                       	                        	                     	           	                       	                    	                 	                   	       

  IR	                 	                 	                  	              	181	1123	B	 21	X	CC	  10.00	    191.2400	diatoms  	Diatoms                                      	               	                  	                    	C                        	R                          	R                 	R            	             	                 	R                       	C                  	R                    	R                     	R              	                 	                           	                   	                       	T                       	                   	R                     	R                      	                  	                                       	                   	                          	                       	                               	F                   	               	                      	F                     	                   	              	                	F                	                  	                      	                    	                   	                   	                        	                        	T                       	T                 	                    	                       	                        	                             	                       	                      	                 	                  	                       	                         	                     	                      	T                 	T                  	T                	T                            	T               	T                 	                     	                                   	                     	                     	                 	                       	                    	                  	                 	                            	                     	                      	                        	                  	                       	                        	                     	           	                       	                    	                 	                   	       

  IR	                 	                 	                  	              	181	1123	B	 24	X	CC	  26.00	    220.5000	diatoms  	Diatoms                                      	               	                  	                    	                         	F                          	T                 	R            	             	                 	                        	                   	                     	                      	R              	                 	                           	                   	                       	                        	                   	F                     	R                      	                  	                                       	                   	                          	                       	                               	F                   	               	                      	R                     	T                  	              	R               	F                	                  	R                     	F                   	                   	R                  	                        	                        	R                       	R                 	                    	T                      	                        	                             	                       	R                     	                 	                  	T                      	T                        	R                    	T                     	                  	                   	                 	                             	                	                  	                     	                                   	                     	                     	                 	                       	                    	                  	                 	                            	                     	                      	                        	                  	                       	                        	                     	           	                       	                    	                 	                   	       

  IR	                 	                 	                  	              	181	1123	B	 25	X	CC	  22.00	    230.0000	diatoms  	Diatoms                                      	               	                  	                    	F                        	F                          	R                 	R            	             	                 	                        	R                  	R                    	R                     	F              	                 	R                          	                   	                       	                        	                   	R                     	R                      	                  	                                       	                   	                          	                       	                               	F                   	T              	                      	R                     	                   	              	                	R                	                  	R                     	F                   	R                  	                   	                        	                        	R                       	R                 	T                   	F                      	                        	                             	                       	R                     	T                	T                 	                       	                         	                     	                      	                  	                   	                 	                             	                	                  	                     	                                   	                     	                     	                 	                       	                    	                  	                 	                            	                     	                      	                        	                  	                       	                        	                     	           	                       	                    	                 	                   	       

  IR	                 	                 	                  	              	181	1123	B	 26	X	CC	  22.00	    234.0800	diatoms  	Diatoms                                      	               	                  	                    	                         	F                          	                  	             	             	                 	                        	                   	R                    	R                     	F              	                 	                           	                   	                       	                        	                   	R                     	R                      	                  	R                                      	                   	                          	                       	T                              	R                   	               	                      	F                     	                   	              	R               	F                	                  	F                     	F                   	                   	R                  	                        	R                       	F                       	F                 	                    	                       	                        	T                            	T                      	                      	                 	                  	                       	                         	                     	                      	                  	                   	                 	                             	                	                  	                     	                                   	                     	                     	                 	                       	                    	                  	                 	                            	                     	                      	                        	                  	                       	                        	                     	           	                       	                    	                 	                   	       

  IR	                 	                 	                  	              	181	1123	B	 27	X	CC	  26.00	    249.3200	diatoms  	Diatoms                                      	               	                  	                    	F                        	F                          	R                 	R            	R            	                 	                        	R                  	                     	                      	F              	                 	                           	                   	                       	                        	                   	F                     	                       	                  	                                       	                   	                          	                       	                               	R                   	               	                      	F                     	                   	              	                	                 	                  	R                     	F                   	R                  	                   	                        	R                       	R                       	T                 	T                   	F                      	T                       	                             	                       	                      	                 	                  	                       	                         	                     	                      	                  	                   	                 	                             	                	                  	                     	                                   	                     	                     	                 	                       	                    	                  	                 	                            	                     	                      	                        	                  	                       	                        	                     	           	                       	                    	                 	                   	       

  IR	                 	                 	                  	              	181	1123	B	 28	X	CC	  18.00	    258.7400	diatoms  	Diatoms                                      	               	                  	                    	F                        	F                          	                  	T            	R            	R                	R                       	                   	R                    	R                     	F              	                 	                           	                   	                       	                        	                   	F                     	                       	                  	                                       	                   	                          	                       	                               	R                   	               	                      	R                     	                   	              	                	                 	R                 	R                     	R                   	T                  	R                  	T                       	R                       	                        	                  	                    	                       	                        	                             	                       	                      	                 	                  	                       	                         	                     	                      	                  	                   	                 	                             	                	                  	                     	                                   	                     	                     	                 	                       	                    	                  	                 	                            	                     	                      	                        	                  	                       	                        	                     	           	                       	                    	                 	                   	       

  IR	                 	                 	                  	              	181	1123	B	 29	X	CC	  27.00	    268.4900	diatoms  	Diatoms                                      	               	                  	                    	F                        	F                          	T                 	R            	R            	R                	F                       	C                  	                     	R                     	R              	                 	R                          	                   	                       	                        	                   	R                     	R                      	                  	                                       	                   	                          	                       	                               	R                   	               	                      	T                     	                   	              	                	R                	                  	F                     	R                   	                   	                   	                        	                        	                        	                  	                    	                       	                        	                             	                       	                      	                 	                  	                       	                         	                     	                      	                  	                   	                 	                             	                	                  	                     	                                   	                     	                     	                 	                       	                    	                  	                 	                            	                     	                      	                        	                  	                       	                        	                     	           	                       	                    	                 	                   	       

  IR	                 	                 	                  	              	181	1123	B	 30	X	CC	  25.00	    278.0000	diatoms  	Diatoms                                      	               	                  	                    	F                        	F                          	                  	             	R            	T                	F                       	F                  	                     	                      	               	                 	R                          	                   	                       	T                       	                   	                      	                       	                  	                                       	                   	                          	                       	                               	R                   	               	T                     	T                     	                   	              	                	R                	R                 	R                     	                    	                   	                   	                        	                        	                        	                  	                    	                       	                        	                             	                       	                      	                 	                  	                       	                         	                     	                      	                  	                   	                 	                             	                	                  	                     	                                   	                     	                     	                 	                       	                    	                  	                 	                            	                     	                      	                        	                  	                       	                        	                     	           	                       	                    	                 	                   	       

  IR	                 	                 	                  	              	181	1123	B	 31	X	CC	  17.00	    287.5400	diatoms  	Diatoms                                      	               	                  	                    	F                        	F                          	T                 	R            	R            	R                	R                       	F                  	                     	                      	R              	                 	R                          	                   	                       	                        	                   	                      	R                      	                  	                                       	                   	                          	                       	                               	R                   	R              	T                     	                      	T                  	T             	T               	R                	T                 	                      	                    	                   	                   	                        	                        	                        	                  	                    	                       	                        	                             	                       	                      	                 	                  	                       	                         	                     	                      	                  	                   	                 	                             	                	                  	                     	                                   	                     	                     	                 	                       	                    	                  	                 	                            	                     	                      	                        	                  	                       	                        	                     	           	                       	                    	                 	                   	       

  IR	                 	                 	                  	              	181	1123	B	 32	X	CC	  23.00	    296.3100	diatoms  	Diatoms                                      	               	                  	                    	F                        	F                          	T                 	R            	R            	                 	                        	R                  	                     	                      	R              	                 	R                          	                   	                       	T                       	                   	                      	T                      	                  	R                                      	                   	                          	R                      	                               	R                   	               	R                     	T                     	                   	              	                	                 	                  	                      	                    	                   	                   	                        	                        	                        	                  	                    	                       	                        	                             	                       	                      	                 	                  	                       	                         	                     	                      	                  	                   	                 	                             	                	                  	                     	                                   	                     	                     	                 	                       	                    	                  	                 	                            	                     	                      	                        	                  	                       	                        	                     	           	                       	                    	                 	                   	       

  IR	                 	                 	                  	              	181	1123	B	 33	X	CC	  15.00	    306.8500	diatoms  	Diatoms                                      	               	                  	                    	D                        	R                          	                  	             	             	                 	T                       	                   	                     	                      	R              	                 	                           	                   	                       	                        	                   	                      	                       	                  	                                       	                   	                          	                       	                               	                    	               	                      	                      	                   	              	                	                 	                  	                      	                    	                   	                   	                        	                        	                        	                  	                    	                       	                        	                             	                       	                      	                 	                  	                       	                         	                     	                      	                  	                   	                 	                             	                	                  	                     	                                   	                     	                     	                 	                       	                    	                  	                 	                            	                     	                      	                        	                  	                       	                        	                     	           	                       	                    	                 	                   	       

  IR	                 	                 	                  	              	181	1123	B	 34	X	CC	  19.00	    316.5300	diatoms  	Diatoms                                      	               	                  	                    	R                        	R                          	T                 	R            	T            	                 	T                       	                   	                     	                      	T              	                 	T                          	                   	                       	                        	                   	                      	                       	                  	                                       	                   	                          	                       	                               	T                   	T              	T                     	                      	                   	              	                	                 	                  	                      	                    	                   	                   	                        	                        	                        	                  	                    	                       	                        	                             	                       	                      	                 	                  	                       	                         	                     	                      	                  	                   	                 	                             	                	                  	                     	                                   	                     	                     	                 	                       	                    	                  	                 	                            	                     	                      	                        	                  	                       	                        	                     	           	                       	                    	                 	                   	       

  IR	                 	                 	                  	              	181	1123	B	 35	X	CC	   9.00	    326.0200	diatoms  	Diatoms                                      	               	                  	                    	R                        	R                          	                  	             	T            	                 	                        	T                  	T                    	                      	T              	                 	T                          	                   	                       	                        	                   	                      	                       	                  	                                       	                   	                          	                       	                               	R                   	               	                      	                      	                   	              	                	                 	                  	                      	                    	                   	                   	                        	                        	                        	                  	                    	                       	                        	                             	                       	                      	                 	                  	                       	                         	                     	                      	                  	                   	                 	                             	                	                  	                     	                                   	                     	                     	                 	                       	                    	                  	                 	                            	                     	                      	                        	                  	                       	                        	                     	           	                       	                    	                 	                   	       

  IR	                 	                 	                  	              	181	1123	B	 36	X	CC	  13.00	    335.4700	diatoms  	Diatoms                                      	               	                  	                    	T                        	                           	T                 	T            	             	                 	                        	                   	                     	                      	               	                 	                           	                   	                       	                        	                   	                      	                       	                  	                                       	                   	                          	                       	                               	                    	               	                      	                      	                   	              	                	                 	                  	                      	                    	                   	                   	                        	                        	                        	                  	                    	                       	                        	                             	                       	                      	                 	                  	                       	                         	                     	                      	                  	                   	                 	                             	                	                  	                     	                                   	                     	                     	                 	                       	                    	                  	                 	                            	                     	                      	                        	                  	                       	                        	                     	           	                       	                    	                 	                   	       

  IR	                 	                 	                  	              	181	1123	B	 41	X	CC	  28.00	    382.2000	diatoms  	Diatoms                                      	               	                  	                    	                         	                           	                  	R            	             	                 	                        	                   	T                    	                      	               	                 	T                          	                   	                       	                        	                   	                      	                       	                  	                                       	                   	                          	                       	                               	                    	               	                      	                      	                   	              	                	                 	                  	                      	                    	                   	                   	                        	                        	                        	                  	                    	                       	                        	                             	                       	                      	                 	                  	                       	                         	                     	                      	                  	                   	                 	                             	                	                  	                     	                                   	                     	                     	                 	                       	                    	                  	                 	                            	                     	                      	                        	                  	                       	                        	                     	           	                       	                    	                 	                   	       

  IR	                 	                 	                  	              	181	1123	B	 42	X	CC	  24.00	    388.4400	diatoms  	Diatoms                                      	               	                  	                    	R                        	F                          	                  	T            	             	R                	                        	C                  	                     	R                     	R              	                 	                           	                   	                       	                        	                   	                      	                       	T                 	R                                      	T                  	R                         	R                      	R                              	                    	               	                      	                      	                   	              	                	                 	                  	                      	                    	                   	                   	                        	                        	                        	                  	                    	                       	                        	                             	                       	                      	                 	                  	                       	                         	                     	                      	                  	                   	                 	                             	                	                  	                     	                                   	                     	                     	                 	                       	                    	                  	                 	                            	                     	                      	                        	                  	                       	                        	                     	           	                       	                    	                 	                   	       

  IR	                 	                 	                  	              	181	1123	B	 43	X	CC	  14.00	    399.5200	diatoms  	Diatoms                                      	               	                  	                    	R                        	                           	                  	             	T            	                 	                        	F                  	                     	                      	               	                 	                           	                   	T                      	                        	                   	T                     	R                      	T                 	                                       	                   	                          	                       	                               	                    	               	                      	                      	                   	              	                	                 	                  	                      	                    	                   	                   	                        	                        	                        	                  	                    	                       	                        	                             	                       	                      	                 	                  	                       	                         	                     	                      	                  	                   	                 	                             	                	                  	                     	                                   	                     	                     	                 	                       	                    	                  	                 	                            	                     	                      	                        	                  	                       	                        	                     	           	                       	                    	                 	                   	       

  IR	                 	                 	                  	              	181	1123	B	 44	X	CC	  20.00	    408.3200	diatoms  	Diatoms                                      	               	                  	                    	F                        	R                          	R                 	R            	R            	R                	                        	R                  	T                    	R                     	R              	                 	R                          	R                  	T                      	R                       	T                  	T                     	T                      	                  	                                       	                   	                          	                       	                               	                    	               	                      	                      	                   	              	                	                 	                  	                      	                    	                   	                   	                        	                        	                        	                  	                    	                       	                        	                             	                       	                      	                 	                  	                       	                         	                     	                      	                  	                   	                 	                             	                	                  	                     	                                   	                     	                     	                 	                       	                    	                  	                 	                            	                     	                      	                        	                  	                       	                        	                     	           	                       	                    	                 	                   	       

  IR	                 	                 	                  	              	181	1123	B	 45	X	CC	  18.00	    416.5600	diatoms  	Diatoms                                      	               	                  	                    	                         	                           	T                 	T            	             	                 	                        	                   	                     	                      	               	                 	T                          	                   	                       	                        	                   	                      	                       	                  	                                       	                   	                          	                       	                               	                    	               	                      	                      	                   	              	                	                 	                  	                      	                    	                   	                   	                        	                        	                        	                  	                    	                       	                        	                             	                       	                      	                 	                  	                       	                         	                     	                      	                  	                   	                 	                             	                	                  	                     	                                   	                     	                     	                 	                       	                    	                  	                 	                            	                     	                      	                        	                  	                       	                        	                     	           	                       	                    	                 	                   	       

  IR	                 	                 	                  	              	181	1123	B	 46	X	CC	  20.00	    428.3600	diatoms  	Diatoms                                      	               	                  	                    	T                        	                           	                  	             	             	                 	                        	T                  	                     	                      	               	                 	T                          	                   	                       	                        	                   	                      	                       	                  	                                       	                   	                          	                       	                               	                    	               	                      	                      	                   	              	                	                 	                  	                      	                    	                   	                   	                        	                        	                        	                  	                    	                       	                        	                             	                       	                      	                 	                  	                       	                         	                     	                      	                  	                   	                 	                             	                	                  	                     	                                   	                     	                     	                 	                       	                    	                  	                 	                            	                     	                      	                        	                  	                       	                        	                     	           	                       	                    	                 	                   	       

  IR	                 	                 	                  	              	181	1123	B	 47	X	CC	   0.00	    436.9600	diatoms  	Diatoms                                      	               	                  	                    	                         	                           	                  	             	             	                 	                        	T                  	                     	                      	T              	T                	                           	                   	                       	                        	                   	                      	                       	                  	                                       	                   	                          	                       	                               	                    	               	                      	                      	                   	              	                	                 	                  	                      	                    	                   	                   	                        	                        	                        	                  	                    	                       	                        	                             	                       	                      	                 	                  	                       	                         	                     	                      	                  	                   	                 	                             	                	                  	                     	                                   	                     	                     	                 	                       	                    	                  	                 	                            	                     	                      	                        	                  	                       	                        	                     	           	                       	                    	                 	                   	       

  IR	                 	                 	                  	              	181	1123	B	 48	X	CC	   0.00	    445.6000	diatoms  	Diatoms                                      	               	                  	                    	T                        	                           	                  	T            	             	                 	                        	                   	T                    	T                     	               	                 	                           	                   	                       	                        	                   	                      	                       	                  	                                       	                   	                          	                       	                               	                    	               	                      	                      	                   	              	                	                 	                  	                      	                    	                   	                   	                        	                        	                        	                  	                    	                       	                        	                             	                       	                      	                 	                  	                       	                         	                     	                      	                  	                   	                 	                             	                	                  	                     	                                   	                     	                     	                 	                       	                    	                  	                 	                            	                     	                      	                        	                  	                       	                        	                     	           	                       	                    	                 	                   	       

  IR	                 	                 	                  	              	181	1123	B	 49	X	CC	  26.00	    457.0600	diatoms  	Diatoms                                      	               	                  	                    	R                        	T                          	T                 	T            	T            	T                	T                       	R                  	                     	                      	               	                 	                           	                   	                       	                        	                   	                      	                       	                  	                                       	                   	                          	                       	                               	                    	               	                      	                      	                   	              	                	                 	                  	                      	                    	                   	                   	                        	                        	                        	                  	                    	                       	                        	                             	                       	                      	                 	                  	                       	                         	                     	                      	                  	                   	                 	                             	                	                  	                     	                                   	                     	                     	                 	                       	                    	                  	                 	                            	                     	                      	                        	                  	                       	                        	                     	           	                       	                    	                 	                   	       

  IR	                 	                 	                  	              	181	1123	B	 51	X	CC	  17.00	    479.6300	diatoms  	Diatoms                                      	               	                  	T                   	                         	                           	                  	             	             	                 	                        	                   	                     	                      	               	                 	                           	                   	                       	                        	                   	                      	                       	                  	                                       	                   	                          	                       	                               	                    	               	                      	                      	                   	              	                	                 	                  	                      	                    	                   	                   	                        	                        	                        	                  	                    	                       	                        	                             	                       	                      	                 	                  	                       	                         	                     	                      	                  	                   	                 	                             	                	                  	                     	                                   	                     	                     	                 	                       	                    	                  	                 	                            	                     	                      	                        	                  	                       	                        	                     	           	                       	                    	                 	                   	       

