Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Pseudorbitoides trechmanni,Rotaliid taxa,Asterorbis rooki,Vaughanina cubensis,Miliolids species,Vidalina sp. cf. V. hispanica,Nonionid taxa,Lagenid taxa,Discorbid taxa,Textulariid taxa,Sulcoperculina vermunti,Sulcoperculina sp.,Sulcoperculina obesa,Sulcoperculina globosa,Pseudocyclammina sp.,Marssonella oxycona,Planorbulina sp.,Orbitoides sp.,Foraminifers (encrusting),Sulcoperculina dickersoni,Foraminifers (small),Nubecularia sp.,Montsechiana sp.,Istriloculina sp.,Omphalocyclus macroporus,Comment
  SR,Maestrichtian    ,                 ,                  ,              ,144, 877,A,  2,R, 1,  53.00,     10.0300,Premoli Silva,Benthic Foraminifers                         ,               ,                  ,                          ,             ,C               ,                   ,C                ,R                            ,             ,            ,C             ,                ,A                      ,A                 ,                    ,C                     ,                    ,1                  ,                ,              ,                         ,                         ,                    ,F              ,VR              ,?                ,                        ,from Leg 144 SR; Ch 9; Table 4; p 177
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Maestrichtian    ,                 ,                  ,              ,144, 877,A,  3,R, 1,  93.00,     19.9300,Premoli Silva,Benthic Foraminifers                         ,               ,                  ,                          ,VR           ,                ,                   ,C                ,                             ,             ,            ,VR            ,                ,                       ,                  ,                    ,                      ,                    ,                   ,                ,              ,                         ,                         ,                    ,               ,                ,                 ,                        ,from Leg 144 SR; Ch 9; Table 4; p 177
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Maestrichtian    ,                 ,                  ,              ,144, 877,A,  3,R, 1, 130.00,     20.3000,Premoli Silva,Benthic Foraminifers                         ,               ,                  ,                          ,             ,C               ,                   ,                 ,                             ,             ,            ,              ,                ,F                      ,F                 ,                    ,                      ,                    ,                   ,                ,              ,                         ,                         ,R                   ,               ,                ,                 ,                        ,from Leg 144 SR; Ch 9; Table 4; p 177
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Maestrichtian    ,                 ,                  ,              ,144, 877,A,  4,R, 1,  43.00,     28.8300,Premoli Silva,Benthic Foraminifers                         ,               ,                  ,                          ,             ,A               ,                   ,                 ,                             ,             ,            ,              ,                ,F                      ,F                 ,                    ,F                     ,?                   ,                   ,                ,              ,                         ,                         ,                    ,               ,                ,                 ,                        ,from Leg 144 SR; Ch 9; Table 4; p 177
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Maestrichtian    ,                 ,                  ,              ,144, 877,A,  4,R, 1, 124.00,     29.6400,Premoli Silva,Benthic Foraminifers                         ,               ,                  ,                          ,R            ,C               ,                   ,                 ,                             ,             ,            ,              ,                ,C                      ,C                 ,F                   ,                      ,VR                  ,                   ,                ,              ,1                        ,                         ,                    ,R              ,                ,                 ,                        ,from Leg 144 SR; Ch 9; Table 4; p 177
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Maestrichtian    ,                 ,                  ,              ,144, 877,A,  4,R, 2,  18.00,     30.0900,Premoli Silva,Benthic Foraminifers                         ,               ,                  ,                          ,             ,C               ,                   ,R                ,                             ,             ,            ,R             ,R               ,C                      ,C                 ,F                   ,C                     ,                    ,?                  ,VR              ,              ,R                        ,                         ,R                   ,               ,                ,                 ,                        ,from Leg 144 SR; Ch 9; Table 4; p 177
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Maestrichtian    ,                 ,                  ,              ,144, 877,A,  4,R, 3,  13.00,     31.5400,Premoli Silva,Benthic Foraminifers                         ,               ,                  ,                          ,F            ,F               ,                   ,                 ,                             ,             ,            ,              ,                ,C                      ,C                 ,F                   ,F                     ,                    ,                   ,                ,              ,R                        ,?                        ,                    ,               ,                ,                 ,                        ,from Leg 144 SR; Ch 9; Table 4; p 177
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Maestrichtian    ,                 ,                  ,              ,144, 877,A,  5,R, 1,   8.00,     38.0800,Premoli Silva,Benthic Foraminifers                         ,               ,                  ,                          ,             ,A               ,                   ,R                ,                             ,             ,            ,R             ,                ,C                      ,C                 ,                    ,C                     ,VR                  ,                   ,                ,              ,                         ,?                        ,                    ,               ,                ,                 ,                        ,from Leg 144 SR; Ch 9; Table 4; p 177
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Maestrichtian    ,                 ,                  ,              ,144, 877,A,  5,R, 1,  56.00,     38.5600,Premoli Silva,Benthic Foraminifers                         ,               ,                  ,                          ,             ,A               ,                   ,                 ,                             ,             ,            ,              ,                ,F                      ,F                 ,                    ,F                     ,                    ,                   ,                ,              ,R                        ,?                        ,1                   ,               ,                ,                 ,                        ,from Leg 144 SR; Ch 9; Table 4; p 177
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Maestrichtian    ,                 ,                  ,              ,144, 877,A,  5,R, 1,  73.00,     38.7300,Premoli Silva,Benthic Foraminifers                         ,               ,                  ,                          ,R            ,C               ,                   ,                 ,                             ,             ,            ,              ,                ,F                      ,C                 ,F                   ,F                     ,                    ,                   ,                ,              ,R                        ,                         ,                    ,               ,                ,                 ,                        ,from Leg 144 SR; Ch 9; Table 4; p 177
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Maestrichtian    ,                 ,                  ,              ,144, 877,A,  5,R, 1, 114.00,     39.1400,Premoli Silva,Benthic Foraminifers                         ,               ,                  ,                          ,             ,C               ,                   ,                 ,                             ,             ,            ,              ,                ,C                      ,C                 ,                    ,F                     ,                    ,                   ,                ,              ,R                        ,                         ,                    ,               ,                ,                 ,                        ,from Leg 144 SR; Ch 9; Table 4; p 177
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Maestrichtian    ,                 ,                  ,              ,144, 877,A,  5,R, 2,  19.00,     39.6700,Premoli Silva,Benthic Foraminifers                         ,               ,                  ,                          ,             ,VA              ,                   ,                 ,                             ,             ,            ,              ,                ,F                      ,F                 ,F                   ,                      ,                    ,                   ,                ,              ,F                        ,                         ,                    ,               ,                ,                 ,                        ,from Leg 144 SR; Ch 9; Table 4; p 177
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Maestrichtian    ,                 ,                  ,              ,144, 877,A,  5,R, 2, 102.00,     40.5000,Premoli Silva,Benthic Foraminifers                         ,               ,                  ,                          ,VR           ,C               ,                   ,VR               ,                             ,             ,            ,              ,                ,C                      ,C                 ,                    ,F                     ,                    ,                   ,VR              ,              ,R                        ,                         ,                    ,               ,                ,                 ,                        ,from Leg 144 SR; Ch 9; Table 4; p 177
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Maestrichtian    ,                 ,                  ,              ,144, 877,A,  6,R, 1,  48.00,     48.0800,Premoli Silva,Benthic Foraminifers                         ,               ,                  ,                          ,             ,C               ,                   ,                 ,R                            ,             ,            ,              ,VR              ,C                      ,C                 ,C                   ,C                     ,?                   ,                   ,                ,              ,F                        ,                         ,                    ,               ,                ,                 ,                        ,from Leg 144 SR; Ch 9; Table 4; p 177
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Maestrichtian    ,                 ,                  ,              ,144, 877,A,  6,R, 1, 115.00,     48.7500,Premoli Silva,Benthic Foraminifers                         ,               ,                  ,                          ,R            ,C               ,                   ,R                ,                             ,             ,            ,              ,                ,A                      ,A                 ,C                   ,C                     ,                    ,1                  ,                ,              ,F                        ,                         ,                    ,               ,                ,                 ,                        ,from Leg 144 SR; Ch 9; Table 4; p 177
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Maestrichtian    ,                 ,                  ,              ,144, 877,A,  7,R, 1,  66.00,     57.9600,Premoli Silva,Benthic Foraminifers                         ,               ,                  ,                          ,R            ,A               ,                   ,R                ,                             ,             ,            ,              ,                ,C                      ,C                 ,                    ,C                     ,1                   ,                   ,                ,              ,R                        ,F                        ,                    ,               ,                ,                 ,                        ,from Leg 144 SR; Ch 9; Table 4; p 177
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Maestrichtian    ,                 ,                  ,              ,144, 877,A,  7,R, 1,  88.00,     58.1800,Premoli Silva,Benthic Foraminifers                         ,               ,                  ,                          ,R            ,VA              ,                   ,R                ,                             ,             ,            ,              ,                ,C                      ,C                 ,                    ,C                     ,                    ,                   ,                ,              ,F                        ,                         ,                    ,               ,                ,                 ,                        ,from Leg 144 SR; Ch 9; Table 4; p 177
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Maestrichtian    ,                 ,                  ,              ,144, 877,A,  7,R, 2,  33.00,     59.1300,Premoli Silva,Benthic Foraminifers                         ,               ,                  ,                          ,R            ,A               ,                   ,                 ,                             ,             ,1           ,              ,                ,C                      ,A                 ,                    ,                      ,                    ,                   ,                ,              ,F                        ,C                        ,                    ,               ,                ,                 ,                        ,from Leg 144 SR; Ch 9; Table 4; p 177
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Maestrichtian    ,                 ,                  ,              ,144, 877,A,  7,R, 2, 109.00,     59.8900,Premoli Silva,Benthic Foraminifers                         ,               ,                  ,                          ,F            ,C               ,                   ,                 ,R                            ,             ,            ,              ,R               ,C                      ,C                 ,                    ,C                     ,                    ,                   ,                ,              ,                         ,F                        ,                    ,R              ,                ,                 ,                        ,from Leg 144 SR; Ch 9; Table 4; p 177
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Maestrichtian    ,                 ,                  ,              ,144, 877,A,  8,R, 1,  58.00,     67.5800,Premoli Silva,Benthic Foraminifers                         ,               ,                  ,                          ,R            ,A               ,                   ,R                ,C                            ,             ,            ,R             ,F               ,C                      ,C                 ,                    ,F                     ,                    ,                   ,                ,              ,                         ,C                        ,                    ,F              ,                ,                 ,                        ,from Leg 144 SR; Ch 9; Table 4; p 177
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Maestrichtian    ,                 ,                  ,              ,144, 877,A,  9,R, 1,   3.00,     76.6300,Premoli Silva,Benthic Foraminifers                         ,               ,                  ,                          ,R            ,C               ,                   ,C                ,F                            ,             ,            ,R             ,F               ,C                      ,A                 ,                    ,F                     ,R                   ,                   ,                ,              ,                         ,                         ,                    ,               ,                ,                 ,                        ,from Leg 144 SR; Ch 9; Table 4; p 177
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Maestrichtian    ,                 ,                  ,              ,144, 877,A, 10,R, 1,   3.00,     86.3300,Premoli Silva,Benthic Foraminifers                         ,               ,                  ,                          ,F            ,A               ,                   ,                 ,                             ,             ,            ,              ,                ,C                      ,C                 ,                    ,                      ,?                   ,                   ,                ,              ,                         ,F                        ,F                   ,               ,                ,                 ,                        ,from Leg 144 SR; Ch 9; Table 4; p 177
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Maestrichtian    ,                 ,                  ,              ,144, 877,A, 12,R, 1,  11.00,    105.8100,Premoli Silva,Benthic Foraminifers                         ,               ,                  ,                          ,             ,F               ,                   ,                 ,                             ,             ,            ,              ,                ,                       ,F                 ,                    ,                      ,                    ,                   ,                ,              ,                         ,                         ,                    ,               ,                ,                 ,                        ,from Leg 144 SR; Ch 9; Table 4; p 177
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Maestrichtian    ,                 ,                  ,              ,144, 877,A, 13,R, 1,   0.00,    115.3000,Premoli Silva,Benthic Foraminifers                         ,               ,                  ,                          ,R            ,C               ,                   ,                 ,                             ,             ,            ,              ,                ,F                      ,F                 ,                    ,F                     ,                    ,                   ,                ,              ,                         ,                         ,                    ,               ,                ,                 ,                        ,from Leg 144 SR; Ch 9; Table 4; p 177
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,144, 877,A, 14,R, 1,  62.00,    125.6200,Premoli Silva,Benthic Foraminifers                         ,               ,                  ,                          ,             ,F               ,                   ,                 ,                             ,             ,            ,              ,                ,C                      ,C                 ,                    ,                      ,                    ,                   ,                ,              ,                         ,F                        ,                    ,               ,                ,                 ,                        ,from Leg 144 SR; Ch 9; Table 4; p 177
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,144, 877,A, 14,R, 1, 125.00,    126.2500,Premoli Silva,Benthic Foraminifers                         ,               ,                  ,                          ,             ,                ,                   ,                 ,                             ,             ,            ,              ,                ,                       ,F                 ,                    ,                      ,F                   ,                   ,                ,              ,                         ,                         ,                    ,               ,                ,                 ,                        ,from Leg 144 SR; Ch 9; Table 4; p 177
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Campanian        ,                 ,                  ,              ,144, 877,A, 14,R, 2,  73.00,    127.2300,Premoli Silva,Benthic Foraminifers                         ,               ,                  ,                          ,             ,C               ,                   ,                 ,?                            ,             ,            ,              ,                ,                       ,F                 ,                    ,                      ,?                   ,                   ,                ,              ,                         ,                         ,                    ,               ,                ,                 ,                        ,from Leg 144 SR; Ch 9; Table 4; p 177
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Campanian        ,                 ,                  ,              ,144, 877,A, 15,R, 1,  22.00,    134.8200,Premoli Silva,Benthic Foraminifers                         ,               ,                  ,                          ,             ,C               ,                   ,                 ,                             ,             ,            ,              ,                ,F                      ,C                 ,                    ,C                     ,                    ,                   ,                ,1             ,                         ,C                        ,                    ,               ,                ,                 ,                        ,from Leg 144 SR; Ch 9; Table 4; p 177
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Campanian        ,                 ,                  ,              ,144, 877,A, 16,R, 1,  37.00,    144.6700,Premoli Silva,Benthic Foraminifers                         ,               ,                  ,                          ,R            ,C               ,                   ,                 ,                             ,             ,            ,              ,F               ,C                      ,C                 ,                    ,F                     ,                    ,                   ,                ,              ,                         ,                         ,                    ,               ,                ,                 ,                        ,from Leg 144 SR; Ch 9; Table 4; p 177
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Campanian        ,                 ,                  ,              ,144, 877,A, 17,R, 1,   7.00,    153.9700,Premoli Silva,Benthic Foraminifers                         ,               ,                  ,                          ,R            ,VA              ,                   ,                 ,                             ,             ,            ,              ,                ,A                      ,A                 ,                    ,A                     ,                    ,                   ,                ,              ,R                        ,                         ,                    ,               ,                ,                 ,                        ,from Leg 144 SR; Ch 9; Table 4; p 177
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Campanian        ,                 ,                  ,              ,144, 877,A, 18,R, 1,  25.00,    163.7500,Premoli Silva,Benthic Foraminifers                         ,               ,                  ,                          ,F            ,A               ,                   ,1                ,                             ,             ,            ,              ,F               ,F                      ,A                 ,C                   ,C                     ,                    ,                   ,1               ,1             ,                         ,                         ,                    ,               ,                ,                 ,                        ,from Leg 144 SR; Ch 9; Table 4; p 177
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Campanian        ,                 ,                  ,              ,144, 877,A, 18,R, 1,  47.00,    163.9700,Premoli Silva,Benthic Foraminifers                         ,               ,                  ,                          ,F            ,A               ,                   ,                 ,                             ,             ,            ,              ,C               ,F                      ,A                 ,F                   ,C                     ,                    ,                   ,                ,              ,                         ,                         ,                    ,               ,                ,                 ,                        ,from Leg 144 SR; Ch 9; Table 4; p 177
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Campanian        ,                 ,                  ,              ,144, 877,A, 19,R, 1,  27.00,    173.4700,Premoli Silva,Benthic Foraminifers                         ,               ,                  ,?                         ,R            ,A               ,                   ,                 ,?                            ,             ,            ,              ,F               ,C                      ,C                 ,C                   ,C                     ,F                   ,1                  ,                ,              ,                         ,                         ,                    ,               ,                ,                 ,                        ,from Leg 144 SR; Ch 9; Table 4; p 177
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Campanian        ,                 ,                  ,              ,144, 877,A, 20,R, 1,   0.00,    182.7000,Premoli Silva,Benthic Foraminifers                         ,               ,                  ,A                         ,R            ,                ,?                  ,                 ,VR                           ,R            ,?           ,R             ,                ,                       ,                  ,                    ,                      ,                    ,                   ,                ,              ,                         ,                         ,                    ,               ,                ,                 ,                        ,from Leg 144 SR; Ch 9; Table 4; p 177
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Campanian        ,                 ,                  ,              ,144, 877,A, 20,R, 1,  18.00,    182.8800,Premoli Silva,Benthic Foraminifers                         ,               ,                  ,C                         ,R            ,C               ,F                  ,R                ,                             ,             ,            ,              ,                ,                       ,                  ,                    ,                      ,                    ,                   ,                ,              ,                         ,                         ,                    ,               ,                ,                 ,                        ,from Leg 144 SR; Ch 9; Table 4; p 177
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Campanian        ,                 ,                  ,              ,144, 877,A, 20,R, 1,  61.00,    183.3100,Premoli Silva,Benthic Foraminifers                         ,               ,                  ,C                         ,F            ,?               ,                   ,                 ,                             ,             ,            ,              ,                ,                       ,                  ,                    ,                      ,                    ,                   ,                ,              ,                         ,                         ,                    ,               ,                ,                 ,                        ,from Leg 144 SR; Ch 9; Table 4; p 177
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Campanian        ,                 ,                  ,              ,144, 877,A, 20,R, 1,  77.00,    183.4700,Premoli Silva,Benthic Foraminifers                         ,               ,                  ,A                         ,             ,                ,                   ,                 ,                             ,             ,            ,              ,                ,                       ,                  ,                    ,                      ,                    ,                   ,                ,              ,                         ,                         ,                    ,               ,                ,                 ,                        ,from Leg 144 SR; Ch 9; Table 4; p 177
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
