Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Reticulofenestra minutula,Reticulofenestra minuta,Pseudoemiliania lacunosa,Gephyrocapsa spp. (small),Gephyrocapsa muellerae,Gephyrocapsa caribbeanica,Coccolithus pelagicus,Reticulofenestra productella,Gephyrocapsa oceanica,Syracosphaera pulchra,Pontosphaera spp.,Emiliania huxleyi,Rhabdosphaera clavigera,Calcidiscus leptoporus,Syracosphaera spp.,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,168,1023,A,  2,H, 2, 100.00,     11.8000,Su       ,Nannofossils                                 ,F              ,M-G               ,                         ,                       ,                        ,1.5%                     ,32.5%                 ,                         ,41.8%                ,                            ,                     ,                     ,                 ,24.0%            ,                       ,                      ,                  ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,168,1023,A,  2,H, 3, 100.00,     13.3000,Su       ,Nannofossils                                 ,R              ,G                 ,                         ,                       ,                        ,                         ,45.0%                 ,                         ,18.7%                ,                            ,                     ,1.2%                 ,                 ,30.0%            ,                       ,                      ,                  ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,168,1023,A,  2,H, 4, 100.00,     14.8000,Su       ,Nannofossils                                 ,F              ,G                 ,                         ,                       ,                        ,9.2%                     ,21.0%                 ,                         ,40.7%                ,                            ,                     ,                     ,                 ,28.9%            ,                       ,                      ,                  ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,168,1023,A,  2,H, 5, 100.00,     16.3000,Su       ,Nannofossils                                 ,P              ,P-M               ,                         ,                       ,                        ,20.0%                    ,30.0%                 ,                         ,22.5%                ,                            ,                     ,                     ,                 ,25.2%            ,                       ,                      ,                  ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,168,1023,A,  2,H, 6,  90.00,     17.7000,Su       ,Nannofossils                                 ,C              ,M-G               ,                         ,                       ,                        ,16.8%                    ,32.2%                 ,                         ,32.0%                ,                            ,                     ,                     ,                 ,19.2%            ,                       ,                      ,                  ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,168,1023,A,  2,H, 7,  30.00,     18.4000,Su       ,Nannofossils                                 ,F              ,M-G               ,                         ,                       ,                        ,7.5%                     ,11.6%                 ,                         ,34.1%                ,                            ,                     ,                     ,                 ,46.6%            ,                       ,                      ,                  ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,168,1023,A,  3,H, 1,  30.00,     19.1000,Su       ,Nannofossils                                 ,F              ,M-G               ,                         ,                       ,                        ,5.8%                     ,39.5%                 ,                         ,24.4%                ,                            ,                     ,                     ,                 ,29.0%            ,                       ,                      ,                  ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,168,1023,A,  3,H, 2,  10.00,     20.4200,Su       ,Nannofossils                                 ,F              ,G                 ,                         ,                       ,                        ,                         ,50.4%                 ,                         ,9.6%                 ,                            ,                     ,                     ,                 ,40.0%            ,                       ,                      ,                  ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,168,1023,A,  3,H, 3,  40.00,     22.2200,Su       ,Nannofossils                                 ,T              ,P                 ,                         ,                       ,                        ,                         ,C                     ,                         ,R                    ,                            ,                     ,                     ,                 ,F                ,                       ,                      ,                  ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,168,1023,A,  3,H, 4,  50.00,     23.8200,Su       ,Nannofossils                                 ,F              ,M                 ,                         ,                       ,                        ,14.9%                    ,73.5%                 ,1.1%                     ,1.1%                 ,                            ,                     ,                     ,                 ,9.1%             ,                       ,                      ,                  ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,168,1023,A,  3,H, 5,  60.00,     25.4200,Su       ,Nannofossils                                 ,A              ,G                 ,                         ,                       ,                        ,9.0%                     ,82.0%                 ,2.5%                     ,3.6%                 ,                            ,                     ,                     ,                 ,1.8%             ,                       ,.9%                   ,                  ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,168,1023,A,  3,H, 6,  70.00,     27.0200,Su       ,Nannofossils                                 ,F              ,P-M               ,                         ,                       ,                        ,7.8%                     ,12.5%                 ,                         ,20.3%                ,                            ,                     ,                     ,                 ,59.3%            ,                       ,                      ,                  ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,168,1023,A,  3,H, 7,  50.00,     28.3200,Su       ,Nannofossils                                 ,R              ,M-G               ,                         ,                       ,                        ,3.6%                     ,3.6%                  ,                         ,6.0%                 ,                            ,                     ,                     ,                 ,82.9%            ,                       ,3.6%                  ,                  ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,168,1023,A,  3,H,CC,  30.00,     28.8400,Su       ,Nannofossils                                 ,R              ,M-G               ,                         ,                       ,                        ,                         ,F                     ,                         ,F                    ,                            ,                     ,                     ,                 ,D                ,                       ,                      ,                  ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,168,1023,A,  4,H, 1,  70.00,     29.0000,Su       ,Nannofossils                                 ,F              ,VG                ,                         ,                       ,                        ,                         ,15.4%                 ,1.4%                     ,1.4%                 ,                            ,                     ,1.4%                 ,                 ,71.8%            ,                       ,1.4%                  ,                  ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,168,1023,A,  4,H, 2,  50.00,     30.3000,Su       ,Nannofossils                                 ,A              ,VG                ,                         ,                       ,                        ,4.2%                     ,.8%                   ,                         ,1.7%                 ,                            ,                     ,                     ,                 ,92.3%            ,                       ,                      ,.8%               ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,168,1023,A,  4,H, 3,  80.00,     32.1000,Su       ,Nannofossils                                 ,F              ,G                 ,                         ,                       ,                        ,32.5%                    ,8.4%                  ,                         ,1.2%                 ,                            ,                     ,                     ,                 ,57.8%            ,                       ,                      ,                  ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,168,1023,A,  4,H, 4,  80.00,     33.6000,Su       ,Nannofossils                                 ,F              ,G                 ,                         ,                       ,                        ,32.8%                    ,4.1%                  ,                         ,                     ,                            ,                     ,                     ,                 ,63.0%            ,                       ,                      ,                  ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,168,1023,A,  4,H, 5,  80.00,     35.1000,Su       ,Nannofossils                                 ,F              ,G                 ,                         ,                       ,                        ,13.6%                    ,51.1%                 ,                         ,1.1%                 ,                            ,                     ,                     ,                 ,34.0%            ,                       ,                      ,                  ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,168,1023,A,  4,H, 6,  70.00,     36.5000,Su       ,Nannofossils                                 ,R              ,M-G               ,                         ,                       ,                        ,C                        ,C                     ,                         ,                     ,                            ,                     ,                     ,                 ,R                ,                       ,                      ,                  ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,168,1023,A,  5,H, 1,  75.00,     38.5500,Su       ,Nannofossils                                 ,F              ,M-G               ,                         ,                       ,                        ,69.5%                    ,16.1%                 ,.9%                      ,.9%                  ,                            ,                     ,                     ,                 ,11.4%            ,                       ,                      ,                  ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,168,1023,A,  5,H, 2,  75.00,     40.0500,Su       ,Nannofossils                                 ,R              ,M                 ,                         ,                       ,                        ,8.3%                     ,8.2%                  ,                         ,2.7%                 ,                            ,                     ,                     ,                 ,80.5%            ,                       ,                      ,                  ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,168,1023,A,  5,H, 3,  60.00,     41.4000,Su       ,Nannofossils                                 ,P              ,M-G               ,                         ,                       ,                        ,31.5%                    ,5.2%                  ,                         ,                     ,                            ,                     ,                     ,                 ,63.1%            ,                       ,                      ,                  ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,168,1023,A,  5,H, 4,  55.00,     42.8500,Su       ,Nannofossils                                 ,F              ,G                 ,                         ,                       ,                        ,1.6%                     ,                      ,                         ,13.1%                ,                            ,                     ,                     ,                 ,77.0%            ,                       ,8.1%                  ,                  ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,168,1023,A,  5,H, 5, 120.00,     45.0000,Su       ,Nannofossils                                 ,F              ,M-G               ,                         ,                       ,                        ,46.0%                    ,26.9%                 ,                         ,6.3%                 ,                            ,                     ,                     ,                 ,20.6%            ,                       ,                      ,                  ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,168,1023,A,  5,H, 6,  70.00,     46.0000,Su       ,Nannofossils                                 ,C              ,G                 ,                         ,                       ,                        ,36.8%                    ,55.2%                 ,                         ,7.2%                 ,                            ,                     ,                     ,                 ,                 ,                       ,                      ,                  ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,168,1023,A,  5,H, 7,  10.00,     46.9000,Su       ,Nannofossils                                 ,R              ,M                 ,                         ,                       ,                        ,14.1%                    ,83.5%                 ,1.1%                     ,1.1%                 ,                            ,                     ,                     ,                 ,                 ,                       ,                      ,                  ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,168,1023,A,  6,H, 1,  50.00,     47.8000,Su       ,Nannofossils                                 ,T              ,M-G               ,                         ,                       ,                        ,C                        ,A                     ,                         ,+                    ,                            ,                     ,                     ,                 ,                 ,                       ,                      ,                  ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,168,1023,A,  6,H, 2,  80.00,     49.6000,Su       ,Nannofossils                                 ,C              ,G                 ,                         ,                       ,                        ,47.6%                    ,51.4%                 ,                         ,1.9%                 ,                            ,                     ,                     ,                 ,                 ,                       ,                      ,                  ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,168,1023,A,  6,H, 3,  85.00,     51.1500,Su       ,Nannofossils                                 ,F              ,M                 ,                         ,                       ,                        ,C                        ,C                     ,                         ,R                    ,                            ,                     ,                     ,                 ,                 ,                       ,                      ,                  ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,168,1023,A,  6,H, 4, 100.00,     52.8000,Su       ,Nannofossils                                 ,R              ,M-G               ,                         ,                       ,                        ,41.6%                    ,51.8%                 ,5.5%                     ,.9%                  ,                            ,                     ,                     ,                 ,                 ,                       ,                      ,                  ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,168,1023,A,  6,H, 6,  80.00,     55.6000,Su       ,Nannofossils                                 ,R              ,M-G               ,                         ,                       ,                        ,47.5%                    ,43.6%                 ,4.8%                     ,3.8%                 ,                            ,                     ,                     ,                 ,                 ,                       ,                      ,                  ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,168,1023,A,  6,H, 7,  30.00,     56.6000,Su       ,Nannofossils                                 ,F              ,M                 ,                         ,                       ,                        ,C                        ,C                     ,                         ,T                    ,                            ,                     ,                     ,                 ,                 ,                       ,                      ,                  ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,168,1023,A,  7,H, 1,  80.00,     57.6000,Su       ,Nannofossils                                 ,F              ,M                 ,                         ,                       ,                        ,53.2%                    ,39.4%                 ,2.7%                     ,3.6%                 ,                            ,                     ,                     ,                 ,                 ,                       ,                      ,                  ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,168,1023,A,  7,H, 2,  70.00,     59.0000,Su       ,Nannofossils                                 ,R              ,M                 ,                         ,                       ,                        ,C                        ,A                     ,                         ,R                    ,                            ,                     ,                     ,                 ,                 ,                       ,                      ,                  ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,168,1023,A,  7,H, 3,  80.00,     60.6000,Su       ,Nannofossils                                 ,F              ,M-G               ,                         ,                       ,                        ,C                        ,C                     ,                         ,F                    ,                            ,                     ,                     ,                 ,                 ,                       ,                      ,                  ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,168,1023,A,  7,H, 4,  80.00,     62.1000,Su       ,Nannofossils                                 ,F              ,M-G               ,                         ,                       ,                        ,4.8%                     ,85.4%                 ,1.9%                     ,7.7%                 ,                            ,                     ,                     ,                 ,                 ,                       ,                      ,                  ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,168,1023,A,  7,H, 5,  60.00,     63.4000,Su       ,Nannofossils                                 ,F              ,M-G               ,                         ,                       ,                        ,C                        ,A                     ,                         ,T                    ,                            ,                     ,                     ,                 ,                 ,                       ,                      ,                  ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,168,1023,A,  7,H, 6,  60.00,     64.9000,Su       ,Nannofossils                                 ,R              ,M-G               ,                         ,                       ,                        ,7.0%                     ,89.4%                 ,                         ,3.5%                 ,                            ,                     ,                     ,                 ,                 ,                       ,                      ,                  ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,168,1023,A,  7,H, 7,  60.00,     66.4000,Su       ,Nannofossils                                 ,R              ,M-G               ,                         ,                       ,                        ,A                        ,A                     ,                         ,T                    ,                            ,                     ,                     ,                 ,                 ,                       ,                      ,                  ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,168,1023,A,  8,H, 1, 100.00,     67.3000,Su       ,Nannofossils                                 ,R              ,M-G               ,                         ,                       ,                        ,3.3%                     ,89.2%                 ,                         ,7.4%                 ,                            ,                     ,                     ,                 ,                 ,                       ,                      ,                  ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,168,1023,A,  8,H, 2,  50.00,     68.3000,Su       ,Nannofossils                                 ,F              ,M-G               ,                         ,                       ,                        ,C                        ,A                     ,                         ,T                    ,                            ,                     ,                     ,                 ,                 ,+                      ,                      ,                  ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,168,1023,A,  8,H, 3,  90.00,     70.2000,Su       ,Nannofossils                                 ,C              ,G                 ,                         ,                       ,                        ,3.8%                     ,92.2%                 ,                         ,3.8%                 ,                            ,                     ,                     ,                 ,                 ,                       ,                      ,                  ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,168,1023,A,  8,H, 4,  80.00,     71.6000,Su       ,Nannofossils                                 ,R              ,M                 ,                         ,                       ,                        ,C                        ,A                     ,                         ,R                    ,                            ,                     ,                     ,                 ,                 ,                       ,                      ,                  ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,168,1023,A,  8,H, 5,  75.00,     73.0500,Su       ,Nannofossils                                 ,R              ,M                 ,                         ,                       ,                        ,1.2%                     ,89.7%                 ,                         ,8.9%                 ,                            ,                     ,                     ,                 ,                 ,                       ,                      ,                  ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,168,1023,A,  8,H, 6,  90.00,     74.7000,Su       ,Nannofossils                                 ,T              ,P-M               ,                         ,                       ,                        ,C                        ,                      ,                         ,C                    ,                            ,                     ,                     ,                 ,                 ,                       ,                      ,                  ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,168,1023,A,  8,H, 7,  30.00,     75.6000,Su       ,Nannofossils                                 ,R              ,M                 ,                         ,                       ,                        ,F                        ,C                     ,                         ,A                    ,                            ,                     ,                     ,                 ,                 ,                       ,                      ,                  ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,168,1023,A,  9,H, 1,  25.00,     76.0500,Su       ,Nannofossils                                 ,P              ,P-M               ,                         ,                       ,                        ,                         ,76.9%                 ,11.5%                    ,11.5%                ,                            ,                     ,                     ,                 ,                 ,                       ,                      ,                  ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,168,1023,A,  9,H, 3,  55.00,     78.9500,Su       ,Nannofossils                                 ,P              ,P-M               ,                         ,                       ,                        ,                         ,72.7%                 ,                         ,27.1%                ,                            ,                     ,                     ,                 ,                 ,                       ,                      ,                  ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,168,1023,A, 10,H, 3,  80.00,     89.1000,Su       ,Nannofossils                                 ,T              ,P                 ,                         ,                       ,                        ,                         ,83.3%                 ,                         ,16.6%                ,                            ,                     ,                     ,                 ,                 ,                       ,                      ,                  ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,168,1023,A, 10,H, 4,  80.00,     90.6000,Su       ,Nannofossils                                 ,T              ,P                 ,                         ,                       ,                        ,                         ,A                     ,                         ,R                    ,                            ,                     ,                     ,                 ,                 ,                       ,                      ,                  ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,168,1023,A, 10,H, 5,  60.00,     91.9000,Su       ,Nannofossils                                 ,P              ,P                 ,                         ,                       ,                        ,                         ,A                     ,                         ,F                    ,                            ,                     ,                     ,                 ,                 ,                       ,                      ,                  ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,168,1023,A, 11,H, 1,  50.00,     95.3000,Su       ,Nannofossils                                 ,P              ,M-G               ,                         ,                       ,                        ,                         ,                      ,                         ,R                    ,                            ,                     ,                     ,                 ,A                ,                       ,                      ,                  ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,168,1023,A, 11,H, 2,  80.00,     97.1000,Su       ,Nannofossils                                 ,P              ,M                 ,                         ,                       ,                        ,                         ,C                     ,                         ,T                    ,                            ,                     ,                     ,                 ,                 ,                       ,                      ,                  ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,168,1023,A, 11,H, 3,  80.00,     98.6000,Su       ,Nannofossils                                 ,T              ,M                 ,                         ,                       ,                        ,                         ,26.6%                 ,                         ,66.6%                ,                            ,                     ,                     ,                 ,                 ,                       ,                      ,                  ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,168,1023,A, 11,H, 5,  80.00,    101.6000,Su       ,Nannofossils                                 ,T              ,M                 ,                         ,                       ,                        ,55.5%                    ,11.1%                 ,                         ,33.3%                ,                            ,                     ,                     ,                 ,                 ,                       ,                      ,                  ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,168,1023,A, 11,H, 6,  80.00,    103.1000,Su       ,Nannofossils                                 ,T              ,M                 ,                         ,                       ,                        ,C                        ,C                     ,                         ,F                    ,                            ,                     ,                     ,                 ,R                ,                       ,                      ,                  ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,168,1023,A, 11,H, 7,  50.00,    104.3000,Su       ,Nannofossils                                 ,R              ,M-G               ,                         ,                       ,                        ,51.6%                    ,28.5%                 ,                         ,14.2%                ,                            ,                     ,                     ,                 ,6.5%             ,                       ,                      ,                  ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,168,1023,A, 12,H, 1,  80.00,    105.1000,Su       ,Nannofossils                                 ,T              ,M-G               ,                         ,                       ,                        ,A                        ,R                     ,                         ,R                    ,                            ,                     ,                     ,                 ,C                ,                       ,                      ,                  ,from unpublished FOSSILLIST files provided by Su(4506) in 2002.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
