Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Zeaglobigerina nepenthes,Sphaeroidinellopsis kochi,Paragloborotalia mayeri,Jenkinsella siakensis,Sphaeroidinellopsis seminulina,Globorotalia merotumida,Globigerinoides obliquus,Dentoglobigerina altispira,Neogloboquadrina acostaensis,Globorotalia plesiotumida,Globigerinoides extremus,Globorotalia cibaoensis,Globorotalia margaritae,Globigerinoides conglobatus,Pulleniatina primalis,Globorotalia tumida,Pulleniatina (S),Pulleniatina (D),Globorotalia tosaensis,Globorotalia multicamerata,Globigerinoides fistulosus,Globorotalia truncatulinoides,Globigerinoides ruber,Globigerinoides ruber (pink),Comment
  IR,Pleistocene      ,Pleistocene      ,N22               ,N22           ,184,1143,C,  5,H,CC,  22.00,     44.9100,forams   ,Planktonic Foraminifers                      ,A              ,VG                ,                        ,                         ,                       ,                     ,                              ,                       ,                        ,                          ,                            ,                         ,                        ,                       ,                       ,                           ,                     ,                   ,                ,                ,                      ,                          ,                          ,R                            ,                     ,                            ,<1.6 Ma
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Pleistocene      ,Pleistocene      ,N22               ,N22           ,184,1143,C,  6,H,CC,  29.00,     54.3800,forams   ,Planktonic Foraminifers                      ,A              ,VG                ,                        ,                         ,                       ,                     ,                              ,                       ,                        ,                          ,                            ,                         ,                        ,                       ,                       ,                           ,                     ,                   ,                ,                ,                      ,                          ,                          ,R                            ,                     ,                            ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Pleistocene      ,Pleistocene      ,N22               ,N22           ,184,1143,C,  7,H,CC,  22.00,     63.8400,forams   ,Planktonic Foraminifers                      ,A              ,VG                ,                        ,                         ,                       ,                     ,                              ,                       ,                        ,                          ,                            ,                         ,                        ,                       ,                       ,                           ,                     ,                   ,                ,                ,                      ,                          ,                          ,R                            ,                     ,                            ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Pleistocene      ,Pleistocene      ,N22               ,N22           ,184,1143,C,  8,H,CC,  38.00,     73.4600,forams   ,Planktonic Foraminifers                      ,A              ,G                 ,                        ,                         ,                       ,                     ,                              ,                       ,                        ,                          ,                            ,                         ,                        ,                       ,                       ,                           ,                     ,                   ,                ,                ,                      ,                          ,                          ,R                            ,                     ,                            ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Pleistocene      ,Pleistocene      ,N22               ,N22           ,184,1143,C,  9,H,CC,  19.00,     82.7600,forams   ,Planktonic Foraminifers                      ,A              ,VG                ,                        ,                         ,                       ,                     ,                              ,                       ,                        ,                          ,                            ,                         ,                        ,                       ,                       ,                           ,                     ,                   ,                ,                ,                      ,                          ,P                         ,R                            ,                     ,                            ,>1.6 (1.77) Ma
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Pleistocene      ,Pleistocene      ,N22               ,N22           ,184,1143,C, 10,H,CC,  33.00,     92.1800,forams   ,Planktonic Foraminifers                      ,A              ,VG                ,                        ,                         ,                       ,                     ,                              ,                       ,                        ,                          ,                            ,                         ,                        ,                       ,                       ,                           ,                     ,                   ,                ,                ,                      ,                          ,P                         ,P                            ,                     ,                            ,1.6~2.0 Ma
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Pliocene    ,Late Pliocene    ,N21               ,N21           ,184,1143,C, 11,H,CC,  20.00,    101.6100,forams   ,Planktonic Foraminifers                      ,A              ,VG                ,                        ,                         ,                       ,                     ,                              ,                       ,                        ,                          ,                            ,                         ,                        ,                       ,                       ,                           ,                     ,                   ,                ,                ,                      ,A                         ,P                         ,                             ,                     ,                            ,>2.4 Ma
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Pliocene    ,Late Pliocene    ,N21               ,N21           ,184,1143,C, 12,H,CC,  35.00,    111.3100,forams   ,Planktonic Foraminifers                      ,A              ,VG                ,                        ,                         ,                       ,                     ,                              ,                       ,                        ,                          ,                            ,                         ,                        ,                       ,                       ,                           ,                     ,                   ,                ,                ,                      ,A                         ,P                         ,                             ,                     ,                            ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Pliocene    ,Late Pliocene    ,N21               ,N21           ,184,1143,C, 13,H,CC,  21.00,    120.7000,forams   ,Planktonic Foraminifers                      ,A              ,VG                ,                        ,                         ,                       ,                     ,                              ,                       ,                        ,                          ,                            ,                         ,                        ,                       ,                       ,                           ,                     ,                   ,                ,                ,                      ,A                         ,                          ,                             ,                     ,                            ,<3.09 Ma
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Pliocene    ,Late Pliocene    ,N21               ,N21           ,184,1143,C, 14,H,CC,  40.00,    130.3900,forams   ,Planktonic Foraminifers                      ,A              ,VG                ,                        ,                         ,                       ,                     ,                              ,                       ,                        ,A                         ,                            ,                         ,                        ,                       ,                       ,                           ,                     ,                   ,                ,                ,P                     ,                          ,                          ,                             ,                     ,                            ,>3.09 Ma
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Pliocene    ,Late Pliocene    ,N20               ,N20           ,184,1143,C, 15,H,CC,  20.00,    139.4200,forams   ,Planktonic Foraminifers                      ,A              ,VG                ,                        ,                         ,                       ,                     ,                              ,                       ,                        ,A                         ,                            ,                         ,                        ,                       ,P                      ,                           ,                     ,                   ,                ,F               ,                      ,                          ,                          ,                             ,                     ,                            ,>3.58 Ma
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Pliocene    ,Late Pliocene    ,N20               ,N20           ,184,1143,C, 16,H,CC,  23.00,    149.1900,forams   ,Planktonic Foraminifers                      ,A              ,VG                ,                        ,                         ,                       ,                     ,                              ,                       ,                        ,                          ,                            ,                         ,                        ,                       ,                       ,                           ,                     ,                   ,                ,F               ,                      ,                          ,                          ,                             ,                     ,                            ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Early Pliocene   ,Early Pliocene   ,N19               ,N19           ,184,1143,C, 17,H, 7,  31.00,    158.2100,forams   ,Planktonic Foraminifers                      ,A              ,VG                ,                        ,                         ,                       ,                     ,                              ,                       ,                        ,                          ,                            ,                         ,                        ,                       ,                       ,                           ,                     ,                   ,F               ,                ,                      ,                          ,                          ,                             ,                     ,                            ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Early Pliocene   ,Early Pliocene   ,N19               ,N19           ,184,1143,C, 18,H,CC,  14.00,    168.1500,forams   ,Planktonic Foraminifers                      ,A              ,G                 ,                        ,                         ,                       ,                     ,                              ,                       ,                        ,                          ,                            ,                         ,                        ,                       ,P                      ,                           ,                     ,R                  ,F               ,                ,                      ,                          ,                          ,                             ,                     ,                            ,<4.2 Ma
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Early Pliocene   ,Early Pliocene   ,N19               ,N19           ,184,1143,C, 19,H, 7,  44.00,    176.9400,forams   ,Planktonic Foraminifers                      ,A              ,G                 ,                        ,F                        ,                       ,                     ,                              ,                       ,                        ,                          ,                            ,                         ,                        ,                       ,P                      ,                           ,                     ,F                  ,                ,                ,                      ,                          ,                          ,                             ,                     ,                            ,<5.07 Ma
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Early Pliocene   ,Early Pliocene   ,N19               ,N19           ,184,1143,C, 20,X,CC,  18.00,    181.0600,forams   ,Planktonic Foraminifers                      ,A              ,G                 ,P                       ,                         ,                       ,                     ,                              ,                       ,                        ,                          ,                            ,                         ,                        ,P                      ,P                      ,                           ,                     ,F                  ,R               ,                ,                      ,                          ,                          ,                             ,                     ,                            ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Early Pliocene   ,Early Pliocene   ,N19               ,N19           ,184,1143,C, 21,X,CC,  39.00,    189.9600,forams   ,Planktonic Foraminifers                      ,A              ,VG                ,R                       ,F                        ,                       ,                     ,F                             ,                       ,                        ,                          ,                            ,                         ,                        ,P                      ,P                      ,                           ,                     ,R                  ,R               ,                ,                      ,                          ,                          ,                             ,                     ,                            ,<5.07 Ma
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Miocene     ,Early Pliocene   ,N18               ,N19           ,184,1143,C, 22,X,CC,  29.00,    199.4100,forams   ,Planktonic Foraminifers                      ,A              ,VG                ,                        ,                         ,                       ,                     ,                              ,                       ,                        ,                          ,                            ,                         ,                        ,P                      ,                       ,R                          ,                     ,R                  ,R               ,                ,                      ,                          ,                          ,                             ,                     ,                            ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Miocene     ,Early Pliocene   ,N18               ,N19           ,184,1143,C, 23,X,CC,  29.00,    209.0600,forams   ,Planktonic Foraminifers                      ,A              ,VG                ,                        ,R                        ,                       ,                     ,                              ,                       ,                        ,                          ,                            ,                         ,                        ,P                      ,                       ,                           ,P                    ,P                  ,                ,                ,                      ,                          ,                          ,                             ,                     ,                            ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Miocene     ,Early Pliocene   ,N18               ,N19           ,184,1143,C, 24,X,CC,  36.00,    218.7300,forams   ,Planktonic Foraminifers                      ,A              ,G                 ,                        ,P                        ,                       ,                     ,                              ,                       ,                        ,                          ,                            ,                         ,                        ,P                      ,                       ,P                          ,                     ,P                  ,                ,                ,                      ,                          ,                          ,                             ,                     ,                            ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Miocene     ,Early Pliocene   ,N18               ,N19           ,184,1143,C, 25,X,CC,  36.00,    228.3300,forams   ,Planktonic Foraminifers                      ,A              ,G                 ,                        ,P                        ,                       ,                     ,                              ,                       ,                        ,                          ,F                           ,                         ,F                       ,P                      ,                       ,P                          ,P                    ,P                  ,                ,                ,                      ,                          ,                          ,                             ,                     ,                            ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Miocene     ,Late Miocene     ,N17b              ,N17b          ,184,1143,C, 26,X,CC,  34.00,    233.5000,forams   ,Planktonic Foraminifers                      ,A              ,VG                ,                        ,                         ,                       ,                     ,                              ,                       ,                        ,                          ,                            ,                         ,F                       ,                       ,P                      ,P                          ,                     ,                   ,                ,                ,                      ,                          ,                          ,                             ,                     ,                            ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Miocene     ,Late Miocene     ,N17b              ,N17b          ,184,1143,C, 27,X,CC,  21.00,    247.4000,forams   ,Planktonic Foraminifers                      ,A              ,G                 ,                        ,                         ,                       ,                     ,                              ,                       ,                        ,                          ,                            ,                         ,                        ,                       ,P                      ,P                          ,P                    ,                   ,                ,                ,                      ,                          ,                          ,                             ,                     ,                            ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Miocene     ,Late Miocene     ,N17b              ,N17b          ,184,1143,C, 28,X,CC,  31.00,    257.0700,forams   ,Planktonic Foraminifers                      ,A              ,G                 ,                        ,                         ,                       ,                     ,                              ,                       ,                        ,                          ,                            ,                         ,F                       ,                       ,P                      ,P                          ,                     ,                   ,                ,                ,                      ,                          ,                          ,                             ,                     ,                            ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Miocene     ,Late Miocene     ,N17b              ,N17b          ,184,1143,C, 29,X,CC,  31.00,    266.7400,forams   ,Planktonic Foraminifers                      ,A              ,G                 ,                        ,                         ,                       ,                     ,                              ,                       ,                        ,                          ,                            ,R                        ,F                       ,                       ,P                      ,P                          ,                     ,                   ,                ,                ,                      ,                          ,                          ,                             ,                     ,                            ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Miocene     ,Late Miocene     ,N17a              ,N17a          ,184,1143,C, 30,X,CC,  40.00,    276.4400,forams   ,Planktonic Foraminifers                      ,A              ,VG                ,                        ,                         ,                       ,                     ,                              ,                       ,                        ,                          ,                            ,R                        ,F                       ,                       ,                       ,                           ,                     ,                   ,                ,                ,                      ,                          ,                          ,                             ,                     ,                            ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Miocene     ,Late Miocene     ,N17a              ,N17a          ,184,1143,C, 31,X,CC,  26.00,    286.1100,forams   ,Planktonic Foraminifers                      ,A              ,VG                ,                        ,                         ,                       ,                     ,                              ,                       ,                        ,                          ,                            ,R                        ,F                       ,P                      ,                       ,                           ,                     ,                   ,                ,                ,                      ,                          ,                          ,                             ,                     ,                            ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Miocene     ,Late Miocene     ,N17a              ,N17a          ,184,1143,C, 32,X,CC,  20.00,    294.5300,forams   ,Planktonic Foraminifers                      ,A              ,G                 ,                        ,                         ,                       ,                     ,                              ,                       ,                        ,                          ,                            ,R                        ,F                       ,P                      ,                       ,                           ,                     ,                   ,                ,                ,                      ,                          ,                          ,                             ,                     ,                            ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Miocene     ,Late Miocene     ,N17a              ,N17a          ,184,1143,C, 33,X,CC,  51.00,    302.6600,forams   ,Planktonic Foraminifers                      ,A              ,G                 ,                        ,                         ,                       ,                     ,                              ,                       ,                        ,                          ,                            ,R                        ,F                       ,P                      ,                       ,                           ,                     ,                   ,                ,                ,                      ,                          ,                          ,                             ,                     ,                            ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Miocene     ,Late Miocene     ,N17a              ,N17a          ,184,1143,C, 34,X,CC,  39.00,    311.8400,forams   ,Planktonic Foraminifers                      ,A              ,VG                ,                        ,                         ,                       ,                     ,                              ,                       ,                        ,                          ,R                           ,R                        ,F                       ,                       ,                       ,                           ,                     ,                   ,                ,                ,                      ,                          ,                          ,                             ,                     ,                            ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Miocene     ,Late Miocene     ,N17a              ,N17a          ,184,1143,C, 35,X,CC,  60.00,    322.3500,forams   ,Planktonic Foraminifers                      ,A              ,VG                ,                        ,                         ,                       ,                     ,                              ,                       ,                        ,                          ,                            ,R                        ,F                       ,P                      ,                       ,                           ,                     ,                   ,                ,                ,                      ,                          ,                          ,                             ,                     ,                            ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Miocene     ,Late Miocene     ,N17a              ,N17a          ,184,1143,C, 36,X,CC,  13.00,    333.6000,forams   ,Planktonic Foraminifers                      ,A              ,VG                ,                        ,                         ,                       ,                     ,                              ,                       ,                        ,                          ,R                           ,R                        ,F                       ,P                      ,                       ,                           ,                     ,                   ,                ,                ,                      ,                          ,                          ,                             ,                     ,                            ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Miocene     ,Late Miocene     ,N17a              ,N17a          ,184,1143,C, 37,X,CC,  39.00,    338.4200,forams   ,Planktonic Foraminifers                      ,A              ,VG                ,                        ,                         ,                       ,                     ,                              ,                       ,                        ,                          ,R                           ,R                        ,F                       ,                       ,                       ,                           ,                     ,                   ,                ,                ,                      ,                          ,                          ,                             ,                     ,                            ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Miocene     ,Late Miocene     ,N17a              ,N17a          ,184,1143,C, 38,X,CC,   0.00,    347.8200,forams   ,Planktonic Foraminifers                      ,A              ,G                 ,                        ,                         ,                       ,                     ,                              ,                       ,                        ,                          ,                            ,R                        ,F                       ,                       ,                       ,                           ,                     ,                   ,                ,                ,                      ,                          ,                          ,                             ,                     ,                            ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Miocene     ,Late Miocene     ,N17a              ,N17a          ,184,1143,C, 39,X,CC,  34.00,    362.2800,forams   ,Planktonic Foraminifers                      ,A              ,G                 ,                        ,                         ,                       ,                     ,                              ,                       ,                        ,                          ,                            ,P                        ,F                       ,                       ,                       ,                           ,                     ,                   ,                ,                ,                      ,                          ,                          ,                             ,                     ,                            ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Miocene     ,Late Miocene     ,N17a              ,N17a          ,184,1143,C, 40,X,CC,  32.00,    370.8100,forams   ,Planktonic Foraminifers                      ,A              ,G                 ,                        ,                         ,                       ,                     ,                              ,                       ,                        ,                          ,                            ,P                        ,F                       ,                       ,                       ,                           ,                     ,                   ,                ,                ,                      ,                          ,                          ,                             ,                     ,                            ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Miocene     ,Late Miocene     ,N17a              ,N17a          ,184,1143,C, 41,X,CC,  33.00,    381.3800,forams   ,Planktonic Foraminifers                      ,A              ,G                 ,P                       ,                         ,                       ,                     ,                              ,                       ,                        ,                          ,R                           ,P                        ,R                       ,                       ,                       ,                           ,                     ,                   ,                ,                ,                      ,                          ,                          ,                             ,                     ,                            ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Miocene     ,Late Miocene     ,N17a              ,N17a          ,184,1143,C, 42,X,CC,  42.00,    391.3500,forams   ,Planktonic Foraminifers                      ,A              ,VG                ,                        ,                         ,                       ,                     ,                              ,                       ,                        ,                          ,P                           ,P                        ,R                       ,                       ,                       ,                           ,                     ,                   ,                ,                ,                      ,                          ,                          ,                             ,                     ,                            ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Miocene     ,Late Miocene     ,N17a              ,N17a          ,184,1143,C, 43,X,CC,  48.00,    399.5700,forams   ,Planktonic Foraminifers                      ,A              ,G                 ,                        ,                         ,                       ,                     ,                              ,                       ,                        ,                          ,P                           ,P                        ,R                       ,                       ,                       ,                           ,                     ,                   ,                ,                ,                      ,                          ,                          ,                             ,                     ,                            ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Miocene     ,Late Miocene     ,N17a              ,N17a          ,184,1143,C, 44,X,CC,  46.00,    410.2100,forams   ,Planktonic Foraminifers                      ,A              ,G                 ,                        ,                         ,                       ,                     ,                              ,                       ,                        ,                          ,                            ,P                        ,                        ,                       ,                       ,                           ,                     ,                   ,                ,                ,                      ,                          ,                          ,                             ,                     ,                            ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Miocene     ,Late Miocene     ,N16               ,N16           ,184,1143,C, 45,X,CC,  34.00,    420.3900,forams   ,Planktonic Foraminifers                      ,A              ,G                 ,                        ,                         ,                       ,                     ,                              ,P                      ,P                       ,                          ,P                           ,                         ,                        ,                       ,                       ,                           ,                     ,                   ,                ,                ,                      ,                          ,                          ,                             ,                     ,                            ,>8.58 Ma
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Miocene     ,Late Miocene     ,N16               ,N16           ,184,1143,C, 46,X,CC,  48.00,    427.9000,forams   ,Planktonic Foraminifers                      ,A              ,G                 ,                        ,                         ,                       ,                     ,                              ,R                      ,R                       ,                          ,P                           ,                         ,                        ,                       ,                       ,                           ,                     ,                   ,                ,                ,                      ,                          ,                          ,                             ,                     ,                            ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Miocene     ,Late Miocene     ,N15               ,N16           ,184,1143,C, 47,X,CC,  36.00,    439.7000,forams   ,Planktonic Foraminifers                      ,A              ,G                 ,                        ,                         ,                       ,                     ,                              ,P                      ,F                       ,P                         ,                            ,                         ,                        ,                       ,                       ,                           ,                     ,                   ,                ,                ,                      ,                          ,                          ,                             ,                     ,                            ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Miocene     ,Late Miocene     ,N15               ,N16           ,184,1143,C, 48,X,CC,  33.00,    448.1200,forams   ,Planktonic Foraminifers                      ,A              ,G                 ,P                       ,                         ,                       ,                     ,                              ,                       ,R                       ,R                         ,                            ,                         ,                        ,                       ,                       ,                           ,                     ,                   ,                ,                ,                      ,                          ,                          ,                             ,                     ,                            ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Miocene     ,Late Miocene     ,N14               ,N14           ,184,1143,C, 50,X,CC,  27.00,    467.6000,forams   ,Planktonic Foraminifers                      ,A              ,G                 ,P                       ,                         ,P                      ,P                    ,                              ,R                      ,F                       ,F                         ,                            ,                         ,                        ,                       ,                       ,                           ,                     ,                   ,                ,                ,                      ,                          ,                          ,                             ,                     ,                            ,>10.49 Ma
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Miocene     ,Late Miocene     ,N14               ,N14           ,184,1143,C, 51,X,CC,  41.00,    476.3500,forams   ,Planktonic Foraminifers                      ,C              ,G                 ,P                       ,                         ,F                      ,R                    ,                              ,P                      ,R                       ,                          ,                            ,                         ,                        ,                       ,                       ,                           ,                     ,                   ,                ,                ,                      ,                          ,                          ,                             ,                     ,                            ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Miocene     ,Late Miocene     ,N14               ,N14           ,184,1143,C, 52,X,CC,  44.00,    487.3700,forams   ,Planktonic Foraminifers                      ,A              ,VG                ,P                       ,                         ,P                      ,R                    ,                              ,                       ,                        ,                          ,                            ,                         ,                        ,                       ,                       ,                           ,                     ,                   ,                ,                ,                      ,                          ,                          ,                             ,                     ,                            ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Miocene     ,Late Miocene     ,N14               ,N14           ,184,1143,C, 53,X,CC,  48.00,    496.9400,forams   ,Planktonic Foraminifers                      ,A              ,G                 ,R                       ,                         ,F                      ,F                    ,F                             ,                       ,                        ,                          ,                            ,                         ,                        ,                       ,                       ,                           ,                     ,                   ,                ,                ,                      ,                          ,                          ,                             ,                     ,                            ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Miocene     ,Late Miocene     ,N14               ,N14           ,184,1143,C, 54,X,CC,  43.00,    500.4600,forams   ,Planktonic Foraminifers                      ,A              ,G                 ,P                       ,P                        ,A                      ,R                    ,                              ,                       ,                        ,                          ,                            ,                         ,                        ,                       ,                       ,                           ,                     ,                   ,                ,                ,                      ,                          ,                          ,                             ,                     ,                            ,<11.19 Ma
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
