Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Zygrhablithus bijugatus,Sphenolithus predistentus,Sphenolithus moriformis,Sphenolithus distentus,Sphenolithus ciperoensis,Sphenolithus aff. ciperoensis,Holococcolith type A,Helicosphaera intermedia,Helicosphaera euphratis,Ericsonia obruta,Discoaster tanii,Discoaster nodifer,Discoaster deflandrei,Dictyococcites scrippsae,Dictyococcites bisectus,Cyclicargolithus floridanus,Coronocyclus nitescens,Coccolithus pelagicus,Sphenolithus pseudoradians,Pedinocyclus larvalis,Ilselithina fusa,Helicosphaera wilcoxonii,Helicosphaera perch-nielseniae,Discoaster adamanteus,Cyclicargolithus abisectus,Cruciplacolithus tarquinius,Calcidiscus kingii,Umbilicosphaera sp. 1,Triquetrorhabdulus carinatus,Syracosphaera sp. 1,Scapholithus fossilis,Pontosphaera latoculata,Helicosphaera recta,Helicosphaera obliqua,Coccolithus fuscus,Coccolithus eopelagicus,Braarudosphaera bigelowii,Crassidiscus backmanii,Coccolithus miopelagicus,Catinaster umbrellus,Triquetrorhabdulus milowii,Sphenolithus dissimilis,Pontosphaera segmenta,Thoracosphaera spp.,Sphenolithus umbrellus,Sphenolithus conicus,Sphenolith (unspecified taxon or taxa),Reticulofenestra daviesii,Discoaster woodringii,Cyclicargolithus abisectus (> 10 microns),Cyclicargolithus abisectus (< 10 microns),Clausicoccus fenestratus,Pontosphaera spp.,Helicosphaera carteri,Triquetrorhabdulus serratus,Coccolithus radiatus,Scyphosphaera spp.,Dictyococcites spp.,Sphenolithus delphix,Sphenolithus capricornutus,Reticulofenestrid taxa,Pyrocyclus spp.,Hayella aperta,Sphenolithus calyculus,Helicosphaera mediterranea,Discoaster extensus-dilatus group,Umbilicosphaera spp.,Helicosphaera ampliaperta,Calcidiscus leptoporus,Discoaster variabilis,Discoaster aff. druggii,Discoaster druggii,Tetralithoides spp.,Syracosphaera spp.,Triquetrorhabdulus protodecimae,Sphenolithus pseudoheteromorphus,Discoaster moorei,Sphenolithus belemnos,Geminilithella rotula,Sphenolithus multispinatus,Sphenolithus heteromorphus,Triquetrorhabdulus backmanii,Solidopons petrae,Triquetrorhabdulus curvus,Discoaster formosus,Discoaster exilis,Sphenolithus milanettii,Discoaster signus-tuberi,Discoaster brouweri,Discoaster challengeri,Discoaster pseudovariabilis,Calcidiscus premacintyrei,Rhabdosphaera spp.,Discoaster musicus,Discoaster bollii,Triquetrorhabdulus rugosus/rioensis,Reticulofenestra pseudoumbilicus,Discoaster aff. calcaris,Discoaster aff. brouweri,Discoaster undefined 6-ray b.,Discoaster undefined 6-ray,Discoaster aulakos,Holococcoliths spp.,Calcidiscus macintyrei,Discoaster kugleri,Catinaster coalitus,Discoaster pansus,Discoaster undefined 5-ray,Discoaster prepentaradiatus,Discoaster intercalaris,Discoaster calcaris,Discoaster asymmetricus,Discoaster perclarus,Discoaster pentaradiatus,Discoaster hamatus,Catinaster calyculus,Discoaster sp. 1,Discoaster bellus,Discoaster neohamatus,Discoaster bellus-hamatus intergraded,Discoaster surculus,Minylitha convallis,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN1a              ,CN1b          ,115, 714,A, 20,X, 4, 130.00,    180.8000,Rio      ,Nannofossils                                 ,A              ,M                 ,                       ,                         ,                       ,                      ,                        ,                             ,                    ,F                       ,R                      ,                ,                ,                  ,C                    ,                        ,                       ,A                          ,C                     ,C                    ,                          ,                     ,                ,                        ,                              ,F                    ,                          ,                           ,                  ,                     ,C                           ,                   ,                     ,                       ,                   ,F                    ,                  ,                       ,                         ,                      ,F                       ,                    ,R                         ,F                      ,                     ,C                  ,F                     ,F                   ,A                                     ,F                        ,F                    ,                                         ,C                                        ,                        ,F                ,C                    ,                           ,C                   ,                  ,C                  ,                    ,                          ,C                     ,F              ,              ,                      ,                          ,F                                ,F                   ,                         ,cf                    ,cf                   ,R                      ,                  ,                   ,                  ,                               ,                                ,                 ,                     ,                     ,                          ,                          ,                            ,                 ,                         ,                   ,                 ,                       ,                        ,                   ,                      ,                           ,                         ,                  ,                  ,                 ,                                   ,                                ,                        ,                        ,                             ,                          ,                  ,                   ,                      ,                  ,                   ,                 ,                          ,                           ,                       ,                   ,                       ,                    ,                        ,                  ,                    ,                ,                 ,                     ,                                     ,                   ,                   ,from 115 SR. Chapter 15. Table 25. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN1a              ,CN1b          ,115, 714,A, 20,X,CC,   0.00,    182.1300,Rio      ,Nannofossils                                 ,A              ,M                 ,                       ,                         ,                       ,                      ,                        ,                             ,                    ,F                       ,F                      ,                ,                ,                  ,C                    ,                        ,                       ,C                          ,C                     ,C                    ,                          ,                     ,                ,                        ,                              ,F                    ,                          ,                           ,                  ,                     ,C                           ,                   ,                     ,                       ,                   ,                     ,                  ,                       ,                         ,                      ,F                       ,                    ,R                         ,F                      ,                     ,C                  ,                      ,C                   ,A                                     ,                         ,F                    ,                                         ,C                                        ,                        ,C                ,C                    ,                           ,C                   ,                  ,C                  ,R                   ,                          ,C                     ,F              ,F             ,                      ,                          ,F                                ,F                   ,F                        ,cf                    ,                     ,                       ,                  ,                   ,                  ,                               ,                                ,                 ,                     ,                     ,                          ,                          ,                            ,                 ,                         ,                   ,                 ,                       ,                        ,                   ,                      ,                           ,                         ,                  ,                  ,                 ,                                   ,                                ,                        ,                        ,                             ,                          ,                  ,                   ,                      ,                  ,                   ,                 ,                          ,                           ,                       ,                   ,                       ,                    ,                        ,                  ,                    ,                ,                 ,                     ,                                     ,                   ,                   ,from 115 SR. Chapter 15. Table 25. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN1a              ,CN1b          ,115, 714,A, 21,X, 1,  51.00,    185.2100,Rio      ,Nannofossils                                 ,A              ,M                 ,                       ,                         ,                       ,                      ,                        ,                             ,                    ,                        ,C                      ,                ,                ,                  ,C                    ,                        ,                       ,C                          ,C                     ,C                    ,                          ,                     ,                ,                        ,R                             ,F                    ,                          ,                           ,                  ,                     ,C                           ,                   ,                     ,                       ,                   ,R                    ,                  ,                       ,                         ,                      ,F                       ,                    ,R                         ,F                      ,                     ,C                  ,                      ,F                   ,A                                     ,F                        ,F                    ,                                         ,C                                        ,                        ,                 ,C                    ,                           ,F                   ,                  ,C                  ,F                   ,                          ,C                     ,               ,F             ,R                     ,cf                        ,R                                ,                    ,                         ,                      ,                     ,                       ,                  ,                   ,                  ,                               ,                                ,                 ,                     ,                     ,                          ,                          ,                            ,                 ,                         ,                   ,                 ,                       ,                        ,                   ,                      ,                           ,                         ,                  ,                  ,                 ,                                   ,                                ,                        ,                        ,                             ,                          ,                  ,                   ,                      ,                  ,                   ,                 ,                          ,                           ,                       ,                   ,                       ,                    ,                        ,                  ,                    ,                ,                 ,                     ,                                     ,                   ,                   ,Few reworked. from 115 SR. Chapter 15. Table 25. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN1a              ,CN1b          ,115, 714,A, 21,X,CC,  17.00,    185.6400,Rio      ,Nannofossils                                 ,A              ,M                 ,                       ,                         ,                       ,                      ,                        ,                             ,                    ,cf                      ,C                      ,                ,                ,                  ,C                    ,                        ,                       ,A                          ,F                     ,C                    ,                          ,                     ,                ,                        ,R                             ,F                    ,                          ,                           ,                  ,                     ,C                           ,                   ,                     ,                       ,                   ,R                    ,                  ,                       ,                         ,                      ,                        ,                    ,                          ,F                      ,                     ,F                  ,                      ,C                   ,C                                     ,F                        ,F                    ,                                         ,A                                        ,                        ,F                ,cf                   ,                           ,C                   ,                  ,F                  ,A                   ,C                         ,C                     ,F              ,C             ,                      ,                          ,                                 ,                    ,                         ,                      ,                     ,                       ,                  ,                   ,                  ,                               ,                                ,                 ,                     ,                     ,                          ,                          ,                            ,                 ,                         ,                   ,                 ,                       ,                        ,                   ,                      ,                           ,                         ,                  ,                  ,                 ,                                   ,                                ,                        ,                        ,                             ,                          ,                  ,                   ,                      ,                  ,                   ,                 ,                          ,                           ,                       ,                   ,                       ,                    ,                        ,                  ,                    ,                ,                 ,                     ,                                     ,                   ,                   ,Few reworked. from 115 SR. Chapter 15. Table 25. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN1a              ,CN1b          ,115, 714,A, 22,X, 1, 130.00,    195.7000,Rio      ,Nannofossils                                 ,A              ,M                 ,                       ,                         ,                       ,                      ,                        ,                             ,                    ,R                       ,R                      ,                ,                ,                  ,C                    ,                        ,                       ,A                          ,F                     ,C                    ,                          ,                     ,R               ,                        ,R                             ,R                    ,                          ,                           ,                  ,                     ,C                           ,                   ,                     ,                       ,                   ,R                    ,                  ,                       ,                         ,                      ,C                       ,                    ,                          ,F                      ,                     ,                   ,F                     ,C                   ,A                                     ,                         ,                     ,                                         ,C                                        ,C                       ,R                ,                     ,                           ,                    ,F                 ,R                  ,                    ,                          ,                      ,               ,              ,                      ,                          ,                                 ,                    ,                         ,                      ,                     ,                       ,                  ,                   ,                  ,                               ,                                ,                 ,                     ,                     ,                          ,                          ,                            ,                 ,                         ,                   ,                 ,                       ,                        ,                   ,                      ,                           ,                         ,                  ,                  ,                 ,                                   ,                                ,                        ,                        ,                             ,                          ,                  ,                   ,                      ,                  ,                   ,                 ,                          ,                           ,                       ,                   ,                       ,                    ,                        ,                  ,                    ,                ,                 ,                     ,                                     ,                   ,                   ,from 115 SR. Chapter 15. Table 25. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CP19b             ,              ,115, 714,A, 22,X, 2, 130.00,    197.2000,Rio      ,Nannofossils                                 ,A              ,M                 ,                       ,                         ,                       ,                      ,                        ,                             ,                    ,F                       ,F                      ,                ,                ,                  ,C                    ,                        ,                       ,A                          ,F                     ,C                    ,                          ,                     ,R               ,                        ,R                             ,F                    ,                          ,                           ,                  ,                     ,C                           ,                   ,                     ,                       ,                   ,                     ,                  ,                       ,                         ,                      ,C                       ,                    ,R                         ,F                      ,                     ,                   ,                      ,C                   ,A                                     ,                         ,                     ,R                                        ,C                                        ,C                       ,                 ,                     ,                           ,                    ,                  ,                   ,                    ,                          ,                      ,               ,              ,                      ,                          ,                                 ,                    ,                         ,                      ,                     ,                       ,                  ,                   ,                  ,                               ,                                ,                 ,                     ,                     ,                          ,                          ,                            ,                 ,                         ,                   ,                 ,                       ,                        ,                   ,                      ,                           ,                         ,                  ,                  ,                 ,                                   ,                                ,                        ,                        ,                             ,                          ,                  ,                   ,                      ,                  ,                   ,                 ,                          ,                           ,                       ,                   ,                       ,                    ,                        ,                  ,                    ,                ,                 ,                     ,                                     ,                   ,                   ,Few reworked. from 115 SR. Chapter 15. Table 25. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CP19b             ,              ,115, 714,A, 22,X, 3,  10.00,    197.5000,Rio      ,Nannofossils                                 ,A              ,M                 ,                       ,                         ,                       ,                      ,                        ,                             ,                    ,R                       ,F                      ,                ,                ,                  ,C                    ,                        ,                       ,A                          ,F                     ,C                    ,                          ,                     ,                ,                        ,                              ,                     ,                          ,                           ,                  ,                     ,C                           ,                   ,                     ,                       ,                   ,F                    ,                  ,                       ,                         ,                      ,                        ,                    ,                          ,F                      ,                     ,                   ,                      ,C                   ,A                                     ,                         ,                     ,                                         ,C                                        ,C                       ,                 ,                     ,                           ,C                   ,                  ,                   ,                    ,                          ,                      ,               ,              ,                      ,                          ,                                 ,                    ,                         ,                      ,                     ,                       ,                  ,                   ,                  ,                               ,                                ,                 ,                     ,                     ,                          ,                          ,                            ,                 ,                         ,                   ,                 ,                       ,                        ,                   ,                      ,                           ,                         ,                  ,                  ,                 ,                                   ,                                ,                        ,                        ,                             ,                          ,                  ,                   ,                      ,                  ,                   ,                 ,                          ,                           ,                       ,                   ,                       ,                    ,                        ,                  ,                    ,                ,                 ,                     ,                                     ,                   ,                   ,from 115 SR. Chapter 15. Table 25. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CP19b             ,              ,115, 714,A, 22,X, 4,  40.00,    199.3000,Okada    ,Nannofossils                                 ,A              ,M                 ,F                      ,                         ,17.0%                  ,                      ,2.0%                    ,                             ,1.0%                ,F                       ,F                      ,6.0%            ,                ,                  ,4.0%                 ,                        ,                       ,51.0%                      ,                      ,10.0%                ,                          ,                     ,F               ,                        ,F                             ,F                    ,F                         ,                           ,                  ,                     ,1.0%                        ,F                  ,                     ,                       ,                   ,                     ,F                 ,                       ,                         ,                      ,R                       ,F                   ,                          ,4.0%                   ,                     ,                   ,                      ,                    ,                                      ,                         ,                     ,                                         ,                                         ,                        ,                 ,                     ,                           ,                    ,                  ,                   ,                    ,                          ,                      ,               ,              ,                      ,                          ,                                 ,                    ,                         ,                      ,                     ,                       ,                  ,                   ,                  ,                               ,                                ,                 ,                     ,                     ,                          ,                          ,                            ,                 ,                         ,                   ,                 ,                       ,                        ,                   ,                      ,                           ,                         ,                  ,                  ,                 ,                                   ,                                ,                        ,                        ,                             ,                          ,                  ,                   ,                      ,                  ,                   ,                 ,                          ,                           ,                       ,                   ,                       ,                    ,                        ,                  ,                    ,                ,                 ,                     ,                                     ,                   ,                   ,from 115 SR. Chapter 14. Table 15. pages 166-167.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CP19b             ,              ,115, 714,A, 22,X, 4, 120.00,    200.1000,Rio      ,Nannofossils                                 ,A              ,M                 ,                       ,                         ,                       ,                      ,                        ,                             ,                    ,F                       ,F                      ,                ,                ,                  ,C                    ,                        ,                       ,A                          ,F                     ,C                    ,                          ,                     ,                ,                        ,                              ,F                    ,                          ,                           ,                  ,                     ,C                           ,                   ,                     ,                       ,                   ,                     ,                  ,                       ,                         ,                      ,                        ,                    ,                          ,                       ,                     ,                   ,F                     ,C                   ,A                                     ,                         ,                     ,R                                        ,C                                        ,C                       ,                 ,                     ,F                          ,                    ,                  ,                   ,                    ,                          ,                      ,               ,              ,                      ,                          ,                                 ,                    ,                         ,                      ,                     ,                       ,                  ,                   ,                  ,                               ,                                ,                 ,                     ,                     ,                          ,                          ,                            ,                 ,                         ,                   ,                 ,                       ,                        ,                   ,                      ,                           ,                         ,                  ,                  ,                 ,                                   ,                                ,                        ,                        ,                             ,                          ,                  ,                   ,                      ,                  ,                   ,                 ,                          ,                           ,                       ,                   ,                       ,                    ,                        ,                  ,                    ,                ,                 ,                     ,                                     ,                   ,                   ,from 115 SR. Chapter 15. Table 25. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CP19b             ,              ,115, 714,A, 22,X, 5,  40.00,    200.8000,Okada    ,Nannofossils                                 ,A              ,M                 ,                       ,                         ,16.0%                  ,                      ,2.0%                    ,                             ,1.0%                ,F                       ,1.0%                   ,9.0%            ,                ,                  ,2.0%                 ,                        ,                       ,51.0%                      ,                      ,11.0%                ,                          ,                     ,F               ,                        ,F                             ,R                    ,F                         ,                           ,                  ,                     ,1.0%                        ,F                  ,                     ,                       ,F                  ,                     ,F                 ,                       ,                         ,                      ,F                       ,F                   ,F                         ,3.0%                   ,R                    ,                   ,                      ,                    ,                                      ,                         ,                     ,                                         ,                                         ,                        ,                 ,                     ,                           ,                    ,                  ,                   ,                    ,                          ,                      ,               ,              ,                      ,                          ,                                 ,                    ,                         ,                      ,                     ,                       ,                  ,                   ,                  ,                               ,                                ,                 ,                     ,                     ,                          ,                          ,                            ,                 ,                         ,                   ,                 ,                       ,                        ,                   ,                      ,                           ,                         ,                  ,                  ,                 ,                                   ,                                ,                        ,                        ,                             ,                          ,                  ,                   ,                      ,                  ,                   ,                 ,                          ,                           ,                       ,                   ,                       ,                    ,                        ,                  ,                    ,                ,                 ,                     ,                                     ,                   ,                   ,from 115 SR. Chapter 14. Table 15. pages 166-167.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CP19b             ,              ,115, 714,A, 22,X, 5,  76.00,    201.1600,Rio      ,Nannofossils                                 ,A              ,M                 ,                       ,                         ,                       ,                      ,                        ,                             ,                    ,R                       ,F                      ,                ,                ,                  ,                     ,                        ,                       ,A                          ,F                     ,C                    ,                          ,                     ,                ,                        ,R                             ,                     ,                          ,                           ,                  ,                     ,C                           ,                   ,                     ,                       ,                   ,R                    ,                  ,                       ,                         ,                      ,C                       ,                    ,                          ,                       ,                     ,R                  ,                      ,C                   ,A                                     ,                         ,                     ,R                                        ,C                                        ,C                       ,R                ,cf                   ,                           ,                    ,                  ,                   ,                    ,                          ,                      ,               ,              ,                      ,                          ,                                 ,                    ,                         ,                      ,                     ,                       ,                  ,                   ,                  ,                               ,                                ,                 ,                     ,                     ,                          ,                          ,                            ,                 ,                         ,                   ,                 ,                       ,                        ,                   ,                      ,                           ,                         ,                  ,                  ,                 ,                                   ,                                ,                        ,                        ,                             ,                          ,                  ,                   ,                      ,                  ,                   ,                 ,                          ,                           ,                       ,                   ,                       ,                    ,                        ,                  ,                    ,                ,                 ,                     ,                                     ,                   ,                   ,from 115 SR. Chapter 15. Table 25. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CP19b             ,              ,115, 714,A, 22,X,CC,  14.00,    201.3400,Rio      ,Nannofossils                                 ,               ,M                 ,                       ,                         ,20.0%                  ,                      ,1.0%                    ,                             ,F                   ,R                       ,F                      ,2.0%            ,                ,                  ,F                    ,                        ,F                      ,A                          ,R                     ,C                    ,                          ,                     ,R               ,                        ,R                             ,R                    ,1.0%                      ,                           ,                  ,                     ,F                           ,R                  ,                     ,                       ,F                  ,                     ,F                 ,                       ,                         ,                      ,R                       ,F                   ,F                         ,5.0%                   ,R                    ,R                  ,                      ,C                   ,F                                     ,                         ,                     ,R                                        ,C                                        ,C                       ,                 ,                     ,                           ,                    ,                  ,                   ,                    ,                          ,                      ,               ,              ,                      ,                          ,                                 ,                    ,                         ,                      ,                     ,                       ,                  ,                   ,                  ,                               ,                                ,                 ,                     ,                     ,                          ,                          ,                            ,                 ,                         ,                   ,                 ,                       ,                        ,                   ,                      ,                           ,                         ,                  ,                  ,                 ,                                   ,                                ,                        ,                        ,                             ,                          ,                  ,                   ,                      ,                  ,                   ,                 ,                          ,                           ,                       ,                   ,                       ,                    ,                        ,                  ,                    ,                ,                 ,                     ,                                     ,                   ,                   ,from 115 SR. Chapter 15. Table 25. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CP19b             ,              ,115, 714,A, 23,X, 1,  40.00,    204.5000,Okada    ,Nannofossils                                 ,A              ,M                 ,R                      ,                         ,9.0%                   ,                      ,2.0%                    ,                             ,1.0%                ,F                       ,1.0%                   ,7.0%            ,                ,                  ,8.0%                 ,                        ,R                      ,58.0%                      ,R                     ,5.0%                 ,                          ,                     ,R               ,                        ,R                             ,F                    ,F                         ,                           ,R                 ,                     ,F                           ,F                  ,                     ,                       ,F                  ,                     ,F                 ,                       ,                         ,                      ,1.0%                    ,1.0%                ,R                         ,4.0%                   ,R                    ,                   ,                      ,                    ,                                      ,                         ,                     ,                                         ,                                         ,                        ,                 ,                     ,                           ,                    ,                  ,                   ,                    ,                          ,                      ,               ,              ,                      ,                          ,                                 ,                    ,                         ,                      ,                     ,                       ,                  ,                   ,                  ,                               ,                                ,                 ,                     ,                     ,                          ,                          ,                            ,                 ,                         ,                   ,                 ,                       ,                        ,                   ,                      ,                           ,                         ,                  ,                  ,                 ,                                   ,                                ,                        ,                        ,                             ,                          ,                  ,                   ,                      ,                  ,                   ,                 ,                          ,                           ,                       ,                   ,                       ,                    ,                        ,                  ,                    ,                ,                 ,                     ,                                     ,                   ,                   ,from 115 SR. Chapter 14. Table 15. pages 166-167.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CP19b             ,              ,115, 714,A, 23,X, 1,  75.00,    204.8500,Rio      ,Nannofossils                                 ,A              ,M                 ,                       ,                         ,                       ,                      ,                        ,                             ,                    ,R                       ,F                      ,                ,                ,                  ,C                    ,                        ,                       ,A                          ,R                     ,C                    ,                          ,                     ,                ,                        ,                              ,R                    ,                          ,                           ,                  ,                     ,C                           ,                   ,                     ,                       ,                   ,F                    ,                  ,F                      ,                         ,                      ,                        ,                    ,R                         ,                       ,                     ,                   ,C                     ,C                   ,A                                     ,                         ,                     ,F                                        ,C                                        ,C                       ,                 ,                     ,                           ,                    ,                  ,                   ,                    ,                          ,                      ,               ,              ,                      ,                          ,                                 ,                    ,                         ,                      ,                     ,                       ,                  ,                   ,                  ,                               ,                                ,                 ,                     ,                     ,                          ,                          ,                            ,                 ,                         ,                   ,                 ,                       ,                        ,                   ,                      ,                           ,                         ,                  ,                  ,                 ,                                   ,                                ,                        ,                        ,                             ,                          ,                  ,                   ,                      ,                  ,                   ,                 ,                          ,                           ,                       ,                   ,                       ,                    ,                        ,                  ,                    ,                ,                 ,                     ,                                     ,                   ,                   ,from 115 SR. Chapter 15. Table 25. microfiche in back pocket.
