Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Zygrhablithus bijugatus,Sphenolithus predistentus,Sphenolithus moriformis,Sphenolithus distentus,Sphenolithus ciperoensis,Sphenolithus aff. ciperoensis,Holococcolith type A,Helicosphaera intermedia,Helicosphaera euphratis,Ericsonia obruta,Discoaster tanii,Discoaster nodifer,Discoaster deflandrei,Dictyococcites scrippsae,Dictyococcites bisectus,Cyclicargolithus floridanus,Coronocyclus nitescens,Coccolithus pelagicus,Sphenolithus pseudoradians,Pedinocyclus larvalis,Ilselithina fusa,Helicosphaera wilcoxonii,Helicosphaera perch-nielseniae,Discoaster adamanteus,Cyclicargolithus abisectus,Cruciplacolithus tarquinius,Calcidiscus kingii,Umbilicosphaera sp. 1,Triquetrorhabdulus carinatus,Syracosphaera sp. 1,Scapholithus fossilis,Pontosphaera latoculata,Helicosphaera recta,Helicosphaera obliqua,Coccolithus fuscus,Coccolithus eopelagicus,Braarudosphaera bigelowii,Crassidiscus backmanii,Coccolithus miopelagicus,Catinaster umbrellus,Triquetrorhabdulus milowii,Sphenolithus dissimilis,Pontosphaera segmenta,Thoracosphaera spp.,Sphenolithus umbrellus,Sphenolithus conicus,Sphenolith (unspecified taxon or taxa),Reticulofenestra daviesii,Discoaster woodringii,Cyclicargolithus abisectus (> 10 microns),Cyclicargolithus abisectus (< 10 microns),Clausicoccus fenestratus,Pontosphaera spp.,Helicosphaera carteri,Triquetrorhabdulus serratus,Coccolithus radiatus,Scyphosphaera spp.,Dictyococcites spp.,Sphenolithus delphix,Sphenolithus capricornutus,Reticulofenestrid taxa,Pyrocyclus spp.,Hayella aperta,Sphenolithus calyculus,Helicosphaera mediterranea,Discoaster extensus-dilatus group,Umbilicosphaera spp.,Helicosphaera ampliaperta,Calcidiscus leptoporus,Discoaster variabilis,Discoaster aff. druggii,Discoaster druggii,Tetralithoides spp.,Syracosphaera spp.,Triquetrorhabdulus protodecimae,Sphenolithus pseudoheteromorphus,Discoaster moorei,Sphenolithus belemnos,Geminilithella rotula,Sphenolithus multispinatus,Sphenolithus heteromorphus,Triquetrorhabdulus backmanii,Solidopons petrae,Triquetrorhabdulus curvus,Discoaster formosus,Discoaster exilis,Sphenolithus milanettii,Discoaster signus-tuberi,Discoaster brouweri,Discoaster challengeri,Discoaster pseudovariabilis,Calcidiscus premacintyrei,Rhabdosphaera spp.,Discoaster musicus,Discoaster bollii,Triquetrorhabdulus rugosus/rioensis,Reticulofenestra pseudoumbilicus,Discoaster aff. calcaris,Discoaster aff. brouweri,Discoaster undefined 6-ray b.,Discoaster undefined 6-ray,Discoaster aulakos,Holococcoliths spp.,Calcidiscus macintyrei,Discoaster kugleri,Catinaster coalitus,Discoaster pansus,Discoaster undefined 5-ray,Discoaster prepentaradiatus,Discoaster intercalaris,Discoaster calcaris,Discoaster asymmetricus,Discoaster perclarus,Discoaster pentaradiatus,Discoaster hamatus,Catinaster calyculus,Discoaster sp. 1,Discoaster bellus,Discoaster neohamatus,Discoaster bellus-hamatus intergraded,Discoaster surculus,Minylitha convallis,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN8               ,              ,115, 714,A,  4,H, 4,  30.00,     25.4300,Rio      ,Nannofossils                                 ,A              ,M                 ,                       ,                         ,                       ,                      ,                        ,                             ,                    ,                        ,                       ,                ,                ,                  ,                     ,                        ,                       ,                           ,                      ,                     ,                          ,                     ,                ,                        ,                              ,                     ,                          ,                           ,                  ,                     ,                            ,                   ,                     ,                       ,                   ,                     ,                  ,                       ,                         ,                      ,                        ,                    ,                          ,                       ,                     ,                   ,                      ,                    ,A                                     ,                         ,                     ,                                         ,                                         ,                        ,                 ,C                    ,                           ,                    ,                  ,C                  ,                    ,                          ,C                     ,               ,              ,                      ,                          ,                                 ,                    ,                         ,C                     ,R                    ,                       ,                  ,                   ,                  ,                               ,                                ,                 ,                     ,                     ,                          ,                          ,                            ,                 ,                         ,                   ,                 ,                       ,                        ,C                  ,                      ,                           ,                         ,                  ,                  ,                 ,                                   ,C                               ,                        ,                        ,                             ,C                         ,                  ,F                  ,R                     ,                  ,                   ,                 ,                          ,C                          ,R                      ,                   ,R                      ,                    ,R                       ,                  ,                    ,R               ,                 ,F                    ,                                     ,R                  ,C                  ,from 115 SR. Chapter 15. Table 25. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN8               ,              ,115, 714,A,  4,H, 4, 140.00,     26.5300,Rio      ,Nannofossils                                 ,A              ,M                 ,                       ,                         ,                       ,                      ,                        ,                             ,                    ,                        ,                       ,                ,                ,                  ,                     ,                        ,                       ,                           ,                      ,C                    ,                          ,                     ,                ,                        ,                              ,                     ,                          ,                           ,                  ,                     ,                            ,                   ,                     ,                       ,                   ,                     ,                  ,                       ,                         ,                      ,                        ,                    ,                          ,                       ,                     ,                   ,                      ,                    ,A                                     ,                         ,                     ,                                         ,                                         ,                        ,                 ,C                    ,                           ,                    ,                  ,C                  ,                    ,                          ,C                     ,               ,              ,                      ,                          ,                                 ,                    ,                         ,F                     ,                     ,                       ,                  ,                   ,                  ,                               ,                                ,                 ,                     ,                     ,                          ,                          ,                            ,                 ,                         ,                   ,                 ,                       ,                        ,C                  ,                      ,                           ,                         ,                  ,                  ,                 ,                                   ,C                               ,                        ,                        ,                             ,C                         ,                  ,C                  ,F                     ,                  ,                   ,                 ,                          ,F                          ,C                      ,                   ,R                      ,                    ,F                       ,                  ,                    ,                ,                 ,C                    ,                                     ,R                  ,C                  ,from 115 SR. Chapter 15. Table 25. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN8               ,              ,115, 714,A,  4,H, 5,  30.00,     26.9300,Rio      ,Nannofossils                                 ,A              ,P                 ,                       ,                         ,                       ,                      ,                        ,                             ,                    ,                        ,                       ,                ,                ,                  ,                     ,                        ,                       ,                           ,                      ,C                    ,                          ,                     ,                ,                        ,                              ,                     ,                          ,                           ,                  ,                     ,                            ,                   ,                     ,                       ,                   ,                     ,                  ,                       ,                         ,                      ,                        ,                    ,                          ,                       ,                     ,                   ,                      ,                    ,A                                     ,                         ,                     ,                                         ,                                         ,                        ,                 ,C                    ,                           ,                    ,                  ,R                  ,                    ,                          ,C                     ,               ,              ,                      ,                          ,                                 ,                    ,                         ,F                     ,?                    ,                       ,                  ,                   ,                  ,                               ,                                ,                 ,                     ,                     ,                          ,                          ,                            ,                 ,                         ,                   ,                 ,                       ,                        ,?                  ,                      ,                           ,                         ,                  ,                  ,                 ,                                   ,C                               ,                        ,                        ,                             ,                          ,                  ,                   ,R                     ,                  ,                   ,                 ,                          ,?                          ,?                      ,                   ,                       ,                    ,?                       ,                  ,                    ,                ,                 ,C                    ,                                     ,?                  ,C                  ,from 115 SR. Chapter 15. Table 25. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN8               ,              ,115, 714,A,  4,H, 5, 140.00,     28.0300,Rio      ,Nannofossils                                 ,A              ,G                 ,                       ,                         ,                       ,                      ,                        ,                             ,                    ,                        ,                       ,                ,                ,                  ,                     ,                        ,                       ,                           ,                      ,R                    ,                          ,                     ,                ,                        ,                              ,                     ,                          ,                           ,                  ,                     ,                            ,                   ,                     ,                       ,                   ,                     ,                  ,                       ,                         ,                      ,                        ,                    ,                          ,                       ,                     ,                   ,                      ,                    ,A                                     ,                         ,                     ,                                         ,                                         ,                        ,                 ,C                    ,                           ,                    ,                  ,R                  ,                    ,                          ,C                     ,               ,              ,                      ,                          ,                                 ,                    ,                         ,C                     ,R                    ,                       ,                  ,                   ,                  ,                               ,                                ,                 ,                     ,                     ,                          ,                          ,                            ,                 ,                         ,                   ,                 ,                       ,                        ,C                  ,                      ,                           ,                         ,                  ,                  ,                 ,                                   ,C                               ,                        ,                        ,                             ,C                         ,                  ,F                  ,R                     ,                  ,                   ,R                ,                          ,C                          ,F                      ,                   ,R                      ,                    ,R                       ,                  ,                    ,R               ,                 ,F                    ,                                     ,F                  ,C                  ,from 115 SR. Chapter 15. Table 25. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN8               ,              ,115, 714,A,  4,H, 6,  30.00,     28.4300,Rio      ,Nannofossils                                 ,A              ,G                 ,                       ,                         ,                       ,                      ,                        ,                             ,                    ,                        ,                       ,                ,                ,                  ,                     ,                        ,                       ,                           ,                      ,                     ,                          ,                     ,                ,                        ,                              ,                     ,                          ,                           ,                  ,                     ,                            ,                   ,                     ,                       ,                   ,                     ,                  ,                       ,                         ,                      ,                        ,                    ,                          ,                       ,                     ,                   ,                      ,                    ,A                                     ,                         ,                     ,                                         ,                                         ,                        ,                 ,C                    ,                           ,                    ,                  ,R                  ,                    ,                          ,C                     ,               ,              ,                      ,                          ,                                 ,                    ,                         ,C                     ,R                    ,                       ,                  ,                   ,                  ,                               ,                                ,                 ,                     ,                     ,                          ,                          ,                            ,                 ,                         ,                   ,                 ,                       ,                        ,C                  ,                      ,                           ,                         ,                  ,                  ,                 ,                                   ,C                               ,                        ,                        ,                             ,F                         ,                  ,F                  ,R                     ,                  ,                   ,R                ,                          ,C                          ,F                      ,                   ,F                      ,                    ,R                       ,                  ,                    ,R               ,                 ,C                    ,                                     ,cf                 ,C                  ,from 115 SR. Chapter 15. Table 25. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN8               ,              ,115, 714,A,  4,H, 6, 140.00,     29.5300,Rio      ,Nannofossils                                 ,A              ,G                 ,                       ,                         ,                       ,                      ,                        ,                             ,                    ,                        ,                       ,                ,                ,                  ,                     ,                        ,                       ,                           ,                      ,C                    ,                          ,                     ,                ,                        ,                              ,                     ,                          ,                           ,                  ,                     ,                            ,                   ,                     ,                       ,                   ,                     ,                  ,                       ,                         ,                      ,                        ,                    ,                          ,                       ,                     ,                   ,                      ,                    ,A                                     ,                         ,                     ,                                         ,                                         ,                        ,                 ,C                    ,                           ,                    ,                  ,R                  ,                    ,                          ,C                     ,               ,              ,                      ,                          ,                                 ,                    ,                         ,F                     ,R                    ,                       ,                  ,                   ,                  ,                               ,                                ,                 ,                     ,                     ,                          ,                          ,                            ,                 ,                         ,                   ,                 ,                       ,                        ,C                  ,                      ,                           ,                         ,                  ,                  ,cf               ,                                   ,C                               ,                        ,                        ,                             ,F                         ,                  ,C                  ,R                     ,                  ,                   ,                 ,                          ,C                          ,R                      ,                   ,                       ,                    ,R                       ,                  ,                    ,R               ,                 ,C                    ,                                     ,R                  ,F                  ,from 115 SR. Chapter 15. Table 25. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN8               ,              ,115, 714,A,  4,H, 7,  30.00,     29.9300,Rio      ,Nannofossils                                 ,A              ,P                 ,                       ,                         ,                       ,                      ,                        ,                             ,                    ,                        ,                       ,                ,                ,                  ,                     ,                        ,                       ,                           ,                      ,C                    ,                          ,                     ,                ,                        ,                              ,                     ,                          ,                           ,                  ,                     ,                            ,                   ,                     ,                       ,                   ,                     ,                  ,                       ,                         ,                      ,                        ,                    ,                          ,                       ,                     ,                   ,                      ,                    ,A                                     ,                         ,                     ,                                         ,                                         ,                        ,                 ,C                    ,                           ,                    ,                  ,                   ,                    ,                          ,C                     ,               ,              ,                      ,                          ,                                 ,                    ,                         ,R                     ,?                    ,                       ,                  ,                   ,                  ,                               ,                                ,                 ,                     ,                     ,                          ,                          ,                            ,                 ,                         ,                   ,                 ,                       ,                        ,?                  ,                      ,                           ,                         ,                  ,                  ,                 ,                                   ,C                               ,                        ,                        ,F                            ,C                         ,                  ,F                  ,F                     ,                  ,                   ,                 ,C                         ,?                          ,?                      ,                   ,                       ,                    ,?                       ,                  ,                    ,                ,                 ,?                    ,                                     ,?                  ,C                  ,from 115 SR. Chapter 15. Table 25. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN8               ,              ,115, 714,A,  4,H, 7, 140.00,     31.0300,Rio      ,Nannofossils                                 ,A              ,G                 ,                       ,                         ,                       ,                      ,                        ,                             ,                    ,                        ,                       ,                ,                ,                  ,                     ,                        ,                       ,                           ,                      ,C                    ,                          ,                     ,                ,                        ,                              ,                     ,                          ,                           ,                  ,                     ,                            ,                   ,                     ,                       ,                   ,                     ,                  ,                       ,                         ,                      ,                        ,                    ,                          ,                       ,                     ,                   ,                      ,                    ,A                                     ,                         ,                     ,                                         ,                                         ,                        ,                 ,C                    ,                           ,                    ,                  ,                   ,                    ,                          ,C                     ,               ,              ,                      ,                          ,                                 ,                    ,                         ,C                     ,                     ,                       ,                  ,                   ,                  ,                               ,                                ,                 ,                     ,                     ,                          ,                          ,                            ,                 ,                         ,                   ,                 ,                       ,                        ,C                  ,                      ,                           ,                         ,                  ,                  ,                 ,                                   ,A                               ,                        ,                        ,F                            ,F                         ,                  ,C                  ,C                     ,                  ,                   ,                 ,F                         ,C                          ,C                      ,                   ,R                      ,                    ,R                       ,                  ,                    ,R               ,                 ,C                    ,                                     ,R                  ,                   ,from 115 SR. Chapter 15. Table 25. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN7               ,              ,115, 714,A,  5,H, 1,  30.00,     32.0000,Rio      ,Nannofossils                                 ,A              ,G                 ,                       ,                         ,                       ,                      ,                        ,                             ,                    ,                        ,                       ,                ,                ,                  ,                     ,                        ,                       ,                           ,                      ,C                    ,                          ,                     ,                ,                        ,                              ,                     ,                          ,                           ,                  ,                     ,                            ,                   ,                     ,                       ,                   ,                     ,                  ,                       ,                         ,                      ,                        ,                    ,                          ,                       ,                     ,                   ,                      ,                    ,C                                     ,                         ,                     ,                                         ,                                         ,                        ,                 ,C                    ,                           ,                    ,                  ,R                  ,                    ,                          ,A                     ,               ,              ,                      ,                          ,                                 ,                    ,                         ,R                     ,                     ,                       ,                  ,                   ,                  ,                               ,                                ,                 ,                     ,                     ,                          ,                          ,                            ,                 ,                         ,                   ,                 ,                       ,                        ,C                  ,                      ,                           ,                         ,                  ,                  ,                 ,                                   ,C                               ,                        ,                        ,R                            ,F                         ,                  ,F                  ,F                     ,                  ,                   ,                 ,R                         ,C                          ,C                      ,                   ,R                      ,                    ,R                       ,R                 ,                    ,                ,R                ,C                    ,                                     ,R                  ,R                  ,from 115 SR. Chapter 15. Table 25. microfiche in back pocket.
