Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Pulleniatina obliquiloculata	Neogloboquadrina dutertrei	Hastigerina digitata	Globorotalia tumida flexuosa	Globorotalia tumida	Globorotalia truncatulinoides	Globorotalia tosaensis	Globorotalia menardii	Globorotalia inflata	Globorotalia hexagonus	Globorotalia fimbriata	Globorotalia crassaformis viola	Globorotalia crassaformis hessi	Globorotalia crassaformis crassaformis	Globigerinoides trilobus trilobus	Globigerinoides trilobus sacculifer	Globigerinoides ruber (white)	Globigerinoides ruber (pink)	Globigerina calida calida	Globigerina bulloides	Bolliella adamsi	Comment
  IR	Late Pleistocene 	                 	R                 	Y             	155	 941	B	  6	H	CC	  26.00	     51.6700	Showers  	Planktonic Foraminifers                      	C              	P                 	F                           	C                         	-                   	-                           	-                  	F                            	-                     	-                    	R                   	-                     	-                     	-                              	-                              	-                                     	C                                	F                                  	C                            	R                           	-                        	-                    	-               	SP;IS;BN;PT;W;OS; from Leg 155IR; p. 523 Table 4

  IR	Late Pleistocene 	                 	R                 	Y             	155	 941	B	  7	H	CC	  71.00	     59.6800	Showers  	Planktonic Foraminifers                      	A              	M                 	F                           	C                         	-                   	F                           	F                  	C                            	-                     	R                    	R                   	-                     	-                     	-                              	R                              	-                                     	C                                	-                                  	C                            	-                           	-                        	F                    	-               	SP; IS.BN; from Leg 155IR; p. 523 Table 4

  IR	Late Pleistocene 	                 	R                 	Y             	155	 941	B	  8	H	CC	  55.00	     65.2000	Showers  	Planktonic Foraminifers                      	C              	M                 	-                           	C                         	-                   	-                           	-                  	F                            	-                     	-                    	-                   	-                     	-                     	-                              	-                              	-                                     	C                                	F                                  	F                            	C                           	-                        	-                    	-               	S;SP;BN;PT;IS; from Leg 155IR; p. 523 Table 4

  IR	Late Pleistocene 	                 	R                 	Y             	155	 941	B	  9	H	CC	  15.00	     69.5300	Showers  	Planktonic Foraminifers                      	F              	M                 	-                           	C                         	-                   	-                           	R                  	C                            	-                     	-                    	-                   	-                     	-                     	-                              	-                              	-                                     	F                                	-                                  	C                            	-                           	-                        	-                    	-               	SP;BN;S;PT; from Leg 155IR; p. 523 Table 4

  IR	Late Pleistocene 	                 	R                 	Y             	155	 941	B	 10	H	CC	  37.00	     75.5700	Showers  	Planktonic Foraminifers                      	F              	M                 	C                           	C                         	-                   	-                           	-                  	-                            	-                     	-                    	-                   	-                     	-                     	-                              	-                              	-                                     	F                                	F                                  	C                            	-                           	-                        	-                    	-               	SP;BN;OS; from Leg 155IR; p. 523 Table 4

  IR	Late Pleistocene 	                 	R                 	Y             	155	 941	B	 11	H	CC	  30.00	     80.8000	Showers  	Planktonic Foraminifers                      	C              	M                 	F                           	C                         	-                   	-                           	-                  	F                            	-                     	-                    	-                   	-                     	-                     	-                              	-                              	-                                     	C                                	-                                  	C                            	R                           	-                        	-                    	-               	SP;BN;IS; from Leg 155IR; p. 523 Table 4

  IR	Late Pleistocene 	                 	R                 	Y             	155	 941	B	 12	H	CC	  66.00	     86.1600	Showers  	Planktonic Foraminifers                      	C              	M                 	F                           	C                         	-                   	-                           	-                  	F                            	-                     	-                    	-                   	-                     	-                     	-                              	-                              	-                                     	C                                	F                                  	C                            	R                           	-                        	-                    	-               	SP;BN;IS; from Leg 155IR; p. 523 Table 4

