Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Stichocorys wolffii	Stichocorys delmontensis	Siphostichartus corona	Lithopera thornburgi	Diartus petterssoni	Cyrtocapsella japonica	Carpocanopsis cristata	Calocycletta caepa	Botryostrobus miralestensis	Stichocorys johnsoni	Diartus hughesi	Solenosphaera omnitubus omnitubus	Stichocorys peregrina	Stylatractus universus	Phormostichoartus fistula	Phormostichoartus doliolum	Lychnodictyum audax	Didymocyrtis penultima	Anthocyrtidium pliocenica	Anthocyrtidium jenghisi	Theocorythium vetulum	Pterocanium prismatium	Spongaster tetras	Amphirhopalum ypsilon	Lamprocyrtis heteroporos	Lamprocyrtis neoheteroporos	Theocalyptra davisiana	Theocorythium trachelium trachelium	Pterocorys minythorax	Anthocyrtidium angulare	Lamprocyrtis nigriniae	Collosphaera tuberosa	Comment
  SR	                 	                 	A. angulare       	              	138	 851	B	  3	H	 4	 110.00	     22.6000	Moore    	Radiolarians                                 	A              	G                 	                   	                        	                      	                    	                   	                      	                      	                  	                           	                    	               	                                 	                     	R                     	                         	                          	                   	                      	                         	                       	F                    	                      	R                	R                    	                        	R                          	R                     	R                                  	R                    	R                      	-                     	                     	from ODP Leg 138 Ch 11 Figure 8 p 218-219

  SR	                 	                 	A. angulare       	              	138	 851	B	  3	H	 6	 110.00	     25.6000	Moore    	Radiolarians                                 	A              	M                 	                   	                        	                      	                    	                   	                      	                      	                  	                           	                    	               	                                 	                     	R                     	                         	                          	                   	                      	                         	                       	F                    	                      	R                	R                    	-                       	R                          	R                     	R                                  	R                    	R                      	                      	                     	from ODP Leg 138 Ch 11 Figure 8 p 218-219

  SR	                 	                 	A. angulare       	              	138	 851	B	  3	H	CC	  25.00	     27.0900	Moore    	Radiolarians                                 	A              	M                 	                   	                        	                      	                    	                   	                      	                      	                  	                           	                    	               	                                 	                     	R                     	                         	                          	                   	                      	                         	                       	R                    	-                     	R                	R                    	R                       	R                          	R                     	R                                  	R                    	R                      	                      	                     	Reworked older fauna = Trace; from ODP Leg 138 Ch 11 Figure 8 p 218-219

  SR	                 	                 	P prismat.(RN12)SWSR	              	138	 851	B	  4	H	 2	 110.00	     29.1000	Moore    	Radiolarians                                 	A              	M                 	                   	                        	                      	                    	                   	                      	                      	                  	                           	                    	               	                                 	                     	R                     	                         	                          	                   	                      	                         	                       	F                    	R                     	R                	R                    	R                       	R                          	R                     	-                                  	-                    	-                      	                      	                     	from ODP Leg 138 Ch 11 Figure 8 p 218-219

  SR	                 	                 	P prismat.(RN12)SWSR	              	138	 851	B	  4	H	 3	 149.00	     30.9900	Moore    	Radiolarians                                 	A              	G                 	                   	                        	                      	                    	                   	                      	                      	                  	                           	                    	               	                                 	                     	R                     	                         	                          	                   	                      	                         	                       	F                    	R                     	R                	R                    	R                       	R                          	R                     	                                   	                     	                       	                      	                     	from ODP Leg 138 Ch 11 Figure 8 p 218-219

  SR	                 	                 	P prismat.(RN12)SWSR	              	138	 851	B	  4	H	 6	 110.00	     35.1000	Moore    	Radiolarians                                 	A              	M                 	                   	                        	                      	                    	                   	                      	                      	                  	                           	                    	               	                                 	                     	R                     	                         	                          	                   	                      	                         	                       	F                    	R                     	R                	R                    	R                       	R                          	R                     	                                   	                     	                       	                      	                     	from ODP Leg 138 Ch 11 Figure 8 p 218-219

  SR	                 	                 	P prismat.(RN12)SWSR	              	138	 851	B	  4	H	CC	  27.00	     36.4100	Moore    	Radiolarians                                 	C/A            	M                 	                   	                        	                      	                    	                   	                      	                      	                  	                           	                    	               	                                 	                     	R                     	                         	                          	                   	                      	                         	-                      	F                    	R                     	R                	R                    	R                       	R                          	R                     	                                   	                     	                       	                      	                     	from ODP Leg 138 Ch 11 Figure 8 p 218-219

  SR	                 	                 	P prismat.(RN12)SWSR	              	138	 851	B	  5	H	 2	  70.00	     38.2000	Moore    	Radiolarians                                 	A              	G                 	                   	                        	                      	                    	                   	                      	                      	                  	                           	                    	               	                                 	-                    	R                     	                         	                          	                   	                      	                         	R                      	F                    	R                     	R                	R                    	R                       	R                          	R                     	                                   	                     	                       	                      	                     	from ODP Leg 138 Ch 11 Figure 8 p 218-219

  SR	                 	                 	P prismat.(RN12)SWSR	              	138	 851	B	  5	H	 6	 110.00	     44.6000	Moore    	Radiolarians                                 	A              	G                 	                   	                        	                      	                    	                   	                      	                      	                  	                           	                    	               	                                 	-                    	R                     	                         	                          	                   	                      	                         	R                      	F                    	R                     	R                	R                    	R                       	R                          	R                     	                                   	                     	                       	                      	                     	from ODP Leg 138 Ch 11 Figure 8 p 218-219

  SR	                 	                 	A. jenghisi M95   	              	138	 851	B	  5	H	CC	  17.00	     45.8600	Moore    	Radiolarians                                 	A              	G                 	                   	                        	                      	                    	                   	                      	                      	                  	                           	                    	               	                                 	R                    	R                     	                         	                          	                   	                      	                         	R                      	F                    	R                     	R                	R                    	R                       	-                          	-                     	                                   	                     	                       	                      	                     	from ODP Leg 138 Ch 11 Figure 8 p 218-219

  SR	                 	                 	A. jenghisi M95   	              	138	 851	B	  6	H	 2	 110.00	     48.1000	Moore    	Radiolarians                                 	A              	M                 	                   	                        	                      	                    	                   	                      	                      	                  	                           	                    	               	                                 	F                    	R                     	                         	                          	                   	                      	                         	R                      	F                    	R                     	R                	R                    	R                       	-                          	                      	                                   	                     	                       	                      	                     	from ODP Leg 138 Ch 11 Figure 8 p 218-219

  SR	                 	                 	A. jenghisi M95   	              	138	 851	B	  6	H	 4	 110.00	     51.1000	Moore    	Radiolarians                                 	A              	G                 	                   	                        	                      	                    	                   	                      	                      	                  	                           	                    	               	                                 	F                    	R                     	                         	                          	                   	                      	                         	R                      	F                    	R                     	R                	R                    	R                       	-                          	                      	                                   	                     	                       	                      	                     	from ODP Leg 138 Ch 11 Figure 8 p 218-219

  SR	                 	                 	A. jenghisi M95   	              	138	 851	B	  6	H	 6	 110.00	     54.1000	Moore    	Radiolarians                                 	A              	M                 	                   	                        	                      	                    	                   	                      	                      	                  	                           	                    	               	                                 	C                    	R                     	                         	                          	                   	                      	                         	R                      	F                    	R                     	R                	R                    	-                       	-                          	                      	                                   	                     	                       	                      	                     	from ODP Leg 138 Ch 11 Figure 8 p 218-219

  SR	                 	                 	A. jenghisi M95   	              	138	 851	B	  6	H	CC	  29.00	     55.6000	Moore    	Radiolarians                                 	A              	M                 	                   	                        	                      	                    	                   	                      	                      	                  	                           	                    	               	                                 	C                    	R                     	-                        	                          	                   	                      	-                        	R                      	F                    	R                     	R                	R                    	-                       	                           	                      	                                   	                     	                       	                      	                     	from ODP Leg 138 Ch 11 Figure 8 p 218-219

  SR	                 	                 	A. jenghisi M95   	              	138	 851	B	  7	H	 3	   0.00	     58.0000	Moore    	Radiolarians                                 	C/A            	M                 	                   	                        	                      	                    	                   	                      	                      	                  	                           	                    	               	                                 	C                    	R                     	R                        	                          	                   	                      	R                        	R                      	F                    	R                     	R                	R                    	                        	                           	                      	                                   	                     	                       	                      	                     	from ODP Leg 138 Ch 11 Figure 8 p 218-219

  SR	                 	                 	A. jenghisi M95   	              	138	 851	B	  7	H	 4	   0.00	     59.5000	Moore    	Radiolarians                                 	A              	M                 	                   	                        	                      	                    	                   	                      	                      	                  	                           	                    	               	                                 	C                    	R                     	-                        	                          	-                  	                      	R                        	R                      	F                    	R                     	R                	R                    	                        	                           	                      	                                   	                     	                       	                      	                     	from ODP Leg 138 Ch 11 Figure 8 p 218-219

  SR	                 	                 	A. jenghisi M95   	              	138	 851	B	  7	H	 5	   0.00	     61.0000	Moore    	Radiolarians                                 	A              	M                 	                   	                        	                      	                    	                   	                      	                      	                  	                           	                    	               	                                 	F                    	R                     	R                        	                          	-                  	                      	R                        	R                      	F                    	R                     	R                	R                    	                        	                           	                      	                                   	                     	                       	                      	                     	from ODP Leg 138 Ch 11 Figure 8 p 218-219

  SR	                 	                 	A. jenghisi M95   	              	138	 851	B	  7	H	 6	   0.00	     62.5000	Moore    	Radiolarians                                 	A              	M                 	                   	                        	                      	                    	                   	                      	                      	                  	                           	                    	               	                                 	C                    	R                     	R                        	-                         	R                  	                      	R                        	R                      	F                    	R                     	R                	R                    	                        	                           	                      	                                   	                     	                       	                      	                     	from ODP Leg 138 Ch 11 Figure 8 p 218-219

  SR	                 	                 	P doliolum(RN10M95	              	138	 851	B	  7	H	CC	  23.00	     65.0100	Moore    	Radiolarians                                 	A              	G                 	                   	                        	                      	                    	                   	                      	                      	                  	                           	                    	               	                                 	C                    	R                     	R                        	R                         	R                  	                      	F                        	R                      	F                    	R                     	R                	R                    	                        	                           	                      	                                   	                     	                       	                      	                     	from ODP Leg 138 Ch 11 Figure 8 p 218-219

  SR	                 	                 	P doliolum(RN10M95	              	138	 851	B	  8	H	 2	 110.00	     67.1000	Moore    	Radiolarians                                 	A              	G                 	                   	                        	                      	                    	                   	                      	                      	                  	                           	                    	               	                                 	C                    	R                     	R                        	R                         	R                  	-                     	R                        	R                      	F                    	R                     	R                	-                    	                        	                           	                      	                                   	                     	                       	                      	                     	from ODP Leg 138 Ch 11 Figure 8 p 218-219

  SR	                 	                 	S peregrina(RN9)M95	              	138	 851	B	  8	H	 4	 110.00	     70.1000	Moore    	Radiolarians                                 	A              	M                 	                   	                        	                      	                    	                   	                      	                      	                  	                           	                    	               	                                 	C                    	R                     	R                        	R                         	R                  	R                     	F                        	R                      	F                    	R                     	-                	                     	                        	                           	                      	                                   	                     	                       	                      	                     	Reworked older fauna = Trace; from ODP Leg 138 Ch 11 Figure 8 p 218-219

  SR	                 	                 	S peregrina(RN9)M95	              	138	 851	B	  8	H	CC	  21.00	     74.5300	Moore    	Radiolarians                                 	A              	G                 	                   	                        	                      	                    	                   	                      	                      	                  	                           	                    	               	                                 	C                    	R                     	R                        	R                         	R                  	R                     	R                        	R                      	F                    	R                     	-                	                     	                        	                           	                      	                                   	                     	                       	                      	                     	from ODP Leg 138 Ch 11 Figure 8 p 218-219

  SR	                 	                 	S peregrina(RN9)M95	              	138	 851	B	  9	H	CC	  32.00	     84.1300	Moore    	Radiolarians                                 	A              	G                 	                   	                        	                      	                    	                   	                      	                      	                  	                           	                    	               	                                 	C                    	R                     	R                        	R                         	R                  	R                     	R                        	R                      	F                    	-                     	                 	                     	                        	                           	                      	                                   	                     	                       	                      	                     	from ODP Leg 138 Ch 11 Figure 8 p 218-219

  SR	                 	                 	S peregrina(RN9)M95	              	138	 851	B	 10	H	CC	  25.00	     93.4500	Moore    	Radiolarians                                 	A              	G                 	                   	                        	                      	                    	                   	                      	                      	                  	                           	                    	               	-                                	C                    	R                     	R                        	R                         	R                  	R                     	R                        	R                      	R                    	-                     	                 	                     	                        	                           	                      	                                   	                     	                       	                      	                     	from ODP Leg 138 Ch 11 Figure 8 p 218-219

  SR	                 	                 	S peregrina(RN9)M95	              	138	 851	B	 11	H	 2	 110.00	     95.6000	Moore    	Radiolarians                                 	A              	G                 	                   	                        	                      	                    	                   	                      	                      	                  	                           	                    	               	rT                               	C                    	R                     	R                        	R                         	R                  	R                     	R                        	R                      	R                    	-                     	                 	                     	                        	                           	                      	                                   	                     	                       	                      	                     	from ODP Leg 138 Ch 11 Figure 8 p 218-219

  SR	                 	                 	S peregrina(RN9)M95	              	138	 851	B	 11	H	 4	 110.00	     98.6000	Moore    	Radiolarians                                 	A              	G                 	                   	                        	                      	                    	                   	                      	                      	                  	                           	                    	               	R                                	C                    	R                     	R                        	R                         	R                  	R                     	R                        	R                      	-                    	                      	                 	                     	                        	                           	                      	                                   	                     	                       	                      	                     	from ODP Leg 138 Ch 11 Figure 8 p 218-219

  SR	                 	                 	S peregrina(RN9)M95	              	138	 851	B	 11	H	 6	 110.00	    101.6000	Moore    	Radiolarians                                 	A              	G                 	                   	                        	                      	                    	                   	                      	                      	                  	                           	                    	               	R                                	C                    	R                     	R                        	R                         	R                  	R                     	R                        	R                      	-                    	                      	                 	                     	                        	                           	                      	                                   	                     	                       	                      	                     	from ODP Leg 138 Ch 11 Figure 8 p 218-219

  SR	                 	                 	S peregrina(RN9)M95	              	138	 851	B	 11	H	CC	  22.00	    102.9800	Moore    	Radiolarians                                 	A              	G                 	                   	                        	                      	                    	                   	                      	                      	                  	                           	                    	               	R                                	C                    	R                     	R                        	R                         	R                  	R                     	R                        	R                      	                     	                      	                 	                     	                        	                           	                      	                                   	                     	                       	                      	                     	from ODP Leg 138 Ch 11 Figure 8 p 218-219

  SR	                 	                 	S peregrina(RN9)M95	              	138	 851	B	 12	H	CC	  27.00	    112.6100	Moore    	Radiolarians                                 	A              	G                 	                   	                        	                      	                    	                   	                      	                      	                  	                           	                    	               	R                                	C                    	R                     	R                        	R                         	R                  	R                     	R                        	R                      	                     	                      	                 	                     	                        	                           	                      	                                   	                     	                       	                      	                     	from ODP Leg 138 Ch 11 Figure 8 p 218-219

  SR	                 	                 	S peregrina(RN9)M95	              	138	 851	B	 13	H	 2	 110.00	    114.6000	Moore    	Radiolarians                                 	A              	G                 	                   	                        	R                     	                    	                   	                      	                      	                  	                           	                    	               	R                                	C                    	                      	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                        	                           	                      	                                   	                     	                       	                      	                     	from ODP Leg 138 Ch 11 Figure 8 p 218-219

  SR	                 	                 	S peregrina(RN9)M95	              	138	 851	B	 13	H	 4	 110.00	    117.6400	Moore    	Radiolarians                                 	A              	G                 	                   	                        	R                     	                    	                   	                      	                      	-                 	                           	                    	               	R                                	C                    	                      	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                        	                           	                      	                                   	                     	                       	                      	                     	from ODP Leg 138 Ch 11 Figure 8 p 218-219

  SR	                 	                 	S peregrina(RN9)M95	              	138	 851	B	 13	H	CC	  34.00	    122.1600	Moore    	Radiolarians                                 	A              	G                 	                   	                        	R                     	                    	                   	                      	                      	-                 	                           	                    	               	R                                	C                    	                      	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                        	                           	                      	                                   	                     	                       	                      	                     	from ODP Leg 138 Ch 11 Figure 8 p 218-219

  SR	                 	                 	S peregrina(RN9)M95	              	138	 851	B	 14	H	CC	  15.00	    131.3400	Moore    	Radiolarians                                 	A              	G                 	                   	                        	R                     	                    	                   	                      	                      	rT                	                           	-                   	               	R                                	F                    	                      	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                        	                           	                      	                                   	                     	                       	                      	                     	from ODP Leg 138 Ch 11 Figure 8 p 218-219

  SR	                 	                 	S peregrina(RN9)M95	              	138	 851	B	 15	H	 2	 110.00	    133.6000	Moore    	Radiolarians                                 	A              	G                 	                   	                        	R                     	                    	                   	                      	                      	R                 	                           	R                   	               	R                                	F                    	                      	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                        	                           	                      	                                   	                     	                       	                      	                     	from ODP Leg 138 Ch 11 Figure 8 p 218-219

  SR	                 	                 	S peregrina(RN9)M95	              	138	 851	B	 15	H	 4	 110.00	    136.6000	Moore    	Radiolarians                                 	A              	M                 	                   	                        	R                     	                    	                   	                      	                      	R                 	                           	-                   	               	R                                	C                    	                      	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                        	                           	                      	                                   	                     	                       	                      	                     	from ODP Leg 138 Ch 11 Figure 8 p 218-219

  SR	                 	                 	S peregrina(RN9)M95	              	138	 851	B	 15	H	CC	  16.00	    140.8500	Moore    	Radiolarians                                 	A              	G                 	                   	                        	R                     	                    	                   	                      	                      	R                 	                           	R                   	               	R                                	C                    	                      	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                        	                           	                      	                                   	                     	                       	                      	                     	from ODP Leg 138 Ch 11 Figure 8 p 218-219

  SR	                 	                 	S peregrina(RN9)M95	              	138	 851	B	 16	X	CC	  24.00	    149.9800	Moore    	Radiolarians                                 	A              	G                 	                   	                        	R                     	                    	                   	                      	                      	R                 	                           	R                   	               	R                                	C                    	                      	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                        	                           	                      	                                   	                     	                       	                      	                     	from ODP Leg 138 Ch 11 Figure 8 p 218-219

  SR	                 	                 	S peregrina(RN9)M95	              	138	 851	B	 17	X	 2	 110.00	    152.7000	Moore    	Radiolarians                                 	A              	G                 	                   	R                       	R                     	                    	                   	                      	                      	R                 	                           	R                   	               	R                                	C                    	                      	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                        	                           	                      	                                   	                     	                       	                      	                     	from ODP Leg 138 Ch 11 Figure 8 p 218-219

  SR	                 	                 	D. penultima (RN8)	              	138	 851	B	 17	X	 4	 110.00	    155.7000	Moore    	Radiolarians                                 	A              	M                 	                   	C                       	R                     	                    	                   	                      	                      	R                 	                           	R                   	               	R                                	F                    	                      	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                        	                           	                      	                                   	                     	                       	                      	                     	from ODP Leg 138 Ch 11 Figure 8 p 218-219

  SR	                 	                 	D. penultima (RN8)	              	138	 851	B	 17	X	 6	 110.00	    158.7000	Moore    	Radiolarians                                 	A              	M                 	                   	C                       	R                     	                    	                   	                      	                      	R                 	                           	R                   	               	R                                	                     	                      	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                        	                           	                      	                                   	                     	                       	                      	                     	from ODP Leg 138 Ch 11 Figure 8 p 218-219

  SR	                 	                 	D. penultima (RN8)	              	138	 851	B	 17	X	CC	  24.00	    159.8300	Moore    	Radiolarians                                 	A              	G                 	                   	C                       	R                     	                    	                   	                      	                      	R                 	                           	R                   	               	R                                	                     	                      	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                        	                           	                      	                                   	                     	                       	                      	                     	from ODP Leg 138 Ch 11 Figure 8 p 218-219

  SR	                 	                 	D. penultima (RN8)	              	138	 851	B	 18	X	 2	 110.00	    162.4000	Moore    	Radiolarians                                 	A              	M                 	                   	C                       	R                     	                    	                   	                      	                      	R                 	                           	R                   	               	-                                	                     	                      	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                        	                           	                      	                                   	                     	                       	                      	                     	from ODP Leg 138 Ch 11 Figure 8 p 218-219

  SR	                 	                 	D. penultima (RN8)	              	138	 851	B	 18	X	 4	 110.00	    165.4000	Moore    	Radiolarians                                 	A              	G                 	                   	C                       	R                     	                    	                   	                      	                      	R                 	                           	R                   	               	                                 	                     	                      	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                        	                           	                      	                                   	                     	                       	                      	                     	from ODP Leg 138 Ch 11 Figure 8 p 218-219

  SR	                 	                 	D. penultima (RN8)	              	138	 851	B	 18	X	CC	  26.00	    169.4800	Moore    	Radiolarians                                 	A              	G                 	                   	C                       	R                     	                    	                   	                      	                      	R                 	                           	R                   	               	                                 	                     	                      	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                        	                           	                      	                                   	                     	                       	                      	                     	from ODP Leg 138 Ch 11 Figure 8 p 218-219

  SR	                 	                 	D. penultima (RN8)	              	138	 851	B	 19	X	CC	  17.00	    179.0100	Moore    	Radiolarians                                 	A              	G                 	                   	C                       	R                     	                    	                   	                      	                      	R                 	                           	R                   	-              	                                 	                     	                      	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                        	                           	                      	                                   	                     	                       	                      	                     	from ODP Leg 138 Ch 11 Figure 8 p 218-219

  SR	                 	                 	D. antepenultima RN7	              	138	 851	B	 20	X	 2	 110.00	    181.7000	Moore    	Radiolarians                                 	A              	M                 	                   	C                       	R                     	                    	                   	                      	                      	R                 	                           	R                   	R              	                                 	                     	                      	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                        	                           	                      	                                   	                     	                       	                      	                     	from ODP Leg 138 Ch 11 Figure 8 p 218-219

  SR	                 	                 	D. antepenultima RN7	              	138	 851	B	 20	X	 6	 110.00	    187.7000	Moore    	Radiolarians                                 	A              	G                 	                   	C                       	R                     	                    	                   	                      	                      	F                 	                           	R                   	R              	                                 	                     	                      	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                        	                           	                      	                                   	                     	                       	                      	                     	from ODP Leg 138 Ch 11 Figure 8 p 218-219

  SR	                 	                 	D. antepenultima RN7	              	138	 851	B	 20	X	CC	  33.00	    188.9200	Moore    	Radiolarians                                 	A              	G                 	                   	C                       	R                     	                    	                   	                      	                      	F                 	                           	R                   	F              	                                 	                     	                      	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                        	                           	                      	                                   	                     	                       	                      	                     	from ODP Leg 138 Ch 11 Figure 8 p 218-219

  SR	                 	                 	D. antepenultima RN7	              	138	 851	B	 21	X	 4	 110.00	    193.9000	Moore    	Radiolarians                                 	A              	G                 	                   	C                       	R                     	                    	                   	                      	                      	F                 	-                          	R                   	F              	                                 	                     	                      	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                        	                           	                      	                                   	                     	                       	                      	                     	from ODP Leg 138 Ch 11 Figure 8 p 218-219

  SR	                 	                 	D. antepenultima RN7	              	138	 851	B	 21	X	 6	 105.00	    196.8500	Moore    	Radiolarians                                 	A              	G                 	                   	C                       	R                     	                    	                   	                      	                      	F                 	R                          	R                   	F              	                                 	                     	                      	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                        	                           	                      	                                   	                     	                       	                      	                     	from ODP Leg 138 Ch 11 Figure 8 p 218-219

  SR	                 	                 	D. antepenultima RN7	              	138	 851	B	 21	X	CC	  20.00	    197.1100	Moore    	Radiolarians                                 	A              	M                 	                   	C                       	R                     	                    	R                  	                      	                      	F                 	R                          	R                   	F              	                                 	                     	                      	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                        	                           	                      	                                   	                     	                       	                      	                     	from ODP Leg 138 Ch 11 Figure 8 p 218-219

  SR	                 	                 	D. antepenultima RN7	              	138	 851	B	 22	X	 6	 106.00	    206.0600	Moore    	Radiolarians                                 	A              	M                 	                   	C                       	R                     	                    	R                  	                      	                      	F                 	R                          	R                   	F              	                                 	                     	                      	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                        	                           	                      	                                   	                     	                       	                      	                     	from ODP Leg 138 Ch 11 Figure 8 p 218-219

  SR	                 	                 	D. antepenultima RN7	              	138	 851	B	 22	X	CC	  20.00	    207.2800	Moore    	Radiolarians                                 	A              	M                 	                   	C                       	R                     	                    	R                  	                      	                      	F                 	R                          	R                   	F              	                                 	                     	                      	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                        	                           	                      	                                   	                     	                       	                      	                     	from ODP Leg 138 Ch 11 Figure 8 p 218-219

  SR	                 	                 	D. petterssoni (RN6)	              	138	 851	B	 23	X	 2	 110.00	    209.7000	Moore    	Radiolarians                                 	A              	G                 	                   	C                       	R                     	                    	F                  	                      	                      	F                 	R                          	R                   	R              	                                 	                     	                      	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                        	                           	                      	                                   	                     	                       	                      	                     	from ODP Leg 138 Ch 11 Figure 8 p 218-219

  SR	                 	                 	D. petterssoni (RN6)	              	138	 851	B	 23	X	 4	 110.00	    212.7000	Moore    	Radiolarians                                 	A              	G                 	-                  	C                       	R                     	                    	F                  	                      	                      	F                 	R                          	R                   	R              	                                 	                     	                      	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                        	                           	                      	                                   	                     	                       	                      	                     	from ODP Leg 138 Ch 11 Figure 8 p 218-219

  SR	                 	                 	D. petterssoni (RN6)	              	138	 851	B	 23	X	 6	 108.00	    215.6800	Moore    	Radiolarians                                 	A              	G                 	-                  	C                       	R                     	                    	F                  	                      	                      	F                 	R                          	-                   	-              	                                 	                     	                      	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                        	                           	                      	                                   	                     	                       	                      	                     	from ODP Leg 138 Ch 11 Figure 8 p 218-219

  SR	                 	                 	D. petterssoni (RN6)	              	138	 851	B	 23	X	CC	  23.00	    216.8400	Moore    	Radiolarians                                 	A              	G                 	F                  	C                       	R                     	                    	F                  	                      	                      	F                 	R                          	-                   	               	                                 	                     	                      	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                        	                           	                      	                                   	                     	                       	                      	                     	from ODP Leg 138 Ch 11 Figure 8 p 218-219

  SR	                 	                 	D. petterssoni (RN6)	              	138	 851	B	 24	X	CC	  18.00	    226.5500	Moore    	Radiolarians                                 	A              	M                 	R                  	C                       	R                     	                    	F                  	-                     	                      	F                 	R                          	                    	               	                                 	                     	                      	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                        	                           	                      	                                   	                     	                       	                      	                     	from ODP Leg 138 Ch 11 Figure 8 p 218-219

