Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Subbotina velascoensis,Morozovella velascoensis,Morozovella aequa,Morozovella acuta,Globanomalina pseudomenardii,Acarinina soldadoensis,Morozovella subbotinae,Subbotina linaperta,Morozovella occlusa,Morozovella gracilis,Globanomalina planoconica,Chiloguembelina wilcoxensis,Morozovella marginodentata,Acarinina primitiva,Morozovella lensiformis,Morozovella formosa,Globoconusa daubjergensis,Acarinina quetra,Morozovella aragonensis,Acarinina angulosa,Subbotina inaequispira,Subbotina lozanoi,Subbotina cryptomphala,Morozovella caucasica,Igorina broedermanni,Globigerinatheka subconglobata,Acarinina bullbrooki,Acarinina spinuloinflata,Morozovella spinulosa,Globigerinatheka mexicana,Truncorotaloides topilensis,Truncorotaloides rohri,Turborotalia possagnoensis,Globigerina venezuelana,Hantkenina dumblei,Morozovella lehneri,Guembelitrioides higginsi,Acarinina pentacamerata,Globigerinatheka index,Turborotalia pomeroli,Turborotalia cerroazulensis,Subbotina eocaena,Globigerina corpulenta,Catapsydrax dissimilis,Subbotina venezuelana,Subbotina praeturritilina,Pseudohastigerina micra,Planorotalites pseudoscitulus,Acarinina densa,Globigerinatheka beckmanni,Hantkenina alabamensis,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Middle Eocene    ,                  ,P14           ,171,1051,B,  6,H,CC,  25.00,     52.5700,Bellier  ,Planktonic Foraminifers                      ,A              ,G                 ,                      ,                        ,                 ,                 ,                            ,                      ,                      ,R                  ,                   ,                    ,                         ,                           ,                          ,                   ,                       ,                   ,                         ,                ,                       ,                  ,                      ,                 ,                      ,                     ,                    ,                              ,P                   ,                        ,R                    ,F                        ,                           ,                      ,                          ,                       ,                  ,                   ,                         ,                       ,                      ,                     ,R                          ,                 ,P                     ,F                     ,                     ,F                        ,                       ,                             ,               ,                          ,P                     ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Middle Eocene    ,                  ,P14           ,171,1051,B,  7,H,CC,  44.00,     62.6300,Bellier  ,Planktonic Foraminifers                      ,C              ,G                 ,                      ,                        ,                 ,                 ,                            ,                      ,                      ,F                  ,                   ,                    ,                         ,                           ,                          ,                   ,                       ,                   ,                         ,                ,                       ,                  ,                      ,                 ,                      ,                     ,                    ,                              ,R                   ,                        ,R                    ,R                        ,P                          ,R                     ,                          ,                       ,                  ,                   ,                         ,                       ,                      ,                     ,P                          ,                 ,R                     ,F                     ,                     ,F                        ,                       ,                             ,               ,                          ,P                     ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Middle Eocene    ,                  ,P13           ,171,1051,B,  8,H,CC,  16.00,     71.5500,Bellier  ,Planktonic Foraminifers                      ,C              ,G                 ,                      ,                        ,                 ,                 ,                            ,                      ,                      ,F                  ,                   ,                    ,                         ,                           ,                          ,                   ,                       ,                   ,                         ,                ,                       ,                  ,                      ,                 ,                      ,                     ,                    ,R                             ,R                   ,                        ,R                    ,F                        ,R                          ,                      ,                          ,R                      ,                  ,P                  ,                         ,                       ,                      ,F                    ,                           ,                 ,                      ,R                     ,                     ,                         ,                       ,                             ,               ,P                         ,                      ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Middle Eocene    ,                  ,P13           ,171,1051,B,  9,H,CC,  23.00,     81.3300,Bellier  ,Planktonic Foraminifers                      ,F              ,G                 ,                      ,                        ,                 ,                 ,                            ,                      ,                      ,F                  ,                   ,                    ,                         ,                           ,                          ,                   ,                       ,                   ,                         ,                ,                       ,                  ,                      ,                 ,                      ,                     ,                    ,R                             ,R                   ,                        ,R                    ,F                        ,                           ,                      ,                          ,                       ,                  ,                   ,                         ,                       ,                      ,                     ,P                          ,                 ,                      ,R                     ,                     ,                         ,                       ,                             ,               ,                          ,                      ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Middle Eocene    ,                  ,P13           ,171,1051,B, 10,H,CC,  15.00,     90.6800,Bellier  ,Planktonic Foraminifers                      ,C              ,G                 ,                      ,                        ,                 ,                 ,                            ,                      ,                      ,R                  ,                   ,                    ,                         ,                           ,                          ,R                  ,                       ,                   ,                         ,                ,                       ,                  ,                      ,                 ,                      ,                     ,                    ,                              ,A                   ,                        ,F                    ,F                        ,F                          ,F                     ,                          ,                       ,R                 ,R                  ,                         ,                       ,                      ,R                    ,                           ,                 ,                      ,F                     ,                     ,                         ,P                      ,F                            ,F              ,P                         ,                      ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Middle Eocene    ,                  ,P12           ,171,1051,B, 11,H,CC,   8.00,     96.4000,Bellier  ,Planktonic Foraminifers                      ,A              ,G                 ,                      ,                        ,                 ,                 ,                            ,                      ,                      ,R                  ,                   ,                    ,                         ,                           ,                          ,                   ,                       ,                   ,                         ,                ,                       ,                  ,                      ,                 ,                      ,                     ,                    ,                              ,A                   ,                        ,R                    ,R                        ,F                          ,F                     ,                          ,                       ,R                 ,P                  ,                         ,                       ,                      ,F                    ,                           ,                 ,                      ,                      ,R                    ,F                        ,R                      ,F                            ,F              ,                          ,                      ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Middle Eocene    ,                  ,P13           ,171,1051,B, 12,H,CC,  24.00,    106.1500,Bellier  ,Planktonic Foraminifers                      ,C              ,G                 ,                      ,                        ,                 ,                 ,                            ,                      ,                      ,R                  ,                   ,                    ,                         ,                           ,                          ,                   ,                       ,                   ,                         ,                ,                       ,                  ,                      ,                 ,                      ,                     ,                    ,                              ,A                   ,                        ,R                    ,R                        ,F                          ,F                     ,                          ,                       ,R                 ,P                  ,                         ,                       ,                      ,F                    ,                           ,                 ,                      ,                      ,R                    ,F                        ,R                      ,F                            ,F              ,R                         ,                      ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Middle Eocene    ,                  ,P12           ,171,1051,B, 13,H,CC,   6.00,    115.9200,Bellier  ,Planktonic Foraminifers                      ,C              ,G                 ,                      ,                        ,                 ,                 ,                            ,                      ,                      ,F                  ,                   ,                    ,                         ,                           ,                          ,R                  ,                       ,                   ,                         ,                ,                       ,                  ,                      ,                 ,                      ,                     ,                    ,                              ,F                   ,                        ,F                    ,A                        ,F                          ,F                     ,                          ,                       ,R                 ,R                  ,                         ,                       ,                      ,F                    ,                           ,                 ,                      ,R                     ,R                    ,F                        ,F                      ,F                            ,F              ,                          ,                      ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Middle Eocene    ,                  ,P12           ,171,1051,B, 14,H,CC,  18.00,    125.5400,Bellier  ,Planktonic Foraminifers                      ,F              ,G                 ,                      ,                        ,                 ,                 ,                            ,                      ,                      ,R                  ,                   ,                    ,                         ,                           ,                          ,                   ,                       ,                   ,                         ,                ,                       ,                  ,F                     ,                 ,                      ,                     ,                    ,R                             ,F                   ,                        ,R                    ,F                        ,                           ,F                     ,                          ,R                      ,R                 ,R                  ,                         ,                       ,                      ,                     ,P                          ,R                ,P                     ,R                     ,                     ,                         ,                       ,                             ,               ,                          ,                      ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Middle Eocene    ,                  ,P12           ,171,1051,B, 15,H,CC,  29.00,    134.7400,Bellier  ,Planktonic Foraminifers                      ,F              ,G                 ,                      ,                        ,                 ,                 ,                            ,                      ,                      ,R                  ,                   ,                    ,                         ,                           ,                          ,                   ,                       ,                   ,                         ,                ,                       ,                  ,F                     ,                 ,                      ,                     ,                    ,R                             ,F                   ,                        ,R                    ,F                        ,                           ,F                     ,                          ,                       ,R                 ,R                  ,                         ,                       ,                      ,                     ,P                          ,R                ,P                     ,R                     ,                     ,                         ,                       ,                             ,               ,                          ,                      ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Middle Eocene    ,                  ,P12           ,171,1051,B, 16,X,CC,  13.00,    143.9300,Bellier  ,Planktonic Foraminifers                      ,R              ,M                 ,                      ,                        ,                 ,                 ,                            ,                      ,                      ,R                  ,                   ,                    ,                         ,                           ,                          ,                   ,                       ,                   ,                         ,                ,                       ,                  ,R                     ,                 ,                      ,                     ,                    ,                              ,R                   ,                        ,R                    ,P                        ,                           ,P                     ,                          ,P                      ,                  ,                   ,                         ,                       ,P                     ,                     ,                           ,                 ,                      ,                      ,                     ,                         ,                       ,                             ,               ,                          ,                      ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Middle Eocene    ,                  ,P12           ,171,1051,B, 17,X,CC,  19.00,    152.9100,Bellier  ,Planktonic Foraminifers                      ,F              ,M                 ,                      ,                        ,                 ,                 ,                            ,                      ,                      ,F                  ,                   ,                    ,                         ,                           ,                          ,                   ,                       ,                   ,                         ,                ,                       ,                  ,F                     ,                 ,                      ,                     ,                    ,                              ,F                   ,                        ,F                    ,R                        ,                           ,R                     ,                          ,                       ,                  ,F                  ,                         ,                       ,P                     ,P                    ,                           ,                 ,                      ,                      ,                     ,                         ,                       ,                             ,               ,                          ,                      ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Middle Eocene    ,                  ,P12           ,171,1051,B, 18,X,CC,  27.00,    162.6600,Bellier  ,Planktonic Foraminifers                      ,F              ,M                 ,                      ,                        ,                 ,                 ,                            ,                      ,                      ,F                  ,                   ,                    ,                         ,                           ,                          ,                   ,                       ,                   ,                         ,                ,                       ,                  ,F                     ,                 ,                      ,                     ,                    ,                              ,F                   ,                        ,F                    ,R                        ,                           ,R                     ,                          ,                       ,P                 ,                   ,                         ,                       ,P                     ,                     ,                           ,                 ,                      ,                      ,                     ,                         ,                       ,                             ,               ,                          ,                      ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Middle Eocene    ,                  ,P12           ,171,1051,B, 19,X,CC,  22.00,    168.6800,Bellier  ,Planktonic Foraminifers                      ,F              ,M                 ,                      ,                        ,                 ,                 ,                            ,                      ,                      ,F                  ,                   ,                    ,                         ,                           ,                          ,                   ,                       ,                   ,                         ,                ,                       ,                  ,F                     ,                 ,                      ,                     ,                    ,                              ,F                   ,                        ,F                    ,R                        ,                           ,R                     ,                          ,                       ,                  ,F                  ,                         ,                       ,P                     ,P                    ,                           ,                 ,                      ,                      ,                     ,                         ,                       ,                             ,               ,                          ,                      ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Middle Eocene    ,                  ,P12           ,171,1051,B, 20,X,CC,  16.00,    181.6600,Bellier  ,Planktonic Foraminifers                      ,F              ,G                 ,                      ,                        ,                 ,                 ,                            ,                      ,                      ,F                  ,                   ,                    ,                         ,                           ,                          ,                   ,                       ,                   ,                         ,                ,                       ,                  ,F                     ,                 ,                      ,                     ,                    ,                              ,F                   ,                        ,F                    ,R                        ,                           ,R                     ,                          ,                       ,                  ,F                  ,                         ,                       ,P                     ,P                    ,                           ,                 ,                      ,                      ,                     ,                         ,                       ,                             ,               ,                          ,                      ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Middle Eocene    ,                  ,P12           ,171,1051,B, 21,X,CC,  22.00,    190.4600,Bellier  ,Planktonic Foraminifers                      ,F              ,M                 ,                      ,                        ,                 ,                 ,                            ,                      ,                      ,F                  ,                   ,                    ,                         ,                           ,                          ,                   ,                       ,                   ,                         ,                ,                       ,                  ,F                     ,                 ,                      ,                     ,                    ,                              ,F                   ,                        ,F                    ,R                        ,                           ,R                     ,                          ,                       ,                  ,F                  ,                         ,                       ,P                     ,P                    ,                           ,                 ,                      ,                      ,                     ,                         ,                       ,                             ,               ,                          ,                      ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Middle Eocene    ,                  ,P12           ,171,1051,B, 22,X,CC,  28.00,    200.9700,Bellier  ,Planktonic Foraminifers                      ,F              ,M                 ,                      ,                        ,                 ,                 ,                            ,                      ,                      ,F                  ,                   ,                    ,                         ,                           ,                          ,                   ,                       ,                   ,                         ,                ,                       ,                  ,F                     ,                 ,                      ,                     ,                    ,                              ,F                   ,                        ,F                    ,R                        ,                           ,R                     ,                          ,                       ,                  ,F                  ,                         ,                       ,P                     ,                     ,                           ,                 ,                      ,                      ,                     ,                         ,                       ,                             ,               ,                          ,                      ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Middle Eocene    ,                  ,P12           ,171,1051,B, 23,X,CC,  26.00,    210.5200,Bellier  ,Planktonic Foraminifers                      ,F              ,M                 ,                      ,                        ,                 ,                 ,                            ,                      ,                      ,F                  ,                   ,                    ,                         ,                           ,                          ,                   ,                       ,                   ,                         ,                ,                       ,                  ,F                     ,                 ,                      ,                     ,                    ,                              ,F                   ,                        ,F                    ,F                        ,                           ,R                     ,                          ,                       ,                  ,F                  ,                         ,                       ,P                     ,                     ,                           ,                 ,                      ,                      ,                     ,                         ,                       ,                             ,               ,                          ,                      ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Middle Eocene    ,                  ,P12           ,171,1051,B, 24,X,CC,  26.00,    220.1900,Bellier  ,Planktonic Foraminifers                      ,F              ,M                 ,                      ,                        ,                 ,                 ,                            ,                      ,                      ,F                  ,                   ,                    ,                         ,                           ,                          ,                   ,                       ,                   ,                         ,                ,                       ,                  ,F                     ,                 ,                      ,                     ,                    ,                              ,F                   ,                        ,F                    ,R                        ,                           ,R                     ,                          ,                       ,                  ,F                  ,                         ,                       ,P                     ,                     ,                           ,                 ,                      ,                      ,                     ,                         ,                       ,                             ,               ,                          ,                      ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Middle Eocene    ,                  ,P11           ,171,1051,B, 25,X,CC,  36.00,    229.9000,Bellier  ,Planktonic Foraminifers                      ,F              ,M                 ,                      ,                        ,                 ,                 ,                            ,                      ,                      ,R                  ,                   ,                    ,                         ,                           ,                          ,                   ,                       ,                   ,                         ,                ,R                      ,                  ,F                     ,                 ,                      ,                     ,                    ,                              ,F                   ,                        ,P                    ,P                        ,                           ,R                     ,                          ,                       ,                  ,P                  ,                         ,P                      ,                      ,                     ,                           ,                 ,                      ,                      ,                     ,                         ,                       ,                             ,               ,                          ,                      ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Middle Eocene    ,                  ,P11           ,171,1051,B, 26,X,CC,  34.00,    239.4900,Bellier  ,Planktonic Foraminifers                      ,F              ,M                 ,                      ,                        ,                 ,                 ,                            ,                      ,                      ,F                  ,                   ,                    ,                         ,                           ,                          ,                   ,                       ,                   ,                         ,                ,P                      ,                  ,F                     ,                 ,P                     ,                     ,                    ,R                             ,F                   ,                        ,P                    ,R                        ,P                          ,R                     ,P                         ,                       ,                  ,P                  ,                         ,R                      ,                      ,                     ,                           ,                 ,                      ,                      ,                     ,                         ,                       ,                             ,               ,                          ,                      ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Middle Eocene    ,                  ,P11           ,171,1051,B, 27,X,CC,  37.00,    246.4900,Bellier  ,Planktonic Foraminifers                      ,F              ,M                 ,                      ,                        ,                 ,                 ,                            ,                      ,                      ,R                  ,                   ,                    ,                         ,                           ,                          ,P                  ,                       ,                   ,                         ,                ,R                      ,                  ,R                     ,                 ,                      ,                     ,P                   ,R                             ,P                   ,                        ,R                    ,R                        ,                           ,R                     ,P                         ,                       ,P                 ,P                  ,                         ,                       ,                      ,                     ,                           ,                 ,                      ,                      ,                     ,                         ,                       ,                             ,               ,                          ,                      ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Middle Eocene    ,                  ,P11           ,171,1051,B, 28,X,CC,  32.00,    258.7900,Bellier  ,Planktonic Foraminifers                      ,F              ,M                 ,                      ,                        ,                 ,                 ,                            ,                      ,                      ,F                  ,                   ,                    ,                         ,                           ,                          ,                   ,                       ,                   ,                         ,                ,R                      ,                  ,R                     ,                 ,                      ,                     ,                    ,R                             ,F                   ,                        ,                     ,R                        ,P                          ,R                     ,P                         ,                       ,                  ,P                  ,P                        ,                       ,                      ,                     ,                           ,                 ,                      ,                      ,                     ,                         ,                       ,                             ,               ,                          ,                      ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Middle Eocene    ,                  ,P11           ,171,1051,B, 29,X,CC,  37.00,    268.4100,Bellier  ,Planktonic Foraminifers                      ,F              ,M                 ,                      ,                        ,                 ,                 ,                            ,                      ,                      ,R                  ,                   ,                    ,                         ,                           ,                          ,                   ,                       ,                   ,                         ,                ,R                      ,                  ,F                     ,                 ,                      ,                     ,                    ,R                             ,F                   ,                        ,P                    ,F                        ,                           ,                      ,P                         ,                       ,P                 ,                   ,                         ,                       ,                      ,                     ,                           ,                 ,                      ,                      ,                     ,                         ,                       ,                             ,               ,                          ,                      ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Middle Eocene    ,                  ,P11           ,171,1051,B, 30,X,CC,  37.00,    277.9700,Bellier  ,Planktonic Foraminifers                      ,F              ,M                 ,                      ,                        ,                 ,                 ,                            ,                      ,                      ,F                  ,                   ,                    ,                         ,                           ,                          ,                   ,                       ,                   ,                         ,                ,R                      ,                  ,F                     ,                 ,                      ,                     ,                    ,R                             ,F                   ,                        ,R                    ,F                        ,                           ,R                     ,P                         ,                       ,P                 ,                   ,                         ,                       ,                      ,                     ,                           ,                 ,                      ,                      ,                     ,                         ,                       ,                             ,               ,                          ,                      ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Middle Eocene    ,                  ,P11           ,171,1051,B, 31,X,CC,  33.00,    287.5600,Bellier  ,Planktonic Foraminifers                      ,F              ,M                 ,                      ,                        ,                 ,                 ,                            ,                      ,                      ,F                  ,                   ,                    ,                         ,                           ,                          ,R                  ,                       ,                   ,                         ,                ,                       ,                  ,F                     ,                 ,                      ,                     ,                    ,R                             ,F                   ,                        ,R                    ,F                        ,                           ,F                     ,R                         ,                       ,P                 ,                   ,                         ,                       ,                      ,                     ,                           ,                 ,                      ,                      ,                     ,                         ,                       ,                             ,               ,                          ,                      ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Middle Eocene    ,                  ,P11           ,171,1051,B, 32,X,CC,  33.00,    294.9600,Bellier  ,Planktonic Foraminifers                      ,F              ,M                 ,                      ,                        ,                 ,                 ,                            ,                      ,                      ,F                  ,                   ,                    ,                         ,                           ,                          ,R                  ,                       ,                   ,                         ,                ,                       ,                  ,F                     ,                 ,                      ,                     ,                    ,R                             ,F                   ,                        ,R                    ,F                        ,                           ,F                     ,P                         ,                       ,                  ,                   ,                         ,                       ,                      ,                     ,                           ,                 ,                      ,                      ,                     ,                         ,                       ,                             ,               ,                          ,                      ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Middle Eocene    ,                  ,P11           ,171,1051,B, 33,X,CC,  47.00,    303.4100,Bellier  ,Planktonic Foraminifers                      ,F              ,G                 ,                      ,                        ,                 ,                 ,                            ,                      ,                      ,F                  ,                   ,                    ,                         ,                           ,                          ,P                  ,                       ,                   ,                         ,                ,                       ,                  ,R                     ,                 ,                      ,                     ,                    ,R                             ,F                   ,R                       ,P                    ,F                        ,                           ,                      ,P                         ,R                      ,                  ,                   ,                         ,                       ,                      ,                     ,                           ,                 ,                      ,                      ,                     ,                         ,                       ,                             ,               ,                          ,                      ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Early Eocene     ,Middle Eocene    ,P8                ,P10           ,171,1051,B, 34,X,CC,  34.00,    307.0800,Bellier  ,Planktonic Foraminifers                      ,F              ,G                 ,                      ,                        ,                 ,                 ,                            ,                      ,                      ,F                  ,                   ,                    ,                         ,                           ,                          ,                   ,                       ,                   ,                         ,                ,                       ,                  ,F                     ,                 ,                      ,                     ,                    ,                              ,F                   ,P                       ,R                    ,F                        ,P                          ,F                     ,                          ,                       ,                  ,                   ,                         ,                       ,                      ,                     ,                           ,                 ,                      ,                      ,                     ,                         ,                       ,                             ,               ,                          ,                      ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
