Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Reticulofenestra perplexa,Reticulofenestra gelida,Coccolithus pelagicus,Calcidiscus leptoporus,Reticulofenestra producta,Comment
  SR,Pliocene         ,                 ,                  ,              ,119, 737,A,  3,H, 7,  45.00,     23.9500,Wei      ,Nannofossils                                 ,R              ,G                 ,                         ,                       ,                     ,                      ,R                        ,from 119 SR Chapter 26 Table 2 page 471.
,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,                  ,              ,119, 737,A,  3,H,CC,  19.00,     24.4100,Wei      ,Nannofossils                                 ,R              ,G                 ,                         ,                       ,                     ,                      ,R                        ,from 119 SR Chapter 26 Table 2 page 471.
,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,                  ,              ,119, 737,A,  4,H, 1,  45.00,     24.4500,Wei      ,Nannofossils                                 ,R              ,G                 ,                         ,                       ,                     ,                      ,F                        ,from 119 SR Chapter 26 Table 2 page 471.
,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,                  ,              ,119, 737,A,  4,H, 2,  45.00,     25.9500,Wei      ,Nannofossils                                 ,R              ,G                 ,                         ,                       ,                     ,                      ,F                        ,from 119 SR Chapter 26 Table 2 page 471.
,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,                  ,              ,119, 737,A,  4,H, 3,  45.00,     27.4500,Wei      ,Nannofossils                                 ,R              ,G                 ,                         ,                       ,                     ,                      ,F                        ,from 119 SR Chapter 26 Table 2 page 471.
,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,                  ,              ,119, 737,A,  4,H, 4,  45.00,     28.9500,Wei      ,Nannofossils                                 ,F              ,G                 ,                         ,                       ,                     ,                      ,C                        ,from 119 SR Chapter 26 Table 2 page 471.
,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,                  ,              ,119, 737,A,  4,H, 5,  45.00,     30.4500,Wei      ,Nannofossils                                 ,F              ,G                 ,                         ,                       ,                     ,                      ,C                        ,from 119 SR Chapter 26 Table 2 page 471.
,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,                  ,              ,119, 737,A,  4,H, 6,  45.00,     31.9500,Wei      ,Nannofossils                                 ,R              ,G                 ,                         ,                       ,                     ,                      ,R                        ,from 119 SR Chapter 26 Table 2 page 471.
,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,                  ,              ,119, 737,A,  4,H, 7,  45.00,     33.4500,Wei      ,Nannofossils                                 ,R              ,G                 ,                         ,                       ,                     ,                      ,R                        ,from 119 SR Chapter 26 Table 2 page 471.
,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,                  ,              ,119, 737,A,  4,H,CC,  12.00,     34.0400,Wei      ,Nannofossils                                 ,R              ,G                 ,                         ,                       ,                     ,                      ,F                        ,from 119 SR Chapter 26 Table 2 page 471.
,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,                  ,              ,119, 737,A,  5,H, 1,  45.00,     33.9500,Wei      ,Nannofossils                                 ,R              ,G                 ,                         ,                       ,                     ,                      ,R                        ,from 119 SR Chapter 26 Table 2 page 471.
,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,                  ,              ,119, 737,A,  5,H, 2,  45.00,     35.4500,Wei      ,Nannofossils                                 ,R              ,G                 ,                         ,                       ,R                    ,                      ,R                        ,from 119 SR Chapter 26 Table 2 page 471.
,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,                  ,              ,119, 737,A,  5,H, 3,  45.00,     36.9500,Wei      ,Nannofossils                                 ,R              ,G                 ,                         ,                       ,                     ,                      ,R                        ,from 119 SR Chapter 26 Table 2 page 471.
,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,                  ,              ,119, 737,A,  5,H, 4,  45.00,     38.4500,Wei      ,Nannofossils                                 ,R              ,G                 ,                         ,                       ,F                    ,                      ,F                        ,from 119 SR Chapter 26 Table 2 page 471.
,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,                  ,              ,119, 737,A,  5,H, 5,  40.00,     39.9000,Wei      ,Nannofossils                                 ,R              ,G                 ,                         ,                       ,                     ,                      ,R                        ,from 119 SR Chapter 26 Table 2 page 471.
,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,                  ,              ,119, 737,A,  5,H, 6,  45.00,     41.4500,Wei      ,Nannofossils                                 ,R              ,G                 ,                         ,                       ,                     ,                      ,R                        ,from 119 SR Chapter 26 Table 2 page 471.
,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,                  ,              ,119, 737,A,  5,H,CC,  13.00,     41.6600,Wei      ,Nannofossils                                 ,R              ,G                 ,                         ,                       ,F                    ,                      ,F                        ,from 119 SR Chapter 26 Table 2 page 471.
,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,                  ,              ,119, 737,A,  6,H, 2,  45.00,     44.9500,Wei      ,Nannofossils                                 ,R              ,G                 ,                         ,                       ,                     ,                      ,R                        ,from 119 SR Chapter 26 Table 2 page 471.
,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,                  ,              ,119, 737,A,  7,H, 6,  45.00,     60.4500,Wei      ,Nannofossils                                 ,R              ,M                 ,                         ,                       ,R                    ,                      ,                         ,from 119 SR Chapter 26 Table 2 page 471.
,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,                  ,              ,119, 737,A,  9,H, 3,  45.00,     74.9500,Wei      ,Nannofossils                                 ,R              ,M                 ,                         ,                       ,                     ,F                     ,                         ,from 119 SR Chapter 26 Table 2 page 471.
,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,                  ,              ,119, 737,A,  9,H, 7,  45.00,     80.9500,Wei      ,Nannofossils                                 ,C              ,G                 ,                         ,C                      ,R                    ,F                     ,                         ,from 119 SR Chapter 26 Table 2 page 471.
,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,                  ,              ,119, 737,A,  9,H,CC,  17.00,     81.3400,Wei      ,Nannofossils                                 ,C              ,G                 ,                         ,C                      ,F                    ,F                     ,                         ,from 119 SR Chapter 26 Table 2 page 471.
,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,                  ,              ,119, 737,A, 10,H,CC,   0.00,     90.1300,Wei      ,Nannofossils                                 ,F              ,M                 ,                         ,C                      ,F                    ,F                     ,                         ,from 119 SR Chapter 26 Table 2 page 471.
,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,Late Miocene     ,                  ,              ,119, 737,A, 19,X, 1,  45.00,    166.9500,Wei      ,Nannofossils                                 ,R              ,M                 ,F                        ,                       ,R                    ,                      ,F                        ,from 119 SR Chapter 26 Table 2 page 471.
,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,Late Miocene     ,                  ,              ,119, 737,A, 25,X, 3,  45.00,    228.1500,Wei      ,Nannofossils                                 ,R              ,P                 ,                         ,F                      ,                     ,                      ,                         ,from 119 SR Chapter 26 Table 2 page 471.
,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,Late Miocene     ,                  ,              ,119, 737,A, 25,X,CC,  23.00,    230.4300,Wei      ,Nannofossils                                 ,R              ,P                 ,                         ,F                      ,                     ,                      ,                         ,from 119 SR Chapter 26 Table 2 page 471.
,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,Late Miocene     ,                  ,              ,119, 737,A, 26,X,CC,  42.00,    236.5500,Wei      ,Nannofossils                                 ,A              ,G                 ,                         ,V                      ,R                    ,                      ,                         ,from 119 SR Chapter 26 Table 2 page 471.
,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,Late Miocene     ,                  ,              ,119, 737,A, 27,X, 1,  45.00,    244.5500,Wei      ,Nannofossils                                 ,A              ,G                 ,                         ,V                      ,V                    ,                      ,                         ,from 119 SR Chapter 26 Table 2 page 471.
,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,Late Miocene     ,                  ,              ,119, 737,A, 27,X, 3,  45.00,    247.5500,Wei      ,Nannofossils                                 ,A              ,G                 ,C                        ,V                      ,F                    ,                      ,A                        ,from 119 SR Chapter 26 Table 2 page 471.
,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,Late Miocene     ,                  ,              ,119, 737,A, 27,X, 4,  45.00,    249.0500,Wei      ,Nannofossils                                 ,A              ,G                 ,                         ,V                      ,F                    ,F                     ,A                        ,from 119 SR Chapter 26 Table 2 page 471.
,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,Late Miocene     ,                  ,              ,119, 737,A, 27,X,CC,  31.00,    249.7100,Wei      ,Nannofossils                                 ,A              ,G                 ,A                        ,C                      ,F                    ,                      ,A                        ,from 119 SR Chapter 26 Table 2 page 471.
,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,Late Miocene     ,                  ,              ,119, 737,A, 28,X, 1,  49.00,    254.2900,Wei      ,Nannofossils                                 ,A              ,G                 ,                         ,A                      ,F                    ,R                     ,                         ,from 119 SR Chapter 26 Table 2 page 471.
,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,Late Miocene     ,                  ,              ,119, 737,A, 28,X,CC,  15.00,    255.7400,Wei      ,Nannofossils                                 ,A              ,G                 ,A                        ,A                      ,C                    ,                      ,                         ,from 119 SR Chapter 26 Table 2 page 471.
,,,,,,,,,,,,,,,,,,,,,,
