Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Globorotaloides suteri,Catapsydrax dissimilis,Morozovella spp.,Globoquadrina venezuelana,Globoquadrina binaiensis,Globorotalia opima nana,Globoquadrina sellii,Dentoglobigerina globularis,Globorotalia pseudokugleri,Globorotalia mayeri/siakensis,Globigerinatheka spp.,Sphaeroidinellopsis seminulina,Globigerinoides quadrilobatus s.l.,Dentoglobigerina baroemoenensis,Dentoglobigerina altispira altispira,Globorotalia fohsi fohsi,Globigerinoides obliquus obliquus,Orbulina universa,Globorotalia scitula,Globorotalia menardii s.l.,Globoturborotalita nepenthes,Globoturborotalita druryi,Dentoglobigerina altispira globosa,Globorotalia plesiotumida,Pulleniatina primalis,Neogloboquadrina acostaensis,Globigerinoides obliquus extremus,Globigerinoides conglobatus,Pulleniatina obliquiloculata,Globorotalia tumida tumida,Globorotalia limbata,Sphaeroidinellopsis kochi,Neogloboquadrina humerosa,Globoquadrina conglomerata,Globigerinella siphonifera,Candeina nitida,Sphaeroidinella dehiscens,Globorotalia tumida flexuosa,Globigerinoides ruber s.l.,Globorotaloides hexagona,Globorotalia crassaformis,Globigerinoides elongatus,Sphaeroidinella spp.,Orbulina spp.,Neogloboquadrina spp.,Globorotalia spp.,Globigerinoides spp.,Globigerinita spp.,Globigerinella spp.,Globigerina spp.,Candeina spp.,Neogloboquadrina dutertrei,Globigerinoides fistulosus,Globigerinita glutinata,Globorotalia truncatulinoides,Globorotalia tosaensis,Globigerinella calida,Beella digitata,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,                  ,              ,115, 708,A,  1,H, 3,  42.00,      3.4200,Vilks    ,Planktonic Foraminifers                      ,               ,                  ,                      ,                      ,                ,                         ,                        ,                       ,                    ,                           ,                          ,                             ,                     ,                              ,                                  ,                               ,                                    ,                        ,                                 ,                 ,                    ,                          ,                            ,                         ,                                  ,                         ,                     ,                            ,                                 ,                           ,                            ,                          ,                    ,                         ,                         ,                          ,                          ,               ,                         ,                            ,                          ,                        ,                         ,                         ,0                   ,2            ,19                   ,47               ,17                  ,0                 ,0                  ,1               ,0            ,                          ,                          ,                       ,                             ,                      ,                     ,               ,from 115 SR. Chapter 33. Table 3. page 624.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,                  ,              ,115, 708,A,  1,H, 3, 128.00,      4.2800,Vilks    ,Planktonic Foraminifers                      ,               ,                  ,                      ,                      ,                ,                         ,                        ,                       ,                    ,                           ,                          ,                             ,                     ,                              ,                                  ,                               ,                                    ,                        ,                                 ,                 ,                    ,                          ,                            ,                         ,                                  ,                         ,                     ,                            ,                                 ,                           ,                            ,                          ,                    ,                         ,                         ,                          ,                          ,               ,                         ,                            ,                          ,                        ,                         ,                         ,0                   ,1            ,11                   ,52               ,16                  ,1                 ,6                  ,1               ,1            ,                          ,                          ,                       ,                             ,                      ,                     ,               ,from 115 SR. Chapter 33. Table 3. page 624.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,                  ,              ,115, 708,A,  1,H, 4,  42.00,      4.9200,Vilks    ,Planktonic Foraminifers                      ,               ,                  ,                      ,                      ,                ,                         ,                        ,                       ,                    ,                           ,                          ,                             ,                     ,                              ,                                  ,                               ,                                    ,                        ,                                 ,                 ,                    ,                          ,                            ,                         ,                                  ,                         ,                     ,                            ,                                 ,                           ,                            ,                          ,                    ,                         ,                         ,                          ,                          ,               ,                         ,                            ,                          ,                        ,                         ,                         ,1                   ,0            ,26                   ,37               ,11                  ,0                 ,3                  ,3               ,0            ,                          ,                          ,                       ,                             ,                      ,                     ,               ,from 115 SR. Chapter 33. Table 3. page 624.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,                  ,              ,115, 708,A,  1,H, 4, 128.00,      5.7800,Vilks    ,Planktonic Foraminifers                      ,               ,                  ,                      ,                      ,                ,                         ,                        ,                       ,                    ,                           ,                          ,                             ,                     ,                              ,                                  ,                               ,                                    ,                        ,                                 ,                 ,                    ,                          ,                            ,                         ,                                  ,                         ,                     ,                            ,                                 ,                           ,                            ,                          ,                    ,                         ,                         ,                          ,                          ,               ,                         ,                            ,                          ,                        ,                         ,                         ,0                   ,3            ,20                   ,40               ,9                   ,0                 ,1                  ,4               ,0            ,                          ,                          ,                       ,                             ,                      ,                     ,               ,from 115 SR. Chapter 33. Table 3. page 624.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,N22               ,              ,115, 708,A,  1,H,CC,  20.00,      8.9000,Vincent  ,Planktonic Foraminifers                      ,               ,P                 ,+                     ,                      ,                ,                         ,                        ,                       ,                    ,                           ,                          ,                             ,                     ,                              ,+                                 ,                               ,                                    ,                        ,                                 ,+                ,                    ,+                         ,                            ,                         ,                                  ,                         ,                     ,                            ,                                 ,+                          ,+                           ,+                         ,                    ,                         ,                         ,+                         ,+                         ,               ,+                        ,                            ,+                         ,                        ,+                        ,                         ,                    ,             ,                     ,                 ,                    ,                  ,                   ,                ,             ,+                         ,                          ,+                      ,+                            ,+                     ,+                    ,+              ,radiolarians abundant. sponge spicules abundant. planktonic foraminifer fragments abundant. from 115 SR. Chapter 45. Table 6. pages 808-809.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,                  ,              ,115, 708,A,  2,H, 1,  44.00,      9.4400,Vilks    ,Planktonic Foraminifers                      ,               ,                  ,                      ,                      ,                ,                         ,                        ,                       ,                    ,                           ,                          ,                             ,                     ,                              ,                                  ,                               ,                                    ,                        ,                                 ,                 ,                    ,                          ,                            ,                         ,                                  ,                         ,                     ,                            ,                                 ,                           ,                            ,                          ,                    ,                         ,                         ,                          ,                          ,               ,                         ,                            ,                          ,                        ,                         ,                         ,3                   ,0            ,17                   ,44               ,29                  ,0                 ,0                  ,0               ,0            ,                          ,                          ,                       ,                             ,                      ,                     ,               ,from 115 SR. Chapter 33. Table 3. page 624.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,                  ,              ,115, 708,A,  2,H, 1, 127.00,     10.2700,Vilks    ,Planktonic Foraminifers                      ,               ,                  ,                      ,                      ,                ,                         ,                        ,                       ,                    ,                           ,                          ,                             ,                     ,                              ,                                  ,                               ,                                    ,                        ,                                 ,                 ,                    ,                          ,                            ,                         ,                                  ,                         ,                     ,                            ,                                 ,                           ,                            ,                          ,                    ,                         ,                         ,                          ,                          ,               ,                         ,                            ,                          ,                        ,                         ,                         ,0                   ,3            ,27                   ,32               ,25                  ,0                 ,2                  ,0               ,0            ,                          ,                          ,                       ,                             ,                      ,                     ,               ,from 115 SR. Chapter 33. Table 3. page 624.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,                  ,              ,115, 708,A,  2,H, 2,  43.00,     10.9300,Vilks    ,Planktonic Foraminifers                      ,               ,                  ,                      ,                      ,                ,                         ,                        ,                       ,                    ,                           ,                          ,                             ,                     ,                              ,                                  ,                               ,                                    ,                        ,                                 ,                 ,                    ,                          ,                            ,                         ,                                  ,                         ,                     ,                            ,                                 ,                           ,                            ,                          ,                    ,                         ,                         ,                          ,                          ,               ,                         ,                            ,                          ,                        ,                         ,                         ,0                   ,4            ,15                   ,38               ,28                  ,0                 ,8                  ,0               ,0            ,                          ,                          ,                       ,                             ,                      ,                     ,               ,from 115 SR. Chapter 33. Table 3. page 624.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,                  ,              ,115, 708,A,  2,H, 3,  44.00,     12.4400,Vilks    ,Planktonic Foraminifers                      ,               ,                  ,                      ,                      ,                ,                         ,                        ,                       ,                    ,                           ,                          ,                             ,                     ,                              ,                                  ,                               ,                                    ,                        ,                                 ,                 ,                    ,                          ,                            ,                         ,                                  ,                         ,                     ,                            ,                                 ,                           ,                            ,                          ,                    ,                         ,                         ,                          ,                          ,               ,                         ,                            ,                          ,                        ,                         ,                         ,6                   ,1            ,26                   ,9                ,42                  ,0                 ,2                  ,0               ,0            ,                          ,                          ,                       ,                             ,                      ,                     ,               ,from 115 SR. Chapter 33. Table 3. page 624.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,                  ,              ,115, 708,A,  2,H, 3, 127.00,     13.2700,Vilks    ,Planktonic Foraminifers                      ,               ,                  ,                      ,                      ,                ,                         ,                        ,                       ,                    ,                           ,                          ,                             ,                     ,                              ,                                  ,                               ,                                    ,                        ,                                 ,                 ,                    ,                          ,                            ,                         ,                                  ,                         ,                     ,                            ,                                 ,                           ,                            ,                          ,                    ,                         ,                         ,                          ,                          ,               ,                         ,                            ,                          ,                        ,                         ,                         ,0                   ,0            ,22                   ,41               ,14                  ,0                 ,1                  ,0               ,0            ,                          ,                          ,                       ,                             ,                      ,                     ,               ,from 115 SR. Chapter 33. Table 3. page 624.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,                  ,              ,115, 708,A,  2,H, 4,  44.00,     13.9400,Vilks    ,Planktonic Foraminifers                      ,               ,                  ,                      ,                      ,                ,                         ,                        ,                       ,                    ,                           ,                          ,                             ,                     ,                              ,                                  ,                               ,                                    ,                        ,                                 ,                 ,                    ,                          ,                            ,                         ,                                  ,                         ,                     ,                            ,                                 ,                           ,                            ,                          ,                    ,                         ,                         ,                          ,                          ,               ,                         ,                            ,                          ,                        ,                         ,                         ,0                   ,29           ,7                    ,5                ,40                  ,4                 ,4                  ,7               ,0            ,                          ,                          ,                       ,                             ,                      ,                     ,               ,from 115 SR. Chapter 33. Table 3. page 624.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,                  ,              ,115, 708,A,  2,H, 4, 127.00,     14.7700,Vilks    ,Planktonic Foraminifers                      ,               ,                  ,                      ,                      ,                ,                         ,                        ,                       ,                    ,                           ,                          ,                             ,                     ,                              ,                                  ,                               ,                                    ,                        ,                                 ,                 ,                    ,                          ,                            ,                         ,                                  ,                         ,                     ,                            ,                                 ,                           ,                            ,                          ,                    ,                         ,                         ,                          ,                          ,               ,                         ,                            ,                          ,                        ,                         ,                         ,3                   ,0            ,16                   ,54               ,8                   ,0                 ,5                  ,0               ,0            ,                          ,                          ,                       ,                             ,                      ,                     ,               ,from 115 SR. Chapter 33. Table 3. page 624.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,                  ,              ,115, 708,A,  2,H, 5,  44.00,     15.4400,Vilks    ,Planktonic Foraminifers                      ,               ,                  ,                      ,                      ,                ,                         ,                        ,                       ,                    ,                           ,                          ,                             ,                     ,                              ,                                  ,                               ,                                    ,                        ,                                 ,                 ,                    ,                          ,                            ,                         ,                                  ,                         ,                     ,                            ,                                 ,                           ,                            ,                          ,                    ,                         ,                         ,                          ,                          ,               ,                         ,                            ,                          ,                        ,                         ,                         ,0                   ,0            ,29                   ,46               ,7                   ,0                 ,1                  ,0               ,0            ,                          ,                          ,                       ,                             ,                      ,                     ,               ,from 115 SR. Chapter 33. Table 3. page 624.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,                  ,              ,115, 708,A,  2,H, 5,  73.00,     15.7300,Vilks    ,Planktonic Foraminifers                      ,               ,                  ,                      ,                      ,                ,                         ,                        ,                       ,                    ,                           ,                          ,                             ,                     ,                              ,                                  ,                               ,                                    ,                        ,                                 ,                 ,                    ,                          ,                            ,                         ,                                  ,                         ,                     ,                            ,                                 ,                           ,                            ,                          ,                    ,                         ,                         ,                          ,                          ,               ,                         ,                            ,                          ,                        ,                         ,                         ,0                   ,0            ,0                    ,0                ,0                   ,0                 ,0                  ,0               ,0            ,                          ,                          ,                       ,                             ,                      ,                     ,               ,from 115 SR. Chapter 33. Table 3. page 624.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,                  ,              ,115, 708,A,  2,H, 5,  77.00,     15.7700,Vilks    ,Planktonic Foraminifers                      ,               ,                  ,                      ,                      ,                ,                         ,                        ,                       ,                    ,                           ,                          ,                             ,                     ,                              ,                                  ,                               ,                                    ,                        ,                                 ,                 ,                    ,                          ,                            ,                         ,                                  ,                         ,                     ,                            ,                                 ,                           ,                            ,                          ,                    ,                         ,                         ,                          ,                          ,               ,                         ,                            ,                          ,                        ,                         ,                         ,3                   ,0            ,16                   ,68               ,0                   ,0                 ,0                  ,0               ,0            ,                          ,                          ,                       ,                             ,                      ,                     ,               ,from 115 SR. Chapter 33. Table 3. page 624.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,                  ,              ,115, 708,A,  2,H, 5, 128.00,     16.2800,Vilks    ,Planktonic Foraminifers                      ,               ,                  ,                      ,                      ,                ,                         ,                        ,                       ,                    ,                           ,                          ,                             ,                     ,                              ,                                  ,                               ,                                    ,                        ,                                 ,                 ,                    ,                          ,                            ,                         ,                                  ,                         ,                     ,                            ,                                 ,                           ,                            ,                          ,                    ,                         ,                         ,                          ,                          ,               ,                         ,                            ,                          ,                        ,                         ,                         ,0                   ,0            ,8                    ,85               ,8                   ,0                 ,0                  ,0               ,0            ,                          ,                          ,                       ,                             ,                      ,                     ,               ,from 115 SR. Chapter 33. Table 3. page 624.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,                  ,              ,115, 708,A,  2,H, 6,  44.00,     16.9400,Vilks    ,Planktonic Foraminifers                      ,               ,                  ,                      ,                      ,                ,                         ,                        ,                       ,                    ,                           ,                          ,                             ,                     ,                              ,                                  ,                               ,                                    ,                        ,                                 ,                 ,                    ,                          ,                            ,                         ,                                  ,                         ,                     ,                            ,                                 ,                           ,                            ,                          ,                    ,                         ,                         ,                          ,                          ,               ,                         ,                            ,                          ,                        ,                         ,                         ,4                   ,0            ,15                   ,63               ,4                   ,0                 ,0                  ,0               ,0            ,                          ,                          ,                       ,                             ,                      ,                     ,               ,from 115 SR. Chapter 33. Table 3. page 624.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,                  ,              ,115, 708,A,  2,H, 6,  70.00,     17.2000,Vilks    ,Planktonic Foraminifers                      ,               ,                  ,                      ,                      ,                ,                         ,                        ,                       ,                    ,                           ,                          ,                             ,                     ,                              ,                                  ,                               ,                                    ,                        ,                                 ,                 ,                    ,                          ,                            ,                         ,                                  ,                         ,                     ,                            ,                                 ,                           ,                            ,                          ,                    ,                         ,                         ,                          ,                          ,               ,                         ,                            ,                          ,                        ,                         ,                         ,0                   ,6            ,14                   ,18               ,30                  ,12                ,10                 ,3               ,0            ,                          ,                          ,                       ,                             ,                      ,                     ,               ,from 115 SR. Chapter 33. Table 3. page 624.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,                  ,              ,115, 708,A,  2,H, 6,  73.00,     17.2300,Vilks    ,Planktonic Foraminifers                      ,               ,                  ,                      ,                      ,                ,                         ,                        ,                       ,                    ,                           ,                          ,                             ,                     ,                              ,                                  ,                               ,                                    ,                        ,                                 ,                 ,                    ,                          ,                            ,                         ,                                  ,                         ,                     ,                            ,                                 ,                           ,                            ,                          ,                    ,                         ,                         ,                          ,                          ,               ,                         ,                            ,                          ,                        ,                         ,                         ,2                   ,0            ,7                    ,91               ,0                   ,0                 ,0                  ,0               ,0            ,                          ,                          ,                       ,                             ,                      ,                     ,               ,from 115 SR. Chapter 33. Table 3. page 624.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,                  ,              ,115, 708,A,  2,H, 6, 128.00,     17.7800,Vilks    ,Planktonic Foraminifers                      ,               ,                  ,                      ,                      ,                ,                         ,                        ,                       ,                    ,                           ,                          ,                             ,                     ,                              ,                                  ,                               ,                                    ,                        ,                                 ,                 ,                    ,                          ,                            ,                         ,                                  ,                         ,                     ,                            ,                                 ,                           ,                            ,                          ,                    ,                         ,                         ,                          ,                          ,               ,                         ,                            ,                          ,                        ,                         ,                         ,0                   ,3            ,23                   ,51               ,4                   ,0                 ,4                  ,0               ,0            ,                          ,                          ,                       ,                             ,                      ,                     ,               ,from 115 SR. Chapter 33. Table 3. page 624.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,N22               ,              ,115, 708,A,  2,H,CC,  14.00,     18.4000,Vincent  ,Planktonic Foraminifers                      ,               ,MG                ,+                     ,                      ,                ,                         ,                        ,                       ,                    ,                           ,                          ,                             ,                     ,                              ,+                                 ,                               ,                                    ,                        ,                                 ,+                ,                    ,+                         ,                            ,                         ,                                  ,                         ,                     ,                            ,                                 ,                           ,+                           ,+                         ,                    ,                         ,+                        ,+                         ,+                         ,               ,+                        ,                            ,                          ,+                       ,+                        ,                         ,                    ,             ,                     ,                 ,                    ,                  ,                   ,                ,             ,+                         ,                          ,+                      ,+                            ,+                     ,+                    ,               ,benthic foraminifers rare. radiolarians common. sponge spicules common. planktonic foraminifer fragments common. from 115 SR. Chapter 45. Table 6. pages 808-809.
