Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Globorotaloides suteri,Catapsydrax dissimilis,Morozovella spp.,Globoquadrina venezuelana,Globoquadrina binaiensis,Globorotalia opima nana,Globoquadrina sellii,Dentoglobigerina globularis,Globorotalia pseudokugleri,Globorotalia mayeri/siakensis,Globigerinatheka spp.,Sphaeroidinellopsis seminulina,Globigerinoides quadrilobatus s.l.,Dentoglobigerina baroemoenensis,Dentoglobigerina altispira altispira,Globorotalia fohsi fohsi,Globigerinoides obliquus obliquus,Orbulina universa,Globorotalia scitula,Globorotalia menardii s.l.,Globoturborotalita nepenthes,Globoturborotalita druryi,Dentoglobigerina altispira globosa,Globorotalia plesiotumida,Pulleniatina primalis,Neogloboquadrina acostaensis,Globigerinoides obliquus extremus,Globigerinoides conglobatus,Pulleniatina obliquiloculata,Globorotalia tumida tumida,Globorotalia limbata,Sphaeroidinellopsis kochi,Neogloboquadrina humerosa,Globoquadrina conglomerata,Globigerinella siphonifera,Candeina nitida,Sphaeroidinella dehiscens,Globorotalia tumida flexuosa,Globigerinoides ruber s.l.,Globorotaloides hexagona,Globorotalia crassaformis,Globigerinoides elongatus,Sphaeroidinella spp.,Orbulina spp.,Neogloboquadrina spp.,Globorotalia spp.,Globigerinoides spp.,Globigerinita spp.,Globigerinella spp.,Globigerina spp.,Candeina spp.,Neogloboquadrina dutertrei,Globigerinoides fistulosus,Globigerinita glutinata,Globorotalia truncatulinoides,Globorotalia tosaensis,Globigerinella calida,Beella digitata,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,N18               ,N19           ,115, 708,A,  5,H,CC,  14.00,     46.7400,Vincent  ,Planktonic Foraminifers                      ,               ,P/M               ,+                     ,                      ,                ,                         ,                        ,                       ,                    ,                           ,                          ,                             ,                     ,+                             ,+                                 ,+                              ,+                                   ,                        ,+                                ,+                ,                    ,                          ,                            ,                         ,                                  ,                         ,                     ,                            ,                                 ,+                          ,+                           ,+                         ,+                   ,+                        ,                         ,+                         ,+                         ,               ,+                        ,                            ,+                         ,+                       ,+                        ,+                        ,                    ,             ,                     ,                 ,                    ,                  ,                   ,                ,             ,                          ,                          ,                       ,                             ,                      ,                     ,               ,benthic foraminifers few. radiolarians common. sponge spicules common. planktonic foraminifer fragments abundant. from 115 SR. Chapter 45. Table 6. pages 808-809.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,N18               ,N19           ,115, 708,A,  6,H, 2, 105.00,     49.7500,Vincent  ,Planktonic Foraminifers                      ,               ,P                 ,+                     ,                      ,                ,                         ,                        ,                       ,                    ,                           ,                          ,                             ,                     ,+                             ,+                                 ,                               ,                                    ,                        ,                                 ,                 ,                    ,                          ,                            ,                         ,                                  ,                         ,                     ,                            ,+                                ,                           ,+?                          ,+                         ,+                   ,                         ,                         ,                          ,                          ,               ,+                        ,                            ,                          ,                        ,                         ,                         ,                    ,             ,                     ,                 ,                    ,                  ,                   ,                ,             ,                          ,                          ,                       ,                             ,                      ,                     ,               ,benthic foraminifers few. radiolarians abundant. sponge spicules abundant. planktonic foraminifer fragments abundant. from 115 SR. Chapter 45. Table 6. pages 808-809.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,N18               ,N19           ,115, 708,A,  6,H, 3,  22.00,     50.4200,Vincent  ,Planktonic Foraminifers                      ,               ,VP                ,+                     ,                      ,                ,                         ,                        ,                       ,                    ,                           ,                          ,                             ,                     ,+                             ,                                  ,                               ,                                    ,                        ,                                 ,+                ,                    ,                          ,                            ,                         ,                                  ,                         ,                     ,                            ,                                 ,                           ,                            ,+                         ,+                   ,                         ,                         ,                          ,+                         ,               ,+                        ,                            ,                          ,                        ,                         ,                         ,                    ,             ,                     ,                 ,                    ,                  ,                   ,                ,             ,                          ,                          ,                       ,                             ,                      ,                     ,               ,benthic foraminifers few. radiolarians abundant. sponge spicules abundant. planktonic foraminifer fragments abundant. from 115 SR. Chapter 45. Table 6. pages 808-809.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,N18               ,N19           ,115, 708,A,  6,H, 5, 105.00,     53.1500,Vincent  ,Planktonic Foraminifers                      ,               ,VP                ,+                     ,                      ,                ,                         ,                        ,                       ,                    ,                           ,                          ,                             ,                     ,                              ,                                  ,                               ,                                    ,                        ,                                 ,                 ,                    ,                          ,                            ,                         ,                                  ,                         ,                     ,                            ,                                 ,                           ,                            ,+                         ,+                   ,                         ,                         ,                          ,                          ,               ,+                        ,                            ,                          ,                        ,                         ,                         ,                    ,             ,                     ,                 ,                    ,                  ,                   ,                ,             ,                          ,                          ,                       ,                             ,                      ,                     ,               ,benthic foraminifers few. radiolarians abundant. sponge spicules abundant. planktonic foraminifer fragments abundant. from 115 SR. Chapter 45. Table 6. pages 808-809.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,N18               ,N19           ,115, 708,A,  6,H, 7, 105.00,     55.6500,Vincent  ,Planktonic Foraminifers                      ,               ,P                 ,+                     ,                      ,                ,                         ,                        ,                       ,                    ,                           ,                          ,                             ,                     ,+                             ,+                                 ,                               ,                                    ,                        ,                                 ,                 ,                    ,                          ,                            ,                         ,                                  ,                         ,+?                   ,                            ,                                 ,                           ,+?                          ,+                         ,+                   ,                         ,+                        ,                          ,                          ,               ,+                        ,                            ,                          ,                        ,                         ,                         ,                    ,             ,                     ,                 ,                    ,                  ,                   ,                ,             ,                          ,                          ,                       ,                             ,                      ,                     ,               ,benthic foraminifers few. radiolarians abundant. sponge spicules abundant. planktonic foraminifer fragments abundant. from 115 SR. Chapter 45. Table 6. pages 808-809.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,N18               ,N19           ,115, 708,A,  6,H,CC,  30.00,     57.2600,Vincent  ,Planktonic Foraminifers                      ,               ,G                 ,+                     ,                      ,                ,                         ,                        ,                       ,                    ,                           ,                          ,                             ,                     ,+                             ,+                                 ,+                              ,+                                   ,                        ,+                                ,+                ,                    ,                          ,                            ,                         ,                                  ,                         ,                     ,                            ,+                                ,+                          ,+?                          ,+                         ,+                   ,+                        ,                         ,+                         ,+                         ,               ,+                        ,+                           ,+                         ,                        ,                         ,                         ,                    ,             ,                     ,                 ,                    ,                  ,                   ,                ,             ,                          ,                          ,                       ,                             ,                      ,                     ,               ,benthic foraminifers few. radiolarians few. sponge spicules few. planktonic foraminifer fragments few. from 115 SR. Chapter 45. Table 6. pages 808-809.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,N18               ,N19           ,115, 708,A,  7,H, 2, 126.00,     59.5600,Vincent  ,Planktonic Foraminifers                      ,               ,P                 ,+                     ,                      ,                ,                         ,                        ,                       ,                    ,                           ,                          ,                             ,                     ,+                             ,                                  ,                               ,                                    ,                        ,                                 ,                 ,                    ,                          ,                            ,                         ,                                  ,                         ,                     ,                            ,                                 ,                           ,                            ,+                         ,                    ,                         ,                         ,                          ,                          ,               ,+                        ,                            ,                          ,                        ,                         ,                         ,                    ,             ,                     ,                 ,                    ,                  ,                   ,                ,             ,                          ,                          ,                       ,                             ,                      ,                     ,               ,benthic foraminifers few. radiolarians abundant. sponge spicules abundant. planktonic foraminifer fragments abundant. from 115 SR. Chapter 45. Table 6. pages 808-809.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,N18               ,N19           ,115, 708,A,  7,H, 3, 105.00,     60.8500,Vincent  ,Planktonic Foraminifers                      ,               ,P                 ,+                     ,                      ,                ,                         ,                        ,                       ,                    ,                           ,                          ,                             ,                     ,+                             ,                                  ,                               ,                                    ,                        ,                                 ,                 ,                    ,                          ,                            ,                         ,                                  ,                         ,                     ,                            ,                                 ,                           ,                            ,+                         ,                    ,                         ,                         ,                          ,                          ,               ,                         ,                            ,                          ,                        ,                         ,                         ,                    ,             ,                     ,                 ,                    ,                  ,                   ,                ,             ,                          ,                          ,                       ,                             ,                      ,                     ,               ,benthic foraminifers few. radiolarians abundant. sponge spicules abundant. planktonic foraminifer fragments abundant. from 115 SR. Chapter 45. Table 6. pages 808-809.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,N18               ,N19           ,115, 708,A,  7,H, 4,  24.00,     61.5400,Vincent  ,Planktonic Foraminifers                      ,               ,P                 ,+                     ,                      ,                ,                         ,                        ,                       ,                    ,                           ,                          ,                             ,                     ,+                             ,+                                 ,                               ,                                    ,                        ,+                                ,                 ,                    ,                          ,                            ,                         ,                                  ,                         ,                     ,                            ,                                 ,                           ,                            ,+                         ,+                   ,                         ,                         ,                          ,                          ,               ,+?                       ,                            ,                          ,                        ,                         ,                         ,                    ,             ,                     ,                 ,                    ,                  ,                   ,                ,             ,                          ,                          ,                       ,                             ,                      ,                     ,               ,benthic foraminifers common. radiolarians abundant. sponge spicules abundant. planktonic foraminifer fragments abundant. from 115 SR. Chapter 45. Table 6. pages 808-809.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,N18               ,N19           ,115, 708,A,  7,H, 5, 135.00,     64.1500,Vincent  ,Planktonic Foraminifers                      ,               ,P                 ,+                     ,                      ,                ,                         ,                        ,                       ,                    ,                           ,                          ,                             ,                     ,+                             ,+                                 ,+                              ,                                    ,                        ,+                                ,                 ,                    ,+                         ,                            ,                         ,                                  ,                         ,                     ,+                           ,                                 ,                           ,+                           ,+                         ,+                   ,                         ,+                        ,+                         ,                          ,               ,                         ,                            ,                          ,                        ,                         ,                         ,                    ,             ,                     ,                 ,                    ,                  ,                   ,                ,             ,                          ,                          ,                       ,                             ,                      ,                     ,               ,benthic foraminifers common. radiolarians abundant. sponge spicules abundant. planktonic foraminifer fragments abundant. from 115 SR. Chapter 45. Table 6. pages 808-809.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,N18               ,N19           ,115, 708,A,  7,H, 6, 100.00,     65.3000,Vincent  ,Planktonic Foraminifers                      ,               ,P                 ,+                     ,                      ,                ,                         ,                        ,                       ,                    ,                           ,                          ,                             ,                     ,+                             ,+                                 ,                               ,+                                   ,                        ,+                                ,+                ,                    ,+                         ,                            ,                         ,+                                 ,                         ,                     ,+                           ,                                 ,+                          ,+                           ,+                         ,+                   ,                         ,                         ,+                         ,+                         ,+              ,                         ,                            ,                          ,                        ,                         ,                         ,                    ,             ,                     ,                 ,                    ,                  ,                   ,                ,             ,                          ,                          ,                       ,                             ,                      ,                     ,               ,benthic foraminifers common. radiolarians abundant. sponge spicules abundant. planktonic foraminifer fragments abundant. from 115 SR. Chapter 45. Table 6. pages 808-809.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,N18               ,N19           ,115, 708,A,  7,H, 7,  23.00,     66.0300,Vincent  ,Planktonic Foraminifers                      ,               ,P                 ,+                     ,                      ,                ,                         ,                        ,                       ,                    ,                           ,                          ,                             ,                     ,+                             ,+                                 ,+                              ,                                    ,                        ,                                 ,+                ,                    ,                          ,                            ,                         ,+                                 ,                         ,                     ,                            ,                                 ,                           ,                            ,+                         ,+                   ,                         ,                         ,                          ,                          ,               ,                         ,                            ,                          ,                        ,                         ,                         ,                    ,             ,                     ,                 ,                    ,                  ,                   ,                ,             ,                          ,                          ,                       ,                             ,                      ,                     ,               ,benthic foraminifers common. radiolarians abundant. sponge spicules abundant. planktonic foraminifer fragments abundant. from 115 SR. Chapter 45. Table 6. pages 808-809.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,N18               ,N19           ,115, 708,A,  7,H,CC,  14.00,     66.6300,Vincent  ,Planktonic Foraminifers                      ,               ,MG                ,+                     ,                      ,                ,+                        ,                        ,                       ,                    ,                           ,                          ,                             ,                     ,+                             ,+                                 ,+                              ,+                                   ,                        ,+                                ,+                ,                    ,                          ,                            ,                         ,+                                 ,                         ,                     ,+                           ,+                                ,+                          ,+                           ,+                         ,+                   ,+                        ,+                        ,+                         ,+                         ,               ,                         ,                            ,                          ,                        ,                         ,                         ,                    ,             ,                     ,                 ,                    ,                  ,                   ,                ,             ,                          ,                          ,                       ,                             ,                      ,                     ,               ,benthic foraminifers common. radiolarians few. sponge spicules few. planktonic foraminifer fragments few. from 115 SR. Chapter 45. Table 6. pages 808-809.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,N18               ,N19           ,115, 708,A,  8,H, 1, 105.00,     67.4500,Vincent  ,Planktonic Foraminifers                      ,               ,P                 ,+                     ,                      ,                ,                         ,                        ,                       ,                    ,                           ,                          ,                             ,                     ,+                             ,                                  ,                               ,                                    ,                        ,                                 ,+                ,                    ,+                         ,                            ,                         ,                                  ,                         ,                     ,                            ,                                 ,                           ,                            ,                          ,                    ,                         ,                         ,                          ,                          ,               ,                         ,                            ,                          ,                        ,                         ,                         ,                    ,             ,                     ,                 ,                    ,                  ,                   ,                ,             ,                          ,                          ,                       ,                             ,                      ,                     ,               ,benthic foraminifers common. radiolarians abundant. sponge spicules abundant. planktonic foraminifer fragments abundant. from 115 SR. Chapter 45. Table 6. pages 808-809.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,N18               ,N19           ,115, 708,A,  8,H, 2, 105.00,     68.9500,Vincent  ,Planktonic Foraminifers                      ,               ,P                 ,+                     ,                      ,                ,+                        ,                        ,                       ,                    ,                           ,                          ,                             ,                     ,+                             ,+                                 ,                               ,                                    ,                        ,+                                ,+                ,                    ,+                         ,                            ,                         ,                                  ,                         ,+                    ,                            ,+                                ,                           ,                            ,+                         ,                    ,+                        ,                         ,                          ,                          ,               ,                         ,                            ,                          ,                        ,                         ,                         ,                    ,             ,                     ,                 ,                    ,                  ,                   ,                ,             ,                          ,                          ,                       ,                             ,                      ,                     ,               ,benthic foraminifers few. radiolarians abundant. sponge spicules abundant. planktonic foraminifer fragments abundant. from 115 SR. Chapter 45. Table 6. pages 808-809.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,N18               ,N19           ,115, 708,A,  8,H, 6, 105.00,     74.9500,Vincent  ,Planktonic Foraminifers                      ,               ,P                 ,+                     ,                      ,                ,                         ,                        ,                       ,                    ,                           ,                          ,                             ,                     ,+                             ,                                  ,                               ,                                    ,                        ,                                 ,                 ,                    ,+                         ,                            ,                         ,                                  ,                         ,                     ,                            ,                                 ,                           ,                            ,                          ,                    ,                         ,                         ,                          ,                          ,               ,                         ,                            ,                          ,                        ,                         ,                         ,                    ,             ,                     ,                 ,                    ,                  ,                   ,                ,             ,                          ,                          ,                       ,                             ,                      ,                     ,               ,benthic foraminifers few. radiolarians abundant. sponge spicules abundant. planktonic foraminifer fragments abundant. from 115 SR. Chapter 45. Table 6. pages 808-809.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,N18               ,N19           ,115, 708,A,  8,H,CC,  14.00,     76.1200,Vincent  ,Planktonic Foraminifers                      ,               ,MG                ,+                     ,                      ,                ,+                        ,                        ,                       ,                    ,                           ,                          ,                             ,                     ,+                             ,+                                 ,+                              ,+                                   ,                        ,+                                ,+                ,                    ,+                         ,+                           ,                         ,+                                 ,                         ,+                    ,+                           ,+                                ,+                          ,+                           ,+                         ,+                   ,                         ,                         ,                          ,                          ,               ,                         ,                            ,                          ,                        ,                         ,                         ,                    ,             ,                     ,                 ,                    ,                  ,                   ,                ,             ,                          ,                          ,                       ,                             ,                      ,                     ,               ,benthic foraminifers few. radiolarians common. sponge spicules common. fish remains rare. foraminifers embedded few. planktonic foraminifer fragments abundant. from 115 SR. Chapter 45. Table 6. pages 808-809.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,N17b              ,              ,115, 708,A,  9,X, 1,  65.00,     76.6500,Vincent  ,Planktonic Foraminifers                      ,               ,VP                ,                      ,                      ,                ,+                        ,                        ,                       ,                    ,                           ,                          ,                             ,                     ,+                             ,                                  ,                               ,                                    ,                        ,                                 ,+                ,                    ,+                         ,+                           ,                         ,                                  ,                         ,                     ,                            ,                                 ,                           ,                            ,                          ,                    ,                         ,                         ,                          ,                          ,               ,                         ,                            ,                          ,                        ,                         ,                         ,                    ,             ,                     ,                 ,                    ,                  ,                   ,                ,             ,                          ,                          ,                       ,                             ,                      ,                     ,               ,benthic foraminifers few. radiolarians abundant. sponge spicules abundant. planktonic foraminifer fragments abundant. from 115 SR. Chapter 45. Table 6. pages 808-809.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,N17b              ,              ,115, 708,A,  9,X,CC,  22.00,     79.3100,Vincent  ,Planktonic Foraminifers                      ,               ,VP                ,                      ,                      ,                ,                         ,                        ,                       ,                    ,                           ,                          ,                             ,                     ,+                             ,+                                 ,                               ,                                    ,                        ,+                                ,                 ,                    ,                          ,+                           ,                         ,                                  ,                         ,                     ,+                           ,                                 ,                           ,                            ,                          ,                    ,                         ,                         ,                          ,                          ,               ,                         ,                            ,                          ,                        ,                         ,                         ,                    ,             ,                     ,                 ,                    ,                  ,                   ,                ,             ,                          ,                          ,                       ,                             ,                      ,                     ,               ,benthic foraminifers few. radiolarians abundant. sponge spicules abundant. fish remains rare. planktonic foraminifer fragments abundant. from 115 SR. Chapter 45. Table 6. pages 808-809.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,N17b              ,              ,115, 708,A,  9,X,CC,  25.00,     79.3400,Vincent  ,Planktonic Foraminifers                      ,               ,P                 ,                      ,                      ,                ,+                        ,                        ,                       ,                    ,                           ,                          ,                             ,                     ,+                             ,+                                 ,+                              ,+                                   ,                        ,+                                ,+                ,                    ,+                         ,+                           ,                         ,+                                 ,                         ,+?                   ,                            ,                                 ,+                          ,                            ,                          ,                    ,                         ,                         ,                          ,                          ,               ,                         ,                            ,                          ,                        ,                         ,                         ,                    ,             ,                     ,                 ,                    ,                  ,                   ,                ,             ,                          ,                          ,                       ,                             ,                      ,                     ,               ,benthic foraminifers common. radiolarians common. sponge spicules common. planktonic foraminifer fragments abundant. from 115 SR. Chapter 45. Table 6. pages 808-809.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,N17b              ,              ,115, 708,A, 10,X, 1, 106.00,     83.1600,Vincent  ,Planktonic Foraminifers                      ,               ,VP                ,                      ,                      ,                ,+                        ,                        ,                       ,                    ,                           ,                          ,                             ,                     ,+                             ,+                                 ,                               ,                                    ,                        ,                                 ,+                ,                    ,                          ,+                           ,                         ,                                  ,                         ,                     ,                            ,                                 ,                           ,                            ,                          ,                    ,                         ,                         ,                          ,                          ,               ,                         ,                            ,                          ,                        ,                         ,                         ,                    ,             ,                     ,                 ,                    ,                  ,                   ,                ,             ,                          ,                          ,                       ,                             ,                      ,                     ,               ,benthic foraminifers few. radiolarians abundant. sponge spicules abundant. fish remains rare. planktonic foraminifer fragments common. from 115 SR. Chapter 45. Table 6. pages 808-809.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,N17b              ,              ,115, 708,A, 10,X, 2, 106.00,     84.6600,Vincent  ,Planktonic Foraminifers                      ,               ,VP                ,                      ,                      ,                ,                         ,                        ,                       ,                    ,                           ,                          ,                             ,                     ,+                             ,                                  ,                               ,                                    ,                        ,                                 ,+                ,                    ,                          ,+                           ,                         ,                                  ,                         ,                     ,                            ,                                 ,                           ,                            ,                          ,                    ,                         ,                         ,                          ,                          ,               ,                         ,                            ,                          ,                        ,                         ,                         ,                    ,             ,                     ,                 ,                    ,                  ,                   ,                ,             ,                          ,                          ,                       ,                             ,                      ,                     ,               ,benthic foraminifers rare. radiolarians abundant. sponge spicules abundant. fish remains rare. planktonic foraminifer fragments few. from 115 SR. Chapter 45. Table 6. pages 808-809.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,N17b              ,              ,115, 708,A, 10,X,CC,  19.00,     85.6900,Vincent  ,Planktonic Foraminifers                      ,               ,P                 ,                      ,                      ,                ,                         ,                        ,                       ,                    ,                           ,                          ,                             ,                     ,+                             ,+                                 ,+                              ,+                                   ,                        ,+                                ,+                ,                    ,+                         ,+                           ,                         ,                                  ,                         ,                     ,+                           ,                                 ,                           ,                            ,                          ,                    ,                         ,                         ,                          ,                          ,               ,                         ,                            ,                          ,                        ,                         ,                         ,                    ,             ,                     ,                 ,                    ,                  ,                   ,                ,             ,                          ,                          ,                       ,                             ,                      ,                     ,               ,benthic foraminifers common. radiolarians common. sponge spicules common. planktonic foraminifer fragments abundant. from 115 SR. Chapter 45. Table 6. pages 808-809.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,N17b              ,              ,115, 708,A, 11,X,CC,   0.00,     91.7000,Vincent  ,Planktonic Foraminifers                      ,               ,MG                ,                      ,                      ,                ,+                        ,                        ,                       ,                    ,                           ,                          ,                             ,                     ,+                             ,+                                 ,+                              ,+                                   ,                        ,                                 ,+                ,+                   ,+                         ,+                           ,                         ,                                  ,+?                       ,+?                   ,+                           ,+                                ,+                          ,                            ,                          ,                    ,                         ,                         ,                          ,                          ,               ,                         ,                            ,                          ,                        ,                         ,                         ,                    ,             ,                     ,                 ,                    ,                  ,                   ,                ,             ,                          ,                          ,                       ,                             ,                      ,                     ,               ,benthic foraminifers few. ostracodes rare. radiolarians common. sponge spicules common. calcareous aggregates few. planktonic foraminifer fragments abundant. from 115 SR. Chapter 45. Table 6. pages 808-809.
