Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Velicucullus altus	Tripilidium clavipes	Stylatractus santaeannae	Stylatractus neptunus	Stylacontarium bispiculum	Siphocampe arachnea	Prunopyle sp. D	Prunopyle sp. A	Prunopyle hayesi	Peripyramis circumtexta	Lithomelissa cf. ehrenbergi	Lampromitra coronata	Hexacontium cf. enthacanthum	Gondwanaria japonica	Eucyrtidium cienkowskii	Druppatractus hastatus	Dendrospyris stabilis	Cyrtocapsella tetrapera	Cyrtocapsella longithorax	Cycladophora golli	Cycladophora conica	Cycladophora antiqua	Corythospyris fiscella	Circodiscus ellipticus	Ceratocyrtis mashae	Amphistylus angelinus	Actinomma magnifenestra	Acrosphaera spp.	Antarctissa robusta	Spongotrochus glacialis	Spongodiscus craticulatus	Prunopyle sp. B	Cycladophora sp.	Ceratocyrtis stigi	Cenosphaera sp. A	Carpocanarium papillosum	Calocyclas cf. semipolita	Velicucullus cf. oddgurneri	Stauroxiphos communis	Gondwanaria sp. A	Dictyophimus gracilipes	Cycladophora golli regipileus	Cycladophora golli golli	Actinomma sp. B	Gondwanaria deflandrei	Dendrospyris rhodospyroides	Cyrtocapsella japonica	Velicucullus sp.	Hexalonche philosophica?	Dictyophimus crisiae	Desmospyris rhodospyroides	Ceratocyrtis sp.	Saccospyris antarctica	Prunopyle tetrapila	Heliodiscus sp. A	Actinomma sp. A	Disolenia spp.	Corythomelissa horrida	Stichophormis sp.	Saturnalis circularis	Lithartractus timmsi?	Eucyrtidium punctatum	Eucyrtidium calvertense	Dendrospyris megalocephalis	Stichopilium bicorne?	Trissocyclid sp. A	Hexacontium spp.	Prunopyle titan	Thyrsocyrtis clausa	Pterocanium sp.	Lamprocyrtis (?) cf. hannai	Anthocyrtidium sp.	Eucyrtidium sp. A	Triceraspyris coronata	Lychnocanoma conica	Lithomelissa stigi	Calocyclas humerus	Lychnocanoma sp. B	Stylosphaera sp. A	Spongomelissa dilli	Pterocanium charybdeum trilobum	Antarctissa deflandrei	Actinomma golownini	Spongoplegma sp.	Siphonosphaera magnisphaera	Lithocarpium polyacantha	Didymocyrtis/Diartus spp.	Pterocanium korotnevi	Didymocyrtis sp.	Cornutella clathrata	Stylatractus universus	Acrosphaera murrayana	Cycladophora spongothorax	Lychnocanium grande	Collosphaerid sp. B	Eucyrtidium pseudoinflatum	Acrosphaera mercurius	Rhopalastrum spp.	Cycladophora bicornis	Acrosphaera australis	Siphonosphaera vesuvius	Stylatractus universus var. transparum	Cycladophora pliocenica	Antarctissa strelkovi	Stichocorys peregrina	Antarctissa denticulata	Antarctissa cylindrica	Acrosphaera labrata	Amphymenium challengerae	Helotholus vema	Desmospyris spongiosa	Triceraspyris antarctica	Cycladophora davisiana	Comment

  SR	                 	                 	up. Tau           	              	120	 751	A	  4	H	 6	  98.00	     32.1800	Lazarus  	Radiolarians                                 	A              	G                 	                  	                    	                        	                     	                         	                   	               	               	                	                       	                           	R                   	                            	                    	                       	                      	                     	                       	                         	                  	                   	                    	                      	                      	                   	                     	                       	                	                   	                       	                         	               	                	                  	                 	                        	                         	                           	                     	                 	                       	                             	                        	               	                      	                           	                      	                	                        	                    	                          	                	                      	                   	                 	               	              	                      	                 	                     	R                    	                     	                       	                           	                     	                  	                	               	                   	               	                           	                  	                 	R                     	                   	                  	                  	                  	                  	                   	                               	                      	                   	                	                           	                        	                         	                     	                	                    	                      	                     	                         	                   	                   	                          	                     	                 	F                    	                     	                       	                                      	R                      	VA                   	                     	R                      	R                     	                   	                        	               	                     	                        	                      	from ODP Leg 120 SR Vol 2 Chapter 41 Table 6 microfiche backpocket & Fig 7 p 792

  SR	                 	                 	up. Tau           	              	120	 751	A	  4	H	CC	  12.00	     33.7500	Lazarus  	Radiolarians                                 	A              	G                 	                  	                    	                        	                     	                         	                   	               	               	                	                       	                           	R                   	                            	                    	                       	                      	                     	                       	                         	                  	                   	                    	                      	                      	                   	                     	                       	                	                   	F                      	                         	               	                	                  	                 	                        	                         	                           	                     	                 	                       	                             	                        	               	                      	                           	                      	                	                        	                    	                          	                	                      	                   	                 	               	              	                      	                 	                     	                     	                     	F                      	                           	                     	                  	                	R              	                   	               	                           	                  	                 	F                     	                   	                  	                  	                  	                  	                   	                               	                      	                   	                	                           	                        	                         	R                    	                	                    	                      	                     	                         	F                  	                   	                          	                     	                 	                     	                     	                       	                                      	F                      	A                    	                     	                       	C                     	                   	                        	+              	R                    	                        	                      	from ODP Leg 120 SR Vol 2 Chapter 41 Table 6 microfiche backpocket & Fig 7 p 792

  SR	                 	                 	up. Tau           	              	120	 751	A	  5	H	 1	  98.00	     34.1800	Lazarus  	Radiolarians                                 	C              	VG                	                  	                    	                        	                     	                         	                   	               	               	                	                       	                           	R                   	                            	                    	                       	                      	                     	                       	                         	                  	                   	                    	                      	                      	                   	                     	                       	                	                   	F                      	                         	               	                	                  	                 	                        	                         	                           	                     	                 	                       	                             	                        	               	                      	                           	                      	                	                        	                    	R                         	                	                      	                   	                 	               	              	                      	                 	                     	                     	                     	R                      	                           	                     	                  	                	+              	                   	               	                           	                  	                 	R                     	                   	                  	                  	                  	                  	                   	                               	                      	                   	                	                           	                        	                         	                     	                	                    	+                     	                     	                         	                   	                   	                          	                     	                 	R                    	                     	                       	+                                     	+                      	A                    	                     	                       	F                     	                   	                        	               	                     	                        	                      	from ODP Leg 120 SR Vol 2 Chapter 41 Table 6 microfiche backpocket & Fig 7 p 792

  SR	                 	                 	up. Tau           	              	120	 751	A	  5	H	 2	  49.00	     35.1900	Lazarus  	Radiolarians                                 	A              	G                 	                  	                    	R                       	                     	                         	                   	               	               	                	                       	                           	F                   	                            	                    	                       	                      	                     	                       	                         	                  	                   	                    	                      	                      	                   	                     	                       	                	                   	F                      	                         	               	                	                  	                 	                        	                         	                           	                     	                 	                       	                             	                        	               	                      	                           	                      	                	                        	                    	                          	                	                      	                   	                 	               	              	                      	                 	                     	                     	                     	F                      	                           	                     	                  	                	F              	                   	               	                           	                  	                 	C                     	                   	                  	                  	                  	                  	                   	                               	                      	                   	                	                           	                        	                         	                     	                	                    	F                     	                     	                         	R                  	                   	R                         	+                    	                 	                     	+                    	                       	                                      	F                      	VA                   	                     	                       	C                     	R                  	                        	               	                     	                        	                      	from ODP Leg 120 SR Vol 2 Chapter 41 Table 6 microfiche backpocket & Fig 7 p 792

  SR	                 	                 	up. Tau           	              	120	 751	A	  5	H	 3	  49.00	     36.6900	Lazarus  	Radiolarians                                 	C/A            	VG                	                  	                    	+                       	                     	                         	                   	               	               	                	                       	                           	R                   	                            	                    	                       	                      	                     	                       	                         	                  	                   	                    	                      	                      	                   	                     	                       	                	                   	C                      	                         	               	                	                  	                 	                        	                         	                           	                     	                 	                       	                             	                        	               	                      	                           	                      	                	                        	                    	F                         	                	                      	                   	                 	               	              	                      	                 	                     	+                    	                     	F                      	                           	                     	                  	                	               	                   	               	                           	                  	                 	R                     	                   	                  	                  	                  	                  	                   	                               	                      	                   	                	                           	                        	                         	                     	                	                    	                      	                     	                         	R                  	                   	F                         	+                    	                 	                     	                     	                       	                                      	C                      	A                    	                     	A                      	R                     	R                  	                        	               	                     	                        	                      	from ODP Leg 120 SR Vol 2 Chapter 41 Table 6 microfiche backpocket & Fig 7 p 792

  SR	                 	                 	up. Tau           	              	120	 751	A	  5	H	 3	  98.00	     37.1800	Lazarus  	Radiolarians                                 	A              	G                 	                  	                    	                        	                     	                         	                   	               	               	                	                       	                           	F                   	                            	                    	                       	                      	                     	                       	+                        	                  	                   	                    	                      	                      	                   	                     	                       	                	                   	R                      	                         	               	                	                  	                 	                        	                         	                           	                     	                 	                       	                             	                        	               	                      	                           	                      	                	                        	                    	R                         	                	                      	                   	                 	               	              	                      	                 	                     	                     	                     	R                      	                           	                     	                  	                	               	                   	               	                           	                  	                 	F                     	                   	                  	                  	                  	                  	                   	                               	+                     	                   	                	                           	                        	                         	                     	                	                    	+                     	                     	+                        	F                  	                   	+                         	R                    	                 	C                    	+                    	                       	                                      	F                      	A                    	                     	F                      	R                     	R                  	                        	               	                     	                        	                      	from ODP Leg 120 SR Vol 2 Chapter 41 Table 6 microfiche backpocket & Fig 7 p 792

  SR	                 	                 	low. Tau          	              	120	 751	A	  5	H	 4	  48.00	     38.1800	Lazarus  	Radiolarians                                 	A              	VG                	                  	                    	                        	                     	                         	                   	               	               	                	                       	                           	R                   	                            	                    	                       	                      	                     	                       	                         	                  	                   	                    	                      	                      	                   	                     	                       	                	                   	C                      	                         	               	                	                  	                 	                        	                         	                           	                     	                 	                       	                             	                        	               	                      	                           	                      	                	                        	                    	F                         	                	                      	                   	                 	               	              	                      	                 	                     	                     	                     	F                      	                           	                     	                  	                	R              	                   	               	                           	                  	                 	                      	                   	                  	                  	                  	                  	                   	                               	                      	                   	                	                           	                        	                         	F                    	                	                    	+                     	                     	                         	A                  	                   	F                         	+                    	                 	                     	                     	                       	                                      	C                      	C                    	                     	C                      	                      	F                  	                        	               	                     	                        	                      	from ODP Leg 120 SR Vol 2 Chapter 41 Table 6 microfiche backpocket & Fig 7 p 792

  SR	                 	                 	A. challengerae   	              	120	 751	A	  5	H	 4	  98.00	     38.6800	Lazarus  	Radiolarians                                 	A              	VG                	                  	                    	                        	                     	                         	                   	               	               	                	                       	                           	                    	                            	                    	                       	                      	                     	                       	                         	                  	                   	                    	                      	                      	                   	+                    	                       	                	                   	                       	                         	               	                	                  	                 	                        	                         	                           	                     	                 	                       	                             	                        	               	                      	                           	                      	                	                        	                    	                          	                	                      	                   	                 	               	              	                      	                 	                     	                     	                     	F                      	                           	                     	                  	                	R              	                   	               	                           	                  	                 	F                     	                   	                  	                  	                  	                  	                   	                               	                      	                   	                	                           	                        	                         	F                    	                	                    	+                     	                     	                         	C                  	                   	                          	                     	                 	                     	                     	                       	                                      	F                      	A                    	+                    	A                      	                      	F                  	+                       	               	                     	                        	                      	from ODP Leg 120 SR Vol 2 Chapter 41 Table 6 microfiche backpocket & Fig 7 p 792

  SR	                 	                 	A. labrata        	              	120	 751	A	  5	H	 5	  98.00	     40.1800	Lazarus  	Radiolarians                                 	A              	G                 	                  	                    	R                       	                     	                         	                   	               	               	                	                       	                           	R                   	                            	                    	                       	                      	                     	                       	                         	                  	                   	                    	                      	                      	                   	                     	                       	                	                   	                       	                         	               	                	                  	                 	                        	                         	                           	                     	                 	                       	                             	                        	               	                      	                           	                      	                	                        	                    	                          	                	                      	                   	                 	               	              	                      	                 	                     	C                    	                     	R                      	                           	                     	                  	                	+              	                   	               	                           	                  	                 	R                     	                   	                  	                  	                  	                  	                   	                               	                      	                   	                	                           	                        	                         	R                    	                	                    	                      	                     	                         	C                  	                   	R                         	                     	                 	F                    	                     	                       	                                      	F                      	A                    	                     	C                      	                      	R                  	                        	               	                     	                        	                      	from ODP Leg 120 SR Vol 2 Chapter 41 Table 6 microfiche backpocket & Fig 7 p 792

  SR	                 	                 	A. labrata        	              	120	 751	A	  5	H	 6	  48.00	     41.1800	Lazarus  	Radiolarians                                 	A              	G                 	                  	                    	R                       	                     	                         	                   	               	               	                	                       	                           	                    	                            	                    	                       	                      	                     	                       	                         	                  	                   	                    	                      	                      	                   	                     	                       	                	                   	R                      	                         	               	                	                  	                 	                        	                         	                           	                     	                 	                       	                             	                        	               	                      	                           	                      	                	                        	                    	                          	                	                      	                   	                 	               	              	                      	                 	                     	F                    	                     	                       	                           	                     	                  	                	F              	                   	               	                           	                  	                 	C                     	                   	                  	                  	                  	                  	                   	                               	                      	                   	                	                           	                        	+                        	R                    	                	                    	C                     	                     	                         	C                  	                   	F                         	                     	                 	                     	                     	                       	+                                     	C                      	A                    	C                    	A                      	                      	C                  	                        	               	                     	                        	                      	from ODP Leg 120 SR Vol 2 Chapter 41 Table 6 microfiche backpocket & Fig 7 p 792

  SR	                 	                 	A. labrata        	              	120	 751	A	  5	H	CC	   8.00	     41.4800	Lazarus  	Radiolarians                                 	A              	G                 	                  	                    	R                       	                     	                         	                   	               	               	                	                       	                           	R                   	                            	                    	                       	                      	                     	                       	                         	                  	                   	                    	                      	                      	                   	                     	                       	                	                   	F                      	                         	               	                	                  	                 	                        	                         	                           	                     	                 	                       	                             	                        	               	                      	                           	                      	                	                        	                    	                          	                	                      	                   	                 	               	              	                      	                 	                     	R                    	                     	R                      	                           	                     	                  	                	F              	                   	               	                           	                  	                 	F                     	                   	                  	                  	                  	                  	                   	                               	                      	                   	                	                           	                        	                         	R                    	                	                    	C                     	                     	                         	C                  	                   	C                         	                     	                 	                     	                     	                       	R                                     	C                      	A                    	F                    	C                      	R                     	C                  	                        	               	                     	                        	                      	from ODP Leg 120 SR Vol 2 Chapter 41 Table 6 microfiche backpocket & Fig 7 p 792

  SR	                 	                 	A. australais     	              	120	 751	A	  6	H	 1	  53.00	     43.2300	Lazarus  	Radiolarians                                 	A              	G                 	                  	                    	F                       	                     	                         	                   	               	               	+               	                       	                           	R                   	                            	                    	                       	                      	                     	                       	                         	                  	                   	                    	                      	                      	                   	                     	                       	                	                   	R                      	                         	               	                	                  	                 	                        	                         	                           	                     	                 	                       	                             	                        	               	                      	                           	                      	                	                        	                    	C                         	                	                      	                   	                 	               	              	                      	                 	                     	                     	                     	R                      	                           	+                    	                  	                	               	                   	               	                           	                  	                 	                      	                   	                  	                  	                  	                  	                   	                               	A                     	                   	                	                           	                        	                         	+                    	                	                    	                      	                     	                         	+                  	                   	F                         	                     	                 	C                    	C                    	C                      	                                      	                       	                     	R                    	                       	                      	                   	                        	               	                     	                        	                      	from ODP Leg 120 SR Vol 2 Chapter 41 Table 6 microfiche backpocket & Fig 7 p 792

  SR	                 	                 	A. australais     	              	120	 751	A	  6	H	 1	  98.00	     43.6800	Lazarus  	Radiolarians                                 	A              	G                 	                  	                    	R                       	                     	                         	                   	               	               	F               	                       	                           	+                   	                            	                    	                       	                      	                     	                       	                         	                  	                   	                    	                      	                      	                   	                     	                       	                	                   	+                      	                         	               	                	                  	                 	                        	                         	                           	                     	                 	                       	                             	                        	               	                      	                           	                      	                	                        	                    	C                         	R               	                      	                   	                 	               	              	                      	                 	                     	                     	                     	R                      	                           	                     	                  	                	F              	                   	               	                           	                  	                 	                      	                   	                  	                  	                  	                  	                   	                               	C                     	                   	                	                           	                        	                         	+                    	                	                    	F                     	                     	+                        	                   	                   	F                         	                     	                 	C                    	C                    	C                      	+                                     	                       	C                    	                     	                       	                      	                   	                        	               	                     	                        	                      	from ODP Leg 120 SR Vol 2 Chapter 41 Table 6 microfiche backpocket & Fig 7 p 792

  SR	                 	                 	A. australais     	              	120	 751	A	  6	H	 2	  50.00	     44.7000	Lazarus  	Radiolarians                                 	C/A            	G                 	                  	                    	F                       	                     	                         	                   	               	               	C               	                       	                           	R                   	                            	                    	                       	                      	                     	                       	                         	                  	                   	                    	                      	                      	                   	                     	                       	                	                   	                       	                         	               	                	                  	                 	                        	                         	                           	                     	                 	                       	                             	                        	               	                      	                           	                      	                	                        	                    	C                         	                	                      	                   	                 	               	              	                      	                 	                     	                     	                     	F                      	                           	                     	                  	                	               	                   	               	                           	                  	                 	                      	                   	                  	                  	                  	                  	                   	                               	A                     	                   	                	                           	                        	                         	                     	                	                    	+                     	                     	C                        	                   	                   	F                         	                     	+                	R                    	F                    	F                      	                                      	C                      	                     	                     	                       	                      	                   	                        	               	                     	                        	                      	from ODP Leg 120 SR Vol 2 Chapter 41 Table 6 microfiche backpocket & Fig 7 p 792

  SR	                 	                 	A. australais     	              	120	 751	A	  6	H	 2	  98.00	     45.1800	Lazarus  	Radiolarians                                 	C              	G                 	                  	                    	                        	                     	                         	                   	               	               	                	                       	                           	                    	                            	                    	                       	                      	                     	                       	                         	                  	                   	                    	                      	                      	                   	                     	                       	                	                   	                       	                         	               	                	                  	                 	                        	                         	                           	                     	                 	                       	                             	                        	               	                      	                           	                      	                	                        	                    	C                         	                	                      	                   	                 	               	              	                      	                 	                     	                     	                     	F                      	                           	                     	                  	                	               	                   	               	                           	                  	                 	                      	                   	R                 	                  	                  	                  	                   	                               	A                     	                   	                	                           	                        	                         	                     	                	                    	                      	                     	C                        	                   	                   	R                         	                     	                 	+                    	F                    	F                      	                                      	                       	                     	                     	                       	                      	                   	                        	               	                     	                        	                      	from ODP Leg 120 SR Vol 2 Chapter 41 Table 6 microfiche backpocket & Fig 7 p 792

  SR	                 	                 	A. australais     	              	120	 751	A	  6	H	 3	  98.00	     46.6800	Lazarus  	Radiolarians                                 	F/C            	G                 	                  	                    	                        	                     	                         	                   	               	               	F               	                       	                           	R                   	                            	                    	                       	                      	                     	                       	                         	                  	                   	                    	                      	                      	                   	                     	                       	                	                   	                       	                         	               	                	                  	                 	                        	                         	                           	                     	                 	                       	                             	                        	               	                      	                           	                      	                	                        	                    	C                         	                	                      	                   	                 	               	              	                      	                 	                     	                     	                     	                       	                           	                     	                  	                	F              	                   	               	                           	                  	                 	                      	                   	+                 	                  	                  	                  	                   	                               	A                     	                   	                	                           	                        	                         	                     	                	                    	                      	                     	R                        	R                  	                   	R                         	                     	                 	F                    	R                    	C                      	                                      	                       	                     	                     	                       	                      	                   	                        	               	                     	                        	                      	from ODP Leg 120 SR Vol 2 Chapter 41 Table 6 microfiche backpocket & Fig 7 p 792

  SR	                 	                 	A. australais     	              	120	 751	A	  6	H	 5	  50.00	     49.2000	Lazarus  	Radiolarians                                 	C              	G                 	                  	                    	+                       	                     	                         	                   	               	               	R               	                       	                           	+                   	                            	                    	                       	                      	                     	                       	                         	                  	                   	                    	                      	                      	                   	                     	                       	                	                   	                       	                         	               	                	                  	                 	                        	                         	                           	                     	                 	                       	                             	                        	               	                      	                           	                      	                	                        	                    	F                         	                	                      	                   	                 	               	              	                      	                 	                     	                     	                     	                       	                           	                     	                  	                	R              	                   	               	                           	                  	                 	                      	                   	C                 	                  	                  	                  	                   	                               	C                     	                   	                	                           	                        	                         	                     	                	                    	                      	                     	C                        	                   	                   	+                         	                     	                 	C                    	F                    	R                      	                                      	                       	                     	                     	                       	                      	                   	                        	               	                     	                        	                      	from ODP Leg 120 SR Vol 2 Chapter 41 Table 6 microfiche backpocket & Fig 7 p 792
