Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Spongasteriscus marylandicus,Eucyrtidium diaphanes,Artophormis gracilis,Theocorys spongoconus,Dorcadospyris ateuchus,Didymocyrtis prismatica,Theocyrtis annosa,Stichocorys wolffii,Eucyrtidium sp.,Calocycletta robusta,Lychnocanoma elongata,Cyrtocapsella tetrapera,Cyrtocapsella cornuta,Stichocorys delmontensis,Didymocyrtis (?) bassanii,Cyrtocapsella japonica,Phormostichoartus corbula,Didymocyrtis tubaria,Calocycletta virginis,Didymocyrtis violina,Didymocyrtis mammifera,Calocycletta costata,Didymocyrtis laticonus,Calocycletta caepa,Lithopera neotera,Didymocyrtis antepenultima,Diartus petterssoni,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,D. petterssoni (RN6),              ,150, 902,D, 24,X, 3,  60.00,    203.4000,Nigrini  ,Radiolarians                                 ,VR             ,P                 ,                            ,                     ,                    ,                     ,                      ,                       ,                 ,                   ,               ,                    ,                     ,                       ,                     ,                        ,                         ,T                     ,                         ,                    ,                     ,                    ,                      ,                    ,                      ,                  ,                 ,                          ,                   ,From Leg 150 SR; Ch 3; Table 1; p. 38
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,D. petterssoni (RN6),              ,150, 902,D, 26,X, 3,  60.00,    222.7000,Nigrini  ,Radiolarians                                 ,R              ,P                 ,                            ,                     ,                    ,                     ,                      ,                       ,                 ,                   ,               ,                    ,                     ,                       ,                     ,T                       ,                         ,                      ,T                        ,                    ,                     ,                    ,                      ,                    ,                      ,                  ,                 ,                          ,                   ,From Leg 150 SR; Ch 3; Table 1; p. 38
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,D. petterssoni (RN6),              ,150, 902,D, 27,X, 3,  60.00,    232.4000,Nigrini  ,Radiolarians                                 ,R              ,M                 ,                            ,                     ,                    ,                     ,                      ,                       ,                 ,                   ,               ,                    ,                     ,                       ,                     ,                        ,                         ,                      ,+                        ,                    ,                     ,                    ,                      ,                    ,+                     ,                  ,+                ,                          ,                   ,From Leg 150 SR; Ch 3; Table 1; p. 38
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,D. petterssoni (RN6),              ,150, 902,D, 28,X, 3,  60.00,    242.0000,Nigrini  ,Radiolarians                                 ,R              ,P                 ,                            ,                     ,                    ,                     ,                      ,                       ,                 ,                   ,               ,                    ,                     ,                       ,                     ,                        ,                         ,                      ,T                        ,                    ,                     ,                    ,                      ,                    ,+                     ,                  ,                 ,+                         ,                   ,From Leg 150 SR; Ch 3; Table 1; p. 38
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,D. petterssoni (RN6),              ,150, 902,D, 29,X, 3,  60.00,    251.7000,Nigrini  ,Radiolarians                                 ,R              ,P                 ,                            ,                     ,                    ,                     ,                      ,                       ,                 ,                   ,               ,                    ,                     ,                       ,                     ,                        ,                         ,                      ,                         ,                    ,                     ,                    ,                      ,                    ,+                     ,                  ,                 ,                          ,                   ,From Leg 150 SR; Ch 3; Table 1; p. 38
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,D. petterssoni (RN6),              ,150, 902,D, 30,X, 3,  60.00,    261.3000,Nigrini  ,Radiolarians                                 ,F              ,M                 ,                            ,                     ,                    ,                     ,                      ,                       ,                 ,                   ,               ,                    ,                     ,                       ,                     ,+                       ,                         ,+                     ,                         ,                    ,                     ,                    ,                      ,                    ,+                     ,                  ,                 ,                          ,                   ,From Leg 150 SR; Ch 3; Table 1; p. 38
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,D. petterssoni (RN6),              ,150, 902,D, 31,X, 3,  60.00,    270.9000,Nigrini  ,Radiolarians                                 ,F              ,M                 ,                            ,                     ,                    ,                     ,                      ,                       ,                 ,                   ,               ,                    ,                     ,                       ,                     ,+                       ,                         ,+                     ,+                        ,                    ,                     ,                    ,                      ,                    ,+                     ,                  ,                 ,                          ,+                  ,From Leg 150 SR; Ch 3; Table 1; p. 38
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,D. petterssoni (RN6),              ,150, 902,D, 32,X, 3,  60.00,    280.6000,Nigrini  ,Radiolarians                                 ,F              ,M                 ,                            ,                     ,                    ,                     ,                      ,                       ,                 ,                   ,               ,                    ,                     ,                       ,                     ,                        ,                         ,+                     ,                         ,                    ,                     ,                    ,                      ,                    ,+                     ,+                 ,                 ,                          ,+                  ,From Leg 150 SR; Ch 3; Table 1; p. 38
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,D. petterssoni (RN6),              ,150, 902,D, 33,X, 3,  60.00,    290.2000,Nigrini  ,Radiolarians                                 ,R              ,M                 ,                            ,                     ,                    ,                     ,                      ,                       ,                 ,                   ,               ,                    ,                     ,                       ,                     ,?                       ,                         ,                      ,                         ,                    ,                     ,                    ,                      ,                    ,+                     ,                  ,                 ,                          ,                   ,From Leg 150 SR; Ch 3; Table 1; p. 38
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,D. petterssoni (RN6),              ,150, 902,D, 34,X, 3,  24.00,    299.5400,Nigrini  ,Radiolarians                                 ,R              ,P                 ,                            ,                     ,                    ,                     ,                      ,                       ,                 ,                   ,               ,                    ,                     ,                       ,                     ,                        ,                         ,                      ,                         ,                    ,                     ,                    ,                      ,                    ,                      ,                  ,                 ,?                         ,                   ,From Leg 150 SR; Ch 3; Table 1; p. 38
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,D. petterssoni (RN6),              ,150, 902,D, 35,X, 3,  60.00,    309.5000,Nigrini  ,Radiolarians                                 ,R              ,P                 ,                            ,                     ,                    ,                     ,                      ,                       ,                 ,                   ,               ,                    ,                     ,                       ,                     ,                        ,                         ,                      ,                         ,                    ,                     ,                    ,                      ,                    ,+                     ,                  ,                 ,                          ,+                  ,From Leg 150 SR; Ch 3; Table 1; p. 38
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,D. petterssoni (RN6),              ,150, 902,D, 36,X, 3,  60.00,    319.1000,Nigrini  ,Radiolarians                                 ,R              ,P                 ,                            ,                     ,                    ,                     ,                      ,                       ,                 ,                   ,               ,                    ,                     ,                       ,                     ,                        ,                         ,+                     ,                         ,                    ,                     ,                    ,                      ,                    ,                      ,                  ,                 ,                          ,                   ,From Leg 150 SR; Ch 3; Table 1; p. 38
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,D. petterssoni (RN6),              ,150, 902,D, 37,X, 3,  60.00,    328.7000,Nigrini  ,Radiolarians                                 ,R              ,P                 ,                            ,                     ,                    ,                     ,                      ,                       ,                 ,                   ,               ,                    ,                     ,                       ,                     ,+                       ,                         ,                      ,                         ,                    ,                     ,                    ,                      ,                    ,                      ,                  ,                 ,                          ,                   ,From Leg 150 SR; Ch 3; Table 1; p. 38
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,D. petterssoni (RN6),              ,150, 902,D, 39,X, 3,  60.00,    348.0000,Nigrini  ,Radiolarians                                 ,R              ,P                 ,                            ,                     ,                    ,                     ,                      ,                       ,                 ,                   ,               ,                    ,                     ,                       ,                     ,                        ,                         ,                      ,                         ,                    ,                     ,                    ,                      ,                    ,+                     ,                  ,                 ,                          ,                   ,From Leg 150 SR; Ch 3; Table 1; p. 38
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,D. petterssoni (RN6),              ,150, 902,D, 42,X, 3,  60.00,    376.9000,Nigrini  ,Radiolarians                                 ,R              ,P                 ,                            ,                     ,                    ,                     ,                      ,                       ,                 ,                   ,               ,                    ,                     ,T                      ,                     ,                        ,                         ,                      ,                         ,                    ,                     ,                    ,                      ,                    ,                      ,                  ,                 ,                          ,T                  ,From Leg 150 SR; Ch 3; Table 1; p. 38
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,D. petterssoni (RN6),              ,150, 902,D, 43,X, 3,  60.00,    386.5000,Nigrini  ,Radiolarians                                 ,R              ,P                 ,                            ,                     ,                    ,                     ,                      ,                       ,                 ,                   ,               ,                    ,                     ,?                      ,                     ,                        ,                         ,                      ,                         ,                    ,                     ,                    ,                      ,                    ,                      ,                  ,+                ,                          ,+                  ,From Leg 150 SR; Ch 3; Table 1; p. 38
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,D. petterssoni (RN6),              ,150, 902,D, 44,X, 3,  60.00,    396.2000,Nigrini  ,Radiolarians                                 ,R              ,P                 ,                            ,                     ,                    ,                     ,                      ,                       ,                 ,                   ,               ,                    ,                     ,+                      ,-                    ,                        ,                         ,                      ,+                        ,                    ,                     ,                    ,                      ,                    ,+                     ,                  ,?                ,                          ,                   ,From Leg 150 SR; Ch 3; Table 1; p. 38
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,D. petterssoni (RN6),              ,150, 902,D, 45,X, 2,  28.00,    403.9800,Nigrini  ,Radiolarians                                 ,R              ,P                 ,                            ,                     ,                    ,                     ,                      ,                       ,                 ,?                  ,               ,                    ,                     ,T                      ,                     ,                        ,                         ,                      ,+                        ,                    ,                     ,                    ,                      ,                    ,                      ,                  ,-                ,                          ,                   ,From Leg 150 SR; Ch 3; Table 1; p. 38
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,D. petterssoni (RN6),              ,150, 902,D, 46,X, 3,  64.00,    415.5400,Nigrini  ,Radiolarians                                 ,VR             ,P                 ,                            ,                     ,                    ,                     ,                      ,                       ,                 ,                   ,               ,                    ,                     ,+                      ,-                    ,                        ,                         ,T                     ,+                        ,                    ,                     ,                    ,                      ,                    ,                      ,                  ,-                ,                          ,                   ,From Leg 150 SR; Ch 3; Table 1; p. 38
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,D. petterssoni (RN6),              ,150, 902,D, 47,X, 3,  64.00,    424.8400,Nigrini  ,Radiolarians                                 ,R              ,P                 ,                            ,                     ,                    ,                     ,                      ,                       ,                 ,                   ,               ,                    ,                     ,-                      ,-                    ,                        ,                         ,                      ,+                        ,                    ,                     ,                    ,                      ,                    ,-                     ,                  ,-                ,                          ,                   ,From Leg 150 SR; Ch 3; Table 1; p. 38
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,D. petterssoni (RN6),              ,150, 902,D, 48,X, 3,  60.00,    434.2000,Nigrini  ,Radiolarians                                 ,VR             ,P                 ,                            ,                     ,                    ,                     ,                      ,                       ,                 ,                   ,               ,                    ,                     ,                       ,                     ,                        ,                         ,                      ,+                        ,                    ,                     ,                    ,                      ,                    ,                      ,                  ,                 ,                          ,                   ,From Leg 150 SR; Ch 3; Table 1; p. 38
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,D. petterssoni (RN6),              ,150, 902,D, 49,X, 3,  60.00,    443.6000,Nigrini  ,Radiolarians                                 ,VR             ,P                 ,                            ,                     ,                    ,                     ,                      ,                       ,                 ,                   ,               ,                    ,                     ,                       ,                     ,                        ,                         ,                      ,+                        ,                    ,                     ,                    ,                      ,                    ,                      ,                  ,                 ,                          ,                   ,From Leg 150 SR; Ch 3; Table 1; p. 38
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,D. petterssoni (RN6),              ,150, 902,D, 50,X, 3,  60.00,    452.9000,Nigrini  ,Radiolarians                                 ,F              ,P                 ,                            ,                     ,                    ,                     ,                      ,                       ,                 ,                   ,               ,                    ,                     ,+                      ,+                    ,                        ,                         ,                      ,+                        ,                    ,                     ,                    ,                      ,                    ,+                     ,+                 ,-                ,T                         ,+                  ,From Leg 150 SR; Ch 3; Table 1; p. 38
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,C. costata (RN4)  ,D. alata (RN5),150, 902,D, 51,X, 3,  61.00,    462.5100,Nigrini  ,Radiolarians                                 ,R              ,P                 ,                            ,                     ,                    ,                     ,                      ,                       ,                 ,                   ,               ,                    ,                     ,T                      ,                     ,                        ,                         ,                      ,                         ,                    ,-                    ,                    ,                      ,                    ,T                     ,                  ,                 ,                          ,                   ,From Leg 150 SR; Ch 3; Table 1; p. 38
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,C. costata (RN4)  ,D. alata (RN5),150, 902,D, 52,X, 3,  59.00,    472.1900,Nigrini  ,Radiolarians                                 ,F              ,P                 ,                            ,                     ,                    ,                     ,                      ,                       ,                 ,                   ,               ,                    ,                     ,+                      ,T                    ,                        ,                         ,+                     ,                         ,                    ,-                    ,                    ,+                     ,                    ,?                     ,-                 ,                 ,                          ,                   ,From Leg 150 SR; Ch 3; Table 1; p. 38
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,C. costata (RN4)  ,D. alata (RN5),150, 902,D, 53,X, 3,  60.00,    481.8000,Nigrini  ,Radiolarians                                 ,F              ,M                 ,                            ,                     ,                    ,                     ,                      ,                       ,                 ,                   ,               ,                    ,                     ,+                      ,T                    ,                        ,                         ,                      ,                         ,                    ,-                    ,                    ,+                     ,                    ,                      ,                  ,                 ,                          ,                   ,From Leg 150 SR; Ch 3; Table 1; p. 38
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,C. costata (RN4)  ,D. alata (RN5),150, 902,D, 54,X, 3,  58.00,    491.4800,Nigrini  ,Radiolarians                                 ,F              ,M                 ,                            ,                     ,                    ,                     ,                      ,                       ,                 ,                   ,               ,                    ,                     ,+                      ,+                    ,+                       ,                         ,                      ,                         ,                    ,                     ,                    ,+                     ,                    ,                      ,                  ,                 ,                          ,                   ,From Leg 150 SR; Ch 3; Table 1; p. 38
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,C. costata (RN4)  ,D. alata (RN5),150, 902,D, 55,X, 3,  60.00,    501.2000,Nigrini  ,Radiolarians                                 ,R              ,M                 ,                            ,                     ,                    ,                     ,                      ,                       ,                 ,                   ,               ,                    ,                     ,+                      ,                     ,+                       ,                         ,                      ,                         ,                    ,+                    ,                    ,                      ,+                   ,                      ,                  ,                 ,                          ,                   ,From Leg 150 SR; Ch 3; Table 1; p. 38
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,C. costata (RN4)  ,D. alata (RN5),150, 902,D, 56,X, 3,  60.00,    510.8000,Nigrini  ,Radiolarians                                 ,F              ,M                 ,                            ,                     ,                    ,                     ,                      ,                       ,                 ,                   ,               ,                    ,                     ,+                      ,+                    ,+                       ,+                        ,                      ,                         ,+                   ,+                    ,                    ,+                     ,+                   ,                      ,                  ,                 ,                          ,                   ,From Leg 150 SR; Ch 3; Table 1; p. 38
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,C. costata (RN4)  ,D. alata (RN5),150, 902,D, 57,X, 3,  59.00,    520.5900,Nigrini  ,Radiolarians                                 ,F              ,M                 ,                            ,                     ,                    ,                     ,                      ,                       ,                 ,                   ,               ,                    ,                     ,+                      ,+                    ,+                       ,                         ,+                     ,                         ,+                   ,                     ,                    ,+                     ,                    ,                      ,                  ,                 ,                          ,                   ,From Leg 150 SR; Ch 3; Table 1; p. 38
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,C. costata (RN4)  ,D. alata (RN5),150, 902,D, 58,X, 3,  60.00,    530.3000,Nigrini  ,Radiolarians                                 ,F              ,M                 ,                            ,                     ,                    ,                     ,                      ,                       ,                 ,+                  ,               ,                    ,                     ,+                      ,                     ,+                       ,                         ,+                     ,                         ,+                   ,                     ,+                   ,                      ,                    ,                      ,                  ,                 ,                          ,                   ,From Leg 150 SR; Ch 3; Table 1; p. 38
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,C. costata (RN4)  ,D. alata (RN5),150, 902,D, 59,X, 3,  62.00,    539.6200,Nigrini  ,Radiolarians                                 ,F              ,M                 ,-                           ,                     ,                    ,                     ,                      ,                       ,                 ,+                  ,               ,                    ,                     ,+                      ,+                    ,                        ,                         ,+                     ,                         ,                    ,+                    ,+                   ,                      ,                    ,                      ,                  ,                 ,                          ,                   ,From Leg 150 SR; Ch 3; Table 1; p. 38
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,C. costata (RN4)  ,D. alata (RN5),150, 902,D, 60,X, 3,  60.00,    549.1000,Nigrini  ,Radiolarians                                 ,F              ,P                 ,-                           ,-                    ,                    ,                     ,                      ,-                      ,                 ,                   ,               ,                    ,                     ,+                      ,+                    ,+                       ,                         ,                      ,                         ,-                   ,+                    ,-                   ,                      ,                    ,                      ,                  ,                 ,                          ,                   ,From Leg 150 SR; Ch 3; Table 1; p. 38
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,S. wolffii (RN3)  ,              ,150, 902,D, 61,X, 3,  60.00,    558.6000,Nigrini  ,Radiolarians                                 ,F              ,M                 ,+                           ,T                    ,                    ,                     ,                      ,                       ,                 ,+                  ,               ,                    ,                     ,+                      ,+                    ,+                       ,                         ,+                     ,                         ,                    ,+                    ,+                   ,                      ,                    ,                      ,                  ,                 ,                          ,                   ,From Leg 150 SR; Ch 3; Table 1; p. 38
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,S. delmontense (RN2),              ,150, 902,D, 62,X, 3,  61.00,    568.2100,Nigrini  ,Radiolarians                                 ,F              ,M                 ,+                           ,                     ,                    ,                     ,                      ,                       ,                 ,                   ,               ,                    ,                     ,+                      ,                     ,+                       ,                         ,-                     ,                         ,                    ,+                    ,T                   ,                      ,                    ,                      ,                  ,                 ,                          ,                   ,From Leg 150 SR; Ch 3; Table 1; p. 38
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,S. delmontense (RN2),              ,150, 902,D, 63,X, 3,  58.00,    577.9800,Nigrini  ,Radiolarians                                 ,F              ,M                 ,+                           ,                     ,                    ,                     ,                      ,                       ,-                ,                   ,               ,                    ,                     ,R                      ,F                    ,?                       ,+                        ,+                     ,T                        ,+                   ,+                    ,                    ,                      ,                    ,                      ,                  ,                 ,                          ,                   ,From Leg 150 SR; Ch 3; Table 1; p. 38
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,S. delmontense (RN2),              ,150, 902,D, 64,X, 3,  61.00,    587.6100,Nigrini  ,Radiolarians                                 ,F              ,M                 ,+                           ,+                    ,                    ,                     ,                      ,-                      ,-                ,                   ,               ,+                   ,                     ,+                      ,+                    ,T                       ,+                        ,+                     ,                         ,                    ,                     ,                    ,                      ,                    ,                      ,                  ,                 ,                          ,                   ,From Leg 150 SR; Ch 3; Table 1; p. 38
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,S. delmontense (RN2),              ,150, 902,D, 65,X, 2,  60.00,    595.8000,Nigrini  ,Radiolarians                                 ,F              ,M                 ,+                           ,+                    ,-                   ,                     ,                      ,+                      ,-                ,                   ,               ,+                   ,                     ,-                      ,-                    ,                        ,                         ,                      ,                         ,                    ,                     ,                    ,                      ,                    ,                      ,                  ,                 ,                          ,                   ,From Leg 150 SR; Ch 3; Table 1; p. 38
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,C. tetrapera (RN1),              ,150, 902,D, 66,X, 3,  58.00,    606.8800,Nigrini  ,Radiolarians                                 ,F              ,M                 ,+                           ,+                    ,-                   ,                     ,                      ,                       ,+                ,                   ,               ,+                   ,+                    ,+                      ,+                    ,                        ,                         ,                      ,                         ,                    ,                     ,                    ,                      ,                    ,                      ,                  ,                 ,                          ,                   ,From Leg 150 SR; Ch 3; Table 1; p. 38
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Oligocene        ,                 ,L. elongata (RP22),              ,150, 902,D, 67,X, 3,  63.00,    616.6300,Nigrini  ,Radiolarians                                 ,F              ,M                 ,+                           ,+                    ,+                   ,                     ,?                     ,+                      ,                 ,                   ,+              ,+                   ,T                    ,-                      ,-                    ,                        ,                         ,                      ,                         ,                    ,                     ,                    ,                      ,                    ,                      ,                  ,                 ,                          ,                   ,From Leg 150 SR; Ch 3; Table 1; p. 38
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Oligocene        ,                 ,L. elongata (RP22),              ,150, 902,D, 68,X, 3,  60.00,    625.8000,Nigrini  ,Radiolarians                                 ,F              ,M                 ,+                           ,+                    ,+                   ,                     ,+                     ,+                      ,T                ,?                  ,+              ,+                   ,                     ,                       ,                     ,                        ,                         ,                      ,                         ,                    ,                     ,                    ,                      ,                    ,                      ,                  ,                 ,                          ,                   ,From Leg 150 SR; Ch 3; Table 1; p. 38
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Oligocene        ,                 ,L. elongata (RP22),              ,150, 902,D, 69,X, 3,  60.00,    635.5000,Nigrini  ,Radiolarians                                 ,F              ,M                 ,+                           ,T                    ,+                   ,                     ,                      ,                       ,                 ,                   ,               ,                    ,                     ,                       ,                     ,                        ,                         ,                      ,                         ,                    ,                     ,                    ,                      ,                    ,                      ,                  ,                 ,                          ,                   ,From Leg 150 SR; Ch 3; Table 1; p. 38
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Oligocene        ,                 ,L. elongata (RP22),              ,150, 902,D, 70,X, 3,  62.00,    645.2200,Nigrini  ,Radiolarians                                 ,F              ,P                 ,+                           ,T                    ,+                   ,                     ,?                     ,                       ,T                ,                   ,               ,                    ,                     ,                       ,                     ,                        ,                         ,                      ,                         ,                    ,                     ,                    ,                      ,                    ,                      ,                  ,                 ,                          ,                   ,From Leg 150 SR; Ch 3; Table 1; p. 38
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Oligocene        ,                 ,L. elongata (RP22),              ,150, 902,D, 71,X, 3,  62.00,    654.8200,Nigrini  ,Radiolarians                                 ,R              ,P                 ,                            ,-                    ,+                   ,                     ,                      ,                       ,                 ,                   ,               ,                    ,                     ,                       ,                     ,                        ,                         ,                      ,                         ,                    ,                     ,                    ,                      ,                    ,                      ,                  ,                 ,                          ,                   ,From Leg 150 SR; Ch 3; Table 1; p. 38
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
