Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Reticulofenestra pseudoumbilica	Reticulofenestra minutula	Discoaster spp.	Cyclicargolithus floridanus	Coccolithus pelagicus	Coccolithus miopelagicus	Pyrocyclus inversus	Calcidiscus macintyrei	Pyrocyclus sp.	Placolith (small)	Dictyococcites spp.	Pyrocyclus orangensis	Reticulofenestra perplexa	Reticulofenestra gelida	Calcidiscus leptoporus	Reticulofenestra spp.	Discoaster variabilis	Discoaster sp. cf. intercalaris	Reticulofenestra spp. (small)	Gephyrocapsa (small)	Gephyrocapsa oceanica	Gephyrocapsa spp.	Dictyococcites bisectus	Cyclicargolithus abisectus	Gephyrocapsa caribbeanica	Gephyrocapsa sp. (3 microns)	Emiliania huxleyi	Comment
  SR	                 	                 	                  	              	145	 887	A	  2	H	 4	 110.00	     12.3000	Olafsson 	Nannofossils                                 	R              	P                 	                               	                         	               	                           	R                    	                        	                   	                      	              	                 	                   	                     	                         	                       	                      	                     	                     	                               	                             	                    	                     	R                	                       	                          	                         	                            	                 	from Leg 145 SR; Ch 39; Table 14; p 630-632

  SR	                 	                 	                  	              	145	 887	A	  2	H	 5	 110.00	     13.8000	Olafsson 	Nannofossils                                 	C              	M                 	                               	                         	               	                           	C                    	                        	                   	                      	              	                 	                   	                     	                         	                       	                      	                     	                     	                               	                             	                    	                     	F                	                       	                          	                         	                            	                 	from Leg 145 SR; Ch 39; Table 14; p 630-632

  SR	                 	                 	                  	              	145	 887	A	  2	H	 6	 110.00	     15.3000	Olafsson 	Nannofossils                                 	R              	M                 	                               	                         	               	                           	R                    	                        	                   	                      	              	                 	                   	                     	                         	                       	                      	                     	                     	                               	                             	                    	                     	                 	                       	                          	                         	                            	                 	from Leg 145 SR; Ch 39; Table 14; p 630-632

  SR	                 	                 	                  	              	145	 887	A	  3	H	 2	 110.00	     18.8000	Olafsson 	Nannofossils                                 	C              	P                 	                               	                         	               	                           	C                    	                        	                   	                      	              	C                	                   	                     	                         	                       	                      	                     	                     	                               	                             	                    	                     	F                	                       	                          	                         	                            	                 	from Leg 145 SR; Ch 39; Table 14; p 630-632

  SR	                 	                 	                  	              	145	 887	A	  3	H	 3	 110.00	     20.3000	Olafsson 	Nannofossils                                 	C              	M                 	                               	                         	               	                           	C                    	                        	                   	                      	              	C                	                   	                     	                         	                       	                      	                     	                     	                               	                             	                    	R                    	F                	                       	                          	                         	                            	                 	from Leg 145 SR; Ch 39; Table 14; p 630-632

  SR	                 	                 	                  	              	145	 887	A	  4	H	 3	  19.00	     28.8900	Olafsson 	Nannofossils                                 	A              	M                 	                               	                         	               	                           	F                    	                        	                   	                      	              	                 	                   	                     	                         	                       	                      	                     	                     	                               	                             	A                   	                     	                 	                       	                          	                         	                            	                 	from Leg 145 SR; Ch 39; Table 14; p 630-632

  SR	                 	                 	                  	              	145	 887	A	  4	H	 4	  50.00	     30.7000	Olafsson 	Nannofossils                                 	A              	G                 	                               	                         	               	                           	C                    	                        	                   	                      	              	A                	                   	                     	                         	                       	                      	                     	                     	                               	                             	                    	R                    	                 	                       	                          	R                        	                            	                 	from Leg 145 SR; Ch 39; Table 14; p 630-632

  SR	                 	                 	                  	              	145	 887	A	  4	H	 4	 110.00	     31.3000	Olafsson 	Nannofossils                                 	R              	P                 	                               	                         	               	                           	                     	                        	                   	                      	              	                 	                   	                     	                         	                       	                      	r                    	                     	                               	                             	                    	                     	                 	                       	                          	                         	                            	                 	from Leg 145 SR; Ch 39; Table 14; p 630-632

  SR	                 	                 	                  	              	145	 887	A	  4	H	 6	 110.00	     34.3000	Olafsson 	Nannofossils                                 	A              	M                 	                               	                         	               	                           	C                    	                        	                   	                      	              	A                	                   	                     	                         	                       	R                     	r                    	                     	                               	                             	                    	R                    	                 	r                      	r                         	                         	                            	                 	from Leg 145 SR; Ch 39; Table 14; p 630-632

  SR	                 	                 	                  	              	145	 887	A	  4	H	CC	  27.00	     35.4500	Olafsson 	Nannofossils                                 	R              	P                 	                               	                         	               	                           	R                    	                        	                   	                      	              	                 	                   	                     	                         	                       	                      	                     	                     	                               	                             	                    	                     	R                	                       	                          	                         	                            	                 	from Leg 145 SR; Ch 39; Table 14; p 630-632

  SR	                 	                 	                  	              	145	 887	A	  5	H	 2	 110.00	     37.8000	Olafsson 	Nannofossils                                 	A              	M                 	                               	                         	               	                           	A                    	                        	                   	                      	              	                 	                   	                     	                         	                       	                      	R                    	                     	                               	                             	A                   	R                    	                 	                       	                          	                         	                            	                 	from Leg 145 SR; Ch 39; Table 14; p 630-632

  SR	                 	                 	                  	              	145	 887	A	  5	H	 6	 110.00	     43.8000	Olafsson 	Nannofossils                                 	C              	P                 	                               	                         	               	                           	C                    	                        	                   	                      	              	                 	                   	                     	                         	                       	                      	                     	                     	                               	                             	F                   	                     	                 	                       	                          	                         	                            	                 	from Leg 145 SR; Ch 39; Table 14; p 630-632

  SR	                 	                 	                  	              	145	 887	A	  6	H	 4	 110.00	     50.3000	Olafsson 	Nannofossils                                 	C              	P                 	                               	                         	               	                           	C                    	                        	                   	                      	              	                 	                   	                     	                         	                       	                      	                     	                     	                               	                             	C                   	                     	                 	                       	                          	                         	                            	                 	from Leg 145 SR; Ch 39; Table 14; p 630-632

  SR	                 	                 	                  	              	145	 887	A	  6	H	 5	 110.00	     51.8000	Olafsson 	Nannofossils                                 	F              	P                 	                               	                         	               	                           	F                    	                        	                   	                      	              	                 	                   	                     	                         	                       	                      	                     	                     	                               	                             	                    	                     	                 	                       	                          	                         	                            	                 	from Leg 145 SR; Ch 39; Table 14; p 630-632

  SR	                 	                 	                  	              	145	 887	A	 11	H	 1	 110.00	     93.3000	Olafsson 	Nannofossils                                 	R              	M                 	                               	                         	               	                           	                     	                        	                   	                      	              	R                	                   	                     	                         	                       	                      	                     	                     	                               	                             	                    	                     	                 	                       	                          	                         	                            	                 	from Leg 145 SR; Ch 39; Table 14; p 630-632

  SR	                 	                 	                  	              	145	 887	A	 11	H	 2	 110.00	     94.8000	Olafsson 	Nannofossils                                 	C              	M                 	                               	                         	               	                           	                     	                        	                   	                      	              	C                	                   	                     	                         	                       	                      	                     	                     	                               	                             	                    	                     	                 	                       	                          	                         	                            	                 	from Leg 145 SR; Ch 39; Table 14; p 630-632

  SR	                 	                 	                  	              	145	 887	A	 11	H	 3	 110.00	     96.3000	Olafsson 	Nannofossils                                 	C              	M                 	                               	                         	               	                           	                     	                        	                   	                      	              	C                	                   	                     	                         	                       	                      	                     	                     	                               	                             	                    	                     	                 	                       	                          	                         	                            	                 	from Leg 145 SR; Ch 39; Table 14; p 630-632

  SR	                 	                 	                  	              	145	 887	A	 11	H	 4	 110.00	     97.8000	Olafsson 	Nannofossils                                 	C              	M                 	                               	                         	               	                           	                     	                        	                   	                      	              	C                	                   	                     	                         	                       	                      	                     	                     	                               	                             	                    	                     	                 	                       	                          	                         	                            	                 	from Leg 145 SR; Ch 39; Table 14; p 630-632

  SR	                 	                 	                  	              	145	 887	A	 11	H	 5	 110.00	     99.3000	Olafsson 	Nannofossils                                 	A              	M                 	                               	                         	               	                           	F                    	                        	                   	                      	              	A                	                   	                     	                         	                       	                      	                     	                     	                               	                             	                    	                     	                 	                       	                          	                         	                            	                 	from Leg 145 SR; Ch 39; Table 14; p 630-632

  SR	                 	                 	                  	              	145	 887	A	 11	H	CC	  25.00	    102.2500	Olafsson 	Nannofossils                                 	F              	M                 	                               	                         	               	                           	                     	                        	                   	                      	              	                 	                   	                     	                         	                       	                      	                     	                     	                               	F                            	                    	                     	                 	                       	                          	                         	                            	                 	from Leg 145 SR; Ch 39; Table 14; p 630-632

  SR	                 	                 	                  	              	145	 887	A	 12	H	 1	 110.00	    102.8000	Olafsson 	Nannofossils                                 	F              	M                 	                               	                         	               	                           	                     	                        	                   	                      	              	F                	                   	                     	                         	                       	                      	                     	                     	                               	                             	                    	                     	                 	                       	                          	                         	                            	                 	from Leg 145 SR; Ch 39; Table 14; p 630-632

  SR	                 	                 	                  	              	145	 887	A	 12	H	 2	 110.00	    104.3000	Olafsson 	Nannofossils                                 	A              	M                 	                               	                         	               	                           	F                    	                        	                   	                      	              	A                	                   	                     	                         	                       	                      	                     	                     	                               	                             	                    	                     	                 	                       	                          	                         	                            	                 	from Leg 145 SR; Ch 39; Table 14; p 630-632

  SR	                 	                 	                  	              	145	 887	A	 12	H	 3	 110.00	    105.8000	Olafsson 	Nannofossils                                 	A              	M                 	                               	                         	               	                           	F                    	                        	                   	                      	R             	A                	                   	                     	                         	                       	                      	                     	                     	                               	                             	                    	                     	                 	                       	                          	                         	                            	                 	from Leg 145 SR; Ch 39; Table 14; p 630-632

  SR	                 	                 	                  	              	145	 887	A	 12	H	 4	 110.00	    107.3000	Olafsson 	Nannofossils                                 	A              	M                 	                               	                         	               	                           	F                    	                        	                   	                      	R             	A                	                   	                     	                         	                       	                      	                     	                     	                               	                             	                    	                     	                 	                       	                          	                         	                            	                 	from Leg 145 SR; Ch 39; Table 14; p 630-632

  SR	                 	                 	                  	              	145	 887	A	 12	H	 5	 110.00	    108.8000	Olafsson 	Nannofossils                                 	A              	P                 	                               	                         	               	                           	C                    	                        	                   	                      	              	A                	                   	                     	                         	                       	                      	                     	                     	                               	                             	                    	                     	                 	                       	                          	                         	                            	                 	from Leg 145 SR; Ch 39; Table 14; p 630-632

  SR	                 	                 	                  	              	145	 887	A	 12	H	 6	 110.00	    110.3000	Olafsson 	Nannofossils                                 	R              	P                 	                               	                         	               	                           	                     	                        	                   	                      	              	R                	                   	                     	                         	                       	                      	                     	                     	                               	                             	                    	                     	                 	                       	                          	                         	                            	                 	from Leg 145 SR; Ch 39; Table 14; p 630-632

  SR	                 	                 	                  	              	145	 887	A	 12	H	CC	  28.00	    111.6600	Olafsson 	Nannofossils                                 	C              	M                 	                               	                         	               	                           	F                    	                        	                   	                      	              	C                	                   	                     	                         	                       	                      	                     	                     	                               	                             	                    	                     	                 	                       	                          	                         	                            	                 	from Leg 145 SR; Ch 39; Table 14; p 630-632

  SR	                 	                 	                  	              	145	 887	A	 13	H	 3	 110.00	    115.3000	Olafsson 	Nannofossils                                 	R              	P                 	                               	                         	               	                           	                     	                        	                   	                      	              	R                	                   	                     	                         	                       	                      	                     	                     	                               	                             	                    	                     	                 	                       	                          	                         	                            	                 	from Leg 145 SR; Ch 39; Table 14; p 630-632

  SR	                 	                 	                  	              	145	 887	A	 14	H	 1	 110.00	    121.8000	Olafsson 	Nannofossils                                 	R              	P                 	                               	                         	               	                           	R                    	                        	                   	                      	              	                 	                   	                     	                         	                       	                      	                     	                     	                               	                             	                    	                     	                 	                       	                          	                         	                            	                 	from Leg 145 SR; Ch 39; Table 14; p 630-632

  SR	                 	                 	                  	              	145	 887	A	 17	X	 2	 110.00	    147.7000	Olafsson 	Nannofossils                                 	R              	P                 	                               	                         	               	r                          	                     	                        	                   	                      	              	                 	                   	                     	                         	                       	                      	R                    	                     	                               	                             	                    	                     	                 	                       	                          	                         	                            	                 	from Leg 145 SR; Ch 39; Table 14; p 630-632

  SR	                 	                 	                  	              	145	 887	A	 20	X	 1	 110.00	    175.2000	Olafsson 	Nannofossils                                 	F              	P                 	                               	                         	               	                           	F                    	                        	                   	                      	              	                 	                   	                     	                         	                       	                      	                     	                     	                               	                             	                    	                     	                 	                       	                          	                         	                            	                 	from Leg 145 SR; Ch 39; Table 14; p 630-632

  SR	                 	                 	                  	              	145	 887	A	 20	X	 2	 110.00	    176.7000	Olafsson 	Nannofossils                                 	F              	P                 	                               	R                        	               	                           	F                    	                        	                   	                      	              	F                	                   	                     	                         	                       	                      	                     	                     	                               	                             	                    	                     	                 	                       	                          	                         	                            	                 	from Leg 145 SR; Ch 39; Table 14; p 630-632

  SR	                 	                 	                  	              	145	 887	A	 20	X	 3	  19.00	    177.2900	Olafsson 	Nannofossils                                 	C              	P                 	                               	                         	               	rC                         	R                    	                        	                   	                      	              	                 	                   	                     	                         	                       	R                     	                     	                     	                               	                             	                    	                     	                 	                       	                          	                         	                            	                 	from Leg 145 SR; Ch 39; Table 14; p 630-632

  SR	                 	                 	                  	              	145	 887	A	 20	X	 3	 110.00	    178.2000	Olafsson 	Nannofossils                                 	R              	P                 	R                              	                         	               	                           	R                    	                        	                   	                      	              	R                	                   	                     	                         	                       	                      	                     	                     	                               	                             	                    	                     	                 	                       	                          	                         	                            	                 	from Leg 145 SR; Ch 39; Table 14; p 630-632

  SR	                 	                 	                  	              	145	 887	A	 20	X	 4	 110.00	    179.7000	Olafsson 	Nannofossils                                 	F              	P                 	                               	                         	               	                           	                     	                        	                   	                      	              	F                	                   	                     	                         	                       	                      	                     	                     	                               	                             	                    	                     	                 	                       	                          	                         	                            	                 	from Leg 145 SR; Ch 39; Table 14; p 630-632

  SR	                 	                 	                  	              	145	 887	A	 20	X	CC	  12.00	    183.3200	Olafsson 	Nannofossils                                 	F              	M                 	R                              	                         	               	                           	R                    	                        	                   	                      	F             	                 	                   	                     	                         	R                      	R                     	R                    	                     	                               	                             	                    	                     	                 	                       	                          	                         	                            	                 	from Leg 145 SR; Ch 39; Table 14; p 630-632

  SR	                 	                 	                  	              	145	 887	A	 22	H	 2	 110.00	    196.0000	Olafsson 	Nannofossils                                 	F              	P                 	R                              	                         	               	                           	R                    	                        	                   	                      	              	F                	                   	                     	                         	                       	R                     	                     	                     	                               	                             	                    	                     	                 	                       	                          	                         	                            	                 	from Leg 145 SR; Ch 39; Table 14; p 630-632

  SR	                 	                 	                  	              	145	 887	A	 22	H	CC	  11.00	    202.0600	Olafsson 	Nannofossils                                 	F              	P                 	F                              	                         	               	                           	                     	                        	                   	                      	              	                 	                   	                     	                         	                       	                      	                     	                     	                               	                             	                    	                     	                 	                       	                          	                         	                            	                 	from Leg 145 SR; Ch 39; Table 14; p 630-632

  SR	                 	                 	                  	              	145	 887	A	 23	H	 1	 110.00	    204.0000	Olafsson 	Nannofossils                                 	A              	M                 	                               	A                        	               	r                          	C                    	                        	R                  	R                     	              	                 	                   	                     	                         	C                      	                      	                     	R                    	                               	A                            	                    	                     	                 	                       	                          	                         	                            	                 	from Leg 145 SR; Ch 39; Table 14; p 630-632

  SR	                 	                 	                  	              	145	 887	A	 23	H	 2	 110.00	    205.5000	Olafsson 	Nannofossils                                 	C              	P                 	                               	C                        	               	                           	F                    	                        	                   	                      	              	                 	                   	                     	                         	                       	                      	                     	                     	                               	C                            	                    	                     	                 	                       	                          	                         	                            	                 	from Leg 145 SR; Ch 39; Table 14; p 630-632

  SR	                 	                 	                  	              	145	 887	A	 23	H	 3	 110.00	    207.0000	Olafsson 	Nannofossils                                 	C              	P                 	F                              	C                        	C              	                           	                     	                        	                   	                      	              	                 	                   	                     	                         	                       	                      	                     	                     	F                              	                             	                    	                     	                 	                       	                          	                         	                            	                 	from Leg 145 SR; Ch 39; Table 14; p 630-632

  SR	                 	                 	                  	              	145	 887	A	 23	H	 4	 110.00	    208.5000	Olafsson 	Nannofossils                                 	A              	M                 	                               	A                        	R              	                           	F                    	                        	                   	                      	R             	C                	                   	                     	                         	C                      	                      	                     	                     	R                              	                             	                    	                     	                 	                       	                          	                         	                            	                 	from Leg 145 SR; Ch 39; Table 14; p 630-632

  SR	                 	                 	                  	              	145	 887	A	 23	H	 5	 110.00	    210.0000	Olafsson 	Nannofossils                                 	C              	P                 	R                              	C                        	               	                           	F                    	                        	R                  	                      	              	C                	F                  	                     	F                        	F                      	                      	                     	R                    	                               	                             	                    	                     	                 	                       	                          	                         	                            	                 	from Leg 145 SR; Ch 39; Table 14; p 630-632

  SR	                 	                 	                  	              	145	 887	A	 23	H	 6	 110.00	    211.5000	Olafsson 	Nannofossils                                 	C              	P                 	C                              	C                        	               	                           	F                    	                        	                   	                      	              	C                	F                  	                     	                         	                       	                      	                     	                     	                               	                             	                    	                     	                 	                       	                          	                         	                            	                 	from Leg 145 SR; Ch 39; Table 14; p 630-632

  SR	                 	                 	                  	              	145	 887	A	 23	H	CC	  23.00	    212.8300	Olafsson 	Nannofossils                                 	C              	P                 	C                              	                         	               	                           	                     	                        	                   	                      	              	                 	F                  	                     	C                        	                       	                      	                     	                     	                               	                             	                    	                     	                 	                       	                          	                         	                            	                 	from Leg 145 SR; Ch 39; Table 14; p 630-632

  SR	                 	                 	                  	              	145	 887	A	 24	H	 1	 110.00	    213.5000	Olafsson 	Nannofossils                                 	C              	P                 	                               	C                        	               	                           	F                    	                        	                   	                      	              	C                	                   	                     	                         	C                      	                      	                     	                     	                               	                             	                    	                     	                 	                       	                          	                         	                            	                 	from Leg 145 SR; Ch 39; Table 14; p 630-632

  SR	                 	                 	                  	              	145	 887	A	 24	H	 2	 110.00	    215.0000	Olafsson 	Nannofossils                                 	C              	M                 	                               	C                        	               	                           	R                    	                        	R                  	                      	              	                 	F                  	                     	                         	F                      	                      	                     	                     	                               	                             	                    	                     	                 	                       	                          	                         	                            	                 	from Leg 145 SR; Ch 39; Table 14; p 630-632

  SR	                 	                 	                  	              	145	 887	A	 24	H	 3	 110.00	    216.5000	Olafsson 	Nannofossils                                 	C              	M                 	                               	C                        	               	                           	R                    	                        	R                  	                      	              	                 	F                  	                     	                         	F                      	                      	                     	                     	                               	                             	                    	                     	                 	                       	                          	                         	                            	                 	from Leg 145 SR; Ch 39; Table 14; p 630-632

  SR	                 	                 	                  	              	145	 887	A	 24	H	 5	 110.00	    219.5000	Olafsson 	Nannofossils                                 	F              	P                 	                               	F                        	               	                           	                     	                        	                   	                      	              	                 	                   	                     	                         	                       	                      	                     	                     	                               	                             	                    	                     	                 	                       	                          	                         	                            	                 	from Leg 145 SR; Ch 39; Table 14; p 630-632

  SR	                 	                 	                  	              	145	 887	A	 24	H	CC	  27.00	    221.2100	Olafsson 	Nannofossils                                 	F              	P                 	F                              	                         	               	                           	                     	                        	                   	                      	              	                 	R                  	                     	R                        	                       	                      	F                    	                     	                               	                             	                    	                     	                 	                       	                          	                         	                            	                 	from Leg 145 SR; Ch 39; Table 14; p 630-632

  SR	                 	                 	                  	              	145	 887	A	 25	H	 2	 110.00	    224.5000	Olafsson 	Nannofossils                                 	C              	P                 	C                              	C                        	               	                           	R                    	                        	                   	                      	              	F                	                   	                     	                         	                       	                      	                     	                     	                               	                             	                    	                     	                 	                       	                          	                         	                            	                 	from Leg 145 SR; Ch 39; Table 14; p 630-632

  SR	                 	                 	                  	              	145	 887	A	 25	H	 3	 110.00	    226.0000	Olafsson 	Nannofossils                                 	C              	M                 	F                              	C                        	               	                           	R                    	                        	R                  	                      	              	C                	                   	                     	                         	F                      	                      	                     	                     	                               	                             	                    	                     	                 	                       	                          	                         	                            	                 	from Leg 145 SR; Ch 39; Table 14; p 630-632

  SR	                 	                 	                  	              	145	 887	A	 25	H	 4	 110.00	    227.5000	Olafsson 	Nannofossils                                 	C              	M                 	C                              	C                        	               	                           	F                    	                        	R                  	                      	              	C                	R                  	                     	                         	C                      	                      	                     	                     	                               	                             	                    	                     	                 	                       	                          	                         	                            	                 	from Leg 145 SR; Ch 39; Table 14; p 630-632

  SR	                 	                 	                  	              	145	 887	A	 25	H	 5	 110.00	    229.0000	Olafsson 	Nannofossils                                 	A              	P                 	C                              	A                        	               	                           	                     	                        	                   	                      	C             	                 	                   	                     	                         	C                      	                      	                     	                     	                               	                             	                    	                     	                 	                       	                          	                         	                            	                 	from Leg 145 SR; Ch 39; Table 14; p 630-632

  SR	                 	                 	                  	              	145	 887	A	 25	H	 6	 110.00	    230.5000	Olafsson 	Nannofossils                                 	F              	P                 	                               	F                        	               	                           	                     	                        	                   	                      	              	                 	                   	                     	                         	F                      	R                     	                     	                     	                               	                             	                    	                     	                 	                       	                          	                         	                            	                 	from Leg 145 SR; Ch 39; Table 14; p 630-632

  SR	                 	                 	                  	              	145	 887	A	 25	H	CC	  26.00	    231.8800	Olafsson 	Nannofossils                                 	A              	M                 	C                              	                         	               	r                          	                     	                        	                   	                      	              	A                	                   	                     	C                        	R                      	                      	                     	                     	                               	                             	                    	                     	                 	                       	                          	                         	                            	                 	from Leg 145 SR; Ch 39; Table 14; p 630-632

  SR	                 	                 	                  	              	145	 887	A	 27	H	CC	  32.00	    246.3800	Olafsson 	Nannofossils                                 	A              	M                 	F                              	A                        	               	                           	                     	                        	                   	                      	              	                 	                   	                     	C                        	                       	                      	                     	                     	                               	                             	                    	                     	                 	                       	                          	                         	                            	                 	from Leg 145 SR; Ch 39; Table 14; p 630-632

  SR	                 	                 	                  	              	145	 887	A	 28	H	 1	 110.00	    251.8000	Olafsson 	Nannofossils                                 	A              	M                 	F                              	C                        	               	                           	C                    	                        	                   	                      	              	A                	F                  	R                    	                         	                       	                      	                     	                     	                               	                             	                    	                     	                 	                       	                          	                         	                            	                 	from Leg 145 SR; Ch 39; Table 14; p 630-632

  SR	                 	                 	                  	              	145	 887	A	 28	H	 2	 110.00	    253.3000	Olafsson 	Nannofossils                                 	A              	G                 	                               	C                        	               	                           	A                    	                        	                   	                      	R             	A                	F                  	                     	                         	                       	                      	                     	                     	                               	                             	                    	                     	                 	                       	                          	                         	                            	                 	from Leg 145 SR; Ch 39; Table 14; p 630-632

  SR	                 	                 	                  	              	145	 887	A	 28	H	 4	 110.00	    256.3000	Olafsson 	Nannofossils                                 	C              	P                 	                               	F                        	               	                           	C                    	                        	C                  	R                     	              	                 	                   	                     	                         	                       	                      	                     	                     	                               	                             	                    	                     	                 	                       	                          	                         	                            	                 	from Leg 145 SR; Ch 39; Table 14; p 630-632

  SR	                 	                 	                  	              	145	 887	A	 30	X	CC	  11.00	    277.0800	Olafsson 	Nannofossils                                 	A              	P                 	C                              	A                        	R              	A                          	A                    	F                       	                   	                      	              	                 	                   	                     	                         	                       	                      	                     	                     	                               	                             	                    	                     	                 	                       	                          	                         	                            	                 	from Leg 145 SR; Ch 39; Table 14; p 630-632

