Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Sphenolithus abies/neoabies	Reticulofenestra sp. (5-7 microns)	Pontosphaera sp.	Micrantholithus sp.	Helicosphaera kamptneri	Hayaster perplexus	Discoaster variabilis	Discoaster sp.	Discoaster brouweri	Ceratolithus sp.	Calcidiscus macintyrei	Calcidiscus leptoporus	Reticulofenestra umbilica	Dictyococcites sp.	Ceratolithus rugosus	Umbilicosphaera mirabilis	Syracosphaera pulchra	Reticulofenestra pseudoumbilica (<7 microns)	Pseudoemiliania lacunosa	Oolithotus fragilis	Discoaster triradiatus	Discoaster tamalis	Discoaster surculus	Discoaster pentaradiatus	Discoaster pansus	Discoaster asymmetricus	Catinaster coalitus	Reticulofenestra sp. (<5 microns)	Discoaster sp. (3-rayed)	Coccolithus pelagicus	Amaurolithus sp.	Umbilicosphaera sp.	Reticulofenestra sp.	Scyphosphaera sp.	Rhabdosphaera clavigera	Discoaster quinqueramus	Triquetrorhabdulus rugosus	Discoaster intercalaris	Discoaster challengeri	Pontosphaera japonica	Pontosphaera discopora	Rhabdosphaera sp.	Coccolithus sp.	Pontosphaera distincta	Gephyrocapsa sp. (< 3.5 microns)	Syracosphaera sp.	Ceratolithus cristatus	Discoaster sp. (5-rayed)	Gephyrocapsa oceanica (4-5.5 microns)  	Scapholithus fossilis	Ceratolithus telesmus	Cyclicargolithus floridanus	Sphenolithus moriformis	Syracosphaera clava	Pontosphaera multipora	Gephyrocapsa spp. (large >5.5 microns)	Discoaster deflandrei	Calcidiscus sp.	Discoaster berggrenii	Comment

  SR	Middle Pleistocene	                 	CN14b             	              	134	 833	B	 16	R	 2	  26.00	    223.8600	Staerker 	Nannofossils                                 	R              	E                 	rC                         	                                  	S               	                   	C                      	                  	rR                   	rS            	rS                 	                	                      	C                     	                         	                  	                    	A                        	C                    	                                            	rS                      	                   	                      	                  	rR                 	rS                      	                 	                       	                   	                                 	                        	S                    	                	                   	R                   	                 	C                      	rS                     	                          	                       	                      	S                    	S                     	                 	               	                      	V                               	                 	R                     	                        	A                                      	S                    	R                    	rR                         	rR                     	R                  	R                     	R                                     	                     	R              	                     	from ODP Leg 134 SR Chapter 10 Table 8 pp 224-227

  SR	Early Pleistocene	Middle Pleistocene	CN14a             	              	134	 833	B	 17	R	 1	  43.00	    232.1300	Staerker 	Nannofossils                                 	R              	E                 	-                          	                                  	S               	                   	C                      	                  	rR                   	rS            	rS                 	                	R                     	C                     	                         	                  	                    	A                        	C                    	rR                                          	A                       	                   	                      	                  	rR                 	rS                      	                 	                       	                   	                                 	                        	S                    	                	                   	S                   	R                	C                      	rS                     	                          	                       	rR                    	S                    	S                     	                 	               	                      	V                               	                 	R                     	                        	A                                      	S                    	                     	rR                         	rR                     	R                  	R                     	R                                     	R                    	R              	                     	from ODP Leg 134 SR Chapter 10 Table 8 pp 224-227

  SR	Early Pleistocene	Middle Pleistocene	CN14a             	              	134	 833	B	 19	R	 1	  26.00	    250.7600	Staerker 	Nannofossils                                 	R              	E                 	rC                         	                                  	S               	                   	C                      	                  	rR                   	rS            	                   	R               	R                     	C                     	                         	                  	                    	A                        	C                    	rR                                          	A                       	                   	                      	                  	                   	                        	                 	                       	                   	                                 	                        	S                    	                	                   	C                   	R                	C                      	rS                     	                          	                       	                      	R                    	                      	                 	               	                      	A                               	                 	R                     	                        	R                                      	                     	                     	rR                         	rR                     	                   	                      	                                      	                     	               	                     	from ODP Leg 134 SR Chapter 10 Table 8 pp 224-227

  SR	Early Pleistocene	Middle Pleistocene	CN14a             	              	134	 833	B	 19	R	 4	  35.00	    255.3500	Staerker 	Nannofossils                                 	R              	E                 	rR                         	                                  	S               	                   	C                      	                  	                     	rS            	rC                 	                	S                     	C                     	                         	                  	                    	C                        	C                    	                                            	A                       	R                  	rS                    	                  	                   	                        	                 	                       	                   	                                 	                        	S                    	                	                   	C                   	R                	C                      	rR                     	                          	                       	                      	R                    	                      	                 	               	                      	                                	                 	                      	                        	                                       	                     	                     	rR                         	rR                     	                   	                      	                                      	                     	               	                     	from ODP Leg 134 SR Chapter 10 Table 8 pp 224-227

  SR	Early Pleistocene	Middle Pleistocene	CN14a             	              	134	 833	B	 20	R	 2	  50.00	    262.0000	Staerker 	Nannofossils                                 	R              	E                 	rS                         	                                  	S               	                   	C                      	R                 	                     	rR            	                   	                	                      	C                     	                         	                  	                    	C                        	C                    	                                            	A                       	R                  	                      	                  	                   	                        	                 	                       	                   	                                 	                        	R                    	                	                   	C                   	S                	C                      	                       	                          	                       	                      	R                    	                      	                 	               	                      	C                               	                 	R                     	                        	                                       	                     	                     	rR                         	                       	                   	                      	                                      	                     	               	                     	from ODP Leg 134 SR Chapter 10 Table 8 pp 224-227

  SR	Early Pleistocene	Middle Pleistocene	CN14a             	              	134	 833	B	 21	R	 2	  36.00	    271.5600	Staerker 	Nannofossils                                 	R              	G                 	rC                         	                                  	S               	                   	C                      	R                 	                     	rR            	                   	                	R                     	C                     	                         	                  	                    	S                        	S                    	                                            	A                       	R                  	                      	                  	rR                 	                        	                 	                       	                   	                                 	                        	S                    	                	                   	C                   	S                	C                      	rS                     	                          	                       	                      	                     	                      	                 	               	                      	                                	                 	R                     	                        	                                       	                     	                     	rR                         	                       	                   	                      	                                      	                     	               	                     	from ODP Leg 134 SR Chapter 10 Table 8 pp 224-227

  SR	Early Pleistocene	Middle Pleistocene	CN14a             	              	134	 833	B	 22	R	 2	  50.00	    281.3000	Staerker 	Nannofossils                                 	R              	F                 	rC                         	                                  	S               	                   	C                      	R                 	                     	rR            	                   	R               	                      	C                     	                         	                  	                    	C                        	C                    	                                            	C                       	S                  	                      	                  	rR                 	                        	                 	                       	                   	                                 	                        	R                    	                	                   	C                   	S                	C                      	rS                     	                          	                       	                      	                     	                      	                 	               	                      	C                               	                 	R                     	                        	                                       	                     	                     	                           	                       	                   	                      	                                      	                     	               	                     	from ODP Leg 134 SR Chapter 10 Table 8 pp 224-227

  SR	Early Pleistocene	Middle Pleistocene	CN14a             	              	134	 833	B	 22	R	 4	  18.00	    283.9800	Staerker 	Nannofossils                                 	R              	G                 	rC                         	                                  	S               	                   	C                      	R                 	                     	rR            	rC                 	R               	C                     	C                     	                         	                  	                    	C                        	C                    	                                            	C                       	S                  	rS                    	rR                	rS                 	rC                      	                 	                       	                   	                                 	                        	S                    	                	                   	C                   	S                	C                      	                       	                          	                       	                      	                     	                      	                 	               	                      	                                	                 	                      	                        	                                       	                     	                     	                           	                       	                   	                      	                                      	                     	               	                     	from ODP Leg 134 SR Chapter 10 Table 8 pp 224-227

  SR	Early Pleistocene	Middle Pleistocene	CN14a             	              	134	 833	B	 23	R	 2	  46.00	    290.8600	Staerker 	Nannofossils                                 	S              	G                 	rC                         	                                  	S               	                   	C                      	                  	                     	rS            	rS                 	R               	S                     	C                     	                         	C                 	                    	R                        	S                    	                                            	A                       	                   	                      	                  	rS                 	rS                      	                 	                       	                   	                                 	                        	S                    	                	                   	                    	S                	C                      	rS                     	                          	                       	                      	                     	S                     	                 	               	                      	C                               	                 	R                     	                        	                                       	S                    	R                    	                           	                       	                   	                      	                                      	                     	               	                     	from ODP Leg 134 SR Chapter 10 Table 8 pp 224-227

  SR	Early Pleistocene	Middle Pleistocene	CN14a             	              	134	 833	B	 23	R	 3	  25.00	    292.1500	Staerker 	Nannofossils                                 	R              	F                 	rC                         	                                  	                	                   	                       	                  	rS                   	rS            	                   	                	S                     	C                     	                         	                  	                    	                         	S                    	                                            	C                       	                   	                      	                  	                   	                        	                 	                       	                   	C                                	                        	S                    	                	                   	                    	                 	S                      	                       	                          	                       	                      	                     	                      	                 	               	                      	C                               	                 	                      	                        	                                       	                     	                     	                           	                       	                   	                      	                                      	                     	               	                     	from ODP Leg 134 SR Chapter 10 Table 8 pp 224-227

  SR	Early Pleistocene	Middle Pleistocene	CN14a             	              	134	 833	B	 24	R	 1	  71.00	    299.3100	Staerker 	Nannofossils                                 	R              	G                 	rS                         	                                  	                	                   	C                      	                  	                     	              	rR                 	                	                      	C                     	                         	C                 	                    	                         	                     	                                            	C                       	                   	                      	                  	                   	                        	                 	                       	                   	C                                	                        	                     	                	                   	                    	                 	S                      	                       	                          	                       	                      	                     	                      	                 	               	                      	C                               	                 	                      	                        	                                       	                     	                     	                           	                       	                   	                      	                                      	                     	               	                     	from ODP Leg 134 SR Chapter 10 Table 8 pp 224-227

  SR	Early Pleistocene	Middle Pleistocene	CN14a             	              	134	 833	B	 25	R	 2	   9.00	    309.3400	Staerker 	Nannofossils                                 	R              	E                 	                           	                                  	S               	                   	C                      	                  	                     	              	                   	                	                      	C                     	                         	                  	                    	C                        	                     	                                            	A                       	                   	                      	                  	                   	                        	                 	                       	                   	C                                	                        	                     	                	                   	                    	                 	S                      	                       	                          	                       	                      	                     	                      	                 	               	                      	A                               	                 	                      	                        	C                                      	                     	                     	                           	                       	                   	                      	                                      	                     	               	                     	from ODP Leg 134 SR Chapter 10 Table 8 pp 224-227

  SR	Early Pleistocene	Middle Pleistocene	CN14a             	              	134	 833	B	 26	R	 1	  68.00	    318.5800	Staerker 	Nannofossils                                 	R              	E                 	rR                         	                                  	R               	                   	C                      	R                 	                     	rR            	                   	                	R                     	C                     	                         	                  	                    	C                        	S                    	                                            	C                       	R                  	                      	                  	                   	                        	                 	                       	                   	S                                	                        	                     	                	                   	                    	R                	                       	                       	                          	                       	                      	                     	S                     	                 	               	                      	                                	                 	                      	                        	S                                      	                     	                     	                           	                       	                   	                      	                                      	                     	               	                     	from ODP Leg 134 SR Chapter 10 Table 8 pp 224-227

  SR	Early Pleistocene	Middle Pleistocene	CN14a             	              	134	 833	B	 26	R	 2	  77.00	    320.1700	Staerker 	Nannofossils                                 	R              	E                 	                           	                                  	R               	                   	C                      	                  	                     	              	                   	                	                      	C                     	                         	S                 	                    	C                        	                     	                                            	C                       	                   	                      	                  	                   	                        	                 	                       	                   	C                                	                        	                     	                	                   	                    	                 	S                      	                       	                          	                       	                      	                     	                      	                 	               	                      	C                               	                 	                      	                        	S                                      	                     	                     	                           	                       	                   	                      	                                      	                     	               	                     	from ODP Leg 134 SR Chapter 10 Table 8 pp 224-227

  SR	Early Pleistocene	Middle Pleistocene	CN14a             	              	134	 833	B	 26	R	 3	   1.00	    320.9100	Staerker 	Nannofossils                                 	R              	G                 	rS                         	                                  	S               	                   	C                      	R                 	                     	rR            	                   	                	R                     	C                     	                         	S                 	                    	S                        	S                    	                                            	C                       	S                  	                      	                  	                   	                        	                 	                       	                   	C                                	                        	                     	                	                   	                    	                 	                       	                       	                          	                       	                      	                     	                      	                 	               	                      	A                               	                 	                      	                        	S                                      	                     	                     	                           	                       	                   	                      	                                      	                     	               	                     	from ODP Leg 134 SR Chapter 10 Table 8 pp 224-227

  SR	Early Pleistocene	Middle Pleistocene	CN14a             	              	134	 833	B	 29	R	 2	  48.00	    348.6900	Staerker 	Nannofossils                                 	R              	E                 	rR                         	                                  	S               	                   	C                      	                  	                     	rR            	                   	                	                      	C                     	                         	C                 	                    	C                        	C                    	                                            	C                       	R                  	                      	                  	                   	                        	                 	                       	                   	                                 	                        	                     	                	                   	                    	                 	C                      	                       	                          	                       	                      	S                    	                      	                 	               	                      	A                               	                 	                      	                        	S                                      	                     	                     	                           	                       	                   	                      	                                      	                     	               	                     	from ODP Leg 134 SR Chapter 10 Table 8 pp 224-227

  SR	Early Pleistocene	                 	CN13              	              	134	 833	B	 29	R	 3	  38.00	    350.0900	Staerker 	Nannofossils                                 	R              	E                 	                           	                                  	                	                   	C                      	                  	                     	              	                   	R               	                      	C                     	                         	C                 	                    	C                        	                     	                                            	A                       	                   	                      	                  	                   	                        	                 	                       	                   	A                                	                        	                     	                	                   	                    	S                	                       	                       	                          	                       	rR                    	                     	S                     	                 	               	                      	S                               	                 	                      	                        	                                       	                     	                     	                           	                       	                   	                      	                                      	                     	               	                     	from ODP Leg 134 SR Chapter 10 Table 8 pp 224-227

  SR	Early Pleistocene	                 	CN13              	              	134	 833	B	 30	R	 1	  13.00	    356.6300	Staerker 	Nannofossils                                 	R              	F                 	rC                         	                                  	S               	                   	S                      	                  	                     	rS            	                   	                	                      	C                     	                         	C                 	                    	S                        	                     	                                            	                        	                   	                      	                  	                   	                        	                 	                       	                   	C                                	                        	S                    	                	                   	                    	S                	                       	                       	                          	                       	                      	                     	                      	                 	               	                      	                                	                 	                      	S                       	                                       	                     	                     	                           	                       	                   	                      	                                      	                     	               	                     	from ODP Leg 134 SR Chapter 10 Table 8 pp 224-227

  SR	Early Pleistocene	                 	CN13              	              	134	 833	B	 31	R	 1	 119.00	    367.3900	Staerker 	Nannofossils                                 	S              	F                 	rC                         	                                  	S               	                   	C                      	                  	rS                   	rS            	rS                 	                	C                     	C                     	                         	                  	                    	                         	                     	                                            	C                       	                   	                      	                  	                   	                        	                 	                       	                   	C                                	                        	S                    	                	                   	                    	S                	                       	                       	                          	                       	                      	                     	                      	                 	               	                      	                                	                 	                      	R                       	                                       	                     	                     	                           	                       	                   	                      	                                      	                     	               	                     	from ODP Leg 134 SR Chapter 10 Table 8 pp 224-227

  SR	Early Pleistocene	                 	CN13              	              	134	 833	B	 31	R	 2	  23.00	    367.9300	Staerker 	Nannofossils                                 	R              	F                 	rC                         	                                  	S               	                   	C                      	                  	rS                   	rS            	rR                 	                	S                     	C                     	                         	C                 	                    	S                        	S                    	rR                                          	C                       	                   	rR                    	                  	rR                 	rR                      	                 	                       	                   	A                                	                        	                     	                	                   	                    	                 	S                      	                       	                          	                       	rR                    	                     	                      	                 	               	                      	                                	                 	                      	                        	                                       	                     	                     	                           	                       	                   	                      	                                      	                     	               	                     	from ODP Leg 134 SR Chapter 10 Table 8 pp 224-227

  SR	Early Pleistocene	                 	CN13              	              	134	 833	B	 31	R	 3	  18.00	    369.3800	Staerker 	Nannofossils                                 	S              	F                 	rC                         	                                  	                	                   	C                      	                  	rS                   	rS            	                   	                	C                     	                      	                         	C                 	                    	                         	                     	rR                                          	C                       	                   	                      	                  	rR                 	rS                      	                 	                       	                   	A                                	                        	S                    	                	                   	                    	                 	S                      	                       	                          	                       	                      	                     	                      	                 	               	                      	                                	                 	                      	                        	                                       	                     	                     	                           	                       	                   	                      	                                      	                     	               	                     	from ODP Leg 134 SR Chapter 10 Table 8 pp 224-227

  SR	Early Pleistocene	                 	CN13              	              	134	 833	B	 32	R	 1	  38.00	    376.1800	Staerker 	Nannofossils                                 	S              	G                 	rC                         	                                  	                	                   	C                      	R                 	                     	              	rC                 	                	S                     	S                     	                         	                  	                    	                         	                     	                                            	C                       	                   	                      	rR                	                   	rC                      	                 	                       	                   	C                                	                        	                     	                	                   	                    	                 	                       	                       	                          	                       	                      	                     	S                     	                 	               	                      	                                	                 	R                     	                        	                                       	                     	                     	                           	                       	                   	                      	                                      	                     	               	                     	from ODP Leg 134 SR Chapter 10 Table 8 pp 224-227

  SR	Early Pleistocene	                 	CN13              	              	134	 833	B	 32	R	 2	  58.00	    377.8800	Staerker 	Nannofossils                                 	S              	G                 	                           	                                  	S               	                   	C                      	                  	rS                   	              	rC                 	                	C                     	C                     	                         	C                 	R                   	C                        	                     	                                            	A                       	                   	rR                    	rR                	rS                 	rC                      	                 	                       	                   	A                                	                        	                     	                	                   	                    	S                	S                      	                       	                          	                       	                      	                     	                      	                 	               	                      	                                	                 	R                     	                        	                                       	                     	                     	                           	                       	                   	                      	                                      	                     	               	                     	from ODP Leg 134 SR Chapter 10 Table 8 pp 224-227

  SR	Early Pleistocene	                 	CN13              	              	134	 833	B	 32	R	 3	  34.00	    378.8200	Staerker 	Nannofossils                                 	S              	G                 	                           	                                  	                	                   	C                      	S                 	rR                   	rS            	rS                 	                	S                     	C                     	                         	                  	                    	C                        	S                    	                                            	S                       	S                  	                      	                  	rR                 	rS                      	                 	                       	                   	C                                	                        	                     	                	                   	                    	S                	C                      	                       	                          	                       	                      	R                    	S                     	                 	               	                      	C                               	R                	                      	                        	                                       	                     	                     	                           	                       	                   	                      	                                      	                     	               	                     	from ODP Leg 134 SR Chapter 10 Table 8 pp 224-227

  SR	Early Pleistocene	                 	CN13              	              	134	 833	B	 33	R	 1	 102.00	    386.5200	Staerker 	Nannofossils                                 	S              	E                 	rC                         	                                  	S               	                   	C                      	                  	                     	rS            	rS                 	                	C                     	C                     	                         	                  	                    	                         	S                    	                                            	A                       	R                  	                      	                  	                   	                        	                 	                       	                   	                                 	                        	                     	                	                   	                    	                 	S                      	                       	                          	                       	                      	                     	S                     	                 	               	                      	S                               	                 	                      	                        	                                       	                     	                     	                           	                       	                   	                      	                                      	                     	               	                     	from ODP Leg 134 SR Chapter 10 Table 8 pp 224-227

  SR	Early Pleistocene	                 	CN13              	              	134	 833	B	 34	R	 2	  63.00	    397.3300	Staerker 	Nannofossils                                 	R              	G                 	                           	                                  	S               	                   	S                      	                  	                     	rR            	                   	                	S                     	S                     	                         	                  	                    	S                        	S                    	                                            	C                       	                   	                      	                  	                   	                        	                 	                       	                   	C                                	                        	                     	                	                   	                    	                 	                       	                       	                          	                       	                      	S                    	                      	                 	               	                      	S                               	                 	                      	                        	                                       	                     	                     	                           	                       	                   	                      	                                      	                     	               	                     	from ODP Leg 134 SR Chapter 10 Table 8 pp 224-227

  SR	Early Pleistocene	                 	CN13              	              	134	 833	B	 38	R	 4	  30.00	    438.6000	Staerker 	Nannofossils                                 	R              	F                 	                           	                                  	                	                   	R                      	                  	                     	rR            	rR                 	                	R                     	S                     	                         	                  	                    	                         	                     	                                            	                        	                   	                      	                  	                   	                        	                 	                       	                   	S                                	                        	R                    	                	                   	                    	                 	R                      	                       	                          	                       	                      	                     	                      	                 	               	                      	R                               	                 	                      	                        	                                       	                     	                     	                           	                       	                   	                      	                                      	                     	               	                     	from ODP Leg 134 SR Chapter 10 Table 8 pp 224-227

  SR	Early Pleistocene	                 	CN13              	              	134	 833	B	 38	R	 7	  30.00	    443.1000	Staerker 	Nannofossils                                 	R              	G                 	rR                         	                                  	                	                   	C                      	                  	                     	rR            	rR                 	                	R                     	S                     	                         	                  	                    	S                        	C                    	                                            	C                       	                   	                      	                  	                   	                        	                 	                       	                   	C                                	                        	R                    	                	                   	R                   	                 	C                      	                       	                          	                       	                      	R                    	                      	                 	               	                      	S                               	                 	                      	                        	                                       	                     	                     	                           	                       	                   	                      	                                      	                     	               	                     	from ODP Leg 134 SR Chapter 10 Table 8 pp 224-227

  SR	Early Pleistocene	                 	CN13              	              	134	 833	B	 39	R	 5	  50.00	    449.6100	Staerker 	Nannofossils                                 	R              	F                 	                           	                                  	                	                   	R                      	                  	                     	rR            	rR                 	                	                      	R                     	                         	                  	                    	R                        	R                    	                                            	R                       	                   	                      	                  	                   	                        	                 	                       	                   	C                                	                        	R                    	                	                   	                    	                 	R                      	                       	                          	                       	                      	                     	                      	                 	               	                      	                                	                 	                      	                        	                                       	                     	                     	                           	                       	                   	                      	                                      	                     	               	                     	from ODP Leg 134 SR Chapter 10 Table 8 pp 224-227

  SR	Early Pleistocene	                 	CN13              	              	134	 833	B	 45	R	 3	  35.00	    484.4000	Staerker 	Nannofossils                                 	R              	F                 	                           	                                  	                	                   	S                      	                  	                     	rR            	rR                 	                	                      	R                     	                         	                  	                    	R                        	                     	                                            	R                       	                   	                      	                  	                   	                        	                 	                       	                   	S                                	                        	R                    	                	                   	                    	                 	R                      	                       	                          	                       	                      	                     	                      	                 	               	                      	                                	                 	                      	                        	                                       	                     	                     	                           	                       	                   	                      	                                      	                     	               	                     	from ODP Leg 134 SR Chapter 10 Table 8 pp 224-227

  SR	Early Pleistocene	                 	CN13              	              	134	 833	B	 48	R	 6	  11.00	    517.1700	Staerker 	Nannofossils                                 	R              	F                 	                           	                                  	R               	                   	S                      	                  	                     	rR            	rR                 	                	R                     	R                     	                         	                  	                    	R                        	                     	                                            	R                       	                   	                      	                  	                   	                        	                 	                       	                   	S                                	                        	R                    	                	                   	                    	                 	R                      	                       	                          	                       	                      	                     	                      	                 	               	                      	                                	                 	                      	                        	                                       	                     	                     	                           	                       	                   	                      	                                      	                     	               	                     	from ODP Leg 134 SR Chapter 10 Table 8 pp 224-227

  SR	Early Pleistocene	                 	CN13              	              	134	 833	B	 49	R	 6	  81.00	    527.4000	Staerker 	Nannofossils                                 	R              	F                 	                           	                                  	R               	                   	S                      	                  	                     	rR            	rR                 	                	R                     	R                     	                         	                  	                    	R                        	R                    	                                            	R                       	                   	                      	                  	                   	                        	                 	                       	                   	S                                	                        	R                    	                	                   	                    	                 	R                      	                       	                          	                       	                      	                     	                      	                 	               	                      	                                	                 	                      	                        	                                       	                     	                     	                           	                       	                   	                      	                                      	                     	               	                     	from ODP Leg 134 SR Chapter 10 Table 8 pp 224-227

  SR	Early Pleistocene	                 	CN13              	              	134	 833	B	 50	R	 2	  27.00	    530.6700	Staerker 	Nannofossils                                 	R              	F                 	                           	                                  	S               	                   	C                      	S                 	                     	              	                   	R               	S                     	C                     	                         	C                 	                    	S                        	S                    	                                            	S                       	S                  	                      	                  	                   	                        	                 	                       	                   	C                                	                        	                     	                	                   	                    	                 	                       	                       	                          	                       	                      	                     	                      	                 	               	                      	                                	                 	                      	                        	                                       	                     	                     	                           	                       	                   	                      	                                      	                     	               	                     	from ODP Leg 134 SR Chapter 10 Table 8 pp 224-227

  SR	Early Pleistocene	                 	CN13              	              	134	 833	B	 53	R	 1	 145.00	    559.3500	Staerker 	Nannofossils                                 	R              	G                 	                           	                                  	S               	                   	S                      	R                 	                     	              	rR                 	                	S                     	S                     	                         	S                 	                    	S                        	S                    	                                            	R                       	R                  	                      	                  	                   	                        	                 	                       	                   	S                                	                        	                     	                	                   	                    	                 	S                      	                       	                          	                       	                      	                     	R                     	                 	               	                      	                                	                 	                      	                        	                                       	                     	                     	                           	                       	                   	                      	                                      	                     	               	                     	from ODP Leg 134 SR Chapter 10 Table 8 pp 224-227

  SR	Early Pleistocene	                 	CN13              	              	134	 833	B	 55	R	 3	  74.00	    581.4400	Staerker 	Nannofossils                                 	R              	F                 	                           	                                  	S               	                   	C                      	                  	                     	rS            	                   	                	C                     	C                     	                         	S                 	                    	                         	                     	                                            	C                       	S                  	                      	                  	                   	                        	                 	                       	                   	C                                	                        	S                    	                	                   	                    	                 	                       	                       	                          	                       	                      	                     	                      	                 	A              	R                     	                                	                 	                      	                        	                                       	                     	                     	                           	                       	                   	                      	                                      	                     	               	                     	from ODP Leg 134 SR Chapter 10 Table 8 pp 224-227

  SR	Early Pleistocene	                 	CN13              	              	134	 833	B	 55	R	 4	   9.00	    582.2800	Staerker 	Nannofossils                                 	R              	P                 	                           	                                  	S               	                   	C                      	                  	                     	rS            	                   	                	C                     	C                     	                         	S                 	                    	                         	                     	                                            	C                       	S                  	                      	                  	                   	                        	                 	                       	                   	C                                	                        	S                    	                	                   	                    	                 	                       	                       	                          	                       	                      	                     	                      	                 	A              	                      	                                	                 	                      	                        	                                       	                     	                     	                           	                       	                   	                      	                                      	                     	               	                     	from ODP Leg 134 SR Chapter 10 Table 8 pp 224-227

