Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Sphenolithus abies/neoabies	Reticulofenestra sp. (5-7 microns)	Pontosphaera sp.	Micrantholithus sp.	Helicosphaera kamptneri	Hayaster perplexus	Discoaster variabilis	Discoaster sp.	Discoaster brouweri	Ceratolithus sp.	Calcidiscus macintyrei	Calcidiscus leptoporus	Reticulofenestra umbilica	Dictyococcites sp.	Ceratolithus rugosus	Umbilicosphaera mirabilis	Syracosphaera pulchra	Reticulofenestra pseudoumbilica (<7 microns)	Pseudoemiliania lacunosa	Oolithotus fragilis	Discoaster triradiatus	Discoaster tamalis	Discoaster surculus	Discoaster pentaradiatus	Discoaster pansus	Discoaster asymmetricus	Catinaster coalitus	Reticulofenestra sp. (<5 microns)	Discoaster sp. (3-rayed)	Coccolithus pelagicus	Amaurolithus sp.	Umbilicosphaera sp.	Reticulofenestra sp.	Scyphosphaera sp.	Rhabdosphaera clavigera	Discoaster quinqueramus	Triquetrorhabdulus rugosus	Discoaster intercalaris	Discoaster challengeri	Pontosphaera japonica	Pontosphaera discopora	Rhabdosphaera sp.	Coccolithus sp.	Pontosphaera distincta	Gephyrocapsa sp. (< 3.5 microns)	Syracosphaera sp.	Ceratolithus cristatus	Discoaster sp. (5-rayed)	Gephyrocapsa oceanica (4-5.5 microns)  	Scapholithus fossilis	Ceratolithus telesmus	Cyclicargolithus floridanus	Sphenolithus moriformis	Syracosphaera clava	Pontosphaera multipora	Gephyrocapsa spp. (large >5.5 microns)	Discoaster deflandrei	Calcidiscus sp.	Discoaster berggrenii	Comment
  SR	Early Pliocene   	                 	CN11              	              	134	 833	B	 78	R	 4	  13.00	    803.5600	Staerker 	Nannofossils                                 	R              	F                 	C                          	                                  	S               	                   	C                      	                  	R                    	C             	S                  	                	R                     	C                     	                         	                  	                    	                         	                     	                                            	C                       	                   	R                     	R                 	R                  	R                       	                 	                       	                   	C                                	                        	                     	                	R                  	S                   	S                	C                      	                       	                          	                       	                      	                     	                      	                 	               	                      	                                	                 	                      	                        	                                       	                     	                     	                           	                       	                   	                      	                                      	                     	               	                     	from ODP Leg 134 SR Chapter 10 Table 8 pp 224-227

  SR	Early Pliocene   	                 	CN11              	              	134	 833	B	 79	R	 3	  40.00	    810.8700	Staerker 	Nannofossils                                 	R              	F                 	C                          	                                  	S               	                   	C                      	R                 	S                    	C             	S                  	                	                      	C                     	                         	                  	R                   	                         	                     	                                            	C                       	                   	R                     	R                 	S                  	R                       	                 	                       	                   	A                                	                        	                     	                	R                  	S                   	R                	C                      	                       	                          	                       	                      	                     	                      	                 	               	                      	                                	                 	                      	                        	                                       	                     	                     	                           	                       	                   	                      	                                      	                     	               	                     	from ODP Leg 134 SR Chapter 10 Table 8 pp 224-227

  SR	Early Pliocene   	                 	CN11              	              	134	 833	B	 79	R	 8	  28.00	    818.2500	Staerker 	Nannofossils                                 	R              	G                 	S                          	                                  	S               	                   	C                      	R                 	S                    	S             	C                  	                	                      	C                     	                         	                  	R                   	                         	                     	                                            	C                       	                   	R                     	S                 	C                  	C                       	                 	                       	                   	A                                	                        	R                    	                	R                  	S                   	R                	C                      	                       	                          	                       	                      	                     	                      	                 	               	                      	                                	                 	                      	                        	                                       	                     	                     	                           	                       	                   	                      	                                      	                     	               	                     	from ODP Leg 134 SR Chapter 10 Table 8 pp 224-227

  SR	Early Pliocene   	                 	CN11              	              	134	 833	B	 80	R	 3	  33.00	    821.5800	Staerker 	Nannofossils                                 	R              	G                 	A                          	                                  	S               	                   	C                      	R                 	S                    	C             	S                  	                	R                     	C                     	                         	                  	R                   	                         	                     	R                                           	C                       	                   	R                     	                  	C                  	S                       	                 	                       	                   	                                 	                        	R                    	                	R                  	S                   	R                	C                      	                       	                          	                       	                      	                     	                      	                 	               	                      	                                	                 	                      	                        	                                       	                     	                     	                           	                       	                   	                      	                                      	                     	               	                     	from ODP Leg 134 SR Chapter 10 Table 8 pp 224-227

  SR	Early Pliocene   	                 	CN11              	              	134	 833	B	 80	R	 6	  28.00	    825.8200	Staerker 	Nannofossils                                 	R              	F                 	C                          	                                  	                	                   	R                      	                  	S                    	C             	S                  	                	R                     	C                     	                         	                  	R                   	                         	                     	                                            	S                       	                   	                      	                  	S                  	S                       	                 	                       	                   	S                                	                        	R                    	                	R                  	S                   	                 	                       	                       	                          	                       	                      	                     	                      	                 	               	                      	                                	                 	                      	                        	                                       	                     	                     	                           	                       	                   	                      	                                      	                     	               	                     	from ODP Leg 134 SR Chapter 10 Table 8 pp 224-227

  SR	Early Pliocene   	                 	CN11              	              	134	 833	B	 88	R	 1	  72.00	    885.9200	Staerker 	Nannofossils                                 	S              	G                 	A                          	                                  	                	R                  	C                      	R                 	S                    	S             	S                  	                	S                     	C                     	                         	                  	                    	S                        	                     	                                            	C                       	                   	R                     	                  	S                  	S                       	                 	                       	rR                 	                                 	                        	S                    	                	                   	                    	                 	                       	                       	                          	                       	                      	                     	                      	                 	               	                      	                                	                 	                      	                        	                                       	                     	                     	                           	                       	                   	                      	                                      	                     	               	                     	from ODP Leg 134 SR Chapter 10 Table 8 pp 224-227

  SR	Early Pliocene   	                 	CN11              	              	134	 833	B	 89	R	 3	  29.00	    897.9900	Staerker 	Nannofossils                                 	S              	F                 	A                          	                                  	S               	S                  	C                      	                  	S                    	C             	S                  	R               	S                     	C                     	                         	C                 	S                   	                         	                     	S                                           	                        	                   	                      	                  	                   	R                       	                 	                       	                   	A                                	R                       	S                    	R               	                   	                    	                 	                       	                       	                          	                       	                      	                     	                      	                 	               	                      	                                	                 	                      	                        	                                       	                     	                     	                           	                       	                   	                      	                                      	                     	               	                     	from ODP Leg 134 SR Chapter 10 Table 8 pp 224-227

  SR	Early Pliocene   	                 	CN11              	              	134	 833	B	 89	R	 4	  36.00	    899.5600	Staerker 	Nannofossils                                 	C              	G                 	A                          	                                  	S               	                   	                       	                  	S                    	              	C                  	                	C                     	S                     	                         	                  	S                   	C                        	C                    	S                                           	A                       	S                  	R                     	R                 	S                  	C                       	R                	S                      	R                  	                                 	                        	                     	                	                   	                    	                 	                       	                       	                          	                       	                      	                     	                      	                 	               	                      	                                	                 	                      	                        	                                       	                     	                     	                           	                       	                   	                      	                                      	                     	               	                     	from ODP Leg 134 SR Chapter 10 Table 8 pp 224-227

  SR	Early Pliocene   	                 	CN11              	              	134	 833	B	 90	R	 3	  70.00	    908.2000	Staerker 	Nannofossils                                 	S              	F                 	                           	C                                 	R               	                   	S                      	                  	S                    	C             	S                  	R               	S                     	C                     	rR                       	S                 	R                   	                         	                     	                                            	                        	                   	                      	                  	                   	                        	                 	                       	                   	                                 	                        	                     	                	                   	                    	                 	                       	                       	                          	                       	                      	                     	                      	                 	               	                      	                                	                 	                      	                        	                                       	                     	                     	                           	                       	                   	                      	                                      	                     	               	                     	from ODP Leg 134 SR Chapter 10 Table 8 pp 224-227

  SR	Early Pliocene   	                 	CN11              	              	134	 833	B	 90	R	 4	  21.00	    909.2100	Staerker 	Nannofossils                                 	S              	F                 	A                          	C                                 	R               	S                  	C                      	R                 	S                    	C             	S                  	R               	S                     	C                     	                         	                  	                    	                         	                     	                                            	                        	                   	                      	                  	                   	                        	                 	                       	                   	                                 	                        	                     	                	                   	                    	                 	                       	                       	                          	                       	                      	                     	                      	                 	               	                      	                                	                 	                      	                        	                                       	                     	                     	                           	                       	                   	                      	                                      	                     	               	                     	from ODP Leg 134 SR Chapter 10 Table 8 pp 224-227

