Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Tenuitella munda,Tenuitella gemma,Tenuitella clemenciae,Subbotina angiporoides,Paragloborotalia nana,Globigerina praebulloides,Catapsydrax unicavus,Catapsydrax dissimilis,Tenuitellinata angustiumbilicata,Globorotaloides suteri,Globigerinita glutinata,Chiloguembelina cubensis,Turborotalia euapertura,Globorotaloides variabilis,Globigerinita uvula,Globigerina eamesi,Globoturborotalita woodi,Globorotalia incognita,Globigerina bulloides,Paragloborotalia semivera,Paragloborotalia continuosa,Globoquadrina dehiscens,Globigerinella obesa,Globigerina quinqueloba,Dentoglobigerina praedehiscens,Globigerinita praestainforthi,Globoturborotalita connecta,Globorotalia praescitula,Globorotalia praemenardii,Globorotalia peripheroronda,Globorotalia miozea,Globorotalia conica,Praeorbulina curva,Globorotalia zealandica,Orbulina universa,Globorotalia scitula,Globorotalia panda,Globorotalia challengeri,Paragloborotalia nympha,Paragloborotalia mayeri,Globoturborotalita decoraperta,Orbulina suturalis,Globorotalia miotumida,Globorotalia juanai,Globorotalia conoidea,Globorotalia conomiozea,Neogloboquadrina pachyderma (sinistral),Globorotalia puncticuloides,Globorotalia puncticulata,Globorotalia crassula,Globorotalia crassaformis,Globigerina falconensis,Globorotalia triangula,Globorotalia inflata,Globorotalia crassaconica,Globorotalia crassacarina,Globigerinella aequilateralis,Globigerina umbilicata,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,SN12b         ,189,1171,C,  5,H,CC,  17.00,     47.8600,forams   ,Planktonic Foraminifers                      ,A              ,VG                ,                ,                ,                     ,                      ,                     ,                         ,                    ,                      ,                                ,                      ,+                      ,                        ,                       ,                          ,                   ,                  ,                        ,                      ,+                    ,                         ,                           ,                       ,                    ,+                      ,                              ,                             ,                           ,                        ,                         ,                           ,                   ,                   ,                  ,                       ,+                ,+                   ,                  ,+                       ,                       ,                       ,                              ,                  ,                      ,                   ,                     ,                       ,+                                      ,+                          ,+                        ,+                    ,+                        ,+                      ,                      ,                    ,                         ,                         ,                             ,                      ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,SN12b         ,189,1171,C,  6,H,CC,  18.00,     57.4500,forams   ,Planktonic Foraminifers                      ,C              ,G                 ,                ,                ,                     ,                      ,                     ,                         ,                    ,                      ,                                ,                      ,+                      ,                        ,                       ,                          ,+                  ,                  ,                        ,                      ,+                    ,                         ,+                          ,                       ,                    ,+                      ,                              ,                             ,                           ,                        ,                         ,                           ,                   ,                   ,                  ,                       ,+                ,+                   ,                  ,+                       ,                       ,                       ,                              ,                  ,                      ,                   ,+                    ,+                      ,+                                      ,+                          ,+                        ,+                    ,+                        ,+                      ,                      ,                    ,                         ,                         ,                             ,                      ,"Mixed assemblage (Gr. conomiozea present), O. universa common"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,SN9           ,189,1171,C,  7,H,CC,  23.00,     67.1300,forams   ,Planktonic Foraminifers                      ,C              ,G                 ,                ,                ,                     ,                      ,                     ,                         ,                    ,                      ,                                ,                      ,+                      ,                        ,                       ,                          ,+                  ,                  ,+                       ,                      ,+                    ,                         ,+                          ,                       ,                    ,                       ,                              ,                             ,                           ,                        ,                         ,                           ,                   ,                   ,                  ,                       ,+                ,+                   ,+                 ,+                       ,                       ,                       ,                              ,                  ,+                     ,+                  ,+                    ,+                      ,                                       ,                           ,                         ,                     ,                         ,                       ,                      ,                    ,                         ,                         ,                             ,                      ,Heavy shell fragmentation
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,SN8           ,189,1171,C,  8,H,CC,   0.00,     75.3300,forams   ,Planktonic Foraminifers                      ,C              ,G                 ,                ,                ,                     ,                      ,                     ,                         ,                    ,                      ,                                ,                      ,+                      ,                        ,                       ,                          ,+                  ,                  ,+                       ,                      ,+                    ,                         ,+                          ,                       ,+                   ,+                      ,                              ,                             ,                           ,                        ,                         ,                           ,                   ,+                  ,                  ,                       ,+                ,                    ,+                 ,                        ,+                      ,                       ,+                             ,                  ,+                     ,                   ,+                    ,                       ,                                       ,                           ,                         ,                     ,                         ,                       ,                      ,                    ,                         ,                         ,                             ,                      ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,SN8           ,189,1171,C,  9,H,CC,  12.00,     85.6400,forams   ,Planktonic Foraminifers                      ,C              ,M                 ,                ,                ,                     ,                      ,                     ,                         ,                    ,                      ,                                ,                      ,+                      ,                        ,                       ,                          ,+                  ,                  ,+                       ,                      ,+                    ,                         ,+                          ,+                      ,+                   ,+                      ,                              ,                             ,                           ,                        ,                         ,                           ,                   ,                   ,                  ,                       ,+                ,                    ,+                 ,                        ,+                      ,                       ,+                             ,                  ,+                     ,                   ,+                    ,                       ,                                       ,                           ,                         ,                     ,                         ,                       ,                      ,                    ,                         ,                         ,                             ,                      ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,SN7           ,189,1171,C, 10,H,CC,  14.00,     94.4000,forams   ,Planktonic Foraminifers                      ,C              ,M                 ,                ,                ,                     ,                      ,                     ,                         ,                    ,                      ,                                ,                      ,+                      ,                        ,                       ,                          ,+                  ,                  ,+                       ,                      ,+                    ,                         ,+                          ,                       ,+                   ,+                      ,                              ,                             ,                           ,                        ,                         ,                           ,                   ,                   ,                  ,                       ,+                ,                    ,+                 ,                        ,                       ,+                      ,+                             ,                  ,+                     ,+                  ,+                    ,                       ,                                       ,                           ,                         ,                     ,                         ,                       ,                      ,                    ,                         ,                         ,                             ,                      ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,SN7           ,189,1171,C, 11,H,CC,   0.00,    104.1200,forams   ,Planktonic Foraminifers                      ,C              ,M                 ,                ,                ,                     ,                      ,                     ,                         ,                    ,                      ,                                ,                      ,+                      ,                        ,                       ,                          ,+                  ,                  ,+                       ,                      ,+                    ,                         ,+                          ,                       ,+                   ,+                      ,                              ,                             ,                           ,                        ,                         ,                           ,+                  ,                   ,                  ,                       ,+                ,                    ,+                 ,                        ,+                      ,+                      ,+                             ,                  ,+                     ,+                  ,+                    ,                       ,                                       ,                           ,                         ,                     ,                         ,                       ,                      ,                    ,                         ,                         ,                             ,                      ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,SN7           ,189,1171,C, 12,X,CC,  11.00,    109.9200,forams   ,Planktonic Foraminifers                      ,C              ,G                 ,                ,                ,                     ,                      ,                     ,                         ,                    ,                      ,                                ,                      ,+                      ,                        ,                       ,                          ,+                  ,                  ,+                       ,                      ,+                    ,                         ,+                          ,                       ,                    ,+                      ,                              ,                             ,                           ,                        ,                         ,                           ,+                  ,                   ,                  ,                       ,+                ,                    ,+                 ,                        ,+                      ,+                      ,+                             ,                  ,+                     ,+                  ,+                    ,                       ,                                       ,                           ,                         ,                     ,                         ,                       ,                      ,                    ,                         ,                         ,                             ,                      ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,SN7           ,189,1171,C, 13,X,CC,  13.00,    115.7200,forams   ,Planktonic Foraminifers                      ,C              ,G                 ,                ,                ,                     ,                      ,                     ,                         ,                    ,                      ,                                ,                      ,+                      ,                        ,                       ,                          ,+                  ,                  ,+                       ,                      ,+                    ,                         ,+                          ,                       ,                    ,                       ,                              ,                             ,                           ,                        ,                         ,+                          ,+                  ,                   ,                  ,                       ,+                ,+                   ,+                 ,                        ,+                      ,+                      ,+                             ,+                 ,                      ,                   ,                     ,                       ,                                       ,                           ,                         ,                     ,                         ,                       ,                      ,                    ,                         ,                         ,                             ,                      ,shell frags common
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,SN7           ,189,1171,C, 14,X,CC,  13.00,    123.4900,forams   ,Planktonic Foraminifers                      ,C              ,G                 ,                ,                ,                     ,                      ,                     ,                         ,                    ,                      ,+                               ,                      ,+                      ,                        ,                       ,                          ,+                  ,                  ,+                       ,                      ,+                    ,                         ,+                          ,                       ,                    ,                       ,                              ,                             ,                           ,                        ,                         ,                           ,                   ,                   ,                  ,                       ,                 ,                    ,+                 ,                        ,+                      ,+                      ,                              ,                  ,                      ,                   ,                     ,                       ,                                       ,                           ,                         ,                     ,                         ,                       ,                      ,                    ,                         ,                         ,                             ,                      ,"shell frags common, no Orbulina sp."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,SN7           ,189,1171,C, 15,X,CC,  13.00,    134.4500,forams   ,Planktonic Foraminifers                      ,A              ,VG                ,                ,                ,                     ,                      ,                     ,                         ,                    ,                      ,                                ,                      ,+                      ,                        ,                       ,                          ,+                  ,                  ,+                       ,                      ,+                    ,                         ,+                          ,                       ,                    ,+                      ,                              ,                             ,                           ,                        ,                         ,+                          ,+                  ,                   ,                  ,                       ,+                ,+                   ,+                 ,                        ,                       ,+                      ,+                             ,                  ,                      ,                   ,                     ,                       ,                                       ,                           ,                         ,                     ,                         ,                       ,                      ,                    ,                         ,                         ,                             ,                      ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,SN7           ,189,1171,C, 16,X,CC,  17.00,    139.6600,forams   ,Planktonic Foraminifers                      ,C              ,G                 ,                ,                ,                     ,                      ,                     ,+                        ,                    ,                      ,                                ,                      ,+                      ,                        ,                       ,                          ,+                  ,                  ,+                       ,                      ,+                    ,                         ,+                          ,                       ,                    ,+                      ,                              ,                             ,                           ,                        ,                         ,+                          ,+                  ,                   ,                  ,                       ,+                ,+                   ,+                 ,                        ,+                      ,+                      ,+                             ,                  ,                      ,                   ,                     ,                       ,                                       ,                           ,                         ,                     ,                         ,                       ,                      ,                    ,                         ,                         ,                             ,                      ,Much fragmentation of foraminifer tests
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,SN6           ,189,1171,C, 17,X,CC,  11.00,    150.1800,forams   ,Planktonic Foraminifers                      ,A              ,VG                ,                ,                ,+                    ,                      ,                     ,+                        ,                    ,                      ,+                               ,                      ,+                      ,                        ,                       ,                          ,+                  ,                  ,+                       ,                      ,+                    ,                         ,+                          ,                       ,                    ,+                      ,                              ,                             ,                           ,                        ,                         ,+                          ,+                  ,+                  ,                  ,                       ,+                ,+                   ,                  ,+                       ,                       ,                       ,                              ,                  ,                      ,                   ,                     ,                       ,                                       ,                           ,                         ,                     ,                         ,                       ,                      ,                    ,                         ,                         ,                             ,                      ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,SN6           ,189,1171,C, 18,X,CC,  16.00,    162.9300,forams   ,Planktonic Foraminifers                      ,C              ,G                 ,                ,                ,+                    ,                      ,                     ,+                        ,                    ,                      ,+                               ,                      ,+                      ,                        ,                       ,                          ,+                  ,                  ,+                       ,                      ,+                    ,                         ,                           ,                       ,                    ,+                      ,                              ,                             ,+                          ,                        ,+                        ,                           ,+                  ,+                  ,                  ,                       ,                 ,+                   ,+                 ,                        ,                       ,                       ,                              ,                  ,                      ,                   ,                     ,                       ,                                       ,                           ,                         ,                     ,                         ,                       ,                      ,                    ,                         ,                         ,                             ,                      ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,SN6           ,189,1171,C, 19,X,CC,  12.00,    172.7600,forams   ,Planktonic Foraminifers                      ,A              ,VG                ,                ,                ,+                    ,                      ,                     ,+                        ,                    ,                      ,+                               ,                      ,+                      ,                        ,                       ,                          ,+                  ,                  ,+                       ,                      ,+                    ,                         ,                           ,                       ,                    ,+                      ,                              ,                             ,+                          ,                        ,+                        ,                           ,+                  ,+                  ,                  ,                       ,+                ,+                   ,+                 ,                        ,                       ,                       ,                              ,                  ,                      ,                   ,                     ,                       ,                                       ,                           ,                         ,                     ,                         ,                       ,                      ,                    ,                         ,                         ,                             ,                      ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,SN6           ,189,1171,C, 20,X,CC,  16.00,    181.1000,forams   ,Planktonic Foraminifers                      ,C              ,G                 ,                ,                ,                     ,                      ,+                    ,+                        ,                    ,                      ,                                ,                      ,+                      ,                        ,                       ,                          ,                   ,                  ,+                       ,                      ,+                    ,                         ,                           ,                       ,                    ,+                      ,                              ,                             ,+                          ,+                       ,+                        ,                           ,+                  ,+                  ,                  ,                       ,                 ,                    ,                  ,                        ,                       ,                       ,                              ,                  ,                      ,                   ,                     ,                       ,                                       ,                           ,                         ,                     ,                         ,                       ,                      ,                    ,                         ,                         ,                             ,                      ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,SN5           ,189,1171,C, 21,X,CC,  18.00,    190.1100,forams   ,Planktonic Foraminifers                      ,A              ,G                 ,                ,                ,                     ,                      ,+                    ,+                        ,                    ,                      ,                                ,                      ,+                      ,                        ,                       ,                          ,                   ,                  ,+                       ,                      ,+                    ,                         ,                           ,                       ,                    ,+                      ,                              ,                             ,+                          ,+                       ,+                        ,                           ,+                  ,                   ,+                 ,+                      ,                 ,                    ,                  ,                        ,                       ,                       ,                              ,                  ,                      ,                   ,                     ,                       ,                                       ,                           ,                         ,                     ,                         ,                       ,                      ,                    ,                         ,                         ,                             ,                      ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,SN4           ,189,1171,C, 22,X,CC,  16.00,    198.9300,forams   ,Planktonic Foraminifers                      ,A              ,VG                ,                ,                ,+                    ,                      ,                     ,+                        ,                    ,                      ,+                               ,                      ,+                      ,                        ,                       ,                          ,                   ,                  ,+                       ,                      ,+                    ,                         ,                           ,+                      ,                    ,+                      ,                              ,                             ,+                          ,+                       ,+                        ,+                          ,+                  ,+                  ,                  ,                       ,                 ,                    ,                  ,                        ,                       ,                       ,                              ,                  ,                      ,                   ,                     ,                       ,                                       ,                           ,                         ,                     ,                         ,                       ,                      ,                    ,                         ,                         ,                             ,                      ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,SN3           ,189,1171,C, 23,X,CC,  18.00,    210.1200,forams   ,Planktonic Foraminifers                      ,A              ,G                 ,                ,                ,                     ,                      ,                     ,+                        ,                    ,+                     ,                                ,                      ,+                      ,                        ,                       ,                          ,                   ,                  ,+                       ,+                     ,                     ,                         ,                           ,                       ,                    ,+                      ,                              ,                             ,+                          ,                        ,                         ,                           ,                   ,                   ,                  ,                       ,                 ,                    ,                  ,                        ,                       ,                       ,                              ,                  ,                      ,                   ,                     ,                       ,                                       ,                           ,                         ,                     ,                         ,                       ,                      ,                    ,                         ,                         ,                             ,                      ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,SN2           ,189,1171,C, 24,X,CC,  23.00,    219.7400,forams   ,Planktonic Foraminifers                      ,A              ,G                 ,                ,                ,                     ,                      ,                     ,+                        ,                    ,+                     ,                                ,                      ,+                      ,                        ,                       ,                          ,                   ,                  ,+                       ,                      ,                     ,                         ,+                          ,                       ,                    ,+                      ,                              ,+                            ,                           ,                        ,                         ,                           ,                   ,                   ,                  ,                       ,                 ,                    ,                  ,                        ,                       ,                       ,                              ,                  ,                      ,                   ,                     ,                       ,                                       ,                           ,                         ,                     ,                         ,                       ,                      ,                    ,                         ,                         ,                             ,                      ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,SN2           ,189,1171,C, 25,X,CC,  19.00,    228.4800,forams   ,Planktonic Foraminifers                      ,A              ,G                 ,                ,                ,                     ,                      ,                     ,+                        ,+                   ,+                     ,+                               ,+                     ,+                      ,                        ,+                      ,                          ,                   ,+                 ,+                       ,+                     ,+                    ,+                        ,+                          ,+                      ,+                   ,+                      ,+                             ,                             ,                           ,                        ,                         ,                           ,                   ,                   ,                  ,                       ,                 ,                    ,                  ,                        ,                       ,                       ,                              ,                  ,                      ,                   ,                     ,                       ,                                       ,                           ,                         ,                     ,                         ,                       ,                      ,                    ,                         ,                         ,                             ,                      ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,SN1           ,189,1171,C, 26,X,CC,  14.00,    237.5600,forams   ,Planktonic Foraminifers                      ,A              ,G                 ,                ,                ,                     ,                      ,                     ,+                        ,+                   ,+                     ,                                ,+                     ,                       ,                        ,                       ,                          ,                   ,+                 ,+                       ,+                     ,+                    ,                         ,                           ,                       ,                    ,                       ,                              ,                             ,                           ,                        ,                         ,                           ,                   ,                   ,                  ,                       ,                 ,                    ,                  ,                        ,                       ,                       ,                              ,                  ,                      ,                   ,                     ,                       ,                                       ,                           ,                         ,                     ,                         ,                       ,                      ,                    ,                         ,                         ,                             ,                      ,"No G. dehiscens present, possibly late Oligocene"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,SP14b         ,189,1171,C, 27,X,CC,  36.00,    247.3300,forams   ,Planktonic Foraminifers                      ,A              ,G                 ,                ,                ,                     ,                      ,                     ,+                        ,+                   ,+                     ,                                ,                      ,                       ,                        ,                       ,                          ,+                  ,+                 ,                        ,                      ,                     ,                         ,                           ,                       ,                    ,                       ,                              ,                             ,                           ,                        ,                         ,                           ,                   ,                   ,                  ,                       ,                 ,                    ,                  ,                        ,                       ,                       ,                              ,                  ,                      ,                   ,                     ,                       ,                                       ,                           ,                         ,                     ,                         ,                       ,                      ,                    ,                         ,                         ,                             ,                      ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,SP14b         ,189,1171,C, 28,X,CC,  29.00,    253.7900,forams   ,Planktonic Foraminifers                      ,A              ,G                 ,+               ,                ,+                    ,                      ,                     ,+                        ,+                   ,+                     ,+                               ,+                     ,                       ,                        ,+                      ,+                         ,                   ,                  ,                        ,                      ,                     ,                         ,                           ,                       ,                    ,                       ,                              ,                             ,                           ,                        ,                         ,                           ,                   ,                   ,                  ,                       ,                 ,                    ,                  ,                        ,                       ,                       ,                              ,                  ,                      ,                   ,                     ,                       ,                                       ,                           ,                         ,                     ,                         ,                       ,                      ,                    ,                         ,                         ,                             ,                      ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,SP14b         ,189,1171,C, 29,X,CC,  35.00,    264.8300,forams   ,Planktonic Foraminifers                      ,C              ,G                 ,+               ,                ,+                    ,                      ,                     ,+                        ,+                   ,+                     ,+                               ,+                     ,                       ,                        ,                       ,                          ,                   ,                  ,                        ,                      ,                     ,                         ,                           ,                       ,                    ,                       ,                              ,                             ,                           ,                        ,                         ,                           ,                   ,                   ,                  ,                       ,                 ,                    ,                  ,                        ,                       ,                       ,                              ,                  ,                      ,                   ,                     ,                       ,                                       ,                           ,                         ,                     ,                         ,                       ,                      ,                    ,                         ,                         ,                             ,                      ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,SP13          ,189,1171,C, 30,X, 1,   7.00,    268.1700,forams   ,Planktonic Foraminifers                      ,C              ,G                 ,                ,                ,                     ,+                     ,                     ,+                        ,+                   ,+                     ,                                ,+                     ,+                      ,+                       ,                       ,                          ,                   ,                  ,                        ,                      ,                     ,                         ,                           ,                       ,                    ,                       ,                              ,                             ,                           ,                        ,                         ,                           ,                   ,                   ,                  ,                       ,                 ,                    ,                  ,                        ,                       ,                       ,                              ,                  ,                      ,                   ,                     ,                       ,                                       ,                           ,                         ,                     ,                         ,                       ,                      ,                    ,                         ,                         ,                             ,                      ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
