Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Globigerina ciperoensis,Praeorbulina sicana,Catapsydrax dissimilis,Fohsella birnageae,Praeorbulina curva,Globigerinatella insueta,Paragloborotalia mayeri,Dentoglobigerina altispira,Fohsella peripheroacuta,Fohsella lobata,Fohsella fohsi fohsi,Globorotalia plesiotumida,Globoturborotalita nepenthes,Neogloboquadrina acostaensis,Globorotalia pseudomiocenica,Globigerinoides extremus,Globorotalia lenguaensis,Globorotalia (Hirsutella) cibaoensis,Globorotalia tumida,Menardella miocenica,Globorotalia margaritae,Globigerinoides fistulosus,Truncorotalia truncatulinoides,Truncorotalia tosaensis,Comment
  IR,                 ,Early Pliocene   ,PL2               ,Pl1b          ,194,1195,B,  7,H,CC,  16.00,     65.7600,planks   ,Planktonic Foraminifers                      ,A              ,G                 ,                       ,                   ,                      ,                  ,                  ,                        ,                       ,                          ,                       ,               ,                    ,                         ,                            ,                            ,F                           ,                        ,                        ,                                    ,F                  ,                    ,                       ,                          ,                              ,                       ,N19. Sa.dehiscens present.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Early Pliocene   ,PL2               ,Pl1b          ,194,1195,B,  8,H,CC,  15.00,     74.3900,planks   ,Planktonic Foraminifers                      ,A              ,G                 ,                       ,                   ,                      ,                  ,                  ,                        ,                       ,                          ,                       ,               ,                    ,                         ,R                           ,                            ,                            ,                        ,                        ,                                    ,F                  ,                    ,                       ,                          ,                              ,                       ,N19. Sa.dehiscens present.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Early Pliocene   ,Pl1b              ,Pl1a          ,194,1195,B,  9,H,CC,   9.00,     84.5000,planks   ,Planktonic Foraminifers                      ,A              ,G                 ,                       ,                   ,                      ,                  ,                  ,                        ,                       ,                          ,                       ,               ,                    ,                         ,P                           ,                            ,                            ,                        ,                        ,                                    ,                   ,                    ,                       ,                          ,                              ,                       ,N19-N18 boundary. No Gr.tumida.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Late Miocene     ,M14               ,M13b          ,194,1195,B, 10,H,CC,  16.00,     94.1300,planks   ,Planktonic Foraminifers                      ,A              ,G                 ,                       ,                   ,                      ,                  ,                  ,                        ,                       ,                          ,                       ,               ,                    ,                         ,                            ,                            ,                            ,                        ,                        ,R                                   ,                   ,                    ,                       ,                          ,                              ,                       ,Top N17. No Gr.tumida/Sa.dehiscens.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Late Miocene     ,                  ,M13b          ,194,1195,B, 11,H,CC,  16.00,    103.4800,planks   ,Planktonic Foraminifers                      ,A              ,G                 ,                       ,                   ,                      ,                  ,                  ,                        ,                       ,                          ,                       ,               ,                    ,F                        ,                            ,F                           ,                            ,F                       ,                        ,R                                   ,                   ,                    ,                       ,                          ,                              ,                       ,N17A. No Gr.tumida/P.primalis. Gds.conglobatus/C.nitida present.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Late Miocene     ,                  ,M13b          ,194,1195,B, 12,H,CC,  13.00,    113.0200,planks   ,Planktonic Foraminifers                      ,A              ,G                 ,                       ,                   ,                      ,                  ,                  ,                        ,                       ,                          ,                       ,               ,                    ,F                        ,                            ,                            ,                            ,F                       ,                        ,                                    ,                   ,                    ,                       ,                          ,                              ,                       ,N17A. C.nitida present.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Late Miocene     ,                  ,M13b          ,194,1195,B, 13,H,CC,  13.00,    122.8300,planks   ,Planktonic Foraminifers                      ,A              ,G                 ,                       ,                   ,                      ,                  ,                  ,                        ,                       ,                          ,                       ,               ,                    ,F                        ,                            ,                            ,                            ,F                       ,P                       ,                                    ,                   ,                    ,                       ,                          ,                              ,                       ,N17A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Late Miocene     ,                  ,M13b          ,194,1195,B, 14,H,CC,  11.00,    132.1600,planks   ,Planktonic Foraminifers                      ,A              ,G                 ,                       ,                   ,                      ,                  ,                  ,                        ,                       ,                          ,                       ,               ,                    ,                         ,P                           ,                            ,R                           ,R                       ,                        ,                                    ,                   ,                    ,                       ,                          ,                              ,                       ,N17A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Late Miocene     ,                  ,M13           ,194,1195,B, 15,H,CC,  17.00,    141.6500,planks   ,Planktonic Foraminifers                      ,A              ,G                 ,                       ,                   ,                      ,                  ,                  ,                        ,                       ,                          ,                       ,               ,                    ,R                        ,R                           ,R                           ,                            ,                        ,                        ,                                    ,                   ,                    ,                       ,                          ,                              ,                       ,N16. No Gds.extremus/N.humerosa.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Late Miocene     ,                  ,M13           ,194,1195,B, 16,H,CC,  15.00,    150.9500,planks   ,Planktonic Foraminifers                      ,A              ,G                 ,                       ,                   ,                      ,                  ,                  ,                        ,                       ,                          ,                       ,               ,                    ,R                        ,                            ,R                           ,                            ,                        ,                        ,                                    ,                   ,                    ,                       ,                          ,                              ,                       ,N16.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Late Miocene     ,                  ,M13           ,194,1195,B, 17,H,CC,  18.00,    160.7200,planks   ,Planktonic Foraminifers                      ,A              ,M                 ,                       ,                   ,                      ,                  ,                  ,                        ,                       ,                          ,                       ,               ,                    ,R                        ,                            ,R                           ,                            ,                        ,                        ,                                    ,                   ,                    ,                       ,                          ,                              ,                       ,N16
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Late Miocene     ,                  ,M13           ,194,1195,B, 18,H,CC,  22.00,    170.4600,planks   ,Planktonic Foraminifers                      ,A              ,M                 ,                       ,                   ,                      ,                  ,                  ,                        ,                       ,                          ,                       ,               ,                    ,F                        ,                            ,R                           ,                            ,                        ,                        ,                                    ,                   ,                    ,                       ,                          ,                              ,                       ,N16
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Late Miocene     ,                  ,M13           ,194,1195,B, 19,H,CC,  16.00,    179.8400,planks   ,Planktonic Foraminifers                      ,A              ,M                 ,                       ,                   ,                      ,                  ,                  ,                        ,                       ,                          ,                       ,               ,                    ,                         ,                            ,R                           ,                            ,                        ,                        ,                                    ,                   ,                    ,                       ,                          ,                              ,                       ,N16
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Miocene     ,Late Miocene     ,                  ,M13           ,194,1195,B, 20,H,CC,  16.00,    189.3600,planks   ,Planktonic Foraminifers                      ,A              ,M                 ,                       ,                   ,                      ,                  ,                  ,                        ,P                      ,                          ,                       ,               ,                    ,R                        ,                            ,                            ,                            ,                        ,                        ,                                    ,                   ,                    ,                       ,                          ,                              ,                       ,N16
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Late Miocene     ,                  ,M13           ,194,1195,B, 21,H,CC,  17.00,    198.9300,planks   ,Planktonic Foraminifers                      ,C              ,M                 ,                       ,                   ,                      ,                  ,                  ,                        ,                       ,                          ,                       ,               ,                    ,F                        ,R                           ,P                           ,                            ,                        ,                        ,                                    ,                   ,                    ,                       ,                          ,                              ,                       ,N16
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Late Miocene     ,                  ,M13           ,194,1195,B, 22,H,CC,   0.00,    207.3600,planks   ,Planktonic Foraminifers                      ,C              ,M                 ,                       ,                   ,                      ,                  ,                  ,                        ,                       ,                          ,                       ,               ,                    ,F                        ,R                           ,                            ,                            ,                        ,                        ,                                    ,                   ,                    ,                       ,                          ,                              ,                       ,N16
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Late Miocene     ,                  ,M13           ,194,1195,B, 23,X,CC,  20.00,    210.4700,planks   ,Planktonic Foraminifers                      ,C              ,M                 ,                       ,                   ,                      ,                  ,                  ,                        ,                       ,                          ,                       ,               ,                    ,F                        ,                            ,                            ,                            ,                        ,                        ,                                    ,                   ,                    ,                       ,                          ,                              ,                       ,N16. Gr.siakensis
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Late Miocene     ,                  ,M13           ,194,1195,B, 24,X,CC,  28.00,    226.8400,planks   ,Planktonic Foraminifers                      ,C              ,M                 ,                       ,                   ,                      ,                  ,                  ,                        ,                       ,                          ,                       ,               ,                    ,F                        ,R                           ,                            ,                            ,                        ,                        ,                                    ,                   ,                    ,                       ,                          ,                              ,                       ,N16
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Late Miocene     ,                  ,M13           ,194,1195,B, 25,X,CC,  38.00,    237.0300,planks   ,Planktonic Foraminifers                      ,C              ,M                 ,                       ,                   ,                      ,                  ,                  ,                        ,                       ,                          ,                       ,               ,                    ,F                        ,                            ,                            ,                            ,                        ,                        ,                                    ,                   ,                    ,                       ,                          ,                              ,                       ,N16
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Middle Miocene   ,M10               ,M9b           ,194,1195,B, 27,X,CC,  31.00,    255.9000,planks   ,Planktonic Foraminifers                      ,C              ,M                 ,                       ,                   ,                      ,                  ,                  ,                        ,                       ,                          ,                       ,R              ,                    ,                         ,                            ,                            ,                            ,                        ,                        ,                                    ,                   ,                    ,                       ,                          ,                              ,                       ,N13. No G.nepenthes.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Middle Miocene   ,                  ,M8            ,194,1195,B, 28,X,CC,  27.00,    263.6000,planks   ,Planktonic Foraminifers                      ,C              ,M                 ,                       ,                   ,                      ,                  ,                  ,                        ,                       ,                          ,                       ,R              ,R                   ,                         ,                            ,                            ,                            ,                        ,                        ,                                    ,                   ,                    ,                       ,                          ,                              ,                       ,N11
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Middle Miocene   ,                  ,M8            ,194,1195,B, 29,X,CC,  15.00,    274.5800,planks   ,Planktonic Foraminifers                      ,F              ,M                 ,                       ,                   ,                      ,                  ,                  ,                        ,                       ,                          ,R                      ,               ,                    ,                         ,                            ,                            ,                            ,                        ,                        ,                                    ,                   ,                    ,                       ,                          ,                              ,                       ,N11
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Middle Miocene   ,                  ,M7            ,194,1195,B, 31,X, 1, 135.00,    285.9500,planks   ,Planktonic Foraminifers                      ,F              ,M                 ,                       ,                   ,                      ,                  ,                  ,                        ,F                      ,                          ,                       ,               ,                    ,                         ,                            ,                            ,                            ,                        ,                        ,                                    ,                   ,                    ,                       ,                          ,                              ,                       ,N10? Gr.peripherorhonda/Glla.preasiph present. NO FOHSELLIDS
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Middle Miocene   ,                  ,M7            ,194,1195,B, 32,X,CC,  32.00,    299.3100,planks   ,Planktonic Foraminifers                      ,F              ,M                 ,                       ,                   ,                      ,                  ,                  ,                        ,F                      ,                          ,                       ,               ,                    ,                         ,                            ,                            ,                            ,                        ,                        ,                                    ,                   ,                    ,                       ,                          ,                              ,                       ,N10? No Fohsellids.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Middle Miocene   ,M7                ,M6            ,194,1195,B, 34,X,CC,  49.00,    321.2100,planks   ,Planktonic Foraminifers                      ,F              ,M                 ,                       ,F                  ,                      ,                  ,F                 ,                        ,                       ,                          ,                       ,               ,                    ,                         ,                            ,                            ,                            ,                        ,                        ,                                    ,                   ,                    ,                       ,                          ,                              ,                       ,N9-N10 boundary. O.universa present.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,M6            ,194,1195,B, 35,X,CC,  37.00,    330.3800,planks   ,Planktonic Foraminifers                      ,F              ,M                 ,                       ,F                  ,                      ,                  ,F                 ,                        ,                       ,                          ,                       ,               ,                    ,                         ,                            ,                            ,                            ,                        ,                        ,                                    ,                   ,                    ,                       ,                          ,                              ,                       ,N9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,M6            ,194,1195,B, 36,X,CC,  40.00,    338.7100,planks   ,Planktonic Foraminifers                      ,F              ,M                 ,                       ,F                  ,                      ,                  ,                  ,                        ,                       ,R                         ,                       ,               ,                    ,                         ,                            ,                            ,                            ,                        ,                        ,                                    ,                   ,                    ,                       ,                          ,                              ,                       ,N9. Gr.scitula present.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Middle Miocene   ,M6                ,M5            ,194,1195,B, 37,X,CC,  38.00,    350.4100,planks   ,Planktonic Foraminifers                      ,F              ,P                 ,                       ,F                  ,                      ,                  ,R                 ,                        ,R                      ,                          ,                       ,               ,                    ,                         ,                            ,                            ,                            ,                        ,                        ,                                    ,                   ,                    ,                       ,                          ,                              ,                       ,N8-N9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Middle Miocene   ,M6                ,M5            ,194,1195,B, 38,X,CC,  38.00,    355.1400,planks   ,Planktonic Foraminifers                      ,R              ,P                 ,                       ,F                  ,                      ,                  ,                  ,                        ,                       ,                          ,                       ,               ,                    ,                         ,                            ,                            ,                            ,                        ,                        ,                                    ,                   ,                    ,                       ,                          ,                              ,                       ,N8-N9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Middle Miocene   ,M6                ,M5            ,194,1195,B, 39,X,CC,  38.00,    365.7100,planks   ,Planktonic Foraminifers                      ,F              ,P                 ,                       ,F                  ,                      ,                  ,R                 ,R                       ,                       ,                          ,                       ,               ,                    ,                         ,                            ,                            ,                            ,                        ,                        ,                                    ,                   ,                    ,                       ,                          ,                              ,                       ,N8-N9. Pr.transitoria present.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Middle Miocene   ,M6                ,M5            ,194,1195,B, 40,X,CC,  39.00,    377.5500,planks   ,Planktonic Foraminifers                      ,F              ,P                 ,                       ,F                  ,                      ,                  ,R                 ,R                       ,                       ,                          ,                       ,               ,                    ,                         ,                            ,                            ,                            ,                        ,                        ,                                    ,                   ,                    ,                       ,                          ,                              ,                       ,"N8-N9. ----""----"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Middle Miocene   ,Early Miocene    ,M5                ,M4            ,194,1195,B, 44,X,CC,  50.00,    419.4400,planks   ,Planktonic Foraminifers                      ,               ,                  ,                       ,                   ,                      ,P                 ,                  ,                        ,                       ,                          ,                       ,               ,                    ,                         ,                            ,                            ,                            ,                        ,                        ,                                    ,                   ,                    ,                       ,                          ,                              ,                       ,N7-N8. Gr.peripherorhonda present.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Middle Miocene   ,Early Miocene    ,M5                ,M4            ,194,1195,B, 45,X,CC,  35.00,    428.4000,planks   ,Planktonic Foraminifers                      ,               ,                  ,                       ,P                  ,P                     ,                  ,                  ,                        ,                       ,                          ,                       ,               ,                    ,                         ,                            ,                            ,                            ,                        ,                        ,                                    ,                   ,                    ,                       ,                          ,                              ,                       ,N7-N8.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Middle Miocene   ,Early Miocene    ,M5                ,M4            ,194,1195,B, 49,X,CC,  13.00,    463.4600,planks   ,Planktonic Foraminifers                      ,R              ,P                 ,                       ,P                  ,                      ,                  ,                  ,                        ,                       ,                          ,                       ,               ,                    ,                         ,                            ,                            ,                            ,                        ,                        ,                                    ,                   ,                    ,                       ,                          ,                              ,                       ,"N7-N8. ----""----"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Early Miocene    ,M2                ,M1a           ,194,1195,B, 55,X,CC,  17.00,    517.6700,planks   ,Planktonic Foraminifers                      ,R              ,P                 ,P                      ,                   ,                      ,                  ,                  ,                        ,                       ,                          ,                       ,               ,                    ,                         ,                            ,                            ,                            ,                        ,                        ,                                    ,                   ,                    ,                       ,                          ,                              ,                       ,N4-N5.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
